year,state,county,hpsascore,hpsascore_quality
2020,04,003,12,1
2020,04,003,10,1
2020,04,003,15,1
2020,04,005,13,1
2020,04,005,8,1
2020,04,007,14,1
2020,04,007,20,1
2020,04,009,8,1
2020,04,011,0,1
2020,04,012,17,1
2020,04,012,16,1
2020,04,013,17,1
2020,04,013,18,1
2020,04,013,13,1
2020,04,013,9,1
2020,04,013,8,1
2020,04,013,11,1
2020,04,015,18,1
2020,04,015,17,1
2020,04,015,12,1
2020,04,015,9,1
2020,04,017,19,1
2020,04,017,13,1
2020,04,017,20,1
2020,04,017,20,1
2020,04,019,12,1
2020,04,019,13,1
2020,04,019,20,1
2020,04,019,19,1
2020,04,019,20,1
2020,04,019,13,1
2020,04,019,11,1
2020,04,019,10,1
2020,04,019,19,1
2020,04,019,18,1
2020,04,021,8,1
2020,04,021,10,1
2020,04,021,12,1
2020,04,021,14,1
2020,04,021,16,1
2020,04,021,17,1
2020,04,023,12,1
2020,04,023,12,1
2020,04,025,6,1
2020,04,025,14,1
2020,04,025,13,1
2020,04,027,18,1
2020,04,027,15,1
2020,04,027,14,1
2020,04,027,13,1
2020,05,001,0,1
2020,05,003,0,1
2020,05,005,0,1
2020,05,007,0,1
2020,05,009,0,1
2020,05,011,0,1
2020,05,013,17,1
2020,05,015,0,1
2020,05,017,0,1
2020,05,019,0,1
2020,05,021,0,1
2020,05,023,0,1
2020,05,025,16,1
2020,05,027,0,1
2020,05,029,0,1
2020,05,031,0,1
2020,05,033,0,1
2020,05,035,0,1
2020,05,037,0,1
2020,05,039,0,1
2020,05,041,15,1
2020,05,043,0,1
2020,05,045,0,1
2020,05,047,11,1
2020,05,049,0,1
2020,05,051,0,1
2020,05,053,0,1
2020,05,055,0,1
2020,05,057,0,1
2020,05,059,0,1
2020,05,061,14,1
2020,05,063,0,1
2020,05,065,0,1
2020,05,067,0,1
2020,05,069,11,1
2020,05,071,0,1
2020,05,073,13,1
2020,05,075,0,1
2020,05,077,0,1
2020,05,079,15,1
2020,05,081,0,1
2020,05,083,0,1
2020,05,085,0,1
2020,05,087,0,1
2020,05,089,0,1
2020,05,091,0,1
2020,05,093,15,1
2020,05,095,0,1
2020,05,097,13,1
2020,05,099,0,1
2020,05,101,18,1
2020,05,103,11,1
2020,05,105,0,1
2020,05,107,0,1
2020,05,109,0,1
2020,05,111,0,1
2020,05,113,16,1
2020,05,115,0,1
2020,05,117,15,1
2020,05,119,0,1
2020,05,121,0,1
2020,05,123,0,1
2020,05,125,0,1
2020,05,127,13,1
2020,05,129,0,1
2020,05,131,0,1
2020,05,133,8,1
2020,05,135,0,1
2020,05,137,0,1
2020,05,139,0,1
2020,05,141,0,1
2020,05,143,0,1
2020,05,145,0,1
2020,05,147,0,1
2020,05,149,0,1
2020,06,001,8,1
2020,06,003,10,1
2020,06,005,16,1
2020,06,007,8,1
2020,06,007,17,1
2020,06,007,13,1
2020,06,007,11,1
2020,06,007,11,1
2020,06,007,9,1
2020,06,009,8,1
2020,06,011,11,1
2020,06,013,0,1
2020,06,015,9,1
2020,06,017,15,1
2020,06,017,14,1
2020,06,017,12,1
2020,06,019,17,1
2020,06,019,5,1
2020,06,019,12,1
2020,06,019,20,1
2020,06,019,11,1
2020,06,019,14,1
2020,06,019,12,1
2020,06,019,18,1
2020,06,019,16,1
2020,06,021,10,1
2020,06,021,17,1
2020,06,023,16,1
2020,06,023,12,1
2020,06,023,13,1
2020,06,023,9,1
2020,06,025,15,1
2020,06,025,13,1
2020,06,025,15,1
2020,06,027,17,1
2020,06,029,6,1
2020,06,029,16,1
2020,06,029,8,1
2020,06,029,15,1
2020,06,029,14,1
2020,06,029,8,1
2020,06,029,12,1
2020,06,029,19,1
2020,06,031,12,1
2020,06,031,16,1
2020,06,031,17,1
2020,06,033,12,1
2020,06,033,12,1
2020,06,035,10,1
2020,06,037,18,1
2020,06,037,15,1
2020,06,037,18,1
2020,06,037,15,1
2020,06,037,14,1
2020,06,037,17,1
2020,06,037,17,1
2020,06,037,14,1
2020,06,037,15,1
2020,06,037,18,1
2020,06,037,16,1
2020,06,037,13,1
2020,06,039,15,1
2020,06,039,17,1
2020,06,039,11,1
2020,06,041,0,1
2020,06,043,10,1
2020,06,045,7,1
2020,06,045,11,1
2020,06,045,11,1
2020,06,045,10,1
2020,06,045,15,1
2020,06,047,15,1
2020,06,047,5,1
2020,06,049,15,1
2020,06,051,0,1
2020,06,053,14,1
2020,06,055,8,1
2020,06,057,0,1
2020,06,059,0,1
2020,06,061,13,1
2020,06,061,10,1
2020,06,061,9,1
2020,06,063,0,1
2020,06,065,13,1
2020,06,065,9,1
2020,06,067,9,1
2020,06,067,9,1
2020,06,069,8,1
2020,06,071,18,1
2020,06,071,16,1
2020,06,071,11,1
2020,06,071,16,1
2020,06,071,17,1
2020,06,071,18,1
2020,06,071,19,1
2020,06,071,15,1
2020,06,073,13,1
2020,06,073,11,1
2020,06,073,11,1
2020,06,073,11,1
2020,06,073,6,1
2020,06,075,0,1
2020,06,077,0,1
2020,06,079,0,1
2020,06,081,0,1
2020,06,083,0,1
2020,06,085,0,1
2020,06,087,0,1
2020,06,089,13,1
2020,06,089,14,1
2020,06,089,10,1
2020,06,091,0,1
2020,06,093,12,1
2020,06,093,17,1
2020,06,093,14,1
2020,06,095,12,1
2020,06,097,10,1
2020,06,097,6,1
2020,06,099,12,1
2020,06,101,0,1
2020,06,103,15,1
2020,06,103,17,1
2020,06,103,15,1
2020,06,105,12,1
2020,06,105,14,1
2020,06,105,17,1
2020,06,107,14,1
2020,06,107,14,1
2020,06,107,18,1
2020,06,107,14,1
2020,06,107,15,1
2020,06,109,15,1
2020,06,109,11,1
2020,06,111,0,1
2020,06,113,0,1
2020,06,115,17,1
2020,08,001,0,1
2020,08,003,0,1
2020,08,005,12,1
2020,08,007,10,1
2020,08,009,0,1
2020,08,011,0,1
2020,08,013,0,1
2020,08,014,0,1
2020,08,015,0,1
2020,08,017,13,1
2020,08,019,16,1
2020,08,021,18,1
2020,08,023,23,1
2020,08,025,0,1
2020,08,027,19,1
2020,08,029,0,1
2020,08,031,0,1
2020,08,033,15,1
2020,08,035,0,1
2020,08,037,0,1
2020,08,039,14,1
2020,08,041,15,1
2020,08,043,0,1
2020,08,045,0,1
2020,08,047,19,1
2020,08,049,13,1
2020,08,051,14,1
2020,08,053,0,1
2020,08,055,0,1
2020,08,057,14,1
2020,08,059,0,1
2020,08,061,0,1
2020,08,063,0,1
2020,08,065,0,1
2020,08,067,14,1
2020,08,069,16,1
2020,08,071,0,1
2020,08,073,0,1
2020,08,075,0,1
2020,08,077,0,1
2020,08,079,7,1
2020,08,081,12,1
2020,08,083,0,1
2020,08,085,0,1
2020,08,087,0,1
2020,08,089,0,1
2020,08,091,0,1
2020,08,093,18,1
2020,08,095,0,1
2020,08,097,0,1
2020,08,099,16,1
2020,08,101,0,1
2020,08,103,0,1
2020,08,105,0,1
2020,08,107,14,1
2020,08,109,0,1
2020,08,111,7,1
2020,08,113,14,1
2020,08,113,17,1
2020,08,115,0,1
2020,08,117,0,1
2020,08,119,0,1
2020,08,121,12,1
2020,08,123,0,1
2020,08,125,0,1
2020,09,001,0,1
2020,09,003,0,1
2020,09,005,0,1
2020,09,007,0,1
2020,09,009,0,1
2020,09,011,0,1
2020,09,013,0,1
2020,09,015,0,1
2020,10,001,0,1
2020,10,003,8,1
2020,10,003,7,1
2020,10,005,0,1
2020,11,001,20,1
2020,11,001,18,1
2020,11,001,13,1
2020,12,001,0,1
2020,12,003,0,1
2020,12,005,0,1
2020,12,007,0,1
2020,12,009,0,1
2020,12,011,0,1
2020,12,013,0,1
2020,12,015,0,1
2020,12,017,0,1
2020,12,019,14,1
2020,12,021,15,1
2020,12,023,0,1
2020,12,027,15,1
2020,12,029,17,1
2020,12,031,0,1
2020,12,033,0,1
2020,12,035,0,1
2020,12,037,0,1
2020,12,039,19,1
2020,12,041,0,1
2020,12,043,18,1
2020,12,045,0,1
2020,12,047,12,1
2020,12,049,15,1
2020,12,051,16,1
2020,12,053,0,1
2020,12,055,0,1
2020,12,057,0,1
2020,12,059,0,1
2020,12,061,0,1
2020,12,063,0,1
2020,12,065,17,1
2020,12,067,15,1
2020,12,069,0,1
2020,12,071,0,1
2020,12,073,0,1
2020,12,075,0,1
2020,12,077,18,1
2020,12,079,19,1
2020,12,081,0,1
2020,12,083,0,1
2020,12,085,13,1
2020,12,086,0,1
2020,12,087,0,1
2020,12,089,10,1
2020,12,091,0,1
2020,12,093,0,1
2020,12,095,0,1
2020,12,097,0,1
2020,12,099,0,1
2020,12,101,0,1
2020,12,103,0,1
2020,12,105,0,1
2020,12,107,0,1
2020,12,109,0,1
2020,12,111,0,1
2020,12,113,0,1
2020,12,115,0,1
2020,12,117,0,1
2020,12,119,0,1
2020,12,121,19,1
2020,12,123,0,1
2020,12,125,0,1
2020,12,127,0,1
2020,12,129,14,1
2020,12,131,0,1
2020,12,133,16,1
2020,13,001,0,1
2020,13,003,17,1
2020,13,005,0,1
2020,13,007,0,1
2020,13,009,0,1
2020,13,011,0,1
2020,13,013,0,1
2020,13,015,0,1
2020,13,017,0,1
2020,13,019,16,1
2020,13,021,0,1
2020,13,023,9,1
2020,13,025,17,1
2020,13,027,18,1
2020,13,029,0,1
2020,13,031,0,1
2020,13,033,16,1
2020,13,035,0,1
2020,13,037,0,1
2020,13,039,0,1
2020,13,043,0,1
2020,13,045,0,1
2020,13,047,0,1
2020,13,049,12,1
2020,13,051,18,1
2020,13,053,0,1
2020,13,055,0,1
2020,13,057,0,1
2020,13,059,0,1
2020,13,061,15,1
2020,13,063,0,1
2020,13,065,0,1
2020,13,067,0,1
2020,13,069,0,1
2020,13,071,12,1
2020,13,073,0,1
2020,13,075,0,1
2020,13,077,0,1
2020,13,079,13,1
2020,13,081,0,1
2020,13,083,16,1
2020,13,085,0,1
2020,13,087,0,1
2020,13,089,13,1
2020,13,091,0,1
2020,13,093,19,1
2020,13,095,0,1
2020,13,097,0,1
2020,13,099,14,1
2020,13,101,18,1
2020,13,103,12,1
2020,13,105,0,1
2020,13,107,13,1
2020,13,109,0,1
2020,13,111,0,1
2020,13,113,0,1
2020,13,115,0,1
2020,13,117,0,1
2020,13,119,0,1
2020,13,121,16,1
2020,13,123,0,1
2020,13,125,0,1
2020,13,127,0,1
2020,13,129,0,1
2020,13,131,0,1
2020,13,133,0,1
2020,13,135,0,1
2020,13,137,0,1
2020,13,139,0,1
2020,13,141,23,1
2020,13,143,0,1
2020,13,145,13,1
2020,13,147,10,1
2020,13,149,0,1
2020,13,151,0,1
2020,13,153,0,1
2020,13,155,0,1
2020,13,157,0,1
2020,13,159,12,1
2020,13,161,12,1
2020,13,163,14,1
2020,13,165,16,1
2020,13,167,19,1
2020,13,169,0,1
2020,13,171,0,1
2020,13,173,17,1
2020,13,175,0,1
2020,13,177,9,1
2020,13,179,12,1
2020,13,181,14,1
2020,13,183,15,1
2020,13,185,0,1
2020,13,187,0,1
2020,13,189,0,1
2020,13,191,15,1
2020,13,193,17,1
2020,13,195,0,1
2020,13,197,14,1
2020,13,199,17,1
2020,13,201,0,1
2020,13,205,13,1
2020,13,207,0,1
2020,13,209,17,1
2020,13,211,10,1
2020,13,213,0,1
2020,13,215,0,1
2020,13,217,0,1
2020,13,219,0,1
2020,13,221,0,1
2020,13,223,12,1
2020,13,225,15,1
2020,13,227,0,1
2020,13,229,0,1
2020,13,231,0,1
2020,13,233,0,1
2020,13,235,0,1
2020,13,237,0,1
2020,13,239,20,1
2020,13,241,0,1
2020,13,243,18,1
2020,13,245,0,1
2020,13,247,0,1
2020,13,249,18,1
2020,13,251,21,1
2020,13,253,0,1
2020,13,255,0,1
2020,13,257,0,1
2020,13,259,0,1
2020,13,261,0,1
2020,13,263,15,1
2020,13,265,19,1
2020,13,267,0,1
2020,13,269,18,1
2020,13,271,0,1
2020,13,273,16,1
2020,13,275,0,1
2020,13,277,0,1
2020,13,279,0,1
2020,13,281,0,1
2020,13,283,19,1
2020,13,285,0,1
2020,13,287,0,1
2020,13,289,21,1
2020,13,291,0,1
2020,13,293,0,1
2020,13,295,0,1
2020,13,297,0,1
2020,13,299,0,1
2020,13,301,19,1
2020,13,303,0,1
2020,13,305,0,1
2020,13,307,17,1
2020,13,309,19,1
2020,13,311,0,1
2020,13,313,0,1
2020,13,315,20,1
2020,13,317,0,1
2020,13,319,0,1
2020,13,321,0,1
2020,15,001,15,1
2020,15,003,12,1
2020,15,005,0,1
2020,15,007,14,1
2020,15,009,14,1
2020,16,001,0,1
2020,16,003,0,1
2020,16,005,0,1
2020,16,007,0,1
2020,16,009,0,1
2020,16,011,0,1
2020,16,013,8,1
2020,16,015,15,1
2020,16,017,0,1
2020,16,019,9,1
2020,16,021,0,1
2020,16,023,0,1
2020,16,025,10,1
2020,16,027,0,1
2020,16,029,0,1
2020,16,031,0,1
2020,16,033,9,1
2020,16,035,0,1
2020,16,037,18,1
2020,16,039,10,1
2020,16,041,9,1
2020,16,043,15,1
2020,16,045,0,1
2020,16,047,0,1
2020,16,049,0,1
2020,16,051,0,1
2020,16,053,0,1
2020,16,055,0,1
2020,16,057,0,1
2020,16,059,0,1
2020,16,061,0,1
2020,16,063,13,1
2020,16,065,0,1
2020,16,067,0,1
2020,16,069,0,1
2020,16,071,16,1
2020,16,073,16,1
2020,16,075,0,1
2020,16,077,0,1
2020,16,079,0,1
2020,16,081,14,1
2020,16,083,0,1
2020,16,085,15,1
2020,16,087,0,1
2020,17,001,0,1
2020,17,003,18,1
2020,17,005,0,1
2020,17,007,0,1
2020,17,009,9,1
2020,17,011,0,1
2020,17,013,9,1
2020,17,015,15,1
2020,17,017,16,1
2020,17,019,0,1
2020,17,021,0,1
2020,17,023,0,1
2020,17,025,13,1
2020,17,027,10,1
2020,17,029,0,1
2020,17,031,9,1
2020,17,031,10,1
2020,17,031,9,1
2020,17,031,14,1
2020,17,031,9,1
2020,17,031,11,1
2020,17,031,9,1
2020,17,031,14,1
2020,17,033,0,1
2020,17,035,0,1
2020,17,037,11,1
2020,17,039,11,1
2020,17,041,11,1
2020,17,043,0,1
2020,17,045,0,1
2020,17,047,0,1
2020,17,049,0,1
2020,17,051,0,1
2020,17,053,0,1
2020,17,055,0,1
2020,17,057,0,1
2020,17,059,15,1
2020,17,061,0,1
2020,17,063,0,1
2020,17,065,11,1
2020,17,067,0,1
2020,17,069,0,1
2020,17,071,0,1
2020,17,073,12,1
2020,17,075,0,1
2020,17,077,0,1
2020,17,079,0,1
2020,17,081,0,1
2020,17,083,0,1
2020,17,085,0,1
2020,17,087,12,1
2020,17,089,0,1
2020,17,091,0,1
2020,17,093,0,1
2020,17,095,0,1
2020,17,097,0,1
2020,17,099,0,1
2020,17,101,0,1
2020,17,103,0,1
2020,17,105,7,1
2020,17,107,0,1
2020,17,109,0,1
2020,17,111,0,1
2020,17,113,0,1
2020,17,115,0,1
2020,17,117,13,1
2020,17,119,7,1
2020,17,121,0,1
2020,17,123,11,1
2020,17,125,12,1
2020,17,127,0,1
2020,17,129,10,1
2020,17,131,7,1
2020,17,133,0,1
2020,17,135,0,1
2020,17,137,0,1
2020,17,139,7,1
2020,17,141,0,1
2020,17,143,0,1
2020,17,145,0,1
2020,17,147,0,1
2020,17,149,9,1
2020,17,151,14,1
2020,17,153,0,1
2020,17,155,0,1
2020,17,157,6,1
2020,17,159,0,1
2020,17,161,0,1
2020,17,163,14,1
2020,17,165,0,1
2020,17,167,0,1
2020,17,169,0,1
2020,17,171,0,1
2020,17,173,11,1
2020,17,175,0,1
2020,17,177,0,1
2020,17,179,0,1
2020,17,181,0,1
2020,17,183,8,1
2020,17,185,0,1
2020,17,187,0,1
2020,17,189,15,1
2020,17,191,0,1
2020,17,193,0,1
2020,17,195,0,1
2020,17,197,0,1
2020,17,199,0,1
2020,17,201,0,1
2020,17,203,8,1
2020,18,001,13,1
2020,18,003,5,1
2020,18,005,0,1
2020,18,007,15,1
2020,18,009,0,1
2020,18,011,0,1
2020,18,013,0,1
2020,18,015,13,1
2020,18,017,0,1
2020,18,019,0,1
2020,18,021,17,1
2020,18,023,9,1
2020,18,025,0,1
2020,18,027,7,1
2020,18,029,0,1
2020,18,031,0,1
2020,18,033,0,1
2020,18,035,0,1
2020,18,037,0,1
2020,18,039,0,1
2020,18,041,0,1
2020,18,043,0,1
2020,18,045,8,1
2020,18,047,0,1
2020,18,049,10,1
2020,18,051,0,1
2020,18,053,0,1
2020,18,055,13,1
2020,18,057,0,1
2020,18,059,0,1
2020,18,061,0,1
2020,18,063,0,1
2020,18,065,0,1
2020,18,067,0,1
2020,18,069,0,1
2020,18,071,0,1
2020,18,073,7,1
2020,18,075,15,1
2020,18,077,0,1
2020,18,079,0,1
2020,18,081,0,1
2020,18,083,0,1
2020,18,085,0,1
2020,18,087,8,1
2020,18,089,7,1
2020,18,089,12,1
2020,18,091,0,1
2020,18,093,0,1
2020,18,095,0,1
2020,18,097,6,1
2020,18,099,0,1
2020,18,101,8,1
2020,18,103,0,1
2020,18,105,0,1
2020,18,107,0,1
2020,18,109,14,1
2020,18,111,15,1
2020,18,113,5,1
2020,18,115,10,1
2020,18,117,0,1
2020,18,119,13,1
2020,18,121,0,1
2020,18,123,0,1
2020,18,125,0,1
2020,18,127,0,1
2020,18,129,7,1
2020,18,131,0,1
2020,18,133,7,1
2020,18,135,10,1
2020,18,137,0,1
2020,18,139,11,1
2020,18,141,0,1
2020,18,143,0,1
2020,18,145,0,1
2020,18,147,0,1
2020,18,149,0,1
2020,18,151,8,1
2020,18,153,11,1
2020,18,155,15,1
2020,18,157,0,1
2020,18,159,0,1
2020,18,161,0,1
2020,18,163,0,1
2020,18,165,11,1
2020,18,167,0,1
2020,18,169,0,1
2020,18,171,11,1
2020,18,173,0,1
2020,18,175,7,1
2020,18,177,0,1
2020,18,179,0,1
2020,18,181,12,1
2020,18,183,0,1
2020,19,001,9,1
2020,19,003,11,1
2020,19,005,0,1
2020,19,007,0,1
2020,19,009,9,1
2020,19,011,11,1
2020,19,013,0,1
2020,19,015,11,1
2020,19,017,0,1
2020,19,019,10,1
2020,19,021,9,1
2020,19,023,0,1
2020,19,025,12,1
2020,19,027,0,1
2020,19,029,0,1
2020,19,031,9,1
2020,19,033,0,1
2020,19,035,0,1
2020,19,037,0,1
2020,19,039,13,1
2020,19,041,0,1
2020,19,043,7,1
2020,19,045,0,1
2020,19,047,0,1
2020,19,049,0,1
2020,19,051,0,1
2020,19,053,0,1
2020,19,055,8,1
2020,19,057,0,1
2020,19,059,0,1
2020,19,061,0,1
2020,19,063,0,1
2020,19,065,11,1
2020,19,067,0,1
2020,19,069,0,1
2020,19,071,0,1
2020,19,073,0,1
2020,19,075,11,1
2020,19,077,0,1
2020,19,079,0,1
2020,19,081,0,1
2020,19,083,0,1
2020,19,085,0,1
2020,19,087,0,1
2020,19,089,0,1
2020,19,091,0,1
2020,19,093,7,1
2020,19,095,0,1
2020,19,097,8,1
2020,19,099,0,1
2020,19,101,0,1
2020,19,103,0,1
2020,19,105,0,1
2020,19,107,6,1
2020,19,109,0,1
2020,19,111,0,1
2020,19,113,0,1
2020,19,115,0,1
2020,19,117,12,1
2020,19,119,6,1
2020,19,121,0,1
2020,19,123,0,1
2020,19,125,0,1
2020,19,127,0,1
2020,19,129,0,1
2020,19,131,10,1
2020,19,133,0,1
2020,19,135,0,1
2020,19,137,0,1
2020,19,139,0,1
2020,19,141,0,1
2020,19,143,0,1
2020,19,145,0,1
2020,19,147,10,1
2020,19,149,0,1
2020,19,151,14,1
2020,19,153,0,1
2020,19,155,11,1
2020,19,157,11,1
2020,19,159,0,1
2020,19,161,14,1
2020,19,163,0,1
2020,19,165,0,1
2020,19,167,0,1
2020,19,169,0,1
2020,19,171,0,1
2020,19,173,12,1
2020,19,175,0,1
2020,19,177,0,1
2020,19,179,0,1
2020,19,181,0,1
2020,19,183,0,1
2020,19,185,0,1
2020,19,187,0,1
2020,19,189,0,1
2020,19,191,0,1
2020,19,193,0,1
2020,19,195,0,1
2020,19,197,0,1
2020,20,001,0,1
2020,20,003,0,1
2020,20,005,0,1
2020,20,007,0,1
2020,20,009,0,1
2020,20,011,0,1
2020,20,013,0,1
2020,20,015,0,1
2020,20,017,14,1
2020,20,019,14,1
2020,20,021,0,1
2020,20,023,0,1
2020,20,025,0,1
2020,20,027,0,1
2020,20,029,0,1
2020,20,031,0,1
2020,20,033,0,1
2020,20,035,0,1
2020,20,037,0,1
2020,20,039,0,1
2020,20,041,0,1
2020,20,043,0,1
2020,20,045,0,1
2020,20,047,0,1
2020,20,049,0,1
2020,20,051,0,1
2020,20,053,0,1
2020,20,055,0,1
2020,20,057,0,1
2020,20,059,0,1
2020,20,061,0,1
2020,20,063,0,1
2020,20,065,0,1
2020,20,067,0,1
2020,20,069,11,1
2020,20,071,0,1
2020,20,073,0,1
2020,20,075,13,1
2020,20,077,0,1
2020,20,079,0,1
2020,20,081,6,1
2020,20,083,12,1
2020,20,085,0,1
2020,20,087,8,1
2020,20,089,13,1
2020,20,091,0,1
2020,20,093,0,1
2020,20,095,0,1
2020,20,097,0,1
2020,20,099,0,1
2020,20,101,0,1
2020,20,103,0,1
2020,20,105,0,1
2020,20,107,11,1
2020,20,109,0,1
2020,20,111,0,1
2020,20,113,0,1
2020,20,115,10,1
2020,20,117,0,1
2020,20,119,0,1
2020,20,121,0,1
2020,20,123,0,1
2020,20,125,0,1
2020,20,127,0,1
2020,20,129,0,1
2020,20,131,0,1
2020,20,133,15,1
2020,20,135,0,1
2020,20,137,0,1
2020,20,139,13,1
2020,20,141,0,1
2020,20,143,0,1
2020,20,145,0,1
2020,20,147,11,1
2020,20,149,0,1
2020,20,151,0,1
2020,20,153,0,1
2020,20,155,0,1
2020,20,157,0,1
2020,20,159,0,1
2020,20,161,0,1
2020,20,163,0,1
2020,20,165,0,1
2020,20,167,0,1
2020,20,169,0,1
2020,20,171,0,1
2020,20,173,0,1
2020,20,175,0,1
2020,20,177,0,1
2020,20,179,0,1
2020,20,181,0,1
2020,20,183,0,1
2020,20,185,11,1
2020,20,187,0,1
2020,20,189,9,1
2020,20,191,0,1
2020,20,193,0,1
2020,20,195,0,1
2020,20,197,11,1
2020,20,199,11,1
2020,20,201,0,1
2020,20,203,0,1
2020,20,205,0,1
2020,20,207,6,1
2020,20,209,0,1
2020,21,001,0,1
2020,21,003,0,1
2020,21,005,0,1
2020,21,007,0,1
2020,21,009,0,1
2020,21,011,0,1
2020,21,013,13,1
2020,21,015,0,1
2020,21,017,0,1
2020,21,019,0,1
2020,21,021,0,1
2020,21,023,12,1
2020,21,025,13,1
2020,21,027,0,1
2020,21,029,0,1
2020,21,031,15,1
2020,21,033,0,1
2020,21,035,0,1
2020,21,037,12,1
2020,21,039,10,1
2020,21,041,0,1
2020,21,043,0,1
2020,21,045,18,1
2020,21,047,0,1
2020,21,049,0,1
2020,21,051,16,1
2020,21,053,0,1
2020,21,055,10,1
2020,21,057,12,1
2020,21,059,0,1
2020,21,061,13,1
2020,21,063,19,1
2020,21,065,0,1
2020,21,067,0,1
2020,21,069,10,1
2020,21,071,0,1
2020,21,073,0,1
2020,21,075,13,1
2020,21,077,0,1
2020,21,079,0,1
2020,21,081,0,1
2020,21,083,0,1
2020,21,085,0,1
2020,21,087,12,1
2020,21,089,0,1
2020,21,091,17,1
2020,21,093,0,1
2020,21,095,18,1
2020,21,097,0,1
2020,21,099,10,1
2020,21,101,0,1
2020,21,103,0,1
2020,21,105,17,1
2020,21,107,0,1
2020,21,109,15,1
2020,21,111,12,1
2020,21,111,15,1
2020,21,113,0,1
2020,21,115,0,1
2020,21,117,0,1
2020,21,119,0,1
2020,21,121,11,1
2020,21,123,0,1
2020,21,125,0,1
2020,21,127,0,1
2020,21,129,0,1
2020,21,131,13,1
2020,21,133,0,1
2020,21,135,10,1
2020,21,137,16,1
2020,21,139,0,1
2020,21,141,0,1
2020,21,143,0,1
2020,21,145,12,1
2020,21,147,19,1
2020,21,149,18,1
2020,21,151,0,1
2020,21,153,0,1
2020,21,155,0,1
2020,21,157,8,1
2020,21,159,0,1
2020,21,161,0,1
2020,21,163,11,1
2020,21,165,17,1
2020,21,167,8,1
2020,21,169,17,1
2020,21,171,0,1
2020,21,173,0,1
2020,21,175,8,1
2020,21,177,0,1
2020,21,179,0,1
2020,21,181,14,1
2020,21,183,13,1
2020,21,185,0,1
2020,21,187,9,1
2020,21,189,0,1
2020,21,191,9,1
2020,21,193,0,1
2020,21,195,17,1
2020,21,197,0,1
2020,21,199,0,1
2020,21,201,0,1
2020,21,203,0,1
2020,21,205,0,1
2020,21,207,0,1
2020,21,209,0,1
2020,21,211,0,1
2020,21,213,9,1
2020,21,215,0,1
2020,21,217,0,1
2020,21,219,13,1
2020,21,221,12,1
2020,21,223,9,1
2020,21,225,15,1
2020,21,227,0,1
2020,21,229,12,1
2020,21,231,16,1
2020,21,233,0,1
2020,21,235,0,1
2020,21,237,13,1
2020,21,239,0,1
2020,22,001,0,1
2020,22,003,11,1
2020,22,005,12,1
2020,22,007,18,1
2020,22,009,19,1
2020,22,011,0,1
2020,22,013,17,1
2020,22,015,0,1
2020,22,017,0,1
2020,22,019,6,1
2020,22,019,16,1
2020,22,021,13,1
2020,22,023,15,1
2020,22,025,20,1
2020,22,027,16,1
2020,22,029,15,1
2020,22,031,20,1
2020,22,033,23,1
2020,22,033,14,1
2020,22,033,19,1
2020,22,035,0,1
2020,22,037,14,1
2020,22,039,0,1
2020,22,041,18,1
2020,22,043,13,1
2020,22,045,0,1
