year,state,county,rate_low_birth_weight,rate_low_birth_weight_lb,rate_low_birth_weight_ub,rate_low_birth_weight_quality
2016,13,147,0.1,0.097,0.103,3
2016,13,149,0.1,0.097,0.103,3
2016,13,151,0.1,0.088,0.112,1
2016,13,153,0.09,0.077,0.103,1
2016,13,155,0.1,0.097,0.103,3
2016,13,157,0.1,0.097,0.103,3
2016,13,159,0.1,0.097,0.103,3
2016,13,161,0.1,0.097,0.103,3
2016,13,163,0.1,0.097,0.103,3
2016,13,165,0.1,0.097,0.103,3
2016,13,167,0.1,0.097,0.103,3
2016,13,169,0.1,0.097,0.103,3
2016,13,171,0.1,0.097,0.103,3
2016,13,173,0.1,0.097,0.103,3
2016,13,175,0.1,0.097,0.103,3
2016,13,177,0.1,0.097,0.103,3
2016,13,179,0.1,0.097,0.103,3
2016,13,181,0.1,0.097,0.103,3
2016,13,183,0.1,0.097,0.103,3
2016,13,185,0.11,0.095,0.125,1
2016,13,187,0.1,0.097,0.103,3
2016,13,189,0.1,0.097,0.103,3
2016,13,191,0.1,0.097,0.103,3
2016,13,193,0.1,0.097,0.103,3
2016,13,195,0.1,0.097,0.103,3
2016,13,197,0.1,0.097,0.103,3
2016,13,199,0.1,0.097,0.103,3
2016,13,201,0.1,0.097,0.103,3
2016,13,205,0.1,0.097,0.103,3
2016,13,207,0.1,0.097,0.103,3
2016,13,209,0.1,0.097,0.103,3
2016,13,211,0.1,0.097,0.103,3
2016,13,213,0.1,0.097,0.103,3
2016,13,215,0.11,0.099,0.121,1
2016,13,217,0.1,0.097,0.103,3
2016,13,219,0.1,0.097,0.103,3
2016,13,221,0.1,0.097,0.103,3
2016,13,223,0.07,0.058,0.082,1
2016,13,225,0.1,0.097,0.103,3
2016,13,227,0.1,0.097,0.103,3
2016,13,229,0.1,0.097,0.103,3
2016,13,231,0.1,0.097,0.103,3
2016,13,233,0.1,0.097,0.103,3
2016,13,235,0.1,0.097,0.103,3
2016,13,237,0.1,0.097,0.103,3
2016,13,239,0.1,0.097,0.103,3
2016,13,241,0.1,0.097,0.103,3
2016,13,243,0.1,0.097,0.103,3
2016,13,245,0.12,0.108,0.132,1
2016,13,247,0.1,0.097,0.103,3
2016,13,249,0.1,0.097,0.103,3
2016,13,251,0.1,0.097,0.103,3
2016,13,253,0.1,0.097,0.103,3
2016,13,255,0.1,0.097,0.103,3
2016,13,257,0.1,0.097,0.103,3
2016,13,259,0.1,0.097,0.103,3
2016,13,261,0.1,0.097,0.103,3
2016,13,263,0.1,0.097,0.103,3
2016,13,265,0.1,0.097,0.103,3
2016,13,267,0.1,0.097,0.103,3
2016,13,269,0.1,0.097,0.103,3
2016,13,271,0.1,0.097,0.103,3
2016,13,273,0.1,0.097,0.103,3
2016,13,275,0.1,0.097,0.103,3
2016,13,277,0.1,0.097,0.103,3
2016,13,279,0.1,0.097,0.103,3
2016,13,281,0.1,0.097,0.103,3
2016,13,283,0.1,0.097,0.103,3
2016,13,285,0.1,0.097,0.103,3
2016,13,287,0.1,0.097,0.103,3
2016,13,289,0.1,0.097,0.103,3
2016,13,291,0.1,0.097,0.103,3
2016,13,293,0.1,0.097,0.103,3
2016,13,295,0.1,0.097,0.103,3
2016,13,297,0.1,0.097,0.103,3
2016,13,299,0.1,0.097,0.103,3
2016,13,301,0.1,0.097,0.103,3
2016,13,303,0.1,0.097,0.103,3
2016,13,305,0.1,0.097,0.103,3
2016,13,307,0.1,0.097,0.103,3
2016,13,309,0.1,0.097,0.103,3
2016,13,311,0.1,0.097,0.103,3
2016,13,313,0.08,0.066,0.094,1
2016,13,315,0.1,0.097,0.103,3
2016,13,317,0.1,0.097,0.103,3
2016,13,319,0.1,0.097,0.103,3
2016,13,321,0.1,0.097,0.103,3
2016,15,001,0.08,0.069,0.091,2
2016,15,003,0.09,0.085,0.095,2
2016,15,005,0.08,0.062,0.098,3
2016,15,007,0.08,0.062,0.098,3
2016,15,009,0.08,0.068,0.092,2
2016,16,001,0.07,0.063,0.077,1
2016,16,003,0.07,0.065,0.075,3
2016,16,005,0.07,0.065,0.075,3
2016,16,007,0.07,0.065,0.075,3
2016,16,009,0.07,0.065,0.075,3
2016,16,011,0.07,0.065,0.075,3
2016,16,013,0.07,0.065,0.075,3
2016,16,015,0.07,0.065,0.075,3
2016,16,017,0.07,0.065,0.075,3
2016,16,019,0.08,0.068,0.092,1
2016,16,021,0.07,0.065,0.075,3
2016,16,023,0.07,0.065,0.075,3
2016,16,025,0.07,0.065,0.075,3
2016,16,027,0.07,0.061,0.079,1
2016,16,029,0.07,0.065,0.075,3
2016,16,031,0.07,0.065,0.075,3
2016,16,033,0.07,0.065,0.075,3
2016,16,035,0.07,0.065,0.075,3
2016,16,037,0.07,0.065,0.075,3
2016,16,039,0.07,0.065,0.075,3
2016,16,041,0.07,0.065,0.075,3
2016,16,043,0.07,0.065,0.075,3
2016,16,045,0.07,0.065,0.075,3
2016,16,047,0.07,0.065,0.075,3
2016,16,049,0.07,0.065,0.075,3
2016,16,051,0.07,0.065,0.075,3
2016,16,053,0.07,0.065,0.075,3
2016,16,055,0.06,0.049,0.071,1
2016,16,057,0.07,0.065,0.075,3
2016,16,059,0.07,0.065,0.075,3
2016,16,061,0.07,0.065,0.075,3
2016,16,063,0.07,0.065,0.075,3
2016,16,065,0.07,0.065,0.075,3
2016,16,067,0.07,0.065,0.075,3
2016,16,069,0.07,0.065,0.075,3
2016,16,071,0.07,0.065,0.075,3
2016,16,073,0.07,0.065,0.075,3
2016,16,075,0.07,0.065,0.075,3
2016,16,077,0.07,0.065,0.075,3
2016,16,079,0.07,0.065,0.075,3
2016,16,081,0.07,0.065,0.075,3
2016,16,083,0.07,0.065,0.075,3
2016,16,085,0.07,0.065,0.075,3
2016,16,087,0.07,0.065,0.075,3
2016,17,001,0.08,0.076,0.084,3
2016,17,003,0.08,0.076,0.084,3
2016,17,005,0.08,0.076,0.084,3
2016,17,007,0.08,0.076,0.084,3
2016,17,009,0.08,0.076,0.084,3
2016,17,011,0.08,0.076,0.084,3
2016,17,013,0.08,0.076,0.084,3
2016,17,015,0.08,0.076,0.084,3
2016,17,017,0.08,0.076,0.084,3
2016,17,019,0.08,0.069,0.091,1
2016,17,021,0.08,0.076,0.084,3
2016,17,023,0.08,0.076,0.084,3
2016,17,025,0.08,0.076,0.084,3
2016,17,027,0.08,0.076,0.084,3
2016,17,029,0.08,0.076,0.084,3
2016,17,031,0.09,0.088,0.092,1
2016,17,033,0.08,0.076,0.084,3
2016,17,035,0.08,0.076,0.084,3
2016,17,037,0.07,0.055,0.085,1
2016,17,039,0.08,0.076,0.084,3
2016,17,041,0.08,0.076,0.084,3
2016,17,043,0.07,0.065,0.075,1
2016,17,045,0.08,0.076,0.084,3
2016,17,047,0.08,0.076,0.084,3
2016,17,049,0.08,0.076,0.084,3
2016,17,051,0.08,0.076,0.084,3
2016,17,053,0.08,0.076,0.084,3
2016,17,055,0.08,0.076,0.084,3
2016,17,057,0.08,0.076,0.084,3
2016,17,059,0.08,0.076,0.084,3
2016,17,061,0.08,0.076,0.084,3
2016,17,063,0.08,0.076,0.084,3
2016,17,065,0.08,0.076,0.084,3
2016,17,067,0.08,0.076,0.084,3
2016,17,069,0.08,0.076,0.084,3
2016,17,071,0.08,0.076,0.084,3
2016,17,073,0.08,0.076,0.084,3
2016,17,075,0.08,0.076,0.084,3
2016,17,077,0.08,0.076,0.084,3
2016,17,079,0.08,0.076,0.084,3
2016,17,081,0.08,0.076,0.084,3
2016,17,083,0.08,0.076,0.084,3
2016,17,085,0.08,0.076,0.084,3
2016,17,087,0.08,0.076,0.084,3
2016,17,089,0.07,0.064,0.076,1
2016,17,091,0.1,0.084,0.116,1
2016,17,093,0.08,0.067,0.093,1
2016,17,095,0.08,0.076,0.084,3
2016,17,097,0.07,0.064,0.076,1
2016,17,099,0.08,0.065,0.095,1
2016,17,101,0.08,0.076,0.084,3
2016,17,103,0.08,0.076,0.084,3
2016,17,105,0.08,0.076,0.084,3
2016,17,107,0.08,0.076,0.084,3
2016,17,109,0.08,0.076,0.084,3
2016,17,111,0.07,0.061,0.079,1
2016,17,113,0.09,0.078,0.102,1
2016,17,115,0.11,0.093,0.127,1
2016,17,117,0.08,0.076,0.084,3
2016,17,119,0.08,0.07,0.09,1
2016,17,121,0.08,0.076,0.084,3
2016,17,123,0.08,0.076,0.084,3
2016,17,125,0.08,0.076,0.084,3
2016,17,127,0.08,0.076,0.084,3
2016,17,129,0.08,0.076,0.084,3
2016,17,131,0.08,0.076,0.084,3
