year,state,county,race_category1,mean_tcost,mean_trans,mean_tcost_quality,mean_trans_quality
2016,23,005,2,64,51,1,1
2016,23,007,1,10.17,8.79,1,1
2016,23,009,1,21.93,17.69,1,1
2016,23,011,1,27.11,21.84,1,1
2016,23,013,1,30.54,18.73,1,1
2016,23,015,1,28.04,17.98,1,1
2016,23,017,1,8.32,8.02,1,1
2016,23,019,0,11,36,1,1
2016,23,019,1,22.37,25.72,1,1
2016,23,021,1,2.61,0.77,1,1
2016,23,023,1,50.18,42.48,1,1
2016,23,025,1,6.58,4.11,1,1
2016,23,027,1,12.36,13.21,1,1
2016,23,029,1,5.24,4.31,1,1
2016,23,029,2,3,25,1,1
2016,23,031,1,51.62,37.14,1,1
2016,24,001,1,14.38,24.54,1,1
2016,24,003,1,73.23,59.44,1,1
2016,24,003,2,83.79,66.63,1,1
2016,24,003,3,85.89,72.98,1,1
2016,24,003,NA,NaN,NaN,1,1
2016,24,005,1,82.6,71.11,1,1
2016,24,005,2,87.15,75.45,1,1
2016,24,005,3,86.09,76.77,1,1
2016,24,009,1,81.65,28.11,1,1
2016,24,009,2,85.72,14.85,1,1
2016,24,011,1,18.79,10.53,1,1
2016,24,011,2,27.8,11.72,1,1
2016,24,013,1,66.45,39.58,1,1
2016,24,015,1,56.33,37.16,1,1
2016,24,015,2,57,48,1,1
2016,24,017,1,79.82,15.94,1,1
2016,24,017,2,85.51,20.81,1,1
2016,24,017,3,89.11,19.31,1,1
2016,24,019,1,12.21,16.15,1,1
2016,24,019,2,21.7,12.71,1,1
2016,24,019,3,33.39,27.38,1,1
2016,24,021,1,85.34,27.48,1,1
2016,24,021,2,92.92,37.26,1,1
2016,24,021,3,94.1,39.85,1,1
2016,24,023,1,12.82,15.76,1,1
2016,24,025,1,71.92,14.4,1,1
2016,24,025,2,79.61,16.64,1,1
2016,24,027,1,71.97,62.75,1,1
2016,24,027,2,83.39,74.44,1,1
2016,24,027,3,83.85,71.63,1,1
2016,24,029,1,34.86,15.17,1,1
2016,24,029,2,25,24,1,1
2016,24,031,0,82,63,1,1
2016,24,031,1,90.86,77.21,1,1
2016,24,031,2,92.33,77.79,1,1
2016,24,031,3,93.27,78.73,1,1
2016,24,033,1,88.84,65.56,1,1
2016,24,033,2,90.17,66.18,1,1
2016,24,033,3,92.72,77.16,1,1
2016,24,035,1,59.29,27.91,1,1
2016,24,037,1,77.07,13.6,1,1
2016,24,037,3,85.8,15.46,1,1
2016,24,039,1,24.7,24.76,1,1
2016,24,039,2,33.83,31,1,1
2016,24,039,3,44.01,43,1,1
2016,24,041,1,41.85,30.09,1,1
2016,24,041,2,70,34,1,1
2016,24,041,3,71,41,1,1
2016,24,043,1,51,18.28,1,1
2016,24,043,2,78,25,1,1
2016,24,043,NA,NaN,NaN,1,1
2016,24,045,1,41.82,31.64,1,1
2016,24,045,2,40.51,20.61,1,1
2016,24,045,3,50.77,34.48,1,1
2016,24,047,1,36.53,36.52,1,1
2016,24,047,2,35.02,21.55,1,1
2016,24,047,3,32,0,1,1
2016,24,510,1,93.19,89.94,1,1
2016,24,510,2,92.58,86.5,1,1
2016,24,510,3,94.13,91.17,1,1
2016,24,510,NA,NaN,NaN,1,1
2016,25,001,1,60.16,18.9,1,1
2016,25,001,2,63,23,1,1
2016,25,003,1,42.32,40.61,1,1
2016,25,005,0,80,82.45,1,1
2016,25,005,1,64.94,59.22,1,1
2016,25,005,2,80.27,85.18,1,1
2016,25,007,1,51.47,16.07,1,1
2016,25,009,1,85.23,65.08,1,1
2016,25,009,2,91.29,80.98,1,1
2016,25,009,3,92.72,85.36,1,1
2016,25,011,1,43.96,32.77,1,1
2016,25,013,1,47.16,49.77,1,1
2016,25,013,2,60.19,67.51,1,1
2016,25,013,3,70.23,81.32,1,1
2016,25,015,1,42.02,37.81,1,1
2016,25,015,2,34,15,1,1
2016,25,015,3,40.18,43.2,1,1
2016,25,015,NA,NaN,NaN,1,1
2016,25,017,1,86.81,72.78,1,1
2016,25,017,2,94.23,88.12,1,1
2016,25,017,3,94.61,88.37,1,1
2016,25,019,1,83.5,27.1,1,1
2016,25,021,1,86.06,67.94,1,1
2016,25,021,2,90.44,78.91,1,1
2016,25,021,3,91.75,81.82,1,1
2016,25,023,1,77.85,44.52,1,1
2016,25,023,2,87.83,67.52,1,1
2016,25,023,3,91.13,79.83,1,1
2016,25,023,NA,NaN,NaN,1,1
2016,25,025,1,94.99,91.28,1,1
2016,25,025,2,96.94,94.97,1,1
2016,25,025,3,96.25,93.92,1,1
2016,25,025,NA,NaN,NaN,1,1
2016,25,027,1,67.8,39.95,1,1
2016,25,027,2,86.93,68.53,1,1
2016,25,027,3,90.45,75.2,1,1
2016,25,027,NA,NaN,NaN,1,1
2016,26,001,1,3.13,0,1,1
2016,26,003,1,6.43,11.87,1,1
2016,26,005,1,33.74,30.94,1,1
2016,26,005,3,57,57,1,1
2016,26,007,1,8.38,5.42,1,1
2016,26,009,1,16.91,41.91,1,1
2016,26,011,1,4.5,6.1,1,1
2016,26,013,1,8,26.04,1,1
2016,26,015,1,28.67,29.76,1,1
2016,26,017,1,22.35,33.86,1,1
2016,26,019,1,23.67,27.69,1,1
2016,26,021,1,17.96,13.84,1,1
2016,26,021,2,17.99,14.53,1,1
2016,26,021,3,28.93,21.33,1,1
2016,26,023,1,15.08,17.79,1,1
2016,26,025,1,15.75,24.91,1,1
2016,26,025,2,24.45,43.13,1,1
2016,26,025,3,23.83,39.25,1,1
2016,26,027,1,12.66,9.79,1,1
2016,26,029,1,19.17,50.97,1,1
2016,26,031,1,6.35,15.2,1,1
2016,26,033,1,14.83,28.64,1,1
2016,26,033,2,7.9,43.86,1,1
2016,26,033,NA,NaN,NaN,1,1
2016,26,035,1,1.88,2.26,1,1
2016,26,037,1,29.9,46.31,1,1
2016,26,039,1,6.21,11.76,1,1
2016,26,041,1,14.93,14.46,1,1
2016,26,043,1,17.55,12.83,1,1
2016,26,045,1,28.94,37.16,1,1
2016,26,045,2,50.26,67.32,1,1
2016,26,045,3,38,64,1,1
2016,26,047,1,27.21,53.26,1,1
2016,26,049,1,18.18,23.93,1,1
2016,26,049,2,25.86,50.58,1,1
2016,26,049,3,24.88,45.69,1,1
2016,26,051,1,4.84,5.83,1,1
2016,26,053,1,3.04,3.49,1,1
2016,26,053,2,2,0,1,1
2016,26,055,1,39.05,40.42,1,1
2016,26,057,1,9.89,14.47,1,1
2016,26,057,NA,NaN,NaN,1,1
2016,26,059,1,10.69,9.29,1,1
2016,26,061,1,9.59,11.11,1,1
2016,26,063,1,9.08,23.39,1,1
2016,26,065,1,44.33,67.49,1,1
2016,26,065,2,52.51,81.43,1,1
2016,26,065,3,64.97,90.7,1,1
2016,26,065,NA,NaN,NaN,1,1
2016,26,067,1,22.98,35.29,1,1
2016,26,067,NA,NaN,NaN,1,1
2016,26,069,1,4.72,6.18,1,1
2016,26,071,1,1,0,1,1
2016,26,073,1,15.75,29.16,1,1
2016,26,075,1,25.12,31.66,1,1
2016,26,075,2,38.21,67.91,1,1
2016,26,075,3,35,79,1,1
2016,26,075,NA,NaN,NaN,1,1
2016,26,077,1,35.1,46.95,1,1
2016,26,077,2,52.32,69.38,1,1
2016,26,077,3,42.99,74.73,1,1
2016,26,079,1,26.62,49.69,1,1
2016,26,081,1,49.91,61.58,1,1
2016,26,081,2,64.58,74.99,1,1
2016,26,081,3,63.09,81.55,1,1
2016,26,083,1,5,0,1,1
2016,26,083,NA,NaN,NaN,1,1
2016,26,085,1,0.26,4.2,1,1
2016,26,087,1,30.37,23.92,1,1
2016,26,087,NA,NaN,NaN,1,1
2016,26,089,1,23.26,37.13,1,1
2016,26,091,1,23.69,18.48,1,1
2016,26,093,1,32.88,26.81,1,1
2016,26,095,1,3.36,3.18,1,1
2016,26,097,1,6.2,5.75,1,1
2016,26,097,2,8,28,1,1
2016,26,099,1,53.04,53.94,1,1
2016,26,099,2,59.33,55.95,1,1
2016,26,099,3,54.73,49.98,1,1
2016,26,099,NA,NaN,NaN,1,1
2016,26,101,1,10.23,13.68,1,1
2016,26,103,1,23.24,27.6,1,1
2016,26,105,1,14.93,23.86,1,1
2016,26,107,1,9.82,8.87,1,1
2016,26,107,NA,NaN,NaN,1,1
2016,26,109,1,13.54,28.06,1,1
2016,26,111,1,38.9,53.06,1,1
2016,26,113,1,5.37,13.9,1,1
2016,26,115,1,41.77,28.08,1,1
2016,26,117,1,32.96,34.86,1,1
2016,26,119,1,3,14.47,1,1
2016,26,121,1,18.28,16.92,1,1
2016,26,121,2,32.43,27.64,1,1
2016,26,121,3,29.6,28.4,1,1
2016,26,123,1,11.92,19.53,1,1
2016,26,125,1,48.5,51.22,1,1
2016,26,125,2,60.73,62.08,1,1
2016,26,125,3,61.43,63.82,1,1
2016,26,127,1,6.96,18.84,1,1
2016,26,129,1,2.42,1.3,1,1
2016,26,131,1,1.69,0,1,1
2016,26,133,1,4.28,13.18,1,1
2016,26,135,1,1.72,3.93,1,1
2016,26,137,1,25.75,14.39,1,1
2016,26,139,1,43.41,42.64,1,1
2016,26,139,2,55.17,45.31,1,1
2016,26,141,1,5.86,19.74,1,1
2016,26,143,1,2.62,0,1,1
2016,26,145,1,15.31,24.46,1,1
2016,26,145,2,26.33,48.25,1,1
2016,26,145,3,24.3,57.61,1,1
2016,26,147,1,36.2,40.38,1,1
2016,26,149,1,13.77,12.77,1,1
2016,26,149,2,20,38,1,1
2016,26,151,1,7.01,9.96,1,1
2016,26,153,1,3.05,1.71,1,1
2016,26,155,1,22.21,22.65,1,1
2016,26,157,1,10.47,8.74,1,1
2016,26,159,1,19.41,24.31,1,1
2016,26,159,3,23.01,15.59,1,1
2016,26,161,1,68.73,68.38,1,1
2016,26,161,2,75.82,75.8,1,1
2016,26,161,3,68.61,65.21,1,1
2016,26,161,NA,NaN,NaN,1,1
2016,26,163,1,50.83,52.92,1,1
2016,26,163,2,55.7,60.96,1,1
2016,26,163,3,61.49,70.97,1,1
2016,26,165,1,9.53,18.63,1,1
2016,27,001,1,10.94,15.69,1,1
2016,27,003,1,74.44,52.86,1,1
2016,27,003,2,86.27,67.93,1,1
2016,27,005,0,24,58,1,1
2016,27,005,1,36.31,18.9,1,1
2016,27,007,0,10,10,1,1
2016,27,007,1,20.15,29.13,1,1
2016,27,007,2,8,60,1,1
2016,27,009,1,50.18,73.89,1,1
2016,27,011,1,14.4,25.73,1,1
2016,27,013,1,54.18,31.98,1,1
2016,27,015,1,32.5,24.44,1,1
2016,27,017,0,16,36,1,1
2016,27,017,1,22.69,17.24,1,1
2016,27,019,1,67.09,45.66,1,1
2016,27,021,0,19,63,1,1
2016,27,021,1,17.24,36.25,1,1
2016,27,021,2,21,14,1,1
2016,27,023,1,31.06,37.2,1,1
2016,27,025,1,61.55,26.81,1,1
2016,27,027,1,51.44,65.54,1,1
2016,27,027,2,66,80,1,1
2016,27,029,1,11.38,23.86,1,1
2016,27,031,1,26.49,7.47,1,1
2016,27,033,1,14.68,12.52,1,1
2016,27,035,1,25.66,34.29,1,1
2016,27,037,1,77.32,58.93,1,1
2016,27,037,2,81.88,61.84,1,1
2016,27,037,3,69,48,1,1
2016,27,039,1,52.94,18.31,1,1
2016,27,041,1,39.24,61.41,1,1
2016,27,043,1,18.73,10.28,1,1
2016,27,045,1,51.34,21.05,1,1
2016,27,047,1,29.43,13.13,1,1
2016,27,049,1,47.63,25.26,1,1
2016,27,051,1,25.52,32.07,1,1
2016,27,053,1,83.67,71.9,1,1
2016,27,053,2,88.37,78.78,1,1
2016,27,053,3,89.99,82.62,1,1
2016,27,055,1,24.38,25.52,1,1
2016,27,057,1,22.16,37.24,1,1
2016,27,059,1,62.51,29.59,1,1
2016,27,061,1,23.29,22.82,1,1
2016,27,063,1,27.94,25.08,1,1
2016,27,065,1,16.71,18.2,1,1
2016,27,067,1,32.21,57.7,1,1
2016,27,067,2,51.56,67.53,1,1
2016,27,069,1,23.42,9.29,1,1
2016,27,071,1,16.19,20.83,1,1
2016,27,073,1,14.52,16.8,1,1
2016,27,075,1,27.68,21.7,1,1
2016,27,077,1,14,22.87,1,1
2016,27,079,1,60.63,34.05,1,1
2016,27,081,1,15.5,11,1,1
2016,27,083,1,37.89,35.92,1,1
2016,27,085,1,43.29,20.06,1,1
2016,27,087,0,5,27,1,1
2016,27,087,2,6,23,1,1
2016,27,089,1,32.67,25,1,1
2016,27,091,1,28.84,7.22,1,1
2016,27,093,1,37.38,45.76,1,1
2016,27,095,1,64.19,39.12,1,1
2016,27,095,2,60,84,1,1
2016,27,097,1,27.12,16.91,1,1
2016,27,099,1,39.42,16.75,1,1
2016,27,099,2,31,21,1,1
2016,27,101,1,19.74,9.99,1,1
2016,27,103,1,43.6,32.83,1,1
2016,27,105,1,27.9,19.75,1,1
2016,27,105,2,41,16,1,1
2016,27,105,3,41,12,1,1
2016,27,107,1,22.48,26.55,1,1
2016,27,109,1,74.72,34.26,1,1
2016,27,109,2,68.08,29.78,1,1
2016,27,111,1,27.91,33.41,1,1
2016,27,113,1,35.76,30.58,1,1
2016,27,115,1,12.29,16.84,1,1
2016,27,117,1,21.99,4.45,1,1
2016,27,119,1,28.34,16.7,1,1
2016,27,121,1,29.63,45.7,1,1
2016,27,123,1,84.3,69.53,1,1
2016,27,123,2,86.2,76.01,1,1
2016,27,123,3,87.94,80,1,1
2016,27,123,NA,NaN,NaN,1,1
2016,27,125,1,18.52,18.33,1,1
2016,27,127,1,16.45,34.81,1,1
2016,27,129,1,26.77,44.76,1,1
2016,27,131,1,55.05,34.56,1,1
2016,27,133,1,25.39,15.39,1,1
2016,27,135,1,29.46,30.95,1,1
2016,27,137,1,36.27,38.76,1,1
2016,27,139,1,67.16,46,1,1
2016,27,139,2,60,51,1,1
2016,27,141,1,61.68,41.59,1,1
2016,27,143,1,58.58,32.93,1,1
2016,27,145,1,47.33,57.17,1,1
2016,27,145,2,58.25,64.21,1,1
2016,27,147,1,51.2,30.56,1,1
2016,27,149,1,32.97,40.63,1,1
2016,27,151,1,22.42,28.84,1,1
2016,27,153,1,14.29,26.08,1,1
2016,27,155,1,17.19,24.61,1,1
2016,27,157,1,54.36,19.18,1,1
2016,27,159,1,8.88,17.84,1,1
2016,27,161,1,31.95,22.06,1,1
2016,27,163,1,71.33,49.82,1,1
2016,27,163,2,74.44,54.93,1,1
2016,27,163,NA,NaN,NaN,1,1
2016,27,165,1,21.82,14.11,1,1
2016,27,167,1,38.65,40.99,1,1
2016,27,169,1,41.61,38.56,1,1
2016,27,171,1,62.53,38.27,1,1
2016,27,173,1,25.12,30.74,1,1
2016,28,001,1,1,0,1,1
2016,28,001,3,0.28,0,1,1
2016,28,003,1,5.46,6.18,1,1
2016,28,005,2,0,0,1,1
2016,28,005,3,0,0,1,1
2016,28,007,2,0.64,2.68,1,1
2016,28,007,3,1.38,3.05,1,1
2016,28,009,1,19,23,1,1
2016,28,009,2,15,29,1,1
2016,28,011,1,0,0,1,1
2016,28,011,3,0,0,1,1
2016,28,013,1,0,0,1,1
2016,28,013,2,0.68,0,1,1
2016,28,015,1,0,0,1,1
2016,28,015,3,0,0,1,1
2016,28,017,1,0,0,1,1
2016,28,017,2,0,0,1,1
2016,28,017,3,0,5.87,1,1
2016,28,019,1,0,0,1,1
2016,28,019,3,1.33,0,1,1
2016,28,021,3,6.38,19.49,1,1
2016,28,023,1,2,10,1,1
2016,28,023,2,2.95,14.14,1,1
2016,28,023,3,3,20,1,1
2016,28,025,3,1.07,2.67,1,1
2016,28,027,2,0,0,1,1
2016,28,027,3,0.4,0,1,1
2016,28,029,2,14.38,23.86,1,1
2016,28,029,3,16.3,15.96,1,1
2016,28,031,1,0,0,1,1
2016,28,031,2,0,0,1,1
2016,28,031,3,0.38,5.55,1,1
2016,28,033,1,22.42,13.19,1,1
2016,28,033,2,24.39,17.16,1,1
2016,28,033,3,24.51,12.68,1,1
2016,28,035,1,10.26,13.31,1,1
2016,28,035,2,28.45,16.77,1,1
2016,28,035,3,25.88,21.01,1,1
2016,28,037,2,4,11,1,1
2016,28,037,3,7,14,1,1
2016,28,039,1,12.43,18.47,1,1
2016,28,041,1,6,0,1,1
2016,28,041,2,5,29,1,1
2016,28,043,2,1,0,1,1
2016,28,043,3,1.52,2.1,1,1
2016,28,045,1,16.43,11.55,1,1
2016,28,045,2,14,11,1,1
2016,28,047,1,17.93,14.38,1,1
2016,28,047,2,25.54,15.81,1,1
2016,28,047,3,30.6,26.52,1,1
2016,28,047,NA,NaN,NaN,1,1
2016,28,049,1,24.89,25.81,1,1
2016,28,049,2,25.68,22.52,1,1
2016,28,049,3,33.24,32.14,1,1
2016,28,051,3,0,0,1,1
2016,28,053,3,0,0,1,1
2016,28,055,3,0,0,1,1
2016,28,057,1,6.38,16.3,1,1
2016,28,059,1,13.19,15.43,1,1
2016,28,059,2,11.52,2.57,1,1
2016,28,059,3,21.86,21.17,1,1
2016,28,061,2,2,18,1,1
2016,28,061,3,3.22,13.18,1,1
2016,28,063,3,0,0,1,1
2016,28,065,2,0,0,1,1
2016,28,065,3,0,0,1,1
2016,28,067,1,2.86,22.21,1,1
2016,28,067,2,3.62,9.34,1,1
2016,28,067,3,7.27,7.05,1,1
2016,28,069,2,3,20,1,1
2016,28,069,3,3,9,1,1
2016,28,071,1,18.21,11.63,1,1
2016,28,071,2,21.54,23.83,1,1
2016,28,071,3,6,17,1,1
2016,28,073,1,8.29,4.89,1,1
2016,28,073,2,15.82,11.1,1,1
2016,28,073,3,37,19,1,1
2016,28,075,1,3.14,5.09,1,1
2016,28,075,2,5.06,5.12,1,1
2016,28,075,3,15.6,18.14,1,1
2016,28,077,1,3,0,1,1
2016,28,077,2,3,0,1,1
2016,28,077,3,4,9,1,1
2016,28,079,1,1,0,1,1
2016,28,079,2,0,0,1,1
2016,28,079,3,1,5.73,1,1
2016,28,081,1,8.45,6.66,1,1
2016,28,081,2,14.72,17.94,1,1
2016,28,081,3,16.36,18.43,1,1
2016,28,083,2,0,0,1,1
2016,28,083,3,0.59,1.79,1,1
2016,28,085,1,2,9.61,1,1
2016,28,085,2,2,9,1,1
2016,28,085,3,4.55,0,1,1
2016,28,087,1,4.87,4.36,1,1
2016,28,087,2,7.52,4,1,1
2016,28,087,3,14.4,7.38,1,1
2016,28,089,1,21.03,9.34,1,1
2016,28,089,2,40.41,22.16,1,1
2016,28,089,3,19.05,15.32,1,1
2016,28,091,1,0,4.16,1,1
2016,28,091,2,0,0,1,1
2016,28,091,3,0,0,1,1
2016,28,093,2,15.77,22.81,1,1
2016,28,093,3,19.44,12.91,1,1
2016,28,095,1,2.97,10.05,1,1
2016,28,095,2,3,25.08,1,1
2016,28,095,3,5.15,0,1,1
2016,28,097,2,0,0,1,1
2016,28,097,3,0,0,1,1
2016,28,099,0,1,28,1,1
2016,28,099,1,2.04,0.92,1,1
2016,28,099,2,5,0,1,1
2016,28,099,3,3,0,1,1
2016,28,101,0,2,0,1,1
2016,28,101,1,1,0,1,1
2016,28,101,2,1,12,1,1
2016,28,101,3,5,0,1,1
2016,28,103,3,0.51,0,1,1
2016,28,105,1,6,25,1,1
2016,28,105,2,3.37,12.87,1,1
2016,28,105,3,1.59,0,1,1
2016,28,107,1,3,14,1,1
2016,28,107,2,2.45,10.55,1,1
2016,28,107,3,4.84,6.35,1,1
2016,28,109,1,7.99,4.85,1,1
2016,28,109,2,13,0,1,1
2016,28,111,1,10.82,28.26,1,1
2016,28,111,2,13,29,1,1
2016,28,113,2,0.31,0,1,1
2016,28,113,3,0.71,2.14,1,1
2016,28,115,1,7.67,17.95,1,1
2016,28,115,2,6,21,1,1
2016,28,117,1,1.34,0,1,1
2016,28,117,3,2,0,1,1
2016,28,119,3,0,0,1,1
2016,28,121,1,22.9,16.42,1,1
2016,28,121,2,14.3,7.28,1,1
2016,28,121,3,22.54,16.51,1,1
2016,28,121,NA,NaN,NaN,1,1
2016,28,123,1,1,10,1,1
2016,28,123,2,1,3.17,1,1
2016,28,123,3,1.45,6.06,1,1
2016,28,125,3,0,0,1,1
2016,28,127,1,10,30,1,1
2016,28,127,2,16.13,8.32,1,1
2016,28,129,1,1,0,1,1
2016,28,131,1,9,20,1,1
2016,28,131,2,11.13,12.06,1,1
2016,28,133,3,0,0,1,1
2016,28,135,2,0,0,1,1
2016,28,135,3,0.36,2.71,1,1
2016,28,137,1,13.61,27.79,1,1
2016,28,137,3,21.98,7.03,1,1
2016,28,139,1,2.66,15.95,1,1
2016,28,139,2,5,0,1,1
2016,28,141,1,2.2,3.55,1,1
2016,28,143,2,29,54,1,1
2016,28,143,3,22,21,1,1
2016,28,145,1,2.54,21.53,1,1
2016,28,145,2,4.82,0,1,1
2016,28,147,2,1,0,1,1
2016,28,147,3,0,0,1,1
2016,28,149,1,3,9.52,1,1
2016,28,149,2,4,0,1,1
2016,28,149,3,9.26,5.17,1,1
2016,28,151,2,0,0,1,1
2016,28,151,3,0.66,0,1,1
2016,28,153,1,1,22,1,1
2016,28,153,2,1,10,1,1
2016,28,153,3,2.23,3.44,1,1
2016,28,155,1,2,8.17,1,1
2016,28,155,3,6,0,1,1
2016,28,157,3,0,0,1,1
2016,28,159,1,1,0,1,1
2016,28,159,2,0,0,1,1
2016,28,159,3,1,2.08,1,1
2016,28,161,2,1.73,3.94,1,1
2016,28,163,1,15,28.21,1,1
2016,28,163,3,21.81,8.67,1,1
2016,29,001,1,8.86,4.55,1,1
2016,29,001,2,35,65,1,1
2016,29,003,1,13.55,8.43,1,1
2016,29,005,1,8.39,0,1,1
2016,29,007,1,8.93,2.88,1,1
2016,29,009,1,3.7,3.46,1,1
2016,29,011,1,4.84,0,1,1
2016,29,013,1,41.25,24.13,1,1
2016,29,015,1,1,10.06,1,1
2016,29,017,1,9.77,32.39,1,1
2016,29,019,1,44.25,70.04,1,1
2016,29,019,2,48.07,70.88,1,1
2016,29,021,1,33.71,44.32,1,1
2016,29,023,1,4.69,4.44,1,1
2016,29,025,1,40,21.16,1,1
2016,29,027,1,29.18,52.66,1,1
2016,29,029,1,18.07,42.8,1,1
2016,29,031,1,20.29,39.11,1,1
2016,29,031,2,28.64,51.83,1,1
2016,29,033,1,6.52,1.86,1,1
2016,29,035,1,2.65,7.86,1,1
2016,29,037,1,44.93,30.34,1,1
2016,29,039,1,0.74,0,1,1
2016,29,041,1,5.92,12.59,1,1
2016,29,043,1,12.74,4.43,1,1
2016,29,045,1,13.77,14.43,1,1
2016,29,047,1,54.67,44.44,1,1
2016,29,047,2,62.81,48.17,1,1
2016,29,047,3,49,42,1,1
2016,29,049,1,38.57,20.42,1,1
2016,29,051,1,39.31,62.15,1,1
2016,29,053,1,11.24,7.92,1,1
2016,29,053,2,13,0,1,1
2016,29,055,1,2.52,4.96,1,1
2016,29,057,1,2.62,0,1,1
2016,29,059,1,10.59,16.91,1,1
2016,29,061,1,8,3.56,1,1
2016,29,063,1,20.16,0,1,1
2016,29,065,1,5.69,8.77,1,1
2016,29,067,1,0,0,1,1
2016,29,069,1,0.55,0,1,1
2016,29,071,1,37.08,19.21,1,1
2016,29,073,1,12.08,2.02,1,1
2016,29,075,1,9,0,1,1
2016,29,077,1,36.25,53.66,1,1
2016,29,079,1,8.57,2.67,1,1
2016,29,081,1,7.98,0,1,1
2016,29,083,1,10.99,6.04,1,1
2016,29,085,1,1.25,6.3,1,1
2016,29,087,1,6.69,0,1,1
2016,29,089,1,9.66,25.3,1,1
2016,29,091,1,2.14,3.65,1,1
2016,29,093,1,2.58,3.95,1,1
2016,29,095,1,59.46,50.01,1,1
2016,29,095,2,65.76,65.86,1,1
2016,29,095,3,67.52,73.19,1,1
2016,29,095,NA,NaN,NaN,1,1
2016,29,097,1,19.19,17.21,1,1
2016,29,097,2,17,36,1,1
2016,29,099,1,39.87,27.63,1,1
2016,29,101,1,25.64,16.57,1,1
2016,29,103,1,3.31,13.13,1,1
2016,29,105,1,8.96,12.83,1,1
2016,29,107,1,40.15,19.98,1,1
2016,29,109,1,6.37,6.76,1,1
2016,29,111,1,16.41,31.33,1,1
2016,29,113,1,33.87,22.23,1,1
2016,29,115,1,5.24,5.39,1,1
2016,29,117,1,13.84,2.32,1,1
2016,29,119,1,23.64,43.03,1,1
2016,29,121,1,2.92,5.46,1,1
2016,29,123,1,3.03,0,1,1
2016,29,125,1,6.16,7.23,1,1
2016,29,127,1,19.7,2.3,1,1
2016,29,129,1,7,4.93,1,1
2016,29,131,1,7.09,9.11,1,1
2016,29,133,1,0,0,1,1
2016,29,133,3,0,0,1,1
2016,29,135,1,27.39,23.14,1,1
2016,29,137,1,5.37,8.34,1,1
2016,29,139,1,5.6,2.97,1,1
2016,29,141,1,0.71,0,1,1
2016,29,143,1,0,0,1,1
2016,29,143,2,1,0,1,1
2016,29,145,1,12.16,11.75,1,1
2016,29,147,1,10.25,0,1,1
2016,29,149,1,0,0,1,1
2016,29,151,1,22.51,34.71,1,1
2016,29,153,1,0,0,1,1
2016,29,155,1,0,0,1,1
2016,29,155,2,1,0,1,1
2016,29,155,3,1,0,1,1
2016,29,157,1,29.13,44.82,1,1
2016,29,159,1,12.51,11.19,1,1
2016,29,161,1,14.93,9.22,1,1
2016,29,163,1,9.81,0,1,1
2016,29,165,1,52.32,39.63,1,1
2016,29,165,2,64.92,46.28,1,1
2016,29,165,3,52,30,1,1
2016,29,167,1,10.25,4.71,1,1
2016,29,169,1,17.44,25.32,1,1
2016,29,169,2,24.55,6.89,1,1
2016,29,169,3,24,53,1,1
2016,29,171,1,3.58,0,1,1
2016,29,173,1,9.75,21.84,1,1
2016,29,175,1,10.38,9.65,1,1
2016,29,177,1,38.02,15.03,1,1
2016,29,179,1,2,4.24,1,1
2016,29,181,1,1.37,6.05,1,1
2016,29,183,1,50.63,45.66,1,1
2016,29,183,2,63.14,53.4,1,1
2016,29,185,1,1.35,2.72,1,1
2016,29,186,1,18.63,18.51,1,1
2016,29,187,1,12.95,7.48,1,1
2016,29,189,1,57.62,57.22,1,1
2016,29,189,2,64.57,63.44,1,1
2016,29,189,3,57.97,56.53,1,1
2016,29,195,1,9.1,8.45,1,1
2016,29,197,1,3,0,1,1
2016,29,199,1,7.39,7.21,1,1
2016,29,201,1,6.66,9.98,1,1
2016,29,201,2,14,0,1,1
2016,29,201,3,11,0,1,1
2016,29,203,1,0,0,1,1
2016,29,205,1,4.84,3.57,1,1
2016,29,207,1,5.3,2.84,1,1
2016,29,209,1,6,19.71,1,1
2016,29,211,1,8.52,12.29,1,1
2016,29,213,1,11.6,23.05,1,1
2016,29,213,2,15,25,1,1
2016,29,215,1,2,3.74,1,1
2016,29,217,1,8.87,8.5,1,1
2016,29,219,1,34.61,24.42,1,1
2016,29,221,1,3.39,19.56,1,1
2016,29,223,1,1.17,6.89,1,1
2016,29,225,1,10.53,11.3,1,1
2016,29,227,1,9,0,1,1
2016,29,229,1,0,0,1,1
2016,29,510,1,74.16,78.02,1,1
2016,29,510,2,80.21,82.45,1,1
2016,29,510,3,77.45,83.65,1,1
2016,30,001,1,5.88,4.78,1,1
2016,30,003,0,11.55,30.65,1,1
2016,30,003,2,11.1,6.21,1,1
2016,30,005,0,4.01,14.01,1,1
2016,30,005,1,2.67,0,1,1
2016,30,007,1,26.34,33.34,1,1
2016,30,009,1,30.17,27.91,1,1
2016,30,011,1,15,22,1,1
2016,30,013,1,31.72,54.94,1,1
2016,30,013,2,12,0,1,1
2016,30,015,1,3,0,1,1
2016,30,015,2,3,0,1,1
2016,30,017,1,32.4,8.5,1,1
2016,30,019,1,27,14,1,1
2016,30,021,1,39.74,8.53,1,1
2016,30,023,1,6.88,7.04,1,1
2016,30,025,1,19,12,1,1
2016,30,027,1,11.91,5.21,1,1
2016,30,029,1,26.16,23.3,1,1
2016,30,031,1,55.57,66.9,1,1
