year,state,county,rate_injury_death,rate_injury_death_lb,rate_injury_death_ub,rate_injury_death_quality
2014,05,021,84.4,65.3,107.4,1
2014,05,023,100,82.7,117.3,1
2014,05,025,81.3,56.7,113.1,1
2014,05,027,92.2,75.1,109.2,1
2014,05,029,106.4,86.8,126.1,1
2014,05,031,66.4,59.2,73.6,1
2014,05,033,76.3,66.6,86.1,1
2014,05,035,68.6,58.3,78.8,1
2014,05,037,86.3,68,108,1
2014,05,039,75.3,50.8,107.4,1
2014,05,041,87.2,65.7,113.5,1
2014,05,043,66.6,51,85.3,1
2014,05,045,62.2,55.8,68.5,1
2014,05,047,106.6,86.3,130.2,1
2014,05,049,83.2,62,109.4,1
2014,05,051,120.1,110.4,129.9,1
2014,05,053,88.9,70.5,110.6,1
2014,05,055,88.5,75.9,101,1
2014,05,057,87.2,70.8,106.3,1
2014,05,059,93.9,79.2,108.7,1
2014,05,061,75.9,56.7,99.6,1
2014,05,063,80.8,67.8,93.7,1
2014,05,065,97.9,75.7,124.5,1
2014,05,067,102.7,82.7,126.1,1
2014,05,069,80.2,71.2,89.3,1
2014,05,071,73.6,59.6,90,1
2014,05,073,127.1,93.4,169.1,1
2014,05,075,86.5,67.9,108.6,1
2014,05,077,88.5,64.6,118.4,1
2014,05,079,55.5,39.5,75.9,1
2014,05,081,74.6,55,98.9,1
2014,05,083,98.5,80,117,1
2014,05,085,74.9,65.8,84,1
2014,05,087,86.5,67.2,109.7,1
2014,05,089,99.3,79,123.2,1
2014,05,091,67.1,56.2,77.9,1
2014,05,093,84.1,72.2,96.1,1
2014,05,095,106.8,77,144.4,1
2014,05,097,96.6,70.5,129.3,1
2014,05,099,96.7,70,130.3,1
2014,05,101,73.8,49.8,105.4,1
2014,05,103,84.1,68.2,100,1
2014,05,105,88.8,65,118.5,1
2014,05,107,103.5,84,123.1,1
2014,05,109,76.8,55.6,103.4,1
2014,05,111,89.5,72.7,106.3,1
2014,05,113,89.9,72.4,110.2,1
2014,05,115,70.4,61.1,79.7,1
2014,05,117,98.9,71.3,133.7,1
2014,05,119,76.8,72.9,80.7,1
2014,05,121,87.5,69.1,109.2,1
2014,05,123,76.7,62.1,91.3,1
2014,05,125,59.4,53,65.8,1
2014,05,127,92.5,68.8,121.6,1
2014,05,129,99.5,71.1,135.5,1
2014,05,131,58.2,52.2,64.1,1
2014,05,133,66,50,85.6,1
2014,05,135,85.2,66.8,107.2,1
2014,05,137,92.5,70.2,119.5,1
2014,05,139,85.9,73.2,98.6,1
2014,05,141,102.1,81.8,126,1
2014,05,143,49.4,45.1,53.6,1
2014,05,145,75.5,66.9,84.1,1
2014,05,147,84.3,56.9,120.4,1
2014,05,149,89.1,72.3,108.6,1
2014,06,001,41.7,40.3,43.1,1
2014,06,003,NA,NA,NA,NA
2014,06,005,97.1,83,111.3,1
2014,06,007,94.2,88.5,99.9,1
2014,06,009,91.3,78.8,103.8,1
2014,06,011,66.3,51.7,83.6,1
2014,06,013,45,43.2,46.7,1
2014,06,015,108.1,90.9,125.3,1
2014,06,017,70.3,64.9,75.8,1
2014,06,019,53.7,51.6,55.7,1
2014,06,021,73.5,59.3,87.7,1
2014,06,023,106.5,98.7,114.2,1
2014,06,025,45.7,41.2,50.1,1
2014,06,027,85.5,67.7,106.6,1
2014,06,029,63.5,61.1,65.9,1
2014,06,031,47.9,43,52.9,1
2014,06,033,138.9,126,151.8,1
2014,06,035,96,81.1,110.9,1
2014,06,037,35.9,35.4,36.5,1
2014,06,039,62.8,57.2,68.4,1
2014,06,041,52.4,48.4,56.4,1
2014,06,043,101.4,81.6,124.4,1
2014,06,045,89.1,80.2,97.9,1
2014,06,047,61,56.8,65.3,1
2014,06,049,130.6,99.9,167.8,1
2014,06,051,40.9,27.4,58.7,1
2014,06,053,49.9,46.9,52.9,1
2014,06,055,49.3,44.1,54.5,1
2014,06,057,79.3,71.5,87.2,1
2014,06,059,36.2,35.2,37.1,1
2014,06,061,49.7,46.4,52.9,1
2014,06,063,114.9,93.5,136.2,1
2014,06,065,47.5,46.2,48.8,1
2014,06,067,56.4,54.7,58.1,1
2014,06,069,47.2,39.2,55.2,1
2014,06,071,42,40.8,43.3,1
2014,06,073,48.4,47.3,49.5,1
2014,06,075,52.3,50,54.5,1
2014,06,077,61.1,58.5,63.7,1
2014,06,079,58.6,54.6,62.7,1
2014,06,081,35.5,33.6,37.4,1
2014,06,083,42.5,39.8,45.3,1
2014,06,085,36.8,35.5,38,1
2014,06,087,57.4,53.3,61.5,1
2014,06,089,96.5,90,102.9,1
2014,06,091,NA,NA,NA,NA
2014,06,093,103.2,89.8,116.6,1
2014,06,095,56.2,53,59.4,1
2014,06,097,48.8,46.1,51.6,1
2014,06,099,55.9,53,58.7,1
2014,06,101,64.1,56.9,71.3,1
2014,06,103,83.1,73,93.1,1
2014,06,105,131.6,105.6,161.9,1
2014,06,107,50.7,47.7,53.6,1
2014,06,109,89.7,78.4,101,1
2014,06,111,45.2,43.2,47.3,1
2014,06,113,44.5,40.4,48.6,1
2014,06,115,77.3,68.2,86.3,1
2014,08,001,66,62.7,69.3,1
2014,08,003,107.9,86.3,133.2,1
2014,08,005,60.1,57.3,62.9,1
2014,08,007,75.9,55.6,101.2,1
2014,08,009,128.6,82.4,191.4,2
2014,08,011,67,40.9,103.5,2
2014,08,013,65.3,61.2,69.3,1
2014,08,014,50.8,42.7,59,1
2014,08,015,70.5,54.3,90,1
2014,08,017,NA,NA,NA,NA
2014,08,019,77.2,53.8,107.3,1
2014,08,021,106.4,77.3,142.8,1
2014,08,023,139.9,90.6,206.6,2
2014,08,025,NA,NA,NA,NA
2014,08,027,NA,NA,NA,NA
2014,08,029,94,78.6,109.4,1
2014,08,031,78.1,75,81.1,1
2014,08,033,NA,NA,NA,NA
2014,08,035,41.3,38,44.6,1
2014,08,037,44.4,36.3,52.5,1
2014,08,039,64.6,50.9,80.9,1
2014,08,041,72.6,69.7,75.6,1
2014,08,043,96.6,84,109.2,1
2014,08,045,71.7,61.9,81.6,1
2014,08,047,NA,NA,NA,NA
2014,08,049,59.4,43,80,1
2014,08,051,56.8,41.3,76.3,1
2014,08,053,NA,NA,NA,NA
2014,08,055,149.4,110.5,197.5,1
2014,08,057,NA,NA,NA,NA
2014,08,059,71.5,68.3,74.7,1
2014,08,061,NA,NA,NA,NA
2014,08,063,105.9,76.6,142.6,1
2014,08,065,98,68.6,135.7,1
2014,08,067,75.3,64.8,85.8,1
2014,08,069,61.2,57.3,65.1,1
2014,08,071,139.2,112.3,166.1,1
2014,08,073,95.2,62.2,139.5,1
2014,08,075,76.2,60.9,94,1
2014,08,077,87.1,80.3,93.8,1
2014,08,079,NA,NA,NA,NA
2014,08,081,90.3,68.9,116.2,1
2014,08,083,118.9,100,137.8,1
2014,08,085,99.7,86,113.4,1
2014,08,087,79.1,64.5,93.8,1
2014,08,089,89.8,71.6,111.1,1
2014,08,091,102.2,64.8,153.3,2
2014,08,093,85.4,66.5,108.1,1
2014,08,095,95.8,59.3,146.4,2
2014,08,097,62.4,46.9,81.4,1
2014,08,099,80.9,60,106.6,1
2014,08,101,92.4,85.8,99.1,1
2014,08,103,103.5,72.1,143.9,1
2014,08,105,109.6,84.6,139.7,1
2014,08,107,72.4,57.8,89.5,1
2014,08,109,99.9,67.8,141.7,1
2014,08,111,NA,NA,NA,NA
2014,08,113,71.2,46.9,103.5,1
2014,08,115,NA,NA,NA,NA
2014,08,117,47.9,37.2,60.7,1
2014,08,119,78.8,63.5,96.6,1
2014,08,121,83.6,51,129.1,2
2014,08,123,62.4,58.1,66.6,1
2014,08,125,67.2,46.5,93.9,1
2014,09,001,45.2,43.3,47.2,1
2014,09,003,57.3,55.1,59.5,1
2014,09,005,63,57.9,68.1,1
2014,09,007,60.8,55.5,66.1,1
2014,09,009,58.9,56.6,61.2,1
2014,09,011,61.1,57,65.3,1
2014,09,013,47.4,42.5,52.3,1
2014,09,015,59.6,53.4,65.9,1
2014,10,001,64.2,58.8,69.7,1
2014,10,003,60.2,57.3,63.1,1
2014,10,005,68.4,63.4,73.5,1
2014,11,001,58.3,55.7,61,1
2014,12,001,58.7,54.4,62.9,1
2014,12,003,63.5,50.8,78.4,1
2014,12,005,79.5,73.5,85.4,1
2014,12,007,93.2,77,109.3,1
2014,12,009,84.8,81.3,88.2,1
2014,12,011,54.7,53.1,56.2,1
2014,12,013,69.6,51.8,91.5,1
2014,12,015,63.5,58,68.9,1
2014,12,017,114.4,106.5,122.3,1
2014,12,019,63.5,58.5,68.5,1
2014,12,021,73.9,69.7,78,1
2014,12,023,102,91.2,112.7,1
2014,12,027,59.8,48.3,71.3,1
2014,12,029,143.4,117.3,169.5,1
2014,12,031,75.1,72.6,77.7,1
2014,12,033,69.1,64.9,73.3,1
2014,12,035,69.7,62.3,77,1
2014,12,037,85.8,63.7,113.2,1
2014,12,039,70.8,60,81.7,1
2014,12,041,99.2,79.1,122.8,1
2014,12,043,82.3,61.8,107.4,1
2014,12,045,79.5,61.1,101.8,1
2014,12,047,86.8,66.7,111.1,1
2014,12,049,73.8,59.5,88.2,1
2014,12,051,73,60.9,85.1,1
2014,12,053,111.9,104.9,118.9,1
2014,12,055,87.5,79.2,95.8,1
2014,12,057,67.2,65.2,69.2,1
2014,12,059,89.9,72.2,110.7,1
2014,12,061,83.9,77.2,90.7,1
2014,12,063,75.7,64.8,86.6,1
2014,12,065,64,46.8,85.3,1
2014,12,067,72.2,49.4,102,1
2014,12,069,91.4,86.6,96.2,1
2014,12,071,77,74,80.1,1
2014,12,073,50.7,47,54.4,1
2014,12,075,119.4,104.2,134.5,1
2014,12,077,76.8,52.5,108.4,1
2014,12,079,78.3,61.5,98.3,1
2014,12,081,78.4,74.1,82.6,1
2014,12,083,108.5,103.5,113.5,1
2014,12,085,76.4,70.1,82.7,1
2014,12,086,44.4,43.2,45.5,1
2014,12,087,97.3,87.3,107.2,1
2014,12,089,84.9,75.6,94.3,1
2014,12,091,61.4,56.4,66.4,1
2014,12,093,87.8,74.8,100.9,1
2014,12,095,52.2,50.4,54.1,1
2014,12,097,50.6,46.9,54.3,1
2014,12,099,67,65,68.9,1
2014,12,101,91.1,87.2,94.9,1
2014,12,103,91.2,88.4,93.9,1
2014,12,105,67.6,64.7,70.5,1
2014,12,107,96.6,86.6,106.7,1
2014,12,109,62.2,57.4,67.1,1
2014,12,111,68.7,64.4,73,1
2014,12,113,64.8,59.2,70.4,1
2014,12,115,77.7,73.7,81.6,1
2014,12,117,52.5,49.5,55.6,1
2014,12,119,89.7,81.5,97.8,1
2014,12,121,98.6,85.4,111.9,1
2014,12,123,72.3,57.5,89.7,1
2014,12,125,95.5,74.8,120,1
2014,12,127,84.1,80.5,87.7,1
2014,12,129,73.5,60,87,1
2014,12,131,73.2,63.3,83,1
2014,12,133,89.7,73,106.3,1
2014,13,001,80.4,63.2,101,1
2014,13,003,105.8,76.9,142,1
2014,13,005,89.3,66.3,117.7,1
2014,13,007,NA,NA,NA,NA
2014,13,009,48.6,39.5,57.6,1
2014,13,011,84,66.3,105,1
2014,13,013,63.8,55.5,72.1,1
2014,13,015,72.6,65.1,80,1
2014,13,017,66,50.1,85.4,1
2014,13,019,65,49.8,83.3,1
2014,13,021,69.5,63.6,75.4,1
2014,13,023,71,51.9,94.6,1
2014,13,025,78.2,61.2,98.5,1
2014,13,027,63.7,47.3,84,1
2014,13,029,52.2,41.6,64.6,1
2014,13,031,53.5,45.9,61,1
2014,13,033,90,72.7,107.3,1
2014,13,035,87.7,70.8,104.7,1
2014,13,037,NA,NA,NA,NA
2014,13,039,60.2,50.7,69.7,1
2014,13,043,59.8,41.1,83.9,1
2014,13,045,74,66.8,81.1,1
2014,13,047,61.6,53.1,70.2,1
2014,13,049,64.6,46.5,87.3,1
2014,13,051,65,60.8,69.3,1
2014,13,053,36.2,22.7,54.8,2
2014,13,055,94.1,77.2,110.9,1
2014,13,057,48.5,44.4,52.6,1
2014,13,059,40.2,35.1,45.3,1
2014,13,061,NA,NA,NA,NA
2014,13,063,45,41.4,48.6,1
2014,13,065,67.8,43,101.7,2
2014,13,067,47.9,45.6,50.1,1
2014,13,069,70.9,59.6,82.2,1
2014,13,071,88,75.8,100.1,1
2014,13,073,49.4,44,54.7,1
2014,13,075,62,46.4,81,1
2014,13,077,50.1,44.7,55.5,1
2014,13,079,68.6,49.6,92.4,1
2014,13,081,62.4,48.9,78.4,1
2014,13,083,95.7,75.7,119.2,1
2014,13,085,86.8,70.5,105.8,1
2014,13,087,79.2,64.3,94.1,1
2014,13,089,46.5,44.3,48.8,1
2014,13,091,64.4,50.1,81.4,1
2014,13,093,55.3,39.5,75.3,1
2014,13,095,51.1,44.7,57.6,1
2014,13,097,52.2,46.7,57.6,1
2014,13,099,84.2,61.5,112.7,1
2014,13,101,NA,NA,NA,NA
2014,13,103,62.7,53.2,72.1,1
2014,13,105,92.1,74.2,113.1,1
2014,13,107,92.4,74.7,110,1
2014,13,109,67.9,47.8,93.6,1
2014,13,111,96.3,78.6,114,1
2014,13,113,45.6,39.9,51.3,1
2014,13,115,74.1,66.4,81.8,1
2014,13,117,42.5,38.4,46.7,1
2014,13,119,97.2,78.8,115.6,1
2014,13,121,55.7,53.6,57.8,1
2014,13,123,68.9,55.9,84,1
2014,13,125,NA,NA,NA,NA
2014,13,127,66.7,58.8,74.7,1
2014,13,129,65,55.5,74.5,1
2014,13,131,73.6,59.4,90.2,1
2014,13,133,72.9,55.5,94,1
2014,13,135,36.1,34.3,37.9,1
2014,13,137,65.5,54.7,76.2,1
2014,13,139,61.4,56.4,66.4,1
2014,13,141,59.7,39.4,86.9,1
2014,13,143,109.8,92.6,127,1
2014,13,145,54.8,44,67.4,1
2014,13,147,70.9,57,87.2,1
2014,13,149,83.9,62.1,111,1
2014,13,151,53.2,48.8,57.6,1
2014,13,153,50.9,45.7,56.1,1
2014,13,155,67.6,46.2,95.4,1
2014,13,157,70.1,60.7,79.5,1
2014,13,159,70.1,51.7,93,1
2014,13,161,87.7,67.8,111.6,1
2014,13,163,87.1,68.2,109.7,1
2014,13,165,83.9,59.1,115.7,1
2014,13,167,73,51.1,101.1,1
2014,13,169,58,46.2,71.9,1
2014,13,171,74.9,58.2,95,1
2014,13,173,38.7,23.6,59.8,2
2014,13,175,83.7,72.1,95.2,1
2014,13,177,53.5,42.2,66.9,1
2014,13,179,56.8,48.6,65.1,1
2014,13,181,100.1,71.2,136.8,1
2014,13,183,42.8,29.7,59.8,1
2014,13,185,54.4,48.3,60.5,1
2014,13,187,67.5,54.4,80.5,1
2014,13,189,83.2,66.9,102.3,1
2014,13,191,62.4,45.3,83.7,1
2014,13,193,56.2,40.1,76.5,1
2014,13,195,86.9,71.5,102.4,1
2014,13,197,68.8,46.4,98.1,1
2014,13,199,78.3,62.4,96.9,1
2014,13,201,89.6,59.1,130.4,1
2014,13,205,57.8,44.8,73.4,1
2014,13,207,76.3,61.5,91.1,1
2014,13,209,66.5,44.9,94.9,1
2014,13,211,72.7,56.1,92.6,1
2014,13,213,89.2,76,102.4,1
2014,13,215,61.8,56.9,66.7,1
2014,13,217,58.8,52.1,65.5,1
2014,13,219,47.4,37.6,58.9,1
2014,13,221,61.3,44.7,82,1
2014,13,223,53.8,48.5,59.1,1
2014,13,225,75.1,60.6,89.7,1
2014,13,227,74.5,60.6,88.4,1
2014,13,229,82.7,65.4,103.2,1
2014,13,231,64,48.5,83,1
2014,13,233,86.3,73.6,99,1
2014,13,235,56.4,38.8,79.2,1
2014,13,237,72.4,57.2,90.5,1
2014,13,239,NA,NA,NA,NA
2014,13,241,88.5,69.3,111.5,1
2014,13,243,86.2,59,121.7,1
2014,13,245,72.8,67.6,78.1,1
2014,13,247,58.4,51.2,65.6,1
2014,13,249,NA,NA,NA,NA
2014,13,251,81.1,61.6,104.9,1
2014,13,253,108.8,80.3,144.3,1
2014,13,255,70,60.9,79.2,1
2014,13,257,103.7,86.2,121.3,1
2014,13,259,87.8,57.3,128.6,1
2014,13,261,47.7,37.5,59.6,1
2014,13,263,97,66.4,137,1
2014,13,265,NA,NA,NA,NA
2014,13,267,76.2,61.8,92.9,1
2014,13,269,74.9,51.2,105.7,1
2014,13,271,57.3,42.1,76.2,1
2014,13,273,58.9,38.8,85.7,1
2014,13,275,62.1,51.7,72.4,1
2014,13,277,64.8,53.8,75.9,1
2014,13,279,76.2,61.5,90.8,1
2014,13,281,114.1,87.3,146.6,1
2014,13,283,61.8,38.3,94.5,2
2014,13,285,69.6,60.8,78.5,1
2014,13,287,72.9,49.6,103.5,1
2014,13,289,69.7,47,99.5,1
2014,13,291,87.4,70.7,107,1
2014,13,293,71.1,57.5,86.9,1
2014,13,295,66.4,57.7,75,1
2014,13,297,66.2,58.4,73.9,1
2014,13,299,82.9,69.6,96.2,1
2014,13,301,81.5,51.7,122.3,2
2014,13,303,50.7,38,66.3,1
2014,13,305,83.6,69,98.2,1
2014,13,307,NA,NA,NA,NA
2014,13,309,56.2,35.2,85.1,2
2014,13,311,74.1,59.7,88.4,1
2014,13,313,53.5,47.2,59.8,1
2014,13,315,88.1,62.9,119.9,1
2014,13,317,86.6,62.9,116.2,1
2014,13,319,71.8,49.7,100.4,1
2014,13,321,46.5,34.5,61.3,1
2014,15,001,63,57.9,68.1,1
2014,15,003,48.7,46.7,50.7,1
2014,15,005,NA,NA,NA,NA
2014,15,007,52.4,44.8,60.1,1
2014,15,009,64.6,59,70.2,1
2014,16,001,52.7,49.5,55.8,1
2014,16,003,NA,NA,NA,NA
2014,16,005,89,79.9,98,1
2014,16,007,107.4,73.5,151.6,1
2014,16,009,104.9,77.3,139,1
2014,16,011,75.1,63.9,86.4,1
2014,16,013,70.4,55.4,88.2,1
2014,16,015,89.8,61,127.5,1
2014,16,017,69.5,58,80.9,1
2014,16,019,73.4,66.1,80.7,1
2014,16,021,95.6,71.4,125.3,1
2014,16,023,NA,NA,NA,NA
2014,16,025,NA,NA,NA,NA
2014,16,027,54.4,49.8,59,1
2014,16,029,87.6,59.1,125.1,1
2014,16,031,98.1,80.1,116.1,1
2014,16,033,NA,NA,NA,NA
2014,16,035,99.6,72,134.1,1
2014,16,037,116.7,75.5,172.3,1
2014,16,039,66,52.8,81.4,1
2014,16,041,85.5,64.4,111.3,1
2014,16,043,69.1,50.4,92.5,1
2014,16,045,69.4,52.7,89.7,1
2014,16,047,81.2,62.2,104.1,1
2014,16,049,105.7,84.6,130.6,1
2014,16,051,58.6,46.3,73.2,1
2014,16,053,75.3,60.1,93.1,1
2014,16,055,66.3,60.3,72.3,1
2014,16,057,63.8,52.4,75.2,1
2014,16,059,122.8,90.5,162.8,1
2014,16,061,NA,NA,NA,NA
2014,16,063,76,46.4,117.4,2
2014,16,065,29.2,22,38,1
2014,16,067,79.3,62.9,98.7,1
2014,16,069,107.9,93.5,122.4,1
2014,16,071,108.6,68.9,163,2
2014,16,073,64.7,45.5,89.1,1
2014,16,075,58.2,45,74.1,1
2014,16,077,64.6,41.8,95.4,1
2014,16,079,145.5,117.3,178.5,1
2014,16,081,70.6,49.4,97.7,1
2014,16,083,84.1,75.1,93.2,1
2014,16,085,78.4,55.5,107.6,1
2014,16,087,99,73.5,130.5,1
2014,17,001,66.8,58,75.5,1
2014,17,003,71.5,47.5,103.4,1
2014,17,005,77.4,60.1,98.1,1
2014,17,007,48.5,40.2,56.8,1
2014,17,009,NA,NA,NA,NA
2014,17,011,75.7,62.7,88.7,1
2014,17,013,NA,NA,NA,NA
2014,17,015,90.4,70.2,114.7,1
2014,17,017,76.1,56.6,100,1
2014,17,019,46.6,42.4,50.8,1
2014,17,021,75.4,62.4,88.3,1
2014,17,023,90,70.6,113.2,1
2014,17,025,92.1,70.8,117.9,1
2014,17,027,50.1,40.6,61.3,1
2014,17,029,56.6,47.6,65.6,1
2014,17,031,46.7,45.9,47.6,1
2014,17,033,75.4,59.2,94.6,1
2014,17,035,71.1,50.5,97.1,1
2014,17,037,35.1,30,40.1,1
2014,17,039,60.8,45.1,80.1,1
2014,17,041,57.3,43.4,74.3,1
2014,17,043,34,32.3,35.7,1
2014,17,045,75.9,59,96,1
2014,17,047,108.1,75.7,149.6,1
2014,17,049,77,63.8,90.1,1
2014,17,051,86.2,69.7,105.4,1
2014,17,053,74.7,55.8,98,1
2014,17,055,100.4,86.4,114.4,1
2014,17,057,69.4,57.3,81.5,1
2014,17,059,106.4,71.3,152.8,1
2014,17,061,83.4,63.2,108.1,1
2014,17,063,64.9,54.9,74.9,1
2014,17,065,66.8,44.4,96.5,1
2014,17,067,58.4,44,76,1
2014,17,069,122.8,80.2,180,1
2014,17,071,56.4,34.4,87.1,2
2014,17,073,61.1,51.4,70.8,1
2014,17,075,83.4,68.6,98.2,1
2014,17,077,52.6,44.4,60.8,1
2014,17,079,58,38.6,83.9,1
2014,17,081,75.5,63.2,87.7,1
2014,17,083,65,51,81.6,1
2014,17,085,63.9,50,80.5,1
2014,17,087,61.6,43.8,84.3,1
2014,17,089,35.1,32.8,37.4,1
2014,17,091,61,54.6,67.5,1
2014,17,093,29.1,24.8,33.5,1
2014,17,095,70.2,60,80.3,1
2014,17,097,38.5,36.5,40.6,1
2014,17,099,73.8,66.7,80.9,1
2014,17,101,86.5,67.7,108.9,1
2014,17,103,65.9,53.9,77.8,1
2014,17,105,73.2,61.1,85.3,1
2014,17,107,57.3,45.8,70.7,1
2014,17,109,58,46.9,71,1
2014,17,111,45,41.6,48.3,1
2014,17,113,43.4,39,47.8,1
2014,17,115,53.7,47.6,59.8,1
2014,17,117,65.2,54.9,75.6,1
2014,17,119,83.7,78.8,88.6,1
2014,17,121,77.5,65.1,89.9,1
2014,17,123,63.2,45,86.5,1
2014,17,125,99.1,77.4,125,1
2014,17,127,95.9,75.2,120.6,1
2014,17,129,47.4,32,67.6,1
2014,17,131,60.4,44.7,79.8,1
2014,17,133,60.5,48.7,72.3,1
2014,17,135,77.4,63.3,91.5,1
2014,17,137,80.5,67.3,93.8,1
2014,17,139,65.9,48.8,87.2,1
2014,17,141,68.2,58.2,78.2,1
2014,17,143,64.8,59.7,70,1
2014,17,145,65.3,51.1,82.3,1
2014,17,147,66.4,50.1,86.5,1
2014,17,149,72.6,55.2,93.6,1
2014,17,151,NA,NA,NA,NA
2014,17,153,83.5,54.1,123.3,1
2014,17,155,84.8,54.9,125.2,2
2014,17,157,108.1,92.3,124,1
2014,17,159,66.8,50.2,87.1,1
2014,17,161,55.3,49.9,60.7,1
2014,17,163,74.3,69.7,78.9,1
2014,17,165,94.9,77.7,112,1
2014,17,167,70.3,65.1,75.6,1
2014,17,169,77.8,52.1,111.8,1
2014,17,171,83.5,52.3,126.4,2
2014,17,173,61.3,47.6,77.7,1
2014,17,175,81.8,52.4,121.8,2
2014,17,177,68.8,58.2,79.4,1
