year,state,place,subgroup_type,subgroup,share_in_preschool,share_in_preschool_lb,share_in_preschool_ub,share_in_preschool_quality
2014,06,04982,income,"Less than $50,000",0.4013479412908159,0.26715662572318577,0.53553925685844606,2
2014,06,06000,all,All,0.7357237715803453,0.6150160753211832,0.8564314678395074,1
2014,06,06000,income,"$50,000 or More",0.745268138801262,0.6051774578860143,0.8853588197165096,1
2014,06,06000,income,"Less than $50,000",NA,NA,NA,NA
2014,06,08786,all,All,0.549428448604636,0.4580994603105975,0.6407574368986746,3
2014,06,08786,income,"$50,000 or More",0.5677622294466406,0.4479866948539183,0.6875377640393628,3
2014,06,08786,income,"Less than $50,000",NA,NA,NA,NA
2014,06,08954,all,All,0.5382231404958677,0.38916798650142626,0.6872782944903092,1
2014,06,08954,income,"$50,000 or More",0.5790147152911068,0.4121903877317121,0.7458390428505015,1
2014,06,08954,income,"Less than $50,000",NA,NA,NA,NA
2014,06,11194,all,All,0.671634461544872,0.5398623716107991,0.803406551478945,1
2014,06,11194,income,"$50,000 or More",0.6835472365170073,0.5292200985431224,0.8378743744908923,1
2014,06,11194,income,"Less than $50,000",NA,NA,NA,NA
2014,06,11530,all,All,0.5315454240413945,0.3822870250104222,0.6808038230723668,1
2014,06,11530,income,"$50,000 or More",0.5021437442479625,0.3244101288742136,0.6798773596217114,1
2014,06,11530,income,"Less than $50,000",NA,NA,NA,NA
2014,06,13014,all,All,0.5363636363636364,0.4287870797462062,0.6439401929810665,1
2014,06,13014,income,"$50,000 or More",0.5667870036101084,0.38458984774745303,0.7489841594727638,1
2014,06,13014,income,"Less than $50,000",NA,NA,NA,NA
2014,06,13210,all,All,0.4800999374347823,0.3727446758416011,0.5874551990279635,2
2014,06,13210,income,"$50,000 or More",0.5297984909632786,0.39717129649211413,0.662425685434443,2
2014,06,13210,income,"Less than $50,000",NA,NA,NA,NA
2014,06,13214,all,All,0.49205801104972374,0.3774685765076482,0.6066474455917993,2
2014,06,13214,income,"$50,000 or More",0.5424528301886792,0.4018031008734193,0.683102559503939,2
2014,06,13214,income,"Less than $50,000",NA,NA,NA,NA
2014,06,13392,all,All,0.4013114999149108,0.31712437035295205,0.4854986294768696,1
2014,06,13392,income,"$50,000 or More",0.40701361799972213,0.2912192113408185,0.5228080246586257,1
2014,06,13392,income,"Less than $50,000",0.3936481376388674,0.26610026035901546,0.5211960149187194,1
2014,06,13588,all,All,0.40374801591132736,0.33325777677117435,0.4742382550514804,1
2014,06,13588,income,"$50,000 or More",0.45696453430017614,0.362612358793355,0.5513167098069972,1
2014,06,13588,income,"Less than $50,000",0.35255318682274905,0.2507311493754423,0.45437522427005583,1
2014,06,14218,all,All,0.4552861736310896,0.31156502223886107,0.5990073250233182,1
2014,06,14218,income,"$50,000 or More",0.5347803726500013,0.3751337814884447,0.694426963811558,1
2014,06,14218,income,"Less than $50,000",NA,NA,NA,NA
2014,06,15044,all,All,0.3299122861749863,0.24801932013436384,0.4118052522156088,2
2014,06,15044,income,"$50,000 or More",0.3016097843379153,0.18385081844594303,0.4193687502298875,2
2014,06,15044,income,"Less than $50,000",0.35833862248049664,0.231963318702864,0.48471392625812926,2
2014,06,16000,all,All,0.5461438909970698,0.4774185083835163,0.6148692736106234,3
2014,06,16000,income,"$50,000 or More",0.6060625859655933,0.5224044243462822,0.6897207475849043,3
2014,06,16000,income,"Less than $50,000",NA,NA,NA,NA
2014,06,16350,all,All,0.3493446546130646,0.26841628303503173,0.4302730261910974,2
2014,06,16350,income,"$50,000 or More",0.4010445186208671,0.3121933862466434,0.4898956509950908,2
2014,06,16350,income,"Less than $50,000",0.2554844440686234,0.11339066475353474,0.39757822338371207,2
2014,06,16532,all,All,0.5687303800080289,0.4554949529301855,0.6819658070858723,2
2014,06,16532,income,"$50,000 or More",0.6656007337713274,0.5160989497493227,0.8151025177933322,2
2014,06,16532,income,"Less than $50,000",NA,NA,NA,NA
2014,06,17918,all,All,0.5325564220201848,0.4554232878794715,0.6096895561608981,2
2014,06,17918,income,"$50,000 or More",0.579215749409401,0.4800740730239168,0.6783574257948852,2
2014,06,17918,income,"Less than $50,000",0.4451364941562218,0.32034344942328485,0.5699295388891588,2
2014,06,19766,all,All,0.5550152019429702,0.3995716132584253,0.710458790627515,1
2014,06,19766,income,"$50,000 or More",0.619552943647364,0.4447121736676355,0.7943937136270925,1
2014,06,19766,income,"Less than $50,000",NA,NA,NA,NA
2014,06,21712,all,All,0.4395241913266899,0.33890819284217294,0.5401401898112068,2
2014,06,21712,income,"$50,000 or More",0.4538515972260536,0.32880770623698286,0.5788954882151243,2
2014,06,21712,income,"Less than $50,000",NA,NA,NA,NA
2014,06,22020,all,All,0.4533175782304569,0.3356588288501577,0.570976327610756,1
2014,06,22020,income,"$50,000 or More",0.5016659999598864,0.3770179465959432,0.6263140533238295,1
2014,06,22020,income,"Less than $50,000",NA,NA,NA,NA
2014,06,22230,all,All,0.3097766598002002,0.2139517319387396,0.4056015876616608,1
2014,06,22230,income,"$50,000 or More",NA,NA,NA,NA
2014,06,22230,income,"Less than $50,000",0.24790137583066008,0.13872146379497874,0.3570812878663414,1
2014,06,22804,all,All,0.3771685219659959,0.26381921588780666,0.4905178280441851,1
2014,06,22804,income,"$50,000 or More",0.43397885697891625,0.29541280532842323,0.5725449086294092,1
2014,06,22804,income,"Less than $50,000",0.3063230274704789,0.14467931032866851,0.46796674461228926,1
2014,06,23182,all,All,0.45462080397845,0.33022106661280637,0.5790205413440936,1
2014,06,23182,income,"$50,000 or More",0.45923566878980887,0.31086194948654183,0.607609388093076,1
2014,06,23182,income,"Less than $50,000",0.4460260972716489,0.23042195843990107,0.6616302361033967,1
2014,06,24638,all,All,0.5213963963963963,0.37959832127435894,0.6631944715184337,2
2014,06,24638,income,"$50,000 or More",0.5627425614489003,0.4052277756961757,0.7202573472016249,2
2014,06,24638,income,"Less than $50,000",NA,NA,NA,NA
2014,06,24680,all,All,0.32206637257230974,0.22807154409498476,0.41606120104963473,1
2014,06,24680,income,"$50,000 or More",0.349416312613057,0.22605034815327768,0.4727822770728363,1
2014,06,24680,income,"Less than $50,000",0.2941810639429126,0.16420569539940358,0.42415643248642165,1
2014,06,26000,all,All,0.5059455774582721,0.4273989815665461,0.584492173349998,2
2014,06,26000,income,"$50,000 or More",0.5480397543689329,0.4642059262287429,0.631873582509123,2
2014,06,26000,income,"Less than $50,000",0.3193445727681433,0.14278655067082946,0.4959025948654572,2
2014,06,27000,all,All,0.321425903929503,0.2748146961995477,0.3680371116594583,3
2014,06,27000,income,"$50,000 or More",0.40417615476146235,0.32502497481011355,0.48332733471281114,3
2014,06,27000,income,"Less than $50,000",0.27373317224236987,0.2115450635083837,0.33592128097635604,3
2014,06,28000,all,All,0.518923942962481,0.38899109883842686,0.6488567870865352,3
2014,06,28000,income,"$50,000 or More",0.5497782255071781,0.39231484578149567,0.7072416052328606,3
2014,06,28000,income,"Less than $50,000",NA,NA,NA,NA
2014,06,29000,all,All,0.4049180068712128,0.32764430060987365,0.4821917131325519,3
2014,06,29000,income,"$50,000 or More",0.4317510714077563,0.32612870067455785,0.5373734421409548,3
2014,06,29000,income,"Less than $50,000",0.36650760766167023,0.23786874505609407,0.4951464702672464,3
2014,06,30000,all,All,0.6032730584128864,0.47342875853301103,0.7331173582927617,2
2014,06,30000,income,"$50,000 or More",0.6239328457205008,0.4612643516071451,0.7866013398338565,2
2014,06,30000,income,"Less than $50,000",0.573353173935995,0.3644846109248055,0.7822217369471846,2
2014,06,32548,all,All,0.4144096893146159,0.30206400091896024,0.5267553777102716,2
2014,06,32548,income,"$50,000 or More",NA,NA,NA,NA
2014,06,32548,income,"Less than $50,000",NA,NA,NA,NA
2014,06,33000,all,All,0.5058963456556005,0.3983002428634996,0.6134924484477013,1
2014,06,33000,income,"$50,000 or More",0.4682327176975522,0.3389000011669695,0.5975654342281349,1
2014,06,33000,income,"Less than $50,000",0.5923151747749061,0.4154501279748991,0.7691802215749132,1
2014,06,33182,all,All,0.2947482225541919,0.20609699065957016,0.3833994544488137,2
2014,06,33182,income,"$50,000 or More",NA,NA,NA,NA
2014,06,33182,income,"Less than $50,000",NA,NA,NA,NA
2014,06,33434,all,All,0.3601981085595558,0.24371935670793052,0.476676860411181,2
2014,06,33434,income,"$50,000 or More",NA,NA,NA,NA
2014,06,33434,income,"Less than $50,000",0.3792821656624083,0.21387533750671184,0.5446889938181049,2
2014,06,36000,all,All,0.6689147457958029,0.5546665232739786,0.7831629683176272,3
2014,06,36000,income,"$50,000 or More",0.6757672492513678,0.547034760603721,0.8044997378990145,3
2014,06,36000,income,"Less than $50,000",NA,NA,NA,NA
2014,06,36448,all,All,0.2216166066015425,0.14798942202445975,0.29524379117862526,2
2014,06,36448,income,"$50,000 or More",NA,NA,NA,NA
2014,06,36448,income,"Less than $50,000",0.1634072131602298,0.0795026424273468,0.2473117838931128,2
2014,06,36546,all,All,0.5392528273581251,0.40029683847419817,0.678208816242052,1
2014,06,36546,income,"$50,000 or More",0.4766183839223938,0.28239767321194276,0.6708390946328449,1
2014,06,36546,income,"Less than $50,000",0.5844968445495412,0.4165097789328265,0.7524839101662559,1
2014,06,36770,all,All,0.578295808086885,0.4726439061688133,0.6839477100049567,2
2014,06,36770,income,"$50,000 or More",0.5804541073816066,0.4571421139811416,0.7037661007820717,2
2014,06,36770,income,"Less than $50,000",NA,NA,NA,NA
2014,06,37692,all,All,0.3826943438400196,0.2905689612406031,0.4748197264394361,2
2014,06,37692,income,"$50,000 or More",0.3078040904491257,0.20614652489847968,0.40946165599977175,2
2014,06,37692,income,"Less than $50,000",0.5115117594018458,0.33896735441375436,0.6840561643899372,2
2014,06,39496,all,All,0.5040330528551937,0.41161345068006894,0.5964526550303185,3
2014,06,39496,income,"$50,000 or More",0.5184337043867264,0.4154746696591438,0.621392739114309,3
2014,06,39496,income,"Less than $50,000",NA,NA,NA,NA
2014,06,39892,all,All,0.4720545994760398,0.36931421332731384,0.5747949856247657,2
2014,06,39892,income,"$50,000 or More",0.5273044311194107,0.4064881158468121,0.6481207463920093,2
2014,06,39892,income,"Less than $50,000",NA,NA,NA,NA
2014,06,40130,all,All,0.3367126895216342,0.23721234287195855,0.4362130361713098,1
2014,06,40130,income,"$50,000 or More",0.3632814677070952,0.24341570293348383,0.4831472324807065,1
2014,06,40130,income,"Less than $50,000",0.30487592548008796,0.15152845035928883,0.45822340060088707,1
2014,06,41992,all,All,0.553769613471106,0.4592721321507841,0.6482670947914279,2
2014,06,41992,income,"$50,000 or More",0.5965065502183406,0.49082131183721,0.7021917885994713,2
2014,06,41992,income,"Less than $50,000",NA,NA,NA,NA
2014,06,43000,all,All,0.4999082489923246,0.43514972576116473,0.5646667722234845,2
2014,06,43000,income,"$50,000 or More",0.5471546523235743,0.4588423038153112,0.6354670008318374,2
2014,06,43000,income,"Less than $50,000",0.4421315606619733,0.3633099427014395,0.520953178622507,2
2014,06,44000,all,All,0.488146576123694,0.46408806885788045,0.5122050833895075,1
2014,06,44000,income,"$50,000 or More",0.5914211320479792,0.5615081776344188,0.6213340864615395,1
2014,06,44000,income,"Less than $50,000",0.4013982366796971,0.3716419941560508,0.4311544792033434,1
2014,06,45484,all,All,0.3597877313931259,0.25193458216492143,0.4676408806213304,3
2014,06,45484,income,"$50,000 or More",0.3313518838158535,0.2237728545832336,0.4389309130484734,3
2014,06,45484,income,"Less than $50,000",NA,NA,NA,NA
2014,06,46842,all,All,0.3656778968728967,0.27811376182888053,0.45324203191691287,2
2014,06,46842,income,"$50,000 or More",0.30975046268669526,0.2142925237217767,0.40520840165161376,2
2014,06,46842,income,"Less than $50,000",NA,NA,NA,NA
2014,06,46898,all,All,0.31448249472064516,0.21860834396268808,0.41035664547860223,2
2014,06,46898,income,"$50,000 or More",0.32722900814443084,0.17873114908567225,0.47572686720318946,2
2014,06,46898,income,"Less than $50,000",0.3063542049688098,0.1807051993419675,0.43200321059565205,2
2014,06,47766,all,All,0.48178676435155576,0.37430723343823713,0.5892662952648744,2
2014,06,47766,income,"$50,000 or More",0.4817825508206144,0.3696215472242759,0.593943554416953,2
2014,06,47766,income,"Less than $50,000",NA,NA,NA,NA
2014,06,48256,all,All,0.6394335757897193,0.4647118128446511,0.8141553387347875,1
2014,06,48256,income,"$50,000 or More",0.6661139965472621,0.4886782903732272,0.843549702721297,1
2014,06,48256,income,"Less than $50,000",NA,NA,NA,NA
2014,06,48354,all,All,0.4294894004356293,0.33709949020108143,0.5218793106701771,1
2014,06,48354,income,"$50,000 or More",0.49434540895225415,0.3725389187554613,0.616151899149047,1
2014,06,48354,income,"Less than $50,000",0.3671516785638976,0.24371543284029512,0.49058792428750014,1
2014,06,49270,all,All,0.2376769524989342,0.17103837781545428,0.3043155271824141,1
2014,06,49270,income,"$50,000 or More",0.25957016344990064,0.15513700473202902,0.36400332216777226,1
2014,06,49270,income,"Less than $50,000",0.20993085466754652,0.11862588963289032,0.3012358197022027,1
2014,06,49670,all,All,0.689822855158041,0.5996426059079194,0.7800031044081626,2
2014,06,49670,income,"$50,000 or More",0.791926758218893,0.7006793558936378,0.8831741605441482,2
2014,06,49670,income,"Less than $50,000",NA,NA,NA,NA
2014,06,50076,all,All,0.3647251457120549,0.23560581471440553,0.4938444767097042,2
2014,06,50076,income,"$50,000 or More",0.3919543156281252,0.24533234273134027,0.5385762885249101,2
2014,06,50076,income,"Less than $50,000",NA,NA,NA,NA
2014,06,50258,all,All,0.49605343047966,0.39735646660629687,0.5947503943530231,2
2014,06,50258,income,"$50,000 or More",0.4137214137214137,0.28924609227581194,0.5381967351670154,2
2014,06,50258,income,"Less than $50,000",0.5905466970387244,0.46799143402576937,0.7131019600516795,2
2014,06,51182,all,All,0.60400615803295,0.4744602523704887,0.7335520636954113,3
2014,06,51182,income,"$50,000 or More",0.6488368670822512,0.5239642975362512,0.7737094366282512,3
2014,06,51182,income,"Less than $50,000",NA,NA,NA,NA
2014,06,52526,all,All,0.5519999999999999,0.4117591735314893,0.6922408264685106,1
2014,06,52526,income,"$50,000 or More",0.5741626794258373,0.4020366872043577,0.7462886716473169,1
2014,06,52526,income,"Less than $50,000",0.5277486910994764,0.3276257639157809,0.7278716182831719,1
2014,06,53000,all,All,0.5445683922856647,0.4851524136617718,0.6039843709095576,3
2014,06,53000,income,"$50,000 or More",0.6193149759766098,0.5357360662847203,0.7028938856684993,3
2014,06,53000,income,"Less than $50,000",0.4629852576292851,0.3640125461065044,0.5619579691520659,3
2014,06,53322,all,All,0.3075245623269563,0.196649287430528,0.4183998372233846,2
2014,06,53322,income,"$50,000 or More",0.37242945554461887,0.23047615869415988,0.5143827523950779,2
2014,06,53322,income,"Less than $50,000",0.2334047055444034,0.08140235379341251,0.38540705729539426,2
2014,06,53896,all,All,0.3265465973159617,0.24299688856238183,0.4100963060695416,1
2014,06,53896,income,"$50,000 or More",0.32820739201498283,0.21692337926242736,0.4394914047675383,1
2014,06,53896,income,"Less than $50,000",0.32347499126025775,0.16807170280760614,0.47887827971290936,1
2014,06,53980,all,All,0.4664508505297755,0.3598464617242074,0.5730552393353435,2
2014,06,53980,income,"$50,000 or More",0.4814474313803359,0.34691130691278926,0.6159835558478826,2
2014,06,53980,income,"Less than $50,000",NA,NA,NA,NA
2014,06,54652,all,All,0.38179168197003527,0.3035434273398515,0.460039936600219,1
2014,06,54652,income,"$50,000 or More",0.4285452675269177,0.31323773891784445,0.5438527961359909,1
2014,06,54652,income,"Less than $50,000",0.33521969053722805,0.2420277829818508,0.4284115980926053,1
2014,06,55156,all,All,0.3534326178736439,0.2680146272599391,0.4388506084873487,1
2014,06,55156,income,"$50,000 or More",0.3782293735198852,0.2381354688952376,0.5183232781445327,1
2014,06,55156,income,"Less than $50,000",0.33419142800908497,0.23520296346023545,0.4331798925579345,1
2014,06,56000,all,All,0.5970110697383424,0.4909110622607408,0.703111077215944,3
2014,06,56000,income,"$50,000 or More",0.6425619565992239,0.5064482168439154,0.7786756963545324,3
2014,06,56000,income,"Less than $50,000",0.5365870996392998,0.34821433031835974,0.7249598689602399,3
2014,06,56700,all,All,0.23632788582984335,0.12081182728844488,0.3518439443712418,2
2014,06,56700,income,"$50,000 or More",NA,NA,NA,NA
2014,06,56700,income,"Less than $50,000",NA,NA,NA,NA
2014,06,57456,all,All,0.6140264835703776,0.5006450851831876,0.7274078819575676,2
2014,06,57456,income,"$50,000 or More",NA,NA,NA,NA
2014,06,57456,income,"Less than $50,000",NA,NA,NA,NA
2014,06,57792,all,All,0.553769613471106,0.4592721321507841,0.6482670947914279,3
2014,06,57792,income,"$50,000 or More",0.5965065502183406,0.49082131183721,0.7021917885994713,3
2014,06,57792,income,"Less than $50,000",NA,NA,NA,NA
2014,06,58072,all,All,0.4374084712481356,0.32592277073977416,0.548894171756497,1
2014,06,58072,income,"$50,000 or More",0.408074836355099,0.24323639432479577,0.5729132783854023,1
2014,06,58072,income,"Less than $50,000",0.46831223602584776,0.30766289641748357,0.628961575634212,1
2014,06,59444,all,All,0.5272518646012623,0.4320707645771798,0.6224329646253448,2
2014,06,59444,income,"$50,000 or More",0.5146252285191957,0.3974413182654946,0.6318091387728967,2
2014,06,59444,income,"Less than $50,000",0.5485362095531587,0.3883020400100198,0.7087703790962977,2
2014,06,59451,all,All,0.5468014087552485,0.3666957202586,0.7269070972518971,1
2014,06,59451,income,"$50,000 or More",0.6538384586563871,0.4546600164266155,0.8530169008861588,1
2014,06,59451,income,"Less than $50,000",NA,NA,NA,NA
2014,06,59920,all,All,0.5017681728880157,0.3911019215512996,0.6124344242247317,2
2014,06,59920,income,"$50,000 or More",NA,NA,NA,NA
2014,06,59920,income,"Less than $50,000",NA,NA,NA,NA
2014,06,60102,all,All,0.5045187638783273,0.4391418514625649,0.5698956762940897,2
2014,06,60102,income,"$50,000 or More",0.5696383008550162,0.4871175554090549,0.6521590463009775,2
2014,06,60102,income,"Less than $50,000",0.41262770316934505,0.30751848351961464,0.5177369228190755,2
2014,06,60466,all,All,0.40350631152465827,0.28759197278742876,0.5194206502618878,2
2014,06,60466,income,"$50,000 or More",0.42322016647650657,0.22098862841228176,0.6254517045407314,2
2014,06,60466,income,"Less than $50,000",0.3838221517567431,0.2174038678700664,0.5502404356434198,2
2014,06,60620,all,All,0.4000057710523154,0.31680275922453593,0.4832087828800947,2
2014,06,60620,income,"$50,000 or More",0.47438369614328074,0.3649074287862501,0.5838599635003114,2
2014,06,60620,income,"Less than $50,000",0.31439184295719896,0.1747394964089077,0.4540441895054902,2
2014,06,62000,all,All,0.32230816906831083,0.2566919133392811,0.3879244247973406,2
