year,state,county,index_transportation_cost,index_transportation_cost_quality
2019,51,045,33,1
2019,51,047,21,1
2019,51,049,38,1
2019,51,051,53,1
2019,51,053,29,1
2019,51,057,34,1
2019,51,059,17,1
2019,51,061,21,1
2019,51,063,37,1
2019,51,065,28,1
2019,51,067,32,1
2019,51,069,29,1
2019,51,071,33,1
2019,51,073,29,1
2019,51,075,29,1
2019,51,077,47,1
2019,51,079,28,1
2019,51,081,35,1
2019,51,083,40,1
2019,51,085,28,1
2019,51,087,24,1
2019,51,089,43,1
2019,51,091,38,1
2019,51,093,29,1
2019,51,095,26,1
2019,51,097,31,1
2019,51,099,24,1
2019,51,101,31,1
2019,51,103,30,1
2019,51,105,48,1
2019,51,107,19,1
2019,51,109,33,1
2019,51,111,41,1
2019,51,113,22,1
2019,51,115,29,1
2019,51,117,39,1
2019,51,119,29,1
2019,51,121,28,1
2019,51,125,28,1
2019,51,127,30,1
2019,51,131,35,1
2019,51,133,29,1
2019,51,135,37,1
2019,51,137,28,1
2019,51,139,35,1
2019,51,141,40,1
2019,51,143,40,1
2019,51,145,31,1
2019,51,147,37,1
2019,51,149,28,1
2019,51,153,19,1
2019,51,155,31,1
2019,51,157,22,1
2019,51,159,35,1
2019,51,161,29,1
2019,51,163,33,1
2019,51,165,32,1
2019,51,167,42,1
2019,51,169,39,1
2019,51,171,32,1
2019,51,173,41,1
2019,51,175,31,1
2019,51,177,20,1
2019,51,179,20,1
2019,51,181,32,1
2019,51,183,29,1
2019,51,185,39,1
2019,51,187,20,1
2019,51,191,38,1
2019,51,193,31,1
2019,51,195,40,1
2019,51,197,36,1
2019,51,199,26,1
2019,51,510,13,1
2019,51,520,32,1
2019,51,530,44,1
2019,51,540,19,1
2019,51,550,26,1
2019,51,570,24,1
2019,51,580,37,1
2019,51,590,32,1
2019,51,595,43,1
2019,51,600,16,1
2019,51,610,14,1
2019,51,620,24,1
2019,51,630,16,1
2019,51,640,42,1
2019,51,650,24,1
2019,51,660,26,1
2019,51,670,23,1
2019,51,678,29,1
2019,51,680,27,1
2019,51,683,18,1
2019,51,685,19,1
2019,51,690,37,1
2019,51,700,23,1
2019,51,710,21,1
2019,51,720,36,1
2019,51,730,22,1
2019,51,735,28,1
2019,51,740,23,1
2019,51,750,28,1
2019,51,760,20,1
2019,51,770,24,1
2019,51,775,27,1
2019,51,790,26,1
2019,51,800,27,1
2019,51,810,24,1
2019,51,820,26,1
2019,51,830,22,1
2019,51,840,23,1
2019,53,001,40,1
2019,53,003,31,1
2019,53,005,28,1
2019,53,007,32,1
2019,53,009,32,1
2019,53,011,24,1
2019,53,013,35,1
2019,53,015,32,1
2019,53,017,32,1
2019,53,019,46,1
2019,53,021,30,1
2019,53,023,35,1
2019,53,025,36,1
2019,53,027,34,1
2019,53,029,28,1
2019,53,031,30,1
2019,53,033,18,1
2019,53,035,24,1
2019,53,037,32,1
2019,53,039,34,1
2019,53,041,35,1
2019,53,043,36,1
2019,53,045,34,1
2019,53,047,40,1
2019,53,049,39,1
2019,53,051,39,1
2019,53,053,21,1
2019,53,055,32,1
2019,53,057,29,1
2019,53,059,29,1
2019,53,061,21,1
2019,53,063,28,1
2019,53,065,36,1
2019,53,067,26,1
2019,53,069,35,1
2019,53,071,30,1
2019,53,073,29,1
2019,53,075,38,1
2019,53,077,35,1
2019,54,001,44,1
2019,54,003,30,1
2019,54,005,37,1
2019,54,007,41,1
2019,54,009,33,1
2019,54,011,32,1
2019,54,013,45,1
2019,54,015,38,1
2019,54,017,37,1
2019,54,019,39,1
2019,54,021,41,1
2019,54,023,43,1
2019,54,025,40,1
2019,54,027,30,1
2019,54,029,33,1
2019,54,031,39,1
2019,54,033,32,1
2019,54,035,37,1
2019,54,037,21,1
2019,54,039,33,1
2019,54,041,41,1
2019,54,043,37,1
2019,54,045,43,1
2019,54,047,49,1
2019,54,049,33,1
2019,54,051,33,1
2019,54,053,37,1
2019,54,055,36,1
2019,54,057,36,1
2019,54,059,46,1
2019,54,061,29,1
2019,54,063,45,1
2019,54,065,32,1
2019,54,067,43,1
2019,54,069,30,1
2019,54,071,43,1
2019,54,073,31,1
2019,54,075,43,1
2019,54,077,35,1
2019,54,079,38,1
2019,54,081,37,1
2019,54,083,38,1
2019,54,085,40,1
2019,54,087,45,1
2019,54,089,42,1
2019,54,091,34,1
2019,54,093,37,1
2019,54,095,41,1
2019,54,097,41,1
2019,54,099,36,1
2019,54,101,46,1
2019,54,103,38,1
2019,54,105,38,1
2019,54,107,32,1
2019,54,109,40,1
2019,55,001,38,1
2019,55,003,39,1
2019,55,005,35,1
2019,55,007,34,1
2019,55,009,27,1
2019,55,011,33,1
2019,55,013,35,1
2019,55,015,29,1
2019,55,017,32,1
2019,55,019,37,1
2019,55,021,27,1
2019,55,023,36,1
2019,55,025,22,1
2019,55,027,31,1
2019,55,029,31,1
2019,55,031,29,1
2019,55,033,31,1
2019,55,035,29,1
2019,55,037,39,1
2019,55,039,29,1
2019,55,041,41,1
2019,55,043,34,1
2019,55,045,27,1
2019,55,047,33,1
2019,55,049,28,1
2019,55,051,39,1
2019,55,053,35,1
2019,55,055,29,1
2019,55,057,34,1
2019,55,059,25,1
2019,55,061,33,1
2019,55,063,27,1
2019,55,065,33,1
2019,55,067,36,1
2019,55,069,32,1
2019,55,071,30,1
2019,55,073,30,1
2019,55,075,36,1
2019,55,077,36,1
2019,55,078,32,1
2019,55,079,23,1
2019,55,081,32,1
2019,55,083,33,1
2019,55,085,33,1
2019,55,087,27,1
2019,55,089,29,1
2019,55,091,36,1
2019,55,093,25,1
2019,55,095,33,1
2019,55,097,31,1
2019,55,099,38,1
2019,55,101,28,1
2019,55,103,35,1
2019,55,105,29,1
2019,55,107,38,1
2019,55,109,25,1
2019,55,111,31,1
2019,55,113,37,1
2019,55,115,34,1
2019,55,117,29,1
2019,55,119,36,1
2019,55,121,32,1
2019,55,123,36,1
2019,55,125,37,1
2019,55,127,29,1
2019,55,129,36,1
2019,55,131,30,1
2019,55,133,28,1
2019,55,135,31,1
2019,55,137,36,1
2019,55,139,27,1
2019,55,141,30,1
2019,56,001,31,1
2019,56,003,38,1
2019,56,005,26,1
2019,56,007,32,1
2019,56,009,29,1
2019,56,011,29,1
2019,56,013,33,1
2019,56,015,34,1
2019,56,017,33,1
2019,56,019,33,1
2019,56,021,26,1
2019,56,023,33,1
2019,56,025,28,1
2019,56,027,45,1
2019,56,029,30,1
2019,56,031,35,1
2019,56,033,29,1
2019,56,035,33,1
2019,56,037,26,1
2019,56,039,25,1
2019,56,041,31,1
2019,56,043,33,1
2019,56,045,29,1
