year,state,county,share_transit_commuter,share_transit_commuter_quality,share_transportation_cost,share_transportation_cost_quality
2015,13,009,0.01,1,0.42,1
2015,13,011,0,1,0.39,1
2015,13,013,0,1,0.29,1
2015,13,015,0,1,0.29,1
2015,13,017,0.01,1,0.46,1
2015,13,019,0.01,1,0.47,1
2015,13,021,0.02,1,0.32,1
2015,13,023,0.01,1,0.39,1
2015,13,025,0.01,1,0.35,1
2015,13,027,0.01,1,0.43,1
2015,13,029,0,1,0.32,1
2015,13,031,0.01,1,0.38,1
2015,13,033,0,1,0.34,1
2015,13,035,0,1,0.3,1
2015,13,037,0.02,1,0.53,1
2015,13,039,0.01,1,0.3,1
2015,13,043,0.01,1,0.48,1
2015,13,045,0,1,0.29,1
2015,13,047,0,1,0.31,1
2015,13,049,0.01,1,0.38,1
2015,13,051,0.02,1,0.27,1
2015,13,053,0.02,1,0.31,1
2015,13,055,0.01,1,0.42,1
2015,13,057,0,1,0.29,1
2015,13,059,0.03,1,0.31,1
2015,13,061,0.02,2,0.61,2
2015,13,063,0.03,1,0.25,1
2015,13,065,0.01,2,0.57,2
2015,13,067,0.01,1,0.25,1
2015,13,069,0.01,1,0.42,1
2015,13,071,0,1,0.45,1
2015,13,073,0,1,0.33,1
2015,13,075,0,1,0.42,1
2015,13,077,0,1,0.29,1
2015,13,079,0,1,0.4,1
2015,13,081,0.01,1,0.44,1
2015,13,083,0,1,0.33,1
2015,13,085,0,1,0.3,1
2015,13,087,0.01,1,0.44,1
2015,13,089,0.06,1,0.24,1
2015,13,091,0.01,1,0.41,1
2015,13,093,0.01,1,0.49,1
2015,13,095,0.02,1,0.34,1
2015,13,097,0.01,1,0.28,1
2015,13,099,0.02,1,0.47,1
2015,13,101,0.01,1,0.44,1
2015,13,103,0.01,1,0.32,1
2015,13,105,0,1,0.41,1
2015,13,107,0.01,1,0.46,1
2015,13,109,0.01,1,0.37,1
2015,13,111,0,1,0.4,1
2015,13,113,0,1,0.29,1
2015,13,115,0,1,0.35,1
2015,13,117,0,1,0.3,1
2015,13,119,0,1,0.42,1
2015,13,121,0.07,1,0.23,1
2015,13,123,0,1,0.38,1
2015,13,125,0.01,2,0.39,2
2015,13,127,0,1,0.31,1
2015,13,129,0,1,0.37,1
2015,13,131,0.01,1,0.42,1
2015,13,133,0,1,0.35,1
2015,13,135,0.01,1,0.27,1
2015,13,137,0,1,0.38,1
2015,13,139,0,1,0.32,1
2015,13,141,0.01,1,0.48,1
2015,13,143,0,1,0.3,1
2015,13,145,0,1,0.39,1
2015,13,147,0,1,0.39,1
2015,13,149,0,1,0.3,1
2015,13,151,0,1,0.28,1
2015,13,153,0,1,0.3,1
2015,13,155,0.01,1,0.43,1
2015,13,157,0,1,0.32,1
2015,13,159,0,1,0.31,1
2015,13,161,0,1,0.42,1
2015,13,163,0.01,1,0.52,1
2015,13,165,0.01,2,0.55,2
2015,13,167,0.01,1,0.46,1
2015,13,169,0,1,0.39,1
2015,13,171,0,1,0.3,1
2015,13,173,0.01,2,0.41,2
2015,13,175,0.01,1,0.43,1
2015,13,177,0,1,0.4,1
2015,13,179,0.01,1,0.32,1
2015,13,181,0,1,0.35,1
2015,13,183,0.01,1,0.35,1
2015,13,185,0,1,0.38,1
2015,13,187,0,1,0.36,1
2015,13,189,0,1,0.33,1
2015,13,191,0.01,1,0.35,1
2015,13,193,0.01,1,0.48,1
2015,13,195,0,1,0.39,1
2015,13,197,0.01,1,0.37,1
2015,13,199,0,1,0.3,1
2015,13,201,0.02,1,0.45,1
2015,13,205,0.01,1,0.45,1
2015,13,207,0,1,0.39,1
2015,13,209,0.01,1,0.44,1
2015,13,211,0,1,0.31,1
2015,13,213,0,1,0.39,1
2015,13,215,0.02,1,0.3,1
2015,13,217,0,1,0.29,1
2015,13,219,0,1,0.39,1
2015,13,221,0,1,0.4,1
2015,13,223,0,1,0.3,1
2015,13,225,0,1,0.32,1
2015,13,227,0,1,0.3,1
2015,13,229,0.01,1,0.4,1
2015,13,231,0,1,0.31,1
2015,13,233,0,1,0.39,1
2015,13,235,0,2,0.32,2
2015,13,237,0,1,0.35,1
2015,13,239,0.01,1,0.44,1
2015,13,241,0,1,0.42,1
2015,13,243,0.02,2,0.51,2
2015,13,245,0.01,1,0.29,1
2015,13,247,0,1,0.28,1
2015,13,249,0.01,1,0.43,1
2015,13,251,0.01,1,0.44,1
2015,13,253,0.01,1,0.42,1
2015,13,255,0,1,0.28,1
2015,13,257,0,1,0.37,1
2015,13,259,0.02,1,0.6,1
2015,13,261,0.01,1,0.41,1
2015,13,263,0,1,0.45,1
2015,13,265,0.01,1,0.56,1
2015,13,267,0.01,1,0.4,1
2015,13,269,0.01,1,0.5,1
2015,13,271,0.02,1,0.49,1
2015,13,273,0.01,1,0.4,1
2015,13,275,0,1,0.38,1
2015,13,277,0,1,0.37,1
2015,13,279,0,1,0.42,1
2015,13,281,0,1,0.4,1
2015,13,283,0.01,1,0.38,1
2015,13,285,0,1,0.35,1
2015,13,287,0.01,1,0.45,1
2015,13,289,0.01,1,0.39,1
2015,13,291,0,1,0.37,1
2015,13,293,0.01,1,0.39,1
2015,13,295,0,1,0.31,1
2015,13,297,0,1,0.3,1
2015,13,299,0.01,1,0.36,1
2015,13,301,0.01,1,0.5,1
2015,13,303,0.01,1,0.38,1
2015,13,305,0.01,1,0.37,1
2015,13,307,0.01,1,0.42,1
2015,13,309,0.02,2,0.46,2
2015,13,311,0,1,0.37,1
2015,13,313,0,1,0.37,1
2015,13,315,0.01,1,0.45,1
2015,13,317,0.01,1,0.46,1
2015,13,319,0,1,0.41,1
2015,13,321,0.01,1,0.4,1
2015,15,001,0.02,1,0.32,1
2015,15,003,0.08,1,0.2,1
2015,15,005,0.04,1,0.25,1
2015,15,007,0.02,1,0.26,1
2015,15,009,0.02,1,0.25,1
2015,16,001,0.01,1,0.29,1
2015,16,003,0.03,1,0.42,1
2015,16,005,0.02,1,0.32,1
2015,16,007,0.02,1,0.35,1
2015,16,009,0.02,1,0.38,1
2015,16,011,0.01,1,0.34,1
2015,16,013,0.03,1,0.31,1
2015,16,015,0.01,1,0.37,1
2015,16,017,0.01,1,0.36,1
2015,16,019,0.01,1,0.31,1
2015,16,021,0.02,1,0.4,1
2015,16,023,0.03,2,0.38,2
2015,16,025,0.02,2,0.36,2
2015,16,027,0.01,1,0.31,1
2015,16,029,0.02,1,0.32,1
2015,16,031,0.01,1,0.36,1
2015,16,033,0.03,1,0.53,1
2015,16,035,0.02,1,0.37,1
2015,16,037,0.03,1,0.43,1
2015,16,039,0.01,1,0.34,1
2015,16,041,0.01,1,0.37,1
2015,16,043,0.02,1,0.46,1
2015,16,045,0,1,0.32,1
2015,16,047,0.01,1,0.39,1
2015,16,049,0.02,1,0.42,1
2015,16,051,0,1,0.35,1
2015,16,053,0,1,0.36,1
2015,16,055,0.01,1,0.3,1
2015,16,057,0.01,1,0.33,1
2015,16,059,0.03,1,0.43,1
2015,16,061,0.02,1,0.42,1
2015,16,063,0.02,1,0.34,1
2015,16,065,0.01,1,0.39,1
2015,16,067,0,1,0.36,1
2015,16,069,0,1,0.31,1
2015,16,071,0.02,1,0.4,1
2015,16,073,0.01,1,0.34,1
2015,16,075,0.01,1,0.37,1
2015,16,077,0.01,1,0.35,1
2015,16,079,0.02,1,0.38,1
2015,16,081,0.01,1,0.28,1
2015,16,083,0,1,0.35,1
2015,16,085,0.03,1,0.36,1
2015,16,087,0.02,1,0.43,1
2015,17,001,0.01,1,0.31,1
2015,17,003,0.01,1,0.35,1
2015,17,005,0,1,0.3,1
2015,17,007,0,1,0.3,1
2015,17,009,0.01,1,0.3,1
2015,17,011,0,1,0.32,1
2015,17,013,0,1,0.32,1
2015,17,015,0,1,0.31,1
2015,17,017,0.01,1,0.31,1
2015,17,019,0.05,1,0.26,1
2015,17,021,0,1,0.32,1
2015,17,023,0,1,0.32,1
2015,17,025,0,1,0.35,1
2015,17,027,0,1,0.3,1
2015,17,029,0,1,0.34,1
2015,17,031,0.19,1,0.19,1
2015,17,033,0,1,0.32,1
2015,17,035,0,1,0.39,1
2015,17,037,0.01,1,0.25,1
2015,17,039,0,1,0.28,1
2015,17,041,0,1,0.32,1
2015,17,043,0.03,1,0.23,1
2015,17,045,0,1,0.32,1
2015,17,047,0,1,0.35,1
2015,17,049,0,1,0.32,1
2015,17,051,0,1,0.36,1
2015,17,053,0,1,0.32,1
2015,17,055,0.01,1,0.36,1
2015,17,057,0.01,1,0.32,1
2015,17,059,0.01,1,0.39,1
2015,17,061,0.01,1,0.36,1
2015,17,063,0,1,0.26,1
2015,17,065,0.01,2,0.35,2
2015,17,067,0.01,1,0.36,1
2015,17,069,0.01,1,0.39,1
2015,17,071,0.01,1,0.36,1
2015,17,073,0,1,0.31,1
2015,17,075,0,1,0.33,1
2015,17,077,0.02,1,0.33,1
2015,17,079,0,1,0.32,1
2015,17,081,0,1,0.33,1
2015,17,083,0,1,0.31,1
2015,17,085,0,1,0.31,1
2015,17,087,0.01,1,0.36,1
2015,17,089,0.02,1,0.25,1
2015,17,091,0.01,1,0.29,1
2015,17,093,0,1,0.26,1
2015,17,095,0.01,1,0.34,1
2015,17,097,0.02,1,0.24,1
2015,17,099,0,1,0.3,1
2015,17,101,0.01,1,0.32,1
2015,17,103,0,1,0.29,1
2015,17,105,0,1,0.28,1
2015,17,107,0.01,1,0.27,1
2015,17,109,0.02,1,0.34,1
2015,17,111,0.01,1,0.26,1
2015,17,113,0.03,1,0.23,1
2015,17,115,0.02,1,0.29,1
2015,17,117,0.01,1,0.3,1
2015,17,119,0.02,1,0.27,1
2015,17,121,0.01,1,0.34,1
2015,17,123,0,1,0.31,1
2015,17,125,0,1,0.36,1
2015,17,127,0.01,1,0.33,1
2015,17,129,0,1,0.29,1
2015,17,131,0,1,0.32,1
2015,17,133,0.01,1,0.3,1
2015,17,135,0,1,0.3,1
2015,17,137,0,1,0.31,1
2015,17,139,0,1,0.32,1
2015,17,141,0,1,0.3,1
2015,17,143,0.02,1,0.26,1
2015,17,145,0.01,1,0.34,1
2015,17,147,0,1,0.33,1
2015,17,149,0.01,1,0.38,1
2015,17,151,0.01,1,0.41,1
2015,17,153,0.02,1,0.45,1
2015,17,155,0,1,0.34,1
2015,17,157,0.01,1,0.31,1
2015,17,159,0,1,0.33,1
2015,17,161,0.03,1,0.27,1
2015,17,163,0.04,1,0.26,1
2015,17,165,0.01,1,0.36,1
2015,17,167,0.02,1,0.24,1
2015,17,169,0,1,0.32,1
2015,17,171,0.01,1,0.35,1
2015,17,173,0,1,0.33,1
2015,17,175,0,1,0.32,1
2015,17,177,0,1,0.32,1
2015,17,179,0.01,1,0.28,1
2015,17,181,0.01,1,0.35,1
2015,17,183,0.01,1,0.32,1
2015,17,185,0,1,0.31,1
2015,17,187,0,1,0.34,1
2015,17,189,0,1,0.33,1
2015,17,191,0,1,0.34,1
2015,17,193,0,1,0.33,1
2015,17,195,0,1,0.31,1
2015,17,197,0.01,1,0.25,1
2015,17,199,0,1,0.35,1
2015,17,201,0.02,1,0.27,1
2015,17,203,0,1,0.31,1
2015,18,001,0,1,0.33,1
2015,18,003,0.01,1,0.28,1
2015,18,005,0,1,0.29,1
2015,18,007,0,1,0.34,1
2015,18,009,0,1,0.37,1
2015,18,011,0,1,0.3,1
2015,18,013,0,1,0.34,1
2015,18,015,0,1,0.35,1
2015,18,017,0,1,0.36,1
2015,18,019,0.01,1,0.29,1
2015,18,021,0,1,0.35,1
2015,18,023,0,1,0.33,1
2015,18,025,0,1,0.41,1
2015,18,027,0,1,0.33,1
2015,18,029,0,1,0.3,1
2015,18,031,0,1,0.32,1
2015,18,033,0,1,0.32,1
2015,18,035,0.02,1,0.34,1
2015,18,037,0,1,0.32,1
2015,18,039,0.01,1,0.3,1
2015,18,041,0.01,1,0.36,1
2015,18,043,0.01,1,0.29,1
2015,18,045,0,1,0.33,1
2015,18,047,0,1,0.34,1
2015,18,049,0,1,0.34,1
2015,18,051,0,1,0.33,1
2015,18,053,0,1,0.34,1
2015,18,055,0,1,0.34,1
2015,18,057,0,1,0.29,1
2015,18,059,0,1,0.31,1
2015,18,061,0,1,0.33,1
2015,18,063,0,1,0.3,1
2015,18,065,0,1,0.35,1
2015,18,067,0,1,0.31,1
2015,18,069,0,1,0.33,1
2015,18,071,0,1,0.32,1
2015,18,073,0,1,0.29,1
2015,18,075,0,1,0.38,1
2015,18,077,0,1,0.32,1
2015,18,079,0,1,0.35,1
2015,18,081,0,1,0.29,1
2015,18,083,0,1,0.34,1
2015,18,085,0,1,0.31,1
2015,18,087,0,1,0.34,1
2015,18,089,0.01,1,0.24,1
2015,18,091,0.01,1,0.3,1
2015,18,093,0,1,0.33,1
2015,18,095,0,1,0.29,1
2015,18,097,0.03,1,0.25,1
2015,18,099,0,1,0.33,1
2015,18,101,0,1,0.35,1
2015,18,103,0,1,0.33,1
2015,18,105,0.03,1,0.3,1
2015,18,107,0,1,0.32,1
2015,18,109,0,1,0.31,1
2015,18,111,0,1,0.29,1
2015,18,113,0,1,0.32,1
2015,18,115,0,1,0.3,1
2015,18,117,0,1,0.39,1
2015,18,119,0,1,0.37,1
2015,18,121,0,1,0.39,1
2015,18,123,0,1,0.32,1
