year,state,county,index_transit_trips,index_transit_trips_quality
2015,06,039,41.1,1
2015,06,041,72.25,1
2015,06,043,41.1,1
2015,06,045,83.03,1
2015,06,047,72.25,1
2015,06,049,21,1
2015,06,051,87.79,1
2015,06,053,83.84,1
2015,06,055,68.97,1
2015,06,057,16.25,1
2015,06,059,97.41,1
2015,06,061,41.1,1
2015,06,063,94.14,1
2015,06,065,88.83,1
2015,06,067,97.23,1
2015,06,069,41.1,1
2015,06,071,91.8,1
2015,06,073,99.24,1
2015,06,075,99.78,1
2015,06,077,86.07,1
2015,06,079,37.54,1
2015,06,081,97.9,1
2015,06,083,87.79,1
2015,06,085,97.8,1
2015,06,087,95.38,1
2015,06,089,80.2,1
2015,06,091,68.97,1
2015,06,093,63.99,1
2015,06,095,76.38,1
2015,06,097,66.59,1
2015,06,099,95.38,1
2015,06,101,78.96,1
2015,06,103,63.99,1
2015,06,105,33.72,1
2015,06,107,94.14,1
2015,06,109,59.28,1
2015,06,111,78.96,1
2015,06,113,96.48,1
2015,06,115,78.96,1
2015,08,001,95.77,1
2015,08,003,68.97,1
2015,08,005,97.53,1
2015,08,007,83.03,1
2015,08,009,90.59,1
2015,08,011,86.95,1
2015,08,013,93.95,1
2015,08,014,68.97,1
2015,08,015,41.1,1
2015,08,017,86.95,1
2015,08,019,11.27,1
2015,08,021,85.53,1
2015,08,023,86.07,1
2015,08,025,72.25,1
2015,08,027,77.65,1
2015,08,029,68.97,1
2015,08,031,99.36,1
2015,08,033,84.8,1
2015,08,035,51.38,1
2015,08,037,78.96,1
2015,08,039,16.25,1
2015,08,041,92.9,1
2015,08,043,63.99,1
2015,08,045,4.3,1
2015,08,047,4.3,1
2015,08,049,41.1,1
2015,08,051,73.94,1
2015,08,053,84.8,1
2015,08,055,84.8,1
2015,08,057,63.99,1
2015,08,059,95.94,1
2015,08,061,86.95,1
2015,08,063,73.94,1
2015,08,065,33.72,1
2015,08,067,56.83,1
2015,08,069,86.07,1
2015,08,071,91.37,1
2015,08,073,83.84,1
2015,08,075,48.26,1
2015,08,077,86.95,1
2015,08,079,77.65,1
2015,08,081,44.84,1
2015,08,083,73.94,1
2015,08,085,48.26,1
2015,08,087,21,1
2015,08,089,84.8,1
2015,08,091,77.65,1
2015,08,093,29.67,1
2015,08,095,82.23,1
2015,08,097,56.83,1
2015,08,099,72.25,1
2015,08,101,88.83,1
2015,08,103,72.25,1
2015,08,105,66.59,1
2015,08,107,56.83,1
2015,08,109,84.8,1
2015,08,111,81.28,1
2015,08,113,68.97,1
2015,08,115,87.79,1
2015,08,117,96.37,1
2015,08,119,21,1
2015,08,121,73.94,1
2015,08,123,33.72,1
2015,08,125,61.59,1
2015,09,001,92.28,1
2015,09,003,91.05,1
2015,09,005,11.27,1
2015,09,007,37.54,1
2015,09,009,91.8,1
2015,09,011,33.72,1
2015,09,013,16.25,1
2015,09,015,16.25,1
2015,10,001,63.99,1
2015,10,003,83.84,1
2015,10,005,41.1,1
2015,11,001,75.21,1
2015,12,001,96.75,1
2015,12,003,48.26,1
2015,12,005,66.59,1
2015,12,007,37.54,1
2015,12,009,83.03,1
2015,12,011,97.45,1
2015,12,013,61.59,1
2015,12,015,48.26,1
2015,12,017,21,1
2015,12,019,4.3,1
2015,12,021,29.67,1
2015,12,023,37.54,1
2015,12,027,37.54,1
2015,12,029,59.28,1
2015,12,031,94.79,1
2015,12,033,85.53,1
2015,12,035,25.6,1
2015,12,037,72.25,1
2015,12,039,21,1
2015,12,041,44.84,1
2015,12,043,61.59,1
2015,12,045,63.99,1
2015,12,047,72.25,1
2015,12,049,16.25,1
2015,12,051,21,1
2015,12,053,63.99,1
2015,12,055,25.6,1
2015,12,057,96.26,1
2015,12,059,68.97,1
2015,12,061,21,1
2015,12,063,61.59,1
2015,12,065,51.38,1
2015,12,067,63.99,1
2015,12,069,33.72,1
2015,12,071,75.21,1
2015,12,073,89.32,1
2015,12,075,48.26,1
2015,12,077,70.66,1
2015,12,079,63.99,1
2015,12,081,80.2,1
2015,12,083,51.38,1
2015,12,085,16.25,1
2015,12,086,99.3,1
2015,12,087,44.84,1
2015,12,089,25.6,1
2015,12,091,37.54,1
2015,12,093,37.54,1
2015,12,095,96.1,1
2015,12,097,92.73,1
2015,12,099,88.83,1
2015,12,101,63.99,1
2015,12,103,96.37,1
2015,12,105,63.99,1
2015,12,107,41.1,1
2015,12,109,48.26,1
2015,12,111,33.72,1
2015,12,113,4.3,1
2015,12,115,93.14,1
2015,12,117,95.56,1
2015,12,119,72.25,1
2015,12,121,63.99,1
2015,12,123,48.26,1
2015,12,125,70.66,1
2015,12,127,93.14,1
2015,12,129,51.38,1
2015,12,131,11.27,1
2015,12,133,59.28,1
2015,13,001,54.22,1
2015,13,003,68.97,1
2015,13,005,51.38,1
2015,13,007,68.97,1
2015,13,009,56.83,1
2015,13,011,4.3,1
2015,13,013,4.3,1
2015,13,015,4.3,1
2015,13,017,44.84,1
2015,13,019,54.22,1
2015,13,021,82.23,1
2015,13,023,44.84,1
2015,13,025,63.99,1
2015,13,027,51.38,1
2015,13,029,37.54,1
2015,13,031,54.22,1
2015,13,033,29.67,1
2015,13,035,4.3,1
2015,13,037,78.96,1
2015,13,039,48.26,1
2015,13,043,61.59,1
2015,13,045,4.3,1
2015,13,047,25.6,1
2015,13,049,66.59,1
2015,13,051,88.83,1
2015,13,053,77.65,1
2015,13,055,44.84,1
2015,13,057,4.3,1
2015,13,059,99.2,1
2015,13,061,87.79,1
2015,13,063,96.37,1
2015,13,065,70.66,1
2015,13,067,54.22,1
2015,13,069,44.84,1
2015,13,071,33.72,1
2015,13,073,4.3,1
2015,13,075,41.1,1
2015,13,077,4.3,1
2015,13,079,29.67,1
2015,13,081,51.38,1
2015,13,083,25.6,1
2015,13,085,4.3,1
2015,13,087,61.59,1
2015,13,089,98.41,1
2015,13,091,63.99,1
2015,13,093,70.66,1
2015,13,095,72.25,1
2015,13,097,11.27,1
2015,13,099,78.96,1
2015,13,101,59.28,1
2015,13,103,44.84,1
2015,13,105,29.67,1
2015,13,107,56.83,1
2015,13,109,61.59,1
2015,13,111,25.6,1
2015,13,113,4.3,1
2015,13,115,11.27,1
2015,13,117,4.3,1
2015,13,119,33.72,1
2015,13,121,99.27,1
2015,13,123,16.25,1
2015,13,125,41.1,1
2015,13,127,29.67,1
2015,13,129,4.3,1
2015,13,131,61.59,1
2015,13,133,25.6,1
2015,13,135,25.6,1
2015,13,137,4.3,1
2015,13,139,16.25,1
2015,13,141,48.26,1
2015,13,143,11.27,1
2015,13,145,21,1
2015,13,147,16.25,1
2015,13,149,21,1
2015,13,151,4.3,1
2015,13,153,4.3,1
2015,13,155,56.83,1
2015,13,157,4.3,1
2015,13,159,11.27,1
2015,13,161,37.54,1
2015,13,163,59.28,1
2015,13,165,75.21,1
2015,13,167,63.99,1
2015,13,169,29.67,1
2015,13,171,4.3,1
2015,13,173,63.99,1
2015,13,175,54.22,1
2015,13,177,21,1
2015,13,179,72.25,1
2015,13,181,25.6,1
2015,13,183,73.94,1
2015,13,185,25.6,1
2015,13,187,4.3,1
2015,13,189,21,1
2015,13,191,63.99,1
2015,13,193,68.97,1
2015,13,195,11.27,1
2015,13,197,56.83,1
2015,13,199,21,1
2015,13,201,77.65,1
2015,13,205,63.99,1
2015,13,207,4.3,1
2015,13,209,56.83,1
2015,13,211,11.27,1
2015,13,213,21,1
2015,13,215,73.94,1
2015,13,217,4.3,1
2015,13,219,4.3,1
2015,13,221,11.27,1
2015,13,223,4.3,1
2015,13,225,11.27,1
2015,13,227,4.3,1
2015,13,229,51.38,1
2015,13,231,4.3,1
2015,13,233,16.25,1
2015,13,235,25.6,1
2015,13,237,11.27,1
2015,13,239,76.38,1
2015,13,241,41.1,1
2015,13,243,78.96,1
2015,13,245,37.54,1
2015,13,247,4.3,1
2015,13,249,63.99,1
2015,13,251,54.22,1
2015,13,253,66.59,1
2015,13,255,4.3,1
2015,13,257,21,1
2015,13,259,85.53,1
2015,13,261,41.1,1
2015,13,263,37.54,1
2015,13,265,56.83,1
2015,13,267,68.97,1
2015,13,269,59.28,1
2015,13,271,82.23,1
2015,13,273,63.99,1
2015,13,275,33.72,1
2015,13,277,21,1
2015,13,279,33.72,1
2015,13,281,25.6,1
2015,13,283,66.59,1
2015,13,285,16.25,1
2015,13,287,59.28,1
2015,13,289,41.1,1
2015,13,291,25.6,1
2015,13,293,44.84,1
2015,13,295,4.3,1
2015,13,297,4.3,1
2015,13,299,56.83,1
2015,13,301,51.38,1
2015,13,303,44.84,1
2015,13,305,66.59,1
2015,13,307,59.28,1
2015,13,309,81.28,1
2015,13,311,4.3,1
2015,13,313,4.3,1
2015,13,315,73.94,1
2015,13,317,44.84,1
2015,13,319,37.54,1
2015,13,321,54.22,1
2015,15,001,83.03,1
2015,15,003,99.17,1
2015,15,005,95.77,1
2015,15,007,78.96,1
2015,15,009,91.05,1
2015,16,001,72.25,1
2015,16,003,90.11,1
2015,16,005,48.26,1
2015,16,007,83.84,1
2015,16,009,88.83,1
2015,16,011,4.3,1
2015,16,013,94.33,1
2015,16,015,73.94,1
2015,16,017,73.94,1
2015,16,019,11.27,1
2015,16,021,89.32,1
2015,16,023,90.59,1
2015,16,025,88.35,1
2015,16,027,25.6,1
2015,16,029,83.84,1
2015,16,031,48.26,1
2015,16,033,92.53,1
2015,16,035,86.07,1
2015,16,037,91.8,1
2015,16,039,66.59,1
2015,16,041,73.94,1
2015,16,043,78.96,1
2015,16,045,33.72,1
2015,16,047,66.59,1
2015,16,049,88.35,1
2015,16,051,33.72,1
2015,16,053,37.54,1
2015,16,055,51.38,1
2015,16,057,54.22,1
2015,16,059,93.43,1
2015,16,061,86.95,1
2015,16,063,83.03,1
2015,16,065,48.26,1
2015,16,067,33.72,1
2015,16,069,29.67,1
2015,16,071,83.03,1
2015,16,073,61.59,1
2015,16,075,16.25,1
2015,16,077,68.97,1
2015,16,079,89.75,1
2015,16,081,66.59,1
2015,16,083,21,1
2015,16,085,90.59,1
2015,16,087,81.28,1
2015,17,001,82.23,1
2015,17,003,68.97,1
2015,17,005,21,1
2015,17,007,4.3,1
2015,17,009,66.59,1
2015,17,011,21,1
2015,17,013,37.54,1
2015,17,015,29.67,1
2015,17,017,56.83,1
2015,17,019,98.15,1
2015,17,021,21,1
2015,17,023,16.25,1
2015,17,025,25.6,1
2015,17,027,21,1
2015,17,029,29.67,1
2015,17,031,99.55,1
2015,17,033,16.25,1
2015,17,035,25.6,1
2015,17,037,76.38,1
2015,17,039,11.27,1
2015,17,041,11.27,1
2015,17,043,63.99,1
2015,17,045,21,1
2015,17,047,37.54,1
2015,17,049,11.27,1
2015,17,051,29.67,1
2015,17,053,4.3,1
2015,17,055,48.26,1
2015,17,057,44.84,1
2015,17,059,59.28,1
2015,17,061,48.26,1
2015,17,063,11.27,1
2015,17,065,41.1,1
2015,17,067,41.1,1
2015,17,069,66.59,1
2015,17,071,56.83,1
2015,17,073,16.25,1
2015,17,075,16.25,1
2015,17,077,83.03,1
2015,17,079,29.67,1
2015,17,081,25.6,1
2015,17,083,16.25,1
2015,17,085,25.6,1
2015,17,087,56.83,1
2015,17,089,70.66,1
2015,17,091,75.21,1
2015,17,093,16.25,1
2015,17,095,59.28,1
2015,17,097,72.25,1
2015,17,099,16.25,1
2015,17,101,59.28,1
2015,17,103,21,1
2015,17,105,37.54,1
2015,17,107,70.66,1
2015,17,109,86.95,1
2015,17,111,29.67,1
2015,17,113,95.38,1
2015,17,115,92.28,1
2015,17,117,41.1,1
2015,17,119,82.23,1
2015,17,121,89.32,1
2015,17,123,11.27,1
2015,17,125,29.67,1
2015,17,127,63.99,1
2015,17,129,29.67,1
2015,17,131,37.54,1
2015,17,133,16.25,1
2015,17,135,21,1
2015,17,137,21,1
2015,17,139,25.6,1
2015,17,141,4.3,1
2015,17,143,80.2,1
2015,17,145,63.99,1
2015,17,147,11.27,1
2015,17,149,41.1,1
2015,17,151,63.99,1
2015,17,153,21,1
2015,17,155,4.3,1
2015,17,157,44.84,1
2015,17,159,21,1
2015,17,161,97.53,1
2015,17,163,97.36,1
2015,17,165,48.26,1
2015,17,167,77.65,1
2015,17,169,33.72,1
2015,17,171,48.26,1
2015,17,173,29.67,1
2015,17,175,21,1
2015,17,177,25.6,1
2015,17,179,73.94,1
2015,17,181,51.38,1
2015,17,183,84.8,1
2015,17,185,33.72,1
2015,17,187,21,1
2015,17,189,72.25,1
2015,17,191,29.67,1
2015,17,193,41.1,1
2015,17,195,29.67,1
2015,17,197,29.67,1
2015,17,199,29.67,1
2015,17,201,81.28,1
2015,17,203,4.3,1
2015,18,001,4.3,1
2015,18,003,78.96,1
2015,18,005,4.3,1
2015,18,007,25.6,1
2015,18,009,25.6,1
2015,18,011,4.3,1
2015,18,013,4.3,1
2015,18,015,4.3,1
2015,18,017,16.25,1
2015,18,019,77.65,1
2015,18,021,21,1
2015,18,023,4.3,1
2015,18,025,25.6,1
2015,18,027,16.25,1
2015,18,029,11.27,1
2015,18,031,4.3,1
2015,18,033,11.27,1
2015,18,035,91.8,1
2015,18,037,4.3,1
2015,18,039,63.99,1
2015,18,041,44.84,1
2015,18,043,41.1,1
2015,18,045,16.25,1
2015,18,047,11.27,1
2015,18,049,4.3,1
2015,18,051,11.27,1
2015,18,053,16.25,1
2015,18,055,16.25,1
2015,18,057,4.3,1
2015,18,059,4.3,1
2015,18,061,4.3,1
2015,18,063,11.27,1
2015,18,065,37.54,1
2015,18,067,16.25,1
2015,18,069,4.3,1
2015,18,071,4.3,1
2015,18,073,4.3,1
2015,18,075,11.27,1
2015,18,077,11.27,1
2015,18,079,11.27,1
2015,18,081,11.27,1
2015,18,083,16.25,1
2015,18,085,4.3,1
2015,18,087,11.27,1
2015,18,089,29.67,1
2015,18,091,41.1,1
2015,18,093,11.27,1
2015,18,095,16.25,1
2015,18,097,89.32,1
2015,18,099,4.3,1
2015,18,101,21,1
2015,18,103,21,1
2015,18,105,88.35,1
2015,18,107,11.27,1
2015,18,109,11.27,1
2015,18,111,4.3,1
2015,18,113,4.3,1
2015,18,115,4.3,1
2015,18,117,11.27,1
2015,18,119,11.27,1
2015,18,121,21,1
2015,18,123,16.25,1
2015,18,125,16.25,1
2015,18,127,25.6,1
2015,18,129,11.27,1
2015,18,131,4.3,1
2015,18,133,4.3,1
2015,18,135,11.27,1
2015,18,137,4.3,1
2015,18,139,4.3,1
2015,18,141,84.8,1
2015,18,143,4.3,1
2015,18,145,11.27,1
2015,18,147,11.27,1
2015,18,149,4.3,1
2015,18,151,4.3,1
2015,18,153,16.25,1
2015,18,155,25.6,1
2015,18,157,96.61,1
2015,18,159,4.3,1
2015,18,161,16.25,1
2015,18,163,76.38,1
2015,18,165,33.72,1
2015,18,167,51.38,1
2015,18,169,4.3,1
2015,18,171,4.3,1
2015,18,173,4.3,1
2015,18,175,11.27,1
2015,18,177,25.6,1
2015,18,179,11.27,1
2015,18,181,4.3,1
2015,18,183,4.3,1
2015,19,001,59.28,1
2015,19,003,66.59,1
2015,19,005,41.1,1
2015,19,007,48.26,1
2015,19,009,44.84,1
2015,19,011,16.25,1
2015,19,013,77.65,1
2015,19,015,21,1
2015,19,017,25.6,1
2015,19,019,21,1
2015,19,021,29.67,1
2015,19,023,44.84,1
2015,19,025,56.83,1
2015,19,027,29.67,1
2015,19,029,48.26,1
2015,19,031,11.27,1
2015,19,033,44.84,1
2015,19,035,44.84,1
2015,19,037,37.54,1
2015,19,039,51.38,1
2015,19,041,21,1
2015,19,043,41.1,1
2015,19,045,48.26,1
2015,19,047,51.38,1
2015,19,049,44.84,1
2015,19,051,51.38,1
2015,19,053,63.99,1
2015,19,055,25.6,1
2015,19,057,29.67,1
2015,19,059,16.25,1
2015,19,061,59.28,1
2015,19,063,25.6,1
2015,19,065,37.54,1
2015,19,067,41.1,1
2015,19,069,29.67,1
2015,19,071,56.83,1
2015,19,073,48.26,1
2015,19,075,29.67,1
2015,19,077,48.26,1
2015,19,079,16.25,1
2015,19,081,51.38,1
2015,19,083,25.6,1
2015,19,085,29.67,1
2015,19,087,33.72,1
2015,19,089,33.72,1
2015,19,091,37.54,1
2015,19,093,59.28,1
2015,19,095,11.27,1
2015,19,097,25.6,1
2015,19,099,21,1
2015,19,101,41.1,1
2015,19,103,91.8,1
2015,19,105,21,1
2015,19,107,44.84,1
2015,19,109,41.1,1
2015,19,111,37.54,1
2015,19,113,56.83,1
2015,19,115,37.54,1
2015,19,117,61.59,1
2015,19,119,41.1,1
2015,19,121,37.54,1
2015,19,123,21,1
2015,19,125,21,1
2015,19,127,11.27,1
2015,19,129,21,1
2015,19,131,29.67,1
2015,19,133,63.99,1
2015,19,135,44.84,1
2015,19,137,33.72,1
2015,19,139,11.27,1
2015,19,141,41.1,1
2015,19,143,37.54,1
2015,19,145,51.38,1
2015,19,147,41.1,1
2015,19,149,37.54,1
2015,19,151,54.22,1
2015,19,153,91.37,1
2015,19,155,16.25,1
2015,19,157,21,1
2015,19,159,59.28,1
2015,19,161,51.38,1
2015,19,163,97.02,1
2015,19,165,48.26,1
2015,19,167,21,1
2015,19,169,96.61,1
2015,19,171,25.6,1
2015,19,173,68.97,1
2015,19,175,44.84,1
2015,19,177,48.26,1
2015,19,179,29.67,1
2015,19,181,4.3,1
2015,19,183,11.27,1
2015,19,185,63.99,1
2015,19,187,83.84,1
2015,19,189,33.72,1
2015,19,191,21,1
2015,19,193,90.59,1
2015,19,195,51.38,1
2015,19,197,25.6,1
2015,20,001,44.84,1
2015,20,003,56.83,1
2015,20,005,25.6,1
2015,20,007,70.66,1
2015,20,009,25.6,1
2015,20,011,61.59,1
2015,20,013,51.38,1
2015,20,015,16.25,1
2015,20,017,66.59,1
2015,20,019,61.59,1
2015,20,021,48.26,1
2015,20,023,66.59,1
2015,20,025,83.84,1
2015,20,027,51.38,1
2015,20,029,61.59,1
2015,20,031,37.54,1
2015,20,033,78.96,1
2015,20,035,25.6,1
2015,20,037,29.67,1
2015,20,039,78.96,1
2015,20,041,44.84,1
2015,20,043,66.59,1
2015,20,045,97.63,1
2015,20,047,61.59,1
2015,20,049,70.66,1
2015,20,051,21,1
2015,20,053,68.97,1
2015,20,055,16.25,1
2015,20,057,21,1
2015,20,059,21,1
2015,20,061,61.59,1
2015,20,063,83.03,1
2015,20,065,73.94,1
2015,20,067,33.72,1
2015,20,069,63.99,1
2015,20,071,77.65,1
2015,20,073,59.28,1
2015,20,075,83.84,1
2015,20,077,59.28,1
2015,20,079,33.72,1
2015,20,081,48.26,1
2015,20,083,75.21,1
2015,20,085,48.26,1
2015,20,087,29.67,1
2015,20,089,77.65,1
2015,20,091,44.84,1
2015,20,093,70.66,1
2015,20,095,54.22,1
2015,20,097,73.94,1
2015,20,099,61.59,1
2015,20,101,77.65,1
2015,20,103,33.72,1
2015,20,105,76.38,1
2015,20,107,54.22,1
2015,20,109,80.2,1
2015,20,111,21,1
2015,20,113,25.6,1
2015,20,115,51.38,1
2015,20,117,51.38,1
2015,20,119,77.65,1
2015,20,121,25.6,1
2015,20,123,56.83,1
2015,20,125,29.67,1
2015,20,127,51.38,1
2015,20,129,68.97,1
2015,20,131,48.26,1
2015,20,133,44.84,1
2015,20,135,83.03,1
2015,20,137,68.97,1
2015,20,139,59.28,1
2015,20,141,83.84,1
2015,20,143,66.59,1
2015,20,145,54.22,1
2015,20,147,80.2,1
2015,20,149,33.72,1
2015,20,151,25.6,1
2015,20,153,86.95,1
2015,20,155,11.27,1
2015,20,157,66.59,1
2015,20,159,33.72,1
2015,20,161,25.6,1
2015,20,163,66.59,1
2015,20,165,75.21,1
2015,20,167,59.28,1
2015,20,169,90.59,1
2015,20,171,41.1,1
2015,20,173,76.38,1
2015,20,175,16.25,1
2015,20,177,91.05,1
2015,20,179,75.21,1
2015,20,181,81.28,1
2015,20,183,78.96,1
2015,20,185,63.99,1
2015,20,187,80.2,1
2015,20,189,41.1,1
2015,20,191,33.72,1
2015,20,193,54.22,1
2015,20,195,66.59,1
2015,20,197,54.22,1
2015,20,199,84.8,1
2015,20,201,66.59,1
2015,20,203,73.94,1
2015,20,205,59.28,1
2015,20,207,61.59,1
2015,20,209,94.79,1
2015,21,001,48.26,1
2015,21,003,29.67,1
2015,21,005,4.3,1
2015,21,007,48.26,1
2015,21,009,21,1
2015,21,011,48.26,1
2015,21,013,72.25,1
2015,21,015,37.54,1
2015,21,017,4.3,1
2015,21,019,82.23,1
2015,21,021,11.27,1
2015,21,023,33.72,1
2015,21,025,73.94,1
2015,21,027,48.26,1
2015,21,029,4.3,1
2015,21,031,44.84,1
2015,21,033,29.67,1
2015,21,035,21,1
2015,21,037,93.43,1
2015,21,039,59.28,1
2015,21,041,25.6,1
2015,21,043,48.26,1
2015,21,045,44.84,1
2015,21,047,11.27,1
2015,21,049,4.3,1
2015,21,051,72.25,1
2015,21,053,54.22,1
2015,21,055,56.83,1
2015,21,057,63.99,1
2015,21,059,91.8,1
2015,21,061,37.54,1
2015,21,063,66.59,1
2015,21,065,56.83,1
2015,21,067,84.8,1
2015,21,069,48.26,1
2015,21,071,61.59,1
2015,21,073,4.3,1
2015,21,075,73.94,1
2015,21,077,29.67,1
2015,21,079,16.25,1
2015,21,081,25.6,1
2015,21,083,33.72,1
2015,21,085,44.84,1
2015,21,087,51.38,1
2015,21,089,4.3,1
2015,21,091,44.84,1
2015,21,093,29.67,1
2015,21,095,73.94,1
2015,21,097,25.6,1
2015,21,099,51.38,1
2015,21,101,80.2,1
2015,21,103,16.25,1
2015,21,105,63.99,1
2015,21,107,29.67,1
2015,21,109,56.83,1
2015,21,111,94.33,1
2015,21,113,4.3,1
2015,21,115,54.22,1
2015,21,117,88.35,1
2015,21,119,66.59,1
2015,21,121,54.22,1
2015,21,123,33.72,1
2015,21,125,21,1
2015,21,127,59.28,1
2015,21,129,68.97,1
2015,21,131,70.66,1
2015,21,133,63.99,1
2015,21,135,63.99,1
2015,21,137,33.72,1
2015,21,139,33.72,1
2015,21,141,33.72,1
2015,21,143,25.6,1
2015,21,145,83.03,1
2015,21,147,78.96,1
2015,21,149,29.67,1
2015,21,151,4.3,1
2015,21,153,72.25,1
2015,21,155,21,1
2015,21,157,25.6,1
2015,21,159,80.2,1
2015,21,161,33.72,1
2015,21,163,41.1,1
2015,21,165,54.22,1
2015,21,167,4.3,1
2015,21,169,48.26,1
2015,21,171,48.26,1
2015,21,173,25.6,1
2015,21,175,66.59,1
