year,state,county,subgroup_type,subgroup,share_access,share_access_ub,share_access_lb,share_access_quality
2021,01,033,race-ethnicity,Other Races and Ethnicities,0.41897,0.52147,0.31646,3
2021,01,033,race-ethnicity,"White, Non-Hispanic",0.49536,0.51262,0.47810,2
2021,01,035,all,All,0.32013,0.33730,0.30296,2
2021,01,035,race-ethnicity,"Black, Non-Hispanic",0.25078,0.27870,0.22286,2
2021,01,035,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,035,race-ethnicity,Other Races and Ethnicities,0.42384,0.50911,0.33856,2
2021,01,035,race-ethnicity,"White, Non-Hispanic",0.35700,0.37943,0.33458,2
2021,01,037,all,All,0.50174,0.52159,0.48188,2
2021,01,037,race-ethnicity,"Black, Non-Hispanic",0.47004,0.51357,0.42651,2
2021,01,037,race-ethnicity,Hispanic,0.40211,0.54380,0.26041,3
2021,01,037,race-ethnicity,Other Races and Ethnicities,0.68067,0.80065,0.56068,3
2021,01,037,race-ethnicity,"White, Non-Hispanic",0.51105,0.53397,0.48813,2
2021,01,039,all,All,0.52396,0.53934,0.50859,2
2021,01,039,race-ethnicity,"Black, Non-Hispanic",0.39368,0.43448,0.35289,2
2021,01,039,race-ethnicity,Hispanic,0.78395,0.86628,0.70163,3
2021,01,039,race-ethnicity,Other Races and Ethnicities,0.56479,0.65241,0.47717,2
2021,01,039,race-ethnicity,"White, Non-Hispanic",0.54448,0.56152,0.52745,2
2021,01,041,all,All,0.52396,0.53934,0.50859,2
2021,01,041,race-ethnicity,"Black, Non-Hispanic",0.39368,0.43448,0.35289,2
2021,01,041,race-ethnicity,Hispanic,0.78395,0.86628,0.70163,3
2021,01,041,race-ethnicity,Other Races and Ethnicities,0.56479,0.65241,0.47717,2
2021,01,041,race-ethnicity,"White, Non-Hispanic",0.54448,0.56152,0.52745,2
2021,01,043,all,All,0.49614,0.51641,0.47587,1
2021,01,043,race-ethnicity,"Black, Non-Hispanic",0.24324,0.38745,0.09902,3
2021,01,043,race-ethnicity,Hispanic,0.56919,0.72875,0.40962,3
2021,01,043,race-ethnicity,Other Races and Ethnicities,0.64756,0.75427,0.54085,3
2021,01,043,race-ethnicity,"White, Non-Hispanic",0.49029,0.51124,0.46935,1
2021,01,045,all,All,0.55005,0.56031,0.53979,2
2021,01,045,race-ethnicity,"Black, Non-Hispanic",0.48466,0.50780,0.46152,2
2021,01,045,race-ethnicity,Hispanic,0.40484,0.47538,0.33430,2
2021,01,045,race-ethnicity,Other Races and Ethnicities,0.61413,0.67156,0.55670,2
2021,01,045,race-ethnicity,"White, Non-Hispanic",0.57289,0.58466,0.56112,2
2021,01,047,all,All,0.39738,0.41711,0.37765,2
2021,01,047,race-ethnicity,"Black, Non-Hispanic",0.36527,0.39283,0.33770,2
2021,01,047,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,047,race-ethnicity,Other Races and Ethnicities,0.37453,0.53722,0.21184,3
2021,01,047,race-ethnicity,"White, Non-Hispanic",0.44761,0.47646,0.41875,2
2021,01,049,all,All,0.57976,0.59753,0.56199,2
2021,01,049,race-ethnicity,"Black, Non-Hispanic",0.45090,0.58746,0.31433,3
2021,01,049,race-ethnicity,Hispanic,0.27625,0.36914,0.18335,3
2021,01,049,race-ethnicity,Other Races and Ethnicities,0.55510,0.63772,0.47248,2
2021,01,049,race-ethnicity,"White, Non-Hispanic",0.60568,0.62417,0.58719,2
2021,01,051,all,All,0.66990,0.68665,0.65314,2
2021,01,051,race-ethnicity,"Black, Non-Hispanic",0.52837,0.56292,0.49382,2
2021,01,051,race-ethnicity,Hispanic,0.70904,0.83370,0.58438,3
2021,01,051,race-ethnicity,Other Races and Ethnicities,0.66549,0.77682,0.55416,3
2021,01,051,race-ethnicity,"White, Non-Hispanic",0.72441,0.74350,0.70532,2
2021,01,053,all,All,0.32013,0.33730,0.30296,2
2021,01,053,race-ethnicity,"Black, Non-Hispanic",0.25078,0.27870,0.22286,2
2021,01,053,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,053,race-ethnicity,Other Races and Ethnicities,0.42384,0.50911,0.33856,2
2021,01,053,race-ethnicity,"White, Non-Hispanic",0.35700,0.37943,0.33458,2
2021,01,055,all,All,0.57862,0.60025,0.55699,1
2021,01,055,race-ethnicity,"Black, Non-Hispanic",0.48911,0.54808,0.43013,1
2021,01,055,race-ethnicity,Hispanic,0.38541,0.53439,0.23643,3
2021,01,055,race-ethnicity,Other Races and Ethnicities,0.44210,0.57218,0.31202,3
2021,01,055,race-ethnicity,"White, Non-Hispanic",0.60568,0.62941,0.58195,1
2021,01,057,all,All,0.45991,0.47948,0.44034,2
2021,01,057,race-ethnicity,"Black, Non-Hispanic",0.38374,0.46429,0.30318,2
2021,01,057,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,057,race-ethnicity,Other Races and Ethnicities,0.49999,0.61549,0.38450,3
2021,01,057,race-ethnicity,"White, Non-Hispanic",0.46765,0.48823,0.44708,2
2021,01,059,all,All,0.47946,0.49556,0.46337,2
2021,01,059,race-ethnicity,"Black, Non-Hispanic",0.40364,0.45897,0.34830,2
2021,01,059,race-ethnicity,Hispanic,0.39304,0.49627,0.28981,3
2021,01,059,race-ethnicity,Other Races and Ethnicities,0.41897,0.52147,0.31646,3
2021,01,059,race-ethnicity,"White, Non-Hispanic",0.49536,0.51262,0.47810,2
2021,01,061,all,All,0.55005,0.56031,0.53979,2
2021,01,061,race-ethnicity,"Black, Non-Hispanic",0.48466,0.50780,0.46152,2
2021,01,061,race-ethnicity,Hispanic,0.40484,0.47538,0.33430,2
2021,01,061,race-ethnicity,Other Races and Ethnicities,0.61413,0.67156,0.55670,2
2021,01,061,race-ethnicity,"White, Non-Hispanic",0.57289,0.58466,0.56112,2
2021,01,063,all,All,0.39738,0.41711,0.37765,2
2021,01,063,race-ethnicity,"Black, Non-Hispanic",0.36527,0.39283,0.33770,2
2021,01,063,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,063,race-ethnicity,Other Races and Ethnicities,0.37453,0.53722,0.21184,3
2021,01,063,race-ethnicity,"White, Non-Hispanic",0.44761,0.47646,0.41875,2
2021,01,065,all,All,0.39738,0.41711,0.37765,2
2021,01,065,race-ethnicity,"Black, Non-Hispanic",0.36527,0.39283,0.33770,2
2021,01,065,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,065,race-ethnicity,Other Races and Ethnicities,0.37453,0.53722,0.21184,3
2021,01,065,race-ethnicity,"White, Non-Hispanic",0.44761,0.47646,0.41875,2
2021,01,067,all,All,0.55005,0.56031,0.53979,2
2021,01,067,race-ethnicity,"Black, Non-Hispanic",0.48466,0.50780,0.46152,2
2021,01,067,race-ethnicity,Hispanic,0.40484,0.47538,0.33430,2
2021,01,067,race-ethnicity,Other Races and Ethnicities,0.61413,0.67156,0.55670,2
2021,01,067,race-ethnicity,"White, Non-Hispanic",0.57289,0.58466,0.56112,2
2021,01,069,all,All,0.55005,0.56031,0.53979,2
2021,01,069,race-ethnicity,"Black, Non-Hispanic",0.48466,0.50780,0.46152,2
2021,01,069,race-ethnicity,Hispanic,0.40484,0.47538,0.33430,2
2021,01,069,race-ethnicity,Other Races and Ethnicities,0.61413,0.67156,0.55670,2
2021,01,069,race-ethnicity,"White, Non-Hispanic",0.57289,0.58466,0.56112,2
2021,01,071,all,All,0.57976,0.59753,0.56199,2
2021,01,071,race-ethnicity,"Black, Non-Hispanic",0.45090,0.58746,0.31433,3
2021,01,071,race-ethnicity,Hispanic,0.27625,0.36914,0.18335,3
2021,01,071,race-ethnicity,Other Races and Ethnicities,0.55510,0.63772,0.47248,2
2021,01,071,race-ethnicity,"White, Non-Hispanic",0.60568,0.62417,0.58719,2
2021,01,073,all,All,0.68128,0.68992,0.67264,1
2021,01,073,race-ethnicity,"Black, Non-Hispanic",0.58116,0.59626,0.56605,1
2021,01,073,race-ethnicity,Hispanic,0.58407,0.64297,0.52517,1
2021,01,073,race-ethnicity,Other Races and Ethnicities,0.77555,0.81594,0.73517,1
2021,01,073,race-ethnicity,"White, Non-Hispanic",0.76365,0.77406,0.75324,1
2021,01,075,all,All,0.45991,0.47948,0.44034,2
2021,01,075,race-ethnicity,"Black, Non-Hispanic",0.38374,0.46429,0.30318,2
2021,01,075,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,075,race-ethnicity,Other Races and Ethnicities,0.49999,0.61549,0.38450,3
2021,01,075,race-ethnicity,"White, Non-Hispanic",0.46765,0.48823,0.44708,2
2021,01,077,all,All,0.47946,0.49556,0.46337,2
2021,01,077,race-ethnicity,"Black, Non-Hispanic",0.40364,0.45897,0.34830,2
2021,01,077,race-ethnicity,Hispanic,0.39304,0.49627,0.28981,3
2021,01,077,race-ethnicity,Other Races and Ethnicities,0.41897,0.52147,0.31646,3
2021,01,077,race-ethnicity,"White, Non-Hispanic",0.49536,0.51262,0.47810,2
2021,01,079,all,All,0.55655,0.57485,0.53824,2
2021,01,079,race-ethnicity,"Black, Non-Hispanic",0.51172,0.56810,0.45535,2
2021,01,079,race-ethnicity,Hispanic,0.51324,0.62561,0.40086,3
2021,01,079,race-ethnicity,Other Races and Ethnicities,0.51269,0.59997,0.42542,2
2021,01,079,race-ethnicity,"White, Non-Hispanic",0.56846,0.58859,0.54833,2
2021,01,081,all,All,0.69893,0.71890,0.67897,1
2021,01,081,race-ethnicity,"Black, Non-Hispanic",0.58365,0.63699,0.53030,1
2021,01,081,race-ethnicity,Hispanic,0.75704,0.86937,0.64471,3
2021,01,081,race-ethnicity,Other Races and Ethnicities,0.70000,0.77484,0.62515,1
2021,01,081,race-ethnicity,"White, Non-Hispanic",0.73213,0.75454,0.70972,1
2021,01,083,all,All,0.71527,0.73242,0.69811,2
2021,01,083,race-ethnicity,"Black, Non-Hispanic",0.70147,0.75209,0.65085,2
2021,01,083,race-ethnicity,Hispanic,0.71464,0.82119,0.60809,3
2021,01,083,race-ethnicity,Other Races and Ethnicities,0.74681,0.82243,0.67118,2
2021,01,083,race-ethnicity,"White, Non-Hispanic",0.71650,0.73556,0.69744,2
2021,01,085,all,All,0.66990,0.68665,0.65314,2
2021,01,085,race-ethnicity,"Black, Non-Hispanic",0.52837,0.56292,0.49382,2
2021,01,085,race-ethnicity,Hispanic,0.70904,0.83370,0.58438,3
2021,01,085,race-ethnicity,Other Races and Ethnicities,0.66549,0.77682,0.55416,3
2021,01,085,race-ethnicity,"White, Non-Hispanic",0.72441,0.74350,0.70532,2
2021,01,087,all,All,0.46716,0.48497,0.44935,2
2021,01,087,race-ethnicity,"Black, Non-Hispanic",0.39410,0.42054,0.36766,2
2021,01,087,race-ethnicity,Hispanic,0.40883,0.54510,0.27256,3
2021,01,087,race-ethnicity,Other Races and Ethnicities,0.54398,0.64210,0.44587,3
2021,01,087,race-ethnicity,"White, Non-Hispanic",0.54702,0.57178,0.52226,2
2021,01,089,all,All,0.76216,0.77008,0.75424,1
2021,01,089,race-ethnicity,"Black, Non-Hispanic",0.68966,0.71414,0.66518,1
2021,01,089,race-ethnicity,Hispanic,0.65756,0.70377,0.61134,1
2021,01,089,race-ethnicity,Other Races and Ethnicities,0.80182,0.83690,0.76674,1
2021,01,089,race-ethnicity,"White, Non-Hispanic",0.79181,0.80028,0.78334,1
2021,01,091,all,All,0.39738,0.41711,0.37765,2
2021,01,091,race-ethnicity,"Black, Non-Hispanic",0.36527,0.39283,0.33770,2
2021,01,091,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,091,race-ethnicity,Other Races and Ethnicities,0.37453,0.53722,0.21184,3
2021,01,091,race-ethnicity,"White, Non-Hispanic",0.44761,0.47646,0.41875,2
2021,01,093,all,All,0.46523,0.47765,0.45280,2
2021,01,093,race-ethnicity,"Black, Non-Hispanic",0.39132,0.43682,0.34582,2
2021,01,093,race-ethnicity,Hispanic,0.33405,0.42342,0.24468,2
2021,01,093,race-ethnicity,Other Races and Ethnicities,0.48085,0.55803,0.40367,2
2021,01,093,race-ethnicity,"White, Non-Hispanic",0.47478,0.48800,0.46156,2
2021,01,095,all,All,0.69652,0.71075,0.68229,1
2021,01,095,race-ethnicity,"Black, Non-Hispanic",0.63804,0.72996,0.54612,1
2021,01,095,race-ethnicity,Hispanic,0.51795,0.59489,0.44100,1
2021,01,095,race-ethnicity,Other Races and Ethnicities,0.70897,0.78991,0.62803,1
2021,01,095,race-ethnicity,"White, Non-Hispanic",0.71254,0.72728,0.69780,1
2021,01,097,all,All,0.56692,0.57841,0.55542,1
2021,01,097,race-ethnicity,"Black, Non-Hispanic",0.46313,0.48293,0.44333,1
2021,01,097,race-ethnicity,Hispanic,0.53613,0.62252,0.44973,1
2021,01,097,race-ethnicity,Other Races and Ethnicities,0.66239,0.71739,0.60739,1
2021,01,097,race-ethnicity,"White, Non-Hispanic",0.62380,0.63831,0.60930,1
2021,01,099,all,All,0.32013,0.33730,0.30296,2
2021,01,099,race-ethnicity,"Black, Non-Hispanic",0.25078,0.27870,0.22286,2
2021,01,099,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,099,race-ethnicity,Other Races and Ethnicities,0.42384,0.50911,0.33856,2
2021,01,099,race-ethnicity,"White, Non-Hispanic",0.35700,0.37943,0.33458,2
2021,01,101,all,All,0.71237,0.72348,0.70127,1
2021,01,101,race-ethnicity,"Black, Non-Hispanic",0.65389,0.67274,0.63504,1
2021,01,101,race-ethnicity,Hispanic,0.59015,0.67104,0.50926,1
2021,01,101,race-ethnicity,Other Races and Ethnicities,0.74612,0.80039,0.69184,1
2021,01,101,race-ethnicity,"White, Non-Hispanic",0.79292,0.80627,0.77958,1
2021,01,103,all,All,0.55655,0.57485,0.53824,1
2021,01,103,race-ethnicity,"Black, Non-Hispanic",0.51172,0.56810,0.45535,1
2021,01,103,race-ethnicity,Hispanic,0.51324,0.62561,0.40086,3
2021,01,103,race-ethnicity,Other Races and Ethnicities,0.51269,0.59997,0.42542,1
2021,01,103,race-ethnicity,"White, Non-Hispanic",0.56846,0.58859,0.54833,1
2021,01,105,all,All,0.39738,0.41711,0.37765,2
2021,01,105,race-ethnicity,"Black, Non-Hispanic",0.36527,0.39283,0.33770,2
2021,01,105,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,105,race-ethnicity,Other Races and Ethnicities,0.37453,0.53722,0.21184,3
2021,01,105,race-ethnicity,"White, Non-Hispanic",0.44761,0.47646,0.41875,2
2021,01,107,all,All,0.60862,0.62963,0.58761,2
2021,01,107,race-ethnicity,"Black, Non-Hispanic",0.57695,0.62580,0.52811,2
2021,01,107,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,107,race-ethnicity,Other Races and Ethnicities,0.72636,0.85520,0.59753,3
2021,01,107,race-ethnicity,"White, Non-Hispanic",0.61403,0.63782,0.59024,2
2021,01,109,all,All,0.46716,0.48497,0.44935,2
2021,01,109,race-ethnicity,"Black, Non-Hispanic",0.39410,0.42054,0.36766,2
2021,01,109,race-ethnicity,Hispanic,0.40883,0.54510,0.27256,3
2021,01,109,race-ethnicity,Other Races and Ethnicities,0.54398,0.64210,0.44587,3
2021,01,109,race-ethnicity,"White, Non-Hispanic",0.54702,0.57178,0.52226,2
2021,01,111,all,All,0.49227,0.50990,0.47464,2
2021,01,111,race-ethnicity,"Black, Non-Hispanic",0.45747,0.50063,0.41432,2
2021,01,111,race-ethnicity,Hispanic,0.42888,0.56606,0.29170,3
2021,01,111,race-ethnicity,Other Races and Ethnicities,0.56298,0.66781,0.45814,3
2021,01,111,race-ethnicity,"White, Non-Hispanic",0.50167,0.52151,0.48184,2
2021,01,113,all,All,0.46716,0.48497,0.44935,2
2021,01,113,race-ethnicity,"Black, Non-Hispanic",0.39410,0.42054,0.36766,2
2021,01,113,race-ethnicity,Hispanic,0.40883,0.54510,0.27256,3
2021,01,113,race-ethnicity,Other Races and Ethnicities,0.54398,0.64210,0.44587,3
2021,01,113,race-ethnicity,"White, Non-Hispanic",0.54702,0.57178,0.52226,2
2021,01,115,all,All,0.59472,0.61418,0.57526,2
2021,01,115,race-ethnicity,"Black, Non-Hispanic",0.58558,0.68624,0.48491,3
2021,01,115,race-ethnicity,Hispanic,0.34367,0.44908,0.23827,3
2021,01,115,race-ethnicity,Other Races and Ethnicities,0.73405,0.85082,0.61727,3
2021,01,115,race-ethnicity,"White, Non-Hispanic",0.60333,0.62368,0.58298,2
2021,01,117,all,All,0.79390,0.80655,0.78125,1
2021,01,117,race-ethnicity,"Black, Non-Hispanic",0.75689,0.80303,0.71075,1
2021,01,117,race-ethnicity,Hispanic,0.67046,0.75637,0.58455,1
2021,01,117,race-ethnicity,Other Races and Ethnicities,0.84046,0.89811,0.78282,1
2021,01,117,race-ethnicity,"White, Non-Hispanic",0.80427,0.81776,0.79078,1
2021,01,119,all,All,0.39738,0.41711,0.37765,2
2021,01,119,race-ethnicity,"Black, Non-Hispanic",0.36527,0.39283,0.33770,2
2021,01,119,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,119,race-ethnicity,Other Races and Ethnicities,0.37453,0.53722,0.21184,3
2021,01,119,race-ethnicity,"White, Non-Hispanic",0.44761,0.47646,0.41875,2
2021,01,121,all,All,0.49227,0.50990,0.47464,2
2021,01,121,race-ethnicity,"Black, Non-Hispanic",0.45747,0.50063,0.41432,2
2021,01,121,race-ethnicity,Hispanic,0.42888,0.56606,0.29170,3
2021,01,121,race-ethnicity,Other Races and Ethnicities,0.56298,0.66781,0.45814,3
2021,01,121,race-ethnicity,"White, Non-Hispanic",0.50167,0.52151,0.48184,2
2021,01,123,all,All,0.50174,0.52159,0.48188,2
2021,01,123,race-ethnicity,"Black, Non-Hispanic",0.47004,0.51357,0.42651,2
2021,01,123,race-ethnicity,Hispanic,0.40211,0.54380,0.26041,3
2021,01,123,race-ethnicity,Other Races and Ethnicities,0.68067,0.80065,0.56068,3
2021,01,123,race-ethnicity,"White, Non-Hispanic",0.51105,0.53397,0.48813,2
2021,01,125,all,All,0.64946,0.66461,0.63431,1
2021,01,125,race-ethnicity,"Black, Non-Hispanic",0.60010,0.63009,0.57011,1
2021,01,125,race-ethnicity,Hispanic,0.49733,0.61282,0.38184,3
2021,01,125,race-ethnicity,Other Races and Ethnicities,0.70486,0.79210,0.61761,1
2021,01,125,race-ethnicity,"White, Non-Hispanic",0.68094,0.69882,0.66305,1
2021,01,127,all,All,0.45991,0.47948,0.44034,2
2021,01,127,race-ethnicity,"Black, Non-Hispanic",0.38374,0.46429,0.30318,2
2021,01,127,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,127,race-ethnicity,Other Races and Ethnicities,0.49999,0.61549,0.38450,3
2021,01,127,race-ethnicity,"White, Non-Hispanic",0.46765,0.48823,0.44708,2
2021,01,129,all,All,0.32013,0.33730,0.30296,2
2021,01,129,race-ethnicity,"Black, Non-Hispanic",0.25078,0.27870,0.22286,2
2021,01,129,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,129,race-ethnicity,Other Races and Ethnicities,0.42384,0.50911,0.33856,2
2021,01,129,race-ethnicity,"White, Non-Hispanic",0.35700,0.37943,0.33458,2
2021,01,131,all,All,0.32013,0.33730,0.30296,2
2021,01,131,race-ethnicity,"Black, Non-Hispanic",0.25078,0.27870,0.22286,2
2021,01,131,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,131,race-ethnicity,Other Races and Ethnicities,0.42384,0.50911,0.33856,2
2021,01,131,race-ethnicity,"White, Non-Hispanic",0.35700,0.37943,0.33458,2
2021,01,133,all,All,0.49614,0.51641,0.47587,2
2021,01,133,race-ethnicity,"Black, Non-Hispanic",0.24324,0.38745,0.09902,3
2021,01,133,race-ethnicity,Hispanic,0.56919,0.72875,0.40962,3
2021,01,133,race-ethnicity,Other Races and Ethnicities,0.64756,0.75427,0.54085,3
2021,01,133,race-ethnicity,"White, Non-Hispanic",0.49029,0.51124,0.46935,2
2021,02,013,all,All,0.47464,0.49093,0.45835,2
2021,02,013,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,013,race-ethnicity,Hispanic,0.66262,0.76434,0.56090,3
2021,02,013,race-ethnicity,Other Races and Ethnicities,0.35948,0.37872,0.34023,2
2021,02,013,race-ethnicity,"White, Non-Hispanic",0.64950,0.67745,0.62156,2
2021,02,016,all,All,0.47464,0.49093,0.45835,2
2021,02,016,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,016,race-ethnicity,Hispanic,0.66262,0.76434,0.56090,3
2021,02,016,race-ethnicity,Other Races and Ethnicities,0.35948,0.37872,0.34023,2
2021,02,016,race-ethnicity,"White, Non-Hispanic",0.64950,0.67745,0.62156,2
2021,02,020,all,All,0.75945,0.77647,0.74243,1
2021,02,020,race-ethnicity,"Black, Non-Hispanic",0.79401,0.88155,0.70648,3
2021,02,020,race-ethnicity,Hispanic,0.71546,0.78369,0.64723,1
2021,02,020,race-ethnicity,Other Races and Ethnicities,0.68570,0.72794,0.64346,1
2021,02,020,race-ethnicity,"White, Non-Hispanic",0.78523,0.80470,0.76576,1
2021,02,050,all,All,0.47464,0.49093,0.45835,2
2021,02,050,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
