year,state,county,subgroup_type,subgroup,lbw,lbw_lb,lbw_ub,lbw_quality
2018,01,017,race-ethnicity,Other Races and Ethnicities,.10458715,.078894518,.13027979,3
2018,01,017,race-ethnicity,"White, Non-Hispanic",.086104907,.081647351,.090562463,3
2018,01,019,all,All,.10073359,.09678819,.10467898,3
2018,01,019,race-ethnicity,"Black, Non-Hispanic",.15997504,.14961191,.17033817,3
2018,01,019,race-ethnicity,Hispanic,.064606741,.05318632,.076027162,3
2018,01,019,race-ethnicity,Other Races and Ethnicities,.10458715,.078894518,.13027979,3
2018,01,019,race-ethnicity,"White, Non-Hispanic",.086104907,.081647351,.090562463,3
2018,01,021,all,All,.10073359,.09678819,.10467898,3
2018,01,021,race-ethnicity,"Black, Non-Hispanic",.15997504,.14961191,.17033817,3
2018,01,021,race-ethnicity,Hispanic,.064606741,.05318632,.076027162,3
2018,01,021,race-ethnicity,Other Races and Ethnicities,.10458715,.078894518,.13027979,3
2018,01,021,race-ethnicity,"White, Non-Hispanic",.086104907,.081647351,.090562463,3
2018,01,023,all,All,.10073359,.09678819,.10467898,3
2018,01,023,race-ethnicity,"Black, Non-Hispanic",.15997504,.14961191,.17033817,3
2018,01,023,race-ethnicity,Hispanic,.064606741,.05318632,.076027162,3
2018,01,023,race-ethnicity,Other Races and Ethnicities,.10458715,.078894518,.13027979,3
2018,01,023,race-ethnicity,"White, Non-Hispanic",.086104907,.081647351,.090562463,3
2018,01,025,all,All,.10073359,.09678819,.10467898,3
2018,01,025,race-ethnicity,"Black, Non-Hispanic",.15997504,.14961191,.17033817,3
2018,01,025,race-ethnicity,Hispanic,.064606741,.05318632,.076027162,3
2018,01,025,race-ethnicity,Other Races and Ethnicities,.10458715,.078894518,.13027979,3
2018,01,025,race-ethnicity,"White, Non-Hispanic",.086104907,.081647351,.090562463,3
2018,01,027,all,All,.10073359,.09678819,.10467898,3
2018,01,027,race-ethnicity,"Black, Non-Hispanic",.15997504,.14961191,.17033817,3
2018,01,027,race-ethnicity,Hispanic,.064606741,.05318632,.076027162,3
2018,01,027,race-ethnicity,Other Races and Ethnicities,.10458715,.078894518,.13027979,3
2018,01,027,race-ethnicity,"White, Non-Hispanic",.086104907,.081647351,.090562463,3
2018,01,029,all,All,.10073359,.09678819,.10467898,3
2018,01,029,race-ethnicity,"Black, Non-Hispanic",.15997504,.14961191,.17033817,3
2018,01,029,race-ethnicity,Hispanic,.064606741,.05318632,.076027162,3
2018,01,029,race-ethnicity,Other Races and Ethnicities,.10458715,.078894518,.13027979,3
2018,01,029,race-ethnicity,"White, Non-Hispanic",.086104907,.081647351,.090562463,3
2018,01,031,all,All,.10073359,.09678819,.10467898,3
2018,01,031,race-ethnicity,"Black, Non-Hispanic",.15997504,.14961191,.17033817,3
2018,01,031,race-ethnicity,Hispanic,.064606741,.05318632,.076027162,3
2018,01,031,race-ethnicity,Other Races and Ethnicities,.10458715,.078894518,.13027979,3
2018,01,031,race-ethnicity,"White, Non-Hispanic",.086104907,.081647351,.090562463,3
2018,01,033,all,All,.10073359,.09678819,.10467898,3
2018,01,033,race-ethnicity,"Black, Non-Hispanic",.15997504,.14961191,.17033817,3
2018,01,033,race-ethnicity,Hispanic,.064606741,.05318632,.076027162,3
2018,01,033,race-ethnicity,Other Races and Ethnicities,.10458715,.078894518,.13027979,3
2018,01,033,race-ethnicity,"White, Non-Hispanic",.086104907,.081647351,.090562463,3
2018,01,035,all,All,.10073359,.09678819,.10467898,3
2018,01,035,race-ethnicity,"Black, Non-Hispanic",.15997504,.14961191,.17033817,3
2018,01,035,race-ethnicity,Hispanic,.064606741,.05318632,.076027162,3
2018,01,035,race-ethnicity,Other Races and Ethnicities,.10458715,.078894518,.13027979,3
2018,01,035,race-ethnicity,"White, Non-Hispanic",.086104907,.081647351,.090562463,3
2018,01,037,all,All,.10073359,.09678819,.10467898,3
2018,01,037,race-ethnicity,"Black, Non-Hispanic",.15997504,.14961191,.17033817,3
2018,01,037,race-ethnicity,Hispanic,.064606741,.05318632,.076027162,3
2018,01,037,race-ethnicity,Other Races and Ethnicities,.10458715,.078894518,.13027979,3
2018,01,037,race-ethnicity,"White, Non-Hispanic",.086104907,.081647351,.090562463,3
2018,01,039,all,All,.10073359,.09678819,.10467898,3
2018,01,039,race-ethnicity,"Black, Non-Hispanic",.15997504,.14961191,.17033817,3
2018,01,039,race-ethnicity,Hispanic,.064606741,.05318632,.076027162,3
2018,01,039,race-ethnicity,Other Races and Ethnicities,.10458715,.078894518,.13027979,3
2018,01,039,race-ethnicity,"White, Non-Hispanic",.086104907,.081647351,.090562463,3
2018,01,041,all,All,.10073359,.09678819,.10467898,3
2018,01,041,race-ethnicity,"Black, Non-Hispanic",.15997504,.14961191,.17033817,3
2018,01,041,race-ethnicity,Hispanic,.064606741,.05318632,.076027162,3
2018,01,041,race-ethnicity,Other Races and Ethnicities,.10458715,.078894518,.13027979,3
2018,01,041,race-ethnicity,"White, Non-Hispanic",.086104907,.081647351,.090562463,3
2018,01,043,all,All,.10073359,.09678819,.10467898,3
2018,01,043,race-ethnicity,"Black, Non-Hispanic",.15997504,.14961191,.17033817,3
2018,01,043,race-ethnicity,Hispanic,.064606741,.05318632,.076027162,3
2018,01,043,race-ethnicity,Other Races and Ethnicities,.10458715,.078894518,.13027979,3
2018,01,043,race-ethnicity,"White, Non-Hispanic",.086104907,.081647351,.090562463,3
2018,01,045,all,All,.10073359,.09678819,.10467898,3
2018,01,045,race-ethnicity,"Black, Non-Hispanic",.15997504,.14961191,.17033817,3
2018,01,045,race-ethnicity,Hispanic,.064606741,.05318632,.076027162,3
2018,01,045,race-ethnicity,Other Races and Ethnicities,.10458715,.078894518,.13027979,3
2018,01,045,race-ethnicity,"White, Non-Hispanic",.086104907,.081647351,.090562463,3
2018,01,047,all,All,.10073359,.09678819,.10467898,3
2018,01,047,race-ethnicity,"Black, Non-Hispanic",.15997504,.14961191,.17033817,3
2018,01,047,race-ethnicity,Hispanic,.064606741,.05318632,.076027162,3
2018,01,047,race-ethnicity,Other Races and Ethnicities,.10458715,.078894518,.13027979,3
2018,01,047,race-ethnicity,"White, Non-Hispanic",.086104907,.081647351,.090562463,3
2018,01,049,all,All,.10073359,.09678819,.10467898,3
2018,01,049,race-ethnicity,"Black, Non-Hispanic",.15997504,.14961191,.17033817,3
2018,01,049,race-ethnicity,Hispanic,.064606741,.05318632,.076027162,3
2018,01,049,race-ethnicity,Other Races and Ethnicities,.10458715,.078894518,.13027979,3
2018,01,049,race-ethnicity,"White, Non-Hispanic",.086104907,.081647351,.090562463,3
2018,01,051,all,All,.10073359,.09678819,.10467898,3
2018,01,051,race-ethnicity,"Black, Non-Hispanic",.15997504,.14961191,.17033817,3
2018,01,051,race-ethnicity,Hispanic,.064606741,.05318632,.076027162,3
2018,01,051,race-ethnicity,Other Races and Ethnicities,.10458715,.078894518,.13027979,3
2018,01,051,race-ethnicity,"White, Non-Hispanic",.086104907,.081647351,.090562463,3
2018,01,053,all,All,.10073359,.09678819,.10467898,3
2018,01,053,race-ethnicity,"Black, Non-Hispanic",.15997504,.14961191,.17033817,3
2018,01,053,race-ethnicity,Hispanic,.064606741,.05318632,.076027162,3
2018,01,053,race-ethnicity,Other Races and Ethnicities,.10458715,.078894518,.13027979,3
2018,01,053,race-ethnicity,"White, Non-Hispanic",.086104907,.081647351,.090562463,3
2018,01,055,all,All,.10663308,.089103922,.12416224,1
2018,01,055,race-ethnicity,"Black, Non-Hispanic",.16826923,.11742776,.21911071,1
2018,01,055,race-ethnicity,Hispanic,,,,3
2018,01,055,race-ethnicity,Other Races and Ethnicities,,,,3
2018,01,055,race-ethnicity,"White, Non-Hispanic",.097303636,.077414453,.11719282,1
2018,01,057,all,All,.10073359,.09678819,.10467898,3
2018,01,057,race-ethnicity,"Black, Non-Hispanic",.15997504,.14961191,.17033817,3
2018,01,057,race-ethnicity,Hispanic,.064606741,.05318632,.076027162,3
2018,01,057,race-ethnicity,Other Races and Ethnicities,.10458715,.078894518,.13027979,3
2018,01,057,race-ethnicity,"White, Non-Hispanic",.086104907,.081647351,.090562463,3
2018,01,059,all,All,.10073359,.09678819,.10467898,3
2018,01,059,race-ethnicity,"Black, Non-Hispanic",.15997504,.14961191,.17033817,3
2018,01,059,race-ethnicity,Hispanic,.064606741,.05318632,.076027162,3
2018,01,059,race-ethnicity,Other Races and Ethnicities,.10458715,.078894518,.13027979,3
2018,01,059,race-ethnicity,"White, Non-Hispanic",.086104907,.081647351,.090562463,3
2018,01,061,all,All,.10073359,.09678819,.10467898,3
2018,01,061,race-ethnicity,"Black, Non-Hispanic",.15997504,.14961191,.17033817,3
2018,01,061,race-ethnicity,Hispanic,.064606741,.05318632,.076027162,3
2018,01,061,race-ethnicity,Other Races and Ethnicities,.10458715,.078894518,.13027979,3
2018,01,061,race-ethnicity,"White, Non-Hispanic",.086104907,.081647351,.090562463,3
2018,01,063,all,All,.10073359,.09678819,.10467898,3
2018,01,063,race-ethnicity,"Black, Non-Hispanic",.15997504,.14961191,.17033817,3
2018,01,063,race-ethnicity,Hispanic,.064606741,.05318632,.076027162,3
2018,01,063,race-ethnicity,Other Races and Ethnicities,.10458715,.078894518,.13027979,3
2018,01,063,race-ethnicity,"White, Non-Hispanic",.086104907,.081647351,.090562463,3
2018,01,065,all,All,.10073359,.09678819,.10467898,3
2018,01,065,race-ethnicity,"Black, Non-Hispanic",.15997504,.14961191,.17033817,3
2018,01,065,race-ethnicity,Hispanic,.064606741,.05318632,.076027162,3
2018,01,065,race-ethnicity,Other Races and Ethnicities,.10458715,.078894518,.13027979,3
2018,01,065,race-ethnicity,"White, Non-Hispanic",.086104907,.081647351,.090562463,3
2018,01,067,all,All,.10073359,.09678819,.10467898,3
2018,01,067,race-ethnicity,"Black, Non-Hispanic",.15997504,.14961191,.17033817,3
2018,01,067,race-ethnicity,Hispanic,.064606741,.05318632,.076027162,3
2018,01,067,race-ethnicity,Other Races and Ethnicities,.10458715,.078894518,.13027979,3
2018,01,067,race-ethnicity,"White, Non-Hispanic",.086104907,.081647351,.090562463,3
2018,01,069,all,All,.10672515,.090363055,.12308724,1
2018,01,069,race-ethnicity,"Black, Non-Hispanic",.16049382,.12785916,.19312848,1
2018,01,069,race-ethnicity,Hispanic,,,,3
2018,01,069,race-ethnicity,Other Races and Ethnicities,,,,3
2018,01,069,race-ethnicity,"White, Non-Hispanic",.073697589,.055443015,.091952167,1
2018,01,071,all,All,.10073359,.09678819,.10467898,3
2018,01,071,race-ethnicity,"Black, Non-Hispanic",.15997504,.14961191,.17033817,3
2018,01,071,race-ethnicity,Hispanic,.064606741,.05318632,.076027162,3
2018,01,071,race-ethnicity,Other Races and Ethnicities,.10458715,.078894518,.13027979,3
2018,01,071,race-ethnicity,"White, Non-Hispanic",.086104907,.081647351,.090562463,3
2018,01,073,all,All,.11694936,.11008961,.12380911,1
2018,01,073,race-ethnicity,"Black, Non-Hispanic",.16461127,.15271048,.17651205,1
2018,01,073,race-ethnicity,Hispanic,.089939028,.068045616,.11183244,1
2018,01,073,race-ethnicity,Other Races and Ethnicities,.077669904,.047826633,.10751317,2
2018,01,073,race-ethnicity,"White, Non-Hispanic",.077129081,.068571553,.085686609,1
2018,01,075,all,All,.10073359,.09678819,.10467898,3
2018,01,075,race-ethnicity,"Black, Non-Hispanic",.15997504,.14961191,.17033817,3
2018,01,075,race-ethnicity,Hispanic,.064606741,.05318632,.076027162,3
2018,01,075,race-ethnicity,Other Races and Ethnicities,.10458715,.078894518,.13027979,3
2018,01,075,race-ethnicity,"White, Non-Hispanic",.086104907,.081647351,.090562463,3
2018,01,077,all,All,.10073359,.09678819,.10467898,3
2018,01,077,race-ethnicity,"Black, Non-Hispanic",.15997504,.14961191,.17033817,3
2018,01,077,race-ethnicity,Hispanic,.064606741,.05318632,.076027162,3
2018,01,077,race-ethnicity,Other Races and Ethnicities,.10458715,.078894518,.13027979,3
2018,01,077,race-ethnicity,"White, Non-Hispanic",.086104907,.081647351,.090562463,3
2018,01,079,all,All,.10073359,.09678819,.10467898,3
2018,01,079,race-ethnicity,"Black, Non-Hispanic",.15997504,.14961191,.17033817,3
2018,01,079,race-ethnicity,Hispanic,.064606741,.05318632,.076027162,3
2018,01,079,race-ethnicity,Other Races and Ethnicities,.10458715,.078894518,.13027979,3
2018,01,079,race-ethnicity,"White, Non-Hispanic",.086104907,.081647351,.090562463,3
2018,01,081,all,All,.098342538,.084623985,.11206109,1
2018,01,081,race-ethnicity,"Black, Non-Hispanic",.14056225,.11003533,.17108917,1
2018,01,081,race-ethnicity,Hispanic,.11206897,.05466269,.16947524,2
2018,01,081,race-ethnicity,Other Races and Ethnicities,.10752688,.044566017,.17048775,2
2018,01,081,race-ethnicity,"White, Non-Hispanic",.077202544,.061436184,.092968903,1
2018,01,083,all,All,.10073359,.09678819,.10467898,3
2018,01,083,race-ethnicity,"Black, Non-Hispanic",.15997504,.14961191,.17033817,3
2018,01,083,race-ethnicity,Hispanic,.064606741,.05318632,.076027162,3
2018,01,083,race-ethnicity,Other Races and Ethnicities,.10458715,.078894518,.13027979,3
2018,01,083,race-ethnicity,"White, Non-Hispanic",.086104907,.081647351,.090562463,3
2018,01,085,all,All,.10073359,.09678819,.10467898,3
2018,01,085,race-ethnicity,"Black, Non-Hispanic",.15997504,.14961191,.17033817,3
2018,01,085,race-ethnicity,Hispanic,.064606741,.05318632,.076027162,3
2018,01,085,race-ethnicity,Other Races and Ethnicities,.10458715,.078894518,.13027979,3
2018,01,085,race-ethnicity,"White, Non-Hispanic",.086104907,.081647351,.090562463,3
2018,01,087,all,All,.10073359,.09678819,.10467898,3
2018,01,087,race-ethnicity,"Black, Non-Hispanic",.15997504,.14961191,.17033817,3
2018,01,087,race-ethnicity,Hispanic,.064606741,.05318632,.076027162,3
2018,01,087,race-ethnicity,Other Races and Ethnicities,.10458715,.078894518,.13027979,3
2018,01,087,race-ethnicity,"White, Non-Hispanic",.086104907,.081647351,.090562463,3
2018,01,089,all,All,.10607839,.096832179,.11532459,1
2018,01,089,race-ethnicity,"Black, Non-Hispanic",.17698413,.15591037,.19805789,1
2018,01,089,race-ethnicity,Hispanic,.097058825,.065591209,.12852645,1
2018,01,089,race-ethnicity,Other Races and Ethnicities,.083333336,.046474271,.1201924,2
2018,01,089,race-ethnicity,"White, Non-Hispanic",.072831422,.062528886,.083133958,1
2018,01,091,all,All,.10073359,.09678819,.10467898,3
2018,01,091,race-ethnicity,"Black, Non-Hispanic",.15997504,.14961191,.17033817,3
2018,01,091,race-ethnicity,Hispanic,.064606741,.05318632,.076027162,3
2018,01,091,race-ethnicity,Other Races and Ethnicities,.10458715,.078894518,.13027979,3
2018,01,091,race-ethnicity,"White, Non-Hispanic",.086104907,.081647351,.090562463,3
2018,01,093,all,All,.10073359,.09678819,.10467898,3
2018,01,093,race-ethnicity,"Black, Non-Hispanic",.15997504,.14961191,.17033817,3
2018,01,093,race-ethnicity,Hispanic,.064606741,.05318632,.076027162,3
2018,01,093,race-ethnicity,Other Races and Ethnicities,.10458715,.078894518,.13027979,3
2018,01,093,race-ethnicity,"White, Non-Hispanic",.086104907,.081647351,.090562463,3
2018,01,095,all,All,.10073359,.09678819,.10467898,3
2018,01,095,race-ethnicity,"Black, Non-Hispanic",.15997504,.14961191,.17033817,3
2018,01,095,race-ethnicity,Hispanic,.064606741,.05318632,.076027162,3
2018,01,095,race-ethnicity,Other Races and Ethnicities,.10458715,.078894518,.13027979,3
2018,01,095,race-ethnicity,"White, Non-Hispanic",.086104907,.081647351,.090562463,3
2018,01,097,all,All,.1298233,.12097731,.13866928,1
2018,01,097,race-ethnicity,"Black, Non-Hispanic",.17904291,.1637803,.19430551,1
2018,01,097,race-ethnicity,Hispanic,.076433122,.03487258,.11799367,2
2018,01,097,race-ethnicity,Other Races and Ethnicities,.125,.084486932,.16551307,1
2018,01,097,race-ethnicity,"White, Non-Hispanic",.08879023,.07806702,.099513441,1
2018,01,099,all,All,.10073359,.09678819,.10467898,3
2018,01,099,race-ethnicity,"Black, Non-Hispanic",.15997504,.14961191,.17033817,3
2018,01,099,race-ethnicity,Hispanic,.064606741,.05318632,.076027162,3
2018,01,099,race-ethnicity,Other Races and Ethnicities,.10458715,.078894518,.13027979,3
2018,01,099,race-ethnicity,"White, Non-Hispanic",.086104907,.081647351,.090562463,3
2018,01,101,all,All,.1351179,.12315699,.14707883,1
2018,01,101,race-ethnicity,"Black, Non-Hispanic",.16552399,.14940397,.18164401,1
2018,01,101,race-ethnicity,Hispanic,.05905512,.030064994,.088045247,2
2018,01,101,race-ethnicity,Other Races and Ethnicities,.15333334,.095671967,.21099471,2
2018,01,101,race-ethnicity,"White, Non-Hispanic",.06936416,.050433729,.088294588,1
2018,01,103,all,All,.092877097,.077843189,.10791101,1
2018,01,103,race-ethnicity,"Black, Non-Hispanic",.13392857,.089327469,.17852966,1
2018,01,103,race-ethnicity,Hispanic,.08677686,.051308688,.12224503,2
2018,01,103,race-ethnicity,Other Races and Ethnicities,,,,3
2018,01,103,race-ethnicity,"White, Non-Hispanic",.082519002,.064748414,.10028959,1
2018,01,105,all,All,.10073359,.09678819,.10467898,3
2018,01,105,race-ethnicity,"Black, Non-Hispanic",.15997504,.14961191,.17033817,3
2018,01,105,race-ethnicity,Hispanic,.064606741,.05318632,.076027162,3
2018,01,105,race-ethnicity,Other Races and Ethnicities,.10458715,.078894518,.13027979,3
2018,01,105,race-ethnicity,"White, Non-Hispanic",.086104907,.081647351,.090562463,3
2018,01,107,all,All,.10073359,.09678819,.10467898,3
2018,01,107,race-ethnicity,"Black, Non-Hispanic",.15997504,.14961191,.17033817,3
2018,01,107,race-ethnicity,Hispanic,.064606741,.05318632,.076027162,3
2018,01,107,race-ethnicity,Other Races and Ethnicities,.10458715,.078894518,.13027979,3
2018,01,107,race-ethnicity,"White, Non-Hispanic",.086104907,.081647351,.090562463,3
2018,01,109,all,All,.10073359,.09678819,.10467898,3
2018,01,109,race-ethnicity,"Black, Non-Hispanic",.15997504,.14961191,.17033817,3
2018,01,109,race-ethnicity,Hispanic,.064606741,.05318632,.076027162,3
2018,01,109,race-ethnicity,Other Races and Ethnicities,.10458715,.078894518,.13027979,3
2018,01,109,race-ethnicity,"White, Non-Hispanic",.086104907,.081647351,.090562463,3
2018,01,111,all,All,.10073359,.09678819,.10467898,3
2018,01,111,race-ethnicity,"Black, Non-Hispanic",.15997504,.14961191,.17033817,3
2018,01,111,race-ethnicity,Hispanic,.064606741,.05318632,.076027162,3
2018,01,111,race-ethnicity,Other Races and Ethnicities,.10458715,.078894518,.13027979,3
2018,01,111,race-ethnicity,"White, Non-Hispanic",.086104907,.081647351,.090562463,3
2018,01,113,all,All,.10073359,.09678819,.10467898,3
2018,01,113,race-ethnicity,"Black, Non-Hispanic",.15997504,.14961191,.17033817,3
2018,01,113,race-ethnicity,Hispanic,.064606741,.05318632,.076027162,3
2018,01,113,race-ethnicity,Other Races and Ethnicities,.10458715,.078894518,.13027979,3
2018,01,113,race-ethnicity,"White, Non-Hispanic",.086104907,.081647351,.090562463,3
2018,01,115,all,All,.10073359,.09678819,.10467898,3
2018,01,115,race-ethnicity,"Black, Non-Hispanic",.15997504,.14961191,.17033817,3
2018,01,115,race-ethnicity,Hispanic,.064606741,.05318632,.076027162,3
2018,01,115,race-ethnicity,Other Races and Ethnicities,.10458715,.078894518,.13027979,3
2018,01,115,race-ethnicity,"White, Non-Hispanic",.086104907,.081647351,.090562463,3
2018,01,117,all,All,.087633453,.075944446,.099322461,1
2018,01,117,race-ethnicity,"Black, Non-Hispanic",.1595092,.11976199,.19925641,1
2018,01,117,race-ethnicity,Hispanic,.08677686,.051308688,.12224503,2
2018,01,117,race-ethnicity,Other Races and Ethnicities,,,,3
2018,01,117,race-ethnicity,"White, Non-Hispanic",.073474474,.060713604,.086235344,1
2018,01,119,all,All,.10073359,.09678819,.10467898,3
2018,01,119,race-ethnicity,"Black, Non-Hispanic",.15997504,.14961191,.17033817,3
2018,01,119,race-ethnicity,Hispanic,.064606741,.05318632,.076027162,3
2018,01,119,race-ethnicity,Other Races and Ethnicities,.10458715,.078894518,.13027979,3
2018,01,119,race-ethnicity,"White, Non-Hispanic",.086104907,.081647351,.090562463,3
2018,01,121,all,All,.10073359,.09678819,.10467898,3
2018,01,121,race-ethnicity,"Black, Non-Hispanic",.15997504,.14961191,.17033817,3
2018,01,121,race-ethnicity,Hispanic,.064606741,.05318632,.076027162,3
2018,01,121,race-ethnicity,Other Races and Ethnicities,.10458715,.078894518,.13027979,3
2018,01,121,race-ethnicity,"White, Non-Hispanic",.086104907,.081647351,.090562463,3
2018,01,123,all,All,.10073359,.09678819,.10467898,3
2018,01,123,race-ethnicity,"Black, Non-Hispanic",.15997504,.14961191,.17033817,3
2018,01,123,race-ethnicity,Hispanic,.064606741,.05318632,.076027162,3
2018,01,123,race-ethnicity,Other Races and Ethnicities,.10458715,.078894518,.13027979,3
2018,01,123,race-ethnicity,"White, Non-Hispanic",.086104907,.081647351,.090562463,3
2018,01,125,all,All,.10370679,.0915116,.11590198,1
2018,01,125,race-ethnicity,"Black, Non-Hispanic",.16145308,.13854408,.18436208,1
2018,01,125,race-ethnicity,Hispanic,.055555556,.023649329,.087461784,2
2018,01,125,race-ethnicity,Other Races and Ethnicities,.175,.091736034,.25826395,2
2018,01,125,race-ethnicity,"White, Non-Hispanic",.056537103,.043082774,.069991432,1
2018,01,127,all,All,.10073359,.09678819,.10467898,3
2018,01,127,race-ethnicity,"Black, Non-Hispanic",.15997504,.14961191,.17033817,3
2018,01,127,race-ethnicity,Hispanic,.064606741,.05318632,.076027162,3
2018,01,127,race-ethnicity,Other Races and Ethnicities,.10458715,.078894518,.13027979,3
2018,01,127,race-ethnicity,"White, Non-Hispanic",.086104907,.081647351,.090562463,3
2018,01,129,all,All,.10073359,.09678819,.10467898,3
2018,01,129,race-ethnicity,"Black, Non-Hispanic",.15997504,.14961191,.17033817,3
2018,01,129,race-ethnicity,Hispanic,.064606741,.05318632,.076027162,3
2018,01,129,race-ethnicity,Other Races and Ethnicities,.10458715,.078894518,.13027979,3
2018,01,129,race-ethnicity,"White, Non-Hispanic",.086104907,.081647351,.090562463,3
2018,01,131,all,All,.10073359,.09678819,.10467898,3
2018,01,131,race-ethnicity,"Black, Non-Hispanic",.15997504,.14961191,.17033817,3
2018,01,131,race-ethnicity,Hispanic,.064606741,.05318632,.076027162,3
2018,01,131,race-ethnicity,Other Races and Ethnicities,.10458715,.078894518,.13027979,3
2018,01,131,race-ethnicity,"White, Non-Hispanic",.086104907,.081647351,.090562463,3
2018,01,133,all,All,.10073359,.09678819,.10467898,3
2018,01,133,race-ethnicity,"Black, Non-Hispanic",.15997504,.14961191,.17033817,3
2018,01,133,race-ethnicity,Hispanic,.064606741,.05318632,.076027162,3
2018,01,133,race-ethnicity,Other Races and Ethnicities,.10458715,.078894518,.13027979,3
2018,01,133,race-ethnicity,"White, Non-Hispanic",.086104907,.081647351,.090562463,3
2018,02,013,all,All,.052890126,.047276679,.058503572,3
2018,02,013,race-ethnicity,"Black, Non-Hispanic",.097087376,.039907698,.15426706,3
2018,02,013,race-ethnicity,Hispanic,.046195652,.02474886,.067642443,3
2018,02,013,race-ethnicity,Other Races and Ethnicities,.062149331,.052318774,.071979888,3
2018,02,013,race-ethnicity,"White, Non-Hispanic",.044506691,.037376072,.051637311,3
2018,02,016,all,All,.052890126,.047276679,.058503572,3
2018,02,016,race-ethnicity,"Black, Non-Hispanic",.097087376,.039907698,.15426706,3
2018,02,016,race-ethnicity,Hispanic,.046195652,.02474886,.067642443,3
2018,02,016,race-ethnicity,Other Races and Ethnicities,.062149331,.052318774,.071979888,3
2018,02,016,race-ethnicity,"White, Non-Hispanic",.044506691,.037376072,.051637311,3
2018,02,020,all,All,.067203626,.059418123,.074989125,1
2018,02,020,race-ethnicity,"Black, Non-Hispanic",.14124294,.089934595,.19255127,2
2018,02,020,race-ethnicity,Hispanic,.068649888,.044942062,.092357717,1
2018,02,020,race-ethnicity,Other Races and Ethnicities,.072425246,.059330191,.085520297,1
2018,02,020,race-ethnicity,"White, Non-Hispanic",.055314533,.044880822,.065748245,1
2018,02,050,all,All,.052890126,.047276679,.058503572,3
2018,02,050,race-ethnicity,"Black, Non-Hispanic",.097087376,.039907698,.15426706,3
