year,state,county,subgroup_type,subgroup,share_medical_debt_coll,share_medical_debt_coll_quality
2023,01,093,race-ethnicity,White neighborhoods,0.0406593,1
2023,01,095,all,All,0.0831117,1
2023,01,095,race-ethnicity,Neighborhoods of color,NA,NA
2023,01,095,race-ethnicity,White neighborhoods,0.0831117,1
2023,01,097,all,All,0.0798892,1
2023,01,097,race-ethnicity,Neighborhoods of color,0.1123401,1
2023,01,097,race-ethnicity,White neighborhoods,0.0620451,1
2023,01,099,all,All,0.1086956,1
2023,01,099,race-ethnicity,Neighborhoods of color,0.1166253,1
2023,01,099,race-ethnicity,White neighborhoods,0.0954357,1
2023,01,101,all,All,0.0586875,1
2023,01,101,race-ethnicity,Neighborhoods of color,0.0644155,1
2023,01,101,race-ethnicity,White neighborhoods,0.0374404,1
2023,01,103,all,All,0.0877014,1
2023,01,103,race-ethnicity,Neighborhoods of color,0.1027858,1
2023,01,103,race-ethnicity,White neighborhoods,0.08223,1
2023,01,105,all,All,0.0675105,1
2023,01,105,race-ethnicity,Neighborhoods of color,0.0675105,1
2023,01,105,race-ethnicity,White neighborhoods,NA,NA
2023,01,107,all,All,0.0598911,1
2023,01,107,race-ethnicity,Neighborhoods of color,0.0686695,1
2023,01,107,race-ethnicity,White neighborhoods,0.0534591,1
2023,01,109,all,All,0.131019,1
2023,01,109,race-ethnicity,Neighborhoods of color,NA,NA
2023,01,109,race-ethnicity,White neighborhoods,0.131019,1
2023,01,111,all,All,0.0790569,1
2023,01,111,race-ethnicity,Neighborhoods of color,NA,NA
2023,01,111,race-ethnicity,White neighborhoods,0.0790569,1
2023,01,113,all,All,0.1095968,1
2023,01,113,race-ethnicity,Neighborhoods of color,0.1133263,1
2023,01,113,race-ethnicity,White neighborhoods,0.1054591,1
2023,01,115,all,All,0.05625,1
2023,01,115,race-ethnicity,Neighborhoods of color,NA,NA
2023,01,115,race-ethnicity,White neighborhoods,0.0564067,1
2023,01,117,all,All,0.0547021,1
2023,01,117,race-ethnicity,Neighborhoods of color,NA,NA
2023,01,117,race-ethnicity,White neighborhoods,0.0544512,1
2023,01,119,all,All,0.0537313,1
2023,01,119,race-ethnicity,Neighborhoods of color,0.0545455,1
2023,01,119,race-ethnicity,White neighborhoods,NA,NA
2023,01,121,all,All,0.1145038,1
2023,01,121,race-ethnicity,Neighborhoods of color,0.1370787,1
2023,01,121,race-ethnicity,White neighborhoods,0.1019387,1
2023,01,123,all,All,0.0392593,1
2023,01,123,race-ethnicity,Neighborhoods of color,0.0344828,1
2023,01,123,race-ethnicity,White neighborhoods,0.0395883,1
2023,01,125,all,All,0.0362982,1
2023,01,125,race-ethnicity,Neighborhoods of color,0.0334113,1
2023,01,125,race-ethnicity,White neighborhoods,0.039065,1
2023,01,127,all,All,0.0991401,1
2023,01,127,race-ethnicity,Neighborhoods of color,NA,NA
2023,01,127,race-ethnicity,White neighborhoods,0.0991401,1
2023,01,129,all,All,0.0761523,1
2023,01,129,race-ethnicity,Neighborhoods of color,0.0827068,1
2023,01,129,race-ethnicity,White neighborhoods,0.0737705,1
2023,01,131,all,All,0.0422535,1
2023,01,131,race-ethnicity,Neighborhoods of color,0.041791,1
2023,01,131,race-ethnicity,White neighborhoods,NA,NA
2023,01,133,all,All,0.0696721,1
2023,01,133,race-ethnicity,Neighborhoods of color,NA,NA
2023,01,133,race-ethnicity,White neighborhoods,0.0696721,1
2023,02,013,all,All,NA,NA
2023,02,013,race-ethnicity,Neighborhoods of color,NA,NA
2023,02,013,race-ethnicity,White neighborhoods,NA,NA
2023,02,016,all,All,0.0740741,1
2023,02,016,race-ethnicity,Neighborhoods of color,0.0740741,1
2023,02,016,race-ethnicity,White neighborhoods,NA,NA
2023,02,020,all,All,0.037421,1
2023,02,020,race-ethnicity,Neighborhoods of color,0.0546407,1
2023,02,020,race-ethnicity,White neighborhoods,0.029386,1
2023,02,050,all,All,0.0215827,1
2023,02,050,race-ethnicity,Neighborhoods of color,0.0218978,1
2023,02,050,race-ethnicity,White neighborhoods,NA,NA
2023,02,060,all,All,NA,NA
2023,02,060,race-ethnicity,Neighborhoods of color,NA,NA
2023,02,060,race-ethnicity,White neighborhoods,NA,NA
2023,02,063,all,All,0.010929,1
2023,02,063,race-ethnicity,Neighborhoods of color,NA,NA
2023,02,063,race-ethnicity,White neighborhoods,0.0057143,1
2023,02,066,all,All,0.0135135,1
2023,02,066,race-ethnicity,Neighborhoods of color,NA,NA
2023,02,066,race-ethnicity,White neighborhoods,0.0136986,1
2023,02,068,all,All,0.08,1
2023,02,068,race-ethnicity,Neighborhoods of color,NA,NA
2023,02,068,race-ethnicity,White neighborhoods,0.08,1
2023,02,070,all,All,0.0210526,1
2023,02,070,race-ethnicity,Neighborhoods of color,0.0210526,1
2023,02,070,race-ethnicity,White neighborhoods,NA,NA
2023,02,090,all,All,0.0488936,1
2023,02,090,race-ethnicity,Neighborhoods of color,0.0185185,1
2023,02,090,race-ethnicity,White neighborhoods,0.0493643,1
2023,02,100,all,All,0.027027,1
2023,02,100,race-ethnicity,Neighborhoods of color,NA,NA
2023,02,100,race-ethnicity,White neighborhoods,0.027027,1
2023,02,105,all,All,0.037037,1
2023,02,105,race-ethnicity,Neighborhoods of color,NA,NA
2023,02,105,race-ethnicity,White neighborhoods,NA,NA
2023,02,110,all,All,0.022869,1
2023,02,110,race-ethnicity,Neighborhoods of color,NA,NA
2023,02,110,race-ethnicity,White neighborhoods,0.022869,1
2023,02,122,all,All,0.0346562,1
2023,02,122,race-ethnicity,Neighborhoods of color,NA,NA
2023,02,122,race-ethnicity,White neighborhoods,0.0347339,1
2023,02,130,all,All,0.0283224,1
2023,02,130,race-ethnicity,Neighborhoods of color,NA,NA
2023,02,130,race-ethnicity,White neighborhoods,0.0283224,1
2023,02,150,all,All,0.0147059,1
2023,02,150,race-ethnicity,Neighborhoods of color,0.0147059,1
2023,02,150,race-ethnicity,White neighborhoods,NA,NA
2023,02,158,all,All,0.0254237,1
2023,02,158,race-ethnicity,Neighborhoods of color,0.0254237,1
2023,02,158,race-ethnicity,White neighborhoods,NA,NA
2023,02,164,all,All,NA,NA
2023,02,164,race-ethnicity,Neighborhoods of color,NA,NA
2023,02,164,race-ethnicity,White neighborhoods,NA,NA
2023,02,170,all,All,0.0314361,1
2023,02,170,race-ethnicity,Neighborhoods of color,NA,NA
2023,02,170,race-ethnicity,White neighborhoods,0.0314361,1
2023,02,180,all,All,0.0182927,1
2023,02,180,race-ethnicity,Neighborhoods of color,0.0182927,1
2023,02,180,race-ethnicity,White neighborhoods,NA,NA
2023,02,185,all,All,0.0197368,1
2023,02,185,race-ethnicity,Neighborhoods of color,0.0198676,1
2023,02,185,race-ethnicity,White neighborhoods,NA,NA
2023,02,188,all,All,0.0542636,1
2023,02,188,race-ethnicity,Neighborhoods of color,0.0542636,1
2023,02,188,race-ethnicity,White neighborhoods,NA,NA
2023,02,195,all,All,0,1
2023,02,195,race-ethnicity,Neighborhoods of color,NA,NA
2023,02,195,race-ethnicity,White neighborhoods,0,1
2023,02,198,all,All,0.0273973,1
2023,02,198,race-ethnicity,Neighborhoods of color,0.0243902,1
2023,02,198,race-ethnicity,White neighborhoods,0.03125,1
2023,02,220,all,All,0.0393013,1
2023,02,220,race-ethnicity,Neighborhoods of color,NA,NA
2023,02,220,race-ethnicity,White neighborhoods,0.0393013,1
2023,02,230,all,All,NA,NA
2023,02,230,race-ethnicity,Neighborhoods of color,NA,NA
2023,02,230,race-ethnicity,White neighborhoods,NA,NA
2023,02,240,all,All,0.0410959,1
2023,02,240,race-ethnicity,Neighborhoods of color,NA,NA
2023,02,240,race-ethnicity,White neighborhoods,0.0373832,1
2023,02,275,all,All,0.0166667,1
2023,02,275,race-ethnicity,Neighborhoods of color,NA,NA
2023,02,275,race-ethnicity,White neighborhoods,0.0166667,1
2023,02,282,all,All,NA,NA
2023,02,282,race-ethnicity,Neighborhoods of color,NA,NA
2023,02,282,race-ethnicity,White neighborhoods,NA,NA
2023,02,290,all,All,0.0315789,1
2023,02,290,race-ethnicity,Neighborhoods of color,0.0344828,1
2023,02,290,race-ethnicity,White neighborhoods,NA,NA
2023,04,001,all,All,0.0651934,1
2023,04,001,race-ethnicity,Neighborhoods of color,0.0488923,1
2023,04,001,race-ethnicity,White neighborhoods,0.1077844,1
2023,04,003,all,All,0.0624082,1
2023,04,003,race-ethnicity,Neighborhoods of color,0.1009989,1
2023,04,003,race-ethnicity,White neighborhoods,0.0514914,1
2023,04,005,all,All,0.0655257,1
2023,04,005,race-ethnicity,Neighborhoods of color,0.0741127,1
2023,04,005,race-ethnicity,White neighborhoods,0.063141,1
2023,04,007,all,All,0.0689445,1
2023,04,007,race-ethnicity,Neighborhoods of color,0.1048035,1
2023,04,007,race-ethnicity,White neighborhoods,0.0631206,1
2023,04,009,all,All,0.084,1
2023,04,009,race-ethnicity,Neighborhoods of color,0.0857988,1
2023,04,009,race-ethnicity,White neighborhoods,0.0802469,1
2023,04,011,all,All,0.1013825,1
2023,04,011,race-ethnicity,Neighborhoods of color,0.1142857,1
2023,04,011,race-ethnicity,White neighborhoods,0.0779221,1
2023,04,012,all,All,0.0365854,1
2023,04,012,race-ethnicity,Neighborhoods of color,0.0243902,1
2023,04,012,race-ethnicity,White neighborhoods,0.0528455,1
2023,04,013,all,All,0.055147,1
2023,04,013,race-ethnicity,Neighborhoods of color,0.080244,1
2023,04,013,race-ethnicity,White neighborhoods,0.0400224,1
2023,04,015,all,All,0.044341,1
2023,04,015,race-ethnicity,Neighborhoods of color,NA,NA
2023,04,015,race-ethnicity,White neighborhoods,0.0439092,1
2023,04,017,all,All,0.068,1
2023,04,017,race-ethnicity,Neighborhoods of color,0.0717629,1
2023,04,017,race-ethnicity,White neighborhoods,0.0654971,1
2023,04,019,all,All,0.0398417,1
2023,04,019,race-ethnicity,Neighborhoods of color,0.0516297,1
2023,04,019,race-ethnicity,White neighborhoods,0.0334583,1
2023,04,021,all,All,0.0588462,1
2023,04,021,race-ethnicity,Neighborhoods of color,0.0670075,1
2023,04,021,race-ethnicity,White neighborhoods,0.0536956,1
2023,04,023,all,All,0.0505457,1
2023,04,023,race-ethnicity,Neighborhoods of color,0.0546875,1
2023,04,023,race-ethnicity,White neighborhoods,0.0195122,1
2023,04,025,all,All,0.0607091,1
2023,04,025,race-ethnicity,Neighborhoods of color,0.1311475,1
2023,04,025,race-ethnicity,White neighborhoods,0.0601835,1
2023,04,027,all,All,0.0514295,1
2023,04,027,race-ethnicity,Neighborhoods of color,0.0548895,1
2023,04,027,race-ethnicity,White neighborhoods,0.0314193,1
2023,05,001,all,All,0.036036,1
2023,05,001,race-ethnicity,Neighborhoods of color,NA,NA
2023,05,001,race-ethnicity,White neighborhoods,0.0366972,1
2023,05,003,all,All,0.1362916,1
2023,05,003,race-ethnicity,Neighborhoods of color,NA,NA
2023,05,003,race-ethnicity,White neighborhoods,0.1353135,1
2023,05,005,all,All,0.1066056,1
2023,05,005,race-ethnicity,Neighborhoods of color,NA,NA
2023,05,005,race-ethnicity,White neighborhoods,0.1066056,1
2023,05,007,all,All,0.0573726,1
2023,05,007,race-ethnicity,Neighborhoods of color,0.107438,1
2023,05,007,race-ethnicity,White neighborhoods,0.0567056,1
2023,05,009,all,All,0.0637611,1
2023,05,009,race-ethnicity,Neighborhoods of color,NA,NA
2023,05,009,race-ethnicity,White neighborhoods,0.0637611,1
2023,05,011,all,All,0.1446541,1
2023,05,011,race-ethnicity,Neighborhoods of color,NA,NA
2023,05,011,race-ethnicity,White neighborhoods,0.1446541,1
2023,05,013,all,All,0.1923077,1
2023,05,013,race-ethnicity,Neighborhoods of color,NA,NA
2023,05,013,race-ethnicity,White neighborhoods,0.1880342,1
2023,05,015,all,All,0.0598389,1
2023,05,015,race-ethnicity,Neighborhoods of color,NA,NA
2023,05,015,race-ethnicity,White neighborhoods,0.0598389,1
2023,05,017,all,All,0.1941748,1
2023,05,017,race-ethnicity,Neighborhoods of color,0.2038217,1
2023,05,017,race-ethnicity,White neighborhoods,0.1842105,1
2023,05,019,all,All,0.0504886,1
2023,05,019,race-ethnicity,Neighborhoods of color,NA,NA
2023,05,019,race-ethnicity,White neighborhoods,0.0486577,1
2023,05,021,all,All,0.1512415,1
2023,05,021,race-ethnicity,Neighborhoods of color,NA,NA
2023,05,021,race-ethnicity,White neighborhoods,0.1512415,1
2023,05,023,all,All,0.0357895,1
2023,05,023,race-ethnicity,Neighborhoods of color,NA,NA
2023,05,023,race-ethnicity,White neighborhoods,0.0357895,1
2023,05,025,all,All,0.1032864,1
2023,05,025,race-ethnicity,Neighborhoods of color,NA,NA
2023,05,025,race-ethnicity,White neighborhoods,0.1032864,1
2023,05,027,all,All,0.1169591,1
2023,05,027,race-ethnicity,Neighborhoods of color,NA,NA
2023,05,027,race-ethnicity,White neighborhoods,0.1178203,1
2023,05,029,all,All,0.0486322,1
2023,05,029,race-ethnicity,Neighborhoods of color,NA,NA
2023,05,029,race-ethnicity,White neighborhoods,0.0490798,1
2023,05,031,all,All,0.1359807,1
2023,05,031,race-ethnicity,Neighborhoods of color,NA,NA
2023,05,031,race-ethnicity,White neighborhoods,0.1359807,1
2023,05,033,all,All,0.0484375,1
2023,05,033,race-ethnicity,Neighborhoods of color,NA,NA
2023,05,033,race-ethnicity,White neighborhoods,0.0484627,1
2023,05,035,all,All,0.1525424,1
2023,05,035,race-ethnicity,Neighborhoods of color,0.1688312,1
2023,05,035,race-ethnicity,White neighborhoods,0.1305732,1
2023,05,037,all,All,0.1058601,1
2023,05,037,race-ethnicity,Neighborhoods of color,NA,NA
2023,05,037,race-ethnicity,White neighborhoods,0.1037924,1
2023,05,039,all,All,0.1606218,1
2023,05,039,race-ethnicity,Neighborhoods of color,0.2,1
2023,05,039,race-ethnicity,White neighborhoods,NA,NA
2023,05,041,all,All,0.10344830000000001,1
2023,05,041,race-ethnicity,Neighborhoods of color,0.1333333,1
2023,05,041,race-ethnicity,White neighborhoods,0.0718954,1
2023,05,043,all,All,0.1516755,1
2023,05,043,race-ethnicity,Neighborhoods of color,NA,NA
2023,05,043,race-ethnicity,White neighborhoods,0.1507353,1
2023,05,045,all,All,0.0512284,1
2023,05,045,race-ethnicity,Neighborhoods of color,NA,NA
2023,05,045,race-ethnicity,White neighborhoods,0.0512284,1
2023,05,047,all,All,0.0646465,1
2023,05,047,race-ethnicity,Neighborhoods of color,NA,NA
2023,05,047,race-ethnicity,White neighborhoods,0.0646465,1
2023,05,049,all,All,0.0833333,1
2023,05,049,race-ethnicity,Neighborhoods of color,NA,NA
2023,05,049,race-ethnicity,White neighborhoods,0.0809249,1
2023,05,051,all,All,0.0504615,1
2023,05,051,race-ethnicity,Neighborhoods of color,NA,NA
2023,05,051,race-ethnicity,White neighborhoods,0.0504615,1
2023,05,053,all,All,0.0551601,1
2023,05,053,race-ethnicity,Neighborhoods of color,NA,NA
2023,05,053,race-ethnicity,White neighborhoods,0.0554562,1
2023,05,055,all,All,0.1160261,1
2023,05,055,race-ethnicity,Neighborhoods of color,NA,NA
2023,05,055,race-ethnicity,White neighborhoods,0.1160261,1
2023,05,057,all,All,0.1093502,1
2023,05,057,race-ethnicity,Neighborhoods of color,NA,NA
2023,05,057,race-ethnicity,White neighborhoods,0.106961,1
2023,05,059,all,All,0.04,1
2023,05,059,race-ethnicity,Neighborhoods of color,NA,NA
2023,05,059,race-ethnicity,White neighborhoods,0.04,1
2023,05,061,all,All,0.1264368,1
2023,05,061,race-ethnicity,Neighborhoods of color,0.1014493,1
2023,05,061,race-ethnicity,White neighborhoods,0.1311475,1
2023,05,063,all,All,0.0620748,1
2023,05,063,race-ethnicity,Neighborhoods of color,NA,NA
2023,05,063,race-ethnicity,White neighborhoods,0.0620748,1
2023,05,065,all,All,0.0860534,1
2023,05,065,race-ethnicity,Neighborhoods of color,NA,NA
2023,05,065,race-ethnicity,White neighborhoods,0.0860534,1
2023,05,067,all,All,0.0951374,1
2023,05,067,race-ethnicity,Neighborhoods of color,NA,NA
2023,05,067,race-ethnicity,White neighborhoods,0.0951374,1
2023,05,069,all,All,0.1059908,1
2023,05,069,race-ethnicity,Neighborhoods of color,0.1144131,1
2023,05,069,race-ethnicity,White neighborhoods,0.0873147,1
2023,05,071,all,All,0.0727003,1
2023,05,071,race-ethnicity,Neighborhoods of color,NA,NA
2023,05,071,race-ethnicity,White neighborhoods,0.0727003,1
2023,05,073,all,All,0.102439,1
2023,05,073,race-ethnicity,Neighborhoods of color,0.1351351,1
2023,05,073,race-ethnicity,White neighborhoods,0.0839695,1
2023,05,075,all,All,0.1026549,1
2023,05,075,race-ethnicity,Neighborhoods of color,NA,NA
2023,05,075,race-ethnicity,White neighborhoods,0.1026549,1
2023,05,077,all,All,0.1128205,1
2023,05,077,race-ethnicity,Neighborhoods of color,0.1271676,1
2023,05,077,race-ethnicity,White neighborhoods,NA,NA
2023,05,079,all,All,0.1025641,1
2023,05,079,race-ethnicity,Neighborhoods of color,NA,NA
2023,05,079,race-ethnicity,White neighborhoods,0.1073171,1
2023,05,081,all,All,0.1305556,1
2023,05,081,race-ethnicity,Neighborhoods of color,NA,NA
2023,05,081,race-ethnicity,White neighborhoods,0.1305556,1
2023,05,083,all,All,0.0682853,1
2023,05,083,race-ethnicity,Neighborhoods of color,NA,NA
2023,05,083,race-ethnicity,White neighborhoods,0.0682853,1
2023,05,085,all,All,0.0452946,1
2023,05,085,race-ethnicity,Neighborhoods of color,NA,NA
2023,05,085,race-ethnicity,White neighborhoods,0.0453944,1
2023,05,087,all,All,0.0595534,1
2023,05,087,race-ethnicity,Neighborhoods of color,NA,NA
2023,05,087,race-ethnicity,White neighborhoods,0.0595534,1
2023,05,089,all,All,0.1175439,1
2023,05,089,race-ethnicity,Neighborhoods of color,NA,NA
2023,05,089,race-ethnicity,White neighborhoods,0.1175439,1
2023,05,091,all,All,0.1156463,1
2023,05,091,race-ethnicity,Neighborhoods of color,NA,NA
2023,05,091,race-ethnicity,White neighborhoods,0.1156463,1
2023,05,093,all,All,0.1436077,1
2023,05,093,race-ethnicity,Neighborhoods of color,0.14054729999999999,1
2023,05,093,race-ethnicity,White neighborhoods,0.1510574,1
2023,05,095,all,All,0.0628019,1
2023,05,095,race-ethnicity,Neighborhoods of color,NA,NA
2023,05,095,race-ethnicity,White neighborhoods,0.05,1
2023,05,097,all,All,0.0588235,1
2023,05,097,race-ethnicity,Neighborhoods of color,NA,NA
2023,05,097,race-ethnicity,White neighborhoods,0.0588235,1
2023,05,099,all,All,0.0846561,1
2023,05,099,race-ethnicity,Neighborhoods of color,NA,NA
2023,05,099,race-ethnicity,White neighborhoods,0.0846561,1
2023,05,101,all,All,0.0301724,1
2023,05,101,race-ethnicity,Neighborhoods of color,NA,NA
2023,05,101,race-ethnicity,White neighborhoods,0.0301724,1
2023,05,103,all,All,0.0632911,1
2023,05,103,race-ethnicity,Neighborhoods of color,NA,NA
2023,05,103,race-ethnicity,White neighborhoods,0.0648968,1
2023,05,105,all,All,0.0384615,1
2023,05,105,race-ethnicity,Neighborhoods of color,NA,NA
2023,05,105,race-ethnicity,White neighborhoods,0.0384615,1
2023,05,107,all,All,0.1150628,1
2023,05,107,race-ethnicity,Neighborhoods of color,0.1189427,1
2023,05,107,race-ethnicity,White neighborhoods,NA,NA
2023,05,109,all,All,0.0510949,1
2023,05,109,race-ethnicity,Neighborhoods of color,NA,NA
2023,05,109,race-ethnicity,White neighborhoods,0.0510949,1
2023,05,111,all,All,0.172028,1
2023,05,111,race-ethnicity,Neighborhoods of color,NA,NA
2023,05,111,race-ethnicity,White neighborhoods,0.172028,1
2023,05,113,all,All,0.0559322,1
2023,05,113,race-ethnicity,Neighborhoods of color,NA,NA
2023,05,113,race-ethnicity,White neighborhoods,0.0559322,1
2023,05,115,all,All,0.055332,1
2023,05,115,race-ethnicity,Neighborhoods of color,NA,NA
2023,05,115,race-ethnicity,White neighborhoods,0.055332,1
2023,05,117,all,All,0.0420561,1
2023,05,117,race-ethnicity,Neighborhoods of color,NA,NA
2023,05,117,race-ethnicity,White neighborhoods,0.0420561,1
2023,05,119,all,All,0.0406132,1
