year,state,place,subgroup_type,subgroup,share_debt_coll,share_debt_coll_quality
2023,19,21000,race-ethnicity,Neighborhoods of color,0.39199999,1
2023,19,21000,race-ethnicity,White neighborhoods,0.18927935,1
2023,20,36000,all,All,0.28216031,1
2023,20,36000,race-ethnicity,Neighborhoods of color,0.44348004,1
2023,20,36000,race-ethnicity,White neighborhoods,0.21455775,1
2023,20,38900,all,All,0.21409406,1
2023,20,38900,race-ethnicity,Neighborhoods of color,0.30503264,1
2023,20,38900,race-ethnicity,White neighborhoods,0.16123269,1
2023,20,71000,all,All,0.22009748,1
2023,20,71000,race-ethnicity,Neighborhoods of color,0.48148149,1
2023,20,71000,race-ethnicity,White neighborhoods,0.20906605,1
2023,21,46027,all,All,0.25159302,1
2023,21,46027,race-ethnicity,Neighborhoods of color,0.28779599,1
2023,21,46027,race-ethnicity,White neighborhoods,0.24698795,1
2023,22,05000,all,All,0.36273447,1
2023,22,05000,race-ethnicity,Neighborhoods of color,0.47816947,1
2023,22,05000,race-ethnicity,White neighborhoods,0.23988986,1
2023,22,50115,all,All,0.23507555,1
2023,22,50115,race-ethnicity,Neighborhoods of color,NA,3
2023,22,50115,race-ethnicity,White neighborhoods,0.23507555,1
2023,22,55000,all,All,0.37848932,1
2023,22,55000,race-ethnicity,Neighborhoods of color,0.41730794,1
2023,22,55000,race-ethnicity,White neighborhoods,0.20913593,1
2023,22,70000,all,All,0.38177299,1
2023,22,70000,race-ethnicity,Neighborhoods of color,0.49069417,1
2023,22,70000,race-ethnicity,White neighborhoods,0.32826784,1
2023,24,04000,all,All,0.36861938,1
2023,24,04000,race-ethnicity,Neighborhoods of color,0.4176228,1
2023,24,04000,race-ethnicity,White neighborhoods,0.21225174,1
2023,25,07000,all,All,0.19152306,1
2023,25,07000,race-ethnicity,Neighborhoods of color,0.2708815,1
2023,25,07000,race-ethnicity,White neighborhoods,0.11898199,1
2023,25,09000,all,All,0.30033222,1
2023,25,09000,race-ethnicity,Neighborhoods of color,0.30033222,1
2023,25,09000,race-ethnicity,White neighborhoods,NA,3
2023,25,11000,all,All,0.080500893,1
2023,25,11000,race-ethnicity,Neighborhoods of color,0.057777777,1
2023,25,11000,race-ethnicity,White neighborhoods,0.0818872,1
2023,25,23000,all,All,0.24606442,1
2023,25,23000,race-ethnicity,Neighborhoods of color,NA,3
2023,25,23000,race-ethnicity,White neighborhoods,0.24606442,1
2023,25,37000,all,All,0.26217678,1
2023,25,37000,race-ethnicity,Neighborhoods of color,0.27091813,1
2023,25,37000,race-ethnicity,White neighborhoods,0.24484305,1
2023,25,37490,all,All,0.26260984,1
2023,25,37490,race-ethnicity,Neighborhoods of color,0.28837007,1
2023,25,37490,race-ethnicity,White neighborhoods,0.18421052,1
2023,25,55745,all,All,0.11145016,1
2023,25,55745,race-ethnicity,Neighborhoods of color,NA,3
2023,25,55745,race-ethnicity,White neighborhoods,0.11145016,1
2023,25,67000,all,All,0.25764319,1
2023,25,67000,race-ethnicity,Neighborhoods of color,0.40733746,1
2023,25,67000,race-ethnicity,White neighborhoods,0.23004228,1
2023,25,82000,all,All,0.24747026,1
2023,25,82000,race-ethnicity,Neighborhoods of color,0.29428807,1
2023,25,82000,race-ethnicity,White neighborhoods,0.2123096,1
2023,26,03000,all,All,0.15998468,1
2023,26,03000,race-ethnicity,Neighborhoods of color,0.34735975,1
2023,26,03000,race-ethnicity,White neighborhoods,0.12567976,1
2023,26,22000,all,All,0.50269783,1
2023,26,22000,race-ethnicity,Neighborhoods of color,0.53592521,1
2023,26,22000,race-ethnicity,White neighborhoods,0.10887881,1
2023,26,29000,all,All,0.36616614,1
2023,26,29000,race-ethnicity,Neighborhoods of color,0.54819918,1
2023,26,29000,race-ethnicity,White neighborhoods,0.30217835,1
2023,26,34000,all,All,0.19116217,1
2023,26,34000,race-ethnicity,Neighborhoods of color,0.30978498,1
2023,26,34000,race-ethnicity,White neighborhoods,0.16124392,1
2023,26,46000,all,All,0.20746659,1
2023,26,46000,race-ethnicity,Neighborhoods of color,0.3594225,1
2023,26,46000,race-ethnicity,White neighborhoods,0.19231935,1
2023,26,76460,all,All,0.15631743,1
2023,26,76460,race-ethnicity,Neighborhoods of color,NA,3
2023,26,76460,race-ethnicity,White neighborhoods,0.15631743,1
2023,26,84000,all,All,0.29495269,1
2023,26,84000,race-ethnicity,Neighborhoods of color,0.37145856,1
2023,26,84000,race-ethnicity,White neighborhoods,0.27403155,1
2023,27,17000,all,All,0.13954228,1
2023,27,17000,race-ethnicity,Neighborhoods of color,NA,3
2023,27,17000,race-ethnicity,White neighborhoods,0.13960159,1
2023,27,43000,all,All,0.17268515,1
2023,27,43000,race-ethnicity,Neighborhoods of color,0.28513429,1
2023,27,43000,race-ethnicity,White neighborhoods,0.12896174,1
2023,27,54880,all,All,0.2367475,1
2023,27,54880,race-ethnicity,Neighborhoods of color,0.465294,1
2023,27,54880,race-ethnicity,White neighborhoods,0.13505855,1
2023,27,58000,all,All,0.18910675,1
2023,27,58000,race-ethnicity,Neighborhoods of color,0.22685656,1
2023,27,58000,race-ethnicity,White neighborhoods,0.14560375,1
2023,28,36000,all,All,0.32266727,1
2023,28,36000,race-ethnicity,Neighborhoods of color,0.40788484,1
2023,28,36000,race-ethnicity,White neighborhoods,0.23006886,1
2023,29,15670,all,All,0.29630867,1
2023,29,15670,race-ethnicity,Neighborhoods of color,0.44528979,1
2023,29,15670,race-ethnicity,White neighborhoods,0.23189186,1
2023,29,65000,all,All,0.39443743,1
2023,29,65000,race-ethnicity,Neighborhoods of color,0.55463815,1
2023,29,65000,race-ethnicity,White neighborhoods,0.25049093,1
2023,30,06550,all,All,0.21338965,1
2023,30,06550,race-ethnicity,Neighborhoods of color,0.43626571,1
2023,30,06550,race-ethnicity,White neighborhoods,0.19627842,1
2023,31,28000,all,All,0.16201118,1
2023,31,28000,race-ethnicity,Neighborhoods of color,NA,3
2023,31,28000,race-ethnicity,White neighborhoods,0.16201118,1
2023,31,37000,all,All,0.19328921,1
2023,31,37000,race-ethnicity,Neighborhoods of color,0.35107556,1
2023,31,37000,race-ethnicity,White neighborhoods,0.15255927,1
2023,32,31900,all,All,0.27333641,1
2023,32,31900,race-ethnicity,Neighborhoods of color,0.30217719,1
2023,32,31900,race-ethnicity,White neighborhoods,0.23260567,1
2023,32,40000,all,All,0.30802,1
2023,32,40000,race-ethnicity,Neighborhoods of color,0.36219686,1
2023,32,40000,race-ethnicity,White neighborhoods,0.20776135,1
2023,32,51800,all,All,0.31407288,1
2023,32,51800,race-ethnicity,Neighborhoods of color,0.34562865,1
2023,32,51800,race-ethnicity,White neighborhoods,0.18298167,1
2023,32,60600,all,All,0.23521127,1
2023,32,60600,race-ethnicity,Neighborhoods of color,0.35831898,1
2023,32,60600,race-ethnicity,White neighborhoods,0.19184487,1
2023,33,45140,all,All,0.2454827,1
2023,33,45140,race-ethnicity,Neighborhoods of color,NA,3
2023,33,45140,race-ethnicity,White neighborhoods,0.2454827,1
2023,33,50260,all,All,0.16736953,1
2023,33,50260,race-ethnicity,Neighborhoods of color,NA,3
2023,33,50260,race-ethnicity,White neighborhoods,0.16736953,1
2023,34,21000,all,All,0.30737901,1
2023,34,21000,race-ethnicity,Neighborhoods of color,0.30737901,1
2023,34,21000,race-ethnicity,White neighborhoods,NA,3
2023,34,36000,all,All,0.19388841,1
2023,34,36000,race-ethnicity,Neighborhoods of color,0.19388841,1
2023,34,36000,race-ethnicity,White neighborhoods,NA,3
2023,34,51000,all,All,0.3792049,1
2023,34,51000,race-ethnicity,Neighborhoods of color,0.3792049,1
2023,34,51000,race-ethnicity,White neighborhoods,NA,3
2023,34,57000,all,All,0.34129244,1
2023,34,57000,race-ethnicity,Neighborhoods of color,0.34129244,1
2023,34,57000,race-ethnicity,White neighborhoods,NA,3
2023,34,74000,all,All,0.40383592,1
2023,34,74000,race-ethnicity,Neighborhoods of color,0.42802474,1
2023,34,74000,race-ethnicity,White neighborhoods,0.17366947,1
2023,35,02000,all,All,0.24591734,1
2023,35,02000,race-ethnicity,Neighborhoods of color,0.26499531,1
2023,35,02000,race-ethnicity,White neighborhoods,0.16756757,1
2023,36,01000,all,All,0.29789403,1
2023,36,01000,race-ethnicity,Neighborhoods of color,0.41847447,1
2023,36,01000,race-ethnicity,White neighborhoods,0.18415841,1
2023,36,11000,all,All,0.36454257,1
2023,36,11000,race-ethnicity,Neighborhoods of color,0.40680024,1
2023,36,11000,race-ethnicity,White neighborhoods,0.29457104,1
2023,36,51000,all,All,0.19550134,1
2023,36,51000,race-ethnicity,Neighborhoods of color,0.23592195999999999,1
2023,36,51000,race-ethnicity,White neighborhoods,0.10538884,1
2023,36,63000,all,All,NA,3
2023,36,63000,race-ethnicity,Neighborhoods of color,NA,3
2023,36,63000,race-ethnicity,White neighborhoods,NA,3
2023,36,73000,all,All,0.24078543,1
2023,36,73000,race-ethnicity,Neighborhoods of color,0.39508131,1
2023,36,73000,race-ethnicity,White neighborhoods,0.1818044,1
2023,36,84000,all,All,0.22415884,1
2023,36,84000,race-ethnicity,Neighborhoods of color,0.25341171,1
2023,36,84000,race-ethnicity,White neighborhoods,0.14822888,1
2023,37,12000,all,All,0.28265187,1
2023,37,12000,race-ethnicity,Neighborhoods of color,0.3683109,1
2023,37,12000,race-ethnicity,White neighborhoods,0.15531354,1
2023,37,19000,all,All,0.19638154,1
2023,37,19000,race-ethnicity,Neighborhoods of color,0.25551575,1
2023,37,19000,race-ethnicity,White neighborhoods,0.13826768,1
2023,37,28000,all,All,0.30152434,1
2023,37,28000,race-ethnicity,Neighborhoods of color,0.41491565,1
2023,37,28000,race-ethnicity,White neighborhoods,0.21982943,1
2023,37,75000,all,All,0.29033539,1
2023,37,75000,race-ethnicity,Neighborhoods of color,0.40354374,1
2023,37,75000,race-ethnicity,White neighborhoods,0.22697408,1
2023,39,01000,all,All,0.2435115,1
2023,39,01000,race-ethnicity,Neighborhoods of color,0.46626893,1
2023,39,01000,race-ethnicity,White neighborhoods,0.21189421,1
2023,39,15000,all,All,0.27991056,1
2023,39,15000,race-ethnicity,Neighborhoods of color,0.41651165,1
2023,39,15000,race-ethnicity,White neighborhoods,0.23069389,1
2023,39,16000,all,All,0.45100343,1
2023,39,16000,race-ethnicity,Neighborhoods of color,0.49727452,1
2023,39,16000,race-ethnicity,White neighborhoods,0.35366172,1
2023,39,21000,all,All,0.37037334,1
2023,39,21000,race-ethnicity,Neighborhoods of color,0.56228095,1
2023,39,21000,race-ethnicity,White neighborhoods,0.30626795,1
2023,39,77000,all,All,0.32187599,1
2023,39,77000,race-ethnicity,Neighborhoods of color,0.5338164,1
2023,39,77000,race-ethnicity,White neighborhoods,0.27961856,1
2023,40,41850,all,All,0.37462151,1
2023,40,41850,race-ethnicity,Neighborhoods of color,0.40441176,1
2023,40,41850,race-ethnicity,White neighborhoods,0.34181607,1
2023,41,59000,all,All,0.14685774,1
2023,41,59000,race-ethnicity,Neighborhoods of color,0.21461187,1
2023,41,59000,race-ethnicity,White neighborhoods,0.14367799,1
2023,42,02000,all,All,0.32322654,1
2023,42,02000,race-ethnicity,Neighborhoods of color,0.38257372,1
2023,42,02000,race-ethnicity,White neighborhoods,0.17701453,1
2023,42,60000,all,All,0.33562723,1
2023,42,60000,race-ethnicity,Neighborhoods of color,0.41788435,1
2023,42,60000,race-ethnicity,White neighborhoods,0.18473542,1
2023,42,61000,all,All,0.23227659,1
2023,42,61000,race-ethnicity,Neighborhoods of color,0.3610822,1
2023,42,61000,race-ethnicity,White neighborhoods,0.21472132,1
2023,44,59000,all,All,0.27112886,1
2023,44,59000,race-ethnicity,Neighborhoods of color,0.3155416,1
2023,44,59000,race-ethnicity,White neighborhoods,0.12764159,1
2023,46,59020,all,All,0.14694954,1
2023,46,59020,race-ethnicity,Neighborhoods of color,NA,3
2023,46,59020,race-ethnicity,White neighborhoods,0.14657535,1
2023,47,14000,all,All,0.2441439,1
2023,47,14000,race-ethnicity,Neighborhoods of color,0.3984929,1
2023,47,14000,race-ethnicity,White neighborhoods,0.20569725,1
2023,47,48000,all,All,0.37357944,1
2023,47,48000,race-ethnicity,Neighborhoods of color,0.46161842,1
2023,47,48000,race-ethnicity,White neighborhoods,0.17165336,1
2023,47,52006,all,All,0.26623321,1
2023,47,52006,race-ethnicity,Neighborhoods of color,0.36616069,1
2023,47,52006,race-ethnicity,White neighborhoods,0.21041021,1
2023,48,01000,all,All,0.36296082,1
2023,48,01000,race-ethnicity,Neighborhoods of color,0.44890234,1
2023,48,01000,race-ethnicity,White neighborhoods,0.35040373,1
2023,48,03000,all,All,0.341519,1
2023,48,03000,race-ethnicity,Neighborhoods of color,0.50910318,1
2023,48,03000,race-ethnicity,White neighborhoods,0.30278948,1
2023,48,05000,all,All,0.23259349000000001,1
2023,48,05000,race-ethnicity,Neighborhoods of color,0.3052288,1
2023,48,05000,race-ethnicity,White neighborhoods,0.15659675,1
2023,48,07000,all,All,0.41604453,1
2023,48,07000,race-ethnicity,Neighborhoods of color,0.49155515,1
2023,48,07000,race-ethnicity,White neighborhoods,0.29344729,1
2023,48,10768,all,All,0.40040523,1
2023,48,10768,race-ethnicity,Neighborhoods of color,0.40432656,1
2023,48,10768,race-ethnicity,White neighborhoods,0.16793893,1
2023,48,17000,all,All,0.43287316,1
2023,48,17000,race-ethnicity,Neighborhoods of color,0.44633767,1
2023,48,17000,race-ethnicity,White neighborhoods,0.3219178,1
2023,48,19000,all,All,0.35426015,1
2023,48,19000,race-ethnicity,Neighborhoods of color,0.40219095,1
2023,48,19000,race-ethnicity,White neighborhoods,0.24541017,1
2023,48,24000,all,All,0.34676975,1
2023,48,24000,race-ethnicity,Neighborhoods of color,0.34676975,1
2023,48,24000,race-ethnicity,White neighborhoods,NA,3
2023,48,35000,all,All,0.3290801,1
2023,48,35000,race-ethnicity,Neighborhoods of color,0.36148864000000003,1
2023,48,35000,race-ethnicity,White neighborhoods,0.20285375,1
2023,48,41464,all,All,0.46926758,1
2023,48,41464,race-ethnicity,Neighborhoods of color,0.46926758,1
2023,48,41464,race-ethnicity,White neighborhoods,NA,3
2023,48,42508,all,All,0.36006263,1
2023,48,42508,race-ethnicity,Neighborhoods of color,0.36006263,1
2023,48,42508,race-ethnicity,White neighborhoods,NA,3
2023,48,45000,all,All,0.34963921,1
2023,48,45000,race-ethnicity,Neighborhoods of color,0.45882353,1
2023,48,45000,race-ethnicity,White neighborhoods,0.28046456,1
2023,48,45384,all,All,0.45546898,1
2023,48,45384,race-ethnicity,Neighborhoods of color,0.45565942,1
2023,48,45384,race-ethnicity,White neighborhoods,0.40000001,1
2023,48,58016,all,All,0.17732424,1
2023,48,58016,race-ethnicity,Neighborhoods of color,0.17373319,1
2023,48,58016,race-ethnicity,White neighborhoods,0.18372993,1
2023,48,64472,all,All,0.34055066,1
2023,48,64472,race-ethnicity,Neighborhoods of color,0.47648904,1
2023,48,64472,race-ethnicity,White neighborhoods,0.29382184,1
2023,48,65000,all,All,0.36052439,1
2023,48,65000,race-ethnicity,Neighborhoods of color,0.37406445,1
2023,48,65000,race-ethnicity,White neighborhoods,0.19820164,1
2023,48,74144,all,All,0.31521598,1
2023,48,74144,race-ethnicity,Neighborhoods of color,0.44993895,1
2023,48,74144,race-ethnicity,White neighborhoods,0.27830741,1
2023,48,76000,all,All,0.36436996,1
2023,48,76000,race-ethnicity,Neighborhoods of color,0.4728682,1
2023,48,76000,race-ethnicity,White neighborhoods,0.30110064,1
2023,48,79000,all,All,0.38859013,1
2023,48,79000,race-ethnicity,Neighborhoods of color,0.58787876,1
2023,48,79000,race-ethnicity,White neighborhoods,0.3625066,1
2023,49,62470,all,All,0.12873726,1
2023,49,62470,race-ethnicity,Neighborhoods of color,NA,3
2023,49,62470,race-ethnicity,White neighborhoods,0.12873726,1
2023,49,67000,all,All,0.17681551,1
2023,49,67000,race-ethnicity,Neighborhoods of color,0.23953532,1
2023,49,67000,race-ethnicity,White neighborhoods,0.143126,1
2023,51,01000,all,All,0.17418472,1
2023,51,01000,race-ethnicity,Neighborhoods of color,0.22032046,1
2023,51,01000,race-ethnicity,White neighborhoods,0.12084211,1
2023,51,03000,all,All,0.10266498,1
2023,51,03000,race-ethnicity,Neighborhoods of color,0.16317734,1
2023,51,03000,race-ethnicity,White neighborhoods,0.086956523,1
2023,51,16000,all,All,0.29626167,1
2023,51,16000,race-ethnicity,Neighborhoods of color,0.34699053,1
2023,51,16000,race-ethnicity,White neighborhoods,0.17773621,1
2023,51,35000,all,All,0.3633202,1
2023,51,35000,race-ethnicity,Neighborhoods of color,0.37141407,1
2023,51,35000,race-ethnicity,White neighborhoods,0.27807486,1
2023,51,56000,all,All,0.37099344,1
2023,51,56000,race-ethnicity,Neighborhoods of color,0.39369279,1
2023,51,56000,race-ethnicity,White neighborhoods,0.31895044,1
2023,51,57000,all,All,0.37899074,1
2023,51,57000,race-ethnicity,Neighborhoods of color,0.40650225,1
2023,51,57000,race-ethnicity,White neighborhoods,0.32648695,1
2023,51,64000,all,All,0.5,1
2023,51,64000,race-ethnicity,Neighborhoods of color,NA,3
2023,51,64000,race-ethnicity,White neighborhoods,NA,3
2023,51,67000,all,All,0.23239283,1
2023,51,67000,race-ethnicity,Neighborhoods of color,0.268179,1
2023,51,67000,race-ethnicity,White neighborhoods,0.14734121,1
2023,51,68000,all,All,0.26747721,1
2023,51,68000,race-ethnicity,Neighborhoods of color,0.43844491,1
2023,51,68000,race-ethnicity,White neighborhoods,0.22798704,1
2023,51,82000,all,All,0.23964985,1
2023,51,82000,race-ethnicity,Neighborhoods of color,0.31982127,1
2023,51,82000,race-ethnicity,White neighborhoods,0.21640134,1
2023,53,05210,all,All,0.057076938,1
2023,53,05210,race-ethnicity,Neighborhoods of color,0.067355283,1
2023,53,05210,race-ethnicity,White neighborhoods,0.048102219,1
2023,53,05280,all,All,0.12012814,1
2023,53,05280,race-ethnicity,Neighborhoods of color,NA,3
2023,53,05280,race-ethnicity,White neighborhoods,0.12012814,1
2023,53,22640,all,All,0.15088859,1
2023,53,22640,race-ethnicity,Neighborhoods of color,0.20120573,1
2023,53,22640,race-ethnicity,White neighborhoods,0.1361326,1
2023,53,63000,all,All,0.11126065,1
2023,53,63000,race-ethnicity,Neighborhoods of color,0.15744779,1
2023,53,63000,race-ethnicity,White neighborhoods,0.088943109,1
2023,53,67000,all,All,0.164315,1
2023,53,67000,race-ethnicity,Neighborhoods of color,NA,3
2023,53,67000,race-ethnicity,White neighborhoods,0.164315,1
2023,53,70000,all,All,0.21771196,1
2023,53,70000,race-ethnicity,Neighborhoods of color,0.30725995,1
2023,53,70000,race-ethnicity,White neighborhoods,0.18689555,1
2023,53,80010,all,All,0.21112159,1
2023,53,80010,race-ethnicity,Neighborhoods of color,0.237399,1
2023,53,80010,race-ethnicity,White neighborhoods,0.14984298,1
2023,55,31000,all,All,0.16989352,1
2023,55,31000,race-ethnicity,Neighborhoods of color,NA,3
2023,55,31000,race-ethnicity,White neighborhoods,0.16941348,1
2023,55,53000,all,All,0.35398695,1
2023,55,53000,race-ethnicity,Neighborhoods of color,0.45730534,1
2023,55,53000,race-ethnicity,White neighborhoods,0.17888023,1
