year,state,county,descriptive_representation_asian_other,descriptive_representation_asian_other_quality,descriptive_representation_black_nonhispanic,descriptive_representation_black_nonhispanic_quality,descriptive_representation_hispanic,descriptive_representation_hispanic_quality,descriptive_representation_white_nonhispanic,descriptive_representation_white_nonhispanic_quality
2018,01,069,NA,NA,NA,NA,NA,NA,NA,NA
2018,01,071,NA,NA,NA,NA,NA,NA,NA,NA
2018,01,073,0,3,0.16677831892547282,3,0,3,1.2690967814195355,3
2018,01,075,0,3,0,3,0,3,1.206528980679547,3
2018,01,077,NA,NA,NA,NA,NA,NA,NA,NA
2018,01,079,NA,NA,NA,NA,NA,NA,NA,NA
2018,01,081,0,3,0.83413078203050794,3,0,3,1.237966683716089,3
2018,01,083,NA,NA,NA,NA,NA,NA,NA,NA
2018,01,085,NA,NA,NA,NA,NA,NA,NA,NA
2018,01,087,0,3,1.043546065259117,3,0,3,0,3
2018,01,089,0,3,0,3,0,3,1.0492285084496695,3
2018,01,091,0,3,1.0630208333333333,3,0,3,0.9931873479318734,3
2018,01,093,0,3,0,3,0,3,1.0723699976036425,3
2018,01,095,0,3,1.105728616684266,3,0,3,1.0501253581661891,3
2018,01,097,0,3,0.5158635036761411,3,0,3,1.350376987400326,3
2018,01,099,NA,NA,NA,NA,NA,NA,NA,NA
2018,01,101,0,1,0.7316381460064842,1,0,1,1.7549008856693369,1
2018,01,103,NA,NA,NA,NA,NA,NA,NA,NA
2018,01,105,NA,NA,NA,NA,NA,NA,NA,NA
2018,01,107,0,3,1.042966042966043,3,0,3,0.8378566457898399,3
2018,01,109,0,2,1.0254489995496774,2,0,2,1.0795389472039656,2
2018,01,111,NA,NA,NA,NA,NA,NA,NA,NA
2018,01,113,NA,NA,NA,NA,NA,NA,NA,NA
2018,01,115,0,3,0.6997174699294134,3,0,3,1.1077968550587831,3
2018,01,117,0,3,0,3,0,3,1.1167741365603745,3
2018,01,119,0,3,0.7608453837597329,3,0,3,2.772972972972973,3
2018,01,121,0,3,0.7041143331778269,3,0,3,1.343262825989582,3
2018,01,123,NA,NA,NA,NA,NA,NA,NA,NA
2018,01,125,NA,NA,NA,NA,NA,NA,NA,NA
2018,01,127,NA,NA,NA,NA,NA,NA,NA,NA
2018,01,129,NA,NA,NA,NA,NA,NA,NA,NA
2018,01,131,NA,NA,NA,NA,NA,NA,NA,NA
2018,01,133,NA,NA,NA,NA,NA,NA,NA,NA
2018,02,013,0.928030303030303,3,0,3,0,3,1.8064516129032255,3
2018,02,016,0.6383186608813368,1,0,1,0,1,2.468069445533184,1
2018,02,020,NA,NA,NA,NA,NA,NA,NA,NA
2018,02,050,0.40356828747330054,3,0,3,0,3,3.2543059777102332,3
2018,02,060,NA,NA,NA,NA,NA,NA,NA,NA
2018,02,068,NA,NA,NA,NA,NA,NA,NA,NA
2018,02,070,1.1811023622047243,3,0,3,0,3,0.8152173913043479,3
2018,02,090,NA,NA,NA,NA,NA,NA,NA,NA
2018,02,100,NA,NA,NA,NA,NA,NA,NA,NA
2018,02,105,NA,NA,NA,NA,NA,NA,NA,NA
2018,02,110,0.4053054521293266,1,0,1,0,1,1.3669684525413963,1
2018,02,122,0,3,0,3,0,3,1.6419679905157083,3
2018,02,130,NA,NA,NA,NA,NA,NA,NA,NA
2018,02,150,0.613522202129797,3,0,3,0,3,1.8641636141636144,3
2018,02,158,NA,NA,NA,NA,NA,NA,NA,NA
2018,02,164,NA,NA,NA,NA,NA,NA,NA,NA
2018,02,170,NA,NA,NA,NA,NA,NA,NA,NA
2018,02,180,NA,NA,NA,NA,NA,NA,NA,NA
2018,02,185,NA,NA,NA,NA,NA,NA,NA,NA
2018,02,188,NA,NA,NA,NA,NA,NA,NA,NA
2018,02,195,NA,NA,NA,NA,NA,NA,NA,NA
2018,02,198,0,3,0,3,0,3,1.0929077374891878,3
2018,02,220,NA,NA,NA,NA,NA,NA,NA,NA
2018,02,230,NA,NA,NA,NA,NA,NA,NA,NA
2018,02,240,0,3,0,3,0,3,1.145810663764962,3
2018,02,261,0.4952137911861032,3,0,3,0,3,1.350831890409005,3
2018,02,275,NA,NA,NA,NA,NA,NA,NA,NA
2018,02,282,NA,NA,NA,NA,NA,NA,NA,NA
2018,02,290,NA,NA,NA,NA,NA,NA,NA,NA
2018,04,001,0,3,0,3,0.9056288315065948,3,1.1054421768707483,3
2018,04,003,0,3,3.865647165125522,3,0.15486450861964027,3,1.668885176255174,3
2018,04,005,0,3,0,3,1.9611111111111112,3,0.9289473684210526,3
2018,04,007,NA,NA,NA,NA,NA,NA,NA,NA
2018,04,009,0,3,0,3,0.8028132287952776,3,1.1844913949193918,3
2018,04,011,0,3,0,3,0,3,1.3239999999999998,3
2018,04,012,NA,NA,NA,NA,NA,NA,NA,NA
2018,04,013,0.14437821234687256,2,0.04937448021604396,2,0.6028036199020965,2,1.4441154775828948,2
2018,04,015,0,3,0,3,0,3,1.421559225714793,3
2018,04,017,0,3,4.887103596768098,3,0.2746064349383933,3,2.8036619267448595,3
2018,04,019,0,2,0,2,0.660616504018774,2,1.6058332425016186,2
2018,04,021,0.3087305586437145,3,0.6497621770158809,3,0.33070255944345184,3,1.3107710945102973,3
2018,04,023,0,3,0,3,0.68,3,1.3816733067729083,3
2018,04,025,0,3,0,3,0.27519305589507503,3,1.2789002900251023,3
2018,04,027,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,001,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,003,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,005,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,007,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,009,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,011,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,013,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,015,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,017,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,019,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,021,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,023,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,025,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,027,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,029,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,031,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,033,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,035,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,037,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,039,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,041,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,043,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,045,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,047,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,049,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,051,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,053,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,055,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,057,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,059,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,061,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,063,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,065,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,067,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,069,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,071,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,073,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,075,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,077,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,079,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,081,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,083,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,085,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,087,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,089,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,091,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,093,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,095,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,097,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,099,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,101,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,103,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,105,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,107,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,109,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,111,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,113,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,115,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,117,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,119,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,121,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,123,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,125,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,127,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,129,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,131,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,133,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,135,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,137,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,139,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,141,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,143,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,145,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,147,NA,NA,NA,NA,NA,NA,NA,NA
2018,05,149,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,001,0,3,1.6862228297191824,3,0.5847049900758027,3,1.523590488166407,3
2018,06,003,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,005,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,007,0,3,0,3,0,3,1.1638603876172935,3
2018,06,009,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,011,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,013,0.22204033303522056,3,2.5461575435135653,3,0.2329022283928015,3,1.5641479325132643,3
2018,06,015,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,017,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,019,0.2216353031407775,2,1.59100891649174,2,0.6104359541479973,2,1.878213785965492,2
2018,06,021,0,3,0,3,0,3,2.364691125744747,3
2018,06,023,0,3,4.206951925747062,3,0.8611713979383351,3,1.226401387968209,3
2018,06,025,0,3,0,3,0.6952303022304342,3,4.440870005058169,3
2018,06,027,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,029,0.8703191743066162,3,2.8710389171998214,3,0.7356550738476637,3,2.6903606952163592,3
2018,06,031,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,033,0,3,0,3,0,3,1.460589651022864,3
2018,06,035,0,3,0,3,0,3,2.076986076986077,3
2018,06,037,0.32935005424330466,3,1.7214641017920185,3,0.6683400430852778,3,1.8241517595431376,3
2018,06,039,2.3385488958990535,3,0,3,0.7935345750374653,3,1.1687214251931264,3
2018,06,041,0,3,3.749993802624268,3,0,3,1.3910042463886745,3
2018,06,043,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,045,0,3,0,3,0.47231638418079097,3,1.4995515695067267,3
2018,06,047,0.13110373458388894,3,0,3,0.3507512376308574,3,3.553878858815297,3
2018,06,049,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,051,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,053,1.512441758236892,3,0.4609504758491819,3,0.5377815846625862,3,3.4496459859923396,3
2018,06,055,0,3,0,3,0,3,1.2466555183946488,3
2018,06,057,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,059,3.137568243577069,3,0.4812369830686697,3,0,3,1.3636814780973812,3
2018,06,061,0,2,0,2,0,2,1.4505581369430325,2
2018,06,063,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,065,0.7478602533732006,3,0.19176652909934688,3,0.23844181657203145,3,3.762919137545603,3
2018,06,067,0,3,2.172802469229307,3,0.32979836860555767,3,1.6702178999987565,3
2018,06,069,0,2,0,2,0.5934901960784315,2,2.1994961728514677,2
2018,06,071,0.07788166385419625,3,0.8262614093056838,3,0.25513337537469144,3,2.447374963136519,3
2018,06,073,0,3,0.2407096831191436,3,0.5103573728792058,3,1.4750335803372223,3
2018,06,075,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,077,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,079,0.37541509725174826,3,1.0935056030414294,3,0.5294317837448265,3,1.1740164715889627,3
2018,06,081,0,3,0,3,1.1715364019797077,3,1.525815911369988,3
2018,06,083,0,3,0,3,0.7949681584665821,3,2.2983549406253405,3
2018,06,085,0.6416996302416559,3,2.568100056449812,3,0.5696530246464977,3,1.7044157725720772,3
2018,06,087,0,3,0,3,0.5881801236583165,3,2.6548881296904514,3
2018,06,089,0,2,0,2,0,2,1.2891535982118598,2
2018,06,091,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,093,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,095,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,097,1.586337021765911,3,6.616798437969186,3,0,3,1.1269554600022291,3
2018,06,099,0,3,0,3,0.3879947229551452,3,1.857962621742564,3
2018,06,101,0.8044592547712814,2,0,2,0.6661783151873966,2,1.3975440319977543,2
2018,06,103,0,3,0,3,0.3740939330751663,3,1.592484571815031,3
2018,06,105,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,107,0.9669015161761756,3,0,3,0.17516952758062143,3,2.0533240600652,3
2018,06,109,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,111,NA,NA,NA,NA,NA,NA,NA,NA
2018,06,113,0,3,0,3,0.4141695702671313,3,1.6190692395005677,3
2018,06,115,0,3,0,3,0,3,1.4070597070972588,3
2018,08,001,1.597474566717099,3,0,3,0.466952478847628,3,1.2252801156014312,3
2018,08,003,0,2,12.044334975369456,2,0.8416523235800345,2,1.0349206349206348,2
2018,08,005,0.16618956353711814,3,5.755538206402181,3,0.18914479185974012,3,1.0340544874608184,3
2018,08,007,NA,NA,NA,NA,NA,NA,NA,NA
2018,08,009,NA,NA,NA,NA,NA,NA,NA,NA
2018,08,011,0,3,0,3,1.0925925925925926,3,0.9369328493647912,3
2018,08,013,0,3,0,3,0,3,1.4611164606163831,3
2018,08,014,NA,NA,NA,NA,NA,NA,NA,NA
2018,08,015,NA,NA,NA,NA,NA,NA,NA,NA
2018,08,017,NA,NA,NA,NA,NA,NA,NA,NA
2018,08,019,0,3,0,3,0,3,1.1361867704280155,3
2018,08,021,NA,NA,NA,NA,NA,NA,NA,NA
2018,08,023,NA,NA,NA,NA,NA,NA,NA,NA
2018,08,025,NA,NA,NA,NA,NA,NA,NA,NA
2018,08,027,NA,NA,NA,NA,NA,NA,NA,NA
2018,08,029,0,3,0,3,0,3,1.2450304259634888,3
2018,08,031,NA,NA,NA,NA,NA,NA,NA,NA
2018,08,033,NA,NA,NA,NA,NA,NA,NA,NA
2018,08,035,0,3,0,3,0,3,1.145876232795058,3
2018,08,037,0,3,0,3,0,3,1.471568918564876,3
2018,08,039,NA,NA,NA,NA,NA,NA,NA,NA
2018,08,041,0,3,0,3,0,3,1.28501273190251,3
2018,08,043,NA,NA,NA,NA,NA,NA,NA,NA
2018,08,045,0,3,0,3,0.24668709189336943,3,1.7355437567995529,3
2018,08,047,0,3,0,3,0,3,1.1025641025641026,3
2018,08,049,0,3,0,3,0,3,1.254714287784188,3
2018,08,051,0,3,0,3,0,3,1.056304520222046,3
2018,08,053,NA,NA,NA,NA,NA,NA,NA,NA
2018,08,055,NA,NA,NA,NA,NA,NA,NA,NA
2018,08,057,0,3,0,3,0,3,1.3785714285714286,3
2018,08,059,0,3,0,3,0,3,1.2526013289746385,3
2018,08,061,NA,NA,NA,NA,NA,NA,NA,NA
2018,08,063,NA,NA,NA,NA,NA,NA,NA,NA
2018,08,065,NA,NA,NA,NA,NA,NA,NA,NA
2018,08,067,2.0518135504621133,3,0,3,0,3,1.0485861028044503,3
2018,08,069,0,3,0,3,0,3,1.182231109358677,3
2018,08,071,0,2,0,2,0.5577669902912621,2,1.6817915690866512,2
2018,08,073,0,3,0,3,0,3,1.2356377799415774,3
2018,08,075,0,2,0,2,0.7925320752545884,2,1.1708789029296762,2
2018,08,077,0,3,0,3,0,3,1.0527522935779816,3
2018,08,079,NA,NA,NA,NA,NA,NA,NA,NA
2018,08,081,0,2,0,2,0.7718627876682588,2,1.105862347842316,2
2018,08,083,0,3,0,3,0.7965507700820805,3,1.2976586953799925,3
2018,08,085,0,2,0,2,0.02030302159008422,2,1.4272083848490436,2
2018,08,087,0,3,0,3,0,3,2.380340980846138,3
2018,08,089,0,3,0,3,0.26150584695342954,3,2.06795853988283,3
2018,08,091,0,3,0,3,0,3,1.1817168338907469,3
2018,08,093,NA,NA,NA,NA,NA,NA,NA,NA
2018,08,095,NA,NA,NA,NA,NA,NA,NA,NA
2018,08,097,0,3,0,3,0,3,1.045925925925926,3
2018,08,099,NA,NA,NA,NA,NA,NA,NA,NA
2018,08,101,NA,NA,NA,NA,NA,NA,NA,NA
2018,08,103,2.1030844155844153,3,0,3,0,3,0.8897664835164837,3
2018,08,105,0,3,0,3,0.3677664079040226,3,2.399654643131236,3
2018,08,107,0,3,24.380959981758064,3,0,3,1.0836222874776622,3
2018,08,109,0,3,0,3,1.1266735324407826,3,0,3
2018,08,111,NA,NA,NA,NA,NA,NA,NA,NA
2018,08,113,0.96233909974452,3,0,3,1.057741877358626,3,0.911893682094655,3
2018,08,115,NA,NA,NA,NA,NA,NA,NA,NA
2018,08,117,0,3,0,3,0,3,1.2604208937308623,3
2018,08,119,NA,NA,NA,NA,NA,NA,NA,NA
2018,08,121,NA,NA,NA,NA,NA,NA,NA,NA
2018,08,123,0,3,0.26748464096214336,3,0.3834136006320389,3,1.4922293118823582,3
2018,08,125,NA,NA,NA,NA,NA,NA,NA,NA
2018,09,001,0,3,0.7527258254042801,3,0.1709831695484943,3,1.328633124540528,3
2018,09,003,0.04819579902770039,2,0.2940885345095596,2,0.325584482556822,2,1.401602447740405,2
2018,09,005,0,3,0,3,0,3,1.1332215455088464,3
2018,09,007,2.4760584086318325,3,3.0344107283078396,3,0,3,1.002006757299157,3
2018,09,009,0,3,0.7673972303091655,3,0.17730268376442135,3,1.2724321544738793,3
2018,09,011,0,2,0.6731998195455858,2,0.1636705759887169,2,1.2056919374628867,2
2018,09,013,0,2,0,2,0,2,1.2111586452328325,2
2018,09,015,0,3,1.1078728558345254,3,0.23317941483951216,3,1.2968287388035165,3
2018,10,001,NA,NA,NA,NA,NA,NA,NA,NA
2018,10,003,0.15064730936787943,3,0.03782581207640513,3,0,3,1.399991053011459,3
2018,10,005,0.4121634391904662,3,0,3,0,3,1.5208105328398838,3
2018,11,001,NA,NA,NA,NA,NA,NA,NA,NA
2018,12,001,1.593733909970397,2,0.6153352054135413,2,2.2918167825785325,2,0.8079521861626732,2
2018,12,003,NA,NA,NA,NA,NA,NA,NA,NA
2018,12,005,0,3,0,3,0,3,1.2632643681572857,3
2018,12,007,11.944444444444445,3,0.6468110709987966,3,0,3,0.9722640940608984,3
2018,12,009,0,3,1.1362890162095705,3,1.4793706604155348,3,1.0071533777360446,3
2018,12,011,0,3,0.7202196675803295,3,0.1684344344378087,3,1.8643693297227368,3
2018,12,013,NA,NA,NA,NA,NA,NA,NA,NA
2018,12,015,NA,NA,NA,NA,NA,NA,NA,NA
2018,12,017,0,3,0,3,0,3,1.1148855614670306,3
2018,12,019,0,3,0.8040852033835841,3,0,3,1.3465361751993452,3
2018,12,021,0,3,0,3,1.711032543162125,3,1.0333616730357644,3
2018,12,023,0,3,1.1301722104269876,3,0,3,1.1401237505949546,3
2018,12,027,0,3,1.710931610123856,3,0,3,1.2324282389449186,3
2018,12,029,NA,NA,NA,NA,NA,NA,NA,NA
2018,12,031,NA,NA,NA,NA,NA,NA,NA,NA
2018,12,033,1.8875960640666525,3,0.9905490591461172,3,0,3,0.9808768025677987,3
2018,12,035,0,1,0,1,0,1,1.3848393792302751,1
2018,12,037,0,3,1.2589580686149937,3,0,3,0.920247678018576,3
2018,12,039,0,3,1.2880452802763822,3,0,3,0.45916908212560387,3
2018,12,041,0,3,0,3,0,3,1.1341681574239717,3
2018,12,043,0,3,0,3,0,3,2.342516069788797,3
2018,12,045,NA,NA,NA,NA,NA,NA,NA,NA
2018,12,047,0,3,0.9041916167664672,3,0,3,1.3442136498516322,3
2018,12,049,0,3,1.1279137761296223,3,0.1053551785084556,3,3.6116162988404943,3
2018,12,051,0,3,0,3,0,3,3.132716049382716,3
2018,12,053,NA,NA,NA,NA,NA,NA,NA,NA
2018,12,055,0,3,0,3,0,3,1.6652575544073904,3
2018,12,057,NA,NA,NA,NA,NA,NA,NA,NA
2018,12,059,NA,NA,NA,NA,NA,NA,NA,NA
2018,12,061,0,3,0,3,0.19683349549430623,3,1.5853696432856446,3
2018,12,063,NA,NA,NA,NA,NA,NA,NA,NA
2018,12,065,0,3,0.8173913043478261,3,0,3,1.2194594594594594,3
2018,12,067,NA,NA,NA,NA,NA,NA,NA,NA
2018,12,069,0,3,0.3924212820693015,3,0,3,1.4717289765320516,3
2018,12,071,0,3,0,3,0,3,1.0503935069293038,3
2018,12,073,NA,NA,NA,NA,NA,NA,NA,NA
2018,12,075,0,3,0.5584954845670701,3,0,3,1.3218810770123226,3
2018,12,077,NA,NA,NA,NA,NA,NA,NA,NA
2018,12,079,0,3,0.8973001588141875,3,0,3,1.4450127877237853,3
2018,12,081,0,3,0,3,0,3,1.049680849398742,3
2018,12,083,0,3,0,3,0,3,1.3431553100061386,3
2018,12,085,0,3,1.5103189493433398,3,0,3,1.175075266855214,3
2018,12,086,0,3,0.3316173953027229,3,0.6456056302283636,3,2.943653477561132,3
2018,12,087,0,3,0.8876688538021233,3,0,3,1.3441342880787948,3
2018,12,089,NA,NA,NA,NA,NA,NA,NA,NA
2018,12,091,0,3,0.09124922015486808,3,0,3,1.2264637510679783,3
2018,12,093,0,3,0,3,0,3,1.709002728099424,3
2018,12,095,0,3,0.3664993435651983,3,0.02843629372839529,3,1.6450661785920109,3
2018,12,097,0,3,1.418950073412691,3,0.5176511883247232,3,1.4406898701210304,3
2018,12,099,0.00584397610127707,3,0.5572565671991812,3,0.06459992595479261,3,1.830217534505556,3
2018,12,101,0,3,0,3,0,3,1.0764478764478764,3
2018,12,103,0,2,0.25222438169673556,2,0.08165584110597604,2,1.3756862615447096,2
2018,12,105,0,3,1.325870042007282,3,0,3,1.206055256235479,3
2018,12,107,0,3,2.384783346958317,3,0,3,0.12363561177853932,3
2018,12,109,0,3,0,3,0,3,1.0965429345228612,3
2018,12,111,NA,NA,NA,NA,NA,NA,NA,NA
2018,12,113,0,3,1.2130353817504655,3,0,3,1.2319621749408982,3
2018,12,115,0,3,0,3,0,3,1.067847862036381,3
2018,12,117,0,3,0,3,0,3,1.5239981217429976,3
2018,12,119,0,3,1.8442791336898277,3,0,3,0.9175852770202152,3
2018,12,121,NA,NA,NA,NA,NA,NA,NA,NA
2018,12,123,NA,NA,NA,NA,NA,NA,NA,NA
2018,12,125,0,3,1.3062730627306272,3,0,3,0.9381625441696112,3
2018,12,127,0,3,0.112216045593144,3,0.6529452469478858,3,1.25400603695387,3
2018,12,129,NA,NA,NA,NA,NA,NA,NA,NA
2018,12,131,0,3,1.0465546218487396,3,0,3,1.0768698659749243,3
2018,12,133,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,001,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,003,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,005,0,3,0.9148123765635288,3,0,3,1.2392390011890606,3
2018,13,007,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,009,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,011,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,013,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,015,0,3,1.088070001223394,3,0,3,1.246345487065665,3
2018,13,017,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,019,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,021,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,023,0,3,0.8857021586223622,3,0,3,1.2756926704657103,3
2018,13,025,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,027,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,029,0,3,0.6355844155844157,3,0,3,1.2311949685534591,3
2018,13,031,0,3,0,3,0,3,1.0642201834862384,3
2018,13,033,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,035,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,037,NA,NA,NA,NA,NA,NA,NA,NA
2018,13,039,0,3,0.3703271028037383,3,0,3,1.8757396449704145,3
2018,13,043,0,3,1.056573705179283,3,0,3,1.2852988691437803,3
