year,state,county,injury_death_rate
2020,10,005,91.68
2020,11,001,94.88
2020,12,001,69
2020,12,003,86.5
2020,12,005,94.57
2020,12,007,111.92
2020,12,009,117.83
2020,12,011,74.8
2020,12,013,78.13
2020,12,015,75.13
2020,12,017,138.13
2020,12,019,88.25
2020,12,021,82.08
2020,12,023,99.79
2020,12,027,92.68
2020,12,029,122.07
2020,12,031,112.26
2020,12,033,94.96
2020,12,035,91.42
2020,12,037,100.52
2020,12,039,80.82
2020,12,041,104.77
2020,12,043,100.78
2020,12,045,100.68
2020,12,047,103.06
2020,12,049,95.75
2020,12,051,94.16
2020,12,053,119.21
2020,12,055,114.16
2020,12,057,75.07
2020,12,059,103.34
2020,12,061,97.35
2020,12,063,102.37
2020,12,065,104.04
2020,12,067,86.64
2020,12,069,119.46
2020,12,071,98.13
2020,12,073,58.03
2020,12,075,124.02
2020,12,077,84.1
2020,12,079,88.74
2020,12,081,100.32
2020,12,083,158.34
2020,12,085,94.44
2020,12,086,53
2020,12,087,113.12
2020,12,089,102.58
2020,12,091,86.67
2020,12,093,105.33
2020,12,095,64.68
2020,12,097,65.26
2020,12,099,92.34
2020,12,101,111.51
2020,12,103,110.43
2020,12,105,82.61
2020,12,107,140.83
2020,12,109,71.68
2020,12,111,81.35
2020,12,113,77.21
2020,12,115,98.1
2020,12,117,71.18
2020,12,119,127.51
2020,12,121,101.61
2020,12,123,118.57
2020,12,125,107.87
2020,12,127,112.81
2020,12,129,89.95
2020,12,131,80.54
2020,12,133,106.04
2020,13,001,95.48
2020,13,003,96.46
2020,13,005,82.03
2020,13,007,103.55
2020,13,009,72.04
2020,13,011,85.62
2020,13,013,74.42
2020,13,015,83.77
2020,13,017,96.04
2020,13,019,87.29
2020,13,021,86.58
2020,13,023,76.01
2020,13,025,102.87
2020,13,027,78.61
2020,13,029,75.61
2020,13,031,56.61
2020,13,033,106.51
2020,13,035,111.08
2020,13,037,69.73
2020,13,039,59.31
2020,13,043,90.19
2020,13,045,86.9
2020,13,047,73.82
2020,13,049,89.23
2020,13,051,77.99
2020,13,053,52.43
2020,13,055,110.47
2020,13,057,56.89
2020,13,059,49.12
2020,13,061,130.41
2020,13,063,65.18
2020,13,065,74.84
2020,13,067,56.53
2020,13,069,91.37
2020,13,071,94.18
2020,13,073,56.85
2020,13,075,85.88
2020,13,077,61.05
2020,13,079,105.57
2020,13,081,89.81
2020,13,083,70.42
2020,13,085,98.19
2020,13,087,88.74
2020,13,089,60.48
2020,13,091,96.07
2020,13,093,70.83
2020,13,095,81.31
2020,13,097,65.03
2020,13,099,93.92
2020,13,101,50.24
2020,13,103,73.65
2020,13,105,90.72
2020,13,107,82.35
2020,13,109,102.88
2020,13,111,110.17
2020,13,113,51.24
2020,13,115,86.06
2020,13,117,40.06
2020,13,119,110.42
2020,13,121,67.06
2020,13,123,106.1
2020,13,125,113.2
2020,13,127,82.89
2020,13,129,71.08
2020,13,131,82.59
2020,13,133,74.04
2020,13,135,44.76
2020,13,137,82.9
2020,13,139,66
2020,13,141,101.18
2020,13,143,116.89
2020,13,145,74.41
2020,13,147,63.82
2020,13,149,120.36
2020,13,151,62.96
2020,13,153,59.69
2020,13,155,82.92
2020,13,157,74.77
2020,13,159,78.17
2020,13,161,97
2020,13,163,96.62
2020,13,165,80.05
2020,13,167,66.24
2020,13,169,76.8
2020,13,171,73.09
2020,13,173,59.25
2020,13,175,82.2
2020,13,177,76.61
2020,13,179,68.73
2020,13,181,85.91
2020,13,183,48.87
2020,13,185,59.1
2020,13,187,94.51
2020,13,189,85.99
2020,13,191,94.18
2020,13,193,93.04
2020,13,195,85.07
2020,13,197,78.2
2020,13,199,111.83
2020,13,201,111.15
2020,13,205,91.48
2020,13,207,98.14
2020,13,209,76.98
2020,13,211,96.45
2020,13,213,79.34
2020,13,215,87.64
2020,13,217,80.96
2020,13,219,58.81
2020,13,221,68.88
2020,13,223,60.39
2020,13,225,91.54
2020,13,227,81.81
2020,13,229,87.76
2020,13,231,73.22
2020,13,233,106.71
2020,13,235,69.83
2020,13,237,87.55
2020,13,239,95.3
2020,13,241,113.69
2020,13,243,66.58
2020,13,245,96.18
2020,13,247,71
2020,13,249,88.46
2020,13,251,81.53
2020,13,253,106.73
2020,13,255,88.38
2020,13,257,113.33
2020,13,259,83.34
2020,13,261,77.97
2020,13,263,90.24
2020,13,265,NA
2020,13,267,88.56
2020,13,269,106.15
2020,13,271,74.24
2020,13,273,80.72
2020,13,275,65.38
2020,13,277,66.38
2020,13,279,90.45
2020,13,281,99.94
2020,13,283,58.98
2020,13,285,82.87
2020,13,287,80.46
2020,13,289,107.96
2020,13,291,93.13
2020,13,293,69.18
2020,13,295,81.19
2020,13,297,79.27
2020,13,299,92.82
2020,13,301,151.05
2020,13,303,75.73
2020,13,305,100.88
2020,13,307,115.23
2020,13,309,65.96
2020,13,311,79.89
2020,13,313,58.45
2020,13,315,78.14
2020,13,317,83.6
2020,13,319,91.39
2020,13,321,90.37
2020,15,001,69.67
2020,15,003,59.96
2020,15,005,NA
2020,15,007,70.19
2020,15,009,62.22
2020,16,001,63.66
2020,16,003,156.86
2020,16,005,93.45
2020,16,007,99.04
2020,16,009,103.83
2020,16,011,86.44
2020,16,013,63.79
2020,16,015,102.78
2020,16,017,96.7
2020,16,019,80.53
2020,16,021,89.33
2020,16,023,123.49
2020,16,025,NA
2020,16,027,64.89
2020,16,029,96.43
2020,16,031,106.42
2020,16,033,NA
2020,16,035,117.5
2020,16,037,118.42
2020,16,039,75.52
2020,16,041,75.6
2020,16,043,74.78
2020,16,045,120.21
2020,16,047,100.91
2020,16,049,128.44
2020,16,051,55.41
2020,16,053,81.09
2020,16,055,76.07
2020,16,057,55.11
2020,16,059,133.7
2020,16,061,93.38
2020,16,063,112.47
2020,16,065,30.85
2020,16,067,95.76
2020,16,069,103.79
2020,16,071,112.06
2020,16,073,90.34
2020,16,075,88.6
2020,16,077,88.67
2020,16,079,122.67
2020,16,081,61.41
2020,16,083,111.16
2020,16,085,81.22
2020,16,087,90.18
2020,17,001,78.49
2020,17,003,119.56
2020,17,005,83.04
2020,17,007,58.45
2020,17,009,51.27
2020,17,011,102.72
2020,17,013,54.43
2020,17,015,88.99
2020,17,017,81.28
2020,17,019,66.02
2020,17,021,87.49
2020,17,023,91.01
2020,17,025,69.61
2020,17,027,59.59
2020,17,029,59.33
2020,17,031,71.69
2020,17,033,70.02
2020,17,035,55.57
2020,17,037,57.58
2020,17,039,87.4
2020,17,041,74.62
2020,17,043,43.86
2020,17,045,89.25
2020,17,047,99.53
2020,17,049,69.09
2020,17,051,80.86
2020,17,053,68.15
2020,17,055,108.57
2020,17,057,80.68
2020,17,059,76.09
2020,17,061,107.72
2020,17,063,73.22
2020,17,065,64.01
2020,17,067,94.97
2020,17,069,81.6
2020,17,071,116.23
2020,17,073,68.16
2020,17,075,112.61
2020,17,077,83.68
2020,17,079,77.41
2020,17,081,95.05
2020,17,083,105.31
2020,17,085,97.94
2020,17,087,84.08
2020,17,089,47.63
2020,17,091,84.29
2020,17,093,47.14
2020,17,095,70.68
2020,17,097,49.29
2020,17,099,89.86
2020,17,101,85.58
2020,17,103,79.12
2020,17,105,96.18
2020,17,107,71.87
2020,17,109,67
2020,17,111,61.23
2020,17,113,58
2020,17,115,83.19
2020,17,117,96.39
2020,17,119,99.75
2020,17,121,101.64
2020,17,123,82.83
2020,17,125,86.16
2020,17,127,87.96
2020,17,129,109.28
2020,17,131,88.9
2020,17,133,53.53
2020,17,135,97.34
2020,17,137,79.83
2020,17,139,80.73
2020,17,141,63.73
2020,17,143,88.79
2020,17,145,70.21
2020,17,147,70.65
2020,17,149,85.7
2020,17,151,104.7
2020,17,153,92.16
2020,17,155,108.65
2020,17,157,94.83
2020,17,159,77.59
2020,17,161,83.26
2020,17,163,91.18
2020,17,165,99.17
2020,17,167,82.83
2020,17,169,96.01
2020,17,171,92.44
2020,17,173,86.02
2020,17,175,106.46
2020,17,177,109.05
2020,17,179,65.18
2020,17,181,85.51
2020,17,183,101.19
2020,17,185,66.39
2020,17,187,63.44
2020,17,189,97.38
2020,17,191,95.74
2020,17,193,103.2
2020,17,195,69.76
2020,17,197,54.31
2020,17,199,79.71
2020,17,201,102.42
2020,17,203,59.62
2020,18,001,61.24
2020,18,003,81.64
2020,18,005,78.66
2020,18,007,82.94
2020,18,009,102.36
2020,18,011,69.91
2020,18,013,86.22
2020,18,015,75.53
2020,18,017,84.67
2020,18,019,98.31
2020,18,021,77.01
2020,18,023,89.71
2020,18,025,90.79
2020,18,027,68.04
2020,18,029,89.95
2020,18,031,66.78
2020,18,033,69.46
2020,18,035,103.29
2020,18,037,62.92
2020,18,039,60.28
2020,18,041,144.49
2020,18,043,88.11
2020,18,045,92.46
2020,18,047,96.84
2020,18,049,89.75
2020,18,051,86.79
2020,18,053,104.13
2020,18,055,80.99
2020,18,057,43.21
2020,18,059,67.14
2020,18,061,95.89
2020,18,063,62.41
2020,18,065,90.35
2020,18,067,111.25
2020,18,069,77.52
2020,18,071,100.7
2020,18,073,82.51
2020,18,075,111
2020,18,077,96.19
2020,18,079,113.57
2020,18,081,64.93
2020,18,083,95.54
2020,18,085,65.14
2020,18,087,45.58
2020,18,089,92.43
2020,18,091,91.88
2020,18,093,75.97
2020,18,095,109.31
2020,18,097,109.55
2020,18,099,73.38
2020,18,101,86.38
2020,18,103,69.05
2020,18,105,57.74
2020,18,107,87.66
2020,18,109,95.52
2020,18,111,112.93
2020,18,113,73.89
2020,18,115,88.52
2020,18,117,94.31
2020,18,119,94.09
2020,18,121,53.3
2020,18,123,71.23
2020,18,125,74.23
2020,18,127,75.43
2020,18,129,68.34
2020,18,131,108.97
2020,18,133,70.23
2020,18,135,109.93
2020,18,137,91.88
2020,18,139,105.79
2020,18,141,77.72
2020,18,143,141.85
2020,18,145,90.17
2020,18,147,58.9
2020,18,149,120.12
2020,18,151,69.52
2020,18,153,69.58
2020,18,155,119.82
2020,18,157,57.5
2020,18,159,73.87
2020,18,161,126.33
2020,18,163,95.13
2020,18,165,76.17
2020,18,167,71.58
2020,18,169,87.67
2020,18,171,75.45
2020,18,173,65.63
2020,18,175,104.52
2020,18,177,141.36
2020,18,179,72.56
2020,18,181,92.05
2020,18,183,67.8
2020,19,001,84.7
2020,19,003,76.86
2020,19,005,76.89
2020,19,007,98.22
2020,19,009,136.99
2020,19,011,85.91
2020,19,013,64.09
2020,19,015,79.62
2020,19,017,51.99
2020,19,019,70.85
2020,19,021,41.12
2020,19,023,64.64
2020,19,025,78.46
2020,19,027,59.41
2020,19,029,83.22
2020,19,031,47.45
2020,19,033,106.9
2020,19,035,72.48
2020,19,037,68.61
2020,19,039,93.91
2020,19,041,69.45
2020,19,043,76.44
2020,19,045,89.02
2020,19,047,83.72
2020,19,049,39.13
2020,19,051,69.05
2020,19,053,95.91
2020,19,055,77.2
2020,19,057,94.4
2020,19,059,61.34
2020,19,061,60.31
2020,19,063,75.03
2020,19,065,102.62
2020,19,067,76.43
2020,19,069,79.21
2020,19,071,101.21
2020,19,073,91.81
2020,19,075,58.63
2020,19,077,84.21
2020,19,079,81.73
2020,19,081,57.99
2020,19,083,65.04
2020,19,085,86.65
2020,19,087,76.49
2020,19,089,82.46
2020,19,091,62.99
2020,19,093,72.71
2020,19,095,87.79
2020,19,097,68.1
2020,19,099,68.05
2020,19,101,76.47
2020,19,103,48.41
2020,19,105,70.86
2020,19,107,88.53
2020,19,109,85.89
2020,19,111,98.18
2020,19,113,70.32
2020,19,115,73.82
2020,19,117,93.14
2020,19,119,52.66
2020,19,121,74.1
2020,19,123,69.44
2020,19,125,67.42
2020,19,127,74.21
2020,19,129,72.02
2020,19,131,50.76
2020,19,133,91.89
2020,19,135,66.7
2020,19,137,59.74
2020,19,139,61.27
2020,19,141,62.23
2020,19,143,99.69
2020,19,145,89.42
2020,19,147,73.66
2020,19,149,65.13
2020,19,151,68.25
2020,19,153,71.51
2020,19,155,74.94
2020,19,157,62.75
2020,19,159,96.91
2020,19,161,86.18
2020,19,163,69.18
2020,19,165,63.91
2020,19,167,43.54
2020,19,169,43.85
2020,19,171,71.82
2020,19,173,81.17
2020,19,175,92.49
2020,19,177,78.74
2020,19,179,84.48
2020,19,181,69.12
2020,19,183,85.85
2020,19,185,83.89
2020,19,187,95.87
2020,19,189,78.29
2020,19,191,53.65
2020,19,193,61.67
2020,19,195,104.74
2020,19,197,69.59
2020,20,001,78.47
2020,20,003,122
2020,20,005,87.66
2020,20,007,124.27
2020,20,009,83.33
2020,20,011,72.61
2020,20,013,106.32
2020,20,015,80.7
2020,20,017,98.37
2020,20,019,90.77
2020,20,021,90
2020,20,023,98.03
2020,20,025,189.28
2020,20,027,82.24
2020,20,029,97.07
2020,20,031,99.45
2020,20,033,159.27
2020,20,035,84.15
2020,20,037,66.75
2020,20,039,119.79
2020,20,041,78.15
2020,20,043,52.4
2020,20,045,56.72
2020,20,047,154.62
2020,20,049,174.74
2020,20,051,80.13
2020,20,053,83.9
2020,20,055,71.66
2020,20,057,73.39
2020,20,059,78.02
2020,20,061,75.34
2020,20,063,NA
2020,20,065,112.7
2020,20,067,51.72
2020,20,069,73.41
2020,20,071,NA
2020,20,073,115.97
2020,20,075,141.21
2020,20,077,130.66
2020,20,079,88.75
2020,20,081,55.15
2020,20,083,109.85
2020,20,085,93.61
2020,20,087,92.69
2020,20,089,97.87
2020,20,091,51.86
2020,20,093,97.92
2020,20,095,99.27
2020,20,097,104.71
2020,20,099,80.19
2020,20,101,140.88
2020,20,103,71.81
2020,20,105,NA
2020,20,107,101.26
2020,20,109,85.58
2020,20,111,68.45
2020,20,113,111.86
2020,20,115,87.27
2020,20,117,113.02
2020,20,119,159.21
2020,20,121,78.85
2020,20,123,92.17
2020,20,125,106.37
2020,20,127,64.92
2020,20,129,119.58
2020,20,131,86.5
2020,20,133,79.95
2020,20,135,162.1
2020,20,137,121.98
2020,20,139,87.04
2020,20,141,136.46
2020,20,143,79.31
2020,20,145,115.98
2020,20,147,64.08
2020,20,149,62.84
2020,20,151,100.43
2020,20,153,127.03
2020,20,155,96.52
2020,20,157,107.64
2020,20,159,114.77
2020,20,161,40.15
2020,20,163,112.54
2020,20,165,118.13
2020,20,167,101.54
2020,20,169,84.79
2020,20,171,106.11
2020,20,173,88.07
2020,20,175,67.82
2020,20,177,98.68
2020,20,179,95.16
2020,20,181,94.95
2020,20,183,105.38
2020,20,185,158.69
2020,20,187,109.08
2020,20,189,76.01
2020,20,191,74.02
2020,20,193,87.47
2020,20,195,92.13
2020,20,197,89.85
2020,20,199,NA
2020,20,201,69.64
2020,20,203,NA
2020,20,205,137.37
2020,20,207,115.03
2020,20,209,91.86
2020,21,001,92
2020,21,003,113.01
2020,21,005,110.67
2020,21,007,103.2
2020,21,009,91.15
2020,21,011,114.39
2020,21,013,127.18
2020,21,015,73.66
2020,21,017,106.07
2020,21,019,120.89
2020,21,021,92.38
2020,21,023,142.19
2020,21,025,149.68
2020,21,027,98.55
2020,21,029,95.96
2020,21,031,117.13
2020,21,033,96.28
2020,21,035,72.38
2020,21,037,105.27
2020,21,039,108.68
2020,21,041,112.17
2020,21,043,113.73
2020,21,045,119.23
2020,21,047,83.62
2020,21,049,122.21
2020,21,051,106.18
2020,21,053,113.75
2020,21,055,102.59
2020,21,057,99.28
2020,21,059,75.3
2020,21,061,67.21
2020,21,063,114.64
2020,21,065,150.71
2020,21,067,88.95
2020,21,069,81.3
2020,21,071,115.69
2020,21,073,107.49
2020,21,075,124.95
2020,21,077,152.74
2020,21,079,112.81
2020,21,081,121.93
2020,21,083,89.39
2020,21,085,124.46
2020,21,087,83.47
2020,21,089,125.11
2020,21,091,77.57
2020,21,093,83.76
2020,21,095,122.85
2020,21,097,132.96
2020,21,099,87.98
2020,21,101,74.21
2020,21,103,116.07
2020,21,105,94.12
2020,21,107,88.99
2020,21,109,124.05
2020,21,111,113.53
2020,21,113,100.81
2020,21,115,95.41
2020,21,117,104.65
2020,21,119,142.14
2020,21,121,96.56
2020,21,123,88.19
2020,21,125,93.03
2020,21,127,125.79
2020,21,129,186.49
2020,21,131,168.22
2020,21,133,126.62
2020,21,135,120.17
2020,21,137,120.01
2020,21,139,99.97
2020,21,141,78.43
2020,21,143,111.1
2020,21,145,98.48
2020,21,147,93.44
2020,21,149,77.91
2020,21,151,93.83
2020,21,153,129.53
2020,21,155,109.74
2020,21,157,88.35
2020,21,159,110.52
2020,21,161,101.61
2020,21,163,94.24
2020,21,165,148.58
2020,21,167,104.98
2020,21,169,111.37
2020,21,171,99.69
2020,21,173,96.97
2020,21,175,89.01
2020,21,177,100.2
2020,21,179,99.68
2020,21,181,122.62
2020,21,183,84.62
2020,21,185,56.59
2020,21,187,145.74
2020,21,189,207.73
2020,21,191,127.68
2020,21,193,134.91
2020,21,195,115.79
2020,21,197,141
2020,21,199,99.52
2020,21,201,140.61
2020,21,203,97.92
2020,21,205,91.28
2020,21,207,108.7
2020,21,209,79.54
2020,21,211,81.33
2020,21,213,72.88
2020,21,215,79.36
2020,21,217,98.52
2020,21,219,108.78
2020,21,221,89.31
2020,21,223,117.24
2020,21,225,119.38
2020,21,227,66.46
2020,21,229,98.94
2020,21,231,104.72
2020,21,233,111.77
2020,21,235,120.26
2020,21,237,150.57
2020,21,239,92.06
2020,22,001,88.31
2020,22,003,102.36
2020,22,005,72.86
2020,22,007,81.06
2020,22,009,101.64
2020,22,011,77.22
2020,22,013,74.59
2020,22,015,64.23
2020,22,017,87.74
2020,22,019,85.1
2020,22,021,112.55
2020,22,023,60.45
2020,22,025,74.81
2020,22,027,114.87
2020,22,029,94.33
2020,22,031,76.62
2020,22,033,103.61
2020,22,035,71.67
2020,22,037,113.05
2020,22,039,113.41
2020,22,041,88.57
2020,22,043,84.06
2020,22,045,94.59
2020,22,047,79.02
2020,22,049,68.46
2020,22,051,101.63
2020,22,053,105.06
2020,22,055,72.52
2020,22,057,85.7
2020,22,059,85.54
2020,22,061,52.97
2020,22,063,105.06
2020,22,065,79.15
2020,22,067,120.43
2020,22,069,98.1
2020,22,071,123.81
2020,22,073,95.72
2020,22,075,79.81
2020,22,077,113.11
2020,22,079,105.69
2020,22,081,94.58
2020,22,083,85.99
2020,22,085,96.06
2020,22,087,118.2
2020,22,089,70.28
2020,22,091,151.9
2020,22,093,87.91
2020,22,095,94.15
2020,22,097,101.52
2020,22,099,88.75
2020,22,101,85.82
2020,22,103,97.22
2020,22,105,108
2020,22,107,94.65
2020,22,109,99.17
2020,22,111,77.02
2020,22,113,75.24
2020,22,115,78.21
2020,22,117,152.49
2020,22,119,88.07
2020,22,121,100.19
2020,22,123,117.32
2020,22,125,103.6
2020,22,127,97.78
2020,23,001,95.83
2020,23,003,85.57
2020,23,005,83.94
2020,23,007,101.95
2020,23,009,97.88
2020,23,011,99.55
2020,23,013,115.56
2020,23,015,101.64
2020,23,017,96.75
2020,23,019,104.26
2020,23,021,117.58
2020,23,023,76.88
2020,23,025,113.72
2020,23,027,95.7
2020,23,029,146.14
2020,23,031,104.81
2020,24,001,114.02
2020,24,003,87.55
2020,24,005,109.42
2020,24,009,83.41
2020,24,011,106.47
2020,24,013,87.95
2020,24,015,126.93
2020,24,017,76.49
2020,24,019,89.26
2020,24,021,72.5
2020,24,023,85.8
2020,24,025,85.63
2020,24,027,47.79
2020,24,029,93.71
2020,24,031,42.64
2020,24,033,61.68
2020,24,035,80.24
2020,24,037,70.83
2020,24,039,94.1
2020,24,041,87.87
2020,24,043,117.11
2020,24,045,85.03
2020,24,047,87.82
2020,24,510,200.24
2020,25,001,99.13
2020,25,003,102.53
2020,25,005,90.24
2020,25,007,78.42
2020,25,009,75.14
2020,25,011,75.75
2020,25,013,87.09
2020,25,015,58.35
2020,25,017,55.13
2020,25,019,53.25
2020,25,021,61.83
2020,25,023,79.87
2020,25,025,62.75
2020,25,027,72.33
2020,26,001,125.06
2020,26,003,65.85
2020,26,005,74.36
2020,26,007,80.19
2020,26,009,72.92
2020,26,011,95.94
2020,26,013,110.48
2020,26,015,70.48
2020,26,017,80.82
2020,26,019,74.56
2020,26,021,70.76
2020,26,023,82.34
2020,26,025,104.66
2020,26,027,77.52
2020,26,029,77.21
2020,26,031,81.21
2020,26,033,73.69
2020,26,035,104.24
2020,26,037,54.94
2020,26,039,122.19
2020,26,041,71.9
2020,26,043,98.67
2020,26,045,78.59
2020,26,047,73.3
2020,26,049,105.68
2020,26,051,89.28
2020,26,053,80.27
2020,26,055,71.47
2020,26,057,62.31
2020,26,059,75.66
2020,26,061,68.38
2020,26,063,94.5
2020,26,065,82.39
2020,26,067,68.33
2020,26,069,110.46
2020,26,071,125.97
2020,26,073,52.51
2020,26,075,65.96
2020,26,077,78.91
2020,26,079,91.26
2020,26,081,66.9
2020,26,083,103.27
