year,state,place,pctl_20,pctl_20_quality,pctl_50,pctl_50_quality,pctl_80,pctl_80_quality
2021,49,67000,30897.839999999997,2,75524.62024,2,168908.192,2
2021,49,67440,49436.544,2,101808.3828,2,199291.068,2
2021,49,70850,50466.472,3,92693.52,3,179001.4864,3
2021,49,82950,53556.256,3,94238.412,3,162728.624,3
2021,49,83470,38931.2784,2,72094.96,2,123591.36,2
2021,51,01000,41197.12,1,102477.83599999998,1,212165.168,1
2021,51,16000,43256.976,1,96607.2464,1,181576.3064,1
2021,51,35000,28220.0272,1,63855.53599999999,1,139040.28,1
2021,51,47672,30897.84,2,73742.8448,2,378828.11696,2
2021,51,56000,28323.02,1,64885.464,1,143159.992,1
2021,51,57000,30897.839999999997,1,72094.96,1,540712.2,1
2021,51,64000,22349.437599999997,1,61795.68,1,146764.74,1
2021,51,67000,22761.4088,1,58705.896,1,149339.56,1
2021,51,68000,21628.488,2,54380.1984,2,130800.856,2
2021,51,76432,36047.48,2,86513.952,2,162213.66,2
2021,51,82000,41094.1272,1,84454.096,1,166745.3432,1
2021,53,03180,37015.61232,2,86513.952,2,155519.128,2
2021,53,05210,52526.328,1,145013.8624,1,304858.688,1
2021,53,05280,34811.5664,2,76935.6216,2,161101.33776,2
2021,53,22640,38210.3288,2,87543.88,2,172100.9688,2
2021,53,23515,33987.624,2,81118.47848568023,2,147794.668,2
2021,53,35275,32957.696,2,78274.528,2,154489.2,2
2021,53,35415,41197.12,1,89603.736,1,159638.84,1
2021,53,35940,51496.4,2,133890.64,2,282509.2504,2
2021,53,53545,41197.12,2,81158.32640000002,2,154798.1784,2
2021,53,57745,36871.4224,2,87028.916,2,175087.76,2
2021,53,63000,40373.1776,1,123591.36000000002,1,280531.78864,1
2021,53,67000,26984.1136,1,66842.3272,1,146146.7832,1
2021,53,67167,31515.7968,2,70447.0752,2,130182.8992,2
2021,53,70000,36047.48,2,83012.1968,2,166879.23384,2
2021,53,74060,30897.84,1,77347.59280000001,1,147279.704,1
2021,53,80010,24821.2648,2,63546.5576,2,121531.50399999999,2
2021,55,02375,40167.192,3,78089.14096,3,146249.776,3
2021,55,31000,24409.2936,1,59735.824,1,111232.224,1
2021,55,39225,28529.0056,2,79304.456,2,150112.006,2
2021,55,48000,28426.0128,2,75493.7224,2,193420.4784,2
2021,55,53000,20598.56,1,51496.4,1,112262.152,1
2021,55,66000,32648.7176,2,73021.8952,2,146249.776,2
