year,state,county,violent_crime_rate,property_crime_rate,coverage_indicator_crime,crime_rate_quality
2017,01,129,199.62495,992.0755,77.43356615285806,3
2017,01,131,727.67981,2024.4426,100,1
2017,01,133,193.91283,1395.3292,99.17365235828524,2
2017,02,013,178.04155,1572.7003,0,3
2017,02,016,364.39355,1422.87,89.93329290479079,2
2017,02,020,1213.1569,5554.1587,100,1
2017,02,050,503.42996,414.91479,100,1
2017,02,060,0,1730.1038,100,1
2017,02,068,,,,
2017,02,070,912.40875,2291.1597,73.34365325077398,3
2017,02,090,214.63747,1645.8883,100,1
2017,02,100,277.11798,712.58905,100,1
2017,02,105,279.72028,2470.8625,0,3
2017,02,110,944.10168,5243.9707,100,1
2017,02,122,163.77501,1704.2837,98.68950669287653,2
2017,02,130,245.38106,2461.0278,100,1
2017,02,150,446.16299,1569.0066,100,1
2017,02,158,,,,
2017,02,164,,,,
2017,02,170,75.09481,714.33936,87.99979626139663,2
2017,02,180,594.69812,272.14999,100,1
2017,02,185,1768.5544,899.61151,100,1
2017,02,188,1574.7007,2316.5017,100,1
2017,02,195,,,,
2017,02,198,325.93512,3523.2034,76.07286740234717,3
2017,02,220,161.12326,1875.9351,100,1
2017,02,230,0,1382.8867,100,1
2017,02,240,,,,
2017,02,261,194.00732,1433.4987,96.59417972497602,2
2017,02,275,317.33438,1110.6704,100,1
2017,02,282,,,,
2017,02,290,223.67195,1975.7689,0,3
2017,04,001,3618.4119,1682.8198,100,1
2017,04,003,684.53619,2872.0061,89.56613807541449,2
2017,04,005,376.48462,2765.3862,99.2863928833614,2
2017,04,007,2874.7126,4904.5811,99.35933147632312,2
2017,04,009,218.8651,1686.8628,100,1
2017,04,011,2062.4009,5097.832,56.44994840041279,3
2017,04,012,349.49759,3203.728,63.43362104397863,3
2017,04,013,498.02264,2950.5928,99.64308796613057,2
2017,04,015,380.30887,3330.5984,97.65966541667477,2
2017,04,017,620.43396,2764.4187,96.30434782608695,2
2017,04,019,519.47217,3960.8162,99.44711717394115,2
2017,04,021,299.36987,1653.0424,92.02429397258406,2
2017,04,023,93.049423,1590.496,100,1
2017,04,025,309.42114,1845.5699,100,1
2017,04,027,349.8222,2075.3225,99.75986440918267,2
2017,05,001,562.14172,3350.5872,96.35444385311335,2
2017,05,003,320.46542,2573.5837,97.5915777329103,2
2017,05,005,249.06299,2783.2185,100,1
2017,05,007,274.12692,1835.8994,100,1
2017,05,009,757.06909,2311.3347,98.0719548155473,2
2017,05,011,405.00735,1730.486,93.29918907383697,2
2017,05,013,419.2872,1086.3351,100,1
2017,05,015,314.91556,2061.2654,100,1
2017,05,017,253.85483,2012.0345,100,1
2017,05,019,417.1713,2449.1992,100,1
2017,05,021,147.45308,1132.7078,100,1
2017,05,023,419.19516,2599.01,100,1
2017,05,025,146.30579,1426.4813,100,1
2017,05,027,283.57388,2903.458,100,1
2017,05,029,315.54791,3150.698,100,1
2017,05,031,451.8508,3482.2388,100,1
2017,05,033,296.84424,2239.8247,100,1
2017,05,035,1491.2821,4145.6411,95.7767575968263,2
2017,05,037,504.06213,2621.1233,95.77516531961793,2
2017,05,039,635.73651,3070.4722,100,1
2017,05,041,663.03979,3374.7024,57.905217045002,3
2017,05,043,334.28586,2318.4343,100,1
2017,05,045,366.34479,2813.4956,100,1
2017,05,047,553.38177,2079.374,100,1
2017,05,049,331.81253,763.16882,100,1
2017,05,051,525.04614,4218.6138,99.21093734152822,2
2017,05,053,308.28516,2097.4402,100,1
2017,05,055,457.23926,3711.1846,100,1
2017,05,057,699.87646,3023.6494,100,1
2017,05,059,256.1506,1930.0649,97.86935143994381,2
2017,05,061,185.48746,2018.1035,92.48036125287702,2
2017,05,063,559.94025,1930.4607,96.92086706711936,2
2017,05,065,284.96274,2133.5671,86.63737399844922,2
2017,05,067,309.30844,3069.7402,69.89322734003585,3
2017,05,069,1280.4746,4305.8672,98.78080229226362,2
2017,05,071,327.65894,2131.6663,100,1
2017,05,073,568.34741,3016.6133,39.02257872846108,3
2017,05,075,199.69743,956.12708,100,1
2017,05,077,326.93985,2800.7847,100,1
2017,05,079,212.51649,1487.6155,92.19192873532191,2
2017,05,081,380.28967,2742.9404,92.95064700571773,2
2017,05,083,271.61404,2117.6687,100,1
2017,05,085,371.75232,1709.2375,100,1
2017,05,087,263.17401,1034.3351,86.92493946731234,2
2017,05,089,395.66592,2727.0513,93.32034830430797,2
2017,05,091,600.21826,3805.9294,100,1
2017,05,093,721.07971,4079.7932,100,1
2017,05,095,1016.2314,3570.9246,74.25165562913907,3
2017,05,097,112.12019,953.02167,100,1
2017,05,099,696.52936,3806.8933,0,3
2017,05,101,332.14102,677.0567,58.33333333333333,3
2017,05,103,879.83911,2869.9514,48.5113124009911,3
2017,05,105,444.53033,2068.0325,100,1
2017,05,107,877.66528,3682.9636,60.71185553520021,3
2017,05,109,74.585121,1072.1611,81.95831791836233,2
2017,05,111,563.05371,2827.689,59.88957498887406,3
2017,05,113,183.9149,1570.7327,100,1
2017,05,115,413.56622,2725.7773,99.29558930534267,2
2017,05,117,145.48982,1212.4152,100,1
2017,05,119,1194.2958,5491.4761,100,1
2017,05,121,290.48242,2597.2546,100,1
2017,05,123,451.21481,3281.9128,42.01466615206484,3
2017,05,125,323.4917,2791.5825,100,1
2017,05,127,325.51459,2383.9158,100,1
2017,05,129,75.585793,655.07684,100,1
2017,05,131,697.85413,3821.0247,99.13924897283179,2
2017,05,133,233.71312,1256.208,100,1
2017,05,135,287.47198,1995.0555,40.38022744281985,3
2017,05,137,255.24448,1028.9543,42.17147626997376,3
2017,05,139,656.54388,3008.9482,95.78121226756822,2
2017,05,141,236.27771,1762.9952,100,1
2017,05,143,553.88885,3640.5801,66.70307224144399,3
2017,05,145,358.1553,2450.1367,68.74633970851531,3
2017,05,147,334.80444,1308.781,100,1
2017,05,149,459.97305,1649.3983,97.64332495266474,2
2017,06,001,596.62457,3839.6694,100,1
2017,06,003,1160.7142,2857.1428,100,1
2017,06,005,396.10626,2695.0759,96.97584842806579,2
2017,06,007,401.66772,3174.9631,100,1
2017,06,009,455.44122,1729.8008,100,1
2017,06,011,357.71613,1554.6893,100,1
2017,06,013,333.7868,2591.4231,100,1
2017,06,015,549.69055,2548.2344,100,1
2017,06,017,155.56625,1552.4878,100,1
2017,06,019,582.96393,3081.0054,99.59343276352701,2
2017,06,021,459.17279,2089.4141,91.11094826322731,2
2017,06,023,500.16818,3354.9292,98.82578220969724,2
2017,06,025,355.52151,2713.4497,95.86790957716097,2
2017,06,027,710.08545,2851.4368,100,1
2017,06,029,574.95135,3371.5552,96.77495718801546,2
2017,06,031,502.32843,1955.3501,100,1
2017,06,033,616.3808,2534.01,100,1
2017,06,035,866.41211,1918.9424,100,1
2017,06,037,578.6192,2447.354,100,1
2017,06,039,567.91382,2220.6641,100,1
2017,06,041,214.9796,1944.7798,86.60129095376948,2
2017,06,043,614.71912,1650.6346,100,1
2017,06,045,566.9295,1670.1129,99.48495804625145,2
2017,06,047,571.01361,2621.4551,100,1
2017,06,049,654.70142,2020.5441,100,1
2017,06,051,303.50085,1489.2716,100,1
2017,06,053,411.5029,2293.4094,100,1
2017,06,055,423.48535,1578.3164,100,1
2017,06,057,280.52176,1768.2891,100,1
2017,06,059,239.06093,2056.7014,100,1
2017,06,061,186.96623,1855.4197,99.48065491170875,2
2017,06,063,880.37561,2667.8049,90.67166017838663,2
2017,06,065,302.44305,2555.2292,99.88868384973725,2
2017,06,067,484.24979,2390.4116,100,1
2017,06,069,334.93616,1246.8911,96.78595042655098,2
2017,06,071,473.57843,2410.6287,100,1
2017,06,073,338.19849,1701.6885,100,1
2017,06,075,724.81549,6247.7739,100,1
2017,06,077,803.70367,2917.9365,100,1
2017,06,079,292.51425,2050.7754,100,1
2017,06,081,288.30322,2221.9053,90.54401454929454,2
2017,06,083,341.84982,1950.6862,100,1
2017,06,085,309.31509,2319.4248,100,1
2017,06,087,382.75153,3242.877,100,1
2017,06,089,680.85437,3137.488,100,1
2017,06,091,800.26678,7469.1563,80.89793641940881,2
2017,06,093,401.34085,1824.2766,100,1
2017,06,095,474.11877,2694.7546,100,1
2017,06,097,401.61279,1504.511,100,1
2017,06,099,602.30078,3064.251,100,1
2017,06,101,376.62445,3075.0767,91.62157560163463,2
2017,06,103,458.34247,3158.3394,99.34562385956082,2
2017,06,105,605.86987,1998.5837,100,1
2017,06,107,358.45535,2533.9456,100,1
2017,06,109,379.73749,2071.9658,100,1
2017,06,111,262.10953,1871.2913,100,1
2017,06,113,259.22342,2581.2813,100,1
2017,06,115,421.90805,2689.8262,100,1
2017,08,001,408.61185,3268.4973,98.32009702280818,2
2017,08,003,290.0127,4688.5386,100,1
2017,08,005,454.86212,3143.1362,100,1
2017,08,007,277.88208,1441.9827,100,1
2017,08,009,421.11172,4126.895,57.36743938182786,3
2017,08,011,252.61031,2677.6692,72.52400202122284,3
2017,08,013,217.04485,1863.485,99.31694032132489,2
2017,08,014,122.91304,2619.2183,100,1
2017,08,015,61.106018,1461.4523,100,1
2017,08,017,325.20325,2818.4282,68.65227103499628,3
2017,08,019,396.90829,2548.5691,86.08918503331626,2
2017,08,021,293.25513,3690.1272,65.59315866084425,3
2017,08,023,370.76273,3177.9661,0,3
2017,08,025,172.11703,1858.864,84.41888258141618,2
2017,08,027,266.72137,3057.0374,88.65546218487394,2
2017,08,029,117.77022,2401.2039,87.98664815916452,2
2017,08,031,678.66272,3698.7261,100,1
2017,08,033,532.17224,3580.0676,73.92560491152041,3
2017,08,035,132.71736,1507.6096,100,1
2017,08,037,169.79478,1416.7823,89.31677947212482,2
2017,08,039,116.99555,214.49185,97.55007643761515,2
2017,08,041,438.33807,2646.332,99.64790215345857,2
2017,08,043,250.21552,1944.9526,100,1
2017,08,045,248.65523,2065.3608,100,1
2017,08,047,382.50458,5903.875,87.56675567423231,2
2017,08,049,117.4858,1520.7885,87.08448976957335,2
2017,08,051,212.5273,1121.6719,100,1
2017,08,053,125.94459,881.61206,100,1
2017,08,055,450.31522,4578.2046,61.19667013527575,3
2017,08,057,0,505.41516,100,1
2017,08,059,277.05603,2863.4924,99.92466046271359,2
2017,08,061,1017.4418,8720.9307,0,3
2017,08,063,293.37805,2780.1062,86.15384615384616,2
2017,08,065,154.28131,1054.2556,100,1
2017,08,067,206.87546,1888.8629,100,1
2017,08,069,247.11026,2323.1272,95.6225283351796,2
2017,08,071,287.96179,3722.4329,57.48844598497978,3
2017,08,073,126.21709,613.05444,100,1
2017,08,075,324.26013,2831.5674,98.20286460679219,2
2017,08,077,407.6087,2968.6841,99.21134491004403,2
2017,08,079,652.74152,6266.3184,71.12403100775194,3
2017,08,081,220.85143,2292.2854,97.65442341051362,2
2017,08,083,244.83549,1943.3818,96.42337062688688,2
2017,08,085,148.38216,3247.6545,97.09403314398385,2
2017,08,087,280.22134,1883.5131,96.86014333356987,2
2017,08,089,294.66333,2957.5466,85.52203408526833,2
2017,08,091,292.03171,2941.1765,21.14914425427873,3
2017,08,093,117.28568,820.99969,94.30199430199431,2
2017,08,095,69.897484,559.17987,100,1
2017,08,097,50.307434,1928.4517,100,1
2017,08,099,173.98509,1458.1608,90.54906182713012,2
2017,08,101,721.42963,4807.9292,100,1
2017,08,103,93.457947,887.85046,100,1
2017,08,105,150.42917,2805.0615,94.37363492205965,2
2017,08,107,118.95321,1689.1356,98.21513564969062,2
2017,08,109,90.552368,1841.2316,93.13063063063063,2
2017,08,111,559.44055,7412.5874,52.31586940015186,3
2017,08,113,87.862434,1380.6953,92.00110329609709,2
2017,08,115,298.63483,2645.0513,38.43062026125879,3
2017,08,117,238.67909,2089.2595,100,1
2017,08,119,215.04504,1679.7858,98.35448219402375,2
2017,08,121,344.26892,3948.9673,68.7973086627418,3
2017,08,123,256.70233,1797.2445,96.95815586634663,2
2017,08,125,29.776674,297.76675,100,1
2017,09,001,241.91486,1416.8546,100,1
2017,09,003,265.58319,2315.1975,100,1
2017,09,005,68.614586,840.39148,100,1
2017,09,007,56.300102,949.1463,100,1
2017,09,009,325.30057,2568.7007,98.80020000437415,2
2017,09,011,150.16745,1305.7877,86.40753388112262,2
2017,09,013,34.992508,583.64862,78.03179608461437,3
2017,09,015,66.174515,443.45517,91.42112125162973,2
2017,10,001,415.10202,2220.8523,99.28697005504799,2
2017,10,003,517.5127,2633.4734,97.32599148776562,2
2017,10,005,370.13696,2414.3225,99.91449859533407,2
2017,11,001,1004.9397,4283.8906,100,1
2017,12,001,634.96466,2967.2891,96.16402831055161,2
2017,12,003,392.46191,1633.4901,81.02773621820693,2
2017,12,005,526.79462,3961.5828,92.38222222222223,2
2017,12,007,392.04083,1727.1987,98.21533490011751,2
2017,12,009,471.34744,2521.208,98.08149349021443,2
2017,12,011,389.7973,2964.908,100,1
2017,12,013,269.28122,1256.6458,96.33377226419017,2
2017,12,015,206.55595,1262.9578,100,1
2017,12,017,301.4137,1578.474,93.21964978410023,2
2017,12,019,279.41385,1560.0999,99.30487524784033,2
2017,12,021,268.71915,1199.0453,99.88962767378965,2
2017,12,023,548.75598,2894.616,99.17855721675856,2
2017,12,027,423.20004,2208.2361,100,1
2017,12,029,605.76984,2123.1931,98.97569549669677,2
2017,12,031,632.34729,3602.2791,99.84417864822321,2
2017,12,033,554.68372,3274.8347,99.43861027209167,2
2017,12,035,238.89241,1645.1,100,1
2017,12,037,213.18326,1355.8455,100,1
2017,12,039,501.40002,2192.2686,92.14356456960772,2
2017,12,041,174.7168,839.76782,87.84182228132046,2
2017,12,043,269.01266,1868.5474,88.38440458395615,2
2017,12,045,309.40594,1930.6931,88.776525198939,2
2017,12,047,549.91541,2319.5149,100,1
2017,12,049,284.55728,2006.4938,93.85886709642024,2
2017,12,051,418.86633,2480.9775,100,1
2017,12,053,274.45285,1741.5962,100,1
2017,12,055,385.87521,3087.0017,90.79476591408806,2
2017,12,057,292.99301,1624.702,100,1
2017,12,059,373.24881,1446.9783,100,1
2017,12,061,296.01706,1868.0813,100,1
2017,12,063,585.55762,2747.7756,88.24636275460718,2
2017,12,065,834.276,1668.552,100,1
2017,12,067,485.14969,1348.9528,87.4631717972163,2
2017,12,069,328.30756,2068.1064,98.93979300582461,2
2017,12,071,310.73126,1524.3011,100,1
2017,12,073,653.47992,4109.3105,100,1
2017,12,075,1189.4437,2520.1338,95.09984490112447,2
2017,12,077,145.59573,837.17542,100,1
2017,12,079,1230.4189,2959.51,94.22046506788743,2
2017,12,081,489.66339,1791.6285,99.55169615074408,2
2017,12,083,391.6998,2277.6724,100,1
2017,12,085,240.74086,1812.7474,100,1
2017,12,086,525.47498,3369.145,100,1
2017,12,087,386.94766,2490.4885,99.76401912687078,2
2017,12,089,281.66971,1661.005,94.84969615748977,2
2017,12,091,377.39566,2518.5989,97.05075771234449,2
2017,12,093,326.88379,2968.3933,100,1
2017,12,095,533.59033,3383.9768,100,1
2017,12,097,362.59866,2092.396,100,1
2017,12,099,426.40112,2710.6006,99.93258131910669,2
2017,12,101,315.80368,1768.3104,99.45406196187196,2
2017,12,103,411.27631,3051.0891,99.76851352392696,2
2017,12,105,297.45819,2045.0615,96.82577473764347,2
2017,12,107,359.35968,2410.7046,96.94384730190461,2
2017,12,109,178.41615,1419.1262,99.73226949629877,2
2017,12,111,229.97964,1615.5991,100,1
2017,12,113,158.37312,1128.6953,99.65655016084901,2
2017,12,115,231.67645,1799.4889,100,1
2017,12,117,324.42902,2023.3044,100,1
2017,12,119,269.2446,1156.074,96.21935712807168,2
2017,12,121,441.27631,1353.2473,98.37858304193857,2
2017,12,123,1222.9194,2276.3706,100,1
2017,12,125,199.78088,721.789,100,1
2017,12,127,379.80887,2678.1538,99.27765520889005,2
2017,12,129,292.65256,1827.5219,98.55072463768117,2
2017,12,131,266.17526,1908.5645,98.84085759107548,2
2017,12,133,240.15956,1591.5659,97.31108387045751,2
2017,13,001,394.14719,3676.9072,98.89150690800042,2
2017,13,003,431.55118,3536.3223,16.53162413834806,3
2017,13,005,353.38812,3180.4929,100,1
2017,13,007,375,3468.75,0,3
2017,13,009,572.30658,3073.0859,100,1
2017,13,011,241.49405,2575.9365,100,1
2017,13,013,504.67361,2309.6091,100,1
2017,13,015,194.18585,1936.1471,35.6990404233614,3
2017,13,017,411.8616,4036.2439,100,1
2017,13,019,244.97029,2272.4905,94.4775568331663,2
2017,13,021,1118.656,8903.4551,50.03035025838734,3
2017,13,023,350.74045,2268.1216,100,1
2017,13,025,160.16229,2295.6597,100,1
2017,13,027,577.40424,3169.3079,96.53429602888086,2
2017,13,029,291.41931,1489.4766,100,1
2017,13,031,236.37868,2265.2957,98.89719997352221,2
2017,13,033,448.45041,2379.8953,98.68898308788184,2
2017,13,035,394.86264,2610.2498,95.94257680553322,2
2017,13,037,325.32919,604.1828,100,1
2017,13,039,265.81705,2428.1729,64.35338140001825,3
2017,13,043,250.06946,2333.9817,100,1
2017,13,045,337.82635,2852.0015,100,1
2017,13,047,222.38918,2479.3389,100,1
2017,13,049,267.4007,1494.2981,100,1
2017,13,051,464.37018,3592.7588,100,1
2017,13,053,396.40335,2475.104,0,3
2017,13,055,197.81995,1727.8966,94.97564776933567,2
2017,13,057,96.537186,1219.8423,99.62471155013966,2
2017,13,059,421.83466,3348.7061,100,1
2017,13,061,438.89264,2329.5071,74.31896978702328,3
2017,13,063,643.86487,4220.541,100,1
2017,13,065,490.56042,2452.8022,100,1
2017,13,067,249.94905,2341.5027,100,1
2017,13,069,474.26419,3584.8794,62.20629508500917,3
2017,13,071,233.44606,2417.3667,36.18398193189714,3
2017,13,073,50.13887,1485.694,100,1
2017,13,075,457.25531,3536.4937,95.07042253521126,2
2017,13,077,243.86154,1655.3237,100,1
2017,13,079,162.66776,2480.6831,91.94401497273985,2
2017,13,081,281.49191,4213.582,97.59430911834447,2
2017,13,083,36.843719,288.60916,100,1
2017,13,085,233.80779,2637.5159,89.90203466465712,2
2017,13,087,366.82138,2698.7573,98.98849885737833,2
2017,13,089,487.08734,3849.968,100,1
2017,13,091,337.67487,3936.3242,89.9296058826167,2
2017,13,093,363.9805,3290.3835,75.51054384017758,3
2017,13,095,978.74908,5119.4385,100,1
2017,13,097,300.94104,2866.2375,100,1
2017,13,099,709.01318,2204.7397,97.69512315758236,2
2017,13,101,50.813007,1143.2927,100,1
2017,13,103,121.70318,1535.4607,100,1
2017,13,105,261.6568,2956.7219,95.94751450921019,2
2017,13,107,412.78296,3191.3005,89.07585832541729,2
2017,13,109,120.64965,1076.5662,100,1
2017,13,111,130.32146,1251.8759,94.36719302380391,2
2017,13,113,98.623711,1321.2023,100,1
2017,13,115,312.45837,2484.3003,100,1
2017,13,117,60.096416,902.32361,100,1
2017,13,119,302.36633,2546.0122,86.72977770264559,2
2017,13,121,689.53729,4417.0332,100,1
2017,13,123,215.16594,1991.9149,100,1
2017,13,125,195.95036,1926.8452,82.3271130625686,2
2017,13,127,419.78378,3266.8088,100,1
2017,13,129,289.0224,1972.359,98.65104660177448,2
2017,13,131,253.83778,2127.4023,99.5231662567039,2
2017,13,133,225.68138,2193.1602,89.25317737037453,2
2017,13,135,218.63387,2163.9536,97.81083359713327,2
2017,13,137,175.0174,1395.6515,100,1
2017,13,139,213.71059,1674.0663,100,1
2017,13,141,292.02197,1366.6627,100,1
2017,13,143,440.93518,2690.0464,100,1
2017,13,145,70.765152,778.41663,96.82479406438044,2
2017,13,147,267.50406,1930.6815,100,1
2017,13,149,119.35209,1236.1466,100,1
2017,13,151,255.07832,2861.217,88.56128221986874,2
2017,13,153,357.70367,3964.0603,100,1
2017,13,155,212.53986,1997.8746,100,1
2017,13,157,222.15968,1969.8159,97.25745107530599,2
2017,13,159,587.2243,2971.9277,80.84934722018482,2
2017,13,161,133.11148,2628.9517,100,1
2017,13,163,472.9039,2517.8936,97.96420723461799,2
2017,13,165,707.19745,3798.3347,31.83796451288918,3
2017,13,167,612.99548,5067.4297,0,3
2017,13,169,119.42396,1359.3256,100,1
2017,13,171,204.31206,2699.0698,96.78177733660729,2
2017,13,173,508.39328,1851.319,100,1
2017,13,175,382.4213,2767.8005,95.00084338365522,2
2017,13,177,261.28265,2694.2654,88.0067735830262,2
2017,13,179,531.06573,2612.9736,97.90253324181525,2
2017,13,181,368.02029,2195.4314,80.63979526551503,2
2017,13,183,136.74135,1120.2272,100,1
2017,13,185,258.89911,3951.0256,100,1
2017,13,187,100.38634,1858.6682,82.75988191342059,2
2017,13,189,269.79254,1921.1089,76.30764854389646,3
2017,13,191,212.67546,2842.762,100,1
2017,13,193,285.41385,1667.4177,96.61016949152543,2
2017,13,195,191.11324,1859.9413,93.17553225702709,2
2017,13,197,82.84024,840.23669,100,1
2017,13,199,394.31802,1938.3344,95.35926243295566,2
2017,13,201,222.679,1575.8822,100,1
2017,13,205,237.75345,2364.0769,100,1
2017,13,207,213.91953,2212.9607,99.34926430714725,2
2017,13,209,487.21072,3886.6128,0,3
2017,13,211,331.30566,2558.1143,21.3854314374245,3
2017,13,213,128.19868,477.60294,100,1
2017,13,215,675.05591,4579.5586,100,1
2017,13,217,403.41235,2388.0901,99.59081588553879,2
2017,13,219,92.037445,1327.9689,97.25924583969564,2
2017,13,221,215.09712,1451.9056,100,1
2017,13,223,130.45251,1949.2615,100,1
2017,13,225,416.98956,2970.5894,100,1
2017,13,227,265.92377,2200.2026,95.68970949650262,2
2017,13,229,481.69058,2325.5813,100,1
2017,13,231,104.29818,1257.0676,97.92904245462968,2
2017,13,233,258.99963,3248.1882,100,1
2017,13,235,696.36639,3785.3762,67.5240573745688,3
2017,13,237,372.75656,2374.5974,100,1
2017,13,239,212.0441,339.27057,100,1
2017,13,241,114.44405,1800.9878,100,1
2017,13,243,197.87985,1978.7986,87.98118579032058,2
2017,13,245,434.09317,4510.9019,100,1
2017,13,247,311.14359,2739.3923,100,1
2017,13,249,153.46249,671.39844,100,1
2017,13,251,415.68121,2924.1023,94.26528423310691,2
2017,13,253,494.45248,1471.2976,100,1
2017,13,255,538.39093,3725.9102,100,1
2017,13,257,208.57474,3352.6458,100,1
2017,13,259,0,33.416874,72.06107770310105,3
2017,13,261,398.70004,3300.1641,100,1
2017,13,263,256.04095,1616.2585,100,1
2017,13,265,614.25061,3931.2039,68.94803548795944,3
2017,13,267,228.94135,2636.7727,87.63333683069283,2
2017,13,269,196.51192,1129.9435,100,1
2017,13,271,281.44348,2551.7544,59.64037194408522,3
2017,13,273,412.41837,2600.5271,95.9214501510574,2
2017,13,275,241.18448,3758.4583,91.28517339299545,2
2017,13,277,689.68915,4475.5898,98.2597857091493,2
2017,13,279,455.57242,3892.7368,55.21122642888466,3
2017,13,281,382.40918,1833.8258,88.23214967544864,2
2017,13,283,356.0831,3738.8723,55.10976532929599,3
2017,13,285,292.32224,3506.4338,100,1
2017,13,287,602.93933,2750.9106,69.17236142748671,3
2017,13,289,207.97652,1614.8765,92.23863307269042,2
2017,13,291,63.941345,980.43396,100,1
2017,13,293,352.01837,3294.4329,91.49140854192859,2
2017,13,295,413.40897,2390.519,95.58020999861843,2
2017,13,297,227.07423,1830.786,100,1
2017,13,299,401.43848,3493.0725,100,1
2017,13,301,471.43127,1923.4396,100,1
2017,13,303,270.76257,2264.5596,96.57754524072385,2
2017,13,305,670.7583,5097.7632,98.35236541598695,2
2017,13,307,0,115.16315,100,1
2017,13,309,100.60362,792.25354,94.61370716510903,2
2017,13,311,196.92392,1548.2294,100,1
2017,13,313,245.56174,2255.9192,97.71865609466126,2
2017,13,315,261.36365,1738.6364,60.85855679594891,3
2017,13,317,454.91306,2658.7141,67.37666520275216,3
2017,13,319,346.02075,1674.2939,97.26209749955028,2
2017,13,321,550.33362,2181.8535,98.10593442154857,2
2017,15,001,253.51704,2681.3918,81.31064094026905,2
2017,15,003,246.80119,2779.2444,100,1
2017,15,005,,,,
2017,15,007,253.60661,2512.5071,79.93207438629098,3
2017,15,009,268.25455,3445.8079,72.75071821750477,3
2017,16,001,247.78427,1829.0508,96.13953331733663,2
2017,16,003,506.39017,1639.7396,82.79864921907978,2
2017,16,005,306.09015,2261.0796,99.51935976854607,2
2017,16,007,49.76775,1725.282,100,1
2017,16,009,642.42163,1981.7073,79.07721606648199,3
2017,16,011,333.13736,1659.1548,98.98998693948629,2
2017,16,013,122.59354,508.53613,100,1
2017,16,015,137.17421,823.04529,100,1
