year,state,county,violent_crime_rate,property_crime_rate,crime_rate_quality
2015,06,091,606.6734,7684.5298,2
2015,06,093,309.96005,1820.7283,2
2015,06,095,473.06531,2983.7742,2
2015,06,097,377.97772,1980.1014,2
2015,06,099,574.49274,3674.3018,2
2015,06,101,353.50342,2613.4373,2
2015,06,103,543.37524,2934.8582,2
2015,06,105,260.15762,1867.0135,2
2015,06,107,397.29224,2567.2864,2
2015,06,109,422.64798,2383.2131,2
2015,06,111,255.7211,2028.4856,2
2015,06,113,377.43643,2840.1624,2
2015,06,115,420.17935,2709.0156,2
2015,08,001,331.54434,2965.7852,2
2015,08,003,78.806984,1751.9398,3
2015,08,005,356.99799,2801.1587,2
2015,08,007,299.54663,1594.8834,2
2015,08,009,331.9502,1908.7137,2
2015,08,011,68.610634,1921.0978,3
2015,08,013,206.65556,2090.3523,2
2015,08,014,56.866211,1839.6987,2
2015,08,015,96.473366,1345.2675,2
2015,08,017,492.07217,2624.385,3
2015,08,019,451.46725,2235.8379,2
2015,08,021,196.80197,3505.5352,3
2015,08,023,502.23215,1562.5,3
2015,08,025,143.83316,1510.2482,2
2015,08,027,427.44656,2699.6626,2
2015,08,029,143.43373,1938.0233,2
2015,08,031,647.28333,3573.3909,2
2015,08,033,303.3367,3235.5916,3
2015,08,035,91.504929,1221.5133,2
2015,08,037,182.81877,1678.9479,2
2015,08,039,8.0857086,52.557106,2
2015,08,041,367.84384,2910.5774,2
2015,08,043,269.85352,1672.6635,2
2015,08,045,148.03339,2167.1401,2
2015,08,047,120.10982,5096.0879,2
2015,08,049,123.16113,1778.9941,2
2015,08,051,199.16599,1593.3279,2
2015,08,053,129.19896,645.99481,2
2015,08,055,523.7215,2957.4861,2
2015,08,057,0,73.746315,2
2015,08,059,238.89349,2834.8931,2
2015,08,061,913.56287,8151.792,3
2015,08,063,232.01855,2655.3235,2
2015,08,065,93.52037,534.40216,2
2015,08,067,204.79813,1843.1831,2
2015,08,069,203.25142,2295.4221,2
2015,08,071,206.28824,3186.7976,2
2015,08,073,107.97192,629.83624,2
2015,08,075,358.50427,3140.3159,2
2015,08,077,330.61078,2865.7424,2
2015,08,079,413.22314,6611.5703,3
2015,08,081,108.21674,2705.4185,2
2015,08,083,229.28767,1792.2654,2
2015,08,085,105.01637,2879.4021,2
2015,08,087,172.77856,1660.7898,2
2015,08,089,141.74344,3014.7739,2
2015,08,091,234.49158,1534.854,3
2015,08,093,115.08177,914.59723,2
2015,08,095,229.93791,1218.6709,2
2015,08,097,56.220837,2276.9438,2
2015,08,099,150.57721,2484.5239,3
2015,08,101,614.94824,5184.8818,2
2015,08,103,106.52869,837.01111,2
2015,08,105,233.90799,2087.8455,2
2015,08,107,203.06673,1914.6292,2
2015,08,109,175.97185,2095.6648,2
2015,08,111,427.96005,7275.3208,3
2015,08,113,101.53573,1713.4154,3
2015,08,115,125.05211,2501.042,3
2015,08,117,165.25102,2485.3752,2
2015,08,119,162.49733,1539.4484,2
2015,08,121,390.625,2754.9343,3
2015,08,123,275.62119,1762.7834,2
2015,08,125,19.712202,256.25864,2
2015,09,001,201.57101,1463.6312,2
2015,09,003,273.82092,2241.6924,2
2015,09,005,60.456528,1092.5747,2
2015,09,007,68.266457,991.0827,2
2015,09,009,325.08408,2800.3303,2
2015,09,011,192.00847,1416.5223,3
2015,09,013,30.379078,581.82538,3
2015,09,015,66.053032,495.82666,2
2015,10,001,458.12613,2582.2178,2
2015,10,003,574.37512,2830.7461,2
2015,10,005,404.87518,2762.7051,2
2015,11,001,1270.1047,4677.5796,2
2015,12,001,614.7005,3053.115,2
2015,12,003,536.10504,1885.4851,2
2015,12,005,567.62189,4128.0591,2
2015,12,007,382.5015,1437.1658,2
2015,12,009,540.76129,2750.8062,2
2015,12,011,408.29456,3050.4238,2
2015,12,013,235.09888,1175.4944,2
2015,12,015,200.44479,1496.1154,2
2015,12,017,328.23376,1558.2242,2
2015,12,019,287.30139,1824.3147,2
2015,12,021,288.54901,1372.217,2
2015,12,023,703.7514,3082.7529,2
2015,12,027,420.21545,2154.6619,2
2015,12,029,475.22064,2746.405,2
2015,12,031,647.63806,3734.3513,2
2015,12,033,696.4563,4005.749,2
2015,12,035,267.57248,1715.5002,2
2015,12,037,212.56696,2083.1563,2
2015,12,039,423.58154,2031.0192,2
2015,12,041,563.98627,1011.6867,3
2015,12,043,299.92685,2062.9114,2
2015,12,045,516.66559,2098.1665,2
2015,12,047,489.6817,2497.3767,2
2015,12,049,283.61572,1978.038,2
2015,12,051,731.10254,3261.842,2
2015,12,053,295.89944,2194.0271,2
2015,12,055,323.64737,2577.1174,2
2015,12,057,341.79608,1985.0265,2
2015,12,059,258.74561,1050.5072,2
2015,12,061,264.33386,2399.2861,2
2015,12,063,450.62656,2677.0098,2
2015,12,065,987.14581,1164.6901,2
2015,12,067,323.21365,1650.6984,2
2015,12,069,318.52704,2323.8972,2
2015,12,071,354.42505,1792.9235,2
2015,12,073,865.26099,4436.3403,2
2015,12,075,971.58063,2154.0471,2
2015,12,077,300.08401,1152.3226,3
2015,12,079,1167.9705,3313.7766,2
2015,12,081,589.75861,2559.9321,2
2015,12,083,362.1225,2102.8159,2
2015,12,085,262.98447,1579.1865,2
2015,12,086,615.75488,3703.2925,2
2015,12,087,478.82089,3301.4119,2
2015,12,089,159.34935,1575.6464,2
2015,12,091,409.73703,2679.3984,2
2015,12,093,402.84781,2974.4863,2
2015,12,095,674.70105,3754.2134,2
2015,12,097,414.82379,2496.3503,2
2015,12,099,460.85541,2915.7522,2
2015,12,101,334.1976,2319.9019,2
2015,12,103,484.08817,3777.9512,2
2015,12,105,353.02695,2570.5593,2
2015,12,107,616.46973,3122.6135,2
2015,12,109,190.16943,1635.1924,2
2015,12,111,295.41504,1958.3806,2
2015,12,113,174.20976,1141.0441,2
2015,12,115,258.41513,2127.4863,2
2015,12,117,344.65561,2239.1482,2
2015,12,119,259.06082,1146.4282,2
2015,12,121,349.63437,1387.1116,2
2015,12,123,1133.686,1960.61,2
2015,12,125,144.41382,485.75555,2
2015,12,127,482.15152,3088.1255,2
2015,12,129,342.47662,1908.99,2
2015,12,131,338.54004,2256.4087,2
2015,12,133,218.7386,1758.0103,2
2015,13,001,303.45724,2893.6816,3
2015,13,003,404.85831,3989.0449,3
2015,13,005,477.9184,4655.2793,3
2015,13,007,471.69812,3930.8176,3
2015,13,009,754.52606,3469.0601,2
2015,13,011,308.19141,2854.8257,2
2015,13,013,314.44873,1642.5634,2
2015,13,015,404.87799,3825.9023,2
2015,13,017,459.69086,3424.6968,2
2015,13,019,137.1091,2483.7842,2
2015,13,021,964.7348,9741.0244,3
2015,13,023,318.54938,4051.2947,2
2015,13,025,157.13899,2362.5034,2
2015,13,027,421.50977,3039.9795,2
2015,13,029,261.83224,1787.2898,2
2015,13,031,162.42033,2403.2705,2
2015,13,033,721.0376,4238.2939,2
2015,13,035,347.56073,2246.429,2
2015,13,037,185.21376,1234.7584,2
2015,13,039,316.68649,1815.6693,2
2015,13,043,468.49164,3499.9082,3
2015,13,045,292.46149,3210.9651,2
2015,13,047,284.63284,2947.7668,2
2015,13,049,323.9491,1411.4924,2
2015,13,051,478.12207,3879.689,2
2015,13,053,8.7966223,26.389866,2
2015,13,055,180.56335,2455.6616,2
2015,13,057,82.238235,1312.8445,2
2015,13,059,422.88077,3780.1021,2
2015,13,061,1050.6208,9073.5439,3
2015,13,063,570.53168,4177.3286,2
2015,13,065,507.76151,3119.1064,2
2015,13,067,285.97098,2495.2317,2
2015,13,069,352.60275,4052.6121,2
2015,13,071,257.39465,2833.5225,3
2015,13,073,63.171631,1510.5657,2
2015,13,075,274.46857,2481.8967,2
2015,13,077,212.38631,1733.7659,2
2015,13,079,145.30191,2389.4092,2
2015,13,081,415.19165,4746.2959,2
2015,13,083,522.62665,707.08313,3
2015,13,085,231.64035,3011.3247,2
2015,13,087,408.4787,2929.2705,2
2015,13,089,569.89594,4264.0137,2
2015,13,091,416.62677,4333.876,2
2015,13,093,399.0025,3683.6479,3
2015,13,095,913.15204,4797.8804,2
2015,13,097,266.46204,2729.9922,2
2015,13,099,425.53192,2023.6406,2
2015,13,101,148.51485,668.31683,2
2015,13,103,120.82793,1491.9623,2
2015,13,105,418.302,3413.551,2
2015,13,107,400.73984,3782.8079,2
2015,13,109,139.05627,1427.6444,2
2015,13,111,102.86796,1110.974,2
2015,13,113,83.096985,1480.3909,2
2015,13,115,349.20831,3241.3164,2
2015,13,117,67.313759,869.90088,2
2015,13,119,147.9091,1743.5345,2
2015,13,121,779.36829,4715.792,2
2015,13,123,255.10204,1591.8368,2
2015,13,125,195.75856,2153.3442,2
2015,13,127,435.51611,3607.3655,2
2015,13,129,268.67465,2403.9312,2
2015,13,131,194.40587,2011.5056,2
2015,13,133,257.33093,2124.4763,2
2015,13,135,229.95615,2155.3364,2
2015,13,137,111.37376,1718.338,2
2015,13,139,188.07968,1936.0839,2
2015,13,141,175.41808,1695.7081,2
2015,13,143,516.39288,2880.0166,2
2015,13,145,110.8415,1282.1665,2
2015,13,147,340.72217,2345.8918,2
2015,13,149,164.65898,1239.2755,2
2015,13,151,268.21103,3269.97,2
2015,13,153,339.2587,3655.1958,2
2015,13,155,356.94971,2487.8313,2
2015,13,157,181.50252,1957.0707,2
2015,13,159,528.0528,2970.2971,2
2015,13,161,301.60858,2218.4988,2
2015,13,163,459.45612,2595.3062,2
2015,13,165,602.88043,5035.168,3
2015,13,167,455.67523,3479.7017,3
2015,13,169,84.228256,2221.5203,2
2015,13,171,560.40875,2774.5728,2
2015,13,173,504.26688,1832.8162,2
2015,13,175,337.30698,2786.449,2
2015,13,177,246.55846,3157.3179,2
2015,13,179,361.79102,2588.5667,2
2015,13,181,312.7851,2384.9863,2
2015,13,183,112.7968,1404.3201,2
2015,13,185,248.97,3497.0984,2
2015,13,187,105.06877,2021.7778,2
2015,13,189,278.55154,1987.001,3
2015,13,191,114.53934,2634.4048,2
2015,13,193,234.74179,2120.0117,2
2015,13,195,232.05936,2601.8777,2
2015,13,197,136.97067,296.76978,2
2015,13,199,386.97498,2638.0369,2
2015,13,201,187.9057,990.77551,2
2015,13,205,385.39914,2675.6445,2
2015,13,207,162.34366,2427.7756,2
2015,13,209,458.04938,4234.1636,3
2015,13,211,105.28649,2155.6023,2
2015,13,213,811.32312,9617.0859,2
2015,13,215,566.85895,5653.1343,2
2015,13,217,381.1402,2229.9546,2
2015,13,219,100.09732,1776.7274,2
2015,13,221,302.60239,2427.5435,2
2015,13,223,149.7655,2188.0215,2
2015,13,225,550.14972,2960.3293,2
2015,13,227,283.74411,2161.0742,2
2015,13,229,523.47797,1832.173,2
2015,13,231,122.62416,1794.7717,2
2015,13,233,606.87793,4717.7534,2
2015,13,235,456.30045,3711.8286,3
2015,13,237,501.10056,2889.5237,2
2015,13,239,130.32146,2172.0244,2
2015,13,241,79.847672,2155.8872,2
2015,13,243,250.24329,2029.7511,2
2015,13,245,15.857835,275.03433,2
2015,13,247,335.37408,2776.4023,2
2015,13,249,116.09907,1528.6378,2
2015,13,251,360.11862,2527.8916,2
2015,13,253,254.42349,1746.2704,2
2015,13,255,640.11493,3943.7324,2
2015,13,257,238.41164,3748.1436,2
2015,13,259,68.36438,957.10138,3
2015,13,261,617.30402,4132.688,2
2015,13,263,15.780337,883.69891,2
2015,13,265,366.07687,4514.9482,3
2015,13,267,305.20432,2596.2188,2
2015,13,269,108.04322,1020.4081,2
2015,13,271,426.82925,4225.6099,3
2015,13,273,515.74677,3259.0803,2
2015,13,275,217.47331,4087.6106,2
2015,13,277,681.9743,4511.3335,2
2015,13,279,462.53809,4162.8428,3
2015,13,281,295.11716,2003.2195,2
2015,13,283,368.45984,4023.5815,3
2015,13,285,336.85477,4101.0278,2
2015,13,287,340.88141,2081.8115,2
2015,13,289,131.10846,1823.5995,2
2015,13,291,98.800919,1248.4843,2
2015,13,293,508.19174,3599.0596,2
2015,13,295,264.44922,2571.0339,2
2015,13,297,230.77184,2381.2485,2
2015,13,299,508.90585,4608.4253,2
2015,13,301,347.98535,2069.5972,3
2015,13,303,249.80785,2651.8064,2
2015,13,305,521.43292,4733.5273,2
2015,13,307,37.764351,75.528702,2
2015,13,309,341.64243,3694.7996,3
2015,13,311,243.65266,2754.3345,2
2015,13,313,242.76503,2687.687,2
2015,13,315,485.4917,4064.5818,3
2015,13,317,516.87445,2341.1372,3
2015,13,319,229.38286,2009.8307,2
2015,13,321,449.29706,2507.3674,2
2015,15,001,204.14604,3408.3735,2
2015,15,003,244.01381,3112.5027,2
2015,15,005,,,
2015,15,007,188.19266,2236.0076,3
2015,15,009,338.32007,3647.4182,3
2015,16,001,246.19366,1743.1617,2
2015,16,003,208.1707,1301.0669,2
2015,16,005,284.19946,2746.4653,2
2015,16,007,168.86188,1452.212,2
2015,16,009,552.36414,1369.863,2
2015,16,011,291.17581,1669.2599,2
2015,16,013,213.04187,764.17194,2
2015,16,015,170.01984,1487.6736,2
2015,16,017,140.94937,1837.1199,2
2015,16,019,255.24803,2522.5046,2
2015,16,021,61.848385,963.06769,2
2015,16,023,519.79205,1599.3602,3
2015,16,025,0,1219.5122,2
2015,16,027,248.21909,2005.5138,2
2015,16,029,221.56573,871.49188,2
2015,16,031,246.74551,3020.5054,3
2015,16,033,0,681.81818,2
2015,16,035,306.02637,2306.968,2
2015,16,037,97.8713,734.03473,2
2015,16,039,224.14592,1027.9796,2
2015,16,041,22.946306,382.43842,2
2015,16,043,132.61565,998.51782,2
2015,16,045,65.274155,783.28979,2
2015,16,047,163.56975,1073.0176,2
2015,16,049,178.22026,909.53784,2
2015,16,051,36.822918,659.13025,2
2015,16,053,214.7804,1779.609,2
2015,16,055,264.72272,2218.2166,2
2015,16,057,90.257362,1879.9319,2
2015,16,059,103.42599,426.6322,2
2015,16,061,263.92188,1214.0406,2
2015,16,063,264.30054,283.17917,2
2015,16,065,57.481777,666.26605,2
2015,16,067,127.07101,1187.6252,2
2015,16,069,222.23332,3023.8713,2
2015,16,071,210.23125,1284.7466,3
2015,16,073,309.46066,1547.3032,2
2015,16,075,240.21663,1480.6079,2
2015,16,077,117.67783,1098.3264,2
2015,16,079,555.01929,2887.7092,2
2015,16,081,132.52556,956.07727,2
2015,16,083,248.86191,2197.2686,2
2015,16,085,277.14542,1643.0763,2
2015,16,087,90.144234,791.26605,2
2015,17,001,343.21698,1914.5538,2
2015,17,003,1578.1711,2743.3628,2
2015,17,005,47.197639,908.55457,2
2015,17,007,136.23215,785.6676,2
2015,17,009,175.72119,512.52014,3
2015,17,011,193.52725,1375.5322,2
2015,17,013,142.88631,2633.1904,3
2015,17,015,109.46908,1559.9343,2
2015,17,017,498.17078,731.68835,2
2015,17,019,441.92072,2671.1545,2
2015,17,021,160.51364,930.38464,3
2015,17,023,118.90607,1170.286,2
2015,17,025,81.918381,1333.0354,2
2015,17,027,116.44524,931.56195,2
2015,17,029,329.39206,1184.2882,2
2015,17,031,560.11438,2423.9167,2
2015,17,033,231.79149,1339.2397,2
2015,17,035,100.93595,376.21582,2
2015,17,037,295.15485,1836.0933,2
2015,17,039,110.78968,1249.4614,3
2015,17,041,317.81265,1240.9827,2
2015,17,043,81.393456,1199.4825,2
2015,17,045,209.46558,1777.6268,2
2015,17,047,336.70035,2050.811,3
2015,17,049,154.19977,1940.5895,2
2015,17,051,122.48786,1474.391,2
2015,17,053,393.12753,1638.0315,2
2015,17,055,187.41295,1714.5752,2
2015,17,057,193.28273,1568.6714,2
2015,17,059,227.92023,2051.282,3
2015,17,061,219.01669,959.14203,2
2015,17,063,104.86536,1323.6779,2
2015,17,065,170.7317,1878.0488,3
2015,17,067,172.57185,1515.3966,3
2015,17,069,241.83797,1305.925,3
2015,17,071,271.62259,1572.5519,3
2015,17,073,161.65208,1707.4502,2
2015,17,075,195.3125,1803.153,2
2015,17,077,296.48596,2767.7639,2
2015,17,079,187.36339,1488.4979,3
2015,17,081,644.0174,2951.5293,2
2015,17,083,156.44556,1685.1421,2
2015,17,085,117.72163,1340.2156,2
2015,17,087,305.59473,689.54712,2
2015,17,089,216.63492,1509.4745,2
2015,17,091,307.54245,2387.2871,2
2015,17,093,67.285477,784.72699,2
2015,17,095,421.8425,2523.2791,2
2015,17,097,155.4176,1476.183,2
2015,17,099,153.59328,1839.5265,2
2015,17,101,187.98132,1036.9292,2
2015,17,103,170.59912,1208.6514,2
2015,17,105,234.51775,1360.7483,2
2015,17,107,220.3838,1542.6866,2
2015,17,109,328.7269,1605.3362,2
2015,17,111,104.44357,1078.2742,2
2015,17,113,266.79602,1751.4985,2
2015,17,115,405.39407,2648.5747,2
2015,17,117,195.46097,1357.3678,2
2015,17,119,268.21033,2080.696,2
2015,17,121,396.46313,2809.1499,2
2015,17,123,141.87949,625.9389,2
2015,17,125,328.44318,1919.5679,3
2015,17,127,311.52649,2485.4395,2
2015,17,129,128.57602,739.31213,2
2015,17,131,132.42528,1614.3271,3
2015,17,133,26.565128,613.94965,2
2015,17,135,169.5619,1771.7489,2
2015,17,137,209.60147,2001.2633,2
2015,17,139,221.01668,1433.2596,3
2015,17,141,75.495071,876.9043,3
2015,17,143,505.85059,3069.4712,2
2015,17,145,157.82388,1109.4091,2
2015,17,147,189.17435,1135.046,2
2015,17,149,68.797295,706.7359,2
2015,17,151,449.59772,2602.9343,3
2015,17,153,387.46039,2359.9858,3
2015,17,155,53.153793,815.02478,3
2015,17,157,136.97797,943.62598,2
2015,17,159,230.83162,2015.0977,2
2015,17,161,353.103,2354.7043,2
2015,17,163,627.90662,2380.9705,2
2015,17,165,297.37656,2338.2761,2
2015,17,167,879.1618,3349.5713,2
2015,17,169,42.662117,341.29694,2
2015,17,171,137.47054,1119.403,3
2015,17,173,110.21814,812.85876,3
2015,17,175,241.87975,2055.9778,3
2015,17,177,201.09729,2063.4331,2
2015,17,179,261.86945,1692.8783,2
2015,17,181,189.56801,1522.2886,2
2015,17,183,778.23468,3659.0903,2
2015,17,185,207.93623,1212.9613,2
2015,17,187,251.04124,1278.0282,2
2015,17,189,595.65521,1429.5725,2
2015,17,191,249.64989,1163.0031,3
2015,17,193,376.91074,2142.8074,3
2015,17,195,189.21144,1613.5531,2
2015,17,197,151.32489,1317.2542,2
2015,17,199,219.36975,2012.8657,2
2015,17,201,967.68127,2943.4509,2
2015,17,203,135.11102,1070.6912,3
2015,18,001,74.328186,869.06805,3
2015,18,003,315.64664,2447.0078,2
2015,18,005,107.19302,3236.7363,2
2015,18,007,138.23293,1359.2904,3
2015,18,009,48.788422,1439.2584,2
2015,18,011,198.91386,1386.0824,3
2015,18,013,287.1069,1322.0271,2
2015,18,015,161.16035,1037.4697,3
2015,18,017,121.11957,2633.0339,2
2015,18,019,412.58203,3338.7939,2
