"state","puma22","place","stab","PlaceName","PUMA22name","pop20","afact2","afact"
"01","00200","23488","AL","Elkmont town, AL","Limestone County",411,1,0.004 
"01","00200","37000","AL","Huntsville city, AL","Limestone County",4386,0.0204,0.0423 
"01","00200","42352","AL","Lester town, AL","Limestone County",111,1,0.0011 
"01","00200","45784","AL","Madison city, AL","Limestone County",11227,0.1972,0.1084 
"01","00200","51264","AL","Mooresville town, AL","Limestone County",47,1,0.0005 
"01","00200","99999","AL","[not in a place]","Limestone County",60603,0.0356,0.5851 
"01","00300","18040","AL","Courtland town, AL","Morgan & Lawrence Counties--Decatur City",583,1,0.0037 
"01","00300","20104","AL","Decatur city, AL","Morgan & Lawrence Counties--Decatur City",57880,0.999,0.3699 
"01","00300","24688","AL","Eva town, AL","Morgan & Lawrence Counties--Decatur City",589,1,0.0038 
"01","00300","25648","AL","Falkville town, AL","Morgan & Lawrence Counties--Decatur City",1197,1,0.0076 
"01","00300","33448","AL","Hartselle city, AL","Morgan & Lawrence Counties--Decatur City",15455,1,0.0988 
"01","00300","33544","AL","Hatton CDP, AL","Morgan & Lawrence Counties--Decatur City",244,1,0.0016 
"01","00300","34816","AL","Hillsboro town, AL","Morgan & Lawrence Counties--Decatur City",407,1,0.0026 
"01","00300","37000","AL","Huntsville city, AL","Morgan & Lawrence Counties--Decatur City",7,0,0 
"01","00300","51600","AL","Moulton city, AL","Morgan & Lawrence Counties--Decatur City",3398,1,0.0217 
"01","00300","55044","AL","North Courtland town, AL","Morgan & Lawrence Counties--Decatur City",483,1,0.0031 
"01","00300","62472","AL","Priceville town, AL","Morgan & Lawrence Counties--Decatur City",3512,1,0.0224 
"01","00300","71496","AL","Somerville town, AL","Morgan & Lawrence Counties--Decatur City",796,1,0.0051 
"01","00300","76584","AL","Town Creek town, AL","Morgan & Lawrence Counties--Decatur City",1052,1,0.0067 
"01","00300","76872","AL","Trinity town, AL","Morgan & Lawrence Counties--Decatur City",2526,1,0.0161 
"01","00300","99999","AL","[not in a place]","Morgan & Lawrence Counties--Decatur City",68365,0.0402,0.4369 
"01","00401","32440","AL","Gurley town, AL","Madison County (North & East)--Huntsville City (East)",816,1,0.0072 
"01","00401","33472","AL","Harvest CDP, AL","Madison County (North & East)--Huntsville City (East)",5893,1,0.0519 
"01","00401","33808","AL","Hazel Green CDP, AL","Madison County (North & East)--Huntsville City (East)",4105,1,0.0362 
"01","00401","37000","AL","Huntsville city, AL","Madison County (North & East)--Huntsville City (East)",20777,0.0966,0.1831 
"01","00401","48112","AL","Meridianville CDP, AL","Madison County (North & East)--Huntsville City (East)",8209,1,0.0723 
"01","00401","51216","AL","Moores Mill CDP, AL","Madison County (North & East)--Huntsville City (East)",6729,1,0.0593 
"01","00401","54312","AL","New Market CDP, AL","Madison County (North & East)--Huntsville City (East)",1543,1,0.0136 
"01","00401","99999","AL","[not in a place]","Madison County (North & East)--Huntsville City (East)",65430,0.0385,0.5765 
"01","00402","37000","AL","Huntsville city, AL","Huntsville (North & Far West), Madison (East) & Triana Cities",78665,0.3659,0.5138 
"01","00402","45784","AL","Madison city, AL","Huntsville (North & Far West), Madison (East) & Triana Cities",45706,0.8028,0.2985 
"01","00402","63912","AL","Redstone Arsenal CDP, AL","Huntsville (North & Far West), Madison (East) & Triana Cities",837,1,0.0055 
"01","00402","76824","AL","Triana town, AL","Huntsville (North & Far West), Madison (East) & Triana Cities",2890,1,0.0189 
"01","00402","99999","AL","[not in a place]","Huntsville (North & Far West), Madison (East) & Triana Cities",24999,0.0147,0.1633 
"01","00403","37000","AL","Huntsville city, AL","Huntsville City (Central & South)",107547,0.5002,0.996 
"01","00403","99999","AL","[not in a place]","Huntsville City (Central & South)",436,0.0003,0.004 
"01","00501","00988","AL","Albertville city, AL","Marshall & Madison (Far Southeast) Counties",22386,1,0.2013 
"01","00501","02116","AL","Arab city, AL","Marshall & Madison (Far Southeast) Counties",8432,0.9966,0.0758 
"01","00501","07912","AL","Boaz city, AL","Marshall & Madison (Far Southeast) Counties",8997,0.8902,0.0809 
"01","00501","21328","AL","Douglas town, AL","Marshall & Madison (Far Southeast) Counties",761,1,0.0068 
"01","00501","31096","AL","Grant town, AL","Marshall & Madison (Far Southeast) Counties",1039,1,0.0093 
"01","00501","32416","AL","Guntersville city, AL","Marshall & Madison (Far Southeast) Counties",8553,1,0.0769 
"01","00501","37000","AL","Huntsville city, AL","Marshall & Madison (Far Southeast) Counties",3624,0.0169,0.0326 
"01","00501","39064","AL","Joppa CDP, AL","Marshall & Madison (Far Southeast) Counties",137,0.2464,0.0012 
"01","00501","54168","AL","New Hope city, AL","Marshall & Madison (Far Southeast) Counties",2889,1,0.026 
"01","00501","57504","AL","Owens Cross Roads town, AL","Marshall & Madison (Far Southeast) Counties",2594,1,0.0233 
"01","00501","68280","AL","Sardis City town, AL","Marshall & Madison (Far Southeast) Counties",4,0.0022,0 
"01","00501","77784","AL","Union Grove town, AL","Marshall & Madison (Far Southeast) Counties",67,1,0.0006 
"01","00501","99999","AL","[not in a place]","Marshall & Madison (Far Southeast) Counties",51700,0.0304,0.465 
"01","00600","09328","AL","Bridgeport city, AL","DeKalb & Jackson Counties",2264,1,0.0182 
"01","00600","16600","AL","Collinsville town, AL","DeKalb & Jackson Counties",2046,0.9937,0.0165 
"01","00600","18856","AL","Crossville town, AL","DeKalb & Jackson Counties",1830,1,0.0147 
"01","00600","21952","AL","Dutton town, AL","DeKalb & Jackson Counties",330,1,0.0027 
"01","00600","27616","AL","Fort Payne city, AL","DeKalb & Jackson Counties",14877,1,0.1198 
"01","00600","28672","AL","Fyffe town, AL","DeKalb & Jackson Counties",967,1,0.0078 
"01","00600","29608","AL","Geraldine town, AL","DeKalb & Jackson Counties",910,1,0.0073 
"01","00600","32896","AL","Hammondville town, AL","DeKalb & Jackson Counties",425,1,0.0034 
"01","00600","34096","AL","Henagar city, AL","DeKalb & Jackson Counties",2292,1,0.0185 
"01","00600","35632","AL","Hollywood town, AL","DeKalb & Jackson Counties",914,1,0.0074 
"01","00600","37264","AL","Hytop town, AL","DeKalb & Jackson Counties",441,1,0.0036 
"01","00600","37312","AL","Ider town, AL","DeKalb & Jackson Counties",735,1,0.0059 
"01","00600","40888","AL","Lakeview town, AL","DeKalb & Jackson Counties",161,1,0.0013 
"01","00600","41368","AL","Langston town, AL","DeKalb & Jackson Counties",265,1,0.0021 
"01","00600","48064","AL","Mentone town, AL","DeKalb & Jackson Counties",319,1,0.0026 
"01","00600","57696","AL","Paint Rock town, AL","DeKalb & Jackson Counties",182,1,0.0015 
"01","00600","60372","AL","Pine Ridge town, AL","DeKalb & Jackson Counties",263,1,0.0021 
"01","00600","60720","AL","Pisgah town, AL","DeKalb & Jackson Counties",681,1,0.0055 
"01","00600","61038","AL","Pleasant Groves town, AL","DeKalb & Jackson Counties",426,1,0.0034 
"01","00600","62075","AL","Powell town, AL","DeKalb & Jackson Counties",901,1,0.0073 
"01","00600","63336","AL","Rainsville city, AL","DeKalb & Jackson Counties",5505,1,0.0443 
"01","00600","67920","AL","Sand Rock town, AL","DeKalb & Jackson Counties",26,0.044,0.0002 
"01","00600","68736","AL","Scottsboro city, AL","DeKalb & Jackson Counties",15578,1,0.1254 
"01","00600","69000","AL","Section town, AL","DeKalb & Jackson Counties",756,1,0.0061 
"01","00600","69840","AL","Shiloh town, AL","DeKalb & Jackson Counties",321,1,0.0026 
"01","00600","70896","AL","Skyline town, AL","DeKalb & Jackson Counties",834,1,0.0067 
"01","00600","73080","AL","Stevenson city, AL","DeKalb & Jackson Counties",1955,1,0.0157 
"01","00600","74400","AL","Sylvania town, AL","DeKalb & Jackson Counties",1790,1,0.0144 
"01","00600","78240","AL","Valley Head town, AL","DeKalb & Jackson Counties",577,1,0.0046 
"01","00600","83664","AL","Woodville town, AL","DeKalb & Jackson Counties",746,1,0.006 
"01","00600","99999","AL","[not in a place]","DeKalb & Jackson Counties",64870,0.0381,0.5224 
"01","00700","01660","AL","Altoona town, AL","Etowah & Cherokee Counties",906,0.9557,0.0071 
"01","00700","03028","AL","Attalla city, AL","Etowah & Cherokee Counties",5827,1,0.0454 
"01","00700","03820","AL","Ballplay CDP, AL","Etowah & Cherokee Counties",1437,1,0.0112 
"01","00700","07912","AL","Boaz city, AL","Etowah & Cherokee Counties",1110,0.1098,0.0086 
"01","00700","09457","AL","Bristow Cove CDP, AL","Etowah & Cherokee Counties",624,1,0.0049 
"01","00700","09880","AL","Broomtown CDP, AL","Etowah & Cherokee Counties",160,1,0.0012 
"01","00700","12070","AL","Carlisle-Rockledge CDP, AL","Etowah & Cherokee Counties",2167,1,0.0169 
"01","00700","12760","AL","Cedar Bluff town, AL","Etowah & Cherokee Counties",1845,1,0.0144 
"01","00700","13648","AL","Centre city, AL","Etowah & Cherokee Counties",3587,1,0.0279 
"01","00700","16080","AL","Coats Bend CDP, AL","Etowah & Cherokee Counties",1318,1,0.0103 
"01","00700","16600","AL","Collinsville town, AL","Etowah & Cherokee Counties",13,0.0063,0.0001 
"01","00700","23224","AL","Egypt CDP, AL","Etowah & Cherokee Counties",845,1,0.0066 
"01","00700","28696","AL","Gadsden city, AL","Etowah & Cherokee Counties",33945,1,0.2644 
"01","00700","28816","AL","Gallant CDP, AL","Etowah & Cherokee Counties",869,1,0.0068 
"01","00700","29296","AL","Gaylesville town, AL","Etowah & Cherokee Counties",170,1,0.0013 
"01","00700","29992","AL","Glencoe city, AL","Etowah & Cherokee Counties",5354,0.9966,0.0417 
"01","00700","35392","AL","Hokes Bluff city, AL","Etowah & Cherokee Counties",4446,1,0.0346 
"01","00700","38032","AL","Ivalee CDP, AL","Etowah & Cherokee Counties",946,1,0.0074 
"01","00700","42016","AL","Leesburg town, AL","Etowah & Cherokee Counties",911,1,0.0071 
"01","00700","44160","AL","Lookout Mountain CDP, AL","Etowah & Cherokee Counties",1484,1,0.0116 
"01","00700","54582","AL","New Union CDP, AL","Etowah & Cherokee Counties",1019,1,0.0079 
"01","00700","63288","AL","Rainbow City city, AL","Etowah & Cherokee Counties",10191,1,0.0794 
"01","00700","63984","AL","Reece City town, AL","Etowah & Cherokee Counties",615,1,0.0048 
"01","00700","64656","AL","Ridgeville town, AL","Etowah & Cherokee Counties",83,1,0.0006 
"01","00700","67920","AL","Sand Rock town, AL","Etowah & Cherokee Counties",565,0.956,0.0044 
"01","00700","68280","AL","Sardis City town, AL","Etowah & Cherokee Counties",1810,0.9978,0.0141 
"01","00700","71832","AL","Southside city, AL","Etowah & Cherokee Counties",9243,0.9806,0.072 
"01","00700","72408","AL","Spring Garden CDP, AL","Etowah & Cherokee Counties",216,1,0.0017 
"01","00700","76208","AL","Tidmore Bend CDP, AL","Etowah & Cherokee Counties",1119,1,0.0087 
"01","00700","79728","AL","Walnut Grove town, AL","Etowah & Cherokee Counties",773,1,0.006 
"01","00700","82176","AL","Whitesboro CDP, AL","Etowah & Cherokee Counties",2113,1,0.0165 
"01","00700","99999","AL","[not in a place]","Etowah & Cherokee Counties",32696,0.0192,0.2546 
"01","00800","01180","AL","Alexandria CDP, AL","Calhoun County",4032,1,0.0346 
"01","00800","01852","AL","Anniston city, AL","Calhoun County",21564,1,0.1852 
"01","00800","14728","AL","Choccolocco CDP, AL","Calhoun County",2838,1,0.0244 
"01","00800","29992","AL","Glencoe city, AL","Calhoun County",18,0.0034,0.0002 
"01","00800","35152","AL","Hobson City town, AL","Calhoun County",759,1,0.0065 
"01","00800","38272","AL","Jacksonville city, AL","Calhoun County",14385,1,0.1235 
"01","00800","53232","AL","Nances Creek CDP, AL","Calhoun County",399,1,0.0034 
"01","00800","56472","AL","Ohatchee town, AL","Calhoun County",1157,1,0.0099 
"01","00800","57576","AL","Oxford city, AL","Calhoun County",17553,0.7954,0.1507 
"01","00800","59640","AL","Piedmont city, AL","Calhoun County",4787,1,0.0411 
"01","00800","67608","AL","Saks CDP, AL","Calhoun County",9956,1,0.0855 
"01","00800","71832","AL","Southside city, AL","Calhoun County",183,0.0194,0.0016 
"01","00800","80352","AL","Weaver city, AL","Calhoun County",3339,1,0.0287 
"01","00800","81084","AL","West End-Cobb Town CDP, AL","Calhoun County",3128,1,0.0269 
"01","00800","82104","AL","White Plains CDP, AL","Calhoun County",877,1,0.0075 
"01","00800","99999","AL","[not in a place]","Calhoun County",31466,0.0185,0.2702 
"01","00900","01396","AL","Allgood town, AL","St. Clair & Blount Counties",548,1,0.0036 
"01","00900","01660","AL","Altoona town, AL","St. Clair & Blount Counties",42,0.0443,0.0003 
"01","00900","02320","AL","Argo town, AL","St. Clair & Blount Counties",4307,0.986,0.0287 
"01","00900","02908","AL","Ashville city, AL","St. Clair & Blount Counties",2346,1,0.0156 
"01","00900","07456","AL","Blountsville town, AL","St. Clair & Blount Counties",1826,1,0.0122 
"01","00900","15472","AL","Cleveland town, AL","St. Clair & Blount Counties",1245,1,0.0083 
"01","00900","17968","AL","County Line town, AL","St. Clair & Blount Counties",217,0.6977,0.0014 
"01","00900","33640","AL","Hayden town, AL","St. Clair & Blount Counties",1342,1,0.0089 
"01","00900","34480","AL","Highland Lake town, AL","St. Clair & Blount Counties",412,1,0.0027 
"01","00900","41968","AL","Leeds city, AL","St. Clair & Blount Counties",2060,0.1672,0.0137 
"01","00900","43888","AL","Locust Fork town, AL","St. Clair & Blount Counties",1192,1,0.0079 
"01","00900","46696","AL","Margaret town, AL","St. Clair & Blount Counties",5106,1,0.034 
"01","00900","51096","AL","Moody city, AL","St. Clair & Blount Counties",13170,1,0.0877 
"01","00900","53448","AL","Nectar town, AL","St. Clair & Blount Counties",379,1,0.0025 
"01","00900","56400","AL","Odenville city, AL","St. Clair & Blount Counties",4969,1,0.0331 
"01","00900","57000","AL","Oneonta city, AL","St. Clair & Blount Counties",6938,1,0.0462 
"01","00900","58896","AL","Pell City city, AL","St. Clair & Blount Counties",12939,1,0.0861 
"01","00900","63216","AL","Ragland town, AL","St. Clair & Blount Counties",1693,1,0.0113 
"01","00900","64248","AL","Remlap CDP, AL","St. Clair & Blount Counties",2624,1,0.0175 
"01","00900","64920","AL","Riverside city, AL","St. Clair & Blount Counties",2227,1,0.0148 
"01","00900","66408","AL","Rosa town, AL","St. Clair & Blount Counties",376,1,0.0025 
"01","00900","71201","AL","Smoke Rise CDP, AL","St. Clair & Blount Counties",1661,1,0.0111 
"01","00900","71280","AL","Snead town, AL","St. Clair & Blount Counties",1032,1,0.0069 
"01","00900","72600","AL","Springville city, AL","St. Clair & Blount Counties",4786,1,0.0319 
"01","00900","72888","AL","Steele town, AL","St. Clair & Blount Counties",992,1,0.0066 
"01","00900","74160","AL","Susan Moore town, AL","St. Clair & Blount Counties",787,1,0.0052 
"01","00900","76944","AL","Trussville city, AL","St. Clair & Blount Counties",1602,0.0613,0.0107 
"01","00900","99999","AL","[not in a place]","St. Clair & Blount Counties",73419,0.0432,0.4887 
"01","01000","00484","AL","Addison town, AL","Cullman, Marion & Winston Counties",659,1,0.0047 
"01","01000","02116","AL","Arab city, AL","Cullman, Marion & Winston Counties",29,0.0034,0.0002 
"01","01000","02500","AL","Arley town, AL","Cullman, Marion & Winston Counties",330,1,0.0023 
"01","01000","03676","AL","Baileyton town, AL","Cullman, Marion & Winston Counties",649,1,0.0046 
"01","01000","04852","AL","Bear Creek town, AL","Cullman, Marion & Winston Counties",1047,1,0.0074 
"01","01000","05812","AL","Berlin town, AL","Cullman, Marion & Winston Counties",476,1,0.0034 
"01","01000","09424","AL","Brilliant town, AL","Cullman, Marion & Winston Counties",845,1,0.006 
"01","01000","16684","AL","Colony town, AL","Cullman, Marion & Winston Counties",264,1,0.0019 
"01","01000","18976","AL","Cullman city, AL","Cullman, Marion & Winston Counties",18213,1,0.1294 
"01","01000","20955","AL","Dodge City town, AL","Cullman, Marion & Winston Counties",548,1,0.0039 
"01","01000","21280","AL","Double Springs town, AL","Cullman, Marion & Winston Counties",1119,1,0.008 
"01","01000","22504","AL","East Point CDP, AL","Cullman, Marion & Winston Counties",172,1,0.0012 
"01","01000","25384","AL","Fairview town, AL","Cullman, Marion & Winston Counties",543,1,0.0039 
"01","01000","29032","AL","Garden City town, AL","Cullman, Marion & Winston Counties",528,1,0.0038 
"01","01000","29944","AL","Glen Allen town, AL","Cullman, Marion & Winston Counties",54,0.1247,0.0004 
"01","01000","30496","AL","Good Hope city, AL","Cullman, Marion & Winston Counties",2483,1,0.0176 
"01","01000","32224","AL","Guin city, AL","Cullman, Marion & Winston Counties",2195,1,0.0156 
"01","01000","32536","AL","Gu-Win town, AL","Cullman, Marion & Winston Counties",141,1,0.001 
"01","01000","32560","AL","Hackleburg town, AL","Cullman, Marion & Winston Counties",1425,1,0.0101 
"01","01000","32704","AL","Haleyville city, AL","Cullman, Marion & Winston Counties",4361,1,0.031 
"01","01000","32848","AL","Hamilton city, AL","Cullman, Marion & Winston Counties",7042,1,0.05 
"01","01000","32968","AL","Hanceville city, AL","Cullman, Marion & Winston Counties",3217,1,0.0229 
"01","01000","35560","AL","Holly Pond town, AL","Cullman, Marion & Winston Counties",851,1,0.006 
"01","01000","39064","AL","Joppa CDP, AL","Cullman, Marion & Winston Counties",419,0.7536,0.003 
"01","01000","44800","AL","Lynn town, AL","Cullman, Marion & Winston Counties",610,1,0.0043 
"01","01000","53376","AL","Natural Bridge town, AL","Cullman, Marion & Winston Counties",32,1,0.0002 
"01","01000","71900","AL","South Vinemont town, AL","Cullman, Marion & Winston Counties",558,1,0.004 
"01","01000","77352","AL","Twin town, AL","Cullman, Marion & Winston Counties",359,1,0.0026 
"01","01000","81528","AL","West Point town, AL","Cullman, Marion & Winston Counties",584,1,0.0041 
"01","01000","82992","AL","Winfield city, AL","Cullman, Marion & Winston Counties",4117,0.8497,0.0293 
"01","01000","99999","AL","[not in a place]","Cullman, Marion & Winston Counties",86877,0.0511,0.6173 
"01","01100","00676","AL","Akron town, AL","West Alabama",225,1,0.0018 
"01","01100","01228","AL","Aliceville city, AL","West Alabama",2177,1,0.0173 
"01","01100","04948","AL","Beaverton town, AL","West Alabama",187,1,0.0015 
"01","01100","05164","AL","Belk town, AL","West Alabama",186,1,0.0015 
"01","01100","05188","AL","Bellamy CDP, AL","West Alabama",363,1,0.0029 
"01","01100","05932","AL","Berry town, AL","West Alabama",1216,1,0.0097 
"01","01100","08104","AL","Boligee town, AL","West Alabama",301,1,0.0024 
"01","01100","09136","AL","Brent city, AL","West Alabama",2972,1,0.0236 
"01","01100","12304","AL","Carrollton town, AL","West Alabama",1023,1,0.0081 
"01","01100","13672","AL","Centreville city, AL","West Alabama",2800,1,0.0222 
"01","01100","18952","AL","Cuba town, AL","West Alabama",306,1,0.0024 
"01","01100","19912","AL","Dayton town, AL","West Alabama",28,1,0.0002 
"01","01100","20296","AL","Demopolis city, AL","West Alabama",7162,1,0.0569 
"01","01100","20392","AL","Detroit town, AL","West Alabama",230,1,0.0018 
"01","01100","23872","AL","Emelle town, AL","West Alabama",32,1,0.0003 
"01","01100","24256","AL","Epes town, AL","West Alabama",272,1,0.0022 
"01","01100","24472","AL","Ethelsville town, AL","West Alabama",49,1,0.0004 
"01","01100","24664","AL","Eutaw town, AL","West Alabama",2937,1,0.0233 
"01","01100","25816","AL","Faunsdale town, AL","West Alabama",90,1,0.0007 
"01","01100","25840","AL","Fayette city, AL","West Alabama",4285,1,0.034 
"01","01100","27376","AL","Forkland town, AL","West Alabama",445,1,0.0035 
"01","01100","28768","AL","Gainesville town, AL","West Alabama",172,1,0.0014 
"01","01100","29392","AL","Geiger town, AL","West Alabama",155,1,0.0012 
"01","01100","29944","AL","Glen Allen town, AL","West Alabama",379,0.8753,0.003 
"01","01100","30736","AL","Gordo town, AL","West Alabama",1628,1,0.0129 
"01","01100","31720","AL","Greensboro city, AL","West Alabama",2218,1,0.0176 
"01","01100","39520","AL","Kennedy town, AL","West Alabama",435,1,0.0035 
"01","01100","43240","AL","Linden city, AL","West Alabama",1930,1,0.0153 
"01","01100","43720","AL","Livingston city, AL","West Alabama",3436,1,0.0273 
"01","01100","45316","AL","Macedonia CDP, AL","West Alabama",241,1,0.0019 
"01","01100","45640","AL","McMullen town, AL","West Alabama",32,1,0.0003 
"01","01100","48052","AL","Memphis town, AL","West Alabama",29,1,0.0002 
"01","01100","48808","AL","Millport town, AL","West Alabama",1010,1,0.008 
"01","01100","51648","AL","Moundville town, AL","West Alabama",1778,0.588,0.0141 
"01","01100","53112","AL","Myrtlewood town, AL","West Alabama",70,1,0.0006 
"01","01100","53208","AL","Nanafalia CDP, AL","West Alabama",75,1,0.0006 
"01","01100","53784","AL","Newbern town, AL","West Alabama",133,1,0.0011 
"01","01100","57912","AL","Panola CDP, AL","West Alabama",71,1,0.0006 
"01","01100","59592","AL","Pickensville town, AL","West Alabama",557,1,0.0044 
"01","01100","62688","AL","Providence town, AL","West Alabama",167,1,0.0013 
"01","01100","62952","AL","Putnam CDP, AL","West Alabama",172,1,0.0014 
"01","01100","64104","AL","Reform town, AL","West Alabama",1520,1,0.0121 
"01","01100","73728","AL","Sulligent city, AL","West Alabama",1879,1,0.0149 
"01","01100","74304","AL","Sweet Water town, AL","West Alabama",228,1,0.0018 
"01","01100","75936","AL","Thomaston town, AL","West Alabama",326,1,0.0026 
"01","01100","77616","AL","Union town, AL","West Alabama",180,1,0.0014 
"01","01100","78264","AL","Vance town, AL","West Alabama",73,0.0349,0.0006 
"01","01100","78480","AL","Vernon city, AL","West Alabama",1921,1,0.0153 
"01","01100","80928","AL","West Blocton town, AL","West Alabama",1217,1,0.0097 
"01","01100","82992","AL","Winfield city, AL","West Alabama",728,0.1503,0.0058 
"01","01100","83640","AL","Woodstock town, AL","West Alabama",1343,0.9124,0.0107 
"01","01100","84096","AL","York city, AL","West Alabama",2414,1,0.0192 
"01","01100","99999","AL","[not in a place]","West Alabama",72089,0.0424,0.5726 
"01","01201","09808","AL","Brookwood town, AL","Tuscaloosa County (Outer)--Northport City (North & West)",2504,1,0.0248 
"01","01201","16000","AL","Coaling town, AL","Tuscaloosa County (Outer)--Northport City (North & West)",2035,1,0.0201 
"01","01201","16312","AL","Coker town, AL","Tuscaloosa County (Outer)--Northport City (North & West)",904,1,0.0089 
"01","01201","17704","AL","Cottondale CDP, AL","Tuscaloosa County (Outer)--Northport City (North & West)",303,0.0968,0.003 
"01","01201","40928","AL","Lake View town, AL","Tuscaloosa County (Outer)--Northport City (North & West)",3255,0.9143,0.0322 
"01","01201","51648","AL","Moundville town, AL","Tuscaloosa County (Outer)--Northport City (North & West)",1246,0.412,0.0123 
"01","01201","55200","AL","Northport city, AL","Tuscaloosa County (Outer)--Northport City (North & West)",14110,0.4533,0.1397 
"01","01201","77256","AL","Tuscaloosa city, AL","Tuscaloosa County (Outer)--Northport City (North & West)",4803,0.0482,0.0475 
"01","01201","78264","AL","Vance town, AL","Tuscaloosa County (Outer)--Northport City (North & West)",2019,0.9651,0.02 
"01","01201","83640","AL","Woodstock town, AL","Tuscaloosa County (Outer)--Northport City (North & West)",129,0.0876,0.0013 
"01","01201","99999","AL","[not in a place]","Tuscaloosa County (Outer)--Northport City (North & West)",69704,0.041,0.6901 
"01","01202","17704","AL","Cottondale CDP, AL","Tuscaloosa & Northport (Southeast) Cities",2827,0.9032,0.0224 
"01","01202","35704","AL","Holt CDP, AL","Tuscaloosa & Northport (Southeast) Cities",3413,1,0.0271 
"01","01202","55200","AL","Northport city, AL","Tuscaloosa & Northport (Southeast) Cities",17015,0.5467,0.135 
"01","01202","77256","AL","Tuscaloosa city, AL","Tuscaloosa & Northport (Southeast) Cities",94797,0.9518,0.7522 
"01","01202","99999","AL","[not in a place]","Tuscaloosa & Northport (Southeast) Cities",7972,0.0047,0.0633 
"01","01301","00460","AL","Adamsville city, AL","Jefferson (Northwest) & Walker Counties--Adamsville, Warrior & Graysville Cities",4363,0.9993,0.0377 
"01","01301","07000","AL","Birmingham city, AL","Jefferson (Northwest) & Walker Counties--Adamsville, Warrior & Graysville Cities",1387,0.0069,0.012 
"01","01301","09736","AL","Brookside town, AL","Jefferson (Northwest) & Walker Counties--Adamsville, Warrior & Graysville Cities",655,0.5227,0.0057 
"01","01301","12016","AL","Carbon Hill city, AL","Jefferson (Northwest) & Walker Counties--Adamsville, Warrior & Graysville Cities",1769,1,0.0153 
"01","01301","12040","AL","Cardiff town, AL","Jefferson (Northwest) & Walker Counties--Adamsville, Warrior & Graysville Cities",52,1,0.0004 
"01","01301","15256","AL","Clay city, AL","Jefferson (Northwest) & Walker Counties--Adamsville, Warrior & Graysville Cities",154,0.015,0.0013 
"01","01301","17368","AL","Cordova city, AL","Jefferson (Northwest) & Walker Counties--Adamsville, Warrior & Graysville Cities",1728,1,0.0149 
"01","01301","17968","AL","County Line town, AL","Jefferson (Northwest) & Walker Counties--Adamsville, Warrior & Graysville Cities",94,0.3023,0.0008 
"01","01301","21136","AL","Dora city, AL","Jefferson (Northwest) & Walker Counties--Adamsville, Warrior & Graysville Cities",2297,1,0.0198 
