"state","puma2k","placefp14","stab","placefp","placenm","placenm14","PUMA2kName","pop10","afact","AFACT2"
"47","00501","30220","TN"," "," ","Graball CDP, TN","4700501",236,0.0017,0.036 
"47","00501","33280","TN"," "," ","Hendersonville city, TN","4700501",34037,0.2448,0.499 
"47","00501","48980","TN"," "," ","Millersville city, TN","4700501",4978,0.0358,0.7422 
"47","00501","49460","TN"," "," ","Mitchellville city, TN","4700501",189,0.0014,0.2917 
"47","00501","52520","TN"," "," ","New Deal CDP, TN","4700501",368,0.0026,1 
"47","00501","54640","TN"," "," ","Oak Grove CDP, TN","4700501",231,0.0017,0.0032 
"47","00501","60280","TN"," "," ","Portland city, TN","4700501",11423,0.0822,0.7364 
"47","00501","67230","TN"," "," ","Shackle Island CDP, TN","4700501",2844,0.0205,1 
"47","00501","77820","TN"," "," ","Walnut Grove CDP, TN","4700501",864,0.0062,1 
"47","00501","79420","TN"," "," ","Westmoreland town, TN","4700501",2206,0.0159,0.8054 
"47","00501","80200","TN"," "," ","White House city, TN","4700501",5310,0.0382,0.497 
"47","00501","99999","TN"," "," "," ","4700501",39566,0.2846,0.0005 
"47","00502","28540","TN"," "," ","Gallatin city, TN","4700502",711,0.0052,0.0176 
"47","00502","31100","TN"," "," ","Green Hill CDP, TN","4700502",6618,0.0488,0.2072 
"47","00502","33280","TN"," "," ","Hendersonville city, TN","4700502",17341,0.1279,0.2542 
"47","00502","41520","TN"," "," ","Lebanon city, TN","4700502",26217,0.1933,0.9877 
"47","00502","50780","TN"," "," ","Mount Juliet city, TN","4700502",24359,0.1796,0.9946 
"47","00502","52006","TN"," "," ","Nashville-Davidson metropolitan government (balance), TN","4700502",14,0.0001,0 
"47","00502","65642","TN"," "," ","Rural Hill CDP, TN","4700502",2007,0.0148,1 
"47","00502","78320","TN"," "," ","Watertown city, TN","4700502",1477,0.0109,1 
"47","00502","99999","TN"," "," "," ","4700502",56875,0.4194,0.0007 
"47","00600","00620","TN"," "," ","Alexandria town, TN","4700600",966,0.005,0.4924 
"47","00600","00660","TN"," "," ","Allardt city, TN","4700600",634,0.0033,0.1733 
"47","00600","02400","TN"," "," ","Auburntown town, TN","4700600",269,0.0014,0.0187 
"47","00600","10180","TN"," "," ","Byrdstown town, TN","4700600",803,0.0042,0.0636 
"47","00600","11280","TN"," "," ","Carthage town, TN","4700600",2306,0.012,1 
"47","00600","12100","TN"," "," ","Celina city, TN","4700600",1495,0.0078,0.1331 
"47","00600","12380","TN"," "," ","Centertown town, TN","4700600",243,0.0013,1 
"47","00600","15120","TN"," "," ","Clarkrange CDP, TN","4700600",575,0.003,1 
"47","00600","20930","TN"," "," ","Dodson Branch CDP, TN","4700600",1074,0.0056,1 
"47","00600","21420","TN"," "," ","Dowelltown town, TN","4700600",355,0.0019,0.1873 
"47","00600","28420","TN"," "," ","Gainesboro town, TN","4700600",962,0.005,0.6946 
"47","00600","30120","TN"," "," ","Gordonsville town, TN","4700600",1213,0.0063,0.0538 
"47","00600","31420","TN"," "," ","Grimsley CDP, TN","4700600",1167,0.0061,0.0391 
"47","00600","32742","TN"," "," ","Hartsville/Trousdale County, TN","4700600",7870,0.041,1 
"47","00600","37780","TN"," "," ","Jamestown city, TN","4700600",1959,0.0102,0.3437 
"47","00600","40160","TN"," "," ","Lafayette city, TN","4700600",4474,0.0233,0.8649 
"47","00600","42040","TN"," "," ","Liberty town, TN","4700600",310,0.0016,0.2293 
"47","00600","43140","TN"," "," ","Livingston town, TN","4700600",4058,0.0212,0.1875 
"47","00600","45100","TN"," "," ","McMinnville city, TN","4700600",13605,0.0709,0.2856 
"47","00600","50220","TN"," "," ","Morrison town, TN","4700600",694,0.0036,0.9036 
"47","00600","62000","TN"," "," ","Red Boiling Springs city, TN","4700600",1112,0.0058,0.0026 
"47","00600","69320","TN"," "," ","Smithville city, TN","4700600",4530,0.0236,1 
"47","00600","69680","TN"," "," ","South Carthage town, TN","4700600",1322,0.0069,0.0991 
"47","00600","70240","TN"," "," ","Spencer town, TN","4700600",1601,0.0083,0.0519 
"47","00600","77400","TN"," "," ","Viola town, TN","4700600",131,0.0007,0.0484 
"47","00600","81560","TN"," "," ","Woodbury town, TN","4700600",2680,0.014,1 
"47","00600","99999","TN"," "," "," ","4700600",135405,0.7059,0.0017 
"47","00700","11360","TN"," "," ","Caryville town, TN","4700700",2297,0.0185,0.2342 
"47","00700","15880","TN"," "," ","Coalfield CDP, TN","4700700",2463,0.0199,0.2834 
"47","00700","18880","TN"," "," ","Cumberland Gap town, TN","4700700",494,0.004,0.2416 
"47","00700","23440","TN"," "," ","Elgin CDP, TN","4700700",282,0.0023,0.1871 
"47","00700","26120","TN"," "," ","Fincastle CDP, TN","4700700",1618,0.0131,1 
"47","00700","32640","TN"," "," ","Harrogate city, TN","4700700",4389,0.0354,0.2097 
"47","00700","33120","TN"," "," ","Helenwood CDP, TN","4700700",865,0.007,0.0169 
"47","00700","36640","TN"," "," ","Huntsville town, TN","4700700",1248,0.0101,0.245 
"47","00700","37600","TN"," "," ","Jacksboro town, TN","4700700",2020,0.0163,0.1046 
"47","00700","38020","TN"," "," ","Jellico city, TN","4700700",2355,0.019,0.5622 
"47","00700","40180","TN"," "," ","La Follette city, TN","4700700",7456,0.0601,0.3003 
"47","00700","40240","TN"," "," ","Lake City city, TN","4700700",32,0.0003,0.0094 
"47","00700","53140","TN"," "," ","New Tazewell town, TN","4700700",3045,0.0246,0.4743 
"47","00700","54280","TN"," "," ","Oakdale town, TN","4700700",212,0.0017,1 
"47","00700","55800","TN"," "," ","Oliver Springs town, TN","4700700",25,0.0002,0.0009 
"47","00700","55860","TN"," "," ","Oneida town, TN","4700700",3752,0.0303,0.7942 
"47","00700","57780","TN"," "," ","Petros CDP, TN","4700700",583,0.0047,0.1369 
"47","00700","63920","TN"," "," ","Robbins CDP, TN","4700700",287,0.0023,0.3619 
"47","00700","69460","TN"," "," ","Sneedville town, TN","4700700",1387,0.0112,0.9423 
"47","00700","72140","TN"," "," ","Sunbright city, TN","4700700",552,0.0045,0.6209 
"47","00700","73120","TN"," "," ","Tazewell town, TN","4700700",2224,0.0179,1 
"47","00700","78100","TN"," "," ","Wartburg city, TN","4700700",918,0.0074,0.5016 
"47","00700","81280","TN"," "," ","Winfield town, TN","4700700",967,0.0078,0.1067 
"47","00700","99999","TN"," "," "," ","4700700",84492,0.6816,0.0011 
"47","00801","06740","TN"," "," ","Blountville CDP, TN","4700801",3074,0.0289,0.7784 
"47","00801","06960","TN"," "," ","Bluff City city, TN","4700801",1733,0.0163,0.7008 
"47","00801","08540","TN"," "," ","Bristol city, TN","4700801",26702,0.2511,0.945 
"47","00801","16500","TN"," "," ","Colonial Heights CDP, TN","4700801",3289,0.0309,0.3034 
"47","00801","38320","TN"," "," ","Johnson City city, TN","4700801",423,0.004,0.0052 
"47","00801","39560","TN"," "," ","Kingsport city, TN","4700801",11550,0.1086,0.2198 
"47","00801","70680","TN"," "," ","Spurgeon CDP, TN","4700801",1396,0.0131,0.1478 
"47","00801","77900","TN"," "," ","Walnut Hill CDP, TN","4700801",2394,0.0225,0.9355 
"47","00801","99999","TN"," "," "," ","4700801",55791,0.5246,0.0007 
"47","00802","06640","TN"," "," ","Bloomingdale CDP, TN","4700802",9687,0.0903,1 
"47","00802","09560","TN"," "," ","Bulls Gap town, TN","4700802",738,0.0069,0.8155 
"47","00802","14980","TN"," "," ","Church Hill city, TN","4700802",6737,0.0628,1 
"47","00802","39560","TN"," "," ","Kingsport city, TN","4700802",40994,0.382,0.7802 
"47","00802","49940","TN"," "," ","Mooresburg CDP, TN","4700802",941,0.0088,0.0345 
"47","00802","50580","TN"," "," ","Mount Carmel town, TN","4700802",5429,0.0506,0.2189 
"47","00802","64820","TN"," "," ","Rogersville town, TN","4700802",4420,0.0412,0.9946 
"47","00802","72380","TN"," "," ","Surgoinsville town, TN","4700802",1801,0.0168,0.2275 
"47","00802","99999","TN"," "," "," ","4700802",36557,0.3407,0.0005 
"47","00900","02780","TN"," "," ","Baileyton town, TN","4700900",431,0.0026,0.2478 
"47","00900","03120","TN"," "," ","Banner Hill CDP, TN","4700900",1497,0.0092,0.8018 
"47","00900","12460","TN"," "," ","Central CDP, TN","4700900",2279,0.014,0.7824 
"47","00900","23500","TN"," "," ","Elizabethton city, TN","4700900",14319,0.0879,0.3963 
"47","00900","24360","TN"," "," ","Erwin town, TN","4700900",6097,0.0374,1 
"47","00900","25540","TN"," "," ","Fall Branch CDP, TN","4700900",252,0.0015,0.0153 
"47","00900","30980","TN"," "," ","Greeneville town, TN","4700900",15062,0.0925,0.7641 
"47","00900","36500","TN"," "," ","Hunter CDP, TN","4700900",1854,0.0114,0.048 
"47","00900","38320","TN"," "," ","Johnson City city, TN","4700900",1232,0.0076,0.0152 
"47","00900","50320","TN"," "," ","Mosheim town, TN","4700900",2362,0.0145,0.2652 
"47","00900","50400","TN"," "," ","Mountain City town, TN","4700900",2531,0.0155,0.3089 
"47","00900","58240","TN"," "," ","Pine Crest CDP, TN","4700900",2415,0.0148,0.0382 
"47","00900","63840","TN"," "," ","Roan Mountain CDP, TN","4700900",1360,0.0084,0.1232 
"47","00900","75560","TN"," "," ","Tusculum city, TN","4700900",2663,0.0164,0.907 
"47","00900","75820","TN"," "," ","Unicoi town, TN","4700900",3632,0.0223,0.2795 
"47","00900","78240","TN"," "," ","Watauga city, TN","4700900",371,0.0023,0.1666 
"47","00900","99999","TN"," "," "," ","4700900",104455,0.6416,0.0013 
"47","01000","25540","TN"," "," ","Fall Branch CDP, TN","4701000",1039,0.0084,0.063 
"47","01000","30700","TN"," "," ","Gray CDP, TN","4701000",1222,0.0099,0.0345 
"47","01000","38320","TN"," "," ","Johnson City city, TN","4701000",61557,0.5005,0.759 
"47","01000","38540","TN"," "," ","Jonesborough town, TN","4701000",5051,0.0411,0.5869 
"47","01000","54700","TN"," "," ","Oak Grove CDP, TN","4701000",4425,0.036,0.1059 
"47","01000","70680","TN"," "," ","Spurgeon CDP, TN","4701000",2561,0.0208,0.2712 
"47","01000","73220","TN"," "," ","Telford CDP, TN","4701000",921,0.0075,0.0347 
"47","01000","78240","TN"," "," ","Watauga city, TN","4701000",87,0.0007,0.0391 
"47","01000","99999","TN"," "," "," ","4701000",46116,0.375,0.0006 
"47","01100","03760","TN"," "," ","Bean Station city, TN","4701100",3010,0.0249,1 
"47","01100","06340","TN"," "," ","Blaine city, TN","4701100",1856,0.0154,0.1691 
"47","01100","50280","TN"," "," ","Morristown city, TN","4701100",29053,0.2404,0.9547 
"47","01100","53000","TN"," "," ","Newport city, TN","4701100",6945,0.0575,0.0055 
"47","01100","57040","TN"," "," ","Parrottsville town, TN","4701100",263,0.0022,0.054 
"47","01100","65820","TN"," "," ","Rutledge town, TN","4701100",1122,0.0093,0.035 
"47","01100","99999","TN"," "," "," ","4701100",78614,0.6504,0.001 
"47","01200","03078","TN"," "," ","Baneberry city, TN","4701200",482,0.0034,0.0171 
"47","01200","19380","TN"," "," ","Dandridge town, TN","4701200",2804,0.0198,1 
"47","01200","24990","TN"," "," ","Fairgarden CDP, TN","4701200",529,0.0037,0.0476 
"47","01200","28800","TN"," "," ","Gatlinburg city, TN","4701200",3944,0.0279,0.0746 
"47","01200","37960","TN"," "," ","Jefferson City city, TN","4701200",8057,0.057,0.9616 
"47","01200","50280","TN"," "," ","Morristown city, TN","4701200",12,0.0001,0.0004 
"47","01200","52940","TN"," "," ","New Market town, TN","4701200",1334,0.0094,0.1039 
"47","01200","58080","TN"," "," ","Pigeon Forge city, TN","4701200",5875,0.0416,0.6965 
"47","01200","58940","TN"," "," ","Pittman Center town, TN","4701200",502,0.0036,0.0348 
"47","01200","67120","TN"," "," ","Sevierville city, TN","4701200",14807,0.1048,0.9369 
"47","01200","67200","TN"," "," ","Seymour CDP, TN","4701200",8309,0.0588,0.3312 
"47","01200","80360","TN"," "," ","White Pine town, TN","4701200",2196,0.0155,0.733 
"47","01200","99999","TN"," "," "," ","4701200",92445,0.6543,0.0012 
"47","01301","25760","TN"," "," ","Farragut town, TN","4701301",20669,0.0858,0.9997 
"47","01301","40000","TN"," "," ","Knoxville city, TN","4701301",3093,0.0128,0.004 
"47","01301","46400","TN"," "," ","Mascot CDP, TN","4701301",2411,0.01,0.1948 
"47","01301","99999","TN"," "," "," ","4701301",214640,0.8913,0.0027 
"47","01302","01220","TN"," "," ","Andersonville CDP, TN","4701302",472,0.0043,0.1207 
"47","01302","15580","TN"," "," ","Clinton city, TN","4701302",9841,0.0896,0.9809 
"47","01302","40000","TN"," "," ","Knoxville city, TN","4701302",81,0.0007,0.0001 
"47","01302","40240","TN"," "," ","Lake City city, TN","4701302",1749,0.0159,0.5138 
"47","01302","44300","TN"," "," ","Luttrell town, TN","4701302",1074,0.0098,0.171 
"47","01302","46700","TN"," "," ","Maynardville city, TN","4701302",2413,0.022,0.9324 
"47","01302","53600","TN"," "," ","Norris city, TN","4701302",1810,0.0165,0.2389 
"47","01302","55120","TN"," "," ","Oak Ridge city, TN","4701302",26271,0.2391,0.6671 
"47","01302","55800","TN"," "," ","Oliver Springs town, TN","4701302",2242,0.0204,0.0784 
"47","01302","59020","TN"," "," ","Plainview city, TN","4701302",2125,0.0193,0.0134 
"47","01302","99999","TN"," "," "," ","4701302",61808,0.5625,0.0008 
"47","01400","40000","TN"," "," ","Knoxville city, TN","4701400",175700,0.9996,0.2282 
"47","01400","99999","TN"," "," "," ","4701400",65,0.0004,0 
"47","01500","00540","TN"," "," ","Alcoa city, TN","4701500",8449,0.0687,0.3853 
"47","01500","22340","TN"," "," ","Eagleton Village CDP, TN","4701500",5052,0.0411,0.7753 
"47","01500","28060","TN"," "," ","Friendsville city, TN","4701500",913,0.0074,0.0679 
"47","01500","43820","TN"," "," ","Louisville city, TN","4701500",2439,0.0198,0.4219 
"47","01500","46380","TN"," "," ","Maryville city, TN","4701500",27489,0.2235,0.9896 
"47","01500","64160","TN"," "," ","Rockford city, TN","4701500",856,0.007,0.2458 
"47","01500","67200","TN"," "," ","Seymour CDP, TN","4701500",2610,0.0212,0.1041 
"47","01500","74860","TN"," "," ","Townsend city, TN","4701500",448,0.0036,0.3926 
"47","01500","77700","TN"," "," ","Walland CDP, TN","4701500",259,0.0021,0.0343 
"47","01500","80740","TN"," "," ","Wildwood CDP, TN","4701500",1098,0.0089,0.0653 
"47","01500","99999","TN"," "," "," ","4701500",73397,0.5967,0.0009 
"47","01600","25760","TN"," "," ","Farragut town, TN","4701600",7,0,0.0003 
"47","01600","30880","TN"," "," ","Greenback city, TN","4701600",1064,0.0072,0.549 
"47","01600","32520","TN"," "," ","Harriman city, TN","4701600",6358,0.0432,0.1563 
"47","01600","39620","TN"," "," ","Kingston city, TN","4701600",5928,0.0403,1 
"47","01600","41760","TN"," "," ","Lenoir City city, TN","4701600",8642,0.0587,0.9732 
"47","01600","43780","TN"," "," ","Loudon town, TN","4701600",5381,0.0365,0.9474 
"47","01600","45320","TN"," "," ","Madisonville city, TN","4701600",4577,0.0311,0.9506 
"47","01600","48460","TN"," "," ","Midtown CDP, TN","4701600",1352,0.0092,0.4677 
"47","01600","55120","TN"," "," ","Oak Ridge city, TN","4701600",3059,0.0208,0.0777 
"47","01600","55800","TN"," "," ","Oliver Springs town, TN","4701600",964,0.0065,0.0337 
"47","01600","57900","TN"," "," ","Philadelphia city, TN","4701600",656,0.0045,0.0122 
"47","01600","64440","TN"," "," ","Rockwood city, TN","4701600",5562,0.0378,0.9242 
"47","01600","72540","TN"," "," ","Sweetwater city, TN","4701600",5806,0.0394,0.7524 
"47","01600","73260","TN"," "," ","Tellico Plains town, TN","4701600",880,0.006,0.0786 
"47","01600","73270","TN"," "," ","Tellico Village CDP, TN","4701600",5791,0.0393,1 
"47","01600","77480","TN"," "," ","Vonore town, TN","4701600",1474,0.01,0.6566 
"47","01600","99999","TN"," "," "," ","4701600",89755,0.6095,0.0011 
"47","01700","02320","TN"," "," ","Athens city, TN","4701700",13592,0.0809,0.7067 
"47","01700","05040","TN"," "," ","Benton town, TN","4701700",1385,0.0082,0.2949 
"47","01700","10440","TN"," "," ","Calhoun town, TN","4701700",490,0.0029,0.0544 
"47","01700","13020","TN"," "," ","Charleston city, TN","4701700",651,0.0039,0.9602 
"47","01700","15400","TN"," "," ","Cleveland city, TN","4701700",41285,0.2457,0.6593 
"47","01700","17000","TN"," "," ","Copperhill city, TN","4701700",354,0.0021,0.0009 
"47","01700","21740","TN"," "," ","Ducktown city, TN","4701700",475,0.0028,0.0973 
"47","01700","22500","TN"," "," ","East Cleveland CDP, TN","4701700",1608,0.0096,0.0673 
"47","01700","24040","TN"," "," ","Englewood town, TN","4701700",1532,0.0091,0.7683 
"47","01700","24480","TN"," "," ","Etowah city, TN","4701700",3490,0.0208,0.6529 
"47","01700","35880","TN"," "," ","Hopewell CDP, TN","4701700",1874,0.0112,0.1516 
"47","01700","53380","TN"," "," ","Niota city, TN","4701700",719,0.0043,0.0171 
"47","01700","62580","TN"," "," ","Riceville CDP, TN","4701700",670,0.004,0.1307 
"47","01700","69740","TN"," "," ","South Cleveland CDP, TN","4701700",6912,0.0411,0.6572 
"47","01700","80760","TN"," "," ","Wildwood Lake CDP, TN","4701700",3124,0.0186,0.3825 
"47","01700","99999","TN"," "," "," ","4701700",89893,0.5349,0.0011 
"47","01800","14000","TN"," "," ","Chattanooga city, TN","4701800",166883,0.9994,0.0582 
"47","01800","16300","TN"," "," ","Collegedale city, TN","4701800",30,0.0002,0.0029 
"47","01800","22720","TN"," "," ","East Ridge city, TN","4701800",4,0,0.0001 
"47","01800","61960","TN"," "," ","Red Bank city, TN","4701800",5,0,0.0004 
"47","01800","99999","TN"," "," "," ","4701800",54,0.0003,0 
"47","01900","01480","TN"," "," ","Apison CDP, TN","4701900",2430,0.0143,0.5891 
"47","01900","14000","TN"," "," ","Chattanooga city, TN","4701900",2445,0.0144,0.0009 
"47","01900","16300","TN"," "," ","Collegedale city, TN","4701900",8382,0.0495,0.8157 
"47","01900","22720","TN"," "," ","East Ridge city, TN","4701900",20975,0.1238,0.7291 
"47","01900","25080","TN"," "," ","Fairmount CDP, TN","4701900",2138,0.0126,1 
"47","01900","25560","TN"," "," ","Falling Water CDP, TN","4701900",1232,0.0073,0.5168 
"47","01900","26490","TN"," "," ","Flat Top Mountain CDP, TN","4701900",422,0.0025,0.2213 
"47","01900","32600","TN"," "," ","Harrison CDP, TN","4701900",7574,0.0447,0.8728 
"47","01900","40540","TN"," "," ","Lakesite city, TN","4701900",1826,0.0108,0.9388 
"47","01900","43640","TN"," "," ","Lookout Mountain town, TN","4701900",1832,0.0108,0.1024 
"47","01900","48360","TN"," "," ","Middle Valley CDP, TN","4701900",12677,0.0748,0.4864 
"47","01900","51402","TN"," "," ","Mowbray Mountain CDP, TN","4701900",1615,0.0095,1 
"47","01900","55900","TN"," "," ","Ooltewah CDP, TN","4701900",674,0.004,0.0425 
"47","01900","61960","TN"," "," ","Red Bank city, TN","4701900",11646,0.0687,0.9996 
"47","01900","63080","TN"," "," ","Ridgeside city, TN","4701900",390,0.0023,1 
"47","01900","66220","TN"," "," ","Sale Creek CDP, TN","4701900",2845,0.0168,0.1784 
"47","01900","68540","TN"," "," ","Signal Mountain town, TN","4701900",8262,0.0487,0.9884 
"47","01900","69560","TN"," "," ","Soddy-Daisy city, TN","4701900",12725,0.0751,0.9926 
"47","01900","77540","TN"," "," ","Walden town, TN","4701900",1894,0.0112,0.509 
"47","01900","99999","TN"," "," "," ","4701900",67497,0.3983,0.0008 
"47","02000","00940","TN"," "," ","Altamont town, TN","4702000",1045,0.0093,0.4587 
"47","02000","04240","TN"," "," ","Beersheba Springs town, TN","4702000",477,0.0042,0.4928 
"47","02000","15920","TN"," "," ","Coalmont city, TN","4702000",841,0.0075,0.1141 
"47","02000","19700","TN"," "," ","Dayton city, TN","4702000",7191,0.0639,0.6985 
"47","02000","19880","TN"," "," ","Decatur town, TN","4702000",1598,0.0142,0.233 
"47","02000","22000","TN"," "," ","Dunlap city, TN","4702000",4815,0.0428,0.0057 
"47","02000","30760","TN"," "," ","Graysville town, TN","4702000",1502,0.0134,0.2109 
"47","02000","31490","TN"," "," ","Gruetli-Laager city, TN","4702000",1813,0.0161,0.7104 
"47","02000","37820","TN"," "," ","Jasper town, TN","4702000",3279,0.0291,0.5476 
"47","02000","39400","TN"," "," ","Kimball town, TN","4702000",1395,0.0124,0.1895 
"47","02000","43420","TN"," "," ","Lone Oak CDP, TN","4702000",1206,0.0107,0.2221 
"47","02000","49740","TN"," "," ","Monteagle town, TN","4702000",1144,0.0102,0.3241 
"47","02000","52780","TN"," "," ","New Hope city, TN","4702000",1082,0.0096,0.229 
"47","02000","56040","TN"," "," ","Orme town, TN","4702000",126,0.0011,1 
"47","02000","56560","TN"," "," ","Palmer town, TN","4702000",672,0.006,0.7377 
"47","02000","57500","TN"," "," ","Pelham CDP, TN","4702000",403,0.0036,0.0065 
"47","02000","58120","TN"," "," ","Pikeville city, TN","4702000",1608,0.0143,0.9663 
"47","02000","60500","TN"," "," ","Powells Crossroads town, TN","4702000",1322,0.0118,0.018 
"47","02000","70060","TN"," "," ","South Pittsburg city, TN","4702000",3108,0.0276,1 
"47","02000","70400","TN"," "," ","Spring City town, TN","4702000",1981,0.0176,1 
"47","02000","74880","TN"," "," ","Tracy City town, TN","4702000",1481,0.0132,1 
"47","02000","80620","TN"," "," ","Whitwell city, TN","4702000",1699,0.0151,1 
"47","02000","99999","TN"," "," "," ","4702000",72708,0.6463,0.0009 
"47","02100","00640","TN"," "," ","Algood city, TN","4702100",3495,0.0227,0.6198 
"47","02100","03680","TN"," "," ","Baxter town, TN","4702100",1365,0.0089,1 
"47","02100","07620","TN"," "," ","Bowman CDP, TN","4702100",302,0.002,0.1474 
"47","02100","16920","TN"," "," ","Cookeville city, TN","4702100",30494,0.1977,1 
"47","02100","17840","TN"," "," ","Crab Orchard city, TN","4702100",752,0.0049,0.14 
"47","02100","18540","TN"," "," ","Crossville city, TN","4702100",10796,0.07,1 
"47","02100","21500","TN"," "," ","Doyle town, TN","4702100",537,0.0035,0.1164 
"47","02100","24980","TN"," "," ","Fairfield Glade CDP, TN","4702100",6989,0.0453,0.4373 
"47","02100","40560","TN"," "," ","Lake Tansi CDP, TN","4702100",3803,0.0247,0.6287 
"47","02100","49760","TN"," "," ","Monterey town, TN","4702100",2850,0.0185,0.6386 
"47","02100","59240","TN"," "," ","Pleasant Hill town, TN","4702100",563,0.0037,0.3197 
"47","02100","70180","TN"," "," ","Sparta city, TN","4702100",4925,0.0319,1 
"47","02100","99999","TN"," "," "," ","4702100",87344,0.5664,0.0011 
"47","02201","52006","TN"," "," ","Nashville-Davidson metropolitan government (balance), TN","4702201",155876,1,0.2583 
"47","02202","29920","TN"," "," ","Goodlettsville city, TN","4702202",10319,0.0987,0.5726 
"47","02202","52006","TN"," "," ","Nashville-Davidson metropolitan government (balance), TN","4702202",94244,0.9013,0.1562 
"47","02203","04620","TN"," "," ","Belle Meade city, TN","4702203",2912,0.0206,0.9175 
"47","02203","05140","TN"," "," ","Berry Hill city, TN","4702203",537,0.0038,0.0255 
"47","02203","27020","TN"," "," ","Forest Hills city, TN","4702203",4812,0.034,1 
"47","02203","52006","TN"," "," ","Nashville-Davidson metropolitan government (balance), TN","4702203",128869,0.9097,0.2135 
"47","02203","54780","TN"," "," ","Oak Hill city, TN","4702203",4529,0.032,0.6347 
"47","02204","52006","TN"," "," ","Nashville-Davidson metropolitan government (balance), TN","4702204",114713,1,0.1901 
"47","02205","52006","TN"," "," ","Nashville-Davidson metropolitan government (balance), TN","4702205",109808,0.9996,0.1819 
"47","02205","63140","TN"," "," ","Ridgetop city, TN","4702205",48,0.0004,0.0205 
"47","02300","22360","TN"," "," ","Eagleville city, TN","4702300",604,0.0023,0.0295 
"47","02300","41200","TN"," "," ","La Vergne city, TN","4702300",32588,0.1241,0.5575 
"47","02300","51560","TN"," "," ","Murfreesboro city, TN","4702300",109052,0.4153,0.7937 
"47","02300","69420","TN"," "," ","Smyrna town, TN","4702300",39974,0.1522,0.4996 
"47","02300","77980","TN"," "," ","Walterhill CDP, TN","4702300",401,0.0015,0.0962 
"47","02300","99999","TN"," "," "," ","4702300",79985,0.3046,0.001 
"47","02400","08280","TN"," "," ","Brentwood city, TN","4702400",37060,0.2023,1 
"47","02400","25440","TN"," "," ","Fairview city, TN","4702400",7720,0.0421,0.576 
"47","02400","27740","TN"," "," ","Franklin city, TN","4702400",62516,0.3413,0.9781 
"47","02400","53460","TN"," "," ","Nolensville town, TN","4702400",5861,0.032,0.5013 
"47","02400","70580","TN"," "," ","Spring Hill city, TN","4702400",22013,0.1202,0.7234 
"47","02400","73900","TN"," "," ","Thompsons Station town, TN","4702400",2203,0.012,0.0803 
"47","02400","99999","TN"," "," "," ","4702400",45809,0.2501,0.0006 
"47","02500","01640","TN"," "," ","Ardmore city, TN","4702500",124,0.0009,0.0019 
"47","02500","17700","TN"," "," ","Cowan city, TN","4702500",1737,0.013,0.064 
"47","02500","19920","TN"," "," ","Decherd city, TN","4702500",2362,0.0177,0.0775 
"47","02500","24440","TN"," "," ","Estill Springs town, TN","4702500",2055,0.0154,0.2806 
"47","02500","25920","TN"," "," ","Fayetteville city, TN","4702500",6817,0.051,1 
"47","02500","26580","TN"," "," ","Flintville CDP, TN","4702500",627,0.0047,1 
"47","02500","34700","TN"," "," ","Hillsboro CDP, TN","4702500",450,0.0034,0.1926 
"47","02500","36600","TN"," "," ","Huntland town, TN","4702500",872,0.0065,0.3372 
"47","02500","40732","TN"," "," ","Lakewood Park CDP, TN","4702500",990,0.0074,1 
"47","02500","44382","TN"," "," ","Lynchburg, Moore County metropolitan government, TN","4702500",6362,0.0476,1 
"47","02500","45500","TN"," "," ","Manchester city, TN","4702500",10096,0.0756,0.7674 
"47","02500","49740","TN"," "," ","Monteagle town, TN","4702500",48,0.0004,0.0136 
"47","02500","53240","TN"," "," ","New Union CDP, TN","4702500",1431,0.0107,0.6734 
"47","02500","56800","TN"," "," ","Park City CDP, TN","4702500",2442,0.0183,0.1318 
"47","02500","57740","TN"," "," ","Petersburg town, TN","4702500",377,0.0028,0.1409 
"47","02500","67140","TN"," "," ","Sewanee CDP, TN","4702500",2311,0.0173,0.6309 
"47","02500","75320","TN"," "," ","Tullahoma city, TN","4702500",18655,0.1397,1 
"47","02500","81080","TN"," "," ","Winchester city, TN","4702500",8530,0.0639,0.9359 
"47","02500","99999","TN"," "," "," ","4702500",67285,0.5037,0.0008 
"47","02600","04460","TN"," "," ","Bell Buckle town, TN","4702600",500,0.0032,0.9506 
"47","02600","12880","TN"," "," ","Chapel Hill town, TN","4702600",1445,0.0092,0.9065 
"47","02600","16540","TN"," "," ","Columbia city, TN","4702600",34684,0.2214,0.9955 
"47","02600","17180","TN"," "," ","Cornersville town, TN","4702600",1194,0.0076,0.5182 
"47","02600","41860","TN"," "," ","Lewisburg city, TN","4702600",11100,0.0709,0.9187 
"47","02600","51080","TN"," "," ","Mount Pleasant city, TN","4702600",4561,0.0291,0.6004 
"47","02600","53580","TN"," "," ","Normandy town, TN","4702600",141,0.0009,0.0197 
"47","02600","57740","TN"," "," ","Petersburg town, TN","4702600",167,0.0011,0.0624 
"47","02600","67760","TN"," "," ","Shelbyville city, TN","4702600",20335,0.1298,0.9403 
"47","02600","70580","TN"," "," ","Spring Hill city, TN","4702600",7023,0.0448,0.2308 
"47","02600","76180","TN"," "," ","Unionville CDP, TN","4702600",1368,0.0087,0.9723 
"47","02600","78120","TN"," "," ","Wartrace town, TN","4702600",651,0.0042,0.0064 
"47","02600","99999","TN"," "," "," ","4702600",73462,0.469,0.0009 
