"state","puma12","placefp14","stab","placefp","placenm","placenm14","PUMAname","pop10","afact","AFACT2"
"45","01500","40390","SC"," "," ","Langley CDP, SC","Aiken & Edgefield Counties--Aiken & North Augusta Cities",1447,0.0077,1 
"45","01500","47320","SC"," "," ","Monetta town, SC","Aiken & Edgefield Counties--Aiken & North Augusta Cities",151,0.0008,0.6398 
"45","01500","48900","SC"," "," ","Murphys Estates CDP, SC","Aiken & Edgefield Counties--Aiken & North Augusta Cities",1441,0.0077,0.3676 
"45","01500","49705","SC"," "," ","New Ellenton town, SC","Aiken & Edgefield Counties--Aiken & North Augusta Cities",2052,0.011,1 
"45","01500","50695","SC"," "," ","North Augusta city, SC","Aiken & Edgefield Counties--Aiken & North Augusta Cities",21356,0.1142,1 
"45","01500","55960","SC"," "," ","Perry town, SC","Aiken & Edgefield Counties--Aiken & North Augusta Cities",233,0.0012,0.0702 
"45","01500","63115","SC"," "," ","Salley town, SC","Aiken & Edgefield Counties--Aiken & North Augusta Cities",398,0.0021,1 
"45","01500","72520","SC"," "," ","Trenton town, SC","Aiken & Edgefield Counties--Aiken & North Augusta Cities",196,0.001,0.0053 
"45","01500","74050","SC"," "," ","Wagener town, SC","Aiken & Edgefield Counties--Aiken & North Augusta Cities",797,0.0043,0.3333 
"45","01500","74725","SC"," "," ","Warrenville CDP, SC","Aiken & Edgefield Counties--Aiken & North Augusta Cities",1233,0.0066,0.695 
"45","01500","78190","SC"," "," ","Windsor town, SC","Aiken & Edgefield Counties--Aiken & North Augusta Cities",121,0.0006,1 
"45","01500","99999","SC"," "," "," ","Aiken & Edgefield Counties--Aiken & North Augusta Cities",101048,0.5401,0.0013 
"45","01600","00100","SC"," "," ","Abbeville city, SC","Greenwood, Abbeville & McCormick Counties",5341,0.0507,0.0705 
"45","01600","01810","SC"," "," ","Antreville CDP, SC","Greenwood, Abbeville & McCormick Counties",140,0.0013,1 
"45","01600","08155","SC"," "," ","Bradley CDP, SC","Greenwood, Abbeville & McCormick Counties",170,0.0016,0.3549 
"45","01600","10720","SC"," "," ","Calhoun Falls town, SC","Greenwood, Abbeville & McCormick Counties",2004,0.019,0.0823 
"45","01600","14590","SC"," "," ","Clarks Hill CDP, SC","Greenwood, Abbeville & McCormick Counties",381,0.0036,0.6246 
"45","01600","15625","SC"," "," ","Cokesbury CDP, SC","Greenwood, Abbeville & McCormick Counties",215,0.002,0.0862 
"45","01600","16945","SC"," "," ","Coronaca CDP, SC","Greenwood, Abbeville & McCormick Counties",191,0.0018,1 
"45","01600","19870","SC"," "," ","Donalds town, SC","Greenwood, Abbeville & McCormick Counties",348,0.0033,1 
"45","01600","21040","SC"," "," ","Due West town, SC","Greenwood, Abbeville & McCormick Counties",1247,0.0118,0.3709 
"45","01600","30895","SC"," "," ","Greenwood city, SC","Greenwood, Abbeville & McCormick Counties",23286,0.2211,1 
"45","01600","34225","SC"," "," ","Hodges town, SC","Greenwood, Abbeville & McCormick Counties",155,0.0015,0.03 
"45","01600","34810","SC"," "," ","Honea Path town, SC","Greenwood, Abbeville & McCormick Counties",66,0.0006,0.0094 
"45","01600","39512","SC"," "," ","Lake Secession CDP, SC","Greenwood, Abbeville & McCormick Counties",1083,0.0103,0.4041 
"45","01600","42820","SC"," "," ","Lowndesville town, SC","Greenwood, Abbeville & McCormick Counties",128,0.0012,0.0024 
"45","01600","43720","SC"," "," ","McCormick town, SC","Greenwood, Abbeville & McCormick Counties",2783,0.0264,0.1187 
"45","01600","47050","SC"," "," ","Modoc CDP, SC","Greenwood, Abbeville & McCormick Counties",218,0.0021,0.0164 
"45","01600","48310","SC"," "," ","Mount Carmel CDP, SC","Greenwood, Abbeville & McCormick Counties",216,0.0021,0.1009 
"45","01600","50290","SC"," "," ","Ninety Six town, SC","Greenwood, Abbeville & McCormick Counties",2036,0.0193,0.5577 
"45","01600","54700","SC"," "," ","Parksville town, SC","Greenwood, Abbeville & McCormick Counties",117,0.0011,0.0028 
"45","01600","57670","SC"," "," ","Plum Branch town, SC","Greenwood, Abbeville & McCormick Counties",82,0.0008,0.0058 
"45","01600","58615","SC"," "," ","Promised Land CDP, SC","Greenwood, Abbeville & McCormick Counties",511,0.0049,0.394 
"45","01600","72655","SC"," "," ","Troy town, SC","Greenwood, Abbeville & McCormick Counties",93,0.0009,1 
"45","01600","74680","SC"," "," ","Ware Shoals town, SC","Greenwood, Abbeville & McCormick Counties",2170,0.0206,0.3558 
"45","01600","77920","SC"," "," ","Willington CDP, SC","Greenwood, Abbeville & McCormick Counties",142,0.0013,0.2104 
"45","01600","99999","SC"," "," "," ","Greenwood, Abbeville & McCormick Counties",62188,0.5905,0.0008 
"46","00100","02530","SD"," "," ","Ashland Heights CDP, SD","West South Dakota--Rapid City",754,0.0044,0.7655 
"46","00100","04380","SD"," "," ","Belle Fourche city, SD","West South Dakota--Rapid City",5609,0.0324,1 
"46","00100","05620","SD"," "," ","Bison town, SD","West South Dakota--Rapid City",333,0.0019,1 
"46","00100","05780","SD"," "," ","Blackhawk CDP, SD","West South Dakota--Rapid City",2892,0.0167,0.2995 
"46","00100","06120","SD"," "," ","Blucksberg Mountain CDP, SD","West South Dakota--Rapid City",462,0.0027,0.0331 
"46","00100","06620","SD"," "," ","Box Elder city, SD","West South Dakota--Rapid City",7811,0.0451,1 
"46","00100","08140","SD"," "," ","Buffalo town, SD","West South Dakota--Rapid City",330,0.0019,0.2379 
"46","00100","08340","SD"," "," ","Buffalo Gap town, SD","West South Dakota--Rapid City",126,0.0007,1 
"46","00100","09260","SD"," "," ","Camp Crook town, SD","West South Dakota--Rapid City",63,0.0004,0.0077 
"46","00100","09780","SD"," "," ","Caputa CDP, SD","West South Dakota--Rapid City",17,0.0001,0.0012 
"46","00100","11140","SD"," "," ","Central City city, SD","West South Dakota--Rapid City",134,0.0008,0.0862 
"46","00100","13355","SD"," "," ","Colonial Pine Hills CDP, SD","West South Dakota--Rapid City",2494,0.0144,1 
"46","00100","15140","SD"," "," ","Custer city, SD","West South Dakota--Rapid City",1979,0.0114,0.2663 
"46","00100","15700","SD"," "," ","Deadwood city, SD","West South Dakota--Rapid City",1270,0.0073,0.0496 
"46","00100","20340","SD"," "," ","Fairburn town, SD","West South Dakota--Rapid City",85,0.0005,0.0277 
"46","00100","20980","SD"," "," ","Faith city, SD","West South Dakota--Rapid City",421,0.0024,0.143 
"46","00100","23140","SD"," "," ","Fruitdale town, SD","West South Dakota--Rapid City",64,0.0004,0.0209 
"46","00100","26035","SD"," "," ","Green Valley CDP, SD","West South Dakota--Rapid City",928,0.0054,0.2618 
"46","00100","28300","SD"," "," ","Hermosa town, SD","West South Dakota--Rapid City",398,0.0023,0.0199 
"46","00100","29100","SD"," "," ","Hill City city, SD","West South Dakota--Rapid City",948,0.0055,0.2664 
"46","00100","32820","SD"," "," ","Johnson Siding CDP, SD","West South Dakota--Rapid City",659,0.0038,0.5234 
"46","00100","33820","SD"," "," ","Keystone town, SD","West South Dakota--Rapid City",337,0.0019,0.1849 
"46","00100","36220","SD"," "," ","Lead city, SD","West South Dakota--Rapid City",3124,0.0181,0.4029 
"46","00100","36340","SD"," "," ","Lemmon city, SD","West South Dakota--Rapid City",1227,0.0071,0.9541 
"46","00100","44860","SD"," "," ","Newell city, SD","West South Dakota--Rapid City",603,0.0035,0.8602 
"46","00100","45060","SD"," "," ","New Underwood city, SD","West South Dakota--Rapid City",660,0.0038,0.0061 
"46","00100","45180","SD"," "," ","Nisland town, SD","West South Dakota--Rapid City",232,0.0013,0.1046 
"46","00100","45715","SD"," "," ","North Spearfish CDP, SD","West South Dakota--Rapid City",2199,0.0127,1 
"46","00100","49500","SD"," "," ","Piedmont city, SD","West South Dakota--Rapid City",667,0.0039,0.8164 
"46","00100","51660","SD"," "," ","Prairie City CDP, SD","West South Dakota--Rapid City",23,0.0001,0.0013 
"46","00100","51940","SD"," "," ","Pringle town, SD","West South Dakota--Rapid City",112,0.0006,0.0046 
"46","00100","52500","SD"," "," ","Quinn town, SD","West South Dakota--Rapid City",54,0.0003,0.0004 
"46","00100","52980","SD"," "," ","Rapid City city, SD","West South Dakota--Rapid City",67969,0.3928,0.9874 
"46","00100","53007","SD"," "," ","Rapid Valley CDP, SD","West South Dakota--Rapid City",8260,0.0477,1 
"46","00100","57260","SD"," "," ","St. Onge CDP, SD","West South Dakota--Rapid City",191,0.0011,0.0062 
"46","00100","60020","SD"," "," ","Spearfish city, SD","West South Dakota--Rapid City",10530,0.0609,0.9315 
"46","00100","62100","SD"," "," ","Sturgis city, SD","West South Dakota--Rapid City",6596,0.0381,0.1605 
"46","00100","62155","SD"," "," ","Summerset city, SD","West South Dakota--Rapid City",1814,0.0105,1 
"46","00100","65900","SD"," "," ","Vale CDP, SD","West South Dakota--Rapid City",136,0.0008,0.0105 
"46","00100","68380","SD"," "," ","Wall town, SD","West South Dakota--Rapid City",766,0.0044,0.0844 
"46","00100","69140","SD"," "," ","Wasta town, SD","West South Dakota--Rapid City",80,0.0005,0.0275 
"46","00100","71580","SD"," "," ","Whitewood city, SD","West South Dakota--Rapid City",927,0.0054,0.1884 
"46","00100","99999","SD"," "," "," ","West South Dakota--Rapid City",38758,0.224,0.0005 
"46","00200","00460","SD"," "," ","Agar town, SD","Lakota Region",76,0.0007,0.0112 
"46","00200","00900","SD"," "," ","Allen CDP, SD","Lakota Region",420,0.0041,0.3477 
"46","00200","01740","SD"," "," ","Antelope CDP, SD","Lakota Region",826,0.0081,0.0354 
"46","00200","03860","SD"," "," ","Batesland town, SD","Lakota Region",108,0.0011,1 
"46","00200","04620","SD"," "," ","Belvidere town, SD","Lakota Region",49,0.0005,0.0154 
"46","00200","06180","SD"," "," ","Blunt city, SD","Lakota Region",354,0.0035,0.2051 
"46","00200","06220","SD"," "," ","Bonesteel city, SD","Lakota Region",275,0.0027,0.0048 
"46","00200","08460","SD"," "," ","Bullhead CDP, SD","Lakota Region",348,0.0034,0.016 
"46","00200","08700","SD"," "," ","Burke city, SD","Lakota Region",604,0.006,0.1794 
"46","00200","13300","SD"," "," ","Colome city, SD","Lakota Region",296,0.0029,0.0905 
"46","00200","13840","SD"," "," ","Corn Creek CDP, SD","Lakota Region",105,0.001,1 
"46","00200","14220","SD"," "," ","Cottonwood town, SD","Lakota Region",9,0.0001,0.0188 
"46","00200","14320","SD"," "," ","Cow Creek CDP, SD","Lakota Region",30,0.0003,0.0035 
"46","00200","15300","SD"," "," ","Dallas town, SD","Lakota Region",120,0.0012,0.0211 
"46","00200","15420","SD"," "," ","Dante town, SD","Lakota Region",84,0.0008,0.012 
"46","00200","17020","SD"," "," ","Draper town, SD","Lakota Region",82,0.0008,0.0074 
"46","00200","17420","SD"," "," ","Dupree city, SD","Lakota Region",525,0.0052,0.5886 
"46","00200","17620","SD"," "," ","Eagle Butte city, SD","Lakota Region",1318,0.013,0.8017 
"46","00200","18300","SD"," "," ","Edgemont city, SD","Lakota Region",774,0.0076,0.1714 
"46","00200","20380","SD"," "," ","Fairfax town, SD","Lakota Region",115,0.0011,0.0187 
"46","00200","22260","SD"," "," ","Fort Pierre city, SD","Lakota Region",2109,0.0208,0.2244 
"46","00200","22340","SD"," "," ","Fort Thompson CDP, SD","Lakota Region",1282,0.0126,0.1967 
"46","00200","23421","SD"," "," ","Gann Valley CDP, SD","Lakota Region",14,0.0001,1 
"46","00200","23980","SD"," "," ","Geddes city, SD","Lakota Region",210,0.0021,0.0188 
"46","00200","25900","SD"," "," ","Green Grass CDP, SD","Lakota Region",35,0.0003,0.0023 
"46","00200","26180","SD"," "," ","Gregory city, SD","Lakota Region",1295,0.0128,0.73 
"46","00200","26660","SD"," "," ","Hamill CDP, SD","Lakota Region",11,0.0001,0.0453 
"46","00200","27420","SD"," "," ","Harrold town, SD","Lakota Region",124,0.0012,0.0072 
"46","00200","28420","SD"," "," ","Herrick town, SD","Lakota Region",105,0.001,0.0758 
"46","00200","28980","SD"," "," ","Highmore city, SD","Lakota Region",795,0.0078,0.8804 
"46","00200","30220","SD"," "," ","Hot Springs city, SD","Lakota Region",3711,0.0366,0.5658 
"46","00200","31620","SD"," "," ","Interior town, SD","Lakota Region",94,0.0009,0.0081 
"46","00200","32140","SD"," "," ","Isabel town, SD","Lakota Region",135,0.0013,0.0123 
"46","00200","33180","SD"," "," ","Kadoka city, SD","Lakota Region",654,0.0065,1 
"46","00200","33580","SD"," "," ","Kennebec town, SD","Lakota Region",240,0.0024,0.0669 
"46","00200","34460","SD"," "," ","Kyle CDP, SD","Lakota Region",846,0.0083,0.4804 
"46","00200","35100","SD"," "," ","Lake Andes city, SD","Lakota Region",816,0.008,0.044 
"46","00200","35940","SD"," "," ","La Plant CDP, SD","Lakota Region",171,0.0017,0.0019 
"46","00200","37900","SD"," "," ","Little Eagle CDP, SD","Lakota Region",319,0.0031,0.0085 
"46","00200","39180","SD"," "," ","Lower Brule CDP, SD","Lakota Region",613,0.006,0.4892 
"46","00200","39940","SD"," "," ","McIntosh city, SD","Lakota Region",173,0.0017,0.0096 
"46","00200","40020","SD"," "," ","McLaughlin city, SD","Lakota Region",663,0.0065,0.0691 
"46","00200","40550","SD"," "," ","Manderson-White Horse Creek CDP, SD","Lakota Region",626,0.0062,0.0137 
"46","00200","41100","SD"," "," ","Martin city, SD","Lakota Region",1071,0.0106,0.0425 
"46","00200","41180","SD"," "," ","Marty CDP, SD","Lakota Region",402,0.004,0.0173 
"46","00200","42140","SD"," "," ","Midland town, SD","Lakota Region",129,0.0013,1 
"46","00200","42940","SD"," "," ","Mission city, SD","Lakota Region",1182,0.0117,0.7221 
"46","00200","43860","SD"," "," ","Morristown town, SD","Lakota Region",67,0.0007,0.2302 
"46","00200","44260","SD"," "," ","Murdo city, SD","Lakota Region",488,0.0048,0.2496 
"46","00200","45100","SD"," "," ","New Witten town, SD","Lakota Region",79,0.0008,0.0017 
"46","00200","45420","SD"," "," ","Norris CDP, SD","Lakota Region",152,0.0015,0.015 
"46","00200","45548","SD"," "," ","North Eagle Butte CDP, SD","Lakota Region",1954,0.0193,1 
"46","00200","46180","SD"," "," ","Oacoma town, SD","Lakota Region",451,0.0044,1 
"46","00200","46500","SD"," "," ","Oelrichs town, SD","Lakota Region",126,0.0012,0.0057 
"46","00200","46540","SD"," "," ","Oglala CDP, SD","Lakota Region",1290,0.0127,0.033 
"46","00200","46620","SD"," "," ","Okaton CDP, SD","Lakota Region",36,0.0004,0.004 
"46","00200","46660","SD"," "," ","Okreek CDP, SD","Lakota Region",269,0.0027,0.0304 
"46","00200","47180","SD"," "," ","Onida city, SD","Lakota Region",658,0.0065,0.0185 
"46","00200","48500","SD"," "," ","Parmelee CDP, SD","Lakota Region",562,0.0055,0.0112 
"46","00200","49300","SD"," "," ","Philip city, SD","Lakota Region",779,0.0077,0.0207 
"46","00200","49460","SD"," "," ","Pickstown town, SD","Lakota Region",197,0.0019,0.304 
"46","00200","49600","SD"," "," ","Pierre city, SD","Lakota Region",13646,0.1346,0.4189 
"46","00200","49660","SD"," "," ","Pine Ridge CDP, SD","Lakota Region",3308,0.0326,1 
"46","00200","50260","SD"," "," ","Platte city, SD","Lakota Region",1230,0.0121,0.0135 
"46","00200","51340","SD"," "," ","Porcupine CDP, SD","Lakota Region",1062,0.0105,0.1798 
"46","00200","51820","SD"," "," ","Presho city, SD","Lakota Region",497,0.0049,0.0656 
"46","00200","53220","SD"," "," ","Ravinia town, SD","Lakota Region",61,0.0006,0.214 
"46","00200","54020","SD"," "," ","Reliance town, SD","Lakota Region",191,0.0019,0.3954 
"46","00200","55940","SD"," "," ","Rosebud CDP, SD","Lakota Region",1587,0.0157,0.8056 
"46","00200","57060","SD"," "," ","St. Charles CDP, SD","Lakota Region",11,0.0001,1 
"46","00200","57140","SD"," "," ","St. Francis town, SD","Lakota Region",709,0.007,0.2639 
"46","00200","59700","SD"," "," ","Soldier Creek CDP, SD","Lakota Region",227,0.0022,0.067 
"46","00200","60500","SD"," "," ","Spring Creek CDP, SD","Lakota Region",268,0.0026,0.0037 
"46","00200","63620","SD"," "," ","Timber Lake city, SD","Lakota Region",443,0.0044,0.1907 
"46","00200","64840","SD"," "," ","Two Strike CDP, SD","Lakota Region",209,0.0021,0.0256 
"46","00200","67620","SD"," "," ","Vivian CDP, SD","Lakota Region",119,0.0012,0.7212 
"46","00200","68020","SD"," "," ","Wagner city, SD","Lakota Region",1566,0.0154,1 
"46","00200","68580","SD"," "," ","Wanblee CDP, SD","Lakota Region",725,0.0072,0.3069 
"46","00200","71140","SD"," "," ","Whitehorse CDP, SD","Lakota Region",141,0.0014,0.0155 
"46","00200","71150","SD"," "," ","White Horse CDP, SD","Lakota Region",276,0.0027,0.004 
"46","00200","71340","SD"," "," ","White River city, SD","Lakota Region",581,0.0057,0.2915 
"46","00200","72180","SD"," "," ","Winner city, SD","Lakota Region",2925,0.0288,0.6094 
"46","00200","72620","SD"," "," ","Wood town, SD","Lakota Region",62,0.0006,0.0207 
"46","00200","72900","SD"," "," ","Wounded Knee CDP, SD","Lakota Region",382,0.0038,0.0747 
"46","00200","99999","SD"," "," "," ","Lakota Region",39712,0.3917,0.0005 
"46","00300","00100","SD"," "," ","Aberdeen city, SD","Northeast South Dakota",26091,0.2005,0.3446 
"46","00300","00520","SD"," "," ","Agency Village CDP, SD","Northeast South Dakota",181,0.0014,1 
"46","00300","00540","SD"," "," ","Akaska town, SD","Northeast South Dakota",42,0.0003,0.0019 
"46","00300","00620","SD"," "," ","Albee town, SD","Northeast South Dakota",16,0.0001,0.0082 
"46","00300","01140","SD"," "," ","Altamont town, SD","Northeast South Dakota",34,0.0003,0.0373 
"46","00300","01500","SD"," "," ","Andover town, SD","Northeast South Dakota",91,0.0007,0.0577 
"46","00300","02340","SD"," "," ","Artas town, SD","Northeast South Dakota",9,0.0001,0.0011 
"46","00300","02540","SD"," "," ","Ashton city, SD","Northeast South Dakota",122,0.0009,1 
"46","00300","02580","SD"," "," ","Astoria town, SD","Northeast South Dakota",139,0.0011,0.1344 
"46","00300","03900","SD"," "," ","Bath CDP, SD","Northeast South Dakota",172,0.0013,0.0367 
"46","00300","03960","SD"," "," ","Bath Corner CDP, SD","Northeast South Dakota",49,0.0004,0.0373 
"46","00300","05540","SD"," "," ","Big Stone City city, SD","Northeast South Dakota",467,0.0036,1 
"46","00300","06540","SD"," "," ","Bowdle city, SD","Northeast South Dakota",502,0.0039,1 
"46","00300","06660","SD"," "," ","Bradley town, SD","Northeast South Dakota",72,0.0006,0.0163 
"46","00300","06940","SD"," "," ","Brandt town, SD","Northeast South Dakota",107,0.0008,0.0378 
"46","00300","07060","SD"," "," ","Brentford town, SD","Northeast South Dakota",77,0.0006,0.0272 
"46","00300","07300","SD"," "," ","Bristol city, SD","Northeast South Dakota",341,0.0026,0.0026 
"46","00300","07380","SD"," "," ","Britton city, SD","Northeast South Dakota",1241,0.0095,0.0352 
"46","00300","08060","SD"," "," ","Bryant city, SD","Northeast South Dakota",456,0.0035,1 
"46","00300","08860","SD"," "," ","Butler town, SD","Northeast South Dakota",17,0.0001,0.0061 
"46","00300","10500","SD"," "," ","Castlewood city, SD","Northeast South Dakota",627,0.0048,0.0592 
"46","00300","11500","SD"," "," ","Chelsea town, SD","Northeast South Dakota",27,0.0002,0.0054 
"46","00300","12020","SD"," "," ","Claire City town, SD","Northeast South Dakota",76,0.0006,0.0799 
"46","00300","12100","SD"," "," ","Claremont town, SD","Northeast South Dakota",127,0.001,0.0113 
"46","00300","12180","SD"," "," ","Clark city, SD","Northeast South Dakota",1139,0.0088,1 
"46","00300","12540","SD"," "," ","Clear Lake city, SD","Northeast South Dakota",1273,0.0098,1 
"46","00300","13420","SD"," "," ","Columbia city, SD","Northeast South Dakota",136,0.001,0.007 
"46","00300","13700","SD"," "," ","Conde city, SD","Northeast South Dakota",140,0.0011,0.0358 
"46","00300","13940","SD"," "," ","Corona town, SD","Northeast South Dakota",109,0.0008,0.109 
"46","00300","14580","SD"," "," ","Cresbard town, SD","Northeast South Dakota",104,0.0008,0.0451 
"46","00300","14660","SD"," "," ","Crocker CDP, SD","Northeast South Dakota",19,0.0001,0.0075 
"46","00300","16820","SD"," "," ","Doland city, SD","Northeast South Dakota",180,0.0014,0.9326 
"46","00300","18180","SD"," "," ","Eden town, SD","Northeast South Dakota",89,0.0007,0.0408 
"46","00300","19980","SD"," "," ","Estelline city, SD","Northeast South Dakota",768,0.0059,1 
"46","00300","20180","SD"," "," ","Eureka city, SD","Northeast South Dakota",868,0.0067,1 
"46","00300","21260","SD"," "," ","Faulkton city, SD","Northeast South Dakota",736,0.0057,1 
"46","00300","21380","SD"," "," ","Ferney CDP, SD","Northeast South Dakota",43,0.0003,0.0013 
"46","00300","21820","SD"," "," ","Florence town, SD","Northeast South Dakota",374,0.0029,0.5253 
"46","00300","22580","SD"," "," ","Frankfort city, SD","Northeast South Dakota",149,0.0011,0.0411 
"46","00300","22860","SD"," "," ","Frederick town, SD","Northeast South Dakota",199,0.0015,0.0167 
"46","00300","23460","SD"," "," ","Garden City town, SD","Northeast South Dakota",53,0.0004,0.0214 
"46","00300","23860","SD"," "," ","Gary city, SD","Northeast South Dakota",227,0.0017,1 
"46","00300","24260","SD"," "," ","Gettysburg city, SD","Northeast South Dakota",1162,0.0089,0.3239 
"46","00300","24620","SD"," "," ","Glenham town, SD","Northeast South Dakota",105,0.0008,0.2403 
"46","00300","24775","SD"," "," ","Goodwill CDP, SD","Northeast South Dakota",513,0.0039,0.6233 
"46","00300","24820","SD"," "," ","Goodwin town, SD","Northeast South Dakota",146,0.0011,1 
"46","00300","26220","SD"," "," ","Grenville town, SD","Northeast South Dakota",54,0.0004,0.314 
"46","00300","26340","SD"," "," ","Groton city, SD","Northeast South Dakota",1458,0.0112,0.0728 
"46","00300","27820","SD"," "," ","Hayti town, SD","Northeast South Dakota",381,0.0029,0.0017 
"46","00300","27940","SD"," "," ","Hazel town, SD","Northeast South Dakota",91,0.0007,0.0969 
"46","00300","27980","SD"," "," ","Hecla city, SD","Northeast South Dakota",227,0.0017,0.7517 
"46","00300","28140","SD"," "," ","Henry town, SD","Northeast South Dakota",267,0.0021,0.0256 
"46","00300","28340","SD"," "," ","Herreid city, SD","Northeast South Dakota",438,0.0034,1 
"46","00300","29340","SD"," "," ","Hillsview town, SD","Northeast South Dakota",3,0,0.0002 
"46","00300","30140","SD"," "," ","Hosmer city, SD","Northeast South Dakota",208,0.0016,0.0117 
"46","00300","30300","SD"," "," ","Hoven town, SD","Northeast South Dakota",406,0.0031,0.0223 
"46","00300","31860","SD"," "," ","Ipswich city, SD","Northeast South Dakota",954,0.0073,0.0339 
"46","00300","32460","SD"," "," ","Java town, SD","Northeast South Dakota",129,0.001,0.1025 
"46","00300","33900","SD"," "," ","Kidder CDP, SD","Northeast South Dakota",57,0.0004,0.011 
"46","00300","34340","SD"," "," ","Kranzburg town, SD","Northeast South Dakota",172,0.0013,0.09 
"46","00300","34540","SD"," "," ","La Bolt town, SD","Northeast South Dakota",68,0.0005,1 
"46","00300","35220","SD"," "," ","Lake City town, SD","Northeast South Dakota",51,0.0004,0.0544 
"46","00300","35460","SD"," "," ","Lake Norden city, SD","Northeast South Dakota",467,0.0036,0.1522 
"46","00300","35480","SD"," "," ","Lake Poinsett CDP, SD","Northeast South Dakota",443,0.0034,0.0431 
"46","00300","35820","SD"," "," ","Langford town, SD","Northeast South Dakota",313,0.0024,1 
"46","00300","36260","SD"," "," ","Lebanon town, SD","Northeast South Dakota",47,0.0004,0.0471 
"46","00300","36460","SD"," "," ","Leola city, SD","Northeast South Dakota",457,0.0035,0.0391 
"46","00300","37140","SD"," "," ","Lily town, SD","Northeast South Dakota",4,0,0.0597 
"46","00300","38760","SD"," "," ","Long Hollow CDP, SD","Northeast South Dakota",192,0.0015,1 
"46","00300","38860","SD"," "," ","Long Lake town, SD","Northeast South Dakota",31,0.0002,0.0047 
"46","00300","39260","SD"," "," ","Lowry town, SD","Northeast South Dakota",6,0,1 
"46","00300","40580","SD"," "," ","Mansfield CDP, SD","Northeast South Dakota",93,0.0007,0.0059 
"46","00300","41220","SD"," "," ","Marvin town, SD","Northeast South Dakota",34,0.0003,0.005 
"46","00300","41860","SD"," "," ","Mellette city, SD","Northeast South Dakota",210,0.0016,0.0174 
"46","00300","42260","SD"," "," ","Milbank city, SD","Northeast South Dakota",3353,0.0258,0.5923 
"46","00300","43180","SD"," "," ","Mobridge city, SD","Northeast South Dakota",3465,0.0266,0.5186 
"46","00300","44020","SD"," "," ","Mound City town, SD","Northeast South Dakota",71,0.0005,0.0403 
"46","00300","44620","SD"," "," ","Naples town, SD","Northeast South Dakota",41,0.0003,0.0061 
"46","00300","44820","SD"," "," ","New Effington town, SD","Northeast South Dakota",256,0.002,0.071 
"46","00300","45740","SD"," "," ","Northville town, SD","Northeast South Dakota",143,0.0011,0.0941 
"46","00300","46980","SD"," "," ","Onaka town, SD","Northeast South Dakota",15,0.0001,0.0111 
"46","00300","47460","SD"," "," ","Orient town, SD","Northeast South Dakota",63,0.0005,0.1245 
"46","00300","47660","SD"," "," ","Ortley town, SD","Northeast South Dakota",65,0.0005,0.8025 
"46","00300","48940","SD"," "," ","Peever town, SD","Northeast South Dakota",168,0.0013,0.3692 
"46","00300","49540","SD"," "," ","Pierpont town, SD","Northeast South Dakota",135,0.001,0.0342 
"46","00300","51260","SD"," "," ","Pollock town, SD","Northeast South Dakota",241,0.0019,1 
"46","00300","53260","SD"," "," ","Raymond town, SD","Northeast South Dakota",50,0.0004,0.0271 
"46","00300","53460","SD"," "," ","Redfield city, SD","Northeast South Dakota",2371,0.0182,0.2028 
"46","00300","54220","SD"," "," ","Revillo town, SD","Northeast South Dakota",119,0.0009,0.0176 
"46","00300","55540","SD"," "," ","Rockham town, SD","Northeast South Dakota",33,0.0003,0.0032 
"46","00300","55820","SD"," "," ","Roscoe city, SD","Northeast South Dakota",310,0.0024,0.0172 
"46","00300","56340","SD"," "," ","Rosholt town, SD","Northeast South Dakota",423,0.0033,0.4083 
"46","00300","56380","SD"," "," ","Roslyn town, SD","Northeast South Dakota",183,0.0014,1 
"46","00300","58140","SD"," "," ","Selby city, SD","Northeast South Dakota",642,0.0049,0.3824 
"46","00300","58180","SD"," "," ","Seneca town, SD","Northeast South Dakota",38,0.0003,0.0449 
"46","00300","59260","SD"," "," ","Sisseton city, SD","Northeast South Dakota",2470,0.019,0.1675 
"46","00300","59940","SD"," "," ","South Shore town, SD","Northeast South Dakota",225,0.0017,1 
"46","00300","61740","SD"," "," ","Stockholm town, SD","Northeast South Dakota",108,0.0008,1 
"46","00300","61980","SD"," "," ","Strandburg town, SD","Northeast South Dakota",72,0.0006,0.0104 
"46","00300","62020","SD"," "," ","Stratford town, SD","Northeast South Dakota",72,0.0006,0.0205 
"46","00300","62220","SD"," "," ","Summit town, SD","Northeast South Dakota",288,0.0022,0.0096 
"46","00300","63700","SD"," "," ","Tolstoy town, SD","Northeast South Dakota",36,0.0003,0.0014 
"46","00300","63740","SD"," "," ","Toronto town, SD","Northeast South Dakota",212,0.0016,0.5024 
"46","00300","64300","SD"," "," ","Tulare town, SD","Northeast South Dakota",207,0.0016,0.1429 
"46","00300","64540","SD"," "," ","Turton town, SD","Northeast South Dakota",48,0.0004,1 
"46","00300","64700","SD"," "," ","Twin Brooks town, SD","Northeast South Dakota",69,0.0005,0.0587 
"46","00300","66540","SD"," "," ","Veblen city, SD","Northeast South Dakota",531,0.0041,0.4788 
"46","00300","66660","SD"," "," ","Verdon town, SD","Northeast South Dakota",5,0,0.013 
"46","00300","67220","SD"," "," ","Vienna town, SD","Northeast South Dakota",45,0.0003,1 
"46","00300","68420","SD"," "," ","Wallace town, SD","Northeast South Dakota",85,0.0007,0.01 
