year,state,county,share_in_preschool,share_in_preschool_ub,share_in_preschool_lb,quality
2018,5,21,0.4091989138,0.5441445552,0.2742532724,2
2018,5,23,0.3667413214,0.5636943445,0.1697882983,3
2018,5,25,0.4717607973,0.6503979068,0.2931236879,2
2018,5,27,0.4231766013,0.6208429355,0.2255102671,3
2018,5,29,0.2678506705,0.4167054612,0.1189958799,2
2018,5,31,0.4182256248,0.5321646335,0.3042866161,2
2018,5,33,0.4350117096,0.5767467852,0.293276634,2
2018,5,35,0.5265998458,0.7401505389,0.3130491527,3
2018,5,37,0.6766568172,0.853094065,0.5002195695,3
2018,5,39,0.4231766013,0.6208429355,0.2255102671,3
2018,5,41,0.4717607973,0.6503979068,0.2931236879,2
2018,5,43,0.4717607973,0.6503979068,0.2931236879,2
2018,5,45,0.3282582217,0.4597404384,0.196776005,2
2018,5,47,0.4332191781,0.6167624486,0.2496759076,3
2018,5,49,0.3667413214,0.5636943445,0.1697882983,3
2018,5,51,0.4053691275,0.6017953715,0.2089428835,3
2018,5,53,0.6331002331,0.8622089248,0.4039915414,3
2018,5,55,0.4091989138,0.5441445552,0.2742532724,2
2018,5,57,0.3774907749,0.5603430029,0.1946385469,3
2018,5,59,0.4053691275,0.6017953715,0.2089428835,3
2018,5,61,0.4332191781,0.6167624486,0.2496759076,3
2018,5,63,0.3667413214,0.5636943445,0.1697882983,3
2018,5,65,0.3667413214,0.5636943445,0.1697882983,3
2018,5,67,0.4120465435,0.5943612351,0.2297318518,3
2018,5,69,0.6331002331,0.8622089248,0.4039915414,3
2018,5,71,0.2678506705,0.4167054612,0.1189958799,2
2018,5,73,0.3774907749,0.5603430029,0.1946385469,3
2018,5,75,0.4091989138,0.5441445552,0.2742532724,2
2018,5,77,0.6766568172,0.853094065,0.5002195695,3
2018,5,79,0.4717607973,0.6503979068,0.2931236879,2
2018,5,81,0.3774907749,0.5603430029,0.1946385469,3
2018,5,83,0.4332191781,0.6167624486,0.2496759076,3
2018,5,85,0.3282582217,0.4597404384,0.196776005,2
2018,5,87,0.3762820513,0.5303155377,0.2222485649,2
2018,5,89,0.3762820513,0.5303155377,0.2222485649,2
2018,5,91,0.3774907749,0.5603430029,0.1946385469,3
2018,5,93,0.5265998458,0.7401505389,0.3130491527,3
2018,5,95,0.6766568172,0.853094065,0.5002195695,3
2018,5,97,0.4053691275,0.6017953715,0.2089428835,3
2018,5,99,0.3774907749,0.5603430029,0.1946385469,3
2018,5,101,0.3762820513,0.5303155377,0.2222485649,2
2018,5,103,0.4231766013,0.6208429355,0.2255102671,3
2018,5,105,0.2678506705,0.4167054612,0.1189958799,2
2018,5,107,0.6766568172,0.853094065,0.5002195695,3
2018,5,109,0.3774907749,0.5603430029,0.1946385469,3
2018,5,111,0.6766568172,0.853094065,0.5002195695,3
2018,5,113,0.4332191781,0.6167624486,0.2496759076,3
2018,5,115,0.2678506705,0.4167054612,0.1189958799,2
2018,5,117,0.4120465435,0.5943612351,0.2297318518,3
2018,5,119,0.4624095927,0.5855285615,0.3392906239,1
2018,5,121,0.4091989138,0.5441445552,0.2742532724,2
2018,5,123,0.6766568172,0.853094065,0.5002195695,3
2018,5,125,0.5789049919,0.7527126542,0.4050973297,1
2018,5,127,0.4332191781,0.6167624486,0.2496759076,3
2018,5,129,0.3762820513,0.5303155377,0.2222485649,2
2018,5,131,0.4350117096,0.5767467852,0.293276634,2
2018,5,133,0.4332191781,0.6167624486,0.2496759076,3
2018,5,135,0.3667413214,0.5636943445,0.1697882983,3
2018,5,137,0.3667413214,0.5636943445,0.1697882983,3
2018,5,139,0.4231766013,0.6208429355,0.2255102671,3
2018,5,141,0.3667413214,0.5636943445,0.1697882983,3
2018,5,143,0.5542857143,0.6800552814,0.4285161472,1
2018,5,145,0.4120465435,0.5943612351,0.2297318518,3
2018,5,147,0.4120465435,0.5943612351,0.2297318518,3
2018,5,149,0.2678506705,0.4167054612,0.1189958799,2
2018,6,1,0.5619482713,0.6113806442,0.5125158985,1
2018,6,3,0.3664094083,0.5333526146,0.199466202,2
2018,6,5,0.3664094083,0.5333526146,0.199466202,2
2018,6,7,0.3812086093,0.5247189563,0.2376982623,1
2018,6,9,0.3664094083,0.5333526146,0.199466202,2
2018,6,11,0.1943534157,0.3293638938,0.0593429375,2
2018,6,13,0.4859359845,0.5529008987,0.4189710702,1
2018,6,15,0.2869053458,0.4717619896,0.102048702,3
2018,6,17,0.4055757576,0.5706201842,0.2405313309,1
2018,6,19,0.3716115856,0.4326223207,0.3106008505,1
2018,6,21,0.1943534157,0.3293638938,0.0593429375,2
2018,6,23,0.8100289296,0.9739514907,0.6461063686,3
2018,6,25,0.3989987484,0.5660780135,0.2319194833,1
2018,6,27,0.3664094083,0.5333526146,0.199466202,2
2018,6,29,0.2915888497,0.356385614,0.2267920853,1
2018,6,31,0.3216998192,0.4538512372,0.1895484012,1
2018,6,33,0.4643992371,0.6525216462,0.2762768281,3
2018,6,35,0.2869053458,0.4717619896,0.102048702,3
2018,6,37,0.4873393462,0.509003421,0.4656752714,1
2018,6,39,0.4166140904,0.6098692118,0.223358969,3
2018,6,41,0.6016371078,0.7593844152,0.4438898003,1
2018,6,43,0.3664094083,0.5333526146,0.199466202,2
2018,6,45,0.4643992371,0.6525216462,0.2762768281,3
2018,6,47,0.3086680761,0.4153716551,0.2019644971,1
2018,6,49,0.2869053458,0.4717619896,0.102048702,3
2018,6,51,0.3664094083,0.5333526146,0.199466202,2
2018,6,53,0.3093654116,0.3938479961,0.224882827,1
2018,6,55,0.6179093828,0.7889584877,0.4468602779,1
2018,6,57,0.5380397533,0.7991966734,0.2768828331,3
2018,6,59,0.5146676011,0.554894058,0.4744411443,1
2018,6,61,0.4509663565,0.5466000551,0.3553326579,1
2018,6,63,0.2869053458,0.4717619896,0.102048702,3
2018,6,65,0.3586956522,0.4016476593,0.315743645,1
2018,6,67,0.4357851789,0.4861074379,0.3854629199,1
2018,6,69,0.1841874726,0.3229015933,0.0454733519,2
2018,6,71,0.3547868821,0.399904854,0.3096689103,1
2018,6,73,0.4617491847,0.5008656131,0.4226327563,1
2018,6,75,0.8059562298,0.878235329,0.7336771306,1
2018,6,77,0.475302642,0.5512725465,0.3993327376,1
2018,6,79,0.5218739235,0.6766771789,0.3670706681,1
2018,6,81,0.5997691794,0.680355112,0.5191832468,1
2018,6,83,0.420624392,0.5198952097,0.3213535743,1
2018,6,85,0.565709456,0.6135718446,0.5178470673,1
2018,6,87,0.3748382086,0.540002912,0.2096735053,1
2018,6,89,0.3447744774,0.4920698262,0.1974791287,1
2018,6,91,0.5380397533,0.7991966734,0.2768828331,3
2018,6,93,0.2869053458,0.4717619896,0.102048702,3
2018,6,95,0.4696586599,0.5757586924,0.3635586275,1
2018,6,97,0.4523289347,0.5569173369,0.3477405325,1
2018,6,99,0.3010162217,0.3871297375,0.2149027058,1
2018,6,101,0.4207234158,0.5776894196,0.263757412,2
2018,6,103,0.1943534157,0.3293638938,0.0593429375,2
2018,6,105,0.1943534157,0.3293638938,0.0593429375,2
2018,6,107,0.2746731791,0.3596456279,0.1897007303,1
2018,6,109,0.3664094083,0.5333526146,0.199466202,2
2018,6,111,0.4211403464,0.497886669,0.3443940239,1
2018,6,113,0.575815739,0.7372604648,0.4143710131,1
2018,6,115,0.4207234158,0.5776894196,0.263757412,2
2018,8,1,0.4233281436,0.4853242062,0.3613320811,1
2018,8,3,0.6392055903,0.7983063419,0.4801048387,2
2018,8,5,0.5463823377,0.6147002037,0.4780644718,1
2018,8,7,0.5547205261,0.7217795997,0.3876614524,2
2018,8,9,0.6392055903,0.7983063419,0.4801048387,2
2018,8,11,0.2992510583,0.4361250448,0.1623770718,2
2018,8,13,0.6154500135,0.6957507092,0.5351493178,2
2018,8,14,0.7027323382,0.8138461883,0.5916184881,2
2018,8,15,0.3803854875,0.6182714637,0.1424995114,3
2018,8,17,0.2992510583,0.4361250448,0.1623770718,2
2018,8,19,0.7839254514,0.9643020791,0.6035488237,3
2018,8,21,0.6392055903,0.7983063419,0.4801048387,2
2018,8,23,0.6392055903,0.7983063419,0.4801048387,2
2018,8,25,0.2992510583,0.4361250448,0.1623770718,2
2018,8,27,0.3803854875,0.6182714637,0.1424995114,3
2018,8,29,0.2542194093,0.4361704826,0.072268336,3
2018,8,31,0.460340517,0.5502725839,0.3704084501,1
2018,8,33,0.5547205261,0.7217795997,0.3876614524,2
2018,8,35,0.5168114407,0.6081452417,0.4254776396,1
2018,8,37,0.257967754,0.5165232831,-0.000587775,3
2018,8,39,0.4134495919,0.5181408848,0.3087582991,2
2018,8,41,0.5225561975,0.6052969917,0.4398154034,1
2018,8,43,0.3803854875,0.6182714637,0.1424995114,3
2018,8,45,0.6597028784,0.8576950678,0.4617106889,3
2018,8,47,0.7839254514,0.9643020791,0.6035488237,3
2018,8,49,0.257967754,0.5165232831,-0.000587775,3
2018,8,51,0.5547205261,0.7217795997,0.3876614524,2
2018,8,53,0.5547205261,0.7217795997,0.3876614524,2
2018,8,55,0.3803854875,0.6182714637,0.1424995114,3
2018,8,57,0.257967754,0.5165232831,-0.000587775,3
2018,8,59,0.6567254927,0.7196104438,0.5938405416,1
2018,8,61,0.2992510583,0.4361250448,0.1623770718,2
2018,8,63,0.2992510583,0.4361250448,0.1623770718,2
2018,8,65,0.3803854875,0.6182714637,0.1424995114,3
2018,8,67,0.5547205261,0.7217795997,0.3876614524,2
2018,8,69,0.6395295555,0.7610209697,0.5180381414,1
2018,8,71,0.6392055903,0.7983063419,0.4801048387,2
2018,8,73,0.2992510583,0.4361250448,0.1623770718,2
2018,8,75,0.2992510583,0.4361250448,0.1623770718,2
2018,8,77,0.184996782,0.3038540906,0.0661394735,1
2018,8,79,0.6392055903,0.7983063419,0.4801048387,2
2018,8,81,0.6597028784,0.8576950678,0.4617106889,3
2018,8,83,0.5547205261,0.7217795997,0.3876614524,2
2018,8,85,0.2542194093,0.4361704826,0.072268336,3
2018,8,87,0.2992510583,0.4361250448,0.1623770718,2
2018,8,89,0.6392055903,0.7983063419,0.4801048387,2
2018,8,91,0.2542194093,0.4361704826,0.072268336,3
2018,8,93,0.3803854875,0.6182714637,0.1424995114,3
2018,8,95,0.2992510583,0.4361250448,0.1623770718,2
2018,8,97,0.257967754,0.5165232831,-0.000587775,3
2018,8,99,0.6392055903,0.7983063419,0.4801048387,2
2018,8,101,0.4886385453,0.5930799227,0.3841971679,1
2018,8,103,0.6597028784,0.8576950678,0.4617106889,3
2018,8,105,0.6392055903,0.7983063419,0.4801048387,2
2018,8,107,0.6597028784,0.8576950678,0.4617106889,3
2018,8,109,0.6392055903,0.7983063419,0.4801048387,2
2018,8,111,0.5547205261,0.7217795997,0.3876614524,2
2018,8,113,0.2542194093,0.4361704826,0.072268336,3
2018,8,115,0.2992510583,0.4361250448,0.1623770718,2
2018,8,117,0.257967754,0.5165232831,-0.000587775,3
2018,8,119,0.5332167832,0.7180102348,0.3484233317,3
2018,8,121,0.2992510583,0.4361250448,0.1623770718,2
2018,8,123,0.3588520046,0.4272371858,0.2904668235,1
2018,8,125,0.2992510583,0.4361250448,0.1623770718,2
2018,9,1,0.7208075012,0.7842626663,0.657352336,1
2018,9,3,0.5625448948,0.6380102058,0.4870795839,1
2018,9,5,0.4575736325,0.6388987485,0.2762485166,3
2018,9,7,0.8091743119,0.9412600949,0.6770885289,1
2018,9,9,0.5636757929,0.648601617,0.4787499688,1
2018,9,11,0.6838312566,0.8102141634,0.5574483497,1
2018,9,13,0.5427956989,0.7611262073,0.3244651905,3
2018,9,15,0.4597028366,0.6899396439,0.2294660292,3
2018,10,1,0.4400374766,0.6575906323,0.2224843209,3
2018,10,3,0.4980305839,0.59321586,0.4028453077,1
2018,10,5,0.4747205961,0.6450985211,0.304342671,1
2018,11,1,0.7446074202,0.8264747527,0.6627400877,1
2018,12,1,0.4007346802,0.5455344162,0.2559349442,1
2018,12,3,0.4771734815,0.7017664859,0.2525804772,3
2018,12,5,0.476894352,0.6012215141,0.3525671898,2
2018,12,7,0.4841735053,0.6255534429,0.3427935677,2
2018,12,9,0.6149847643,0.7196706571,0.5102988715,1
2018,12,11,0.6246564867,0.6823074423,0.5670055311,1
2018,12,13,0.3285543608,0.4759663527,0.1811423689,2
2018,12,15,0.3596491228,0.569973485,0.1493247606,3
2018,12,17,0.4739632055,0.6984855901,0.2494408208,3
2018,12,19,0.502173913,0.6702409379,0.3341068882,1
2018,12,21,0.2660385823,0.3828226652,0.1492544995,1
2018,12,23,0.4841735053,0.6255534429,0.3427935677,2
2018,12,27,0.1549881235,0.2997756227,0.0102006243,3
2018,12,29,0.4841735053,0.6255534429,0.3427935677,2
2018,12,31,0.3809781253,0.4491400404,0.3128162102,1
2018,12,33,0.5633462282,0.7098963004,0.4167961561,1
2018,12,35,0.658556815,0.8374237388,0.4796898913,3
2018,12,37,0.3285543608,0.4759663527,0.1811423689,2
2018,12,39,0.3285543608,0.4759663527,0.1811423689,2
2018,12,41,0.4841735053,0.6255534429,0.3427935677,2
2018,12,43,0.3938814532,0.6594923863,0.12827052,3
2018,12,45,0.3285543608,0.4759663527,0.1811423689,2
2018,12,47,0.544973545,0.8156748996,0.2742721904,3
2018,12,49,0.1549881235,0.2997756227,0.0102006243,3
2018,12,51,0.3938814532,0.6594923863,0.12827052,3
2018,12,53,0.3903266865,0.5434306674,0.2372227056,1
2018,12,55,0.1844960701,0.3094821936,0.0595099467,2
2018,12,57,0.4847955352,0.5402514519,0.4293396184,1
2018,12,59,0.476894352,0.6012215141,0.3525671898,2
2018,12,61,0.7894736842,1.0303986206,0.5485487478,3
2018,12,63,0.3285543608,0.4759663527,0.1811423689,2
2018,12,65,0.3285543608,0.4759663527,0.1811423689,2
2018,12,67,0.544973545,0.8156748996,0.2742721904,3
2018,12,69,0.5094970313,0.6555604508,0.3634336119,1
2018,12,71,0.3759670306,0.4652760865,0.2866579747,1
2018,12,73,0.7293590082,0.8382102901,0.6205077262,1
2018,12,75,0.4841735053,0.6255534429,0.3427935677,2
2018,12,77,0.3285543608,0.4759663527,0.1811423689,2
2018,12,79,0.544973545,0.8156748996,0.2742721904,3
2018,12,81,0.4570247934,0.5965067116,0.3175428751,1
2018,12,83,0.3345365626,0.4570270995,0.2120460258,1
2018,12,85,0.3701960784,0.5594760466,0.1809161103,3
2018,12,86,0.6024509765,0.6466488953,0.5582530577,1
2018,12,87,0.5656800798,0.8085570839,0.3228030757,3
2018,12,89,0.4771734815,0.7017664859,0.2525804772,3
2018,12,91,0.519033675,0.649896762,0.388170588,1
2018,12,93,0.3938814532,0.6594923863,0.12827052,3
2018,12,95,0.4756047108,0.5401470376,0.411062384,1
2018,12,97,0.5031189084,0.6476092142,0.3586286025,1
2018,12,99,0.5512218714,0.6108813567,0.491562386,1
2018,12,101,0.3819099569,0.4748424923,0.2889774214,1
2018,12,103,0.5041686238,0.5861174925,0.4222197551,1
2018,12,105,0.396186703,0.4790009307,0.3133724753,1
2018,12,107,0.2761272282,0.4826678862,0.0695865703,3
2018,12,109,0.644873199,0.7725135765,0.5172328215,1
2018,12,111,0.5006330717,0.6575585366,0.3437076067,1
2018,12,113,0.3805908904,0.5349677712,0.2262140097,1
2018,12,115,0.4259890354,0.5511127851,0.3008652857,1
2018,12,117,0.5001207438,0.6118021055,0.3884393821,1
2018,12,119,0.3884753847,0.557352113,0.2195986565,2
2018,12,121,0.544973545,0.8156748996,0.2742721904,3
2018,12,123,0.544973545,0.8156748996,0.2742721904,3
2018,12,125,0.4841735053,0.6255534429,0.3427935677,2
2018,12,127,0.3513797856,0.4414181962,0.261341375,1
2018,12,129,0.3285543608,0.4759663527,0.1811423689,2
2018,12,131,0.476894352,0.6012215141,0.3525671898,2
2018,12,133,0.476894352,0.6012215141,0.3525671898,2
2018,13,1,0.5196959226,0.6726274177,0.3667644274,2
2018,13,3,0.3137955683,0.4558367593,0.1717543773,2
2018,13,5,0.3137955683,0.4558367593,0.1717543773,2
2018,13,7,0.5624817943,0.7292329731,0.3957306156,2
2018,13,9,0.4002413516,0.5502144558,0.2502682474,2
2018,13,11,0.4732370433,0.6260679264,0.3204061603,2
2018,13,13,0.3191202007,0.4360980215,0.2021423798,2
2018,13,15,0.2861085557,0.4505982083,0.121618903,3
2018,13,17,0.3942770322,0.5663105161,0.2222435482,2
2018,13,19,0.3942770322,0.5663105161,0.2222435482,2
2018,13,21,0.4131138694,0.5811145002,0.2451132386,1
2018,13,23,0.4655639098,0.6052314787,0.3258963409,2
2018,13,25,0.3137955683,0.4558367593,0.1717543773,2
2018,13,27,0.3942770322,0.5663105161,0.2222435482,2
2018,13,29,0.5374284456,0.7050255067,0.3698313845,2
2018,13,31,0.3633874026,0.5143419901,0.212432815,2
2018,13,33,0.4344242995,0.5843354206,0.2845131784,2
2018,13,35,0.731141767,0.8847602772,0.5775232567,2
2018,13,37,0.5624817943,0.7292329731,0.3957306156,2
2018,13,39,0.471078827,0.6364517177,0.3057059363,2
2018,13,43,0.4655639098,0.6052314787,0.3258963409,2
2018,13,45,0.6402027027,0.8505460465,0.4298593589,3
2018,13,47,0.509045366,0.667996342,0.35009439,2
2018,13,49,0.3137955683,0.4558367593,0.1717543773,2
2018,13,51,0.4761845849,0.5995128438,0.3528563261,1
2018,13,53,0.5488203892,0.682790522,0.4148502564,2
2018,13,55,0.509045366,0.667996342,0.35009439,2
2018,13,57,0.6065708419,0.743353824,0.4697878597,1
2018,13,59,0.4044310928,0.5895549821,0.2193072034,3
2018,13,61,0.5109441359,0.6869151632,0.3349731086,2
2018,13,63,0.2966319657,0.4258537523,0.1674101791,1
2018,13,65,0.3137955683,0.4558367593,0.1717543773,2
2018,13,67,0.5180066787,0.5974436115,0.4385697458,1
2018,13,69,0.3137955683,0.4558367593,0.1717543773,2
2018,13,71,0.1927990708,0.3750472146,0.0105509271,3
2018,13,73,0.5575846116,0.7522804054,0.3628888179,3
2018,13,75,0.3942770322,0.5663105161,0.2222435482,2
2018,13,77,0.554206418,0.7530690265,0.3553438095,3
2018,13,79,0.4002413516,0.5502144558,0.2502682474,2
2018,13,81,0.5109441359,0.6869151632,0.3349731086,2
2018,13,83,0.509045366,0.667996342,0.35009439,2
2018,13,85,0.1890489914,0.3809072823,-0.0028093,3
2018,13,87,0.5624817943,0.7292329731,0.3957306156,2
2018,13,89,0.5736763648,0.6427362961,0.5046164334,1
2018,13,91,0.4655639098,0.6052314787,0.3258963409,2
2018,13,93,0.5109441359,0.6869151632,0.3349731086,2
2018,13,95,0.3394670051,0.5250901428,0.1538438673,3
2018,13,97,0.3817427386,0.5761088096,0.1873766676,3
2018,13,99,0.5624817943,0.7292329731,0.3957306156,2
2018,13,101,0.3137955683,0.4558367593,0.1717543773,2
2018,13,103,0.3633874026,0.5143419901,0.212432815,2
2018,13,105,0.4699197861,0.6245907309,0.3152488413,2
2018,13,107,0.4655639098,0.6052314787,0.3258963409,2
2018,13,109,0.5196959226,0.6726274177,0.3667644274,2
2018,13,111,0.3015545982,0.4300558151,0.1730533814,2
2018,13,113,0.7827868852,0.9412886819,0.6242850886,3
2018,13,115,0.3422470565,0.5017313334,0.1827627795,2
2018,13,117,0.640130216,0.7415712579,0.5386891742,1
2018,13,119,0.4732370433,0.6260679264,0.3204061603,2
2018,13,121,0.5422999646,0.6167563774,0.4678435518,1
2018,13,123,0.3015545982,0.4300558151,0.1730533814,2
2018,13,125,0.4344242995,0.5843354206,0.2845131784,2
2018,13,127,0.471078827,0.6364517177,0.3057059363,2
2018,13,129,0.3015545982,0.4300558151,0.1730533814,2
2018,13,131,0.5624817943,0.7292329731,0.3957306156,2
2018,13,133,0.4699197861,0.6245907309,0.3152488413,2
2018,13,135,0.3485310697,0.417196447,0.2798656924,1
2018,13,137,0.4732370433,0.6260679264,0.3204061603,2
2018,13,139,0.3050402233,0.4339590727,0.1761213738,1
2018,13,141,0.4344242995,0.5843354206,0.2845131784,2
2018,13,143,0.3422470565,0.5017313334,0.1827627795,2
2018,13,145,0.5109441359,0.6869151632,0.3349731086,2
2018,13,147,0.4732370433,0.6260679264,0.3204061603,2
2018,13,149,0.6622062663,0.8554985828,0.4689139499,3
2018,13,151,0.1996994741,0.3427569163,0.0566420319,1
2018,13,153,0.4226669567,0.6024585695,0.2428753439,3
2018,13,155,0.3942770322,0.5663105161,0.2222435482,2
2018,13,157,0.3191202007,0.4360980215,0.2021423798,2
2018,13,159,0.476056338,0.6896645257,0.2624481503,3
2018,13,161,0.5196959226,0.6726274177,0.3667644274,2
2018,13,163,0.4344242995,0.5843354206,0.2845131784,2
