year,state,county,subgroup_type,subgroup,share_digital_access,share_digital_access_quality
2018,01,015,race-ethnicity,White,0.7838776034970429,1
2018,01,017,all,All,0.7165789629279252,1
2018,01,017,race-ethnicity,Other Races and Ethnicities,0.861328125,2
2018,01,017,race-ethnicity,Black,0.6090547338388768,1
2018,01,017,race-ethnicity,Hispanic,0.8723958333333334,1
2018,01,017,race-ethnicity,White,0.7824770312580198,1
2018,01,019,all,All,0.748114338761459,1
2018,01,019,race-ethnicity,Other Races and Ethnicities,0.8556876061120543,3
2018,01,019,race-ethnicity,Black,0.7205998421468035,2
2018,01,019,race-ethnicity,Hispanic,0.8040201005025126,2
2018,01,019,race-ethnicity,White,0.7469266991707296,1
2018,01,021,all,All,0.6726155246983838,1
2018,01,021,race-ethnicity,Other Races and Ethnicities,0.5780710021991832,3
2018,01,021,race-ethnicity,Black,0.4621504339440694,2
2018,01,021,race-ethnicity,Hispanic,0.6194379391100703,3
2018,01,021,race-ethnicity,White,0.7046913850105194,1
2018,01,023,all,All,0.6468833652007648,1
2018,01,023,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,01,023,race-ethnicity,Black,0.6059033989266548,1
2018,01,023,race-ethnicity,Hispanic,NA,NA
2018,01,023,race-ethnicity,White,0.6773584905660377,1
2018,01,025,all,All,0.5684996104481896,1
2018,01,025,race-ethnicity,Other Races and Ethnicities,0.7132616487455197,3
2018,01,025,race-ethnicity,Black,0.42701154569050387,1
2018,01,025,race-ethnicity,Hispanic,NA,NA
2018,01,025,race-ethnicity,White,0.6875918051797448,1
2018,01,027,all,All,0.7260427567648378,1
2018,01,027,race-ethnicity,Other Races and Ethnicities,0.7661016949152543,3
2018,01,027,race-ethnicity,Black,0.7233181588265049,1
2018,01,027,race-ethnicity,Hispanic,NA,NA
2018,01,027,race-ethnicity,White,0.7254637133081218,1
2018,01,029,all,All,0.658454947114741,1
2018,01,029,race-ethnicity,Other Races and Ethnicities,0.29979035639413,3
2018,01,029,race-ethnicity,Black,0.356234096692112,3
2018,01,029,race-ethnicity,Hispanic,0.5138121546961326,3
2018,01,029,race-ethnicity,White,0.679058856980381,1
2018,01,031,all,All,0.8039112462954298,1
2018,01,031,race-ethnicity,Other Races and Ethnicities,0.7222850678733032,2
2018,01,031,race-ethnicity,Black,0.7058557027975988,1
2018,01,031,race-ethnicity,Hispanic,0.7506339814032121,1
2018,01,031,race-ethnicity,White,0.8335688410451404,1
2018,01,033,all,All,0.7320121112028627,1
2018,01,033,race-ethnicity,Other Races and Ethnicities,0.7079475308641975,2
2018,01,033,race-ethnicity,Black,0.5656413232733604,1
2018,01,033,race-ethnicity,Hispanic,0.5240919199406968,3
2018,01,033,race-ethnicity,White,0.7665634817963408,1
2018,01,035,all,All,0.5286079590858239,1
2018,01,035,race-ethnicity,Other Races and Ethnicities,0.8160919540229885,3
2018,01,035,race-ethnicity,Black,0.46022441802043207,2
2018,01,035,race-ethnicity,Hispanic,NA,NA
2018,01,035,race-ethnicity,White,0.5848641859004553,1
2018,01,037,all,All,0.6642100414555504,1
2018,01,037,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,01,037,race-ethnicity,Black,0.5273363856719634,1
2018,01,037,race-ethnicity,Hispanic,NA,NA
2018,01,037,race-ethnicity,White,0.7350343473994112,1
2018,01,039,all,All,0.7448796551631817,1
2018,01,039,race-ethnicity,Other Races and Ethnicities,0.6481687014428413,2
2018,01,039,race-ethnicity,Black,0.6450476585163697,1
2018,01,039,race-ethnicity,Hispanic,0.706953642384106,2
2018,01,039,race-ethnicity,White,0.7628699721730331,1
2018,01,041,all,All,0.6640461593941579,1
2018,01,041,race-ethnicity,Other Races and Ethnicities,0.6337448559670782,2
2018,01,041,race-ethnicity,Black,0.4993746091307067,1
2018,01,041,race-ethnicity,Hispanic,0.509090909090909,3
2018,01,041,race-ethnicity,White,0.7192594083316562,1
2018,01,043,all,All,0.7450827937263859,1
2018,01,043,race-ethnicity,Other Races and Ethnicities,0.8323640095791994,2
2018,01,043,race-ethnicity,Black,0.5511022044088176,2
2018,01,043,race-ethnicity,Hispanic,0.769404459497601,1
2018,01,043,race-ethnicity,White,0.7442978875395448,1
2018,01,045,all,All,0.7387676378032687,1
2018,01,045,race-ethnicity,Other Races and Ethnicities,0.7406690627591928,1
2018,01,045,race-ethnicity,Black,0.6305262078161863,1
2018,01,045,race-ethnicity,Hispanic,0.7384364820846906,1
2018,01,045,race-ethnicity,White,0.7679790465045,1
2018,01,047,all,All,0.6753353818481601,1
2018,01,047,race-ethnicity,Other Races and Ethnicities,0.8505338078291815,2
2018,01,047,race-ethnicity,Black,0.6440269408011343,1
2018,01,047,race-ethnicity,Hispanic,0.8155339805825242,2
2018,01,047,race-ethnicity,White,0.7450475259838323,1
2018,01,049,all,All,0.7096207865168539,1
2018,01,049,race-ethnicity,Other Races and Ethnicities,0.5450997398091935,2
2018,01,049,race-ethnicity,Black,0.5796812749003984,2
2018,01,049,race-ethnicity,Hispanic,0.5578277886497065,1
2018,01,049,race-ethnicity,White,0.7366496096568916,1
2018,01,051,all,All,0.7952026794069842,1
2018,01,051,race-ethnicity,Other Races and Ethnicities,0.8452779638312123,2
2018,01,051,race-ethnicity,Black,0.6769336857832433,1
2018,01,051,race-ethnicity,Hispanic,0.7677886663826161,1
2018,01,051,race-ethnicity,White,0.8265816125213732,1
2018,01,053,all,All,0.5875482211744535,1
2018,01,053,race-ethnicity,Other Races and Ethnicities,0.7185473411154345,2
2018,01,053,race-ethnicity,Black,0.42709731543624163,1
2018,01,053,race-ethnicity,Hispanic,0.5644391408114559,2
2018,01,053,race-ethnicity,White,0.6572418272353323,1
2018,01,055,all,All,0.7711363040247137,1
2018,01,055,race-ethnicity,Other Races and Ethnicities,0.7226786158824994,1
2018,01,055,race-ethnicity,Black,0.7094744633604737,1
2018,01,055,race-ethnicity,Hispanic,0.5907216494845361,1
2018,01,055,race-ethnicity,White,0.7855761092975456,1
2018,01,057,all,All,0.7429002110340669,1
2018,01,057,race-ethnicity,Other Races and Ethnicities,0.935546875,3
2018,01,057,race-ethnicity,Black,0.5940343781597573,2
2018,01,057,race-ethnicity,Hispanic,0.9228070175438596,1
2018,01,057,race-ethnicity,White,0.7567931890741397,1
2018,01,059,all,All,0.6664130365861392,1
2018,01,059,race-ethnicity,Other Races and Ethnicities,0.6110659072416599,2
2018,01,059,race-ethnicity,Black,0.5770893371757925,2
2018,01,059,race-ethnicity,Hispanic,0.643540221263829,2
2018,01,059,race-ethnicity,White,0.6788075716930517,1
2018,01,061,all,All,0.7203956060548866,1
2018,01,061,race-ethnicity,Other Races and Ethnicities,0.6608615948670944,3
2018,01,061,race-ethnicity,Black,0.604982206405694,2
2018,01,061,race-ethnicity,Hispanic,0.8714703018500487,1
2018,01,061,race-ethnicity,White,0.7359975514844126,1
2018,01,063,all,All,0.56432470923332545,1
2018,01,063,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,01,063,race-ethnicity,Black,0.5280798450767168,1
2018,01,063,race-ethnicity,Hispanic,NA,NA
2018,01,063,race-ethnicity,White,0.6519031141868512,1
2018,01,065,all,All,0.6013300194800832,1
2018,01,065,race-ethnicity,Other Races and Ethnicities,0.45228215767634855,3
2018,01,065,race-ethnicity,Black,0.526291723822588,1
2018,01,065,race-ethnicity,Hispanic,NA,NA
2018,01,065,race-ethnicity,White,0.7187182095625636,1
2018,01,067,all,All,0.7532702639570193,1
2018,01,067,race-ethnicity,Other Races and Ethnicities,0.9744897959183674,3
2018,01,067,race-ethnicity,Black,0.6256053906085491,1
2018,01,067,race-ethnicity,Hispanic,0.5535714285714286,3
2018,01,067,race-ethnicity,White,0.7994909270055013,1
2018,01,069,all,All,0.7335939895737504,1
2018,01,069,race-ethnicity,Other Races and Ethnicities,0.7748906611782866,1
2018,01,069,race-ethnicity,Black,0.6181708098867441,1
2018,01,069,race-ethnicity,Hispanic,0.686936281640966,1
2018,01,069,race-ethnicity,White,0.77614765082128,1
2018,01,071,all,All,0.7349598802165317,1
2018,01,071,race-ethnicity,Other Races and Ethnicities,0.7981269510926119,2
2018,01,071,race-ethnicity,Black,0.6870483602001112,2
2018,01,071,race-ethnicity,Hispanic,0.8212624584717608,1
2018,01,071,race-ethnicity,White,0.7329368092466042,1
2018,01,073,all,All,0.784942081431507,1
2018,01,073,race-ethnicity,Other Races and Ethnicities,0.745105199584258,1
2018,01,073,race-ethnicity,Black,0.7228596176100986,1
2018,01,073,race-ethnicity,Hispanic,0.6629271798147557,1
2018,01,073,race-ethnicity,White,0.8401300676316658,1
2018,01,075,all,All,0.7038685136008038,1
2018,01,075,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,01,075,race-ethnicity,Black,0.44094993581514763,2
2018,01,075,race-ethnicity,Hispanic,0.908256880733945,2
2018,01,075,race-ethnicity,White,0.7366045786493804,1
2018,01,077,all,All,0.7216935788734676,1
2018,01,077,race-ethnicity,Other Races and Ethnicities,0.8180451127819549,1
2018,01,077,race-ethnicity,Black,0.5525416488680052,1
2018,01,077,race-ethnicity,Hispanic,0.5414593698175788,2
2018,01,077,race-ethnicity,White,0.7381735579250506,1
2018,01,079,all,All,0.6418256911157336,1
2018,01,079,race-ethnicity,Other Races and Ethnicities,0.7642976124375347,2
2018,01,079,race-ethnicity,Black,0.47945960849186653,2
2018,01,079,race-ethnicity,Hispanic,0.5884016973125884,3
2018,01,079,race-ethnicity,White,0.6475213938786524,1
2018,01,081,all,All,0.8085405588654442,1
2018,01,081,race-ethnicity,Other Races and Ethnicities,0.85742518351214,1
2018,01,081,race-ethnicity,Black,0.6967689161554192,1
2018,01,081,race-ethnicity,Hispanic,0.8380221653878943,1
2018,01,081,race-ethnicity,White,0.8405068490704195,1
2018,01,083,all,All,0.7800369685767098,1
2018,01,083,race-ethnicity,Other Races and Ethnicities,0.7913986399558904,2
2018,01,083,race-ethnicity,Black,0.673403914019891,1
2018,01,083,race-ethnicity,Hispanic,0.6504836649023544,2
2018,01,083,race-ethnicity,White,0.7969072302143912,1
2018,01,085,all,All,0.5471864009378663,1
2018,01,085,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,01,085,race-ethnicity,Black,0.4715169056703065,1
2018,01,085,race-ethnicity,Hispanic,0.6857142857142857,3
2018,01,085,race-ethnicity,White,0.776904948939513,1
2018,01,087,all,All,0.5197333893145796,1
2018,01,087,race-ethnicity,Other Races and Ethnicities,0.5224913494809689,3
2018,01,087,race-ethnicity,Black,0.4829097839898348,1
2018,01,087,race-ethnicity,Hispanic,0.6128048780487805,2
2018,01,087,race-ethnicity,White,0.7110743801652892,1
2018,01,089,all,All,0.8484142521534848,1
2018,01,089,race-ethnicity,Other Races and Ethnicities,0.8892938332190669,1
2018,01,089,race-ethnicity,Black,0.7484653304190113,1
2018,01,089,race-ethnicity,Hispanic,0.7778998496588412,1
2018,01,089,race-ethnicity,White,0.8790247503434699,1
2018,01,091,all,All,0.5850650015354694,1
2018,01,091,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,01,091,race-ethnicity,Black,0.49857387335995434,1
2018,01,091,race-ethnicity,Hispanic,NA,NA
2018,01,091,race-ethnicity,White,0.687408243929983,1
2018,01,093,all,All,0.7127982646420824,1
2018,01,093,race-ethnicity,Other Races and Ethnicities,0.7515274949083504,3
2018,01,093,race-ethnicity,Black,0.4430264357338195,3
2018,01,093,race-ethnicity,Hispanic,0.9388297872340425,1
2018,01,093,race-ethnicity,White,0.7220469052571182,1
2018,01,095,all,All,0.7846129591675863,1
2018,01,095,race-ethnicity,Other Races and Ethnicities,0.6478550603915035,2
2018,01,095,race-ethnicity,Black,0.755700325732899,1
2018,01,095,race-ethnicity,Hispanic,0.6730190571715146,1
2018,01,095,race-ethnicity,White,0.7928931468817914,1
2018,01,097,all,All,0.7469173465425808,1
2018,01,097,race-ethnicity,Other Races and Ethnicities,0.7803284253405185,1
2018,01,097,race-ethnicity,Black,0.644145855094483,1
2018,01,097,race-ethnicity,Hispanic,0.7303933851165122,1
2018,01,097,race-ethnicity,White,0.8058713442612186,1
2018,01,099,all,All,0.44807549274823355,1
2018,01,099,race-ethnicity,Other Races and Ethnicities,0.46173800259403375,3
2018,01,099,race-ethnicity,Black,0.2984205220118741,2
2018,01,099,race-ethnicity,Hispanic,0.7384105960264901,3
2018,01,099,race-ethnicity,White,0.5602674792618927,1
2018,01,101,all,All,0.7795902899872654,1
2018,01,101,race-ethnicity,Other Races and Ethnicities,0.8301672595171422,1
2018,01,101,race-ethnicity,Black,0.7390460471016154,1
2018,01,101,race-ethnicity,Hispanic,0.5303910181958963,1
2018,01,101,race-ethnicity,White,0.8355579155704665,1
2018,01,103,all,All,0.7610265106361546,1
2018,01,103,race-ethnicity,Other Races and Ethnicities,0.6197023208879919,1
2018,01,103,race-ethnicity,Black,0.6109797741003414,1
2018,01,103,race-ethnicity,Hispanic,0.5189350944175007,1
2018,01,103,race-ethnicity,White,0.7965112644061438,1
2018,01,105,all,All,0.5164452877925364,1
2018,01,105,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,01,105,race-ethnicity,Black,0.5452337583485124,2
2018,01,105,race-ethnicity,Hispanic,NA,NA
2018,01,105,race-ethnicity,White,0.4605355884425652,2
2018,01,107,all,All,0.6549906394718692,1
2018,01,107,race-ethnicity,Other Races and Ethnicities,0.30579964850615116,3
2018,01,107,race-ethnicity,Black,0.5882634158001673,1
2018,01,107,race-ethnicity,Hispanic,0.23927038626609443,3
2018,01,107,race-ethnicity,White,0.7216159126914276,1
2018,01,109,all,All,0.6197646917941503,1
2018,01,109,race-ethnicity,Other Races and Ethnicities,0.7199312714776632,3
2018,01,109,race-ethnicity,Black,0.45459557375758053,1
2018,01,109,race-ethnicity,Hispanic,0.6806083650190115,3
2018,01,109,race-ethnicity,White,0.7211497890295359,1
2018,01,111,all,All,0.7360237441304155,1
2018,01,111,race-ethnicity,Other Races and Ethnicities,0.7431506849315068,3
2018,01,111,race-ethnicity,Black,0.8042665493732131,1
2018,01,111,race-ethnicity,Hispanic,0.5398496240601504,3
2018,01,111,race-ethnicity,White,0.7179957576105028,1
2018,01,113,all,All,0.7169704361568722,1
2018,01,113,race-ethnicity,Other Races and Ethnicities,0.8355,2
2018,01,113,race-ethnicity,Black,0.6432664182393717,1
2018,01,113,race-ethnicity,Hispanic,0.6189102564102564,2
2018,01,113,race-ethnicity,White,0.7636382280557834,1
2018,01,115,all,All,0.7792247955466978,1
2018,01,115,race-ethnicity,Other Races and Ethnicities,0.823321554770318,2
2018,01,115,race-ethnicity,Black,0.5980368395540475,1
2018,01,115,race-ethnicity,Hispanic,0.9205361416945907,1
2018,01,115,race-ethnicity,White,0.797202980688497,1
2018,01,117,all,All,0.8807730721713899,1
2018,01,117,race-ethnicity,Other Races and Ethnicities,0.823050345508391,1
2018,01,117,race-ethnicity,Black,0.7955215085444903,1
2018,01,117,race-ethnicity,Hispanic,0.7587628865979381,1
2018,01,117,race-ethnicity,White,0.8990848948690433,1
2018,01,119,all,All,0.5964574509048902,1
2018,01,119,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,01,119,race-ethnicity,Black,0.5542478065482559,1
2018,01,119,race-ethnicity,Hispanic,NA,NA
2018,01,119,race-ethnicity,White,0.7110278038113089,1
2018,01,121,all,All,0.7172593557996648,1
2018,01,121,race-ethnicity,Other Races and Ethnicities,0.6504409171075838,2
2018,01,121,race-ethnicity,Black,0.6609765474817378,1
2018,01,121,race-ethnicity,Hispanic,0.6298129812981298,2
2018,01,121,race-ethnicity,White,0.7492266047950503,1
2018,01,123,all,All,0.7470223447189684,1
2018,01,123,race-ethnicity,Other Races and Ethnicities,0.9435483870967742,2
2018,01,123,race-ethnicity,Black,0.6428891879766712,1
2018,01,123,race-ethnicity,Hispanic,0.8427672955974843,2
2018,01,123,race-ethnicity,White,0.7794768326784892,1
2018,01,125,all,All,0.7716972256841227,1
2018,01,125,race-ethnicity,Other Races and Ethnicities,0.7490094105993066,1
2018,01,125,race-ethnicity,Black,0.718020226785167,1
2018,01,125,race-ethnicity,Hispanic,0.7059298104074223,2
2018,01,125,race-ethnicity,White,0.7994385785350362,1
2018,01,127,all,All,0.7283426108259811,1
2018,01,127,race-ethnicity,Other Races and Ethnicities,0.6776689014956163,2
2018,01,127,race-ethnicity,Black,0.6456201647117544,1
2018,01,127,race-ethnicity,Hispanic,0.6621359223300971,2
2018,01,127,race-ethnicity,White,0.7356824431653202,1
2018,01,129,all,All,0.6257886198401731,1
2018,01,129,race-ethnicity,Other Races and Ethnicities,0.833976833976834,2
2018,01,129,race-ethnicity,Black,0.6069505628976994,1
2018,01,129,race-ethnicity,Hispanic,NA,NA
2018,01,129,race-ethnicity,White,0.6033808961192402,1
2018,01,131,all,All,0.5754463872698677,1
2018,01,131,race-ethnicity,Other Races and Ethnicities,NA,NA
2018,01,131,race-ethnicity,Black,0.5195047264012781,1
2018,01,131,race-ethnicity,Hispanic,NA,NA
2018,01,131,race-ethnicity,White,0.6868756458835688,1
2018,01,133,all,All,0.66965445026178,1
2018,01,133,race-ethnicity,Other Races and Ethnicities,0.8150510204081632,2
2018,01,133,race-ethnicity,Black,NA,NA
2018,01,133,race-ethnicity,Hispanic,0.5926430517711172,2
2018,01,133,race-ethnicity,White,0.6672753358549628,1
2018,02,013,all,All,0.4572262773722628,1
2018,02,013,race-ethnicity,Other Races and Ethnicities,0.46524663677130046,1
2018,02,013,race-ethnicity,Black,NA,NA
2018,02,013,race-ethnicity,Hispanic,0.14450867052023122,3
2018,02,013,race-ethnicity,White,0.5305785123966942,2
2018,02,016,all,All,0.5973913043478261,1
2018,02,016,race-ethnicity,Other Races and Ethnicities,0.6446780551905388,1
2018,02,016,race-ethnicity,Black,0.17479674796747968,3
2018,02,016,race-ethnicity,Hispanic,0.5350877192982456,3
2018,02,016,race-ethnicity,White,0.5526780459093584,2
2018,02,020,all,All,0.8911729345652997,1
2018,02,020,race-ethnicity,Other Races and Ethnicities,0.8624920827473672,1
2018,02,020,race-ethnicity,Black,0.8498692134558063,1
2018,02,020,race-ethnicity,Hispanic,0.8455320892464707,1
2018,02,020,race-ethnicity,White,0.9091367238181018,1
2018,02,050,all,All,0.7212860310421286,1
2018,02,050,race-ethnicity,Other Races and Ethnicities,0.7168497019140257,1
2018,02,050,race-ethnicity,Black,0.7478991596638656,3
2018,02,050,race-ethnicity,Hispanic,0.8717948717948718,1
2018,02,050,race-ethnicity,White,0.7552870090634441,1
2018,02,060,all,All,0.750561797752809,1
2018,02,060,race-ethnicity,Other Races and Ethnicities,0.7012987012987013,2
2018,02,060,race-ethnicity,Black,NA,NA
2018,02,060,race-ethnicity,Hispanic,0.875,3
2018,02,060,race-ethnicity,White,0.7944111776447106,1
2018,02,068,all,All,0.5985663082437276,2
2018,02,068,race-ethnicity,Other Races and Ethnicities,0.7178217821782178,3
2018,02,068,race-ethnicity,Black,NA,NA
2018,02,068,race-ethnicity,Hispanic,NA,NA
2018,02,068,race-ethnicity,White,0.5779005524861879,3
2018,02,070,all,All,0.7549748743718593,1
2018,02,070,race-ethnicity,Other Races and Ethnicities,0.7795685593850732,1
2018,02,070,race-ethnicity,Black,0.3880597014925373,3
2018,02,070,race-ethnicity,Hispanic,0.9595375722543352,1
2018,02,070,race-ethnicity,White,0.6697142857142857,2
2018,02,090,all,All,0.8380279570108276,1
2018,02,090,race-ethnicity,Other Races and Ethnicities,0.8058755470597112,1
2018,02,090,race-ethnicity,Black,0.7124415757845538,1
2018,02,090,race-ethnicity,Hispanic,0.8562444975474783,1
2018,02,090,race-ethnicity,White,0.8540136289369163,1
2018,02,100,all,All,0.8745035742652899,1
2018,02,100,race-ethnicity,Other Races and Ethnicities,0.7714884696016772,3
2018,02,100,race-ethnicity,Black,NA,NA
2018,02,100,race-ethnicity,Hispanic,NA,NA
2018,02,100,race-ethnicity,White,0.8990196078431373,1
2018,02,105,all,All,0.6852720450281425,1
2018,02,105,race-ethnicity,Other Races and Ethnicities,0.6953339432753889,1
2018,02,105,race-ethnicity,Black,0.14705882352941177,3
2018,02,105,race-ethnicity,Hispanic,0.647887323943662,3
2018,02,105,race-ethnicity,White,0.7116374871266735,1
2018,02,110,all,All,0.8957005876894525,1
2018,02,110,race-ethnicity,Other Races and Ethnicities,0.8507584241066883,1
2018,02,110,race-ethnicity,Black,0.9230769230769231,2
2018,02,110,race-ethnicity,Hispanic,0.8370230805463966,1
2018,02,110,race-ethnicity,White,0.9152015147416824,1
2018,02,122,all,All,0.7962040535898317,1
2018,02,122,race-ethnicity,Other Races and Ethnicities,0.7285546415981199,1
2018,02,122,race-ethnicity,Black,0.6351351351351351,3
2018,02,122,race-ethnicity,Hispanic,0.7852631578947369,1
2018,02,122,race-ethnicity,White,0.8104931015281817,1
2018,02,130,all,All,0.8564184294407419,1
2018,02,130,race-ethnicity,Other Races and Ethnicities,0.786256135653726,1
2018,02,130,race-ethnicity,Black,0.8252427184466019,2
2018,02,130,race-ethnicity,Hispanic,0.8288159771754636,1
2018,02,130,race-ethnicity,White,0.8908775355244604,1
2018,02,150,all,All,0.8569125943292549,1
2018,02,150,race-ethnicity,Other Races and Ethnicities,0.8442091957655238,1
2018,02,150,race-ethnicity,Black,NA,NA
2018,02,150,race-ethnicity,Hispanic,0.7752255947497949,1
2018,02,150,race-ethnicity,White,0.8695771554091158,1
2018,02,158,all,All,0.6506464991461332,1
2018,02,158,race-ethnicity,Other Races and Ethnicities,0.6718250415654176,1
2018,02,158,race-ethnicity,Black,NA,NA
2018,02,158,race-ethnicity,Hispanic,0.2962962962962963,3
2018,02,158,race-ethnicity,White,NA,NA
2018,02,164,all,All,0.6465454545454545,2
2018,02,164,race-ethnicity,Other Races and Ethnicities,0.6463878326996197,2
2018,02,164,race-ethnicity,Black,NA,NA
2018,02,164,race-ethnicity,Hispanic,NA,NA
2018,02,164,race-ethnicity,White,0.6624203821656051,3
2018,02,170,all,All,0.887149153328694,1
2018,02,170,race-ethnicity,Other Races and Ethnicities,0.8603801169590644,1
2018,02,170,race-ethnicity,Black,0.9054415700267618,2
2018,02,170,race-ethnicity,Hispanic,0.9318365695792881,1
2018,02,170,race-ethnicity,White,0.8920246255542496,1
2018,02,180,all,All,0.7111335012594459,1
2018,02,180,race-ethnicity,Other Races and Ethnicities,0.6962962962962963,1
2018,02,180,race-ethnicity,Black,0.8426966292134831,2
2018,02,180,race-ethnicity,Hispanic,0.8656126482213439,1
2018,02,180,race-ethnicity,White,0.7801374141161774,1
2018,02,185,all,All,0.5183219352863121,1
2018,02,185,race-ethnicity,Other Races and Ethnicities,0.6974599334744481,1
2018,02,185,race-ethnicity,Black,NA,NA
2018,02,185,race-ethnicity,Hispanic,0.36231884057971014,3
2018,02,185,race-ethnicity,White,NA,NA
2018,02,188,all,All,0.7164468580294803,1
2018,02,188,race-ethnicity,Other Races and Ethnicities,0.7212728344136712,1
2018,02,188,race-ethnicity,Black,NA,NA
2018,02,188,race-ethnicity,Hispanic,0.4157303370786517,3
2018,02,188,race-ethnicity,White,0.7008149010477299,1
2018,02,195,all,All,0.7907834101382488,1
2018,02,195,race-ethnicity,Other Races and Ethnicities,0.7878103837471784,1
2018,02,195,race-ethnicity,Black,0.5217391304347826,3
2018,02,195,race-ethnicity,Hispanic,0.26112759643916916,3
2018,02,195,race-ethnicity,White,0.7945439045183291,1
2018,02,198,all,All,0.7040469570590052,1
2018,02,198,race-ethnicity,Other Races and Ethnicities,0.6858993229319988,1
2018,02,198,race-ethnicity,Black,NA,NA
2018,02,198,race-ethnicity,Hispanic,0.8442622950819673,1
2018,02,198,race-ethnicity,White,0.722895512610547,1
2018,02,220,all,All,0.8496223392080567,1
2018,02,220,race-ethnicity,Other Races and Ethnicities,0.7812080536912752,1
2018,02,220,race-ethnicity,Black,0.6310679611650486,3
2018,02,220,race-ethnicity,Hispanic,0.8091872791519434,1
2018,02,220,race-ethnicity,White,0.8896551724137931,1
2018,02,230,all,All,0.763430725730443,1
2018,02,230,race-ethnicity,Other Races and Ethnicities,0.7786259541984732,2
2018,02,230,race-ethnicity,Black,NA,NA
2018,02,230,race-ethnicity,Hispanic,0.8,3
2018,02,230,race-ethnicity,White,0.7655398037077427,1
2018,02,240,all,All,0.7100058173356603,1
2018,02,240,race-ethnicity,Other Races and Ethnicities,0.5467948717948717,2
2018,02,240,race-ethnicity,Black,0.6382978723404256,3
2018,02,240,race-ethnicity,Hispanic,0.8372703412073491,1
2018,02,240,race-ethnicity,White,0.7589675460239135,1
2018,02,261,all,All,0.8345339210837545,1
2018,02,261,race-ethnicity,Other Races and Ethnicities,0.7832591993530126,1
2018,02,261,race-ethnicity,Black,NA,NA
2018,02,261,race-ethnicity,Hispanic,0.9206008583690987,1
2018,02,261,race-ethnicity,White,0.8541819785388799,1
2018,02,275,all,All,0.7781803542673108,1
2018,02,275,race-ethnicity,Other Races and Ethnicities,0.7327586206896551,2
2018,02,275,race-ethnicity,Black,NA,NA
2018,02,275,race-ethnicity,Hispanic,0.6528925619834711,3
2018,02,275,race-ethnicity,White,0.8,1
2018,02,282,all,All,0.6850507982583455,1
2018,02,282,race-ethnicity,Other Races and Ethnicities,0.6693121693121693,2
2018,02,282,race-ethnicity,Black,NA,NA
2018,02,282,race-ethnicity,Hispanic,0.8,3
2018,02,282,race-ethnicity,White,0.7087378640776699,2
2018,02,290,all,All,0.47977839335180056,1
2018,02,290,race-ethnicity,Other Races and Ethnicities,0.44843263938741323,1
