year,state,place,subgroup_type,subgroup,share_hs_degree,share_hs_degree_quality
2021,04,46000,race-ethnicity,Other Races and Ethnicities,0.9421253079003432,1
2021,04,46000,race-ethnicity,"White, Non-Hispanic",0.9198660175970962,1
2021,04,54050,race-ethnicity,"Black, Non-Hispanic",0.8696813642060615,3
2021,04,54050,race-ethnicity,Hispanic,0.8924932791308496,2
2021,04,54050,race-ethnicity,Other Races and Ethnicities,0.9766563889041321,2
2021,04,54050,race-ethnicity,"White, Non-Hispanic",0.9595605245348716,2
2021,04,55000,race-ethnicity,"Black, Non-Hispanic",0.7797143962249922,1
2021,04,55000,race-ethnicity,Hispanic,0.827369689627262,1
2021,04,55000,race-ethnicity,Other Races and Ethnicities,0.8538360777005808,1
2021,04,55000,race-ethnicity,"White, Non-Hispanic",0.9046283577773032,1
2021,04,65000,race-ethnicity,"Black, Non-Hispanic",1,3
2021,04,65000,race-ethnicity,Hispanic,0.8887402313524685,2
2021,04,65000,race-ethnicity,Other Races and Ethnicities,0.9762428790990629,2
2021,04,65000,race-ethnicity,"White, Non-Hispanic",0.9218354455014122,2
2021,04,71510,race-ethnicity,"Black, Non-Hispanic",0.9999797792325498,3
2021,04,71510,race-ethnicity,Hispanic,0.6554733609698301,1
2021,04,71510,race-ethnicity,Other Races and Ethnicities,0.8140842446143228,1
2021,04,71510,race-ethnicity,"White, Non-Hispanic",0.8278414595428721,1
2021,04,73000,race-ethnicity,"Black, Non-Hispanic",0.9998572810022286,1
2021,04,73000,race-ethnicity,Hispanic,0.9727440796504252,1
2021,04,73000,race-ethnicity,Other Races and Ethnicities,0.9828600903026472,1
2021,04,73000,race-ethnicity,"White, Non-Hispanic",0.985549023428444,1
2021,04,77000,race-ethnicity,"Black, Non-Hispanic",0.8705485239277637,1
2021,04,77000,race-ethnicity,Hispanic,0.7823479061087658,1
2021,04,77000,race-ethnicity,Other Races and Ethnicities,0.9268323222986001,1
2021,04,77000,race-ethnicity,"White, Non-Hispanic",0.9300462005150799,1
2021,04,85540,race-ethnicity,"Black, Non-Hispanic",1,3
2021,04,85540,race-ethnicity,Hispanic,0.8919954904171364,2
2021,04,85540,race-ethnicity,Other Races and Ethnicities,0.6093366093366094,3
2021,04,85540,race-ethnicity,"White, Non-Hispanic",0.9715789473684211,2
2021,05,23290,race-ethnicity,"Black, Non-Hispanic",0.8957055214723926,2
2021,05,23290,race-ethnicity,Hispanic,0.827538247566064,2
2021,05,23290,race-ethnicity,Other Races and Ethnicities,0.9396135265700483,2
2021,05,23290,race-ethnicity,"White, Non-Hispanic",0.9751139583589995,2
2021,05,24550,race-ethnicity,"Black, Non-Hispanic",0.7709251101321586,3
2021,05,24550,race-ethnicity,Hispanic,0.95361380798274,2
2021,05,24550,race-ethnicity,Other Races and Ethnicities,0.9720279720279721,3
2021,05,24550,race-ethnicity,"White, Non-Hispanic",0.9518779342723005,2
2021,05,35710,race-ethnicity,"Black, Non-Hispanic",0.9460948360614033,2
2021,05,35710,race-ethnicity,Hispanic,0.7060373113583754,3
2021,05,35710,race-ethnicity,Other Races and Ethnicities,0.9199264142459993,3
2021,05,35710,race-ethnicity,"White, Non-Hispanic",0.9018519271617583,2
2021,05,41000,race-ethnicity,"Black, Non-Hispanic",0.8541135584643733,1
2021,05,41000,race-ethnicity,Hispanic,0.8562377501253475,1
2021,05,41000,race-ethnicity,Other Races and Ethnicities,1,3
2021,05,41000,race-ethnicity,"White, Non-Hispanic",0.926996753522683,1
2021,05,66080,race-ethnicity,"Black, Non-Hispanic",0.8966917936211319,3
2021,05,66080,race-ethnicity,Hispanic,0.8318381186676593,3
2021,05,66080,race-ethnicity,Other Races and Ethnicities,0.9384792093686126,3
2021,05,66080,race-ethnicity,"White, Non-Hispanic",0.9743629806359575,3
2021,06,00562,race-ethnicity,"Black, Non-Hispanic",0.9344772354879687,2
2021,06,00562,race-ethnicity,Hispanic,0.9997481975867488,2
2021,06,00562,race-ethnicity,Other Races and Ethnicities,0.9331372750534285,2
2021,06,00562,race-ethnicity,"White, Non-Hispanic",1,2
2021,06,00884,race-ethnicity,"Black, Non-Hispanic",1,3
2021,06,00884,race-ethnicity,Hispanic,0.9368994464415717,2
2021,06,00884,race-ethnicity,Other Races and Ethnicities,0.9703444794355499,2
2021,06,00884,race-ethnicity,"White, Non-Hispanic",0.9998402384134446,2
2021,06,02000,race-ethnicity,"Black, Non-Hispanic",0.9988618461196109,3
2021,06,02000,race-ethnicity,Hispanic,0.912876973795347,1
2021,06,02000,race-ethnicity,Other Races and Ethnicities,0.9719342940881908,1
2021,06,02000,race-ethnicity,"White, Non-Hispanic",0.8991747838012057,1
2021,06,02252,race-ethnicity,"Black, Non-Hispanic",0.9983314502742714,1
2021,06,02252,race-ethnicity,Hispanic,0.8536950842347861,1
2021,06,02252,race-ethnicity,Other Races and Ethnicities,0.7298552144332967,1
2021,06,02252,race-ethnicity,"White, Non-Hispanic",0.8288190571248625,1
2021,06,02364,race-ethnicity,"Black, Non-Hispanic",0.5584052236012091,2
2021,06,02364,race-ethnicity,Hispanic,0.8595036154663016,2
2021,06,02364,race-ethnicity,Other Races and Ethnicities,0.9998344612449251,2
2021,06,02364,race-ethnicity,"White, Non-Hispanic",0.8965848857150748,2
2021,06,03526,race-ethnicity,"Black, Non-Hispanic",0.8753104922340611,2
2021,06,03526,race-ethnicity,Hispanic,0.9221750041912559,2
2021,06,03526,race-ethnicity,Other Races and Ethnicities,0.7472063330422102,2
2021,06,03526,race-ethnicity,"White, Non-Hispanic",0.9123161289431968,2
2021,06,04982,race-ethnicity,"Black, Non-Hispanic",0.8809181454723994,3
2021,06,04982,race-ethnicity,Hispanic,0.940209917653909,2
2021,06,04982,race-ethnicity,Other Races and Ethnicities,0.9509139495081318,2
2021,06,04982,race-ethnicity,"White, Non-Hispanic",0.9594982936620725,3
2021,06,06000,race-ethnicity,"Black, Non-Hispanic",0.9790078150253845,1
2021,06,06000,race-ethnicity,Hispanic,0.996794782133217,1
2021,06,06000,race-ethnicity,Other Races and Ethnicities,0.9999630039164493,1
2021,06,06000,race-ethnicity,"White, Non-Hispanic",0.9891980882750074,1
2021,06,08786,race-ethnicity,"Black, Non-Hispanic",0.9520813583661014,3
2021,06,08786,race-ethnicity,Hispanic,0.9236723664204061,3
2021,06,08786,race-ethnicity,Other Races and Ethnicities,0.9738321998456433,3
2021,06,08786,race-ethnicity,"White, Non-Hispanic",0.9583239489833723,3
2021,06,08954,race-ethnicity,"Black, Non-Hispanic",1,3
2021,06,08954,race-ethnicity,Hispanic,0.9525502255978643,1
2021,06,08954,race-ethnicity,Other Races and Ethnicities,1,1
2021,06,08954,race-ethnicity,"White, Non-Hispanic",0.9215538103179495,1
2021,06,11194,race-ethnicity,"Black, Non-Hispanic",0.5580763199163618,1
2021,06,11194,race-ethnicity,Hispanic,0.6269795006314971,1
2021,06,11194,race-ethnicity,Other Races and Ethnicities,0.9956707474251915,1
2021,06,11194,race-ethnicity,"White, Non-Hispanic",0.9905912589409558,1
2021,06,11530,race-ethnicity,"Black, Non-Hispanic",0.9980185657673308,1
2021,06,11530,race-ethnicity,Hispanic,0.9148506197540976,1
2021,06,11530,race-ethnicity,Other Races and Ethnicities,0.9015790422702732,1
2021,06,11530,race-ethnicity,"White, Non-Hispanic",0.4816989376134181,1
2021,06,13014,race-ethnicity,"Black, Non-Hispanic",0.9568345323741007,3
2021,06,13014,race-ethnicity,Hispanic,0.9661798616448887,1
2021,06,13014,race-ethnicity,Other Races and Ethnicities,0.9793672627235213,1
2021,06,13014,race-ethnicity,"White, Non-Hispanic",0.9757834757834758,1
2021,06,13210,race-ethnicity,"Black, Non-Hispanic",1,3
2021,06,13210,race-ethnicity,Hispanic,0.8705571671757785,2
2021,06,13210,race-ethnicity,Other Races and Ethnicities,0.9642663054966458,2
2021,06,13210,race-ethnicity,"White, Non-Hispanic",0.9631335843566068,2
2021,06,13214,race-ethnicity,"Black, Non-Hispanic",1,3
2021,06,13214,race-ethnicity,Hispanic,0.8608859463063593,2
2021,06,13214,race-ethnicity,Other Races and Ethnicities,0.9692532424776317,2
2021,06,13214,race-ethnicity,"White, Non-Hispanic",0.9765295412416072,2
2021,06,13392,race-ethnicity,"Black, Non-Hispanic",0.8672094046799126,1
2021,06,13392,race-ethnicity,Hispanic,0.9441138522081156,1
2021,06,13392,race-ethnicity,Other Races and Ethnicities,0.9925797147346058,1
2021,06,13392,race-ethnicity,"White, Non-Hispanic",0.9294821599154068,1
2021,06,13588,race-ethnicity,"Black, Non-Hispanic",0.9986896624601642,3
2021,06,13588,race-ethnicity,Hispanic,0.7813753848700431,1
2021,06,13588,race-ethnicity,Other Races and Ethnicities,0.9968526687409958,1
2021,06,13588,race-ethnicity,"White, Non-Hispanic",0.923366286684016,1
2021,06,14218,race-ethnicity,"Black, Non-Hispanic",1,3
2021,06,14218,race-ethnicity,Hispanic,0.9668510110712505,1
2021,06,14218,race-ethnicity,Other Races and Ethnicities,0.9041132948644879,1
2021,06,14218,race-ethnicity,"White, Non-Hispanic",0.8948313925051122,1
2021,06,15044,race-ethnicity,"Black, Non-Hispanic",0.9366896566116091,2
2021,06,15044,race-ethnicity,Hispanic,0.8586952352013715,2
2021,06,15044,race-ethnicity,Other Races and Ethnicities,0.9472040406122765,3
2021,06,15044,race-ethnicity,"White, Non-Hispanic",1,3
2021,06,16000,race-ethnicity,"Black, Non-Hispanic",0.9640228500858886,3
2021,06,16000,race-ethnicity,Hispanic,0.8527685957399826,3
2021,06,16000,race-ethnicity,Other Races and Ethnicities,0.9822261554594981,3
2021,06,16000,race-ethnicity,"White, Non-Hispanic",0.9428816974396005,3
2021,06,16350,race-ethnicity,"Black, Non-Hispanic",0.9999421717593806,3
2021,06,16350,race-ethnicity,Hispanic,0.9000489593640194,2
2021,06,16350,race-ethnicity,Other Races and Ethnicities,0.9803780489247517,2
2021,06,16350,race-ethnicity,"White, Non-Hispanic",0.990105113520014,2
2021,06,16532,race-ethnicity,"Black, Non-Hispanic",0.9059624431101082,3
2021,06,16532,race-ethnicity,Hispanic,0.9307224687836403,2
2021,06,16532,race-ethnicity,Other Races and Ethnicities,0.9258954145351923,2
2021,06,16532,race-ethnicity,"White, Non-Hispanic",0.96705936592258,2
2021,06,17918,race-ethnicity,"Black, Non-Hispanic",0.8621407664957669,3
2021,06,17918,race-ethnicity,Hispanic,0.793728527220334,2
2021,06,17918,race-ethnicity,Other Races and Ethnicities,0.9569570296754054,2
2021,06,17918,race-ethnicity,"White, Non-Hispanic",0.8282842071244836,3
2021,06,19766,race-ethnicity,"Black, Non-Hispanic",0.6219251932564493,3
2021,06,19766,race-ethnicity,Hispanic,0.9473974595942162,1
2021,06,19766,race-ethnicity,Other Races and Ethnicities,0.7050961629592707,3
2021,06,19766,race-ethnicity,"White, Non-Hispanic",0.9371786139538392,3
2021,06,21712,race-ethnicity,"Black, Non-Hispanic",0.9972345420050311,3
2021,06,21712,race-ethnicity,Hispanic,0.9556054706758021,2
2021,06,21712,race-ethnicity,Other Races and Ethnicities,0.9645442284940153,2
2021,06,21712,race-ethnicity,"White, Non-Hispanic",0.8272783641997625,2
2021,06,22020,race-ethnicity,"Black, Non-Hispanic",0.9891112187932487,1
2021,06,22020,race-ethnicity,Hispanic,0.7896605547563218,1
2021,06,22020,race-ethnicity,Other Races and Ethnicities,0.9295137636103324,1
2021,06,22020,race-ethnicity,"White, Non-Hispanic",0.9164993846783502,1
2021,06,22230,race-ethnicity,"Black, Non-Hispanic",1,3
2021,06,22230,race-ethnicity,Hispanic,0.8492041781028785,1
2021,06,22230,race-ethnicity,Other Races and Ethnicities,0.9367852392241252,1
2021,06,22230,race-ethnicity,"White, Non-Hispanic",0.5084336753344199,1
2021,06,22804,race-ethnicity,"Black, Non-Hispanic",0.7016202038021402,3
2021,06,22804,race-ethnicity,Hispanic,0.9209914849735129,1
2021,06,22804,race-ethnicity,Other Races and Ethnicities,0.981283827242434,1
2021,06,22804,race-ethnicity,"White, Non-Hispanic",0.9536395858174309,1
2021,06,23182,race-ethnicity,"Black, Non-Hispanic",0.9999963915216348,3
2021,06,23182,race-ethnicity,Hispanic,0.9014652900848802,1
2021,06,23182,race-ethnicity,Other Races and Ethnicities,0.9390181467506163,1
2021,06,23182,race-ethnicity,"White, Non-Hispanic",0.8684479047119569,1
2021,06,24638,race-ethnicity,"Black, Non-Hispanic",0.6124999999999999,3
2021,06,24638,race-ethnicity,Hispanic,0.9951456310679611,3
2021,06,24638,race-ethnicity,Other Races and Ethnicities,0.9356725146198831,3
2021,06,24638,race-ethnicity,"White, Non-Hispanic",0.982469512195122,2
2021,06,24680,race-ethnicity,"Black, Non-Hispanic",0.9755036924751672,1
2021,06,24680,race-ethnicity,Hispanic,0.9117858360011428,1
2021,06,24680,race-ethnicity,Other Races and Ethnicities,0.9909186035018116,1
2021,06,24680,race-ethnicity,"White, Non-Hispanic",0.934929528650647,1
2021,06,26000,race-ethnicity,"Black, Non-Hispanic",1,3
2021,06,26000,race-ethnicity,Hispanic,0.9718602254258589,1
2021,06,26000,race-ethnicity,Other Races and Ethnicities,0.9616162184838138,1
2021,06,26000,race-ethnicity,"White, Non-Hispanic",0.9829400604480726,1
2021,06,27000,race-ethnicity,"Black, Non-Hispanic",0.8565791422182283,1
2021,06,27000,race-ethnicity,Hispanic,0.8470421393596189,1
2021,06,27000,race-ethnicity,Other Races and Ethnicities,0.9756277021162909,1
2021,06,27000,race-ethnicity,"White, Non-Hispanic",0.9264726368037617,1
2021,06,28000,race-ethnicity,"Black, Non-Hispanic",0.9990888571369405,3
2021,06,28000,race-ethnicity,Hispanic,0.9314226011260676,2
2021,06,28000,race-ethnicity,Other Races and Ethnicities,0.9996598858000587,2
2021,06,28000,race-ethnicity,"White, Non-Hispanic",0.9770478960450701,2
2021,06,29000,race-ethnicity,"Black, Non-Hispanic",0.99911756126021,3
2021,06,29000,race-ethnicity,Hispanic,0.936273311003035,1
2021,06,29000,race-ethnicity,Other Races and Ethnicities,0.9488741570053686,1
2021,06,29000,race-ethnicity,"White, Non-Hispanic",0.99902837552752,1
2021,06,30000,race-ethnicity,"Black, Non-Hispanic",1,3
2021,06,30000,race-ethnicity,Hispanic,0.94532250708828,1
2021,06,30000,race-ethnicity,Other Races and Ethnicities,0.9991423926084025,1
2021,06,30000,race-ethnicity,"White, Non-Hispanic",0.9557723421506337,1
2021,06,32548,race-ethnicity,"Black, Non-Hispanic",0.9197039046166017,2
2021,06,32548,race-ethnicity,Hispanic,0.9363978079459837,2
2021,06,32548,race-ethnicity,Other Races and Ethnicities,0.9978415262498259,2
2021,06,32548,race-ethnicity,"White, Non-Hispanic",0.9998600115674654,3
2021,06,33000,race-ethnicity,"Black, Non-Hispanic",0.9473232745023448,1
2021,06,33000,race-ethnicity,Hispanic,0.8911924321105659,1
2021,06,33000,race-ethnicity,Other Races and Ethnicities,0.9991016725704944,1
2021,06,33000,race-ethnicity,"White, Non-Hispanic",1,1
2021,06,33182,race-ethnicity,"Black, Non-Hispanic",0.9874697481857936,2
2021,06,33182,race-ethnicity,Hispanic,0.9194952009211758,2
2021,06,33182,race-ethnicity,Other Races and Ethnicities,1,2
2021,06,33182,race-ethnicity,"White, Non-Hispanic",0.9421014285582536,2
2021,06,33434,race-ethnicity,"Black, Non-Hispanic",0.5557005415841746,3
2021,06,33434,race-ethnicity,Hispanic,0.8592293829185533,2
2021,06,33434,race-ethnicity,Other Races and Ethnicities,1,3
2021,06,33434,race-ethnicity,"White, Non-Hispanic",0.8965858975318056,2
2021,06,36000,race-ethnicity,"Black, Non-Hispanic",0.9995404686026664,3
2021,06,36000,race-ethnicity,Hispanic,0.9010030994180883,1
2021,06,36000,race-ethnicity,Other Races and Ethnicities,0.9625695498229642,1
2021,06,36000,race-ethnicity,"White, Non-Hispanic",0.930549177999946,1
2021,06,36448,race-ethnicity,"Black, Non-Hispanic",0.6866430340530925,3
2021,06,36448,race-ethnicity,Hispanic,0.8253389356954562,2
2021,06,36448,race-ethnicity,Other Races and Ethnicities,1,3
2021,06,36448,race-ethnicity,"White, Non-Hispanic",0.9408816364969982,2
2021,06,36546,race-ethnicity,"Black, Non-Hispanic",0.8645263944170432,1
2021,06,36546,race-ethnicity,Hispanic,0.7689843263758763,1
2021,06,36546,race-ethnicity,Other Races and Ethnicities,0.9288199945760002,1
2021,06,36546,race-ethnicity,"White, Non-Hispanic",0.8383581057142376,1
2021,06,36770,race-ethnicity,"Black, Non-Hispanic",1,3
2021,06,36770,race-ethnicity,Hispanic,0.9488886545172875,2
2021,06,36770,race-ethnicity,Other Races and Ethnicities,0.9587270225006367,2
2021,06,36770,race-ethnicity,"White, Non-Hispanic",0.9906009034156237,2
2021,06,37692,race-ethnicity,"Black, Non-Hispanic",0.7326007326007327,3
2021,06,37692,race-ethnicity,Hispanic,0.9141781681304892,2
2021,06,37692,race-ethnicity,Other Races and Ethnicities,1,3
2021,06,37692,race-ethnicity,"White, Non-Hispanic",0.8333333333333334,3
2021,06,39496,race-ethnicity,"Black, Non-Hispanic",1,3
2021,06,39496,race-ethnicity,Hispanic,0.9611746288152452,3
2021,06,39496,race-ethnicity,Other Races and Ethnicities,0.9534914480035712,3
2021,06,39496,race-ethnicity,"White, Non-Hispanic",0.9914028569941177,3
2021,06,39892,race-ethnicity,"Black, Non-Hispanic",0.9967502027985573,2
2021,06,39892,race-ethnicity,Hispanic,0.8100979965036701,2
2021,06,39892,race-ethnicity,Other Races and Ethnicities,0.9563312398782988,2
2021,06,39892,race-ethnicity,"White, Non-Hispanic",0.9996639496024717,2
2021,06,40130,race-ethnicity,"Black, Non-Hispanic",0.8432345513344794,1
2021,06,40130,race-ethnicity,Hispanic,0.9013502118448659,1
2021,06,40130,race-ethnicity,Other Races and Ethnicities,0.5843935063306077,1
2021,06,40130,race-ethnicity,"White, Non-Hispanic",0.9025797109568763,1
2021,06,41992,race-ethnicity,"Black, Non-Hispanic",1,3
2021,06,41992,race-ethnicity,Hispanic,0.9258620689655171,2
2021,06,41992,race-ethnicity,Other Races and Ethnicities,0.9954379562043796,2
2021,06,41992,race-ethnicity,"White, Non-Hispanic",0.9709379128137384,2
2021,06,43000,race-ethnicity,"Black, Non-Hispanic",0.8122269307961516,1
2021,06,43000,race-ethnicity,Hispanic,0.9239776485382106,1
2021,06,43000,race-ethnicity,Other Races and Ethnicities,0.9768036861845653,1
2021,06,43000,race-ethnicity,"White, Non-Hispanic",0.9971533046762863,1
2021,06,44000,race-ethnicity,"Black, Non-Hispanic",0.9179691248594963,1
2021,06,44000,race-ethnicity,Hispanic,0.8552917870164869,1
2021,06,44000,race-ethnicity,Other Races and Ethnicities,0.9595860024625043,1
2021,06,44000,race-ethnicity,"White, Non-Hispanic",0.9616555372058566,1
2021,06,45484,race-ethnicity,"Black, Non-Hispanic",0.5497854954034729,3
2021,06,45484,race-ethnicity,Hispanic,0.9680464748086935,3
2021,06,45484,race-ethnicity,Other Races and Ethnicities,0.9983902238036073,3
2021,06,45484,race-ethnicity,"White, Non-Hispanic",0.9096483088056699,3
2021,06,46842,race-ethnicity,"Black, Non-Hispanic",0.9996878384927997,2
2021,06,46842,race-ethnicity,Hispanic,0.8823955927638515,2
2021,06,46842,race-ethnicity,Other Races and Ethnicities,0.974763679081758,2
2021,06,46842,race-ethnicity,"White, Non-Hispanic",0.9564183833924043,2
2021,06,46898,race-ethnicity,"Black, Non-Hispanic",1,3
2021,06,46898,race-ethnicity,Hispanic,0.9285015091581358,2
2021,06,46898,race-ethnicity,Other Races and Ethnicities,0.9152630735782126,2
2021,06,46898,race-ethnicity,"White, Non-Hispanic",0.985864252207709,2
2021,06,47766,race-ethnicity,"Black, Non-Hispanic",1,3
2021,06,47766,race-ethnicity,Hispanic,0.8995577591947441,2
2021,06,47766,race-ethnicity,Other Races and Ethnicities,0.9425458035513397,2
2021,06,47766,race-ethnicity,"White, Non-Hispanic",0.998649015940013,2
2021,06,48256,race-ethnicity,"Black, Non-Hispanic",1,3
2021,06,48256,race-ethnicity,Hispanic,0.9232440378758183,1
2021,06,48256,race-ethnicity,Other Races and Ethnicities,0.996908627920812,1
2021,06,48256,race-ethnicity,"White, Non-Hispanic",0.9993601432752316,1
2021,06,48354,race-ethnicity,"Black, Non-Hispanic",1,3
2021,06,48354,race-ethnicity,Hispanic,0.8785242483748424,1
2021,06,48354,race-ethnicity,Other Races and Ethnicities,0.9998487443946582,1
2021,06,48354,race-ethnicity,"White, Non-Hispanic",0.9422990464739096,1
2021,06,49270,race-ethnicity,"Black, Non-Hispanic",0.7911120073578674,1
2021,06,49270,race-ethnicity,Hispanic,0.9216883321761742,1
2021,06,49270,race-ethnicity,Other Races and Ethnicities,0.9376273200618417,1
2021,06,49270,race-ethnicity,"White, Non-Hispanic",0.9874465701365521,1
2021,06,49670,race-ethnicity,"Black, Non-Hispanic",1,3
2021,06,49670,race-ethnicity,Hispanic,0.9512752090483112,2
2021,06,49670,race-ethnicity,Other Races and Ethnicities,0.9958101429098354,2
2021,06,49670,race-ethnicity,"White, Non-Hispanic",0.975457542213637,2
2021,06,50076,race-ethnicity,"Black, Non-Hispanic",0.9854630680706149,3
2021,06,50076,race-ethnicity,Hispanic,0.9321786065413263,2
2021,06,50076,race-ethnicity,Other Races and Ethnicities,0.978192839663131,2
2021,06,50076,race-ethnicity,"White, Non-Hispanic",0.9444400662958088,2
2021,06,50258,race-ethnicity,"Black, Non-Hispanic",0.8118811881188119,3
2021,06,50258,race-ethnicity,Hispanic,0.9373060211049038,2
2021,06,50258,race-ethnicity,Other Races and Ethnicities,0.9604130808950087,2
2021,06,50258,race-ethnicity,"White, Non-Hispanic",0.9296482412060301,2
2021,06,51182,race-ethnicity,"Black, Non-Hispanic",0.9866157144188649,3
2021,06,51182,race-ethnicity,Hispanic,0.8933465024625962,3
2021,06,51182,race-ethnicity,Other Races and Ethnicities,0.9645994052315061,3
2021,06,51182,race-ethnicity,"White, Non-Hispanic",0.9545288149639355,3
2021,06,52526,race-ethnicity,"Black, Non-Hispanic",0.917098445595855,3
2021,06,52526,race-ethnicity,Hispanic,0.9288025889967637,1
2021,06,52526,race-ethnicity,Other Races and Ethnicities,0.7950819672131147,3
2021,06,52526,race-ethnicity,"White, Non-Hispanic",0.8695652173913043,3
2021,06,53000,race-ethnicity,"Black, Non-Hispanic",0.9266108293512605,1
2021,06,53000,race-ethnicity,Hispanic,0.7820310008500623,1
2021,06,53000,race-ethnicity,Other Races and Ethnicities,0.983309007929126,1
2021,06,53000,race-ethnicity,"White, Non-Hispanic",0.9534085130061773,1
2021,06,53322,race-ethnicity,"Black, Non-Hispanic",0.9990083714276677,2
2021,06,53322,race-ethnicity,Hispanic,0.9238649088448433,2
2021,06,53322,race-ethnicity,Other Races and Ethnicities,0.9805187458324758,2
2021,06,53322,race-ethnicity,"White, Non-Hispanic",0.9845293854507233,2
2021,06,53896,race-ethnicity,"Black, Non-Hispanic",1,3
2021,06,53896,race-ethnicity,Hispanic,0.9274746673066002,1
2021,06,53896,race-ethnicity,Other Races and Ethnicities,0.8508657242241717,1
