year,state,county,rate_juv_arrest_quality,subgroup,rate_juv_arrest,subgroup_type
2021,42,037,NA,hispanic,NA,race-ethnicity
2021,42,037,NA,male,NA,sex
2021,42,037,NA,female,NA,sex
2021,42,037,NA,1014,NA,age
2021,42,037,NA,1517,NA,age
2021,42,039,3,all,0,NA
2021,42,039,3,white,0,race-ethnicity
2021,42,039,3,black,0,race-ethnicity
2021,42,039,3,asian_other,0,race-ethnicity
2021,42,039,3,hispanic,0,race-ethnicity
2021,42,039,3,male,0,sex
2021,42,039,3,female,0,sex
2021,42,039,3,1014,0,age
2021,42,039,3,1517,0,age
2021,42,041,2,all,521.2856962530948,NA
2021,42,041,2,white,386.25001508913255,race-ethnicity
2021,42,041,2,black,3085.9507460818813,race-ethnicity
2021,42,041,2,asian_other,60.40471156750227,race-ethnicity
2021,42,041,2,hispanic,421.17930204572804,race-ethnicity
2021,42,041,2,male,599.4055931131968,sex
2021,42,041,2,female,246.69630146310607,sex
2021,42,041,2,1014,363.6611373306899,age
2021,42,041,2,1517,782.0387959146659,age
2021,42,043,3,all,58.34906469881586,NA
2021,42,043,3,white,55.89020679376514,race-ethnicity
2021,42,043,3,black,109.73936899862827,race-ethnicity
2021,42,043,3,asian_other,0,race-ethnicity
2021,42,043,3,hispanic,63.6672325976231,race-ethnicity
2021,42,043,3,male,53.752603641738894,sex
2021,42,043,3,female,56.132472635419596,sex
2021,42,043,3,1014,33.21707357581797,age
2021,42,043,3,1517,99.34971098265895,age
2021,42,045,NA,all,NA,NA
2021,42,045,NA,white,NA,race-ethnicity
2021,42,045,NA,black,NA,race-ethnicity
2021,42,045,NA,asian_other,NA,race-ethnicity
2021,42,045,NA,hispanic,NA,race-ethnicity
2021,42,045,NA,male,NA,sex
2021,42,045,NA,female,NA,sex
2021,42,045,NA,1014,NA,age
2021,42,045,NA,1517,NA,age
2021,42,047,NA,all,NA,NA
2021,42,047,NA,white,NA,race-ethnicity
2021,42,047,NA,black,NA,race-ethnicity
2021,42,047,NA,asian_other,NA,race-ethnicity
2021,42,047,NA,hispanic,NA,race-ethnicity
2021,42,047,NA,male,NA,sex
2021,42,047,NA,female,NA,sex
2021,42,047,NA,1014,NA,age
2021,42,047,NA,1517,NA,age
2021,42,049,2,all,99.19905944595487,NA
2021,42,049,2,white,14.6177459435755,race-ethnicity
2021,42,049,2,black,937.5,race-ethnicity
2021,42,049,2,asian_other,0,race-ethnicity
2021,42,049,2,hispanic,129.64563526361277,race-ethnicity
2021,42,049,2,male,110.88011088011088,sex
2021,42,049,2,female,70.3784798248358,sex
2021,42,049,2,1014,47.72700155112755,age
2021,42,049,2,1517,181.71384850803366,age
2021,42,051,3,all,0,NA
2021,42,051,3,white,0,race-ethnicity
2021,42,051,3,black,0,race-ethnicity
2021,42,051,3,asian_other,0,race-ethnicity
2021,42,051,3,hispanic,0,race-ethnicity
2021,42,051,3,male,0,sex
2021,42,051,3,female,0,sex
2021,42,051,3,1014,0,age
2021,42,051,3,1517,0,age
2021,42,053,NA,all,NA,NA
2021,42,053,NA,white,NA,race-ethnicity
2021,42,053,NA,black,NA,race-ethnicity
2021,42,053,NA,asian_other,NA,race-ethnicity
2021,42,053,NA,hispanic,NA,race-ethnicity
2021,42,053,NA,male,NA,sex
2021,42,053,NA,female,NA,sex
2021,42,053,NA,1014,NA,age
2021,42,053,NA,1517,NA,age
2021,42,055,3,all,276.7763972966206,NA
2021,42,055,3,white,248.31342725627096,race-ethnicity
2021,42,055,3,black,1087.8795419181386,race-ethnicity
2021,42,055,3,asian_other,0,race-ethnicity
2021,42,055,3,hispanic,0,race-ethnicity
2021,42,055,3,male,391.44015901152886,sex
2021,42,055,3,female,111.8612757775095,sex
2021,42,055,3,1014,183.6708404934715,age
2021,42,055,3,1517,422.1176834855886,age
2021,42,057,NA,all,NA,NA
2021,42,057,NA,white,NA,race-ethnicity
2021,42,057,NA,black,NA,race-ethnicity
2021,42,057,NA,asian_other,NA,race-ethnicity
2021,42,057,NA,hispanic,NA,race-ethnicity
2021,42,057,NA,male,NA,sex
2021,42,057,NA,female,NA,sex
2021,42,057,NA,1014,NA,age
2021,42,057,NA,1517,NA,age
2021,42,059,NA,all,NA,NA
2021,42,059,NA,white,NA,race-ethnicity
2021,42,059,NA,black,NA,race-ethnicity
2021,42,059,NA,asian_other,NA,race-ethnicity
2021,42,059,NA,hispanic,NA,race-ethnicity
2021,42,059,NA,male,NA,sex
2021,42,059,NA,female,NA,sex
2021,42,059,NA,1014,NA,age
2021,42,059,NA,1517,NA,age
2021,42,061,NA,all,NA,NA
2021,42,061,NA,white,NA,race-ethnicity
2021,42,061,NA,black,NA,race-ethnicity
2021,42,061,NA,asian_other,NA,race-ethnicity
2021,42,061,NA,hispanic,NA,race-ethnicity
2021,42,061,NA,male,NA,sex
2021,42,061,NA,female,NA,sex
2021,42,061,NA,1014,NA,age
2021,42,061,NA,1517,NA,age
2021,42,063,NA,all,NA,NA
2021,42,063,NA,white,NA,race-ethnicity
2021,42,063,NA,black,NA,race-ethnicity
2021,42,063,NA,asian_other,NA,race-ethnicity
2021,42,063,NA,hispanic,NA,race-ethnicity
2021,42,063,NA,male,NA,sex
2021,42,063,NA,female,NA,sex
2021,42,063,NA,1014,NA,age
2021,42,063,NA,1517,NA,age
2021,42,065,NA,all,NA,NA
2021,42,065,NA,white,NA,race-ethnicity
2021,42,065,NA,black,NA,race-ethnicity
2021,42,065,NA,asian_other,NA,race-ethnicity
2021,42,065,NA,hispanic,NA,race-ethnicity
2021,42,065,NA,male,NA,sex
2021,42,065,NA,female,NA,sex
2021,42,065,NA,1014,NA,age
2021,42,065,NA,1517,NA,age
2021,42,067,NA,all,NA,NA
2021,42,067,NA,white,NA,race-ethnicity
2021,42,067,NA,black,NA,race-ethnicity
2021,42,067,NA,asian_other,NA,race-ethnicity
2021,42,067,NA,hispanic,NA,race-ethnicity
2021,42,067,NA,male,NA,sex
2021,42,067,NA,female,NA,sex
2021,42,067,NA,1014,NA,age
2021,42,067,NA,1517,NA,age
2021,42,069,2,all,377.4974680047878,NA
2021,42,069,2,white,273.91134216557657,race-ethnicity
2021,42,069,2,black,3555.5555555555557,race-ethnicity
2021,42,069,2,asian_other,34.094783498124784,race-ethnicity
2021,42,069,2,hispanic,0,race-ethnicity
2021,42,069,2,male,533.1437711036076,sex
2021,42,069,2,female,38.211692777990066,sex
2021,42,069,2,1014,210.1601565330821,age
2021,42,069,2,1517,668.9385333838193,age
2021,42,071,3,all,6.713436944043503,NA
2021,42,071,3,white,8.35578951766205,race-ethnicity
2021,42,071,3,black,0,race-ethnicity
2021,42,071,3,asian_other,0,race-ethnicity
2021,42,071,3,hispanic,0,race-ethnicity
2021,42,071,3,male,12.887013112535843,sex
2021,42,071,3,female,0,sex
2021,42,071,3,1014,2.671725132918325,age
2021,42,071,3,1517,13.542183902857401,age
2021,42,073,NA,all,NA,NA
2021,42,073,NA,white,NA,race-ethnicity
2021,42,073,NA,black,NA,race-ethnicity
2021,42,073,NA,asian_other,NA,race-ethnicity
2021,42,073,NA,hispanic,NA,race-ethnicity
2021,42,073,NA,male,NA,sex
2021,42,073,NA,female,NA,sex
2021,42,073,NA,1014,NA,age
2021,42,073,NA,1517,NA,age
2021,42,075,3,all,69.66875672936855,NA
2021,42,075,3,white,66.25258799171843,race-ethnicity
2021,42,075,3,black,781.25,race-ethnicity
2021,42,075,3,asian_other,0,race-ethnicity
2021,42,075,3,hispanic,117.7856301531213,race-ethnicity
2021,42,075,3,male,98.38888205632765,sex
2021,42,075,3,female,39.174719247845395,sex
2021,42,075,3,1014,29.661854854656912,age
2021,42,075,3,1517,140.96916299559473,age
2021,42,077,NA,all,NA,NA
2021,42,077,NA,white,NA,race-ethnicity
2021,42,077,NA,black,NA,race-ethnicity
2021,42,077,NA,asian_other,NA,race-ethnicity
2021,42,077,NA,hispanic,NA,race-ethnicity
2021,42,077,NA,male,NA,sex
2021,42,077,NA,female,NA,sex
2021,42,077,NA,1014,NA,age
2021,42,077,NA,1517,NA,age
2021,42,079,NA,all,NA,NA
2021,42,079,NA,white,NA,race-ethnicity
2021,42,079,NA,black,NA,race-ethnicity
2021,42,079,NA,asian_other,NA,race-ethnicity
2021,42,079,NA,hispanic,NA,race-ethnicity
2021,42,079,NA,male,NA,sex
2021,42,079,NA,female,NA,sex
2021,42,079,NA,1014,NA,age
2021,42,079,NA,1517,NA,age
2021,42,081,NA,all,NA,NA
2021,42,081,NA,white,NA,race-ethnicity
2021,42,081,NA,black,NA,race-ethnicity
2021,42,081,NA,asian_other,NA,race-ethnicity
2021,42,081,NA,hispanic,NA,race-ethnicity
2021,42,081,NA,male,NA,sex
2021,42,081,NA,female,NA,sex
2021,42,081,NA,1014,NA,age
2021,42,081,NA,1517,NA,age
2021,42,083,NA,all,NA,NA
2021,42,083,NA,white,NA,race-ethnicity
2021,42,083,NA,black,NA,race-ethnicity
2021,42,083,NA,asian_other,NA,race-ethnicity
2021,42,083,NA,hispanic,NA,race-ethnicity
2021,42,083,NA,male,NA,sex
2021,42,083,NA,female,NA,sex
2021,42,083,NA,1014,NA,age
2021,42,083,NA,1517,NA,age
2021,42,085,3,all,9.552010698251982,NA
2021,42,085,3,white,11.691804045364199,race-ethnicity
2021,42,085,3,black,0,race-ethnicity
2021,42,085,3,asian_other,0,race-ethnicity
2021,42,085,3,hispanic,0,race-ethnicity
2021,42,085,3,male,18.646280067126607,sex
2021,42,085,3,female,0,sex
2021,42,085,3,1014,16.744809109176156,age
2021,42,085,3,1517,0,age
2021,42,087,NA,all,NA,NA
2021,42,087,NA,white,NA,race-ethnicity
2021,42,087,NA,black,NA,race-ethnicity
2021,42,087,NA,asian_other,NA,race-ethnicity
2021,42,087,NA,hispanic,NA,race-ethnicity
2021,42,087,NA,male,NA,sex
2021,42,087,NA,female,NA,sex
2021,42,087,NA,1014,NA,age
2021,42,087,NA,1517,NA,age
2021,42,089,NA,all,NA,NA
2021,42,089,NA,white,NA,race-ethnicity
2021,42,089,NA,black,NA,race-ethnicity
2021,42,089,NA,asian_other,NA,race-ethnicity
2021,42,089,NA,hispanic,NA,race-ethnicity
2021,42,089,NA,male,NA,sex
2021,42,089,NA,female,NA,sex
2021,42,089,NA,1014,NA,age
2021,42,089,NA,1517,NA,age
2021,42,091,NA,all,NA,NA
2021,42,091,NA,white,NA,race-ethnicity
2021,42,091,NA,black,NA,race-ethnicity
2021,42,091,NA,asian_other,NA,race-ethnicity
2021,42,091,NA,hispanic,NA,race-ethnicity
2021,42,091,NA,male,NA,sex
2021,42,091,NA,female,NA,sex
2021,42,091,NA,1014,NA,age
2021,42,091,NA,1517,NA,age
2021,42,093,NA,all,NA,NA
2021,42,093,NA,white,NA,race-ethnicity
2021,42,093,NA,black,NA,race-ethnicity
2021,42,093,NA,asian_other,NA,race-ethnicity
2021,42,093,NA,hispanic,NA,race-ethnicity
2021,42,093,NA,male,NA,sex
2021,42,093,NA,female,NA,sex
2021,42,093,NA,1014,NA,age
2021,42,093,NA,1517,NA,age
2021,42,095,NA,all,NA,NA
2021,42,095,NA,white,NA,race-ethnicity
2021,42,095,NA,black,NA,race-ethnicity
2021,42,095,NA,asian_other,NA,race-ethnicity
2021,42,095,NA,hispanic,NA,race-ethnicity
2021,42,095,NA,male,NA,sex
2021,42,095,NA,female,NA,sex
2021,42,095,NA,1014,NA,age
2021,42,095,NA,1517,NA,age
2021,42,097,NA,all,NA,NA
2021,42,097,NA,white,NA,race-ethnicity
2021,42,097,NA,black,NA,race-ethnicity
2021,42,097,NA,asian_other,NA,race-ethnicity
2021,42,097,NA,hispanic,NA,race-ethnicity
2021,42,097,NA,male,NA,sex
2021,42,097,NA,female,NA,sex
2021,42,097,NA,1014,NA,age
2021,42,097,NA,1517,NA,age
2021,42,099,NA,all,NA,NA
2021,42,099,NA,white,NA,race-ethnicity
2021,42,099,NA,black,NA,race-ethnicity
2021,42,099,NA,asian_other,NA,race-ethnicity
2021,42,099,NA,hispanic,NA,race-ethnicity
2021,42,099,NA,male,NA,sex
2021,42,099,NA,female,NA,sex
2021,42,099,NA,1014,NA,age
2021,42,099,NA,1517,NA,age
2021,42,101,2,all,727.8241091736163,NA
2021,42,101,2,white,487.6170922622867,race-ethnicity
2021,42,101,2,black,1247.4760047575583,race-ethnicity
2021,42,101,2,asian_other,12.371950314247538,race-ethnicity
2021,42,101,2,hispanic,388.0437533391446,race-ethnicity
2021,42,101,2,male,1220.488712093816,sex
2021,42,101,2,female,196.61446058957407,sex
2021,42,101,2,1014,251.13621343527907,age
2021,42,101,2,1517,1606.915172879322,age
2021,42,103,NA,all,NA,NA
2021,42,103,NA,white,NA,race-ethnicity
2021,42,103,NA,black,NA,race-ethnicity
2021,42,103,NA,asian_other,NA,race-ethnicity
2021,42,103,NA,hispanic,NA,race-ethnicity
2021,42,103,NA,male,NA,sex
2021,42,103,NA,female,NA,sex
2021,42,103,NA,1014,NA,age
2021,42,103,NA,1517,NA,age
2021,42,105,NA,all,NA,NA
2021,42,105,NA,white,NA,race-ethnicity
2021,42,105,NA,black,NA,race-ethnicity
2021,42,105,NA,asian_other,NA,race-ethnicity
2021,42,105,NA,hispanic,NA,race-ethnicity
2021,42,105,NA,male,NA,sex
2021,42,105,NA,female,NA,sex
2021,42,105,NA,1014,NA,age
2021,42,105,NA,1517,NA,age
2021,42,107,NA,all,NA,NA
2021,42,107,NA,white,NA,race-ethnicity
2021,42,107,NA,black,NA,race-ethnicity
2021,42,107,NA,asian_other,NA,race-ethnicity
2021,42,107,NA,hispanic,NA,race-ethnicity
2021,42,107,NA,male,NA,sex
2021,42,107,NA,female,NA,sex
2021,42,107,NA,1014,NA,age
2021,42,107,NA,1517,NA,age
2021,42,109,NA,all,NA,NA
2021,42,109,NA,white,NA,race-ethnicity
2021,42,109,NA,black,NA,race-ethnicity
2021,42,109,NA,asian_other,NA,race-ethnicity
2021,42,109,NA,hispanic,NA,race-ethnicity
2021,42,109,NA,male,NA,sex
2021,42,109,NA,female,NA,sex
2021,42,109,NA,1014,NA,age
2021,42,109,NA,1517,NA,age
2021,42,111,NA,all,NA,NA
2021,42,111,NA,white,NA,race-ethnicity
2021,42,111,NA,black,NA,race-ethnicity
2021,42,111,NA,asian_other,NA,race-ethnicity
2021,42,111,NA,hispanic,NA,race-ethnicity
2021,42,111,NA,male,NA,sex
2021,42,111,NA,female,NA,sex
2021,42,111,NA,1014,NA,age
2021,42,111,NA,1517,NA,age
2021,42,113,NA,all,NA,NA
2021,42,113,NA,white,NA,race-ethnicity
2021,42,113,NA,black,NA,race-ethnicity
2021,42,113,NA,asian_other,NA,race-ethnicity
2021,42,113,NA,hispanic,NA,race-ethnicity
2021,42,113,NA,male,NA,sex
2021,42,113,NA,female,NA,sex
2021,42,113,NA,1014,NA,age
2021,42,113,NA,1517,NA,age
2021,42,115,NA,all,NA,NA
2021,42,115,NA,white,NA,race-ethnicity
2021,42,115,NA,black,NA,race-ethnicity
2021,42,115,NA,asian_other,NA,race-ethnicity
2021,42,115,NA,hispanic,NA,race-ethnicity
2021,42,115,NA,male,NA,sex
2021,42,115,NA,female,NA,sex
2021,42,115,NA,1014,NA,age
2021,42,115,NA,1517,NA,age
2021,42,117,NA,all,NA,NA
2021,42,117,NA,white,NA,race-ethnicity
2021,42,117,NA,black,NA,race-ethnicity
2021,42,117,NA,asian_other,NA,race-ethnicity
2021,42,117,NA,hispanic,NA,race-ethnicity
2021,42,117,NA,male,NA,sex
2021,42,117,NA,female,NA,sex
2021,42,117,NA,1014,NA,age
2021,42,117,NA,1517,NA,age
2021,42,119,3,all,0,NA
2021,42,119,3,white,0,race-ethnicity
2021,42,119,3,black,0,race-ethnicity
2021,42,119,3,asian_other,0,race-ethnicity
2021,42,119,3,hispanic,0,race-ethnicity
2021,42,119,3,male,0,sex
2021,42,119,3,female,0,sex
2021,42,119,3,1014,0,age
2021,42,119,3,1517,0,age
2021,42,121,NA,all,NA,NA
2021,42,121,NA,white,NA,race-ethnicity
2021,42,121,NA,black,NA,race-ethnicity
2021,42,121,NA,asian_other,NA,race-ethnicity
2021,42,121,NA,hispanic,NA,race-ethnicity
2021,42,121,NA,male,NA,sex
2021,42,121,NA,female,NA,sex
2021,42,121,NA,1014,NA,age
2021,42,121,NA,1517,NA,age
2021,42,123,NA,all,NA,NA
2021,42,123,NA,white,NA,race-ethnicity
2021,42,123,NA,black,NA,race-ethnicity
2021,42,123,NA,asian_other,NA,race-ethnicity
2021,42,123,NA,hispanic,NA,race-ethnicity
2021,42,123,NA,male,NA,sex
2021,42,123,NA,female,NA,sex
2021,42,123,NA,1014,NA,age
2021,42,123,NA,1517,NA,age
2021,42,125,3,all,0.7908637409015055,NA
2021,42,125,3,white,0.8916172786036954,race-ethnicity
2021,42,125,3,black,0,race-ethnicity
2021,42,125,3,asian_other,0,race-ethnicity
2021,42,125,3,hispanic,0,race-ethnicity
2021,42,125,3,male,1.5017153474810356,sex
2021,42,125,3,female,0,sex
2021,42,125,3,1014,0,age
2021,42,125,3,1517,1.9634343324266943,age
2021,42,127,NA,all,NA,NA
2021,42,127,NA,white,NA,race-ethnicity
2021,42,127,NA,black,NA,race-ethnicity
2021,42,127,NA,asian_other,NA,race-ethnicity
2021,42,127,NA,hispanic,NA,race-ethnicity
2021,42,127,NA,male,NA,sex
2021,42,127,NA,female,NA,sex
2021,42,127,NA,1014,NA,age
2021,42,127,NA,1517,NA,age
2021,42,129,NA,all,NA,NA
2021,42,129,NA,white,NA,race-ethnicity
2021,42,129,NA,black,NA,race-ethnicity
2021,42,129,NA,asian_other,NA,race-ethnicity
2021,42,129,NA,hispanic,NA,race-ethnicity
2021,42,129,NA,male,NA,sex
2021,42,129,NA,female,NA,sex
2021,42,129,NA,1014,NA,age
2021,42,129,NA,1517,NA,age
2021,42,131,NA,all,NA,NA
2021,42,131,NA,white,NA,race-ethnicity
2021,42,131,NA,black,NA,race-ethnicity
2021,42,131,NA,asian_other,NA,race-ethnicity
2021,42,131,NA,hispanic,NA,race-ethnicity
2021,42,131,NA,male,NA,sex
2021,42,131,NA,female,NA,sex
2021,42,131,NA,1014,NA,age
2021,42,131,NA,1517,NA,age
2021,42,133,NA,all,NA,NA
2021,42,133,NA,white,NA,race-ethnicity
2021,42,133,NA,black,NA,race-ethnicity
2021,42,133,NA,asian_other,NA,race-ethnicity
2021,42,133,NA,hispanic,NA,race-ethnicity
2021,42,133,NA,male,NA,sex
2021,42,133,NA,female,NA,sex
2021,42,133,NA,1014,NA,age
2021,42,133,NA,1517,NA,age
2021,44,001,1,all,1484.0851396211676,NA
2021,44,001,1,white,1484.480431848853,race-ethnicity
2021,44,001,1,black,9574.468085106382,race-ethnicity
2021,44,001,1,asian_other,172.1170395869191,race-ethnicity
2021,44,001,1,hispanic,0,race-ethnicity
2021,44,001,1,male,2106.472615855994,sex
2021,44,001,1,female,318.7250996015936,sex
2021,44,001,1,1014,848.7896887771142,age
2021,44,001,1,1517,2525.773195876289,age
2021,44,003,1,all,1114.3977436885189,NA
2021,44,003,1,white,1152.1490439614315,race-ethnicity
2021,44,003,1,black,6172.839506172839,race-ethnicity
2021,44,003,1,asian_other,50.63291139240506,race-ethnicity
2021,44,003,1,hispanic,766.2835249042146,race-ethnicity
2021,44,003,1,male,1541.051541051541,sex
2021,44,003,1,female,469.55245781364636,sex
2021,44,003,1,1014,807.1955719557195,age
2021,44,003,1,1517,1568.627450980392,age
2021,44,005,1,all,3327.7404921700227,NA
2021,44,005,1,white,2839.3351800554015,race-ethnicity
2021,44,005,1,black,19834.710743801654,race-ethnicity
2021,44,005,1,asian_other,98.71668311944718,race-ethnicity
2021,44,005,1,hispanic,4066.265060240964,race-ethnicity
2021,44,005,1,male,3299.5583268381397,sex
2021,44,005,1,female,1392.673327278232,sex
2021,44,005,1,1014,2014.6114677883552,age
2021,44,005,1,1517,5578.747628083492,age
2021,44,007,1,all,1358.9435774309725,NA
2021,44,007,1,white,1433.7801902568742,race-ethnicity
2021,44,007,1,black,4313.669475789173,race-ethnicity
2021,44,007,1,asian_other,31.583934305416644,race-ethnicity
2021,44,007,1,hispanic,971.0982658959538,race-ethnicity
2021,44,007,1,male,1914.0975292989888,sex
2021,44,007,1,female,501.06185293336875,sex
2021,44,007,1,1014,802.5599339371888,age
2021,44,007,1,1517,2267.7457427078066,age
2021,44,009,3,all,1498.8290398126464,NA
2021,44,009,3,white,1420.903062835491,race-ethnicity
2021,44,009,3,black,17741.93548387097,race-ethnicity
2021,44,009,3,asian_other,285.7142857142857,race-ethnicity
2021,44,009,3,hispanic,915.0326797385621,race-ethnicity
2021,44,009,3,male,2220.5909341163515,sex
2021,44,009,3,female,420.97206276310754,sex
2021,44,009,3,1014,700.1909611712285,age
2021,44,009,3,1517,2641.7672511956275,age
2021,45,001,3,all,1192.933008749483,NA
2021,45,001,3,white,800.7065005184717,race-ethnicity
2021,45,001,3,black,2113.6063408190225,race-ethnicity
2021,45,001,3,asian_other,0,race-ethnicity
2021,45,001,NA,hispanic,NA,race-ethnicity
2021,45,001,3,male,1384.6153846153848,sex
2021,45,001,3,female,877.1929824561403,sex
2021,45,001,3,1014,734.3941248470012,age
2021,45,001,3,1517,2122.5267262391294,age
2021,45,003,3,all,1151.753229598539,NA
2021,45,003,3,white,692.4186430328348,race-ethnicity
2021,45,003,3,black,2461.4781201426963,race-ethnicity
2021,45,003,3,asian_other,0,race-ethnicity
2021,45,003,3,hispanic,179.36716220123208,race-ethnicity
2021,45,003,3,male,1348.8795271205056,sex
2021,45,003,3,female,664.9763321110161,sex
2021,45,003,3,1014,649.5580698844674,age
2021,45,003,3,1517,1984.5072286180757,age
2021,45,005,3,all,0,NA
2021,45,005,3,white,0,race-ethnicity
2021,45,005,3,black,0,race-ethnicity
2021,45,005,3,asian_other,0,race-ethnicity
2021,45,005,3,hispanic,0,race-ethnicity
2021,45,005,3,male,0,sex
2021,45,005,3,female,0,sex
2021,45,005,3,1014,0,age
2021,45,005,3,1517,0,age
2021,45,007,2,all,1360.8655268376153,NA
2021,45,007,2,white,1171.5213615827709,race-ethnicity
2021,45,007,2,black,3285.427680026369,race-ethnicity
2021,45,007,2,asian_other,115.51790527531767,race-ethnicity
2021,45,007,2,hispanic,779.5678419014811,race-ethnicity
2021,45,007,2,male,1802.1042076027284,sex
2021,45,007,2,female,528.5830966022944,sex
2021,45,007,2,1014,907.384013072313,age
2021,45,007,2,1517,2101.603817319577,age
2021,45,009,3,all,1022.8166797797011,NA
2021,45,009,3,white,269.54177897574124,race-ethnicity
2021,45,009,3,black,1444.043321299639,race-ethnicity
2021,45,009,3,asian_other,0,race-ethnicity
2021,45,009,3,hispanic,0,race-ethnicity
2021,45,009,3,male,917.4311926605506,sex
2021,45,009,3,female,984.251968503937,sex
2021,45,009,3,1014,731.7073170731708,age
2021,45,009,3,1517,1552.1064301552108,age
2021,45,011,1,all,1702.1276595744682,NA
2021,45,011,1,white,586.2646566164153,race-ethnicity
2021,45,011,1,black,2904.9295774647885,race-ethnicity
2021,45,011,NA,asian_other,NA,race-ethnicity
2021,45,011,1,hispanic,0,race-ethnicity
2021,45,011,1,male,2624.6719160104985,sex
2021,45,011,1,female,497.10024855012426,sex
2021,45,011,1,1014,1002.865329512894,age
2021,45,011,1,1517,2725.3668763102723,age
2021,45,013,2,all,2782.0710973724886,NA
2021,45,013,2,white,2054.7227172659605,race-ethnicity
2021,45,013,2,black,7158.176943699732,race-ethnicity
2021,45,013,2,asian_other,140.72614691809738,race-ethnicity
2021,45,013,2,hispanic,2228.948816730875,race-ethnicity
2021,45,013,2,male,3793.4668071654373,sex
2021,45,013,2,female,1062.6735901461177,sex
2021,45,013,2,1014,1612.1686856726478,age
2021,45,013,2,1517,4980.318329625193,age
2021,45,015,2,all,2548.7742925231946,NA
2021,45,015,2,white,1692.884159015063,race-ethnicity
2021,45,015,2,black,5803.758130441646,race-ethnicity
2021,45,015,2,asian_other,7.714531125913851,race-ethnicity
2021,45,015,2,hispanic,1777.8300275582135,race-ethnicity
2021,45,015,2,male,3614.004587291886,sex
2021,45,015,2,female,1247.2078709130012,sex
2021,45,015,2,1014,2001.0650745632252,age
2021,45,015,2,1517,3429.632532568191,age
2021,45,017,3,all,157.85319652722967,NA
2021,45,017,3,white,173.61111111111111,race-ethnicity
2021,45,017,3,black,161.29032258064515,race-ethnicity
2021,45,017,3,asian_other,0,race-ethnicity
2021,45,017,3,hispanic,0,race-ethnicity
2021,45,017,3,male,282.88543140028287,sex
2021,45,017,3,female,0,sex
2021,45,017,3,1014,0,age
2021,45,017,3,1517,435.72984749455344,age
2021,45,019,2,all,1843.707014199249,NA
2021,45,019,2,white,858.2340842872345,race-ethnicity
2021,45,019,2,black,4184.068432100426,race-ethnicity
2021,45,019,2,asian_other,39.85860339593815,race-ethnicity
2021,45,019,2,hispanic,1565.9372272754547,race-ethnicity
2021,45,019,2,male,2777.994599717187,sex
2021,45,019,2,female,736.5996459370741,sex
2021,45,019,2,1014,886.1870568121785,age
2021,45,019,2,1517,3573.5825932493663,age
2021,45,021,3,all,311.04199066874025,NA
2021,45,021,3,white,417.10114702815434,race-ethnicity
2021,45,021,3,black,160.3849238171612,race-ethnicity
2021,45,021,3,asian_other,0,race-ethnicity
2021,45,021,3,hispanic,0,race-ethnicity
2021,45,021,3,male,307.797537619699,sex
2021,45,021,3,female,139.71358714634997,sex
2021,45,021,3,1014,83.33333333333334,age
2021,45,021,3,1517,685.8710562414266,age
2021,45,023,3,all,1248.1857764876634,NA
2021,45,023,3,white,522.9517722254503,race-ethnicity
2021,45,023,3,black,2248.6772486772484,race-ethnicity
2021,45,023,3,asian_other,0,race-ethnicity
2021,45,023,3,hispanic,0,race-ethnicity
2021,45,023,3,male,1610.3896103896102,sex
2021,45,023,3,female,328.9473684210526,sex
2021,45,023,3,1014,918.7620889748549,age
2021,45,023,3,1517,1742.9193899782138,age
2021,45,025,3,all,1450.5494505494507,NA
2021,45,025,3,white,881.5638175546186,race-ethnicity
2021,45,025,3,black,2593.4861278648978,race-ethnicity
2021,45,025,3,asian_other,0,race-ethnicity
2021,45,025,3,hispanic,1773.049645390071,race-ethnicity
2021,45,025,3,male,2167.5698207586493,sex
2021,45,025,3,female,557.8800557880055,sex
2021,45,025,3,1014,669.0140845070422,age
2021,45,025,3,1517,2748.5380116959063,age
2021,45,027,3,all,333.667000333667,NA
2021,45,027,3,white,82.78145695364239,race-ethnicity
2021,45,027,3,black,573.248407643312,race-ethnicity
2021,45,027,3,asian_other,0,race-ethnicity
2021,45,027,3,hispanic,0,race-ethnicity
2021,45,027,3,male,244.79804161566705,sex
2021,45,027,3,female,440.20542920029345,sex
2021,45,027,3,1014,105.82010582010582,age
2021,45,027,3,1517,722.6738934056007,age
2021,45,029,1,all,2020.4539785482666,NA
2021,45,029,1,white,1032.6086956521738,race-ethnicity
2021,45,029,1,black,3771.2895377128957,race-ethnicity
2021,45,029,1,asian_other,0,race-ethnicity
2021,45,029,1,hispanic,280.8988764044944,race-ethnicity
2021,45,029,1,male,2584.6702317290556,sex
2021,45,029,1,female,849.85835694051,sex
2021,45,029,1,1014,1510.9343936381708,age
2021,45,029,1,1517,2878.179384203481,age
2021,45,031,2,all,2822.228687809136,NA
2021,45,031,2,white,870.9175738724729,race-ethnicity
2021,45,031,2,black,5312,race-ethnicity
2021,45,031,2,asian_other,0,race-ethnicity
2021,45,031,2,hispanic,0,race-ethnicity
2021,45,031,2,male,4125.177809388336,sex
2021,45,031,2,female,1071.7475439118784,sex
2021,45,031,2,1014,1700.1180637544276,age
2021,45,031,2,1517,4622.963243652898,age
2021,45,033,3,all,433.9022273647671,NA
2021,45,033,3,white,330.03300330033005,race-ethnicity
2021,45,033,3,black,552.1811154058531,race-ethnicity
