year,state,place,subgroup_type,subgroup,rate_juv_arrest,rate_juv_arrest_quality
2021,04,65000,race-ethnicity,Hispanic,1430.8426073131957,1
2021,04,65000,race-ethnicity,Other Races and Ethnicities,684.2285323297981,1
2021,04,65000,race-ethnicity,"White, Non-Hispanic",2009.7357440890125,1
2021,04,71510,age,Age 10 to 14,1260.4280014508524,1
2021,04,71510,age,Age 15 to 17,3854.807259637018,1
2021,04,71510,all,All,2237.92031647358,1
2021,04,71510,gender,Female,1587.6421368804977,1
2021,04,71510,gender,Male,2961.901349576018,1
2021,04,71510,race-ethnicity,Black,4818.481848184819,1
2021,04,71510,race-ethnicity,Hispanic,0,1
2021,04,71510,race-ethnicity,Other Races and Ethnicities,499.33422103861517,1
2021,04,71510,race-ethnicity,"White, Non-Hispanic",2238.919247115968,1
2021,04,73000,age,Age 10 to 14,0,2
2021,04,73000,age,Age 15 to 17,0,2
2021,04,73000,all,All,0,2
2021,04,73000,gender,Female,0,2
2021,04,73000,gender,Male,0,2
2021,04,73000,race-ethnicity,Black,0,2
2021,04,73000,race-ethnicity,Hispanic,0,2
2021,04,73000,race-ethnicity,Other Races and Ethnicities,0,2
2021,04,73000,race-ethnicity,"White, Non-Hispanic",0,2
2021,04,77000,age,Age 10 to 14,9.788247577408725,3
2021,04,77000,age,Age 15 to 17,21.283388315419817,3
2021,04,77000,all,All,14.157716967012519,3
2021,04,77000,gender,Female,8.427084650065309,3
2021,04,77000,gender,Male,19.447685725398678,3
2021,04,77000,race-ethnicity,Black,0,3
2021,04,77000,race-ethnicity,Hispanic,12.968486577616392,3
2021,04,77000,race-ethnicity,Other Races and Ethnicities,20.77598296369397,3
2021,04,77000,race-ethnicity,"White, Non-Hispanic",3.6471060213720414,3
2021,04,85540,age,Age 10 to 14,1111.4318706697459,2
2021,04,85540,age,Age 15 to 17,3456.5275192767876,2
2021,04,85540,all,All,1936.570305921976,2
2021,04,85540,gender,Female,1553.1660692951016,2
2021,04,85540,gender,Male,2276.3366860772894,2
2021,04,85540,race-ethnicity,Black,8947.368421052632,2
2021,04,85540,race-ethnicity,Hispanic,1778.2822550132425,2
2021,04,85540,race-ethnicity,Other Races and Ethnicities,183.53434714210803,2
2021,04,85540,race-ethnicity,"White, Non-Hispanic",2632.759910246821,2
2021,05,23290,age,Age 10 to 14,464.9000464900047,1
2021,05,23290,age,Age 15 to 17,2622.6323457989315,1
2021,05,23290,all,All,1163.3390976261594,1
2021,05,23290,gender,Female,870.1957940536621,1
2021,05,23290,gender,Male,1387.7324451845684,1
2021,05,23290,race-ethnicity,Black,5069.930069930069,1
2021,05,23290,race-ethnicity,Hispanic,851.5815085158151,1
2021,05,23290,race-ethnicity,Other Races and Ethnicities,128.8659793814433,1
2021,05,23290,race-ethnicity,"White, Non-Hispanic",967.6658012744867,1
2021,05,24550,age,Age 10 to 14,2563.2083696599825,1
2021,05,24550,age,Age 15 to 17,7573.289902280131,1
2021,05,24550,all,All,4522.77311816541,1
2021,05,24550,gender,Female,3500.0000000000005,1
2021,05,24550,gender,Male,5499.066196306288,1
2021,05,24550,race-ethnicity,Black,12345.679012345678,1
2021,05,24550,race-ethnicity,Hispanic,280.8988764044944,1
2021,05,24550,race-ethnicity,Other Races and Ethnicities,149.32802389248383,1
2021,05,24550,race-ethnicity,"White, Non-Hispanic",6873.614190687362,1
2021,05,35710,age,Age 10 to 14,1151.5601783060922,1
2021,05,35710,age,Age 15 to 17,4161.331626120358,1
2021,05,35710,all,All,2256.6995768688294,1
2021,05,35710,gender,Female,1490.2753220510228,1
2021,05,35710,gender,Male,2923.719498790943,1
2021,05,35710,race-ethnicity,Black,5688.146380270486,1
2021,05,35710,race-ethnicity,Hispanic,853.6585365853659,1
2021,05,35710,race-ethnicity,Other Races and Ethnicities,0,1
2021,05,35710,race-ethnicity,"White, Non-Hispanic",980.7928075194116,1
2021,05,41000,age,Age 10 to 14,1491.1050417066508,1
2021,05,41000,age,Age 15 to 17,4604.5353982300885,1
2021,05,41000,all,All,2574.714856345349,1
2021,05,41000,gender,Female,2004.3659456241317,1
2021,05,41000,gender,Male,3111.8587047939445,1
2021,05,41000,race-ethnicity,Black,5025.960539979232,1
2021,05,41000,race-ethnicity,Hispanic,1058.66784296427,1
2021,05,41000,race-ethnicity,Other Races and Ethnicities,32.520325203252035,1
2021,05,41000,race-ethnicity,"White, Non-Hispanic",582.115432251672,1
2021,05,66080,age,Age 10 to 14,1727.4191187234667,1
2021,05,66080,age,Age 15 to 17,6524.365686669352,1
2021,05,66080,all,All,3746.7152665932012,1
2021,05,66080,gender,Female,1983.705278072972,1
2021,05,66080,gender,Male,5364.981303853032,1
2021,05,66080,race-ethnicity,Black,15306.122448979591,1
2021,05,66080,race-ethnicity,Hispanic,3792.347884712624,1
2021,05,66080,race-ethnicity,Other Races and Ethnicities,1172.7257497068185,1
2021,05,66080,race-ethnicity,"White, Non-Hispanic",5965.909090909091,1
2021,06,00562,age,Age 10 to 14,178.37235228539578,1
2021,06,00562,age,Age 15 to 17,161.6161616161616,1
2021,06,00562,all,All,172.41379310344828,1
2021,06,00562,gender,Female,88.57395925597875,1
2021,06,00562,gender,Male,251.88916876574308,1
2021,06,00562,race-ethnicity,Black,0,1
2021,06,00562,race-ethnicity,Hispanic,287.7697841726619,1
2021,06,00562,race-ethnicity,Other Races and Ethnicities,130.20833333333331,1
2021,06,00562,race-ethnicity,"White, Non-Hispanic",194.55252918287937,1
2021,06,00884,age,Age 10 to 14,102.14504596527068,1
2021,06,00884,age,Age 15 to 17,1058.0080262677855,1
2021,06,00884,all,All,495.71879224876074,1
2021,06,00884,gender,Female,238.7347060578932,1
2021,06,00884,gender,Male,756.2008469449486,1
2021,06,00884,race-ethnicity,Black,NA,NA
2021,06,00884,race-ethnicity,Hispanic,0,1
2021,06,00884,race-ethnicity,Other Races and Ethnicities,54.63485703879075,1
2021,06,00884,race-ethnicity,"White, Non-Hispanic",2110.8179419525063,1
2021,06,02000,age,Age 10 to 14,25.628977830934176,1
2021,06,02000,age,Age 15 to 17,248.49130280440187,1
2021,06,02000,all,All,109.34499679965863,1
2021,06,02000,gender,Female,59.219380888290715,1
2021,06,02000,gender,Male,158.55398763278896,1
2021,06,02000,race-ethnicity,Black,836.1204013377926,1
2021,06,02000,race-ethnicity,Hispanic,108.28976848394323,1
2021,06,02000,race-ethnicity,Other Races and Ethnicities,12.354067576749646,1
2021,06,02000,race-ethnicity,"White, Non-Hispanic",159.35100680863394,1
2021,06,02252,age,Age 10 to 14,12.035142616440005,1
2021,06,02252,age,Age 15 to 17,119.04761904761907,1
2021,06,02252,all,All,56.381704137007546,1
2021,06,02252,gender,Female,39.793076004775166,1
2021,06,02252,gender,Male,75.18796992481204,1
2021,06,02252,race-ethnicity,Black,74.77567298105683,1
2021,06,02252,race-ethnicity,Hispanic,32.24246332419796,1
2021,06,02252,race-ethnicity,Other Races and Ethnicities,0,1
2021,06,02252,race-ethnicity,"White, Non-Hispanic",145.22218995062445,1
2021,06,03526,age,Age 10 to 14,NA,NA
2021,06,03526,age,Age 15 to 17,NA,NA
2021,06,03526,all,All,NA,NA
2021,06,03526,gender,Female,NA,NA
2021,06,03526,gender,Male,NA,NA
2021,06,03526,race-ethnicity,Black,NA,NA
2021,06,03526,race-ethnicity,Hispanic,NA,NA
2021,06,03526,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,06,03526,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,06,04982,age,Age 10 to 14,NA,NA
2021,06,04982,age,Age 15 to 17,NA,NA
2021,06,04982,all,All,NA,NA
2021,06,04982,gender,Female,NA,NA
2021,06,04982,gender,Male,NA,NA
2021,06,04982,race-ethnicity,Black,NA,NA
2021,06,04982,race-ethnicity,Hispanic,NA,NA
2021,06,04982,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,06,04982,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,06,06000,age,Age 10 to 14,NA,NA
2021,06,06000,age,Age 15 to 17,NA,NA
2021,06,06000,all,All,NA,NA
2021,06,06000,gender,Female,NA,NA
2021,06,06000,gender,Male,NA,NA
2021,06,06000,race-ethnicity,Black,NA,NA
2021,06,06000,race-ethnicity,Hispanic,NA,NA
2021,06,06000,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,06,06000,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,06,08786,age,Age 10 to 14,NA,NA
2021,06,08786,age,Age 15 to 17,NA,NA
2021,06,08786,all,All,NA,NA
2021,06,08786,gender,Female,NA,NA
2021,06,08786,gender,Male,NA,NA
2021,06,08786,race-ethnicity,Black,NA,NA
2021,06,08786,race-ethnicity,Hispanic,NA,NA
2021,06,08786,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,06,08786,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,06,08954,age,Age 10 to 14,0,1
2021,06,08954,age,Age 15 to 17,88.78366380585972,1
2021,06,08954,all,All,33.3889816360601,1
2021,06,08954,gender,Female,68.05807622504537,1
2021,06,08954,gender,Male,0,1
2021,06,08954,race-ethnicity,Black,490.19607843137254,1
2021,06,08954,race-ethnicity,Hispanic,36.941263391207976,1
2021,06,08954,race-ethnicity,Other Races and Ethnicities,0,1
2021,06,08954,race-ethnicity,"White, Non-Hispanic",17.901897601145723,1
2021,06,11194,age,Age 10 to 14,1282.051282051282,1
2021,06,11194,age,Age 15 to 17,3899.7214484679666,1
2021,06,11194,all,All,2248.269243950922,1
2021,06,11194,gender,Female,1932.1597252039503,1
2021,06,11194,gender,Male,2538.8055774796107,1
2021,06,11194,race-ethnicity,Black,35000,1
2021,06,11194,race-ethnicity,Hispanic,0,1
2021,06,11194,race-ethnicity,Other Races and Ethnicities,270.94622759483116,1
2021,06,11194,race-ethnicity,"White, Non-Hispanic",2765.4524816840367,1
2021,06,11530,age,Age 10 to 14,NA,NA
2021,06,11530,age,Age 15 to 17,NA,NA
2021,06,11530,all,All,NA,NA
2021,06,11530,gender,Female,NA,NA
2021,06,11530,gender,Male,NA,NA
2021,06,11530,race-ethnicity,Black,NA,NA
2021,06,11530,race-ethnicity,Hispanic,NA,NA
2021,06,11530,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,06,11530,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,06,13014,age,Age 10 to 14,NA,NA
2021,06,13014,age,Age 15 to 17,NA,NA
2021,06,13014,all,All,NA,NA
2021,06,13014,gender,Female,NA,NA
2021,06,13014,gender,Male,NA,NA
2021,06,13014,race-ethnicity,Black,NA,NA
2021,06,13014,race-ethnicity,Hispanic,NA,NA
2021,06,13014,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,06,13014,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,06,13210,age,Age 10 to 14,471.22181083810165,1
2021,06,13210,age,Age 15 to 17,1248.9818083084442,1
2021,06,13210,all,All,768.8311688311688,1
2021,06,13210,gender,Female,276.68895549919296,1
2021,06,13210,gender,Male,1172.465960665658,1
2021,06,13210,race-ethnicity,Black,1107.5949367088608,1
2021,06,13210,race-ethnicity,Hispanic,754.242614707731,1
2021,06,13210,race-ethnicity,Other Races and Ethnicities,80.32128514056225,1
2021,06,13210,race-ethnicity,"White, Non-Hispanic",1569.897832045851,1
2021,06,13392,age,Age 10 to 14,952.2844696585959,1
2021,06,13392,age,Age 15 to 17,1874.4585335118531,1
2021,06,13392,all,All,1313.2340701008045,1
2021,06,13392,gender,Female,1176.1246692149368,1
2021,06,13392,gender,Male,1464.2995982894906,1
2021,06,13392,race-ethnicity,Black,3109.182935647144,1
2021,06,13392,race-ethnicity,Hispanic,0,1
2021,06,13392,race-ethnicity,Other Races and Ethnicities,153.62949686339778,1
2021,06,13392,race-ethnicity,"White, Non-Hispanic",2170.5325903848648,1
2021,06,13588,age,Age 10 to 14,NA,NA
2021,06,13588,age,Age 15 to 17,NA,NA
2021,06,13588,all,All,NA,NA
2021,06,13588,gender,Female,NA,NA
2021,06,13588,gender,Male,NA,NA
2021,06,13588,race-ethnicity,Black,NA,NA
2021,06,13588,race-ethnicity,Hispanic,NA,NA
2021,06,13588,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,06,13588,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,06,14218,age,Age 10 to 14,NA,NA
2021,06,14218,age,Age 15 to 17,NA,NA
2021,06,14218,all,All,NA,NA
2021,06,14218,gender,Female,NA,NA
2021,06,14218,gender,Male,NA,NA
2021,06,14218,race-ethnicity,Black,NA,NA
2021,06,14218,race-ethnicity,Hispanic,NA,NA
2021,06,14218,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,06,14218,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,06,15044,age,Age 10 to 14,NA,NA
2021,06,15044,age,Age 15 to 17,NA,NA
2021,06,15044,all,All,NA,NA
2021,06,15044,gender,Female,NA,NA
2021,06,15044,gender,Male,NA,NA
2021,06,15044,race-ethnicity,Black,NA,NA
2021,06,15044,race-ethnicity,Hispanic,NA,NA
2021,06,15044,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,06,15044,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,06,16000,age,Age 10 to 14,15.14004542013626,1
2021,06,16000,age,Age 15 to 17,493.2502596053998,1
2021,06,16000,all,All,191.25944343501962,1
2021,06,16000,gender,Female,97.408922657315415,1
2021,06,16000,gender,Male,281.7430503380916,1
2021,06,16000,race-ethnicity,Black,1169.5906432748538,1
2021,06,16000,race-ethnicity,Hispanic,201.93861066235866,1
2021,06,16000,race-ethnicity,Other Races and Ethnicities,0,1
2021,06,16000,race-ethnicity,"White, Non-Hispanic",407.4784276126558,1
2021,06,16350,age,Age 10 to 14,NA,NA
2021,06,16350,age,Age 15 to 17,NA,NA
2021,06,16350,all,All,NA,NA
2021,06,16350,gender,Female,NA,NA
2021,06,16350,gender,Male,NA,NA
2021,06,16350,race-ethnicity,Black,NA,NA
2021,06,16350,race-ethnicity,Hispanic,NA,NA
2021,06,16350,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,06,16350,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,06,16532,age,Age 10 to 14,NA,NA
2021,06,16532,age,Age 15 to 17,NA,NA
2021,06,16532,all,All,NA,NA
2021,06,16532,gender,Female,NA,NA
2021,06,16532,gender,Male,NA,NA
2021,06,16532,race-ethnicity,Black,NA,NA
2021,06,16532,race-ethnicity,Hispanic,NA,NA
2021,06,16532,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,06,16532,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,06,17918,age,Age 10 to 14,NA,NA
2021,06,17918,age,Age 15 to 17,NA,NA
2021,06,17918,all,All,NA,NA
2021,06,17918,gender,Female,NA,NA
2021,06,17918,gender,Male,NA,NA
2021,06,17918,race-ethnicity,Black,NA,NA
2021,06,17918,race-ethnicity,Hispanic,NA,NA
2021,06,17918,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,06,17918,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,06,19766,age,Age 10 to 14,NA,NA
2021,06,19766,age,Age 15 to 17,NA,NA
2021,06,19766,all,All,NA,NA
2021,06,19766,gender,Female,NA,NA
2021,06,19766,gender,Male,NA,NA
2021,06,19766,race-ethnicity,Black,NA,NA
2021,06,19766,race-ethnicity,Hispanic,NA,NA
2021,06,19766,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,06,19766,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,06,21712,age,Age 10 to 14,769.6254489481786,1
2021,06,21712,age,Age 15 to 17,2340.2340234023404,1
2021,06,21712,all,All,1339.8692810457514,1
2021,06,21712,gender,Female,1347.5295291964733,1
2021,06,21712,gender,Male,1332.4771231337295,1
2021,06,21712,race-ethnicity,Black,2754.8209366391184,1
2021,06,21712,race-ethnicity,Hispanic,22.558087074216107,1
2021,06,21712,race-ethnicity,Other Races and Ethnicities,201.61290322580643,1
2021,06,21712,race-ethnicity,"White, Non-Hispanic",1599.2345544013122,1
2021,06,22020,age,Age 10 to 14,0,1
2021,06,22020,age,Age 15 to 17,63.62672322375398,1
2021,06,22020,all,All,24.82108137177843,1
2021,06,22020,gender,Female,0,1
2021,06,22020,gender,Male,48.93964110929853,1
2021,06,22020,race-ethnicity,Black,83.29862557267805,1
2021,06,22020,race-ethnicity,Hispanic,16.345210853220006,1
2021,06,22020,race-ethnicity,Other Races and Ethnicities,7.552299675251113,1
2021,06,22020,race-ethnicity,"White, Non-Hispanic",23.4439104442621,1
2021,06,22230,age,Age 10 to 14,77.08119218910585,1
2021,06,22230,age,Age 15 to 17,568.6789151356081,1
2021,06,22230,all,All,258.9834898025251,1
2021,06,22230,gender,Female,99.14077990746861,1
2021,06,22230,gender,Male,412.43654822335026,1
2021,06,22230,race-ethnicity,Black,775.1937984496124,1
2021,06,22230,race-ethnicity,Hispanic,0,1
2021,06,22230,race-ethnicity,Other Races and Ethnicities,0,1
2021,06,22230,race-ethnicity,"White, Non-Hispanic",906.9631363370393,1
2021,06,22804,age,Age 10 to 14,757.6493443419135,1
2021,06,22804,age,Age 15 to 17,1986.869384934347,1
2021,06,22804,all,All,1200.024870981782,1
2021,06,22804,gender,Female,526.4509501797637,1
2021,06,22804,gender,Male,1832.4291742013258,1
2021,06,22804,race-ethnicity,Black,7182.32044198895,1
2021,06,22804,race-ethnicity,Hispanic,0,1
2021,06,22804,race-ethnicity,Other Races and Ethnicities,13.709898546750754,1
2021,06,22804,race-ethnicity,"White, Non-Hispanic",2067.843866171004,1
2021,06,23182,age,Age 10 to 14,NA,NA
2021,06,23182,age,Age 15 to 17,NA,NA
2021,06,23182,all,All,NA,NA
2021,06,23182,gender,Female,NA,NA
2021,06,23182,gender,Male,NA,NA
2021,06,23182,race-ethnicity,Black,NA,NA
2021,06,23182,race-ethnicity,Hispanic,NA,NA
2021,06,23182,race-ethnicity,Other Races and Ethnicities,NA,NA
2021,06,23182,race-ethnicity,"White, Non-Hispanic",NA,NA
2021,06,24638,age,Age 10 to 14,NA,NA
2021,06,24638,age,Age 15 to 17,NA,NA
2021,06,24638,all,All,NA,NA
2021,06,24638,gender,Female,NA,NA
2021,06,24638,gender,Male,NA,NA
2021,06,24638,race-ethnicity,Black,NA,NA
2021,06,24638,race-ethnicity,Hispanic,NA,NA
