year,state,county,subgroup_type,subgroup,count_homeless,count_homeless_lb,count_homeless_ub,share_homeless,count_homeless_quality,share_homeless_quality
2022,01,025,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA
2022,01,027,all,All,25,25,25,.0140134525,3,3
2022,01,027,race-ethnicity,"Black, Non-Hispanic",9,9,9,.0296052638,3,3
2022,01,027,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA
2022,01,027,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA
2022,01,027,race-ethnicity,"White, Non-Hispanic",12,12,12,.0096852304,3,3
2022,01,029,all,All,44,44,44,.0175508577,1,1
2022,01,029,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA
2022,01,029,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA
2022,01,029,race-ethnicity,Other Races and Ethnicities,3,3,3,.0491803288,1,1
2022,01,029,race-ethnicity,"White, Non-Hispanic",37,37,37,.0161996502,1,1
2022,01,031,all,All,250,250,250,.0245531332,1,1
2022,01,031,race-ethnicity,"Black, Non-Hispanic",49,48,50,.0263016634,1,1
2022,01,031,race-ethnicity,Hispanic,116,116,116,.0790729374,1,1
2022,01,031,race-ethnicity,Other Races and Ethnicities,14,14,14,.0215053763,1,1
2022,01,031,race-ethnicity,"White, Non-Hispanic",70,69,71,.0112885023,1,1
2022,01,033,all,All,97,96,98,.0175820198,1,1
2022,01,033,race-ethnicity,"Black, Non-Hispanic",13,13,13,.0166666675,1,1
2022,01,033,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA
2022,01,033,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA
2022,01,033,race-ethnicity,"White, Non-Hispanic",77,77,77,.019097222,1,1
2022,01,035,all,All,,,,,,
2022,01,035,race-ethnicity,"Black, Non-Hispanic",,,,,,
2022,01,035,race-ethnicity,Hispanic,,,,,,
2022,01,035,race-ethnicity,Other Races and Ethnicities,,,,,,
2022,01,035,race-ethnicity,"White, Non-Hispanic",,,,,,
2022,01,037,all,All,,,,,,
2022,01,037,race-ethnicity,"Black, Non-Hispanic",,,,,,
2022,01,037,race-ethnicity,Hispanic,,,,,,
2022,01,037,race-ethnicity,Other Races and Ethnicities,,,,,,
2022,01,037,race-ethnicity,"White, Non-Hispanic",,,,,,
2022,01,039,all,All,170,170,170,.0131162722,1,1
2022,01,039,race-ethnicity,"Black, Non-Hispanic",52,52,52,.0281081088,1,1
2022,01,039,race-ethnicity,Hispanic,8,8,8,.0131362891,1,1
2022,01,039,race-ethnicity,Other Races and Ethnicities,4,2,6,.0090909088,3,3
2022,01,039,race-ethnicity,"White, Non-Hispanic",108,108,108,.0107334526,1,1
2022,01,041,all,All,,,,,,
2022,01,041,race-ethnicity,"Black, Non-Hispanic",,,,,,
2022,01,041,race-ethnicity,Hispanic,,,,,,
2022,01,041,race-ethnicity,Other Races and Ethnicities,,,,,,
2022,01,041,race-ethnicity,"White, Non-Hispanic",,,,,,
2022,01,043,all,All,19,19,19,.0014534884,3,3
2022,01,043,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA
2022,01,043,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA
2022,01,043,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA
2022,01,043,race-ethnicity,"White, Non-Hispanic",15,15,15,.0013512296,3,3
2022,01,045,all,All,55,55,55,.017144639,1,1
2022,01,045,race-ethnicity,"Black, Non-Hispanic",23,23,23,.0172284637,1,1
2022,01,045,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA
2022,01,045,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA
2022,01,045,race-ethnicity,"White, Non-Hispanic",16,15,17,.0124707716,3,3
2022,01,047,all,All,362,362,362,.0713300481,1,1
2022,01,047,race-ethnicity,"Black, Non-Hispanic",319,319,319,.0718144998,1,1
2022,01,047,race-ethnicity,Hispanic,7,6,8,.1372549087,3,3
2022,01,047,race-ethnicity,Other Races and Ethnicities,3,2,4,.0163934417,3,3
2022,01,047,race-ethnicity,"White, Non-Hispanic",19,18,20,.0476190485,3,3
2022,01,049,all,All,410,410,410,.0335186385,1,1
2022,01,049,race-ethnicity,"Black, Non-Hispanic",10,10,10,.0591715984,1,1
2022,01,049,race-ethnicity,Hispanic,168,168,168,.0380348638,1,1
2022,01,049,race-ethnicity,Other Races and Ethnicities,38,38,38,.0295260288,1,1
2022,01,049,race-ethnicity,"White, Non-Hispanic",194,194,194,.0305079408,1,1
2022,01,051,all,All,105,105,105,.0077737467,1,1
2022,01,051,race-ethnicity,"Black, Non-Hispanic",39,38,40,.0108303251,2,2
2022,01,051,race-ethnicity,Hispanic,5,5,5,.0073529412,1,1
2022,01,051,race-ethnicity,Other Races and Ethnicities,11,10,12,.0173501577,3,3
2022,01,051,race-ethnicity,"White, Non-Hispanic",44,44,44,.005121043,1,1
2022,01,053,all,All,,,,,,
2022,01,053,race-ethnicity,"Black, Non-Hispanic",,,,,,
2022,01,053,race-ethnicity,Hispanic,,,,,,
2022,01,053,race-ethnicity,Other Races and Ethnicities,,,,,,
2022,01,053,race-ethnicity,"White, Non-Hispanic",,,,,,
2022,01,055,all,All,164,164,164,.0108044008,1,1
2022,01,055,race-ethnicity,"Black, Non-Hispanic",52,51,53,.0183745585,1,1
2022,01,055,race-ethnicity,Hispanic,19,19,19,.0117647061,1,1
2022,01,055,race-ethnicity,Other Races and Ethnicities,17,16,18,.0220779218,3,3
2022,01,055,race-ethnicity,"White, Non-Hispanic",76,76,76,.0076274588,1,1
2022,01,057,all,All,NA,NA,NA,NA,NA,NA
2022,01,057,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA
2022,01,057,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA
2022,01,057,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA
2022,01,057,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA
2022,01,059,all,All,43,43,43,.0068788994,1,1
2022,01,059,race-ethnicity,"Black, Non-Hispanic",5,4,6,.0252525248,3,3
2022,01,059,race-ethnicity,Hispanic,4,3,5,.0018570102,3,3
2022,01,059,race-ethnicity,Other Races and Ethnicities,6,5,7,.03125,3,3
2022,01,059,race-ethnicity,"White, Non-Hispanic",26,25,27,.0070137577,2,2
2022,01,061,all,All,NA,NA,NA,NA,NA,NA
2022,01,061,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA
2022,01,061,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA
2022,01,061,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA
2022,01,061,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA
2022,01,063,all,All,,,,,,
2022,01,063,race-ethnicity,"Black, Non-Hispanic",,,,,,
2022,01,063,race-ethnicity,Hispanic,,,,,,
2022,01,063,race-ethnicity,Other Races and Ethnicities,,,,,,
2022,01,063,race-ethnicity,"White, Non-Hispanic",,,,,,
2022,01,065,all,All,NA,NA,NA,NA,NA,NA
2022,01,065,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA
2022,01,065,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA
2022,01,065,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA
2022,01,065,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA
2022,01,067,all,All,NA,NA,NA,NA,NA,NA
2022,01,067,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA
2022,01,067,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA
2022,01,067,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA
2022,01,067,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA
2022,01,069,all,All,156,156,156,.0103058731,1,1
2022,01,069,race-ethnicity,"Black, Non-Hispanic",113,112,114,.0182081852,1,1
2022,01,069,race-ethnicity,Hispanic,16,16,16,.0129554654,1,1
2022,01,069,race-ethnicity,Other Races and Ethnicities,4,3,5,.0063897762,3,3
2022,01,069,race-ethnicity,"White, Non-Hispanic",21,20,22,.0029702971,2,2
2022,01,071,all,All,138,138,138,.0181197487,1,1
2022,01,071,race-ethnicity,"Black, Non-Hispanic",16,15,17,.0471976399,3,3
2022,01,071,race-ethnicity,Hispanic,31,31,31,.056261342,1,1
2022,01,071,race-ethnicity,Other Races and Ethnicities,7,6,8,.0069513405,3,3
2022,01,071,race-ethnicity,"White, Non-Hispanic",84,84,84,.0146878827,1,1
2022,01,073,all,All,806,804,808,.00791422,1,1
2022,01,073,race-ethnicity,"Black, Non-Hispanic",578,576,580,.0118695581,1,1
2022,01,073,race-ethnicity,Hispanic,51,49,53,.0046258504,2,2
2022,01,073,race-ethnicity,Other Races and Ethnicities,38,27,49,.0081422757,3,3
2022,01,073,race-ethnicity,"White, Non-Hispanic",105,100,110,.0028034388,2,2
2022,01,075,all,All,10,10,10,.0045433892,3,3
2022,01,075,race-ethnicity,"Black, Non-Hispanic",4,4,4,.0174672492,3,3
2022,01,075,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA
2022,01,075,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA
2022,01,075,race-ethnicity,"White, Non-Hispanic",6,6,6,.0032223416,3,3
2022,01,077,all,All,66,66,66,.0051866407,1,1
2022,01,077,race-ethnicity,"Black, Non-Hispanic",31,31,31,.0202217866,1,1
2022,01,077,race-ethnicity,Hispanic,3,3,3,.0038022813,1,1
2022,01,077,race-ethnicity,Other Races and Ethnicities,5,4,6,.0061804699,3,3
2022,01,077,race-ethnicity,"White, Non-Hispanic",28,28,28,.0029184907,1,1
2022,01,079,all,All,160,160,160,.0340570472,1,1
2022,01,079,race-ethnicity,"Black, Non-Hispanic",19,19,19,.0401691347,1,1
2022,01,079,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA
2022,01,079,race-ethnicity,Other Races and Ethnicities,10,10,10,.02610966,1,1
2022,01,079,race-ethnicity,"White, Non-Hispanic",126,126,126,.0347107425,1,1
2022,01,081,all,All,107,107,107,.0044859969,1,1
2022,01,081,race-ethnicity,"Black, Non-Hispanic",59,59,59,.0087433318,1,1
2022,01,081,race-ethnicity,Hispanic,14,12,16,.0061082025,3,3
2022,01,081,race-ethnicity,Other Races and Ethnicities,10,8,12,.0043047783,3,3
2022,01,081,race-ethnicity,"White, Non-Hispanic",17,16,18,.0013611979,3,3
2022,01,083,all,All,168,168,168,.0081053702,1,1
2022,01,083,race-ethnicity,"Black, Non-Hispanic",18,18,18,.0048400108,1,1
2022,01,083,race-ethnicity,Hispanic,39,39,39,.0151574034,1,1
2022,01,083,race-ethnicity,Other Races and Ethnicities,10,10,10,.008510638,1,1
2022,01,083,race-ethnicity,"White, Non-Hispanic",101,101,101,.0076168929,1,1
2022,01,085,all,All,185,185,185,.1573129296,1,1
2022,01,085,race-ethnicity,"Black, Non-Hispanic",170,170,170,.1519213617,1,1
2022,01,085,race-ethnicity,Hispanic,7,7,7,.2916666567,1,1
2022,01,085,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA
2022,01,085,race-ethnicity,"White, Non-Hispanic",8,8,8,.2580645084,1,1
2022,01,087,all,All,20,20,20,.011173184,3,3
2022,01,087,race-ethnicity,"Black, Non-Hispanic",17,17,17,.0102595054,3,3
2022,01,087,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA
2022,01,087,race-ethnicity,Other Races and Ethnicities,3,3,3,.0434782617,3,3
2022,01,087,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA
2022,01,089,all,All,544,544,544,.0095774652,1,1
2022,01,089,race-ethnicity,"Black, Non-Hispanic",274,274,274,.0168067235,1,1
2022,01,089,race-ethnicity,Hispanic,59,59,59,.0091629131,1,1
2022,01,089,race-ethnicity,Other Races and Ethnicities,27,27,27,.0041519301,1,1
2022,01,089,race-ethnicity,"White, Non-Hispanic",158,158,158,.0057339864,1,1
2022,01,091,all,All,,,,,,
2022,01,091,race-ethnicity,"Black, Non-Hispanic",,,,,,
2022,01,091,race-ethnicity,Hispanic,,,,,,
2022,01,091,race-ethnicity,Other Races and Ethnicities,,,,,,
2022,01,091,race-ethnicity,"White, Non-Hispanic",,,,,,
2022,01,093,all,All,55,55,55,.0119982548,1,1
2022,01,093,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA
2022,01,093,race-ethnicity,Hispanic,14,14,14,.0614035092,1,1
2022,01,093,race-ethnicity,Other Races and Ethnicities,3,2,4,.0196078438,3,3
2022,01,093,race-ethnicity,"White, Non-Hispanic",34,33,35,.0084851505,2,2
2022,01,095,all,All,741,741,741,.0393604599,1,1
2022,01,095,race-ethnicity,"Black, Non-Hispanic",40,38,42,.0628930852,3,3
2022,01,095,race-ethnicity,Hispanic,437,437,437,.0696081519,1,1
2022,01,095,race-ethnicity,Other Races and Ethnicities,27,26,28,.0422535203,2,2
2022,01,095,race-ethnicity,"White, Non-Hispanic",232,232,232,.0205801465,1,1
2022,01,097,all,All,3574,3574,3574,.0600783341,1,1
2022,01,097,race-ethnicity,"Black, Non-Hispanic",2086,2085,2087,.0734377727,1,1
2022,01,097,race-ethnicity,Hispanic,214,214,214,.0651842803,1,1
2022,01,097,race-ethnicity,Other Races and Ethnicities,316,313,319,.0719489977,1,1
2022,01,097,race-ethnicity,"White, Non-Hispanic",951,948,954,.0406254008,1,1
2022,01,099,all,All,NA,NA,NA,NA,NA,NA
2022,01,099,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA
2022,01,099,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA
2022,01,099,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA
2022,01,099,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA
2022,01,101,all,All,539,539,539,.017831739,1,1
2022,01,101,race-ethnicity,"Black, Non-Hispanic",486,484,488,.0217937212,1,1
2022,01,101,race-ethnicity,Hispanic,11,11,11,.0036279683,1,1
2022,01,101,race-ethnicity,Other Races and Ethnicities,19,17,21,.0106801577,3,3
2022,01,101,race-ethnicity,"White, Non-Hispanic",16,14,18,.0051347883,3,3
2022,01,103,all,All,134,134,134,.0066753016,1,1
2022,01,103,race-ethnicity,"Black, Non-Hispanic",63,63,63,.0207783636,1,1
2022,01,103,race-ethnicity,Hispanic,26,25,27,.0064118374,2,2
2022,01,103,race-ethnicity,Other Races and Ethnicities,10,8,12,.0099601597,3,3
2022,01,103,race-ethnicity,"White, Non-Hispanic",35,34,36,.0029208045,2,2
2022,01,105,all,All,89,89,89,.0951871648,1,1
2022,01,105,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA
2022,01,105,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA
2022,01,105,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA
2022,01,105,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA
2022,01,107,all,All,NA,NA,NA,NA,NA,NA
2022,01,107,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA
2022,01,107,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA
2022,01,107,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA
2022,01,107,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA
2022,01,109,all,All,75,75,75,.0191424191,1,1
2022,01,109,race-ethnicity,"Black, Non-Hispanic",52,52,52,.0241299309,1,1
2022,01,109,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA
2022,01,109,race-ethnicity,Other Races and Ethnicities,6,5,7,.0335195549,3,3
2022,01,109,race-ethnicity,"White, Non-Hispanic",13,12,14,.0092460886,3,3
2022,01,111,all,All,13,13,13,.0062200958,3,3
2022,01,111,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA
2022,01,111,race-ethnicity,Hispanic,8,8,8,.0437158458,3,3
2022,01,111,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA
2022,01,111,race-ethnicity,"White, Non-Hispanic",3,3,3,.0019243105,3,3
2022,01,113,all,All,88,88,88,.0080637773,1,1
2022,01,113,race-ethnicity,"Black, Non-Hispanic",41,41,41,.0072579216,1,1
2022,01,113,race-ethnicity,Hispanic,9,9,9,.0085795997,1,1
2022,01,113,race-ethnicity,Other Races and Ethnicities,10,9,11,.0123304566,3,3
2022,01,113,race-ethnicity,"White, Non-Hispanic",29,29,29,.0085193887,1,1
2022,01,115,all,All,145,145,145,.010428654,1,1
2022,01,115,race-ethnicity,"Black, Non-Hispanic",26,26,26,.0164452884,1,1
2022,01,115,race-ethnicity,Hispanic,34,34,34,.0459459461,1,1
2022,01,115,race-ethnicity,Other Races and Ethnicities,11,10,12,.014322917,3,3
2022,01,115,race-ethnicity,"White, Non-Hispanic",75,75,75,.0069348128,1,1
2022,01,117,all,All,384,384,384,.0123755196,1,1
2022,01,117,race-ethnicity,"Black, Non-Hispanic",134,133,135,.022905983,1,1
2022,01,117,race-ethnicity,Hispanic,96,95,97,.0209287107,1,1
2022,01,117,race-ethnicity,Other Races and Ethnicities,16,15,17,.010416667,3,3
2022,01,117,race-ethnicity,"White, Non-Hispanic",133,133,133,.0069794292,1,1
2022,01,119,all,All,,,,,,
2022,01,119,race-ethnicity,"Black, Non-Hispanic",,,,,,
2022,01,119,race-ethnicity,Hispanic,,,,,,
2022,01,119,race-ethnicity,Other Races and Ethnicities,,,,,,
2022,01,119,race-ethnicity,"White, Non-Hispanic",,,,,,
2022,01,121,all,All,12,12,12,.0013692378,3,3
2022,01,121,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA
2022,01,121,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA
2022,01,121,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA
2022,01,121,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA
2022,01,123,all,All,16,16,16,.0055191447,3,3
2022,01,123,race-ethnicity,"Black, Non-Hispanic",12,12,12,.0100671137,3,3
2022,01,123,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA
2022,01,123,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA
2022,01,123,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA
2022,01,125,all,All,290,290,290,.0094885975,1,1
2022,01,125,race-ethnicity,"Black, Non-Hispanic",214,214,214,.0158718377,1,1
2022,01,125,race-ethnicity,Hispanic,17,17,17,.0056591211,1,1
2022,01,125,race-ethnicity,Other Races and Ethnicities,13,13,13,.0143014304,1,1
2022,01,125,race-ethnicity,"White, Non-Hispanic",46,46,46,.0034935824,1,1
2022,01,127,all,All,99,98,100,.0099417558,1,1
2022,01,127,race-ethnicity,"Black, Non-Hispanic",11,11,11,.0134310136,1,1
2022,01,127,race-ethnicity,Hispanic,6,6,6,.0077120825,1,1
2022,01,127,race-ethnicity,Other Races and Ethnicities,5,4,6,.0143266479,3,3
2022,01,127,race-ethnicity,"White, Non-Hispanic",77,77,77,.009610584,1,1
2022,01,129,all,All,21,21,21,.0083003957,3,3
2022,01,129,race-ethnicity,"Black, Non-Hispanic",7,7,7,.0118443314,3,3
2022,01,129,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA
2022,01,129,race-ethnicity,Other Races and Ethnicities,3,3,3,.0102040814,3,3
2022,01,129,race-ethnicity,"White, Non-Hispanic",11,11,11,.0068027209,3,3
2022,01,131,all,All,71,71,71,.0572580658,1,1
2022,01,131,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA
2022,01,131,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA
2022,01,131,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA
2022,01,131,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA
2022,01,133,all,All,10,10,10,.0025342118,3,3
2022,01,133,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA
2022,01,133,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA
2022,01,133,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA
2022,01,133,race-ethnicity,"White, Non-Hispanic",4,3,5,.0011270781,3,3
2022,02,013,all,All,,,,,,
2022,02,013,race-ethnicity,"Black, Non-Hispanic",,,,,,
2022,02,013,race-ethnicity,Hispanic,,,,,,
2022,02,013,race-ethnicity,Other Races and Ethnicities,,,,,,
2022,02,013,race-ethnicity,"White, Non-Hispanic",,,,,,
2022,02,016,all,All,,,,,,
2022,02,016,race-ethnicity,"Black, Non-Hispanic",,,,,,
2022,02,016,race-ethnicity,Hispanic,,,,,,
2022,02,016,race-ethnicity,Other Races and Ethnicities,,,,,,
2022,02,016,race-ethnicity,"White, Non-Hispanic",,,,,,
2022,02,020,all,All,1879,1879,1879,.0423541628,1,1
2022,02,020,race-ethnicity,"Black, Non-Hispanic",172,172,172,.0878896266,1,1
2022,02,020,race-ethnicity,Hispanic,205,205,205,.0393172242,1,1
2022,02,020,race-ethnicity,Other Races and Ethnicities,1264,1264,1264,.067155458,1,1
2022,02,020,race-ethnicity,"White, Non-Hispanic",236,236,236,.0128463339,1,1
2022,02,050,all,All,56,56,56,.0117671778,1,1
2022,02,050,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA
2022,02,050,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA
2022,02,050,race-ethnicity,Other Races and Ethnicities,56,56,56,.012108108,1,1
2022,02,050,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA
2022,02,060,all,All,,,,,,
2022,02,060,race-ethnicity,"Black, Non-Hispanic",,,,,,
2022,02,060,race-ethnicity,Hispanic,,,,,,
2022,02,060,race-ethnicity,Other Races and Ethnicities,,,,,,
2022,02,060,race-ethnicity,"White, Non-Hispanic",,,,,,
2022,02,063,all,All,NA,NA,NA,NA,NA,NA
2022,02,063,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA
2022,02,063,race-ethnicity,Hispanic,NA,NA,NA,NA,NA,NA
2022,02,063,race-ethnicity,Other Races and Ethnicities,NA,NA,NA,NA,NA,NA
2022,02,063,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,NA,NA
2022,02,066,all,All,,,,,,
