year,state,place,subgroup_type,subgroup,ratio_affordable_30ami_quality,ratio_affordable_50ami_quality,ratio_affordable_80ami_quality,ratio_available_30ami,ratio_available_50ami,ratio_available_80ami,ratio_affordable_30ami,ratio_affordable_50ami,ratio_affordable_80ami,ratio_available_30ami_quality,ratio_available_50ami_quality,ratio_available_80ami_quality
2022,04,54050,tenure,All,2,2,2,0.34607287181333296,0.5457540738860335,0.7728732978551653,1.4950463684155575,1.450069934883851,1.34647397201191,2,2,2
2022,04,55000,tenure,All,1,1,1,0.2854454249881394,0.47426259397246046,0.8330460145627385,1.072431053590782,1.1680122257417433,1.46302970609727,1,1,1
2022,04,65000,tenure,All,2,2,2,0.3902523529000203,0.4934264399023988,0.7025498914897089,1.4047174830002047,1.452536647451156,1.4985779849890386,2,2,2
2022,04,71510,tenure,All,1,1,1,0.5830700123600295,0.5959477108853598,0.8134808344331496,2.3576978305348257,1.9357265924019615,1.692166515883599,1,1,1
2022,04,73000,tenure,All,1,1,1,0.17451870205527084,0.37808196223270124,0.8641551385209566,0.7254407221139441,0.928751775524399,1.4364304751736356,1,1,1
2022,04,77000,tenure,All,1,1,1,0.32747562327306223,0.5666758022896439,0.8739752323958264,0.9791428992248954,1.1471611943758473,1.3675301845202006,1,1,1
2022,04,85540,tenure,All,1,1,1,0.6919992036712752,0.7017178957185319,0.8563065119943882,1.60478424244419,1.5568845496655024,1.5225040797122695,1,1,1
2022,05,23290,tenure,All,1,1,1,0.45316796813068455,0.8126773725138995,0.9672420432337419,0.9648781681123197,1.4821017938813577,1.3962880860373463,1,1,1
2022,05,24550,tenure,All,2,2,2,0.711306257862268,0.7734649556780476,1.0061895324541879,1.9435633624597983,1.8773581604284715,1.6744927675123995,2,2,2
2022,05,35710,tenure,All,2,2,2,0.5144218063149107,0.71459360787188,0.9674010986720003,1.3292442813235286,1.5133882018083222,1.7632763626799515,2,2,2
2022,05,41000,tenure,All,1,1,1,0.40437251837292537,0.7527319664399835,1.091480012416768,0.9949651507576558,1.426075621716987,1.6056395960171321,1,1,1
2022,05,66080,tenure,All,2,2,2,0.7336501105333796,0.9099850148095833,1.1020451705275502,1.840267054448276,1.7541018806873037,1.8142219444329526,2,2,2
2022,06,00562,tenure,All,2,2,2,0.3986073956673432,0.5659511241079929,0.8187929120093577,1.0902277772176934,1.14956567228947,1.3507091165688154,2,2,2
2022,06,00884,tenure,All,2,2,2,0.19854627541159617,0.44111717911924103,0.8347262962908368,0.5737241237206692,0.8098204210145028,1.2157129437682495,2,2,2
2022,06,02000,tenure,All,1,1,1,0.27612530146223546,0.4966125789859522,0.9100495016373299,0.6224117315286277,0.8283395660367296,1.2427320003610722,1,1,1
2022,06,02252,tenure,All,1,1,1,0.39195118187443406,0.6360377681689887,0.7778548336097378,0.7366721731908047,1.0830589973958273,1.1138849670061306,1,1,1
2022,06,02364,tenure,All,2,2,2,0.24803374984861654,0.5030127804638977,0.9210697422138183,0.823812340766623,0.9219344348895594,1.311235537081738,2,2,2
2022,06,03526,tenure,All,1,1,1,0.2582774402582561,0.4373871802442782,0.7567673133792212,0.630879165176119,0.9028523917244374,1.2830588682495039,1,1,1
2022,06,04982,tenure,All,2,2,2,0.2152511415525114,0.4139418164087538,0.8221131220103822,0.5184474885844749,0.6717784610003653,1.1388878074850297,2,2,2
2022,06,06000,tenure,All,1,1,1,0.2373752959419673,0.4903594150464615,0.8589092364447446,0.4963051180459034,0.7663958615157098,1.2321264384044617,1,1,1
2022,06,08786,tenure,All,3,3,3,0.45836894917062004,0.5241860268442097,0.8930112376081902,1.1227463313768258,1.0175600701730125,1.3083381883675527,3,3,3
2022,06,08954,tenure,All,1,1,1,0.2064234763386464,0.3373108863483412,0.7370349877443134,0.3787472361297691,0.6110415706750519,1.1082676460125322,1,1,1
2022,06,11194,tenure,All,1,1,1,0.29509277899915226,0.4259148968314119,0.671185515347839,1.169901008006365,1.090362357289277,1.1554953452549415,1,1,1
2022,06,11530,tenure,All,1,1,1,0.36208829964916367,0.5182346531886662,0.8165127318667019,1.1563134786036986,1.1836348051412748,1.3179022396749738,1,1,1
2022,06,13014,tenure,All,2,2,2,0.2651226668331357,0.40783170172880656,0.7936348336475594,0.7110306511018166,0.8664444907310976,1.261234187940741,2,2,2
2022,06,13210,tenure,All,2,2,2,0.22896360964646903,0.3997551103886199,0.5519492210758951,0.8835111398875002,1.1155888427954086,1.0069644936209858,2,2,2
2022,06,13214,tenure,All,NA,2,2,NA,0.35782981392431534,0.5293651243133035,NA,1.089797198411039,0.9930339242226879,NA,2,2
2022,06,13392,tenure,All,1,1,1,0.3127502084836687,0.4815779104894948,0.7748021526993337,0.7083766876404881,0.9088932964551383,1.170379980851309,1,1,1
2022,06,13588,tenure,All,1,1,1,0.12118918359960705,0.4583256066191458,0.8564255951217781,0.6558661909932268,0.8322740224029949,1.337351574406222,1,1,1
2022,06,14218,tenure,All,1,1,1,0.08497231757406913,0.20574753221455963,0.6597459568716029,0.5853976851200884,0.7112478792229838,1.2817440251699357,1,1,1
2022,06,15044,tenure,All,2,2,2,0.37417885836123793,0.6093492251272357,0.9552342877615064,0.8029701837632951,0.9605680052481325,1.2623082553316614,2,2,2
2022,06,16000,tenure,All,2,2,2,0.3118016116286791,0.5009664947564786,0.7579285896298646,0.8891159640203234,1.0397145263695065,1.290970347132948,2,2,2
2022,06,16350,tenure,All,2,2,2,0.13794278340410052,0.28241282405936674,0.526702252875909,0.7661182456410724,0.8489881725917087,0.9314575531223819,2,2,2
2022,06,16532,tenure,All,2,2,2,0.22997986816346896,0.3838715156650356,0.8729782767563806,0.6229078622352349,0.7436336515528668,1.2451033754184355,2,2,2
2022,06,17918,tenure,All,2,2,2,0.4350097680574515,0.7457001261169522,1.1198153169218765,1.182762956392082,1.236255464142341,1.4884943518465639,2,2,2
2022,06,19766,tenure,All,1,1,1,0.2497912041819703,0.347933779806997,0.782195466002104,0.9892616652065149,0.9013809069292008,1.2788063120511173,1,1,1
2022,06,21712,tenure,All,2,2,2,0.2396446090342942,0.5324114933081295,0.8817675896315359,0.619022634581691,0.9015166054155755,1.2362456036324168,2,2,2
2022,06,22020,tenure,All,1,1,1,0.19062379697349885,0.3288525859037078,0.5647161886637062,0.9313311801995346,1.0773119681473824,1.1637528850365517,1,1,1
2022,06,22230,tenure,All,1,1,1,0.35008742748237687,0.5435682512504121,0.9472865827302316,0.6587859049072116,0.7905428476820962,1.2124929109074511,1,1,1
2022,06,22804,tenure,All,1,1,1,0.2107406062536072,0.44365345359589303,0.8411789102577863,0.6212146471321727,0.7914321816665647,1.1712605162542786,1,1,1
2022,06,23182,tenure,All,1,1,1,0.2307736047747788,0.4598075411887894,0.678064983371765,0.8032565181247235,0.9192122553329662,1.139149675767938,1,1,1
2022,06,24638,tenure,All,NA,2,2,NA,0.44194850510013167,0.6947671549793811,NA,1.2396961493198513,1.3481249332098422,NA,2,2
2022,06,24680,tenure,All,1,1,1,0.288128983524275,0.42221402338155817,0.6746040872197379,0.8810311819938823,0.9617874481618456,1.242418891563512,1,1,1
2022,06,26000,tenure,All,1,1,1,0.3002226859867587,0.37877021567269953,0.6325857878788537,1.1340425752968968,1.1578358887924196,1.353424813116378,1,1,1
2022,06,27000,tenure,All,1,1,1,0.244359122240639,0.40658741612364024,0.7087975498739674,0.5940997268538866,0.7844639131263933,1.165035415430441,1,1,1
2022,06,28000,tenure,All,2,2,2,0.2637043255665458,0.4281213000826506,0.8378999692760802,0.5746191221217067,0.9009175285913263,1.22063869111435,2,2,2
2022,06,29000,tenure,All,1,1,1,0.3258837608200113,0.5614380150157754,0.9219652671179285,0.967708783941497,1.016603583573102,1.3391720343955593,1,1,1
2022,06,30000,tenure,All,1,1,1,0.1724137931034483,0.28892379131384865,0.7427225732337737,0.3329460843850663,0.49986342529363564,0.990373348650201,1,1,1
2022,06,32548,tenure,All,2,2,2,0.15430188822876045,0.5167639134347042,0.9686581961288925,0.44472133535281144,0.8220216398718595,1.281863763100644,2,2,2
2022,06,33000,tenure,All,1,1,1,0.32012710959923457,0.4658626922167075,0.7373940984457262,0.9476040113761952,1.0660776567459058,1.1766315739555897,1,1,1
2022,06,33182,tenure,All,2,2,2,0.32004693710152077,0.5257935781077372,0.9173936072984389,0.9038883224528812,0.9854791328999762,1.2854339736015326,2,2,2
2022,06,33434,tenure,All,2,2,2,0.18393531632496654,0.4077414308338753,0.7634456619092692,0.7585237567299399,0.8263150960258799,1.1531036435476172,2,2,2
2022,06,36000,tenure,All,1,1,1,0.21396061668358116,0.44993162941173787,0.7363347337202844,0.8805130711837075,0.9661528899428669,1.1296307424120033,1,1,1
2022,06,36448,tenure,All,2,2,2,0.41209114462711643,0.6335302533453244,0.895613453979712,1.1575964650032031,1.2652803461497828,1.3659218735798722,2,2,2
2022,06,36546,tenure,All,1,1,1,0.12304306634693088,0.41705668640739363,0.9464304069320211,0.294525775616657,0.675180505732212,1.1898716455408067,1,1,1
2022,06,36770,tenure,All,1,1,1,0.22927009879078647,0.41263911637362183,0.604618580043643,0.7358773118552658,0.9322692158416871,1.0886055876800935,1,1,1
2022,06,37692,tenure,All,2,2,2,0.24936974789915964,0.3796065737051793,0.525086287878941,0.6512605042016807,1.0130727091633467,1.1815456180224817,2,2,2
2022,06,39496,tenure,All,2,2,2,0.15335841807805325,0.339138998924014,0.6808079966923116,0.7318662508197619,0.8979791834699433,1.2009654378634274,2,2,2
2022,06,39892,tenure,All,2,2,2,0.2642114914425428,0.5827678095316278,0.7932842445058642,1.325947432762836,1.47016395589896,1.3714973222961686,2,2,2
2022,06,40130,tenure,All,1,1,1,0.38559868596559554,0.6687082035009823,0.892171206122544,0.7399317643432184,0.9997897114311435,1.308569815361002,1,1,1
2022,06,41992,tenure,All,2,2,2,0.3941058922967455,0.5636601467067234,0.779308293980526,0.9560338971777705,1.314420906016968,1.3879552264672192,2,2,2
2022,06,43000,tenure,All,1,1,1,0.24934848360804365,0.4178310882818691,0.8582889697518491,0.5729411979949233,0.8022950309733515,1.189199671916333,1,1,1
2022,06,44000,tenure,All,1,1,1,0.24908928394415183,0.4774518611277239,0.7970252492946643,0.43435579803066854,0.7549583645555891,1.0644958313550277,1,1,1
2022,06,45484,tenure,All,2,2,2,0.31701559927545425,0.47807575959552373,0.6498402327151377,0.9148143618771613,0.9183540588059198,1.1915385157144875,2,2,2
2022,06,46842,tenure,All,1,1,1,0.23638898666597066,0.36249108285952275,0.6382973853038821,0.8491740008028373,0.8987807814452505,1.0039518184164513,1,1,1
2022,06,46898,tenure,All,2,2,2,0.19007331925706852,0.4232083134788296,0.8542610296935467,0.4782661850305563,0.8609648468310985,1.4227309554146756,2,2,2
2022,06,47766,tenure,All,2,2,2,0.5837441478963649,0.7545430217638912,0.9895775621130994,1.4482476621906462,1.4086888754028306,1.69614467463023,2,2,2
2022,06,48256,tenure,All,2,2,2,0.2942385956534059,0.360359476782348,0.7518151328492103,0.9604560233946794,1.1596479231310008,1.401242026313684,2,2,2
2022,06,48354,tenure,All,1,1,1,0.28166121895827795,0.39964888809832183,0.665470138406865,0.7900132390758317,0.9720772800608524,1.1829853228788172,1,1,1
2022,06,49270,tenure,All,1,1,1,0.16744038441007902,0.2757031765799168,0.5374178298866462,0.8523623999688311,0.8713419525553687,1.0113669426983938,1,1,1
2022,06,49670,tenure,All,2,2,2,0.25708206525403443,0.6783772355719938,1.0015715720423037,0.7619407205569528,1.2620037381376181,1.6009240455091909,2,2,2
2022,06,50076,tenure,All,NA,2,2,NA,0.4306529951430113,0.4936258969329289,NA,1.2034494621072456,1.0879988022845117,NA,2,2
2022,06,50258,tenure,All,2,2,2,0.3056796426292278,0.47702963222341077,0.7923899575614944,0.7898319506487981,0.9576456704602668,1.1568809801399023,2,2,2
2022,06,51182,tenure,All,2,2,2,0.3183012549773769,0.37784562474761346,0.8500041814834773,0.75316435364223,0.8050675262180783,1.2335274641040022,2,2,2
2022,06,52526,tenure,All,1,1,1,0.20809995691512279,0.4125111757369825,0.733964666215234,1.1251615682895304,1.0353992135833443,1.3123304702280285,1,1,1
2022,06,53000,tenure,All,1,1,1,0.41715806279936135,0.6460985326984744,0.8709871937696105,0.7706439595529537,0.9904215889057012,1.2004231268460697,1,1,1
2022,06,53322,tenure,All,2,2,2,0.2947604514296613,0.4731995424237744,0.8088784925358751,0.7360430090902051,0.8007324957008032,1.1081267707021472,2,2,2
2022,06,53896,tenure,All,1,1,1,0.21996334050826782,0.25843333735323465,0.4691309461191938,0.6707188720786942,0.7926207563830316,0.8207306315626771,1,1,1
2022,06,53980,tenure,All,2,2,2,0.34972212185005264,0.49887761662595054,0.8957079776393614,0.9350972779556609,1.0427512509080008,1.3093952059807754,2,2,2
2022,06,54652,tenure,All,1,1,1,0.3744698196693647,0.4693253643314473,0.7887506721746085,1.0243036459657209,0.9307377932336695,1.1640237631199266,1,1,1
2022,06,55156,tenure,All,1,1,1,0.22256075627412952,0.49774058861694015,0.7884974063677525,0.6634040160201367,0.9317552259727916,1.1739713639523157,1,1,1
2022,06,56000,tenure,All,1,1,1,0.27528272571555107,0.36360983212666215,0.7701912133951917,0.44630656876376895,0.639530439481819,1.1061451448749116,1,1,1
2022,06,56700,tenure,All,NA,2,2,NA,0.44466621637001275,0.6532374012336247,NA,1.1818316088157346,1.0770531816814926,NA,2,2
2022,06,57456,tenure,All,2,2,2,0.40111766532132875,0.5015002500416736,0.8550550655044626,1.050139708165166,0.9864144024004001,1.1766271726081738,2,2,2
2022,06,57792,tenure,All,2,2,2,0.20463511696384287,0.2944893948883671,0.6815573321418503,0.6406605253123002,0.8074966789674515,1.2508502614347796,2,2,2
2022,06,58072,tenure,All,1,1,1,0.3072790072917999,0.5572906073027065,0.8826531941774425,0.9649481898426506,1.0623808134882735,1.2775497181878908,1,1,1
2022,06,59444,tenure,All,2,2,2,0.2702568835409451,0.4122542706195236,0.8074260371155841,0.7414796405018128,1.1249185780611184,1.3430250523679914,2,2,2
2022,06,59451,tenure,All,1,1,1,0.3929008567931457,0.4032582461786002,0.4568884170794999,1.2582619339045287,1.1696500402252614,1.114059919792404,1,1,1
2022,06,59920,tenure,All,2,2,2,0.3606081015403414,0.47787400939600555,0.8291008117941616,0.8127287007439316,0.9689525268002094,1.3531733766165228,2,2,2
2022,06,60102,tenure,All,2,2,2,0.3192851886673445,0.7766893040937672,1.0758879968215758,0.8903953504360792,1.2306820007307593,1.5382827205284415,2,2,2
2022,06,60466,tenure,All,2,2,2,0.3483206137300733,0.4565003853298613,0.8568002331530246,1.2622709717731206,1.2162046152058512,1.5591909012496215,2,2,2
2022,06,60620,tenure,All,2,2,2,0.41266082296760015,0.6237155925647188,0.8361855497006105,0.774272326967344,0.9896455741820857,1.19060658882387,2,2,2
2022,06,62000,tenure,All,1,1,1,0.2480417779700559,0.344610850071539,0.653748549199189,0.6420434875541801,0.7816876692901178,1.057543795301856,1,1,1
2022,06,62938,tenure,All,1,1,1,0.3226717172519514,0.4721229501921605,0.6875421975065139,1.2070564174497342,1.1362938260395974,1.2460705345920053,1,1,1
2022,06,64000,tenure,All,1,1,1,0.26310959703633474,0.4899816348742158,0.856785107377627,0.6808288732716087,0.974852961659831,1.3457060449357454,1,1,1
2022,06,64224,tenure,All,1,1,1,0.3958058960591632,0.46957250628667224,0.8584500892280822,0.9585654948840037,0.8924839340597933,1.3577856247864222,1,1,1
2022,06,65000,tenure,All,2,2,2,0.2592952341829806,0.5101923054620429,0.8298350135873849,0.7381246728470151,0.9837643164577324,1.2399032732041422,2,2,2
2022,06,65042,tenure,All,1,1,1,0.3182361210644914,0.5232872011230371,0.7602661247520766,0.6836110216590906,0.8946596749411873,1.1662077497184895,1,1,1
2022,06,66000,tenure,All,1,1,1,0.2684456437985953,0.47753755180560165,0.7914420882639435,0.6582256805870289,0.8694425026713706,1.1825382616106292,1,1,1
2022,06,67000,tenure,All,1,1,1,0.6165267334299941,0.793957190555688,0.9479025780274012,1.0822515201582539,1.2591447054614835,1.400451180606461,1,1,1
2022,06,68000,tenure,All,1,1,1,0.40251176716731196,0.5885420904424924,0.8358844593486817,0.9800209371166593,1.0786413480057115,1.3248066405878676,1,1,1
2022,06,68084,tenure,All,2,2,2,0.3955967676946786,0.5583485868059068,0.8244037624514295,1.0872618196886337,1.1419335221552676,1.3562976324632856,2,2,2
2022,06,68196,tenure,All,2,2,2,0.2720920772516811,0.41389963002430913,0.8118374654485067,0.7444040390261623,0.7492600991018793,1.1760373408200964,2,2,2
2022,06,68252,tenure,All,2,2,2,0.34031544108443423,0.6142911575920569,0.8824345023049697,0.8617770293812881,1.1013642502650136,1.4312839304675657,2,2,2
2022,06,68378,tenure,All,NA,2,2,NA,0.2785343709468223,0.4988064791133845,NA,1.1151102464332037,1.1965046888320545,NA,2,2
2022,06,69000,tenure,All,1,1,1,0.3301732645144249,0.5677625444455531,0.9192992429575179,0.9017449129334011,1.008174449098272,1.3325859290476676,1,1,1
2022,06,69070,tenure,All,2,2,2,0.2787310344827586,0.4705307441967148,0.8267161976821262,0.6408275862068965,0.7662041471534489,1.2010442203583063,2,2,2
2022,06,69084,tenure,All,1,1,1,0.30077843980949975,0.5765722560637644,0.941503609607458,0.9308971357525346,1.1246554499308739,1.5250110784188378,1,1,1
2022,06,69088,tenure,All,1,1,1,0.2610695850135005,0.4214360262318666,0.62805256246099,1.1522064271970447,1.1623968271497307,1.1619531125720008,1,1,1
2022,06,69196,tenure,All,2,2,2,0.40656998014715523,0.684140542936262,0.9211028200961573,1.0196646170652057,1.195270483549853,1.3393815235011302,2,2,2
2022,06,70000,tenure,All,1,1,1,0.2414023347496165,0.471065272794297,0.7721010743164667,0.43806940829032454,0.8181257222243684,1.2004869609790478,1,1,1
2022,06,70098,tenure,All,1,1,1,0.40942490283504385,0.5680961501593655,0.8244645322144574,0.9858317261238859,1.085864226247181,1.256271025214739,1,1,1
2022,06,72016,tenure,All,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,06,73080,tenure,All,2,2,2,0.216039119804401,0.533507898480254,0.8543314876819239,0.7156968215158925,0.9969618576346789,1.2038277093443923,2,2,2
2022,06,75000,tenure,All,1,1,1,0.1957137019518135,0.38304305250265464,0.7627046440963325,0.556180460804622,0.8297125632006204,1.2279172234483235,1,1,1
2022,06,77000,tenure,All,1,1,1,0.25428295208572166,0.4967672701274052,0.9706608550453703,0.9800401246166708,1.0933474730137291,1.7718272145961294,1,1,1
2022,06,78120,tenure,All,1,1,1,0.3316427323546336,0.4009395823955819,0.4539170779474683,0.9815262979681628,1.0416502610797258,0.976876666317192,1,1,1
2022,06,78582,tenure,All,1,1,1,0.21627005404766148,0.3253313286901553,0.5957919772019259,0.8856127081035433,0.8991811522654716,1.1139933412861804,1,1,1
2022,06,80000,tenure,All,1,1,1,0.3341706773381907,0.5438303238055726,0.780184799617993,1.027779423346331,1.0823722641035,1.329005108159069,1,1,1
2022,06,80238,tenure,All,NA,2,2,NA,0.46980334944470126,0.46895414472565955,NA,1.0393466417024586,0.8991219857709026,NA,2,2
2022,06,80854,tenure,All,2,2,2,0.22144482751738273,0.40603762162650875,0.8595310892597702,0.638590920777435,0.8219335759337965,1.3146304766570578,2,2,2
2022,06,81344,tenure,All,2,2,2,0.20503166181755947,0.3932653691689836,0.5386193923502252,0.7218894403559815,0.8482133662856554,0.8887305477968421,2,2,2
2022,06,81554,tenure,All,2,2,2,0.2849162011173184,0.5328187965302916,0.7539027210417091,0.9860335195530726,1.0489720647496756,1.2257390209218635,2,2,2
2022,06,81666,tenure,All,1,1,1,0.2039569644326154,0.39778067951000895,0.7316099448275046,0.7514847931196362,0.8355423268820905,1.161619208779194,1,1,1
2022,06,82590,tenure,All,2,2,2,0.1368915349176612,0.3718227715861424,0.6665855183864866,0.5247706994437245,0.7711162799271253,1.0331174677373434,2,2,2
2022,06,82954,tenure,All,1,1,1,0.2523905186954573,0.35685836409655247,0.8642118322821974,0.9350936789663377,1.0322881830722643,1.5953238739164621,1,1,1
2022,06,82996,tenure,All,2,2,2,0.298949386008076,0.4954369681457353,0.901444554127122,0.8235335199777508,0.8651026141583081,1.2487364457468757,2,2,2
2022,06,84200,tenure,All,2,2,2,0.30364197611014565,0.3807257933986274,0.7304190266205262,0.901993904033132,0.8576916794995284,1.1356823711228918,2,2,2
2022,06,84550,tenure,All,2,2,2,0.35896883116659206,0.5867548045820656,0.9983826306085263,0.9459810585411826,0.9924611168025822,1.2985711534558984,2,2,2
2022,06,85292,tenure,All,2,2,2,0.30324011026122744,0.5629694385632781,0.8507112307633156,1.0651262848283098,1.117781376848801,1.2765712185088158,2,2,2
2022,08,03455,tenure,All,2,2,2,0.5364407276714699,0.6689593582657246,0.9522707231611452,1.942738581737034,1.5568279977690835,1.649647219775097,2,2,2
2022,08,04000,tenure,All,1,1,1,0.2584425434063543,0.5200193898073694,0.8498704081322795,0.8400597176379426,1.0204675435645563,1.3150011424289059,1,1,1
2022,08,07850,tenure,All,1,1,1,0.2801222211480981,0.6596650922912982,0.8847735973408483,0.7066554500170428,1.125673809009026,1.3224297934524123,1,1,1
2022,08,12815,tenure,All,2,2,2,0.33954067794146287,0.4223538849719772,0.7726785532388358,1.3059360849904638,1.2246098857929106,1.575004809249982,2,2,2
2022,08,16000,tenure,All,1,1,1,0.2580114420684365,0.501420837816788,0.7795858453005257,1.073372461653762,1.1938192168647084,1.380091746859361,1,1,1
2022,08,20000,tenure,All,1,1,1,0.3187092075223633,0.5499511352870551,0.8894408042428348,0.7073760144074552,0.9549621481886144,1.3306352750639654,1,1,1
2022,08,27425,tenure,All,2,2,2,0.26939483201962067,0.5066871468984477,0.8300721470819155,0.8409310552161366,1.035393570785047,1.3528278816840524,2,2,2
2022,08,32155,tenure,All,1,1,1,0.40394415255989524,0.6989863613569849,0.9563505768786288,1.3240725871167338,1.2617081700990733,1.3620347377688158,1,1,1
2022,08,43000,tenure,All,2,2,2,0.37261384523511754,0.6042788078166879,0.9933892823665156,1.1787768602883768,1.2789967743413766,1.5976931138401889,2,2,2
2022,08,45970,tenure,All,1,1,1,0.3797640689542869,0.6693404201340425,0.8714451483881086,1.2183575135611846,1.3500750825618033,1.5035139040380072,1,1,1
2022,08,46465,tenure,All,2,2,2,0.3907624165028347,0.5402361416819872,0.8666642367708811,1.243596475230486,1.1932583238299723,1.4560582159174797,2,2,2
2022,08,62000,tenure,All,2,2,2,0.4559293871275812,0.6967782300342614,0.9163834233940212,1.1951287180417434,1.4805381878250539,1.4605509306679016,2,2,2
2022,08,77290,tenure,All,2,2,2,0.34177554258408815,0.5433374148324543,0.8857322035798841,1.4204895406363822,1.3473377033988228,1.4917748209433221,2,2,2
2022,08,83835,tenure,All,2,2,2,0.2936040584358487,0.6306715669610393,0.9576540754064672,0.9955645782238679,1.3510556832954783,1.5469528694513393,2,2,2
2022,09,08000,tenure,All,1,1,1,0.44844437812430055,0.7054130250916267,0.9079190116998669,0.6361262403939416,0.9902452776994644,1.1336960836972514,1,1,1
2022,09,18430,tenure,All,2,2,2,0.3099375173584838,0.5421144505840229,0.8407403388109254,0.931052921356468,1.2194999967704838,1.515039463509644,2,2,2
2022,09,37000,tenure,All,1,1,1,0.38431005262688434,0.7317747460784902,0.9888497093300296,0.4571849076799572,0.9295029749383977,1.1317306775945868,1,1,1
2022,09,52000,tenure,All,1,1,1,0.3407221606486613,0.5224062086477593,0.9302005244894175,0.5311205739952167,0.7408533314259147,1.2053985324892056,1,1,1
2022,09,55990,tenure,All,1,1,1,0.3291692692067458,0.7271326382484786,0.8390309471516074,0.5579013116801999,1.1763110158230194,1.3903174162533762,1,1,1
2022,09,73000,tenure,All,2,2,2,0.2521968167720533,0.47977726728847614,0.7091698825311714,0.5747545010949668,0.8476181141583429,1.0918607956789372,2,2,2
2022,09,80000,tenure,All,1,1,1,0.25078891502667966,0.7393303515445387,0.9736219982580565,0.4463824660049343,1.0971450068971282,1.2417879805897722,1,1,1
2022,11,50000,tenure,All,1,1,1,0.3675121063755786,0.6919839038270503,0.8523987003058104,0.7532841051983841,1.1370784435876282,1.2916461882918304,1,1,1
2022,12,07300,tenure,All,1,1,1,0.21042506645726963,0.3296667354292235,0.5945563549081416,0.4106537029548807,0.680700945866059,0.9894137008768863,1,1,1
2022,12,07875,tenure,All,2,2,2,0.3905941544047096,0.5915764501449466,0.8520783384315068,1.1408074841500742,1.305811276264859,1.3384490096433486,2,2,2
2022,12,10275,tenure,All,1,1,1,0.2369915441525912,0.4570329494903847,0.690851328699698,1.0536080232686549,1.4082848270384816,1.3139870309343458,1,1,1
2022,12,12875,tenure,All,2,2,2,0.3332684401805,0.49733969485011886,0.9039495771914307,0.722249298263994,0.9755921449189288,1.348875405282575,2,2,2
2022,12,14400,tenure,All,1,1,1,0.2232859122127058,0.34486247029169653,0.6097428572858421,0.4632937986898133,0.7548987154888143,1.0185386214518375,1,1,1
