year,state,county,pc_phys_ratio,population,pc_phys_quality
2019,01,001,2235:1,58805,1
2019,01,003,1450:1,231767,1
2019,01,005,2743:1,25223,1
2019,01,007,1723:1,22293,1
2019,01,009,4448:1,59134,1
2019,01,011,3367:1,10357,2
2019,01,013,3890:1,19051,1
2019,01,015,1623:1,116441,1
2019,01,017,2217:1,34772,1
2019,01,019,2620:1,24971,1
2019,01,021,4443:1,45014,1
2019,01,023,2518:1,12665,1
2019,01,025,2147:1,23087,1
2019,01,027,2647:1,14236,1
2019,01,029,4970:1,15056,2
2019,01,031,2094:1,53465,1
2019,01,033,1625:1,57227,1
2019,01,035,2413:1,11597,1
2019,01,037,0,10387,NA
2019,01,039,2179:1,37570,1
2019,01,041,6886:1,13194,2
2019,01,043,1675:1,87866,1
2019,01,045,4098:1,49326,1
2019,01,047,1328:1,38462,1
2019,01,049,2235:1,71608,1
2019,01,051,4274:1,87977,1
2019,01,053,3053:1,36757,1
2019,01,055,1232:1,103436,1
2019,01,057,1019:1,16321,1
2019,01,059,2240:1,32113,1
2019,01,061,3284:1,26659,1
2019,01,063,2028:1,7730,2
2019,01,065,4884:1,14785,2
2019,01,067,3441:1,17146,1
2019,01,069,1176:1,107202,1
2019,01,071,1844:1,52579,1
2019,01,073,891:1,674721,1
2019,01,075,0,13972,NA
2019,01,077,1818:1,93564,1
2019,01,079,6585:1,33073,1
2019,01,081,2057:1,174241,1
2019,01,083,2748:1,103570,1
2019,01,085,9726:1,10311,2
2019,01,087,2581:1,19532,1
2019,01,089,1120:1,388153,1
2019,01,091,2695:1,19323,1
2019,01,093,3714:1,29341,1
2019,01,095,1698:1,97612,1
2019,01,097,1455:1,414809,1
2019,01,099,2304:1,19772,1
2019,01,101,972:1,228954,1
2019,01,103,1962:1,123421,1
2019,01,105,2974:1,8511,2
2019,01,107,2491:1,19123,1
2019,01,109,2365:1,33009,1
2019,01,111,4544:1,21967,1
2019,01,113,4830:1,59183,1
2019,01,115,6394:1,91103,1
2019,01,117,1196:1,223024,1
2019,01,119,1775:1,12345,1
2019,01,121,3199:1,82149,1
2019,01,123,2018:1,41311,1
2019,01,125,1396:1,227036,1
2019,01,127,2443:1,65342,1
2019,01,129,8163:1,15388,2
2019,01,131,3458:1,10600,2
2019,01,133,2954:1,23540,1
2019,02,013,0,3420,NA
2019,02,016,2817:1,5232,2
2019,02,020,850:1,291247,1
2019,02,050,919:1,18666,1
2019,02,060,0,844,1
2019,02,068,0,1619,NA
2019,02,070,378:1,4857,1
2019,02,090,1139:1,95655,1
2019,02,100,361:1,2080,1
2019,02,105,0,2365,NA
2019,02,110,799:1,32255,1
2019,02,122,1305:1,58799,1
2019,02,130,869:1,13948,1
2019,02,150,812:1,13101,1
2019,02,158,0,8368,NA
2019,02,164,0,1476,1
2019,02,170,1969:1,107081,1
2019,02,180,834:1,10046,1
2019,02,185,4916:1,11031,2
2019,02,188,1089:1,7793,1
2019,02,195,544:1,3398,1
2019,02,198,689:1,5753,1
2019,02,220,447:1,8458,1
2019,02,230,0,1240,1
2019,02,240,1379:1,6808,1
2019,02,261,767:1,NA,1
2019,02,275,834:1,2127,2
2019,02,282,0,662,1
2019,02,290,5230:1,5343,2
2019,04,001,2319:1,66021,1
2019,04,003,1679:1,125447,1
2019,04,005,1237:1,145101,1
2019,04,007,2455:1,53272,1
2019,04,009,2158:1,38533,1
2019,04,011,1900:1,9563,1
2019,04,012,3518:1,16557,1
2019,04,013,1419:1,4420568,1
2019,04,015,1861:1,213267,1
2019,04,017,1733:1,106717,1
2019,04,019,1145:1,1043433,1
2019,04,021,6340:1,425264,1
2019,04,023,2325:1,47669,1
2019,04,025,1729:1,236209,1
2019,04,027,2117:1,203881,1
2019,05,001,1943:1,17149,1
2019,05,003,2457:1,19062,1
2019,05,005,1233:1,41627,1
2019,05,007,1662:1,284333,1
2019,05,009,1291:1,37373,1
2019,05,011,1794:1,10545,1
2019,05,013,5189:1,4739,2
2019,05,015,1774:1,28260,1
2019,05,017,1445:1,10208,1
2019,05,019,2232:1,21446,1
2019,05,021,7276:1,14552,2
2019,05,023,1661:1,24711,1
2019,05,025,0,7550,NA
2019,05,027,1676:1,22801,1
2019,05,029,1489:1,20715,1
2019,05,031,849:1,111231,1
2019,05,033,2530:1,60133,1
2019,05,035,2997:1,48163,1
2019,05,037,2346:1,16833,1
2019,05,039,7009:1,6482,2
2019,05,041,1894:1,11395,1
2019,05,043,1401:1,17350,1
2019,05,045,1826:1,123498,1
2019,05,047,3543:1,17097,1
2019,05,049,1782:1,12075,1
2019,05,051,1156:1,100180,1
2019,05,053,9133:1,17958,2
2019,05,055,2060:1,45736,1
2019,05,057,3589:1,20065,1
2019,05,059,4824:1,33040,1
2019,05,061,1886:1,12785,1
2019,05,063,1576:1,37938,1
2019,05,065,3407:1,13577,1
2019,05,067,2787:1,16755,1
2019,05,069,1453:1,67260,1
2019,05,071,1898:1,25749,1
2019,05,073,3312:1,6308,2
2019,05,075,2734:1,16216,1
2019,05,077,8857:1,8600,2
2019,05,079,13024:1,12941,2
2019,05,081,6130:1,12026,2
2019,05,083,4293:1,21131,1
2019,05,085,6109:1,74015,1
2019,05,087,3315:1,16521,1
2019,05,089,5565:1,16826,2
2019,05,091,1352:1,42600,1
2019,05,093,2391:1,40685,1
2019,05,095,2234:1,6799,2
2019,05,097,4493:1,8484,2
2019,05,099,2751:1,8310,2
2019,05,101,0,7225,NA
2019,05,103,1949:1,22650,1
2019,05,105,5228:1,10019,2
2019,05,107,1617:1,16568,1
2019,05,109,3573:1,10171,2
2019,05,111,5882:1,22965,2
2019,05,113,1248:1,19221,1
2019,05,115,1490:1,63381,1
2019,05,117,8062:1,8282,2
2019,05,119,829:1,399125,1
2019,05,121,1633:1,18571,1
2019,05,123,2083:1,23090,1
2019,05,125,2111:1,123416,1
2019,05,127,5141:1,9836,2
2019,05,129,3941:1,7828,2
2019,05,131,761:1,127799,1
2019,05,133,2126:1,15839,1
2019,05,135,4361:1,17271,2
2019,05,137,2084:1,12359,1
2019,05,139,1547:1,39054,1
2019,05,141,3309:1,15796,1
2019,05,143,1246:1,245871,1
2019,05,145,1544:1,76822,1
2019,05,147,3160:1,6269,2
2019,05,149,1940:1,20263,1
2019,06,001,902:1,1682353,1
2019,06,003,0,1204,1
2019,06,005,1656:1,40474,1
2019,06,007,1612:1,211632,1
2019,06,009,2186:1,45292,1
2019,06,011,3591:1,21839,1
2019,06,013,977:1,1165927,1
2019,06,015,1738:1,27743,1
2019,06,017,1269:1,191185,1
2019,06,019,1446:1,1008654,1
2019,06,021,7098:1,28917,2
2019,06,023,1595:1,136463,1
2019,06,025,4027:1,179702,1
2019,06,027,1061:1,19016,1
2019,06,029,2023:1,909235,1
2019,06,031,2781:1,152486,1
2019,06,033,2300:1,68163,1
2019,06,035,3397:1,32730,1
2019,06,037,1354:1,10014009,1
2019,06,039,2314:1,156255,1
2019,06,041,674:1,262321,1
2019,06,043,2867:1,17131,1
2019,06,045,1098:1,91601,1
2019,06,047,2221:1,281202,1
2019,06,049,1474:1,8700,1
2019,06,051,1313:1,13195,1
2019,06,053,1528:1,439035,1
2019,06,055,1036:1,138019,1
2019,06,057,1348:1,102241,1
2019,06,059,999:1,3186989,1
2019,06,061,805:1,404739,1
2019,06,063,1254:1,19790,1
2019,06,065,2275:1,2418185,1
2019,06,067,1116:1,1585055,1
2019,06,069,3489:1,64209,1
2019,06,071,1701:1,2181654,1
2019,06,073,1223:1,3298634,1
2019,06,075,621:1,873965,1
2019,06,077,1668:1,779233,1
2019,06,079,1215:1,282424,1
2019,06,081,939:1,764442,1
2019,06,083,1317:1,448229,1
2019,06,085,947:1,1936259,1
2019,06,087,969:1,270861,1
2019,06,089,1364:1,182155,1
2019,06,091,3005:1,3236,2
2019,06,093,1361:1,44076,1
2019,06,095,1213:1,453491,1
2019,06,097,977:1,488863,1
2019,06,099,1505:1,552878,1
2019,06,101,1259:1,99633,1
2019,06,103,2034:1,65829,1
2019,06,105,3071:1,16112,1
2019,06,107,2308:1,473117,1
2019,06,109,1434:1,55620,1
2019,06,111,1253:1,843843,1
2019,06,113,808:1,216403,1
2019,06,115,4628:1,81575,1
2019,08,001,2129:1,519572,1
2019,08,003,1160:1,16376,1
2019,08,005,1244:1,655070,1
2019,08,007,1275:1,13359,1
2019,08,009,1194:1,3506,2
2019,08,011,0,5650,NA
2019,08,013,815:1,330758,1
2019,08,014,940:1,74112,1
2019,08,015,1131:1,19476,1
2019,08,017,0,1748,1
2019,08,019,0,9397,NA
2019,08,021,2735:1,7461,2
2019,08,023,0,3499,NA
2019,08,025,0,5922,NA
2019,08,027,5068:1,4704,2
2019,08,029,1355:1,31196,1
2019,08,031,721:1,715522,1
2019,08,033,2055:1,2326,2
2019,08,035,1439:1,357978,1
2019,08,037,1313:1,55731,1
2019,08,039,6682:1,26062,2
2019,08,041,1604:1,730395,1
2019,08,043,2175:1,48939,1
2019,08,045,1335:1,61685,1
2019,08,047,3122:1,5808,2
2019,08,049,1573:1,15717,1
2019,08,051,1091:1,16918,1
2019,08,053,820:1,788,2
2019,08,055,1379:1,6820,1
2019,08,057,696:1,1379,2
2019,08,059,1166:1,582910,1
2019,08,061,0,1446,1
2019,08,063,1774:1,7087,1
2019,08,065,2032:1,7436,2
2019,08,067,815:1,55638,1
2019,08,069,1170:1,359066,1
2019,08,071,1813:1,14555,1
2019,08,073,1900:1,5675,2
2019,08,075,1494:1,21528,1
2019,08,077,871:1,155703,1
2019,08,079,769:1,865,2
2019,08,081,6642:1,13292,2
2019,08,083,970:1,25849,1
2019,08,085,1258:1,42679,1
2019,08,087,1938:1,29111,1
2019,08,089,1662:1,18690,1
2019,08,091,825:1,4874,1
2019,08,093,3769:1,17390,1
2019,08,095,853:1,4530,1
2019,08,097,1184:1,17358,1
2019,08,099,2434:1,11999,1
2019,08,101,1427:1,168162,1
2019,08,103,632:1,6529,1
2019,08,105,1024:1,11539,1
2019,08,107,777:1,24829,1
2019,08,109,6824:1,6368,2
2019,08,111,728:1,705,2
2019,08,113,1168:1,8072,1
2019,08,115,2248:1,2404,2
2019,08,117,1477:1,31055,1
2019,08,119,2116:1,24710,1
2019,08,121,1636:1,4817,2
2019,08,123,1754:1,328981,1
2019,08,125,2004:1,9988,1
2019,09,001,1060:1,957419,1
2019,09,003,1039:1,899498,1
2019,09,005,1717:1,185186,1
2019,09,007,1331:1,164245,1
2019,09,009,1128:1,864835,1
2019,09,011,1551:1,268555,1
2019,09,013,1884:1,149788,1
2019,09,015,2163:1,116418,1
2019,10,001,2152:1,181851,1
2019,10,003,1087:1,570719,1
2019,10,005,1697:1,237378,1
2019,11,001,808:1,689545,1
2019,12,001,627:1,278468,1
2019,12,003,3651:1,28259,1
2019,12,005,1633:1,175216,1
2019,12,007,4029:1,28303,1
2019,12,009,1365:1,606612,1
2019,12,011,1352:1,1944375,1
2019,12,013,2821:1,13648,1
2019,12,015,1672:1,186847,1
2019,12,017,1995:1,153843,1
2019,12,019,1958:1,218245,1
2019,12,021,1246:1,375752,1
2019,12,023,2312:1,69698,1
2019,12,027,4222:1,33976,1
2019,12,029,5609:1,16759,2
2019,12,031,1188:1,995567,1
2019,12,033,1343:1,321905,1
2019,12,035,1951:1,115378,1
2019,12,037,4042:1,12451,2
2019,12,039,4566:1,43826,1
2019,12,041,2655:1,17864,1
2019,12,043,0,12126,NA
2019,12,045,1948:1,14192,1
2019,12,047,14428:1,14004,2
2019,12,049,8979:1,25327,2
2019,12,051,3820:1,39619,1
2019,12,053,1829:1,194515,1
2019,12,055,1741:1,101235,1
2019,12,057,1204:1,1459762,1
2019,12,059,2802:1,19653,1
2019,12,061,1666:1,159788,1
2019,12,063,2443:1,47319,1
2019,12,065,2849:1,14510,1
2019,12,067,8422:1,8226,2
2019,12,069,1549:1,383956,1
2019,12,071,1538:1,760822,1
2019,12,073,1156:1,292198,1
2019,12,075,5929:1,42915,1
2019,12,077,0,7974,NA
2019,12,079,9247:1,17968,2
2019,12,081,1694:1,399710,1
2019,12,083,1669:1,375908,1
2019,12,085,1533:1,158431,1
2019,12,086,1211:1,2701767,1
2019,12,087,1427:1,82874,1
2019,12,089,2110:1,90352,1
2019,12,091,1342:1,211668,1
2019,12,093,2343:1,39644,1
2019,12,095,1088:1,1429908,1
2019,12,097,2305:1,388656,1
2019,12,099,1261:1,1492191,1
2019,12,101,1816:1,561891,1
2019,12,103,1144:1,959107,1
2019,12,105,2157:1,725046,1
2019,12,107,2484:1,73321,1
2019,12,109,999:1,273425,1
2019,12,111,2855:1,329226,1
2019,12,113,1807:1,188000,1
2019,12,115,1318:1,434006,1
2019,12,117,1282:1,470856,1
2019,12,119,2498:1,129752,1
2019,12,121,8883:1,43474,1
2019,12,123,3081:1,21796,1
2019,12,125,3809:1,16147,1
2019,12,127,1491:1,553543,1
2019,12,129,3067:1,33764,1
2019,12,131,2058:1,75305,1
2019,12,133,5095:1,25318,1
2019,13,001,3064:1,18444,1
2019,13,003,0,8286,NA
2019,13,005,1595:1,11140,1
2019,13,007,0,2876,NA
2019,13,009,2245:1,43799,1
2019,13,011,4809:1,18035,2
2019,13,013,4162:1,83505,1
2019,13,015,2506:1,108901,1
2019,13,017,1856:1,17194,1
2019,13,019,4849:1,18160,2
2019,13,021,699:1,157346,1
2019,13,023,2575:1,12583,1
2019,13,025,6370:1,18021,2
2019,13,027,5152:1,16301,2
2019,13,029,1524:1,44738,1
2019,13,031,1851:1,81099,1
2019,13,033,3198:1,24596,1
2019,13,035,4156:1,25434,1
2019,13,037,6189:1,5573,2
2019,13,039,3905:1,54768,1
2019,13,043,5402:1,10981,2
2019,13,045,2000:1,119148,1
2019,13,047,2112:1,67872,1
2019,13,049,3348:1,12518,2
2019,13,051,1096:1,295291,1
2019,13,053,1363:1,9565,1
2019,13,055,12395:1,24965,2
2019,13,057,2331:1,266620,1
2019,13,059,1296:1,128671,1
2019,13,061,2834:1,2848,2
2019,13,063,3653:1,297595,1
2019,13,065,6618:1,6749,2
2019,13,067,1308:1,766149,1
2019,13,069,1881:1,43092,1
2019,13,071,2400:1,45898,1
2019,13,073,998:1,156010,1
2019,13,075,1727:1,17229,1
2019,13,077,2092:1,146158,1
2019,13,079,12404:1,12130,2
2019,13,081,1491:1,20128,1
2019,13,083,2686:1,16251,1
2019,13,085,1450:1,26798,1
2019,13,087,2640:1,29367,1
2019,13,089,912:1,764382,1
2019,13,091,2576:1,19925,1
2019,13,093,13390:1,11208,2
2019,13,095,1239:1,85790,1
2019,13,097,2567:1,144237,1
2019,13,099,1698:1,10854,1
2019,13,101,0,3697,NA
2019,13,103,4593:1,64769,1
2019,13,105,2133:1,19637,1
2019,13,107,2265:1,22768,1
2019,13,109,2131:1,10774,1
2019,13,111,2182:1,25319,1
2019,13,113,880:1,119194,1
2019,13,115,724:1,98584,1
2019,13,117,2492:1,251283,1
2019,13,119,3892:1,23424,1
2019,13,121,899:1,1066710,1
2019,13,123,1743:1,31353,1
2019,13,125,2971:1,2884,2
2019,13,127,1938:1,84499,1
2019,13,129,2415:1,57544,1
2019,13,131,1895:1,26236,1
2019,13,133,1527:1,18915,1
2019,13,135,1517:1,957062,1
2019,13,137,2060:1,46031,1
2019,13,139,1676:1,203136,1
2019,13,141,8457:1,8735,2
2019,13,143,2483:1,29919,1
2019,13,145,2710:1,34668,1
2019,13,147,2912:1,25828,1
2019,13,149,5962:1,11412,2
2019,13,151,2076:1,240712,1
2019,13,153,1794:1,163633,1
2019,13,155,3139:1,9666,2
2019,13,157,1659:1,75907,1
2019,13,159,2844:1,14588,1
2019,13,161,7558:1,14779,2
2019,13,163,3072:1,15709,1
2019,13,165,2892:1,8674,2
2019,13,167,1929:1,9189,1
2019,13,169,4789:1,28347,1
2019,13,171,3180:1,18500,1
2019,13,173,0,9877,NA
2019,13,175,1160:1,49570,1
2019,13,177,1666:1,33163,1
2019,13,179,3233:1,65256,1
2019,13,181,3961:1,7690,2
2019,13,183,0,16168,NA
2019,13,185,1752:1,118251,1
2019,13,187,3055:1,33488,1
2019,13,189,1937:1,21632,1
2019,13,191,0,10975,NA
2019,13,193,12947:1,12082,2
2019,13,195,5976:1,30120,1
2019,13,197,0,7498,NA
2019,13,199,3528:1,20613,1
2019,13,201,2859:1,6000,2
2019,13,205,2429:1,21755,1
2019,13,207,1724:1,27957,1
2019,13,209,0,8610,NA
2019,13,211,2410:1,20097,1
2019,13,213,5728:1,39973,1
2019,13,215,932:1,206922,1
2019,13,217,3991:1,112483,1
2019,13,219,822:1,41799,1
2019,13,221,0,14825,NA
2019,13,223,6487:1,168661,1
2019,13,225,4591:1,27981,1
2019,13,227,2328:1,33216,1
2019,13,229,4866:1,19716,2
2019,13,231,4741:1,18889,2
2019,13,233,3551:1,42853,1
2019,13,235,1591:1,9855,1
2019,13,237,2458:1,22047,1
2019,13,239,0,2235,NA
2019,13,241,1428:1,16883,1
2019,13,243,3389:1,6425,2
2019,13,245,904:1,206607,1
2019,13,247,1398:1,93570,1
2019,13,249,0,4547,NA
2019,13,251,6983:1,14067,2
2019,13,253,809:1,9147,1
2019,13,255,2152:1,67306,1
2019,13,257,1525:1,26784,1
2019,13,259,0,5314,NA
2019,13,261,1342:1,29616,1
2019,13,263,3098:1,5733,2
2019,13,265,0,1559,1
2019,13,267,4214:1,22842,1
2019,13,269,0,7816,NA
2019,13,271,5287:1,12477,2
2019,13,273,0,9185,NA
2019,13,275,1084:1,45798,1
2019,13,277,1195:1,41344,1
2019,13,279,1073:1,27030,1
2019,13,281,1505:1,12493,1
2019,13,283,0,6406,NA
2019,13,285,1840:1,69426,1
2019,13,287,7985:1,9006,2
2019,13,289,8120:1,8022,2
2019,13,291,1532:1,24632,1
2019,13,293,1548:1,27700,1
2019,13,295,5366:1,67654,1
2019,13,297,4300:1,96673,1
2019,13,299,1489:1,36251,1
2019,13,301,1751:1,5215,2
2019,13,303,1852:1,19988,1
2019,13,305,2494:1,30144,1
2019,13,307,2607:1,2348,2
2019,13,309,7855:1,7471,2
2019,13,311,5133:1,28003,1
2019,13,313,1902:1,102864,1
2019,13,315,8635:1,8766,2
2019,13,317,2444:1,9565,1
2019,13,319,2985:1,8877,2
2019,13,321,3375:1,20784,1
2019,15,001,1259:1,200629,1
2019,15,003,1056:1,1016508,1
2019,15,005,0,82,1
2019,15,007,1291:1,73298,1
2019,15,009,1231:1,164754,1
2019,16,001,1038:1,494967,1
2019,16,003,4294:1,4379,2
2019,16,005,1416:1,87018,1
2019,16,007,1531:1,6372,1
2019,16,009,2325:1,9530,2
2019,16,011,3344:1,47992,1
2019,16,013,959:1,24272,1
2019,16,015,7831:1,7610,2
2019,16,017,2178:1,47110,1
2019,16,019,2588:1,123964,1
2019,16,021,2041:1,12056,1
2019,16,023,2597:1,2574,2
2019,16,025,0,1077,1
2019,16,027,3106:1,231105,1
2019,16,029,1789:1,7027,2
2019,16,031,1265:1,24655,1
2019,16,033,0,790,1
2019,16,035,973:1,8734,1
2019,16,037,0,4275,NA
2019,16,039,1719:1,28666,1
2019,16,041,2313:1,14194,1
2019,16,043,3275:1,13388,2
2019,16,045,1647:1,19123,1
2019,16,047,3795:1,15598,2
2019,16,049,1111:1,16541,1
2019,16,051,4267:1,30891,1
2019,16,053,2712:1,24237,1
2019,16,055,1143:1,171362,1
2019,16,057,1294:1,39517,1
2019,16,059,1147:1,7974,1
2019,16,061,3838:1,3533,2
2019,16,063,5366:1,5127,2
2019,16,065,1478:1,52913,1
2019,16,067,4208:1,21613,1
2019,16,069,1393:1,42090,1
2019,16,071,2266:1,4564,2
2019,16,073,11823:1,11913,2
2019,16,075,2395:1,25386,1
2019,16,077,3841:1,7878,2
2019,16,079,3221:1,13169,2
2019,16,081,3036:1,11630,2
2019,16,083,1401:1,90046,1
2019,16,085,712:1,11746,1
2019,16,087,2039:1,10500,1
2019,17,001,1022:1,65737,1
2019,17,003,5761:1,5240,2
2019,17,005,1643:1,16725,1
2019,17,007,1846:1,53448,1
2019,17,009,6578:1,6244,2
2019,17,011,2039:1,33244,1
2019,17,013,4739:1,4437,2
2019,17,015,4768:1,15702,2
2019,17,017,0,13042,NA
2019,17,019,999:1,205865,1
2019,17,021,2692:1,34032,1
2019,17,023,2574:1,15455,1
2019,17,025,6592:1,13288,2
2019,17,027,2683:1,36899,1
2019,17,029,1332:1,46863,1
2019,17,031,1046:1,5275541,1
2019,17,033,1867:1,18679,1
2019,17,035,0,10450,NA
2019,17,037,3617:1,100420,1
2019,17,039,3128:1,15516,1
2019,17,041,3244:1,19740,1
2019,17,043,738:1,932877,1
2019,17,045,3432:1,16866,1
2019,17,047,0,6245,NA
2019,17,049,1260:1,34668,1
2019,17,051,7112:1,21488,2
2019,17,053,1296:1,13534,1
2019,17,055,2748:1,37804,1
2019,17,057,2862:1,33609,1
2019,17,059,4828:1,4946,2
2019,17,061,6485:1,11985,2
2019,17,063,3191:1,52533,1
2019,17,065,2705:1,7993,2
2019,17,067,4427:1,17620,2
2019,17,069,955:1,3649,1
2019,17,071,0,6387,NA
2019,17,073,4447:1,49284,1
2019,17,075,2465:1,27077,1
2019,17,077,709:1,52974,1
2019,17,079,9610:1,9287,2
2019,17,081,1570:1,37113,1
2019,17,083,2419:1,21512,1
2019,17,085,2124:1,22035,1
2019,17,087,12417:1,13308,2
2019,17,089,2453:1,516522,1
2019,17,091,2555:1,107502,1
2019,17,093,2932:1,131869,1
2019,17,095,1988:1,49967,1
2019,17,097,881:1,714342,1
2019,17,099,2587:1,109658,1
2019,17,101,3920:1,15280,2
2019,17,103,1482:1,34145,1
2019,17,105,2377:1,35815,1
2019,17,107,3180:1,27987,1
2019,17,109,2120:1,27238,1
2019,17,111,2066:1,310229,1
2019,17,113,1787:1,170954,1
2019,17,115,1131:1,103998,1
2019,17,117,4084:1,44967,1
2019,17,119,2173:1,265859,1
2019,17,121,3382:1,37729,1
2019,17,123,11438:1,11742,2
2019,17,125,4453:1,13086,2
2019,17,127,6886:1,14169,2
2019,17,129,3049:1,12297,2
2019,17,131,15437:1,15699,2
2019,17,133,2664:1,34962,1
2019,17,135,2368:1,28288,1
2019,17,137,2244:1,32915,1
2019,17,139,2900:1,14526,1
2019,17,141,1583:1,51788,1
2019,17,143,762:1,181830,1
2019,17,145,2092:1,20945,1
2019,17,147,1816:1,16673,1
2019,17,149,1729:1,14739,1
2019,17,151,0,3763,NA
2019,17,153,0,5193,NA
2019,17,155,5739:1,5637,2
2019,17,157,2119:1,30163,1
2019,17,159,1724:1,15813,1
2019,17,161,1971:1,144672,1
2019,17,163,1593:1,257400,1
2019,17,165,1566:1,23768,1
2019,17,167,839:1,196343,1
2019,17,169,6768:1,6902,2
2019,17,171,0,4949,NA
2019,17,173,3091:1,20990,1
2019,17,175,5342:1,5400,2
2019,17,177,2342:1,44630,1
2019,17,179,2092:1,131343,1
2019,17,181,1388:1,17244,1
2019,17,183,2612:1,74188,1
2019,17,185,2304:1,11361,1
2019,17,187,2406:1,16835,1
2019,17,189,6944:1,13761,2
2019,17,191,2316:1,16179,1
2019,17,193,3384:1,13877,1
2019,17,195,1780:1,55691,1
2019,17,197,1847:1,696355,1
2019,17,199,1129:1,67153,1
2019,17,201,1333:1,285350,1
2019,17,203,2024:1,38467,1
2019,18,001,2556:1,35809,1
2019,18,003,1384:1,385410,1
2019,18,005,1373:1,82208,1
2019,18,007,4374:1,8719,2
2019,18,009,1470:1,12112,1
2019,18,011,465:1,70812,1
2019,18,013,2515:1,15475,1
2019,18,015,6752:1,20306,2
2019,18,017,2513:1,37870,1
2019,18,019,2465:1,121093,1
2019,18,021,2384:1,26466,1
2019,18,023,6480:1,33190,1
2019,18,025,0,10526,NA
2019,18,027,2223:1,33381,1
2019,18,029,2150:1,50679,1
2019,18,031,1771:1,26472,1
2019,18,033,2070:1,43265,1
2019,18,035,913:1,111903,1
2019,18,037,1221:1,43637,1
2019,18,039,1947:1,207047,1
2019,18,041,1777:1,23398,1
2019,18,043,1570:1,80484,1
2019,18,045,5449:1,16479,2
2019,18,047,1422:1,22785,1
2019,18,049,2219:1,20480,1
2019,18,051,2805:1,33011,1
2019,18,053,2349:1,66674,1
2019,18,055,3192:1,30803,1
2019,18,057,706:1,347467,1
2019,18,059,1203:1,79840,1
2019,18,061,2251:1,39654,1
2019,18,063,2004:1,174788,1
2019,18,065,2284:1,48914,1
2019,18,067,1651:1,83658,1
2019,18,069,1739:1,36662,1
2019,18,071,1638:1,46428,1
2019,18,073,3729:1,32918,1
2019,18,075,3406:1,20478,1
2019,18,077,1700:1,33147,1
2019,18,079,2521:1,27613,1
2019,18,081,1217:1,161765,1
2019,18,083,1220:1,36282,1
2019,18,085,2649:1,80240,1
2019,18,087,3961:1,40446,1
2019,18,089,1896:1,498700,1
2019,18,091,2616:1,112417,1
2019,18,093,2836:1,45011,1
2019,18,095,2090:1,130129,1
2019,18,097,1221:1,977203,1
2019,18,099,2011:1,46095,1
2019,18,101,5128:1,9812,2
2019,18,103,5074:1,35962,1
2019,18,105,1668:1,139718,1
2019,18,107,2556:1,37936,1
2019,18,109,2350:1,71780,1
2019,18,111,13984:1,13830,2
2019,18,113,3673:1,47457,1
2019,18,115,5875:1,5940,2
2019,18,117,2183:1,19867,1
2019,18,119,10400:1,21321,2
2019,18,121,4234:1,16156,2
2019,18,123,2130:1,19170,1
2019,18,125,6195:1,12250,2
2019,18,127,1638:1,173215,1
2019,18,129,3178:1,25222,1
2019,18,131,2471:1,12514,1
2019,18,133,3131:1,36726,1
2019,18,135,4933:1,24502,1
2019,18,137,28324:1,28995,2
2019,18,139,2764:1,16752,1
2019,18,141,1062:1,272912,1
2019,18,143,2387:1,24384,1
2019,18,145,2796:1,45055,1
2019,18,147,2897:1,19810,1
2019,18,149,5749:1,23371,2
2019,18,151,3844:1,34435,1
2019,18,153,2297:1,20817,1
2019,18,155,0,9737,NA
2019,18,157,1450:1,186251,1
2019,18,159,3030:1,15359,1
2019,18,161,7054:1,7087,2
2019,18,163,1243:1,180136,1
2019,18,165,2583:1,15439,1
2019,18,167,1115:1,106153,1
2019,18,169,2583:1,30976,1
2019,18,171,0,8440,NA
2019,18,173,624:1,63898,1
2019,18,175,3505:1,28182,1
2019,18,177,1689:1,66553,1
2019,18,179,1664:1,28180,1
2019,18,181,3013:1,24688,1
2019,18,183,1698:1,34191,1
2019,19,001,2384:1,7496,2
2019,19,003,3602:1,3704,2
2019,19,005,1955:1,14061,1
2019,19,007,1243:1,12317,1
2019,19,009,1374:1,5674,2
2019,19,011,4274:1,25575,1
2019,19,013,1058:1,131144,1
2019,19,015,2018:1,26715,1
2019,19,017,1790:1,24988,1
2019,19,019,2118:1,20565,1
2019,19,021,1784:1,20823,1
2019,19,023,7220:1,14334,2
2019,19,025,1611:1,9927,1
2019,19,027,1120:1,20760,1
2019,19,029,1605:1,13127,1
2019,19,031,4657:1,18505,2
2019,19,033,634:1,43127,1
2019,19,035,1404:1,11658,1
2019,19,037,1705:1,12012,1
2019,19,039,2349:1,9748,2
2019,19,041,1144:1,16384,1
2019,19,043,3510:1,17043,1
2019,19,045,2019:1,46460,1
2019,19,047,5607:1,16525,2
2019,19,049,2225:1,99678,1
2019,19,051,3000:1,9110,2
2019,19,053,3935:1,7645,2
2019,19,055,1890:1,17488,1
2019,19,057,1559:1,38910,1
2019,19,059,1233:1,17703,1
2019,19,061,1280:1,99266,1
2019,19,063,1315:1,9388,1
2019,19,065,2807:1,19509,1
2019,19,067,2607:1,15627,1
2019,19,069,5035:1,10019,2
2019,19,071,6960:1,6605,2
2019,19,073,1778:1,8771,1
2019,19,075,3058:1,12329,2
2019,19,077,2672:1,10623,1
2019,19,079,2955:1,15039,1
2019,19,081,5315:1,10795,2
2019,19,083,2407:1,16878,1
2019,19,085,2810:1,14582,1
