year,state,county,index_air_hazard,index_air_hazard_quality
2014,12,027,39,1
2014,12,029,51,1
2014,12,031,31,1
2014,12,033,37,1
2014,12,035,63,1
2014,12,037,67,1
2014,12,039,18,1
2014,12,041,46,1
2014,12,043,48,1
2014,12,045,48,1
2014,12,047,38,1
2014,12,049,40,1
2014,12,051,44,1
2014,12,053,51,1
2014,12,055,41,1
2014,12,057,34,1
2014,12,059,27,1
2014,12,061,69,1
2014,12,063,25,1
2014,12,065,20,1
2014,12,067,45,1
2014,12,069,43,1
2014,12,071,59,1
2014,12,073,14,1
2014,12,075,50,1
2014,12,077,28,1
2014,12,079,31,1
2014,12,081,59,1
2014,12,083,38,1
2014,12,085,66,1
2014,12,086,46,1
2014,12,087,97,1
2014,12,089,50,1
2014,12,091,37,1
2014,12,093,49,1
2014,12,095,30,1
2014,12,097,35,1
2014,12,099,65,1
2014,12,101,50,1
2014,12,103,55,1
2014,12,105,35,1
2014,12,107,45,1
2014,12,109,56,1
2014,12,111,66,1
2014,12,113,41,1
2014,12,115,60,1
2014,12,117,36,1
2014,12,119,37,1
2014,12,121,38,1
2014,12,123,44,1
2014,12,125,42,1
2014,12,127,50,1
2014,12,129,26,1
2014,12,131,43,1
2014,12,133,29,1
2014,13,001,40,1
2014,13,003,37,1
2014,13,005,41,1
2014,13,007,30,1
2014,13,009,20,1
2014,13,011,48,1
2014,13,013,25,1
2014,13,015,22,1
2014,13,017,36,1
2014,13,019,35,1
2014,13,021,15,1
2014,13,023,27,1
2014,13,025,48,1
2014,13,027,25,1
2014,13,029,41,1
2014,13,031,39,1
2014,13,033,35,1
2014,13,035,19,1
2014,13,037,28,1
2014,13,039,48,1
2014,13,043,39,1
2014,13,045,28,1
2014,13,047,25,1
2014,13,049,44,1
2014,13,051,42,1
2014,13,053,11,1
2014,13,055,35,1
2014,13,057,29,1
2014,13,059,24,1
2014,13,061,20,1
2014,13,063,12,1
2014,13,065,40,1
2014,13,067,15,1
2014,13,069,33,1
2014,13,071,28,1
2014,13,073,24,1
2014,13,075,28,1
2014,13,077,22,1
2014,13,079,23,1
2014,13,081,28,1
2014,13,083,49,1
2014,13,085,55,1
2014,13,087,25,1
2014,13,089,11,1
2014,13,091,30,1
2014,13,093,30,1
2014,13,095,20,1
2014,13,097,26,1
2014,13,099,25,1
2014,13,101,36,1
2014,13,103,36,1
2014,13,105,36,1
2014,13,107,36,1
2014,13,109,40,1
2014,13,111,72,1
2014,13,113,23,1
2014,13,115,22,1
2014,13,117,35,1
2014,13,119,38,1
2014,13,121,13,1
2014,13,123,68,1
2014,13,125,37,1
2014,13,127,58,1
2014,13,129,25,1
2014,13,131,21,1
2014,13,133,25,1
2014,13,135,20,1
2014,13,137,64,1
2014,13,139,40,1
2014,13,141,27,1
2014,13,143,33,1
2014,13,145,17,1
2014,13,147,39,1
2014,13,149,27,1
2014,13,151,17,1
2014,13,153,18,1
2014,13,155,39,1
2014,13,157,32,1
2014,13,159,20,1
2014,13,161,39,1
2014,13,163,36,1
2014,13,165,42,1
2014,13,167,33,1
2014,13,169,20,1
2014,13,171,25,1
2014,13,173,32,1
2014,13,175,25,1
2014,13,177,24,1
2014,13,179,42,1
2014,13,181,32,1
2014,13,183,43,1
2014,13,185,20,1
2014,13,187,66,1
2014,13,189,31,1
2014,13,191,61,1
2014,13,193,27,1
2014,13,195,33,1
2014,13,197,24,1
2014,13,199,27,1
2014,13,201,31,1
2014,13,205,28,1
2014,13,207,18,1
2014,13,209,35,1
2014,13,211,13,1
2014,13,213,48,1
2014,13,215,8,1
2014,13,217,12,1
2014,13,219,26,1
2014,13,221,33,1
2014,13,223,30,1
2014,13,225,20,1
2014,13,227,56,1
2014,13,229,42,1
2014,13,231,28,1
2014,13,233,29,1
2014,13,235,29,1
2014,13,237,21,1
2014,13,239,13,1
2014,13,241,83,1
2014,13,243,25,1
2014,13,245,21,1
2014,13,247,15,1
2014,13,249,28,1
2014,13,251,39,1
2014,13,253,28,1
2014,13,255,22,1
2014,13,257,52,1
2014,13,259,21,1
2014,13,261,23,1
2014,13,263,25,1
2014,13,265,29,1
2014,13,267,43,1
2014,13,269,24,1
2014,13,271,31,1
2014,13,273,25,1
2014,13,275,19,1
2014,13,277,26,1
2014,13,279,35,1
2014,13,281,81,1
2014,13,283,32,1
2014,13,285,17,1
2014,13,287,34,1
2014,13,289,24,1
2014,13,291,78,1
2014,13,293,24,1
2014,13,295,37,1
2014,13,297,21,1
2014,13,299,36,1
2014,13,301,31,1
2014,13,303,30,1
2014,13,305,40,1
2014,13,307,27,1
2014,13,309,32,1
2014,13,311,68,1
2014,13,313,23,1
2014,13,315,37,1
2014,13,317,33,1
2014,13,319,26,1
2014,13,321,30,1
2014,15,001,100,1
2014,15,003,94,1
2014,15,005,100,1
2014,15,007,100,1
2014,15,009,100,1
2014,16,001,35,1
2014,16,003,95,1
2014,16,005,94,1
2014,16,007,99,1
2014,16,009,81,1
2014,16,011,96,1
2014,16,013,99,1
2014,16,015,92,1
2014,16,017,61,1
2014,16,019,87,1
2014,16,021,83,1
2014,16,023,100,1
2014,16,025,100,1
2014,16,027,50,1
2014,16,029,91,1
2014,16,031,95,1
2014,16,033,99,1
2014,16,035,67,1
2014,16,037,100,1
2014,16,039,94,1
2014,16,041,98,1
2014,16,043,97,1
2014,16,045,84,1
2014,16,047,94,1
2014,16,049,72,1
2014,16,051,96,1
2014,16,053,92,1
2014,16,055,43,1
2014,16,057,83,1
2014,16,059,99,1
2014,16,061,72,1
2014,16,063,97,1
2014,16,065,93,1
2014,16,067,94,1
2014,16,069,65,1
2014,16,071,98,1
2014,16,073,95,1
2014,16,075,75,1
2014,16,077,98,1
2014,16,079,87,1
2014,16,081,100,1
2014,16,083,94,1
2014,16,085,98,1
2014,16,087,92,1
2014,17,001,73,1
2014,17,003,64,1
2014,17,005,78,1
2014,17,007,71,1
2014,17,009,88,1
2014,17,011,82,1
2014,17,013,73,1
2014,17,015,87,1
2014,17,017,81,1
2014,17,019,71,1
2014,17,021,83,1
2014,17,023,83,1
2014,17,025,83,1
2014,17,027,74,1
2014,17,029,82,1
2014,17,031,9,1
2014,17,033,72,1
2014,17,035,85,1
2014,17,037,71,1
2014,17,039,84,1
2014,17,041,66,1
2014,17,043,16,1
2014,17,045,84,1
2014,17,047,79,1
2014,17,049,76,1
2014,17,051,83,1
2014,17,053,89,1
2014,17,055,65,1
2014,17,057,85,1
2014,17,059,75,1
2014,17,061,80,1
2014,17,063,69,1
2014,17,065,79,1
2014,17,067,87,1
2014,17,069,69,1
2014,17,071,89,1
2014,17,073,84,1
2014,17,075,89,1
2014,17,077,58,1
2014,17,079,83,1
2014,17,081,68,1
2014,17,083,66,1
2014,17,085,88,1
2014,17,087,71,1
2014,17,089,37,1
2014,17,091,55,1
2014,17,093,52,1
2014,17,095,82,1
2014,17,097,44,1
2014,17,099,63,1
2014,17,101,79,1
2014,17,103,81,1
2014,17,105,86,1
2014,17,107,82,1
2014,17,109,84,1
2014,17,111,61,1
2014,17,113,74,1
2014,17,115,66,1
2014,17,117,77,1
2014,17,119,40,1
2014,17,121,68,1
2014,17,123,86,1
2014,17,125,85,1
2014,17,127,60,1
2014,17,129,85,1
2014,17,131,89,1
2014,17,133,57,1
2014,17,135,82,1
2014,17,137,82,1
2014,17,139,86,1
2014,17,141,83,1
2014,17,143,61,1
2014,17,145,72,1
2014,17,147,86,1
2014,17,149,83,1
2014,17,151,70,1
2014,17,153,70,1
2014,17,155,82,1
2014,17,157,64,1
2014,17,159,81,1
2014,17,161,62,1
2014,17,163,41,1
2014,17,165,68,1
2014,17,167,68,1
2014,17,169,87,1
2014,17,171,84,1
2014,17,173,85,1
2014,17,175,91,1
2014,17,177,87,1
2014,17,179,72,1
2014,17,181,69,1
2014,17,183,79,1
2014,17,185,78,1
2014,17,187,88,1
2014,17,189,78,1
2014,17,191,81,1
2014,17,193,78,1
2014,17,195,77,1
2014,17,197,40,1
2014,17,199,61,1
2014,17,201,57,1
2014,17,203,85,1
2014,18,001,88,1
2014,18,003,71,1
2014,18,005,64,1
2014,18,007,91,1
2014,18,009,87,1
2014,18,011,76,1
2014,18,013,81,1
2014,18,015,88,1
2014,18,017,85,1
2014,18,019,39,1
2014,18,021,82,1
2014,18,023,84,1
2014,18,025,65,1
2014,18,027,77,1
2014,18,029,70,1
2014,18,031,81,1
2014,18,033,84,1
2014,18,035,79,1
2014,18,037,68,1
2014,18,039,72,1
2014,18,041,84,1
2014,18,043,38,1
2014,18,045,82,1
2014,18,047,83,1
2014,18,049,90,1
2014,18,051,75,1
2014,18,053,84,1
2014,18,055,83,1
2014,18,057,66,1
2014,18,059,73,1
2014,18,061,15,1
2014,18,063,68,1
2014,18,065,84,1
2014,18,067,73,1
2014,18,069,87,1
2014,18,071,64,1
2014,18,073,86,1
2014,18,075,86,1
2014,18,077,68,1
2014,18,079,77,1
2014,18,081,66,1
2014,18,083,77,1
2014,18,085,84,1
2014,18,087,90,1
2014,18,089,55,1
2014,18,091,81,1
2014,18,093,75,1
2014,18,095,79,1
2014,18,097,45,1
2014,18,099,84,1
2014,18,101,80,1
2014,18,103,88,1
2014,18,105,62,1
2014,18,107,85,1
2014,18,109,73,1
2014,18,111,87,1
2014,18,113,88,1
2014,18,115,73,1
2014,18,117,77,1
2014,18,119,82,1
2014,18,121,87,1
2014,18,123,59,1
2014,18,125,77,1
2014,18,127,73,1
2014,18,129,72,1
2014,18,131,91,1
2014,18,133,83,1
2014,18,135,88,1
2014,18,137,78,1
2014,18,139,84,1
2014,18,141,79,1
2014,18,143,68,1
2014,18,145,75,1
2014,18,147,69,1
2014,18,149,88,1
2014,18,151,88,1
2014,18,153,82,1
2014,18,155,72,1
2014,18,157,69,1
2014,18,159,87,1
2014,18,161,85,1
2014,18,163,52,1
2014,18,165,85,1
2014,18,167,68,1
2014,18,169,84,1
2014,18,171,88,1
2014,18,173,65,1
2014,18,175,68,1
2014,18,177,80,1
2014,18,179,88,1
2014,18,181,88,1
2014,18,183,86,1
2014,19,001,95,1
2014,19,003,94,1
2014,19,005,96,1
2014,19,007,92,1
2014,19,009,96,1
2014,19,011,93,1
2014,19,013,83,1
2014,19,015,92,1
2014,19,017,94,1
2014,19,019,94,1
2014,19,021,97,1
2014,19,023,95,1
2014,19,025,97,1
2014,19,027,96,1
2014,19,029,95,1
2014,19,031,90,1
2014,19,033,93,1
2014,19,035,97,1
2014,19,037,96,1
2014,19,039,89,1
2014,19,041,96,1
2014,19,043,95,1
2014,19,045,84,1
2014,19,047,96,1
2014,19,049,89,1
2014,19,051,92,1
2014,19,053,92,1
2014,19,055,95,1
2014,19,057,82,1
2014,19,059,96,1
2014,19,061,88,1
2014,19,063,97,1
2014,19,065,95,1
2014,19,067,96,1
2014,19,069,96,1
2014,19,071,92,1
2014,19,073,95,1
2014,19,075,95,1
2014,19,077,95,1
2014,19,079,90,1
2014,19,081,96,1
2014,19,083,95,1
2014,19,085,92,1
2014,19,087,90,1
2014,19,089,96,1
2014,19,091,96,1
2014,19,093,97,1
2014,19,095,92,1
2014,19,097,92,1
2014,19,099,90,1
2014,19,101,70,1
2014,19,103,81,1
2014,19,105,73,1
2014,19,107,92,1
2014,19,109,96,1
2014,19,111,81,1
2014,19,113,67,1
2014,19,115,91,1
2014,19,117,92,1
2014,19,119,97,1
2014,19,121,93,1
2014,19,123,88,1
2014,19,125,89,1
2014,19,127,91,1
2014,19,129,90,1
2014,19,131,96,1
2014,19,133,93,1
2014,19,135,92,1
2014,19,137,94,1
2014,19,139,80,1
2014,19,141,97,1
2014,19,143,98,1
2014,19,145,93,1
2014,19,147,97,1
2014,19,149,96,1
2014,19,151,97,1
2014,19,153,78,1
2014,19,155,71,1
2014,19,157,93,1
2014,19,159,92,1
2014,19,161,97,1
2014,19,163,66,1
2014,19,165,95,1
2014,19,167,97,1
2014,19,169,89,1
2014,19,171,94,1
2014,19,173,94,1
2014,19,175,92,1
2014,19,177,91,1
2014,19,179,85,1
2014,19,181,90,1
2014,19,183,90,1
2014,19,185,93,1
2014,19,187,94,1
2014,19,189,96,1
2014,19,191,96,1
2014,19,193,90,1
2014,19,195,96,1
2014,19,197,94,1
2014,20,001,75,1
2014,20,003,78,1
2014,20,005,75,1
2014,20,007,78,1
2014,20,009,92,1
2014,20,011,71,1
2014,20,013,90,1
2014,20,015,67,1
2014,20,017,82,1
2014,20,019,70,1
2014,20,021,71,1
2014,20,023,98,1
2014,20,025,93,1
2014,20,027,89,1
2014,20,029,92,1
2014,20,031,83,1
2014,20,033,92,1
2014,20,035,72,1
2014,20,037,71,1
2014,20,039,97,1
2014,20,041,86,1
2014,20,043,85,1
2014,20,045,70,1
2014,20,047,94,1
2014,20,049,79,1
2014,20,051,93,1
2014,20,053,91,1
2014,20,055,93,1
2014,20,057,93,1
2014,20,059,77,1
2014,20,061,79,1
2014,20,063,97,1
2014,20,065,96,1
2014,20,067,93,1
2014,20,069,96,1
2014,20,071,98,1
2014,20,073,83,1
2014,20,075,97,1
2014,20,077,79,1
2014,20,079,78,1
2014,20,081,95,1
2014,20,083,96,1
2014,20,085,86,1
2014,20,087,83,1
2014,20,089,96,1
2014,20,091,59,1
2014,20,093,95,1
2014,20,095,86,1
2014,20,097,93,1
2014,20,099,73,1
2014,20,101,97,1
2014,20,103,72,1
2014,20,105,93,1
2014,20,107,76,1
2014,20,109,96,1
2014,20,111,74,1
2014,20,113,83,1
2014,20,115,87,1
2014,20,117,89,1
2014,20,119,94,1
2014,20,121,76,1
2014,20,123,93,1
2014,20,125,58,1
2014,20,127,85,1
2014,20,129,97,1
2014,20,131,89,1
2014,20,133,70,1
2014,20,135,96,1
2014,20,137,97,1
2014,20,139,81,1
2014,20,141,95,1
2014,20,143,92,1
2014,20,145,94,1
2014,20,147,95,1
2014,20,149,85,1
2014,20,151,90,1
2014,20,153,98,1
2014,20,155,83,1
2014,20,157,94,1
2014,20,159,91,1
2014,20,161,79,1
2014,20,163,96,1
2014,20,165,95,1
2014,20,167,93,1
2014,20,169,81,1
2014,20,171,97,1
2014,20,173,39,1
2014,20,175,92,1
2014,20,177,71,1
2014,20,179,97,1
2014,20,181,98,1
2014,20,183,96,1
2014,20,185,93,1
2014,20,187,97,1
2014,20,189,94,1
2014,20,191,77,1
2014,20,193,96,1
2014,20,195,97,1
2014,20,197,85,1
2014,20,199,99,1
2014,20,201,93,1
2014,20,203,98,1
2014,20,205,62,1
2014,20,207,76,1
2014,20,209,53,1
2014,21,001,74,1
2014,21,003,69,1
2014,21,005,72,1
2014,21,007,66,1
2014,21,009,65,1
2014,21,011,76,1
2014,21,013,65,1
2014,21,015,49,1
2014,21,017,77,1
2014,21,019,40,1
2014,21,021,70,1
2014,21,023,81,1
2014,21,025,53,1
2014,21,027,67,1
2014,21,029,48,1
2014,21,031,65,1
2014,21,033,64,1
2014,21,035,54,1
2014,21,037,39,1
2014,21,039,71,1
2014,21,041,63,1
2014,21,043,65,1
2014,21,045,77,1
2014,21,047,56,1
2014,21,049,60,1
2014,21,051,48,1
2014,21,053,74,1
2014,21,055,69,1
2014,21,057,74,1
2014,21,059,56,1
2014,21,061,67,1
2014,21,063,73,1
2014,21,065,73,1
2014,21,067,55,1
2014,21,069,80,1
2014,21,071,26,1
2014,21,073,66,1
2014,21,075,64,1
2014,21,077,65,1
2014,21,079,76,1
2014,21,081,71,1
2014,21,083,58,1
2014,21,085,66,1
2014,21,087,76,1
2014,21,089,50,1
2014,21,091,66,1
2014,21,093,53,1
2014,21,095,70,1
2014,21,097,77,1
2014,21,099,67,1
2014,21,101,60,1
2014,21,103,70,1
2014,21,105,72,1
2014,21,107,63,1
2014,21,109,73,1
2014,21,111,29,1
2014,21,113,66,1
2014,21,115,49,1
2014,21,117,42,1
2014,21,119,38,1
2014,21,121,43,1
2014,21,123,67,1
2014,21,125,54,1
2014,21,127,58,1
2014,21,129,68,1
2014,21,131,59,1
2014,21,133,60,1
2014,21,135,78,1
2014,21,137,78,1
2014,21,139,26,1
2014,21,141,59,1
2014,21,143,54,1
2014,21,145,38,1
2014,21,147,67,1
2014,21,149,69,1
2014,21,151,56,1
2014,21,153,54,1
2014,21,155,72,1
2014,21,157,25,1
2014,21,159,35,1
2014,21,161,76,1
2014,21,163,43,1
2014,21,165,78,1
2014,21,167,75,1
2014,21,169,74,1
2014,21,171,72,1
2014,21,173,68,1
2014,21,175,73,1
2014,21,177,65,1
2014,21,179,51,1
2014,21,181,79,1
2014,21,183,67,1
2014,21,185,58,1
2014,21,187,78,1
2014,21,189,63,1
2014,21,191,78,1
2014,21,193,41,1
2014,21,195,40,1
2014,21,197,75,1
2014,21,199,65,1
2014,21,201,84,1
2014,21,203,72,1
2014,21,205,72,1
2014,21,207,72,1
2014,21,209,65,1
2014,21,211,60,1
2014,21,213,50,1
2014,21,215,66,1
2014,21,217,61,1
2014,21,219,64,1
2014,21,221,63,1
2014,21,223,71,1
2014,21,225,70,1
2014,21,227,45,1
2014,21,229,76,1
2014,21,231,71,1
2014,21,233,70,1
2014,21,235,50,1
2014,21,237,70,1
2014,21,239,70,1
2014,22,001,38,1
2014,22,003,24,1
2014,22,005,2,1
2014,22,007,19,1
2014,22,009,44,1
2014,22,011,15,1
2014,22,013,31,1
2014,22,015,23,1
2014,22,017,23,1
2014,22,019,3,1
2014,22,021,40,1
2014,22,023,19,1
2014,22,025,49,1
2014,22,027,35,1
2014,22,029,49,1
2014,22,031,27,1
2014,22,033,3,1
2014,22,035,58,1
2014,22,037,22,1
2014,22,039,34,1
2014,22,041,50,1
2014,22,043,28,1
2014,22,045,27,1
2014,22,047,3,1
2014,22,049,29,1
2014,22,051,14,1
2014,22,053,42,1
2014,22,055,31,1
2014,22,057,21,1
2014,22,059,39,1
2014,22,061,26,1
2014,22,063,7,1
2014,22,065,38,1
2014,22,067,40,1
2014,22,069,28,1
2014,22,071,14,1
2014,22,073,25,1
2014,22,075,48,1
2014,22,077,27,1
2014,22,079,26,1
2014,22,081,31,1
2014,22,083,46,1
2014,22,085,39,1
2014,22,087,15,1
2014,22,089,0,1
2014,22,091,21,1
2014,22,093,1,1
2014,22,095,0,1
2014,22,097,34,1
2014,22,099,35,1
2014,22,101,41,1
2014,22,103,28,1
2014,22,105,16,1
2014,22,107,53,1
2014,22,109,30,1
2014,22,111,31,1
2014,22,113,32,1
2014,22,115,22,1
2014,22,117,24,1
2014,22,119,29,1
2014,22,121,3,1
2014,22,123,58,1
2014,22,125,33,1
2014,22,127,28,1
2014,23,001,88,1
2014,23,003,96,1
2014,23,005,84,1
2014,23,007,95,1
2014,23,009,96,1
2014,23,011,89,1
2014,23,013,96,1
2014,23,015,94,1
2014,23,017,95,1
2014,23,019,90,1
2014,23,021,95,1
2014,23,023,90,1
2014,23,025,93,1
2014,23,027,96,1
2014,23,029,98,1
2014,23,031,87,1
2014,24,001,85,1
2014,24,003,47,1
2014,24,005,50,1
2014,24,009,73,1
2014,24,011,81,1
2014,24,013,74,1
2014,24,015,71,1
2014,24,017,61,1
2014,24,019,79,1
2014,24,021,65,1
2014,24,023,94,1
2014,24,025,68,1
2014,24,027,45,1
2014,24,029,78,1
2014,24,031,37,1
2014,24,033,35,1
2014,24,035,75,1
2014,24,037,74,1
2014,24,039,84,1
2014,24,041,78,1
2014,24,043,57,1
2014,24,045,63,1
2014,24,047,90,1
2014,24,510,33,1
2014,25,001,96,1
2014,25,003,94,1
2014,25,005,83,1
2014,25,007,98,1
2014,25,009,72,1
2014,25,011,88,1
2014,25,013,63,1
2014,25,015,79,1
2014,25,017,60,1
2014,25,019,99,1
2014,25,021,67,1
2014,25,023,84,1
2014,25,025,36,1
2014,25,027,84,1
2014,26,001,98,1
2014,26,003,99,1
2014,26,005,89,1
2014,26,007,97,1
2014,26,009,97,1
2014,26,011,96,1
2014,26,013,99,1
2014,26,015,91,1
2014,26,017,89,1
2014,26,019,98,1
2014,26,021,85,1
2014,26,023,91,1
2014,26,025,86,1
2014,26,027,87,1
2014,26,029,97,1
2014,26,031,98,1
2014,26,033,94,1
2014,26,035,97,1
2014,26,037,89,1
2014,26,039,96,1
2014,26,041,97,1
2014,26,043,97,1
2014,26,045,88,1
2014,26,047,98,1
2014,26,049,85,1
2014,26,051,96,1
2014,26,053,99,1
2014,26,055,94,1
2014,26,057,94,1
2014,26,059,93,1
2014,26,061,99,1
2014,26,063,98,1
2014,26,065,84,1
2014,26,067,91,1
2014,26,069,97,1
2014,26,071,98,1
2014,26,073,93,1
2014,26,075,86,1
