year,state,place,subgroup_type,subgroup,poverty_exposure,poverty_exposure_quality
2020,27,07966,race-ethnicity,Hispanic,0,3
2020,27,07966,race-ethnicity,Other Races and Ethnicities,0,3
2020,27,07966,race-ethnicity,"White, Non-Hispanic",0,2
2020,27,17000,all,All,0.2547909788493111,1
2020,27,17000,race-ethnicity,Black,0.4918191026646975,2
2020,27,17000,race-ethnicity,Hispanic,0.04109611559515395,3
2020,27,17000,race-ethnicity,Other Races and Ethnicities,0.26665468683896876,1
2020,27,17000,race-ethnicity,"White, Non-Hispanic",0.2331944254071557,1
2020,27,43000,all,All,0.23719012995935193,1
2020,27,43000,race-ethnicity,Black,0.2231408050276822,1
2020,27,43000,race-ethnicity,Hispanic,0.15813253012048192,1
2020,27,43000,race-ethnicity,Other Races and Ethnicities,0.21828286699885013,1
2020,27,43000,race-ethnicity,"White, Non-Hispanic",0.2692577576797131,1
2020,27,51730,all,All,0,2
2020,27,51730,race-ethnicity,Black,0,3
2020,27,51730,race-ethnicity,Hispanic,0,3
2020,27,51730,race-ethnicity,Other Races and Ethnicities,0,3
2020,27,51730,race-ethnicity,"White, Non-Hispanic",0,2
2020,27,54880,all,All,0.07657657228143755,1
2020,27,54880,race-ethnicity,Black,0.058191591295552236,2
2020,27,54880,race-ethnicity,Hispanic,0.14508837695761434,2
2020,27,54880,race-ethnicity,Other Races and Ethnicities,0.11728295175013359,2
2020,27,54880,race-ethnicity,"White, Non-Hispanic",0.06486025200966751,1
2020,27,58000,all,All,0.059844032549728754,1
2020,27,58000,race-ethnicity,Black,0.027632461435278338,1
2020,27,58000,race-ethnicity,Hispanic,0.053045582896329165,2
2020,27,58000,race-ethnicity,Other Races and Ethnicities,0.11165341886301307,1
2020,27,58000,race-ethnicity,"White, Non-Hispanic",0.009555729872352564,1
2020,27,71428,all,All,0,2
2020,27,71428,race-ethnicity,Black,0,3
2020,27,71428,race-ethnicity,Hispanic,0,3
2020,27,71428,race-ethnicity,Other Races and Ethnicities,0,3
2020,27,71428,race-ethnicity,"White, Non-Hispanic",0,2
2020,28,36000,all,All,0.22029767388398455,1
2020,28,36000,race-ethnicity,Black,0.23721278070780707,1
2020,28,36000,race-ethnicity,Hispanic,0,3
2020,28,36000,race-ethnicity,Other Races and Ethnicities,0.04508221936053259,3
2020,28,36000,race-ethnicity,"White, Non-Hispanic",0.06700101302987357,1
2020,29,15670,all,All,0.30781738439167333,1
2020,29,15670,race-ethnicity,Black,0.1294508004678509,2
2020,29,15670,race-ethnicity,Hispanic,0.16195536401594293,2
2020,29,15670,race-ethnicity,Other Races and Ethnicities,0.23370273821797102,2
2020,29,15670,race-ethnicity,"White, Non-Hispanic",0.39542287778648966,1
2020,29,35000,all,All,0.08814800172160231,1
2020,29,35000,race-ethnicity,Black,0.21015330544764582,2
2020,29,35000,race-ethnicity,Hispanic,0.02448644777142717,2
2020,29,35000,race-ethnicity,Other Races and Ethnicities,0.07739758584978636,2
2020,29,35000,race-ethnicity,"White, Non-Hispanic",0.05354776055579317,1
2020,29,38000,all,All,0.11678875361871818,1
2020,29,38000,race-ethnicity,Black,0.15971825464317438,1
2020,29,38000,race-ethnicity,Hispanic,0.1606267738889186,1
2020,29,38000,race-ethnicity,Other Races and Ethnicities,0.12394965387800286,1
2020,29,38000,race-ethnicity,"White, Non-Hispanic",0.05636483458040465,1
2020,29,41348,all,All,0,2
2020,29,41348,race-ethnicity,Black,0,3
2020,29,41348,race-ethnicity,Hispanic,0,3
2020,29,41348,race-ethnicity,Other Races and Ethnicities,0,3
2020,29,41348,race-ethnicity,"White, Non-Hispanic",0,2
2020,29,54074,all,All,0,2
2020,29,54074,race-ethnicity,Black,0,3
2020,29,54074,race-ethnicity,Hispanic,0,3
2020,29,54074,race-ethnicity,Other Races and Ethnicities,0,3
2020,29,54074,race-ethnicity,"White, Non-Hispanic",0,2
2020,29,65000,all,All,0.10425270870414212,1
2020,29,65000,race-ethnicity,Black,0.1350967706712527,1
2020,29,65000,race-ethnicity,Hispanic,0.00535475234270415,2
2020,29,65000,race-ethnicity,Other Races and Ethnicities,0.0799768741568703,1
2020,29,65000,race-ethnicity,"White, Non-Hispanic",0.04471925133689839,1
2020,29,70000,all,All,0.20702034227568386,1
2020,29,70000,race-ethnicity,Black,0.25126758848139735,2
2020,29,70000,race-ethnicity,Hispanic,0.2678864157818844,2
2020,29,70000,race-ethnicity,Other Races and Ethnicities,0.33575858430824745,1
2020,29,70000,race-ethnicity,"White, Non-Hispanic",0.18514541399565335,1
2020,30,06550,all,All,0,1
2020,30,06550,race-ethnicity,Black,0,3
2020,30,06550,race-ethnicity,Hispanic,0,3
2020,30,06550,race-ethnicity,Other Races and Ethnicities,0,2
2020,30,06550,race-ethnicity,"White, Non-Hispanic",0,1
2020,31,28000,all,All,0.08654567133410272,1
2020,31,28000,race-ethnicity,Black,0.08137833344604914,2
2020,31,28000,race-ethnicity,Hispanic,0.029083586490132794,2
2020,31,28000,race-ethnicity,Other Races and Ethnicities,0.05186680472234027,1
2020,31,28000,race-ethnicity,"White, Non-Hispanic",0.10201557246017218,1
2020,31,37000,all,All,0.09609223683006725,1
2020,31,37000,race-ethnicity,Black,0.18201301301117268,1
2020,31,37000,race-ethnicity,Hispanic,0.07143165513486796,1
2020,31,37000,race-ethnicity,Other Races and Ethnicities,0.08144160597629083,1
2020,31,37000,race-ethnicity,"White, Non-Hispanic",0.05724057245306203,1
2020,32,31900,all,All,0,1
2020,32,31900,race-ethnicity,Black,0,2
2020,32,31900,race-ethnicity,Hispanic,0,2
2020,32,31900,race-ethnicity,Other Races and Ethnicities,0,1
2020,32,31900,race-ethnicity,"White, Non-Hispanic",0,1
2020,32,40000,all,All,0.03811929924512516,1
2020,32,40000,race-ethnicity,Black,0.060911878809419354,1
2020,32,40000,race-ethnicity,Hispanic,0.030535053681629228,1
2020,32,40000,race-ethnicity,Other Races and Ethnicities,0.04092966897027193,1
2020,32,40000,race-ethnicity,"White, Non-Hispanic",0.029537282468343133,1
2020,32,51800,all,All,0.06007897549887577,1
2020,32,51800,race-ethnicity,Black,0.04912855976969767,1
2020,32,51800,race-ethnicity,Hispanic,0.059970155953534054,1
2020,32,51800,race-ethnicity,Other Races and Ethnicities,0.06675534127596729,1
2020,32,51800,race-ethnicity,"White, Non-Hispanic",0.06106349597936742,1
2020,32,60600,all,All,0.10977599990026458,1
2020,32,60600,race-ethnicity,Black,0.14280101757915353,2
2020,32,60600,race-ethnicity,Hispanic,0.1538321718459628,1
2020,32,60600,race-ethnicity,Other Races and Ethnicities,0.14609464107832787,1
2020,32,60600,race-ethnicity,"White, Non-Hispanic",0.08928498361526714,1
2020,32,68400,all,All,0,1
2020,32,68400,race-ethnicity,Black,0,3
2020,32,68400,race-ethnicity,Hispanic,0,2
2020,32,68400,race-ethnicity,Other Races and Ethnicities,0,2
2020,32,68400,race-ethnicity,"White, Non-Hispanic",0,2
2020,33,45140,all,All,0,1
2020,33,45140,race-ethnicity,Black,0,2
2020,33,45140,race-ethnicity,Hispanic,0,2
2020,33,45140,race-ethnicity,Other Races and Ethnicities,0,2
2020,33,45140,race-ethnicity,"White, Non-Hispanic",0,1
2020,33,50260,all,All,0,1
2020,33,50260,race-ethnicity,Black,0,3
2020,33,50260,race-ethnicity,Hispanic,0,3
2020,33,50260,race-ethnicity,Other Races and Ethnicities,0,2
2020,33,50260,race-ethnicity,"White, Non-Hispanic",0,1
2020,34,13690,all,All,0,1
2020,34,13690,race-ethnicity,Black,0,3
2020,34,13690,race-ethnicity,Hispanic,0,2
2020,34,13690,race-ethnicity,Other Races and Ethnicities,0,2
2020,34,13690,race-ethnicity,"White, Non-Hispanic",0,2
2020,34,21000,all,All,0,1
2020,34,21000,race-ethnicity,Black,0,2
2020,34,21000,race-ethnicity,Hispanic,0,1
2020,34,21000,race-ethnicity,Other Races and Ethnicities,0,1
2020,34,21000,race-ethnicity,"White, Non-Hispanic",0,2
2020,34,36000,all,All,0,1
2020,34,36000,race-ethnicity,Black,0,1
2020,34,36000,race-ethnicity,Hispanic,0,1
2020,34,36000,race-ethnicity,Other Races and Ethnicities,0,1
2020,34,36000,race-ethnicity,"White, Non-Hispanic",0,1
2020,34,51000,all,All,0.21033576025053186,1
2020,34,51000,race-ethnicity,Black,0.25261846654464104,1
2020,34,51000,race-ethnicity,Hispanic,0.1764665357721057,1
2020,34,51000,race-ethnicity,Other Races and Ethnicities,0.17692982456140352,1
2020,34,51000,race-ethnicity,"White, Non-Hispanic",0.22417008578888475,1
2020,34,57000,all,All,0.16554062667312547,1
2020,34,57000,race-ethnicity,Black,0.16978385037518198,1
2020,34,57000,race-ethnicity,Hispanic,0.17998554332985303,1
2020,34,57000,race-ethnicity,Other Races and Ethnicities,0.16546762589928057,1
2020,34,57000,race-ethnicity,"White, Non-Hispanic",0.12686769899483835,2
2020,34,74000,all,All,0.27778695975539214,1
2020,34,74000,race-ethnicity,Black,0.2839269330219368,1
2020,34,74000,race-ethnicity,Hispanic,0.2550558072715217,1
2020,34,74000,race-ethnicity,Other Races and Ethnicities,0.31168558217738546,2
2020,34,74000,race-ethnicity,"White, Non-Hispanic",0.24223358238301218,2
2020,35,02000,all,All,0.08756394099818662,1
2020,35,02000,race-ethnicity,Black,0.14891264166935037,2
2020,35,02000,race-ethnicity,Hispanic,0.10016587647882255,1
2020,35,02000,race-ethnicity,Other Races and Ethnicities,0.096451264975451,1
2020,35,02000,race-ethnicity,"White, Non-Hispanic",0.04119957702612707,1
2020,35,39380,all,All,0.07761641983554404,1
2020,35,39380,race-ethnicity,Black,0.202571000167863,3
2020,35,39380,race-ethnicity,Hispanic,0.03939754083371043,1
2020,35,39380,race-ethnicity,Other Races and Ethnicities,0.15697106942518962,1
2020,35,39380,race-ethnicity,"White, Non-Hispanic",0.046273945558405985,1
2020,35,63460,all,All,0,1
2020,35,63460,race-ethnicity,Black,0,3
2020,35,63460,race-ethnicity,Hispanic,0,2
2020,35,63460,race-ethnicity,Other Races and Ethnicities,0,2
2020,35,63460,race-ethnicity,"White, Non-Hispanic",0,2
2020,35,70500,all,All,0,1
2020,35,70500,race-ethnicity,Black,0,3
2020,35,70500,race-ethnicity,Hispanic,0,1
2020,35,70500,race-ethnicity,Other Races and Ethnicities,0,2
2020,35,70500,race-ethnicity,"White, Non-Hispanic",0,1
2020,36,01000,all,All,0.2101734813980861,1
2020,36,01000,race-ethnicity,Black,0.2247403210576015,1
2020,36,01000,race-ethnicity,Hispanic,0.25768500948766604,2
2020,36,01000,race-ethnicity,Other Races and Ethnicities,0.2579263067694944,1
2020,36,01000,race-ethnicity,"White, Non-Hispanic",0.14591409520855947,1
2020,36,11000,all,All,0.270785297707853,1
2020,36,11000,race-ethnicity,Black,0.3189424121695038,1
2020,36,11000,race-ethnicity,Hispanic,0.37140973036342323,1
2020,36,11000,race-ethnicity,Other Races and Ethnicities,0.341007918707374,1
2020,36,11000,race-ethnicity,"White, Non-Hispanic",0.13071804178882218,1
2020,36,50617,all,All,0,1
2020,36,50617,race-ethnicity,Black,0,2
2020,36,50617,race-ethnicity,Hispanic,0,2
2020,36,50617,race-ethnicity,Other Races and Ethnicities,0,2
2020,36,50617,race-ethnicity,"White, Non-Hispanic",0,2
2020,36,51000,all,All,0.16400837387958878,1
2020,36,51000,race-ethnicity,Black,0.20285657481020394,1
2020,36,51000,race-ethnicity,Hispanic,0.19092872265100108,1
2020,36,51000,race-ethnicity,Other Races and Ethnicities,0.13909981861751272,1
2020,36,51000,race-ethnicity,"White, Non-Hispanic",0.15988038269455493,1
2020,36,63000,all,All,0.4227125889088466,1
2020,36,63000,race-ethnicity,Black,0.4191070084394845,1
2020,36,63000,race-ethnicity,Hispanic,0.5336453238915666,1
2020,36,63000,race-ethnicity,Other Races and Ethnicities,0.5189459222884438,1
2020,36,63000,race-ethnicity,"White, Non-Hispanic",0.3068284697899425,1
2020,36,73000,all,All,0.3968073049443729,1
2020,36,73000,race-ethnicity,Black,0.45299809661389395,1
2020,36,73000,race-ethnicity,Hispanic,0.6198104171146567,1
2020,36,73000,race-ethnicity,Other Races and Ethnicities,0.4595504948042589,1
2020,36,73000,race-ethnicity,"White, Non-Hispanic",0.25141201662550045,1
2020,36,84000,all,All,0.07535247278837022,1
2020,36,84000,race-ethnicity,Black,0.1587512945702027,2
2020,36,84000,race-ethnicity,Hispanic,0.059298802481604386,1
2020,36,84000,race-ethnicity,Other Races and Ethnicities,0.04888691006233303,1
2020,36,84000,race-ethnicity,"White, Non-Hispanic",0.05517527483924497,1
2020,37,02140,all,All,0,1
2020,37,02140,race-ethnicity,Black,0,2
2020,37,02140,race-ethnicity,Hispanic,0,3
2020,37,02140,race-ethnicity,Other Races and Ethnicities,0,3
2020,37,02140,race-ethnicity,"White, Non-Hispanic",0,1
2020,37,10740,all,All,0,1
2020,37,10740,race-ethnicity,Black,0,2
2020,37,10740,race-ethnicity,Hispanic,0,3
2020,37,10740,race-ethnicity,Other Races and Ethnicities,0,2
2020,37,10740,race-ethnicity,"White, Non-Hispanic",0,2
2020,37,12000,all,All,0.06336088928726114,1
2020,37,12000,race-ethnicity,Black,0.07978492435769413,1
2020,37,12000,race-ethnicity,Hispanic,0.025583449327028947,1
2020,37,12000,race-ethnicity,Other Races and Ethnicities,0.05411228841329149,1
2020,37,12000,race-ethnicity,"White, Non-Hispanic",0.059333579153674654,1
2020,37,14100,all,All,0.14299414445919903,1
2020,37,14100,race-ethnicity,Black,0.06557387435475466,2
2020,37,14100,race-ethnicity,Hispanic,0.2978643853629246,3
2020,37,14100,race-ethnicity,Other Races and Ethnicities,0.3538956044707119,3
2020,37,14100,race-ethnicity,"White, Non-Hispanic",0.05473065110639322,2
2020,37,19000,all,All,0.11470626039021518,1
2020,37,19000,race-ethnicity,Black,0.10631711977360495,1
2020,37,19000,race-ethnicity,Hispanic,0.14528904929809167,1
2020,37,19000,race-ethnicity,Other Races and Ethnicities,0.1732968344030024,1
2020,37,19000,race-ethnicity,"White, Non-Hispanic",0.04052948145450372,1
2020,37,22920,all,All,0.09872559153415057,1
2020,37,22920,race-ethnicity,Black,0.10741014125560382,1
2020,37,22920,race-ethnicity,Hispanic,0.04728811167156146,1
2020,37,22920,race-ethnicity,Other Races and Ethnicities,0.06345649582544036,1
2020,37,22920,race-ethnicity,"White, Non-Hispanic",0.11602834890256858,1
2020,37,25580,all,All,0,1
2020,37,25580,race-ethnicity,Black,0,2
2020,37,25580,race-ethnicity,Hispanic,0,2
2020,37,25580,race-ethnicity,Other Races and Ethnicities,0,3
2020,37,25580,race-ethnicity,"White, Non-Hispanic",0,1
2020,37,28000,all,All,0.12784924004408138,1
2020,37,28000,race-ethnicity,Black,0.2060595227182313,1
2020,37,28000,race-ethnicity,Hispanic,0.022744658834862222,2
2020,37,28000,race-ethnicity,Other Races and Ethnicities,0.029110727920656988,1
2020,37,28000,race-ethnicity,"White, Non-Hispanic",0.03370980650083045,1
2020,37,28080,all,All,0.44212432806134255,1
2020,37,28080,race-ethnicity,Black,0.44179780425468973,1
2020,37,28080,race-ethnicity,Hispanic,0.14825979556182947,3
2020,37,28080,race-ethnicity,Other Races and Ethnicities,0.33561615029341313,2
2020,37,28080,race-ethnicity,"White, Non-Hispanic",0.4621134486201818,1
2020,37,31400,all,All,0.11343945754316269,1
2020,37,31400,race-ethnicity,Black,0.1804225685178282,1
2020,37,31400,race-ethnicity,Hispanic,0.11345475201404492,2
2020,37,31400,race-ethnicity,Other Races and Ethnicities,0.08174675984731919,2
2020,37,31400,race-ethnicity,"White, Non-Hispanic",0.021896100444744247,1
2020,37,55000,all,All,0.09254766263049952,1
2020,37,55000,race-ethnicity,Black,0.0537392961942546,1
2020,37,55000,race-ethnicity,Hispanic,0.06617484799367314,1
2020,37,55000,race-ethnicity,Other Races and Ethnicities,0.10628042030797831,1
2020,37,55000,race-ethnicity,"White, Non-Hispanic",0.10936919501580901,1
2020,37,74440,all,All,0.1818405481294222,1
2020,37,74440,race-ethnicity,Black,0.273894736629173,1
2020,37,74440,race-ethnicity,Hispanic,0.06880075015528597,2
2020,37,74440,race-ethnicity,Other Races and Ethnicities,0.10317506076707622,2
2020,37,74440,race-ethnicity,"White, Non-Hispanic",0.13284879777179157,1
2020,37,75000,all,All,0.26999712438510687,1
2020,37,75000,race-ethnicity,Black,0.3718061675456142,1
2020,37,75000,race-ethnicity,Hispanic,0.298850055613986,1
2020,37,75000,race-ethnicity,Other Races and Ethnicities,0.2586715930144362,2
2020,37,75000,race-ethnicity,"White, Non-Hispanic",0.06099032509965842,1
2020,38,25700,all,All,0.11869811699849349,1
2020,38,25700,race-ethnicity,Black,0.014965101722898149,2
2020,38,25700,race-ethnicity,Hispanic,0.07550452121073009,3
2020,38,25700,race-ethnicity,Other Races and Ethnicities,0.06215409672820094,2
2020,38,25700,race-ethnicity,"White, Non-Hispanic",0.16650573501662916,1
2020,39,01000,all,All,0.1647464615114056,1
2020,39,01000,race-ethnicity,Black,0.17275895253774126,1
2020,39,01000,race-ethnicity,Hispanic,0.2241310239169189,2
2020,39,01000,race-ethnicity,Other Races and Ethnicities,0.16761532169867321,2
2020,39,01000,race-ethnicity,"White, Non-Hispanic",0.15474995566576136,1
2020,39,15000,all,All,0.43686572093742204,1
2020,39,15000,race-ethnicity,Black,0.4508320477328719,1
2020,39,15000,race-ethnicity,Hispanic,0.5612222798319287,2
2020,39,15000,race-ethnicity,Other Races and Ethnicities,0.4921024553983864,1
2020,39,15000,race-ethnicity,"White, Non-Hispanic",0.370646400438525,1
2020,39,16000,all,All,0.4143616356350336,1
2020,39,16000,race-ethnicity,Black,0.49141153906548074,1
2020,39,16000,race-ethnicity,Hispanic,0.34356703770811553,1
2020,39,16000,race-ethnicity,Other Races and Ethnicities,0.3819201703422321,1
2020,39,16000,race-ethnicity,"White, Non-Hispanic",0.2583548446481401,1
2020,39,18000,all,All,0.2033091511226754,1
2020,39,18000,race-ethnicity,Black,0.18270307353594564,1
2020,39,18000,race-ethnicity,Hispanic,0.1833863010887746,1
2020,39,18000,race-ethnicity,Other Races and Ethnicities,0.20371738074199178,1
2020,39,18000,race-ethnicity,"White, Non-Hispanic",0.2301269339567343,1
2020,39,21000,all,All,0.26229507831592713,1
2020,39,21000,race-ethnicity,Black,0.37812573830203505,1
2020,39,21000,race-ethnicity,Hispanic,0.15707046039785924,2
2020,39,21000,race-ethnicity,Other Races and Ethnicities,0.146967112940053,2
2020,39,21000,race-ethnicity,"White, Non-Hispanic",0.1388020230160478,1
2020,39,61000,all,All,0,1
2020,39,61000,race-ethnicity,Black,0,3
2020,39,61000,race-ethnicity,Hispanic,0,3
2020,39,61000,race-ethnicity,Other Races and Ethnicities,0,2
2020,39,61000,race-ethnicity,"White, Non-Hispanic",0,1
2020,39,77000,all,All,0.33314546627971897,1
2020,39,77000,race-ethnicity,Black,0.42809352281650037,1
2020,39,77000,race-ethnicity,Hispanic,0.3794857886285738,1
2020,39,77000,race-ethnicity,Other Races and Ethnicities,0.35814815769118,1
2020,39,77000,race-ethnicity,"White, Non-Hispanic",0.23561165259076416,1
2020,40,09050,all,All,0,1
2020,40,09050,race-ethnicity,Black,0,3
2020,40,09050,race-ethnicity,Hispanic,0,2
2020,40,09050,race-ethnicity,Other Races and Ethnicities,0,1
2020,40,09050,race-ethnicity,"White, Non-Hispanic",0,1
2020,40,23200,all,All,0.034044614468475724,1
2020,40,23200,race-ethnicity,Black,0.0683297728460216,3
2020,40,23200,race-ethnicity,Hispanic,0.013136298201675807,2
2020,40,23200,race-ethnicity,Other Races and Ethnicities,0.04641279844421125,2
2020,40,23200,race-ethnicity,"White, Non-Hispanic",0.025409134249814187,1
2020,40,41850,all,All,0.1237283853095185,1
2020,40,41850,race-ethnicity,Black,0.20857393016310027,1
2020,40,41850,race-ethnicity,Hispanic,0.192585978031269,2
2020,40,41850,race-ethnicity,Other Races and Ethnicities,0.12716373394728434,1
2020,40,41850,race-ethnicity,"White, Non-Hispanic",0.06460202671560174,1
2020,40,52500,all,All,0.07930324774704586,1
2020,40,52500,race-ethnicity,Black,0.04219691895512391,2
2020,40,52500,race-ethnicity,Hispanic,0.03592599489078125,2
2020,40,52500,race-ethnicity,Other Races and Ethnicities,0.06424583056534992,1
2020,40,52500,race-ethnicity,"White, Non-Hispanic",0.0891466834403371,1
2020,40,55000,all,All,0.13095941497556873,1
2020,40,55000,race-ethnicity,Black,0.19055471812886354,1
2020,40,55000,race-ethnicity,Hispanic,0.1435813955897936,1
2020,40,55000,race-ethnicity,Other Races and Ethnicities,0.11011818195147528,1
2020,40,55000,race-ethnicity,"White, Non-Hispanic",0.07312612951427802,1
2020,40,75000,all,All,0.10267688585893517,1
2020,40,75000,race-ethnicity,Black,0.12945405658467413,1
2020,40,75000,race-ethnicity,Hispanic,0.0968823918426625,1
2020,40,75000,race-ethnicity,Other Races and Ethnicities,0.11980781677412917,1
2020,40,75000,race-ethnicity,"White, Non-Hispanic",0.08671642806660174,1
2020,41,05350,all,All,0,1
2020,41,05350,race-ethnicity,Black,0,3
2020,41,05350,race-ethnicity,Hispanic,0,2
2020,41,05350,race-ethnicity,Other Races and Ethnicities,0,2
2020,41,05350,race-ethnicity,"White, Non-Hispanic",0,1
2020,41,05800,all,All,0,1
2020,41,05800,race-ethnicity,Black,0,3
2020,41,05800,race-ethnicity,Hispanic,0,3
2020,41,05800,race-ethnicity,Other Races and Ethnicities,0,3
2020,41,05800,race-ethnicity,"White, Non-Hispanic",0,1
2020,41,23850,all,All,0.24190921609103216,1
2020,41,23850,race-ethnicity,Black,0.037355078536616425,3
2020,41,23850,race-ethnicity,Hispanic,0.188192355707801,2
2020,41,23850,race-ethnicity,Other Races and Ethnicities,0.22107389561306648,1
2020,41,23850,race-ethnicity,"White, Non-Hispanic",0.254237026241084,1
2020,41,31250,all,All,0,1
2020,41,31250,race-ethnicity,Black,0,2
2020,41,31250,race-ethnicity,Hispanic,0,2
2020,41,31250,race-ethnicity,Other Races and Ethnicities,0,2
2020,41,31250,race-ethnicity,"White, Non-Hispanic",0,1
2020,41,34100,all,All,0,1
2020,41,34100,race-ethnicity,Black,0,3
2020,41,34100,race-ethnicity,Hispanic,0,2
2020,41,34100,race-ethnicity,Other Races and Ethnicities,0,2
2020,41,34100,race-ethnicity,"White, Non-Hispanic",0,2
2020,41,47000,all,All,0,1
2020,41,47000,race-ethnicity,Black,0,3
2020,41,47000,race-ethnicity,Hispanic,0,2
2020,41,47000,race-ethnicity,Other Races and Ethnicities,0,2
2020,41,47000,race-ethnicity,"White, Non-Hispanic",0,1
2020,41,59000,all,All,0.07135055477979924,1
2020,41,59000,race-ethnicity,Black,0.1594997069728206,1
2020,41,59000,race-ethnicity,Hispanic,0.0751430504629117,1
2020,41,59000,race-ethnicity,Other Races and Ethnicities,0.08334278861158469,1
2020,41,59000,race-ethnicity,"White, Non-Hispanic",0.045866380872379195,1
2020,41,64900,all,All,0.0367229056774645,1
2020,41,64900,race-ethnicity,Black,0,3
2020,41,64900,race-ethnicity,Hispanic,0.04829339065207344,1
2020,41,64900,race-ethnicity,Other Races and Ethnicities,0.047610014674044465,1
2020,41,64900,race-ethnicity,"White, Non-Hispanic",0.02824643168707636,1
2020,42,02000,all,All,0.18313235767703154,1
2020,42,02000,race-ethnicity,Black,0.20185229161719306,2
2020,42,02000,race-ethnicity,Hispanic,0.20368860811086203,1
2020,42,02000,race-ethnicity,Other Races and Ethnicities,0.19696678825110386,1
2020,42,02000,race-ethnicity,"White, Non-Hispanic",0.17826672653794343,1
2020,42,06088,all,All,0.13163633858639623,1
2020,42,06088,race-ethnicity,Black,0.19078691768722714,2
2020,42,06088,race-ethnicity,Hispanic,0.059104373851458246,1
2020,42,06088,race-ethnicity,Other Races and Ethnicities,0.12260229371699038,2
2020,42,06088,race-ethnicity,"White, Non-Hispanic",0.18599133482544208,1
2020,42,24000,all,All,0.26431263460157933,1
2020,42,24000,race-ethnicity,Black,0.31,1
2020,42,24000,race-ethnicity,Hispanic,0.22881624880990162,2
2020,42,24000,race-ethnicity,Other Races and Ethnicities,0.21796300423445508,1
2020,42,24000,race-ethnicity,"White, Non-Hispanic",0.2567212280552964,1
2020,42,60000,all,All,0.27498075529476124,1
2020,42,60000,race-ethnicity,Black,0.2677572948731251,1
2020,42,60000,race-ethnicity,Hispanic,0.47393270303599744,1
2020,42,60000,race-ethnicity,Other Races and Ethnicities,0.3669263312695148,1
2020,42,60000,race-ethnicity,"White, Non-Hispanic",0.10217333060156657,1
2020,42,61000,all,All,0.2881490004314684,1
2020,42,61000,race-ethnicity,Black,0.3984885715610367,1
2020,42,61000,race-ethnicity,Hispanic,0.2046936114732725,2
2020,42,61000,race-ethnicity,Other Races and Ethnicities,0.21262034566755597,1
2020,42,61000,race-ethnicity,"White, Non-Hispanic",0.22206483467562427,1
2020,42,63624,all,All,0.32048900118906065,1
2020,42,63624,race-ethnicity,Black,0.3475853583512765,2
2020,42,63624,race-ethnicity,Hispanic,0.3160601265822785,1
2020,42,63624,race-ethnicity,Other Races and Ethnicities,0.32903329839554946,1
2020,42,63624,race-ethnicity,"White, Non-Hispanic",0.28871989860583014,1
2020,42,69000,all,All,0.06904074882116969,1
2020,42,69000,race-ethnicity,Black,0.04390243902439024,2
2020,42,69000,race-ethnicity,Hispanic,0.008327550312283136,1
2020,42,69000,race-ethnicity,Other Races and Ethnicities,0.009488309047780414,2
2020,42,69000,race-ethnicity,"White, Non-Hispanic",0.11661546338965693,1
2020,44,19180,all,All,0,1
2020,44,19180,race-ethnicity,Black,0,3
2020,44,19180,race-ethnicity,Hispanic,0,2
2020,44,19180,race-ethnicity,Other Races and Ethnicities,0,2
2020,44,19180,race-ethnicity,"White, Non-Hispanic",0,2
2020,44,54640,all,All,0.11366919465511015,1
2020,44,54640,race-ethnicity,Black,0.09570615623383343,2
2020,44,54640,race-ethnicity,Hispanic,0.14364773820981713,2
2020,44,54640,race-ethnicity,Other Races and Ethnicities,0.12843243243243244,2
2020,44,54640,race-ethnicity,"White, Non-Hispanic",0.09584136601487193,1
2020,44,59000,all,All,0.14881557135982032,1
2020,44,59000,race-ethnicity,Black,0.28475095785440613,1
2020,44,59000,race-ethnicity,Hispanic,0.16433365292425695,1
2020,44,59000,race-ethnicity,Other Races and Ethnicities,0.12810387524262098,1
2020,44,59000,race-ethnicity,"White, Non-Hispanic",0.04072825354012138,1
2020,44,74300,all,All,0,1
2020,44,74300,race-ethnicity,Black,0,3
2020,44,74300,race-ethnicity,Hispanic,0,3
2020,44,74300,race-ethnicity,Other Races and Ethnicities,0,3
2020,44,74300,race-ethnicity,"White, Non-Hispanic",0,1
2020,45,13330,all,All,0.11735660132246363,1
2020,45,13330,race-ethnicity,Black,0.03330804518049074,1
2020,45,13330,race-ethnicity,Hispanic,0.020407409819192205,3
2020,45,13330,race-ethnicity,Other Races and Ethnicities,0.05864691734366871,3
2020,45,13330,race-ethnicity,"White, Non-Hispanic",0.18363090097900298,1
2020,45,16000,all,All,0.37912979826058646,1
2020,45,16000,race-ethnicity,Black,0.3679582874985832,1
2020,45,16000,race-ethnicity,Hispanic,0.2703537701663556,3
2020,45,16000,race-ethnicity,Other Races and Ethnicities,0.35263873746277985,2
2020,45,16000,race-ethnicity,"White, Non-Hispanic",0.40144513099854395,1
2020,45,48535,all,All,0,2
2020,45,48535,race-ethnicity,Black,0,3
2020,45,48535,race-ethnicity,Hispanic,0,3
2020,45,48535,race-ethnicity,Other Races and Ethnicities,0,3
2020,45,48535,race-ethnicity,"White, Non-Hispanic",0,2
2020,45,50875,all,All,0.05059846989144202,1
2020,45,50875,race-ethnicity,Black,0.0913215722916156,1
2020,45,50875,race-ethnicity,Hispanic,0,2
2020,45,50875,race-ethnicity,Other Races and Ethnicities,6.937102918061126e-4,2
