year,state,place,subgroup_type,subgroup,environmental,environmental_quality
2018,06,13588,all,All,9.813764889893902,1
2018,06,14218,all,All,11.581207218831873,1
2018,06,15044,all,All,1.3357906359592275,1
2018,06,16000,all,All,37.717463590022064,1
2018,06,16350,all,All,37.32541362461665,1
2018,06,16532,all,All,29.468296720180838,1
2018,06,17918,all,All,81.85446825603805,1
2018,06,19766,all,All,5.1260177744665,1
2018,06,21712,all,All,24.36147584785982,1
2018,06,22020,all,All,27.377691588653356,1
2018,06,22230,all,All,7.438635224499207,1
2018,06,22804,all,All,35.4076335623237,1
2018,06,23182,all,All,55.37997143150397,1
2018,06,24638,all,All,28.50560281367577,1
2018,06,24680,all,All,22.25267407254764,1
2018,06,26000,all,All,62.066272396067276,1
2018,06,27000,all,All,6.153706732923466,1
2018,06,28000,all,All,8.740718137796867,1
2018,06,29000,all,All,6.621479866295891,1
2018,06,30000,all,All,17.71579450015449,1
2018,06,32548,all,All,3.7856155554217086,1
2018,06,33000,all,All,49.55022871622479,1
2018,06,33182,all,All,54.70794207890694,1
2018,06,33434,all,All,69.67163941424984,1
2018,06,36000,all,All,25.563038936629436,1
2018,06,36448,all,All,56.46784761810696,1
2018,06,36546,all,All,3.4296229023235134,1
2018,06,36770,all,All,25.41720760832886,1
2018,06,37692,all,All,15.89622845652639,1
2018,06,39496,all,All,42.34121041161409,1
2018,06,39892,all,All,4.62082295205738,1
2018,06,40130,all,All,63.692062115880326,1
2018,06,41992,all,All,69.07621649656944,1
2018,06,43000,all,All,1.3393975072594602,1
2018,06,44000,all,All,12.278329582001648,1
2018,06,45484,all,All,24.72006122516225,1
2018,06,46842,all,All,37.87642199139426,1
2018,06,46898,all,All,16.333722567160184,1
2018,06,47766,all,All,62.91017337301029,1
2018,06,48256,all,All,46.433435734634635,1
2018,06,48354,all,All,24.53050428385362,1
2018,06,49270,all,All,35.35441525546418,1
2018,06,49670,all,All,55.17670730605799,1
2018,06,50076,all,All,33.19680374182335,1
2018,06,50258,all,All,64.31416189736494,1
2018,06,51182,all,All,41.7400116448065,1
2018,06,52526,all,All,4.592524585365794,1
2018,06,53000,all,All,46.344501999527346,1
2018,06,53322,all,All,37.87629380487051,1
2018,06,53896,all,All,20.329575427550413,1
2018,06,53980,all,All,10.366397383433876,1
2018,06,54652,all,All,31.885253701841574,1
2018,06,55156,all,All,73.45395612367743,1
2018,06,56000,all,All,18.496120683162694,1
2018,06,56700,all,All,37.35184349921435,1
2018,06,57456,all,All,46.88684617560189,1
2018,06,57792,all,All,65.38996253661513,1
2018,06,58072,all,All,19.84915781701556,1
2018,06,59444,all,All,14.042797772447338,1
2018,06,59451,all,All,36.29862836438923,1
2018,06,59920,all,All,12.538252000157938,1
2018,06,60102,all,All,73.25180007026955,1
2018,06,60466,all,All,23.756513185663213,1
2018,06,60620,all,All,1.2930825892164453,1
2018,06,62000,all,All,22.49299971448426,1
2018,06,62938,all,All,8.755655241245105,1
2018,06,64000,all,All,14.938516155959993,1
2018,06,64224,all,All,30.090731914103685,1
2018,06,65000,all,All,26.905001344230016,1
2018,06,65042,all,All,48.134807083574096,1
2018,06,66000,all,All,33.063522004110816,1
2018,06,67000,all,All,39.642439772612825,1
2018,06,68000,all,All,40.25911725115287,1
2018,06,68084,all,All,49.92973115878411,1
2018,06,68196,all,All,40.480699958606344,1
2018,06,68252,all,All,62.38739082761449,1
2018,06,68378,all,All,62.4843692589231,1
2018,06,69000,all,All,11.445721067843223,1
2018,06,69070,all,All,71.0108343690241,1
2018,06,69084,all,All,30.553267991846585,1
2018,06,69088,all,All,50.354372012461965,1
2018,06,69196,all,All,73.93936285445822,1
2018,06,70000,all,All,13.738460363025137,1
2018,06,70098,all,All,56.86686396905113,1
2018,06,72016,all,All,52.18346657336216,1
2018,06,73080,all,All,5.664580939487366,1
2018,06,75000,all,All,24.142023836345235,1
2018,06,77000,all,All,46.879599883704664,1
2018,06,78120,all,All,42.3269070936374,1
2018,06,78582,all,All,43.36713368979679,1
2018,06,80000,all,All,1.452282488942822,1
2018,06,80238,all,All,52.48269347790847,1
2018,06,80854,all,All,11.524554331124017,1
2018,06,81344,all,All,32.83540864840389,1
2018,06,81554,all,All,66.70524064135378,1
2018,06,81666,all,All,21.324535272585507,1
2018,06,82590,all,All,65.67074074379998,1
2018,06,82954,all,All,5.424044520107956,1
2018,06,82996,all,All,38.38159217204316,1
2018,06,84200,all,All,10.693557492518003,1
2018,06,84550,all,All,7.133861629756183,1
2018,06,85292,all,All,8.405683536415529,1
2018,08,03455,all,All,57.62927886322727,1
2018,08,04000,all,All,64.5394294675998,1
2018,08,07850,all,All,93.53420858436009,1
2018,08,12815,all,All,67.14353836569072,1
2018,08,16000,all,All,88.49952361996948,1
2018,08,20000,all,All,36.37115643817299,1
2018,08,27425,all,All,82.63473807629428,1
2018,08,32155,all,All,44.14429458334355,1
2018,08,43000,all,All,52.07026615354666,1
2018,08,45970,all,All,71.0511838124656,1
2018,08,46465,all,All,80.2004261833619,1
2018,08,62000,all,All,86.45582945319782,1
2018,08,77290,all,All,51.336105971109376,1
2018,08,83835,all,All,52.49723751657299,1
2018,09,08000,all,All,59.832083446959366,1
2018,09,18430,all,All,76.65570255376632,1
2018,09,37000,all,All,51.20182604115281,1
2018,09,52000,all,All,66.56941439062207,1
2018,09,55990,all,All,60.44044534134428,1
2018,09,73000,all,All,63.88519238033565,1
2018,09,80000,all,All,76.83091292161252,1
2018,11,50000,all,All,20.861059731479415,1
2018,12,07300,all,All,74.0238249942661,1
2018,12,07875,all,All,74.15051356502062,1
2018,12,10275,all,All,63.30912147754389,1
2018,12,12875,all,All,51.80349506729749,1
2018,12,14400,all,All,57.84909809204397,1
2018,12,16475,all,All,43.48116117378523,1
2018,12,16725,all,All,65.99376915005828,1
2018,12,17200,all,All,42.25592141269637,1
2018,12,17935,all,All,41.81793849610899,1
2018,12,24000,all,All,59.5216793931285,1
2018,12,24125,all,All,45.82573751769358,1
2018,12,25175,all,All,24.968309601238758,1
2018,12,30000,all,All,25.675135498390492,1
2018,12,32000,all,All,42.15894833772017,1
2018,12,32275,all,All,55.18710688871484,1
2018,12,35000,all,All,28.256459364778664,1
2018,12,36950,all,All,30.0704573157989,1
2018,12,38250,all,All,27.972903577463228,1
2018,12,39425,all,All,55.750527948459784,1
2018,12,43975,all,All,63.12336052108076,1
2018,12,45000,all,All,43.35622263617104,1
2018,12,45025,all,All,74.70656374931686,1
2018,12,45060,all,All,28.903324979425275,1
2018,12,45975,all,All,33.111274273613425,1
2018,12,49675,all,All,55.843386393872365,1
2018,12,53000,all,All,22.005133550099544,1
2018,12,54000,all,All,61.86919820137643,1
2018,12,54200,all,All,61.35568953245307,1
2018,12,55775,all,All,37.2305594631298,1
2018,12,57425,all,All,42.86341025265005,1
2018,12,58050,all,All,71.994633618039245,1
2018,12,58715,all,All,63.01194267704023,1
2018,12,63000,all,All,55.47631090798412,1
2018,12,69700,all,All,48.657967421166994,1
2018,12,70600,all,All,12.765284532044076,1
2018,12,71000,all,All,31.639275045960353,1
2018,12,76600,all,All,63.35749771769055,1
2018,13,03440,all,All,23.805813516095622,1
2018,13,04000,all,All,6.930513791655121,1
2018,13,04204,all,All,19.80634207120625,1
2018,13,19000,all,All,7.151983477415724,1
2018,13,42425,all,All,21.90139482759608,1
2018,13,49008,all,All,14.285187713310581,1
2018,13,67284,all,All,18.153872436499405,1
2018,13,68516,all,All,14.229857319203957,1
2018,13,69000,all,All,39.777685466027634,1
2018,13,72122,all,All,10.429349413890366,1
2018,13,80508,all,All,14.776725901070058,1
2018,15,71550,all,All,87.46892156629328,1
2018,16,08830,all,All,32.90209517807927,1
2018,16,52120,all,All,NA,NA
2018,16,56260,all,All,41.36569352510143,1
2018,17,02154,all,All,15.20375064894405,1
2018,17,03012,all,All,31.518071308015227,1
2018,17,06613,all,All,66.97809830724135,1
2018,17,12385,all,All,64.5449594664426,1
2018,17,14000,all,All,5.113696744847339,1
2018,17,14351,all,All,2.7193300403918363,1
2018,17,23074,all,All,29.823078241927053,1
2018,17,24582,all,All,19.689732907202373,1
2018,17,38570,all,All,34.18080000947745,1
2018,17,51622,all,All,24.22383292939321,1
2018,17,59000,all,All,53.92751834386931,1
2018,17,65000,all,All,47.036643146886895,1
2018,17,68003,all,All,13.975502513522414,1
2018,17,72000,all,All,62.58121728475048,1
2018,17,79293,all,All,29.086550271339558,1
2018,18,05860,all,All,59.065842923260774,1
2018,18,10342,all,All,60.56627497814558,1
2018,18,22000,all,All,47.30413120874561,1
2018,18,23278,all,All,56.199971617032574,1
2018,18,25000,all,All,67.00200932267116,1
2018,18,31000,all,All,34.476268234448774,1
2018,18,36003,all,All,41.74349612768254,1
2018,18,71000,all,All,74.43993034357119,1
2018,19,12000,all,All,51.290706843940114,1
2018,19,19000,all,All,65.03090468487292,1
2018,19,21000,all,All,75.19856084089918,1
2018,19,73335,all,All,88.85788842931876,1
2018,20,36000,all,All,52.04201879737384,1
2018,20,38900,all,All,67.1126219590925,1
2018,20,52575,all,All,62.88035155778662,1
2018,20,53775,all,All,55.470834303275076,1
2018,20,71000,all,All,67.63322909115038,1
2018,20,79000,all,All,29.835033424123786,1
2018,21,46027,all,All,54.642303258417,1
2018,21,48006,all,All,35.20438277271131,1
2018,22,05000,all,All,1.726536242878398,1
2018,22,40735,all,All,27.279531711393016,1
2018,22,41155,all,All,4.409511014499348,1
2018,22,55000,all,All,13.156216460737442,1
2018,22,70000,all,All,20.32634445029412,1
2018,24,04000,all,All,32.21292095909149,1
2018,24,30325,all,All,52.935184116345766,1
2018,25,07000,all,All,35.90522997032641,1
2018,25,09000,all,All,75.21168913329116,1
2018,25,11000,all,All,28.94272094935443,1
2018,25,23000,all,All,83.27626548034146,1
2018,25,34550,all,All,70.5713768677938,1
2018,25,37000,all,All,59.567077417108365,1
2018,25,37490,all,All,61.11460307375478,1
2018,25,45000,all,All,85.91178733675545,1
2018,25,45560,all,All,56.96264468170026,1
2018,25,55745,all,All,50.60141946657738,1
2018,25,62535,all,All,37.78101640731512,1
2018,25,67000,all,All,54.044862860776966,1
2018,25,82000,all,All,80.77593309714098,1
2018,26,03000,all,All,72.92974237327357,1
2018,26,21000,all,All,50.48414412228558,1
2018,26,22000,all,All,50.475147832107496,1
2018,26,27440,all,All,68.69429153047767,1
2018,26,29000,all,All,77.7727035160624,1
2018,26,34000,all,All,46.91508167456407,1
2018,26,46000,all,All,80.19657205476064,1
2018,26,49000,all,All,61.01583015492625,1
2018,26,69035,all,All,73.88675613012015,1
2018,26,74900,all,All,59.59747516556291,1
2018,26,76460,all,All,52.06830134043249,1
2018,26,80700,all,All,62.13541032324069,1
2018,26,84000,all,All,40.44189034837236,1
2018,26,86000,all,All,54.13720174232593,1
2018,26,88940,all,All,58.0275322417041,1
2018,27,06616,all,All,45.30786086763564,1
2018,27,07966,all,All,30.811887358102872,1
2018,27,17000,all,All,88.34475940858223,1
2018,27,43000,all,All,19.79288202901771,1
2018,27,51730,all,All,48.94055764287127,1
2018,27,54880,all,All,86.36069389033796,1
2018,27,58000,all,All,15.531767196999189,1
2018,27,71428,all,All,44.75123648024349,1
2018,28,36000,all,All,13.89807357689437,1
2018,29,15670,all,All,56.19376667275324,1
2018,29,35000,all,All,55.72194983514564,1
2018,29,38000,all,All,49.50903331533698,1
2018,29,41348,all,All,66.74256845648513,1
2018,29,54074,all,All,44.3903991999861,1
2018,29,65000,all,All,20.68391363858251,1
2018,29,70000,all,All,41.87263252611731,1
2018,30,06550,all,All,79.88268464872513,1
2018,31,28000,all,All,74.47743685913554,1
2018,31,37000,all,All,65.3080561313623,1
2018,32,31900,all,All,23.281760944680343,1
2018,32,40000,all,All,31.705052480310854,1
2018,32,51800,all,All,27.02284293875778,1
2018,32,60600,all,All,64.22583415062483,1
2018,32,68400,all,All,35.562085321721824,1
2018,33,45140,all,All,59.120029692429405,1
2018,33,50260,all,All,54.78458365845502,1
2018,34,13690,all,All,22.971963008493518,1
2018,34,21000,all,All,5.877095808383234,1
2018,34,36000,all,All,13.785986993075667,1
2018,34,51000,all,All,19.19839064938515,1
2018,34,57000,all,All,32.28314446385208,1
2018,34,74000,all,All,41.675736192977574,1
2018,35,02000,all,All,63.29714008412471,1
2018,35,39380,all,All,49.24291924659861,1
2018,35,63460,all,All,78.70246576783236,1
2018,35,70500,all,All,88.3206085010111,1
2018,36,01000,all,All,55.55678498935591,1
2018,36,11000,all,All,64.7255167021497,1
2018,36,50617,all,All,25.83989357658685,1
2018,36,51000,all,All,7.3069773265310145,1
2018,36,63000,all,All,65.35635611005944,1
2018,36,73000,all,All,69.20934481340151,1
2018,36,84000,all,All,20.051986853899013,1
2018,37,02140,all,All,63.64325899094374,1
2018,37,10740,all,All,33.96311557201987,1
2018,37,12000,all,All,17.16631351482855,1
2018,37,14100,all,All,25.052745243388305,1
2018,37,19000,all,All,32.54821404402426,1
2018,37,22920,all,All,36.49929065143592,1
2018,37,25580,all,All,22.326988512141533,1
2018,37,28000,all,All,34.02972533075828,1
2018,37,28080,all,All,59.86037900404556,1
2018,37,31400,all,All,29.536992887081023,1
2018,37,55000,all,All,32.73309566366571,1
2018,37,74440,all,All,41.31330529248978,1
2018,37,75000,all,All,38.678086662759235,1
2018,38,25700,all,All,72.57421420867084,1
2018,39,01000,all,All,50.46100405938717,1
2018,39,15000,all,All,28.186416732234814,1
2018,39,16000,all,All,35.39436567494446,1
2018,39,18000,all,All,40.611429819000634,1
2018,39,21000,all,All,40.68156757402135,1
2018,39,61000,all,All,55.7799229234563,1
2018,39,77000,all,All,55.08622695632062,1
2018,40,09050,all,All,43.31568156516202,1
2018,40,23200,all,All,48.31950883648169,1
2018,40,41850,all,All,66.00085277726734,1
2018,40,52500,all,All,39.66549097253148,1
2018,40,55000,all,All,41.540939646043256,1
2018,40,75000,all,All,29.161590261046666,1
2018,41,05350,all,All,26.370633263458778,1
2018,41,05800,all,All,73.40596074536097,1
2018,41,23850,all,All,27.499751250135308,1
2018,41,31250,all,All,27.27399049565816,1
2018,41,34100,all,All,44.520189208566876,1
2018,41,47000,all,All,27.84694243432801,1
2018,41,59000,all,All,15.622825772084822,1
2018,41,64900,all,All,31.48905081325331,1
2018,42,02000,all,All,6.144701145158066,1
2018,42,06088,all,All,5.343851636397751,1
2018,42,24000,all,All,72.34284460052677,1
2018,42,60000,all,All,13.075086503292884,1
2018,42,61000,all,All,29.940576161380452,1
2018,42,63624,all,All,11.321617792382517,1
2018,42,69000,all,All,79.08114237493737,1
2018,44,19180,all,All,63.85510659395141,1
2018,44,54640,all,All,57.110106151753534,1
2018,44,59000,all,All,50.00068699667952,1
2018,44,74300,all,All,74.26576708354665,1
2018,45,13330,all,All,31.132711555218464,1
2018,45,16000,all,All,16.290186265018985,1
2018,45,48535,all,All,51.21027542069741,1
2018,45,50875,all,All,14.834803990388773,1
2018,46,59020,all,All,79.1850735313365,1
2018,47,14000,all,All,17.444057028246053,1
2018,47,15160,all,All,46.702022342383586,1
2018,47,27740,all,All,36.79437181196295,1
2018,47,40000,all,All,17.023049527260497,1
2018,47,48000,all,All,22.727313307974036,1
2018,47,51560,all,All,37.210064323363575,1
2018,47,52006,all,All,22.848497527625877,1
2018,48,01000,all,All,74.54455010148762,1
2018,48,01924,all,All,50.30742855139426,1
2018,48,03000,all,All,86.85466526326789,1
2018,48,04000,all,All,38.96476591088145,1
2018,48,05000,all,All,51.6603459323317,1
2018,48,06128,all,All,17.650835223485295,1
2018,48,07000,all,All,9.736192798569869,1
2018,48,10768,all,All,90.77975015254437,1
2018,48,10912,all,All,60.25504255176573,1
2018,48,13024,all,All,33.77678509284281,1
2018,48,13552,all,All,63.95610171921354,1
2018,48,15976,all,All,60.747978072233835,1
2018,48,16432,all,All,19.473988584523994,1
2018,48,17000,all,All,84.96864474437933,1
2018,48,19000,all,All,37.05434017516175,1
2018,48,19972,all,All,45.88253662954878,1
2018,48,22660,all,All,82,1
2018,48,24000,all,All,44.276458325843706,1
2018,48,26232,all,All,40.67452865250799,1
2018,48,27000,all,All,44.147146837234736,1
2018,48,27684,all,All,48.68271825530537,1
2018,48,29000,all,All,43.972013603395446,1
2018,48,30464,all,All,37.674168546955215,1
2018,48,35000,all,All,13.639022832828422,1
2018,48,37000,all,All,33.39529049706239,1
2018,48,39148,all,All,61.461094637587266,1
2018,48,41464,all,All,39.60022102897163,1
2018,48,41980,all,All,29.111609553146568,1
2018,48,42508,all,All,37.5584817005459,1
2018,48,43888,all,All,11.18622762158212,1
2018,48,45000,all,All,80.18454735971488,1
2018,48,45384,all,All,74.99655436447166,1
2018,48,45744,all,All,53.57688562438139,1
2018,48,47892,all,All,44.89782176560382,1
2018,48,48072,all,All,70.3449295429445,1
2018,48,48768,all,All,79.40871110047918,1
2018,48,50820,all,All,65.69378458754366,1
2018,48,53388,all,All,68.13524679968015,1
2018,48,56000,all,All,1.3387599628227984,1
2018,48,56348,all,All,19.355891682177663,1
2018,48,57200,all,All,70.33413060810321,1
2018,48,58016,all,All,43.01912064902696,1
2018,48,61796,all,All,37.784930657368996,1
2018,48,63500,all,All,59.47038258582698,1
2018,48,64472,all,All,68.4593870023507,1
2018,48,65000,all,All,59.10233990763369,1
2018,48,70808,all,All,41.73016447195699,1
2018,48,72176,all,All,61.170590704295655,1
2018,48,74144,all,All,36.72692822626072,1
2018,48,76000,all,All,49.093588973291226,1
2018,48,79000,all,All,67.47530765419022,1
2018,49,43660,all,All,67.33886207359119,1
2018,49,44320,all,All,72.43598130030675,1
2018,49,55980,all,All,72.45393682852533,1
2018,49,57300,all,All,80.38909611448624,1
2018,49,62470,all,All,75.97336173424156,1
2018,49,65330,all,All,49.53039770840905,1
2018,49,67000,all,All,27.712323325853525,1
2018,49,67440,all,All,64.4089692834502,1
2018,49,70850,all,All,35.77202559712743,1
2018,49,82950,all,All,21.99781229158577,1
2018,49,83470,all,All,12.439320944616204,1
2018,51,01000,all,All,26.757354645596283,1
2018,51,16000,all,All,65.17554687673034,1
2018,51,35000,all,All,71.6169612143648,1
2018,51,47672,all,All,41.94250498717583,1
2018,51,56000,all,All,60.421829774995565,1
2018,51,57000,all,All,52.549548664415106,1
2018,51,64000,all,All,62.808107742143804,1
2018,51,67000,all,All,34.068502705953094,1
2018,51,68000,all,All,60.31989693268857,1
2018,51,76432,all,All,71.20227074598364,1
2018,51,82000,all,All,65.77733583572655,1
2018,53,03180,all,All,3.1287176835927224,1
2018,53,05210,all,All,9.122831253520218,1
2018,53,05280,all,All,36.20701609826731,1
2018,53,22640,all,All,9.24152813714842,1
2018,53,23515,all,All,3.4883247488125724,1
2018,53,35275,all,All,47.801762210739525,1
2018,53,35415,all,All,6.399286110070184,1
2018,53,35940,all,All,7.714756672925781,1
2018,53,53545,all,All,34.06438274936649,1
2018,53,57745,all,All,8.196846267708272,1
2018,53,63000,all,All,5.590846019854015,1
2018,53,67000,all,All,7.281613484742056,1
2018,53,67167,all,All,16.87726807887693,1
2018,53,70000,all,All,10.606753025281556,1
2018,53,74060,all,All,21.71876900715152,1
2018,53,80010,all,All,33.920524044774744,1
2018,55,02375,all,All,87.62437077262527,1
2018,55,31000,all,All,83.450110005227,1
2018,55,39225,all,All,76.75651256522747,1
2018,55,48000,all,All,80.40981289579254,1
2018,55,53000,all,All,67.40349546004045,1
2018,55,66000,all,All,79.81940600961448,1
