state,place,state_name,place_name,subgroup_type,subgroup,share_digital_access,share_digital_access_quality,share_poverty_exposure,share_poverty_exposure_quality
01,77256,Alabama,Tuscaloosa city,race-ethnicity,Hispanic,0.770529724728198,2,0.09474530397330222,3
01,77256,Alabama,Tuscaloosa city,race-ethnicity,White,0.7699370194667103,1,NA,NA
02,03000,Alaska,Anchorage municipality,all,All,0.9214001264762686,1,0.08903063173172408,1
02,03000,Alaska,Anchorage municipality,race-ethnicity,Other Races and Ethnicities,0.906767530169586,1,0.15606519544208855,1
02,03000,Alaska,Anchorage municipality,race-ethnicity,Black,0.8893923921368394,1,0.07097457627118645,2
02,03000,Alaska,Anchorage municipality,race-ethnicity,Hispanic,0.9064895799589676,1,0.23293768545994065,2
02,03000,Alaska,Anchorage municipality,race-ethnicity,White,0.9325954878346258,1,NA,NA
04,04720,Arizona,Avondale city,all,All,0.9041162777493896,1,0,1
04,04720,Arizona,Avondale city,race-ethnicity,Other Races and Ethnicities,0.9016803597389864,1,0,2
04,04720,Arizona,Avondale city,race-ethnicity,Black,0.9111289951713036,2,0,3
04,04720,Arizona,Avondale city,race-ethnicity,Hispanic,0.8802572684382435,1,0,1
04,04720,Arizona,Avondale city,race-ethnicity,White,0.90433822052621,1,NA,NA
04,07940,Arizona,Buckeye city,all,All,0.895620381001215,1,0,2
04,07940,Arizona,Buckeye city,race-ethnicity,Other Races and Ethnicities,0.8789378765204712,1,0,2
04,07940,Arizona,Buckeye city,race-ethnicity,Black,0.8675562636924915,2,0,3
04,07940,Arizona,Buckeye city,race-ethnicity,Hispanic,0.8893296787843816,1,0,2
04,07940,Arizona,Buckeye city,race-ethnicity,White,0.905439287724505,1,NA,NA
04,12000,Arizona,Chandler city,all,All,0.9522865669012146,1,1.953268099778169e-4,1
04,12000,Arizona,Chandler city,race-ethnicity,Other Races and Ethnicities,0.970403374490195,1,0,2
04,12000,Arizona,Chandler city,race-ethnicity,Black,0.9552375951693358,1,0,2
04,12000,Arizona,Chandler city,race-ethnicity,Hispanic,0.923336802771,1,3.0598169115713525e-4,2
04,12000,Arizona,Chandler city,race-ethnicity,White,0.9450559515535512,1,NA,NA
04,23620,Arizona,Flagstaff city,all,All,0.7569528257333263,1,0.36703579985771256,1
04,23620,Arizona,Flagstaff city,race-ethnicity,Other Races and Ethnicities,0.7559862012987013,1,0.48051907373374125,1
04,23620,Arizona,Flagstaff city,race-ethnicity,Black,0.3906382978723405,3,0.07381112195211965,3
04,23620,Arizona,Flagstaff city,race-ethnicity,Hispanic,0.7355652595827268,1,0.2525118249588029,2
04,23620,Arizona,Flagstaff city,race-ethnicity,White,0.7650747185630906,1,NA,NA
04,27400,Arizona,Gilbert town,all,All,0.9740551918215132,1,0,1
04,27400,Arizona,Gilbert town,race-ethnicity,Other Races and Ethnicities,0.9743267695582756,1,0,2
04,27400,Arizona,Gilbert town,race-ethnicity,Black,0.9538625569448484,2,0,3
04,27400,Arizona,Gilbert town,race-ethnicity,Hispanic,0.9608979646431997,1,0,2
04,27400,Arizona,Gilbert town,race-ethnicity,White,0.9750093922139766,1,NA,NA
04,27820,Arizona,Glendale city,all,All,0.8440035004172008,1,0.03328511803046015,1
04,27820,Arizona,Glendale city,race-ethnicity,Other Races and Ethnicities,0.8493262902177905,1,0.01780225483631546,1
04,27820,Arizona,Glendale city,race-ethnicity,Black,0.8115614767980128,1,0.01314834426892083,2
04,27820,Arizona,Glendale city,race-ethnicity,Hispanic,0.7962756467439785,1,0.04093115821209872,1
04,27820,Arizona,Glendale city,race-ethnicity,White,0.845262106395027,1,NA,NA
04,28380,Arizona,Goodyear city,all,All,0.915313237445409,1,0,2
04,28380,Arizona,Goodyear city,race-ethnicity,Other Races and Ethnicities,0.9251267440398876,1,0,3
04,28380,Arizona,Goodyear city,race-ethnicity,Black,0.9084745762711864,2,0,3
04,28380,Arizona,Goodyear city,race-ethnicity,Hispanic,0.9056519651553604,1,0,2
04,28380,Arizona,Goodyear city,race-ethnicity,White,0.9122610199598,1,NA,NA
04,46000,Arizona,Mesa city,all,All,0.9209043861199956,1,0.11436208986077882,1
04,46000,Arizona,Mesa city,race-ethnicity,Other Races and Ethnicities,0.9239877956656954,1,0.12172457426220594,1
04,46000,Arizona,Mesa city,race-ethnicity,Black,0.9034620808880396,1,0.0328318890544805,2
04,46000,Arizona,Mesa city,race-ethnicity,Hispanic,0.9090689839142287,1,0.20397066655132365,1
04,46000,Arizona,Mesa city,race-ethnicity,White,0.9210892360368071,1,NA,NA
04,54050,Arizona,Peoria city,all,All,0.940308842877917,1,0,1
04,54050,Arizona,Peoria city,race-ethnicity,Other Races and Ethnicities,0.9525948103792417,1,0,2
04,54050,Arizona,Peoria city,race-ethnicity,Black,0.8918918918918919,2,0,3
04,54050,Arizona,Peoria city,race-ethnicity,Hispanic,0.9317510493859148,1,0,2
04,54050,Arizona,Peoria city,race-ethnicity,White,0.9391213462007456,1,NA,NA
04,55000,Arizona,Phoenix city,all,All,0.8765717711874473,1,0.08829036991385546,1
04,55000,Arizona,Phoenix city,race-ethnicity,Other Races and Ethnicities,0.8732252084235299,1,0.10191396391788124,1
04,55000,Arizona,Phoenix city,race-ethnicity,Black,0.838116859014752,1,0.10729302557082568,1
04,55000,Arizona,Phoenix city,race-ethnicity,Hispanic,0.8354301178062448,1,0.1041930606114292,1
04,55000,Arizona,Phoenix city,race-ethnicity,White,0.8823893878705976,1,NA,NA
04,65000,Arizona,Scottsdale city,all,All,0.9494145002827996,1,0,1
04,65000,Arizona,Scottsdale city,race-ethnicity,Other Races and Ethnicities,0.9578219073279448,1,0,2
04,65000,Arizona,Scottsdale city,race-ethnicity,Black,0.956439393939394,2,0,3
04,65000,Arizona,Scottsdale city,race-ethnicity,Hispanic,0.9376930792377132,1,0,2
04,65000,Arizona,Scottsdale city,race-ethnicity,White,0.9479891021038448,1,NA,NA
04,71510,Arizona,Surprise city,all,All,0.9478977973568282,1,0,1
04,71510,Arizona,Surprise city,race-ethnicity,Other Races and Ethnicities,0.935690053591622,1,0,3
04,71510,Arizona,Surprise city,race-ethnicity,Black,0.8877892202755115,1,0,3
04,71510,Arizona,Surprise city,race-ethnicity,Hispanic,0.9490684074527403,1,0,2
04,71510,Arizona,Surprise city,race-ethnicity,White,0.9540150273104272,1,NA,NA
04,73000,Arizona,Tempe city,all,All,0.8668973845758182,1,0.05725891022837336,1
04,73000,Arizona,Tempe city,race-ethnicity,Other Races and Ethnicities,0.8624928811295929,1,0.06904432094073971,1
04,73000,Arizona,Tempe city,race-ethnicity,Black,0.8306639596962178,1,0.03830387871459843,2
04,73000,Arizona,Tempe city,race-ethnicity,Hispanic,0.8406533575317604,1,0.03525866691842535,1
04,73000,Arizona,Tempe city,race-ethnicity,White,0.8730569948186528,1,NA,NA
04,77000,Arizona,Tucson city,all,All,0.8664113555829325,1,0.08051017473170434,1
04,77000,Arizona,Tucson city,race-ethnicity,Other Races and Ethnicities,0.8547385930686954,1,0.04743357097589838,1
04,77000,Arizona,Tucson city,race-ethnicity,Black,0.791276898795088,1,0.06050853108075241,1
04,77000,Arizona,Tucson city,race-ethnicity,Hispanic,0.8828383937642611,1,0.03113201363850023,1
04,77000,Arizona,Tucson city,race-ethnicity,White,0.8774833582374215,1,NA,NA
04,85540,Arizona,Yuma city,all,All,0.8712613237488702,1,0.1170901769149542,1
04,85540,Arizona,Yuma city,race-ethnicity,Other Races and Ethnicities,0.897377678285897,1,0.16361904309746036,2
04,85540,Arizona,Yuma city,race-ethnicity,Black,0.7117153138744502,2,0.3088974451535085,3
04,85540,Arizona,Yuma city,race-ethnicity,Hispanic,0.894600910097159,1,0.12306763998267532,1
04,85540,Arizona,Yuma city,race-ethnicity,White,0.8644575859765733,1,NA,NA
05,23290,Arkansas,Fayetteville city,all,All,0.8458889975019007,1,0.21138409196569077,1
05,23290,Arkansas,Fayetteville city,race-ethnicity,Other Races and Ethnicities,0.8675362318840579,1,0.16714469340740956,2
05,23290,Arkansas,Fayetteville city,race-ethnicity,Black,0.773086102441711,1,0.1792238189479518,2
05,23290,Arkansas,Fayetteville city,race-ethnicity,Hispanic,0.9025945789244818,1,0.0751232602779501,2
05,23290,Arkansas,Fayetteville city,race-ethnicity,White,0.8472323304450518,1,NA,NA
05,24550,Arkansas,Fort Smith city,all,All,0.8317137214417164,1,0,1
05,24550,Arkansas,Fort Smith city,race-ethnicity,Other Races and Ethnicities,0.8561238487164413,1,0,1
05,24550,Arkansas,Fort Smith city,race-ethnicity,Black,0.7829052969502408,1,0,2
05,24550,Arkansas,Fort Smith city,race-ethnicity,Hispanic,0.8196294151708164,1,0,2
05,24550,Arkansas,Fort Smith city,race-ethnicity,White,0.8271180400890868,1,NA,NA
05,35710,Arkansas,Jonesboro city,all,All,0.8329205366357069,1,0.21258457257341565,1
05,35710,Arkansas,Jonesboro city,race-ethnicity,Other Races and Ethnicities,0.8466854724964739,1,0.3809814958093186,2
05,35710,Arkansas,Jonesboro city,race-ethnicity,Black,0.7915853658536586,1,0.22430115825911431,2
05,35710,Arkansas,Jonesboro city,race-ethnicity,Hispanic,0.8182356423919479,1,0.469709659751169,2
05,35710,Arkansas,Jonesboro city,race-ethnicity,White,0.8436609291134555,1,NA,NA
05,41000,Arkansas,Little Rock city,all,All,0.8568944936179065,1,0.09242745898663708,1
05,41000,Arkansas,Little Rock city,race-ethnicity,Other Races and Ethnicities,0.864062958255939,1,0.05280673386878406,2
05,41000,Arkansas,Little Rock city,race-ethnicity,Black,0.8299510399499573,1,0.11750084468181,1
05,41000,Arkansas,Little Rock city,race-ethnicity,Hispanic,0.7319094676442461,1,0.08268245006522326,2
05,41000,Arkansas,Little Rock city,race-ethnicity,White,0.8781864789534718,1,NA,NA
05,66080,Arkansas,Springdale city,all,All,0.8140580064503359,1,0.11540553525391804,1
05,66080,Arkansas,Springdale city,race-ethnicity,Other Races and Ethnicities,0.7797036470009295,1,0.14885807251124814,2
05,66080,Arkansas,Springdale city,race-ethnicity,Black,0.9327797548438118,2,0,3
05,66080,Arkansas,Springdale city,race-ethnicity,Hispanic,0.7740540862876055,1,0.19184142979906585,2
05,66080,Arkansas,Springdale city,race-ethnicity,White,0.8345019238991022,1,NA,NA
06,00562,California,Alameda city,all,All,0.9371552604698672,1,0,1
06,00562,California,Alameda city,race-ethnicity,Other Races and Ethnicities,0.9468586107246066,1,0,2
06,00562,California,Alameda city,race-ethnicity,Black,0.8365848542059996,2,0,2
06,00562,California,Alameda city,race-ethnicity,Hispanic,0.9163752314338612,1,0,2
06,00562,California,Alameda city,race-ethnicity,White,0.9403830739891104,1,NA,NA
06,00884,California,Alhambra city,all,All,0.9246519344987616,1,0,1
06,00884,California,Alhambra city,race-ethnicity,Other Races and Ethnicities,0.9363396860122946,1,0,1
06,00884,California,Alhambra city,race-ethnicity,Black,0.7497237569060774,2,0,3
06,00884,California,Alhambra city,race-ethnicity,Hispanic,0.9321594505420512,1,0,2
06,00884,California,Alhambra city,race-ethnicity,White,0.8977942516862125,1,NA,NA
06,02000,California,Anaheim city,all,All,0.9133869800461798,1,0,1
06,02000,California,Anaheim city,race-ethnicity,Other Races and Ethnicities,0.9235281888699765,1,0,1
06,02000,California,Anaheim city,race-ethnicity,Black,0.9185685203042966,1,0,2
06,02000,California,Anaheim city,race-ethnicity,Hispanic,0.9039109535444514,1,0,1
06,02000,California,Anaheim city,race-ethnicity,White,0.9046851766741464,1,NA,NA
06,02252,California,Antioch city,all,All,0.9426928104575164,1,0,1
06,02252,California,Antioch city,race-ethnicity,Other Races and Ethnicities,0.9480295368809696,1,0,2
06,02252,California,Antioch city,race-ethnicity,Black,0.9607766653664456,1,0,2
06,02252,California,Antioch city,race-ethnicity,Hispanic,0.9434023366464888,1,0,2
06,02252,California,Antioch city,race-ethnicity,White,0.9263640926364092,1,NA,NA
06,02364,California,Apple Valley town,all,All,0.9405797293888012,1,0.18628457914421767,1
06,02364,California,Apple Valley town,race-ethnicity,Other Races and Ethnicities,0.9444592933126638,1,0.18859009260043283,2
06,02364,California,Apple Valley town,race-ethnicity,Black,0.8736095128500192,2,0.4141681840312557,3
06,02364,California,Apple Valley town,race-ethnicity,Hispanic,0.949354124682018,1,0.15576280512065271,2
06,02364,California,Apple Valley town,race-ethnicity,White,0.9459622494648764,1,NA,NA
06,03526,California,Bakersfield city,all,All,0.9187347651195216,1,0.2598131211034019,1
06,03526,California,Bakersfield city,race-ethnicity,Other Races and Ethnicities,0.9227685767678064,1,0.28378953208614244,1
06,03526,California,Bakersfield city,race-ethnicity,Black,0.8571325596482375,1,0.31828828120869157,1
06,03526,California,Bakersfield city,race-ethnicity,Hispanic,0.9193747707042036,1,0.29587699308180704,1
06,03526,California,Bakersfield city,race-ethnicity,White,0.9236898201102216,1,NA,NA
06,04982,California,Bellflower city,all,All,0.8824332869609207,1,0,1
06,04982,California,Bellflower city,race-ethnicity,Other Races and Ethnicities,0.8847269006097301,1,0,2
06,04982,California,Bellflower city,race-ethnicity,Black,0.8743947030338967,1,0,2
06,04982,California,Bellflower city,race-ethnicity,Hispanic,0.8848321227314606,1,0,2
06,04982,California,Bellflower city,race-ethnicity,White,0.8812429122249943,1,NA,NA
06,06000,California,Berkeley city,all,All,0.8435208641634687,1,0.4599189851828163,1
06,06000,California,Berkeley city,race-ethnicity,Other Races and Ethnicities,0.7882052261978694,1,0.5529239153217355,1
06,06000,California,Berkeley city,race-ethnicity,Black,0.760281627179258,1,0.15776550030693678,2
06,06000,California,Berkeley city,race-ethnicity,Hispanic,0.7328532475704398,1,0.3784286378428638,2
06,06000,California,Berkeley city,race-ethnicity,White,0.8880118616719724,1,NA,NA
06,08786,California,Buena Park city,all,All,0.9351227760973636,1,0,1
06,08786,California,Buena Park city,race-ethnicity,Other Races and Ethnicities,0.9483972184531886,1,0,2
06,08786,California,Buena Park city,race-ethnicity,Black,0.9045936395759716,2,0,3
06,08786,California,Buena Park city,race-ethnicity,Hispanic,0.9147215865751336,1,0,2
06,08786,California,Buena Park city,race-ethnicity,White,0.9189971628741822,1,NA,NA
06,08954,California,Burbank city,all,All,0.9156514287843224,1,0,1
06,08954,California,Burbank city,race-ethnicity,Other Races and Ethnicities,0.964449469254444,1,0,2
06,08954,California,Burbank city,race-ethnicity,Black,0.936208445642408,3,0,3
06,08954,California,Burbank city,race-ethnicity,Hispanic,0.9283731477499316,1,0,2
06,08954,California,Burbank city,race-ethnicity,White,0.8931742931161076,1,NA,NA
06,11194,California,Carlsbad city,all,All,0.96155252572742,1,0,2
06,11194,California,Carlsbad city,race-ethnicity,Other Races and Ethnicities,0.96363001203276,1,0,3
06,11194,California,Carlsbad city,race-ethnicity,Black,0.922922252010724,3,0,3
06,11194,California,Carlsbad city,race-ethnicity,Hispanic,0.9628133020258832,1,0,3
06,11194,California,Carlsbad city,race-ethnicity,White,0.9615994886019884,1,NA,NA
06,11530,California,Carson city,all,All,0.9348712987886943,1,0,1
06,11530,California,Carson city,race-ethnicity,Other Races and Ethnicities,0.9560179440679584,1,0,1
06,11530,California,Carson city,race-ethnicity,Black,0.9311750374812594,1,0,3
06,11530,California,Carson city,race-ethnicity,Hispanic,0.9227160425283848,1,0,2
06,11530,California,Carson city,race-ethnicity,White,0.8867368421052632,1,NA,NA
06,13014,California,Chico city,all,All,0.910758628655027,1,0.4195600451687187,1
06,13014,California,Chico city,race-ethnicity,Other Races and Ethnicities,0.905670841613902,1,0.3788818419188322,1
06,13014,California,Chico city,race-ethnicity,Black,0.8576744186046512,2,0.6194834730426211,3
06,13014,California,Chico city,race-ethnicity,Hispanic,0.9268111270888084,1,0.44032287200988546,1
06,13014,California,Chico city,race-ethnicity,White,0.9135574390533135,1,NA,NA
06,13210,California,Chino city,all,All,0.8394310969328416,1,4.440734161710845e-4,1
06,13210,California,Chino city,race-ethnicity,Other Races and Ethnicities,0.8498784573943893,1,0,2
06,13210,California,Chino city,race-ethnicity,Black,0.6946197276652275,2,0.00296149230781988,3
06,13210,California,Chino city,race-ethnicity,Hispanic,0.8524159337816865,1,3.22185707842e-4,2
06,13210,California,Chino city,race-ethnicity,White,0.849665751153029,1,NA,NA
06,13214,California,Chino Hills city,all,All,0.975584501911056,1,0,2
06,13214,California,Chino Hills city,race-ethnicity,Other Races and Ethnicities,0.9800161124289488,1,0,2
06,13214,California,Chino Hills city,race-ethnicity,Black,0.9842197545295148,2,0,3
06,13214,California,Chino Hills city,race-ethnicity,Hispanic,0.9753491423751054,1,0,3
06,13214,California,Chino Hills city,race-ethnicity,White,0.9680289499020616,1,NA,NA
06,13392,California,Chula Vista city,all,All,0.943402542773763,1,0,1
06,13392,California,Chula Vista city,race-ethnicity,Other Races and Ethnicities,0.9607812216641568,1,0,1
06,13392,California,Chula Vista city,race-ethnicity,Black,0.9240027510316368,2,0,3
06,13392,California,Chula Vista city,race-ethnicity,Hispanic,0.9449914823182592,1,0,1
06,13392,California,Chula Vista city,race-ethnicity,White,0.9290001573611288,1,NA,NA
06,13588,California,Citrus Heights city,all,All,0.9071994149975434,1,0,1
06,13588,California,Citrus Heights city,race-ethnicity,Other Races and Ethnicities,0.8933910773611771,1,0,2
06,13588,California,Citrus Heights city,race-ethnicity,Black,0.8198717948717948,2,0,3
06,13588,California,Citrus Heights city,race-ethnicity,Hispanic,0.8629668758933565,1,0,2
06,13588,California,Citrus Heights city,race-ethnicity,White,0.914679102820342,1,NA,NA
06,14218,California,Clovis city,all,All,0.9549827830666396,1,0,1
06,14218,California,Clovis city,race-ethnicity,Other Races and Ethnicities,0.9565886088509624,1,0,2
06,14218,California,Clovis city,race-ethnicity,Black,0.961603139013453,2,0,3
06,14218,California,Clovis city,race-ethnicity,Hispanic,0.9667694931407218,1,0,2
06,14218,California,Clovis city,race-ethnicity,White,0.9537985202659232,1,NA,NA
06,15044,California,Compton city,all,All,0.7935118595381077,1,0,1
06,15044,California,Compton city,race-ethnicity,Other Races and Ethnicities,0.7983884229567505,1,0,1
06,15044,California,Compton city,race-ethnicity,Black,0.7684093266239004,1,0,1
06,15044,California,Compton city,race-ethnicity,Hispanic,0.8016933377368121,1,0,1
06,15044,California,Compton city,race-ethnicity,White,0.8129614054761237,1,NA,NA
06,16000,California,Concord city,all,All,0.9384904070160374,1,0,1
06,16000,California,Concord city,race-ethnicity,Other Races and Ethnicities,0.9404049210500824,1,0,2
06,16000,California,Concord city,race-ethnicity,Black,0.8915821947994711,2,0,3
06,16000,California,Concord city,race-ethnicity,Hispanic,0.9181161711996628,1,0,2
06,16000,California,Concord city,race-ethnicity,White,0.9401287060445874,1,NA,NA
06,16350,California,Corona city,all,All,0.9204784470743266,1,0,1
06,16350,California,Corona city,race-ethnicity,Other Races and Ethnicities,0.9199450986057937,1,0,1
06,16350,California,Corona city,race-ethnicity,Black,0.8953561672620298,2,0,3
06,16350,California,Corona city,race-ethnicity,Hispanic,0.9007279861631,1,0,1
06,16350,California,Corona city,race-ethnicity,White,0.9239675898421206,1,NA,NA
06,16532,California,Costa Mesa city,all,All,0.9316884830759352,1,0,1
06,16532,California,Costa Mesa city,race-ethnicity,Other Races and Ethnicities,0.9256446991404012,1,0,2
06,16532,California,Costa Mesa city,race-ethnicity,Black,0.9125235997482694,2,0,3
06,16532,California,Costa Mesa city,race-ethnicity,Hispanic,0.9322576641429812,1,0,1
06,16532,California,Costa Mesa city,race-ethnicity,White,0.9358173531938438,1,NA,NA
06,17918,California,Daly City city,all,All,0.9293325962216672,1,0,1
06,17918,California,Daly City city,race-ethnicity,Other Races and Ethnicities,0.9455177172145286,1,0,1
06,17918,California,Daly City city,race-ethnicity,Black,0.8170597915523862,2,0,3
06,17918,California,Daly City city,race-ethnicity,Hispanic,0.8814515796844751,1,0,2
06,17918,California,Daly City city,race-ethnicity,White,0.8843513728611222,1,NA,NA
06,19766,California,Downey city,all,All,0.9251747701084057,1,0,1
06,19766,California,Downey city,race-ethnicity,Other Races and Ethnicities,0.9365402908003804,1,0,2
06,19766,California,Downey city,race-ethnicity,Black,0.941783345615328,2,0,3
06,19766,California,Downey city,race-ethnicity,Hispanic,0.928736608617679,1,0,1
06,19766,California,Downey city,race-ethnicity,White,0.9108276533592988,1,NA,NA
06,21712,California,El Cajon city,all,All,0.9068491083805628,1,0.1311514174336026,1
06,21712,California,El Cajon city,race-ethnicity,Other Races and Ethnicities,0.8922129519268971,1,0.06737119366304425,2
06,21712,California,El Cajon city,race-ethnicity,Black,0.8773827227254293,2,0.1851107389888792,3
06,21712,California,El Cajon city,race-ethnicity,Hispanic,0.9149565217391304,1,0.09558500643676514,2
06,21712,California,El Cajon city,race-ethnicity,White,0.9148293320267844,1,NA,NA
06,22020,California,Elk Grove city,all,All,0.958321463164492,1,0,1
06,22020,California,Elk Grove city,race-ethnicity,Other Races and Ethnicities,0.9695397963032818,1,0,1
06,22020,California,Elk Grove city,race-ethnicity,Black,0.938431963422871,1,0,2
06,22020,California,Elk Grove city,race-ethnicity,Hispanic,0.9521737807660714,1,0,2
06,22020,California,Elk Grove city,race-ethnicity,White,0.9503576878386136,1,NA,NA
06,22230,California,El Monte city,all,All,0.8678275711795468,1,0,1
06,22230,California,El Monte city,race-ethnicity,Other Races and Ethnicities,0.8726563078975321,1,0,1
06,22230,California,El Monte city,race-ethnicity,Black,NA,NA,0,3
06,22230,California,El Monte city,race-ethnicity,Hispanic,0.8577877157431346,1,0,1
06,22230,California,El Monte city,race-ethnicity,White,0.8608357560685138,1,NA,NA
06,22804,California,Escondido city,all,All,0.9274116334198346,1,0,1
06,22804,California,Escondido city,race-ethnicity,Other Races and Ethnicities,0.9526321921342144,1,0,2
06,22804,California,Escondido city,race-ethnicity,Black,0.8590266875981162,2,0,2
06,22804,California,Escondido city,race-ethnicity,Hispanic,0.940160958643276,1,0,1
06,22804,California,Escondido city,race-ethnicity,White,0.9126963425007087,1,NA,NA
06,23182,California,Fairfield city,all,All,0.9321208757945716,1,0,1
06,23182,California,Fairfield city,race-ethnicity,Other Races and Ethnicities,0.9379242479013536,1,0,2
06,23182,California,Fairfield city,race-ethnicity,Black,0.9322795517022626,1,0,2
06,23182,California,Fairfield city,race-ethnicity,Hispanic,0.9101097764239324,1,0,2
06,23182,California,Fairfield city,race-ethnicity,White,0.92630719604954,1,NA,NA
06,24638,California,Folsom city,all,All,0.9071728892311964,1,0,1
06,24638,California,Folsom city,race-ethnicity,Other Races and Ethnicities,0.9033480984875694,1,0,2
06,24638,California,Folsom city,race-ethnicity,Black,0.37767542671362775,3,NA,NA
06,24638,California,Folsom city,race-ethnicity,Hispanic,0.8402822322001283,1,0,3
06,24638,California,Folsom city,race-ethnicity,White,0.9478107470615053,1,NA,NA
06,24680,California,Fontana city,all,All,0.9300436836515495,1,0,1
06,24680,California,Fontana city,race-ethnicity,Other Races and Ethnicities,0.9242567229989612,1,0,1
06,24680,California,Fontana city,race-ethnicity,Black,0.9401374993013248,1,0,2
06,24680,California,Fontana city,race-ethnicity,Hispanic,0.9239785029547872,1,0,1
06,24680,California,Fontana city,race-ethnicity,White,0.9386105867486232,1,NA,NA
06,26000,California,Fremont city,all,All,0.9633005330407513,1,0,1
06,26000,California,Fremont city,race-ethnicity,Other Races and Ethnicities,0.97295785261259,1,0,1
06,26000,California,Fremont city,race-ethnicity,Black,0.9264772899893664,2,0,3
06,26000,California,Fremont city,race-ethnicity,Hispanic,0.9535125038912524,1,0,3
06,26000,California,Fremont city,race-ethnicity,White,0.9341682077671464,1,NA,NA
06,27000,California,Fresno city,all,All,0.8633784932742752,1,0.27438888481459583,1
06,27000,California,Fresno city,race-ethnicity,Other Races and Ethnicities,0.8809250838389433,1,0.262356429693799,1
06,27000,California,Fresno city,race-ethnicity,Black,0.8027283123672603,1,0.33097863369375935,1
06,27000,California,Fresno city,race-ethnicity,Hispanic,0.8531475023860189,1,0.29113013286633177,1
06,27000,California,Fresno city,race-ethnicity,White,0.8564696262984781,1,NA,NA
06,28000,California,Fullerton city,all,All,0.928611398673792,1,0,1
06,28000,California,Fullerton city,race-ethnicity,Other Races and Ethnicities,0.9437162915423783,1,0,2
06,28000,California,Fullerton city,race-ethnicity,Black,0.7485557920340529,2,0,3
06,28000,California,Fullerton city,race-ethnicity,Hispanic,0.9277900542396406,1,0,2
06,28000,California,Fullerton city,race-ethnicity,White,0.9230118558740468,1,NA,NA
06,29000,California,Garden Grove city,all,All,0.9194652245408436,1,0,1
06,29000,California,Garden Grove city,race-ethnicity,Other Races and Ethnicities,0.9203279858702516,1,0,1
