year,state,place,state_name,place_name,in_universe,subgroup,subgroup_type,share_hs_degree,share_hs_degree_lb,share_hs_degree_ub,share_hs_degree_quality,share_employed,share_employed_lb,share_employed_ub,share_employed_quality
2022,36,51000,New York,New York city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,36,51000,New York,New York city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,36,63000,New York,Rochester city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,36,63000,New York,Rochester city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,36,63000,New York,Rochester city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,36,73000,New York,Syracuse city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,36,73000,New York,Syracuse city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,36,73000,New York,Syracuse city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,36,84000,New York,Yonkers city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,36,84000,New York,Yonkers city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,36,84000,New York,Yonkers city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,37,02140,North Carolina,Asheville city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,37,02140,North Carolina,Asheville city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,37,02140,North Carolina,Asheville city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,37,10740,North Carolina,Cary town,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,37,10740,North Carolina,Cary town,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,37,10740,North Carolina,Cary town,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,37,12000,North Carolina,Charlotte city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,37,12000,North Carolina,Charlotte city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,37,12000,North Carolina,Charlotte city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,37,14100,North Carolina,Concord city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,37,14100,North Carolina,Concord city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,37,14100,North Carolina,Concord city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,37,19000,North Carolina,Durham city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,37,19000,North Carolina,Durham city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,37,19000,North Carolina,Durham city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,37,22920,North Carolina,Fayetteville city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,37,22920,North Carolina,Fayetteville city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,37,22920,North Carolina,Fayetteville city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,37,25580,North Carolina,Gastonia city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,37,25580,North Carolina,Gastonia city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,37,25580,North Carolina,Gastonia city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,37,28000,North Carolina,Greensboro city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,37,28000,North Carolina,Greensboro city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,37,28000,North Carolina,Greensboro city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,37,28080,North Carolina,Greenville city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,37,28080,North Carolina,Greenville city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,37,28080,North Carolina,Greenville city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,37,31400,North Carolina,High Point city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,37,31400,North Carolina,High Point city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,37,31400,North Carolina,High Point city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,37,55000,North Carolina,Raleigh city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,37,55000,North Carolina,Raleigh city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,37,55000,North Carolina,Raleigh city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,37,74440,North Carolina,Wilmington city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,37,74440,North Carolina,Wilmington city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,37,74440,North Carolina,Wilmington city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,37,75000,North Carolina,Winston-Salem city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,37,75000,North Carolina,Winston-Salem city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,37,75000,North Carolina,Winston-Salem city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,38,25700,North Dakota,Fargo city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,38,25700,North Dakota,Fargo city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,38,25700,North Dakota,Fargo city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,39,01000,Ohio,Akron city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,39,01000,Ohio,Akron city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,39,01000,Ohio,Akron city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,39,15000,Ohio,Cincinnati city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,39,15000,Ohio,Cincinnati city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,39,15000,Ohio,Cincinnati city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,39,16000,Ohio,Cleveland city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,39,16000,Ohio,Cleveland city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,39,16000,Ohio,Cleveland city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,39,18000,Ohio,Columbus city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,39,18000,Ohio,Columbus city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,39,18000,Ohio,Columbus city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,39,21000,Ohio,Dayton city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,39,21000,Ohio,Dayton city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,39,21000,Ohio,Dayton city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,39,61000,Ohio,Parma city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,39,61000,Ohio,Parma city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,39,61000,Ohio,Parma city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,39,77000,Ohio,Toledo city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,39,77000,Ohio,Toledo city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,39,77000,Ohio,Toledo city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,40,09050,Oklahoma,Broken Arrow city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,40,09050,Oklahoma,Broken Arrow city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,40,09050,Oklahoma,Broken Arrow city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,40,23200,Oklahoma,Edmond city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,40,23200,Oklahoma,Edmond city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,40,23200,Oklahoma,Edmond city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,40,41850,Oklahoma,Lawton city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,40,41850,Oklahoma,Lawton city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,40,41850,Oklahoma,Lawton city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,40,52500,Oklahoma,Norman city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,40,52500,Oklahoma,Norman city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,40,52500,Oklahoma,Norman city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,40,55000,Oklahoma,Oklahoma City city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,40,55000,Oklahoma,Oklahoma City city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,40,55000,Oklahoma,Oklahoma City city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,40,75000,Oklahoma,Tulsa city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,40,75000,Oklahoma,Tulsa city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,40,75000,Oklahoma,Tulsa city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,41,05350,Oregon,Beaverton city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,41,05350,Oregon,Beaverton city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,41,05350,Oregon,Beaverton city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,41,05800,Oregon,Bend city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,41,05800,Oregon,Bend city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,41,05800,Oregon,Bend city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,41,23850,Oregon,Eugene city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,41,23850,Oregon,Eugene city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,41,23850,Oregon,Eugene city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,41,31250,Oregon,Gresham city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,41,31250,Oregon,Gresham city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,41,31250,Oregon,Gresham city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,41,34100,Oregon,Hillsboro city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,41,34100,Oregon,Hillsboro city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,41,34100,Oregon,Hillsboro city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,41,47000,Oregon,Medford city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,41,47000,Oregon,Medford city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,41,47000,Oregon,Medford city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,41,59000,Oregon,Portland city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,41,59000,Oregon,Portland city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,41,59000,Oregon,Portland city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,41,64900,Oregon,Salem city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,41,64900,Oregon,Salem city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,41,64900,Oregon,Salem city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,42,02000,Pennsylvania,Allentown city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,42,02000,Pennsylvania,Allentown city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,42,02000,Pennsylvania,Allentown city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,42,06088,Pennsylvania,Bethlehem city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,42,06088,Pennsylvania,Bethlehem city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,42,06088,Pennsylvania,Bethlehem city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,42,24000,Pennsylvania,Erie city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,42,24000,Pennsylvania,Erie city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,42,24000,Pennsylvania,Erie city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,42,60000,Pennsylvania,Philadelphia city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,42,60000,Pennsylvania,Philadelphia city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,42,60000,Pennsylvania,Philadelphia city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,42,61000,Pennsylvania,Pittsburgh city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,42,61000,Pennsylvania,Pittsburgh city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,42,61000,Pennsylvania,Pittsburgh city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,42,63624,Pennsylvania,Reading city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,42,63624,Pennsylvania,Reading city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,42,63624,Pennsylvania,Reading city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,42,69000,Pennsylvania,Scranton city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,42,69000,Pennsylvania,Scranton city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,42,69000,Pennsylvania,Scranton city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,44,19180,Rhode Island,Cranston city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,44,19180,Rhode Island,Cranston city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,44,19180,Rhode Island,Cranston city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,44,54640,Rhode Island,Pawtucket city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,44,54640,Rhode Island,Pawtucket city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,44,54640,Rhode Island,Pawtucket city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,44,59000,Rhode Island,Providence city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,44,59000,Rhode Island,Providence city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,44,59000,Rhode Island,Providence city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,44,74300,Rhode Island,Warwick city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,44,74300,Rhode Island,Warwick city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,44,74300,Rhode Island,Warwick city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,45,13330,South Carolina,Charleston city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,45,13330,South Carolina,Charleston city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,45,13330,South Carolina,Charleston city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,45,16000,South Carolina,Columbia city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,45,16000,South Carolina,Columbia city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,45,16000,South Carolina,Columbia city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,45,48535,South Carolina,Mount Pleasant town,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,45,48535,South Carolina,Mount Pleasant town,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,45,48535,South Carolina,Mount Pleasant town,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,45,50875,South Carolina,North Charleston city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,45,50875,South Carolina,North Charleston city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,45,50875,South Carolina,North Charleston city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,46,59020,South Dakota,Sioux Falls city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,46,59020,South Dakota,Sioux Falls city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,46,59020,South Dakota,Sioux Falls city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,47,14000,Tennessee,Chattanooga city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,47,14000,Tennessee,Chattanooga city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,47,14000,Tennessee,Chattanooga city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,47,15160,Tennessee,Clarksville city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,47,15160,Tennessee,Clarksville city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,47,15160,Tennessee,Clarksville city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,47,27740,Tennessee,Franklin city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,47,27740,Tennessee,Franklin city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,47,27740,Tennessee,Franklin city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,47,40000,Tennessee,Knoxville city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,47,40000,Tennessee,Knoxville city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,47,40000,Tennessee,Knoxville city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,47,48000,Tennessee,Memphis city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,47,48000,Tennessee,Memphis city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,47,48000,Tennessee,Memphis city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,47,51560,Tennessee,Murfreesboro city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,47,51560,Tennessee,Murfreesboro city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,47,51560,Tennessee,Murfreesboro city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,47,52006,Tennessee,Nashville-Davidson metropolitan government (balance),TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,47,52006,Tennessee,Nashville-Davidson metropolitan government (balance),TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,47,52006,Tennessee,Nashville-Davidson metropolitan government (balance),TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,01000,Texas,Abilene city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,01000,Texas,Abilene city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,01000,Texas,Abilene city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,01924,Texas,Allen city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,01924,Texas,Allen city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,01924,Texas,Allen city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,03000,Texas,Amarillo city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,03000,Texas,Amarillo city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,03000,Texas,Amarillo city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,04000,Texas,Arlington city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,04000,Texas,Arlington city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,04000,Texas,Arlington city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,05000,Texas,Austin city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,05000,Texas,Austin city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,05000,Texas,Austin city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,06128,Texas,Baytown city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,06128,Texas,Baytown city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,06128,Texas,Baytown city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,07000,Texas,Beaumont city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,07000,Texas,Beaumont city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,07000,Texas,Beaumont city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,10768,Texas,Brownsville city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,10768,Texas,Brownsville city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,10768,Texas,Brownsville city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,10912,Texas,Bryan city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,10912,Texas,Bryan city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,10912,Texas,Bryan city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,13024,Texas,Carrollton city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,13024,Texas,Carrollton city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,13024,Texas,Carrollton city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,13552,Texas,Cedar Park city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,13552,Texas,Cedar Park city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,13552,Texas,Cedar Park city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,15976,Texas,College Station city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,15976,Texas,College Station city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,15976,Texas,College Station city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,16432,Texas,Conroe city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,16432,Texas,Conroe city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,16432,Texas,Conroe city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,17000,Texas,Corpus Christi city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,17000,Texas,Corpus Christi city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,17000,Texas,Corpus Christi city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,19000,Texas,Dallas city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,19000,Texas,Dallas city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,19000,Texas,Dallas city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,19972,Texas,Denton city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,19972,Texas,Denton city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,19972,Texas,Denton city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,22660,Texas,Edinburg city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,22660,Texas,Edinburg city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,22660,Texas,Edinburg city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,24000,Texas,El Paso city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,24000,Texas,El Paso city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,24000,Texas,El Paso city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,26232,Texas,Flower Mound town,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,26232,Texas,Flower Mound town,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,26232,Texas,Flower Mound town,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,27000,Texas,Fort Worth city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,27000,Texas,Fort Worth city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,27000,Texas,Fort Worth city,TRUE,Without Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,27684,Texas,Frisco city,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA
2022,48,27684,Texas,Frisco city,TRUE,With Disability,disability,NA,NA,NA,NA,NA,NA,NA,NA
