year,state,place,state_name,place_name,share_in_preschool,share_in_preschool_quality,rate_learning,rate_learning_lb,rate_learning_ub,rate_learning_quality,meps20_black,meps20_black_quality,meps20_hispanic,meps20_hispanic_quality,meps20_white,meps20_white_quality,share_hs_degree,share_hs_degree_quality,share_digital_access,share_digital_access_quality,pctl_income_20,pctl_20_quality,pctl_income_50,pctl_50_quality,pctl_income_80,pctl_80_quality,pctl_income_quality,share_debt_col,share_debt_col_quality,ratio_black_nh_house_value_households,ratio_black_nh_house_value_households_quality,ratio_hispanic_house_value_households,ratio_hispanic_house_value_households_quality,ratio_other_nh_house_value_households,ratio_other_nh_house_value_households_quality,ratio_white_nh_house_value_households,ratio_white_nh_house_value_households_quality,count_homeless,count_homeless_lb,count_homeless_ub,share_homeless,homeless_quality,share_affordable_80_ami,share_affordable_50_ami,share_affordable_30_ami,share_affordable_quality,share_election_turnout,share_election_turnout_quality,share_desc_rep_asian_other,share_desc_rep_black_nonhispanic,share_desc_rep_hispanic,share_desc_rep_white_nonhispanic,share_poverty_exposure,share_poverty_exposure_quality,share_black_nh_exposure,share_black_nh_exposure_quality,share_hispanic_exposure,share_hispanic_exposure_quality,share_other_nh_exposure,share_other_nh_exposure_quality,share_white_nh_exposure,share_white_nh_exposure_quality,index_air_quality,index_air_quality_quality,ratio_high_low_ses_fb_friends,ratio_high_low_ses_fb_friends_quality,count_membership_associations_per_10k,count_membership_associations_per_10k_quality,rate_juv_arrest,rate_juv_arrest_quality,rate_violent_crime,rate_property_crime,rate_crime_quality,share_employed,share_employed_quality
2020,12,36950,Florida,Kissimmee city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.592802689945119,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6848242365361183,3,2.9,2,NA,NA,NA,NA,NA,NA,NA
2021,12,36950,Florida,Kissimmee city,0.27925134913415933,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.860178200633407,2,0.8585161098083924,1,24599.918658751936,2,53480.83465819406,2,90821.36018636172,2,2,NA,NA,10.7%:11.9%,3,38.4%:53.7%,3,6.8%:7.3%,3,44.1%:27.1%,3,NA,NA,NA,NA,NA,1.2839425039803172,0.8679969979348686,0.7747007992002097,2,NA,NA,0.04656103848994027,0.07525683711409657,0.7013823213152133,0.17679980308074986,0,1,0.9061993577109476,1,0.28930680870907366,1,0.9330740760920536,1,0.7835348963390231,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7654606137984716,2
2014,12,38250,Florida,Lakeland city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.7%:14.2%,3,7.7%:11.9%,3,2.7%:3.2%,3,81.0%:70.7%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,12,38250,Florida,Lakeland city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.7%:12.6%,3,8.4%:12.7%,3,2.6%:3.0%,3,82.2%:71.7%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,38250,Florida,Lakeland city,NA,NA,NA,NA,NA,NA,0.65389878,1,0.65006089,1,0.46499419,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.3%:12.1%,3,11.7%:14.5%,3,5.2%:3.6%,3,76.9%:69.7%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,12,38250,Florida,Lakeland city,NA,NA,NA,NA,NA,NA,0.54361486,1,0.51522404,1,0.35702369,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.6%:14.9%,3,8.1%:13.6%,3,4.8%:3.2%,3,73.5%:68.3%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,12,38250,Florida,Lakeland city,NA,NA,NA,NA,NA,NA,0.414545,1,0.40037864,1,0.25948182,1,NA,NA,NA,NA,24222.251103158713,2,51604.50518655469,2,88553.55249024606,2,2,NA,NA,8.6%:14.2%,3,9.7%:14.4%,3,3.7%:3.1%,3,78.0%:68.3%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.794018394330167,2
2019,12,38250,Florida,Lakeland city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.9%:14.5%,3,12.5%:16.6%,3,4.8%:3.3%,3,74.8%:65.6%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,12,38250,Florida,Lakeland city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6257319399479584,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5996354996443057,3,1.8,2,NA,NA,NA,NA,NA,NA,NA
2021,12,38250,Florida,Lakeland city,0.2942698488701827,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9510296300597398,2,0.7794856930643744,1,23896.86342218056,2,55611.82945460943,2,102823.22884982236,2,2,NA,NA,14.2%:15.1%,3,11.5%:15.5%,3,3.6%:4.6%,3,70.8%:64.8%,3,NA,NA,NA,NA,NA,1.6706469920487883,1.452483238435187,1.5187516048445393,2,NA,NA,0.04957382632403692,0.19445476037354736,0.1690745554840989,0.5868968578183169,0.11080230031690376,1,0.6322422277174283,1,0.7827706000203486,1,0.936891404659466,1,0.35490733715385847,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7212337642985059,2
2014,12,39425,Florida,Largo city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5%:6.0%,2,5.2%:8.3%,2,2.9%:3.6%,2,89.5%:82.0%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,12,39425,Florida,Largo city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0%:5.1%,3,6.0%:10.6%,2,3.2%:3.0%,2,89.8%:81.4%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,39425,Florida,Largo city,NA,NA,0.8703621,0.81098723,0.92973697,2,0.8732661,1,0.83510166,1,0.66871256,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0%:5.4%,2,2.9%:7.7%,2,3.6%:4.2%,2,90.5%:82.6%,2,4009,4009,4009,0.0389582627,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,12,39425,Florida,Largo city,NA,NA,0.80773711,0.75221223,0.863262,1,0.67441863,1,0.57039863,1,0.4747276,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.9%:6.8%,2,5.3%:11.5%,2,4.6%:4.5%,2,87.1%:77.3%,2,4227,4227,4227,0.041512806,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,12,39425,Florida,Largo city,NA,NA,NA,NA,NA,NA,0.21694089,1,0.18052818,1,0.1462585,1,NA,NA,NA,NA,23262.273391965293,2,45550.81402989935,2,94241.43611060725,2,2,NA,NA,1.2%:5.6%,3,4.9%:9.0%,2,2.6%:4.1%,2,91.2%:81.4%,2,4367,4367,4367,0.0432598963,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.809278502279753,2
2019,12,39425,Florida,Largo city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5%:4.4%,2,6.8%:11.7%,2,3.8%:4.0%,2,86.9%:79.9%,2,4251,4251,4251,0.0426071435,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,12,39425,Florida,Largo city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6170798474221176,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7524823745086536,3,1.6,2,NA,NA,NA,NA,NA,NA,NA
2021,12,39425,Florida,Largo city,0.36301640892568665,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8186640211867243,2,0.8700199987879522,1,24629.832882377395,2,56615.95876679686,2,104568.69059665778,2,2,NA,NA,4.4%:8.1%,2,5.2%:8.6%,2,7.8%:5.7%,2,82.5%:77.5%,2,NA,NA,NA,NA,NA,1.6925366753047046,1.386280531266307,1.3211117279843696,2,NA,NA,0.06953517968607963,0.08510999333373735,0.12944670019998789,0.7159081267801951,0.00609766114465523,1,0.8385033375940151,1,0.8194693104927062,1,0.8975937744389342,1,0.25674608453567277,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8170718557416127,2
2014,12,43975,Florida,Melbourne city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.2%:5.5%,3,6.2%:7.2%,3,5.6%:5.1%,3,84.9%:82.1%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,12,43975,Florida,Melbourne city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1%:6.9%,3,5.5%:7.1%,3,6.7%:4.5%,3,85.8%:81.5%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,43975,Florida,Melbourne city,NA,NA,NA,NA,NA,NA,0.72340423,1,0.52258968,1,0.38903451,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7%:6.2%,3,7.0%:7.8%,3,7.1%:6.6%,3,83.2%:79.4%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,12,43975,Florida,Melbourne city,NA,NA,NA,NA,NA,NA,0.70252472,1,0.51123339,1,0.38585609,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.0%:12.0%,3,6.4%:7.0%,3,4.7%:4.9%,3,78.9%:76.1%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,12,43975,Florida,Melbourne city,NA,NA,NA,NA,NA,NA,0.70785874,1,0.51992995,1,0.37666243,1,NA,NA,NA,NA,22108.97094731985,2,63664.39757922821,2,121048.92512915618,2,2,NA,NA,5.4%:8.6%,3,7.8%:10.0%,3,3.4%:3.8%,3,83.4%:77.5%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.767089606405724,2
2019,12,43975,Florida,Melbourne city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6%:6.0%,3,5.9%:8.7%,3,6.6%:5.9%,3,83.0%:79.5%,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,12,43975,Florida,Melbourne city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6984897182070996,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7982381043122821,3,2.8,2,NA,NA,NA,NA,NA,NA,NA
2021,12,43975,Florida,Melbourne city,0.4713145687299664,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9545798818434248,2,0.8760119760479042,1,28822.0812614617,2,67848.91699061001,2,128640.73593285936,2,2,NA,NA,3.2%:6.8%,3,8.6%:10.7%,3,13.2%:7.9%,3,75.0%:74.7%,3,NA,NA,NA,NA,NA,1.6225127668194073,1.5718230628180816,1.5717021734681995,2,NA,NA,0.08825149700598803,0.09573652694610778,0.1237125748502994,0.6922994011976048,0,1,0.789223158683902,1,0.8482532437026598,1,0.8796321735778602,1,0.28257559706630975,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7711351073072616,2
2014,12,45000,Florida,Miami city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0%:15.3%,1,57.0%:69.4%,1,3.8%:2.0%,1,35.2%:13.3%,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,12,45000,Florida,Miami city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.9%:14.8%,1,56.4%:69.9%,1,3.2%:1.7%,1,34.4%:13.6%,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,45000,Florida,Miami city,NA,NA,0.90241593,0.87471074,0.93012112,1,0.85788018,1,0.7274875,1,0.37235683,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5%:12.9%,1,57.6%:71.8%,1,1.6%:1.3%,1,36.3%:13.9%,1,8036,8036,8036,0.0224941149,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,12,45000,Florida,Miami city,NA,NA,0.88741434,0.85777235,0.91705632,1,0.81283247,1,0.56718415,1,0.22007225,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.3%:14.5%,1,57.0%:68.7%,1,2.6%:2.4%,1,35.1%:14.4%,1,8946,8946,8946,0.0252113622,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,12,45000,Florida,Miami city,NA,NA,NA,NA,NA,NA,0.82453996,1,0.53594124,1,0.18914126,1,NA,NA,NA,NA,15150.54911785514,2,41514.29169004938,2,100626.93216217608,2,2,NA,NA,8.3%:12.1%,1,61.3%:73.1%,1,1.7%:1.4%,1,28.8%:13.4%,1,9917,9917,9917,0.0282991938,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8147527636120994,2
2019,12,45000,Florida,Miami city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8%:12.9%,1,58.1%:70.8%,1,2.4%:2.5%,1,29.8%:13.8%,1,9388,9388,9388,0.0270308405,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,12,45000,Florida,Miami city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6159522438611476,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6660968304715824,2,0.4,1,NA,NA,NA,NA,NA,NA,NA
2021,12,45000,Florida,Miami city,0.508751999212458,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8139170758760423,1,0.7506845399460534,1,16951.648274393647,2,49364.071081589434,2,110184.20764658992,2,2,0.24722,1,6.8%:10.0%,1,60.4%:71.4%,1,4.0%:3.9%,1,28.8%:14.7%,1,NA,NA,NA,NA,NA,0.9963109635260304,0.7471599239446404,0.5248799292967306,1,NA,NA,0.02588661250842205,0.13627505915287189,0.7234957702577318,0.1143425580809742,0.1780886218823505,1,0.48560791666625747,1,0.19160590460528135,1,0.925557141677065,1,0.7386190445240826,1,NA,NA,NA,NA,NA,NA,3.280624630929729,3,3.85656307635768,31.079361262411897,3,0.806656861998016,2
2014,12,45025,Florida,Miami Beach city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.1%:6.0%,3,27.1%:43.6%,2,1.6%:3.4%,3,69.3%:47.0%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,12,45025,Florida,Miami Beach city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8%:3.1%,3,32.8%:48.5%,2,1.0%:2.8%,3,65.4%:45.6%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,45025,Florida,Miami Beach city,NA,NA,NA,NA,NA,NA,0.28467155,1,0.29130244,1,0.083194673,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9%:3.7%,3,36.3%:49.1%,2,3.7%:6.2%,3,59.0%:41.0%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,12,45025,Florida,Miami Beach city,NA,NA,NA,NA,NA,NA,0.30203044,1,0.28696606,1,0.087222219,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0%:4.6%,3,33.6%:52.8%,2,1.2%:3.3%,3,64.2%:39.3%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,12,45025,Florida,Miami Beach city,NA,NA,NA,NA,NA,NA,0.2754491,1,0.29214731,1,0.091379307,1,NA,NA,NA,NA,22758.091116678264,2,60743.199845826035,2,133847.42749098828,2,2,NA,NA,3.1%:4.6%,3,35.6%:49.0%,2,1.2%:3.1%,3,60.1%:43.3%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8084526718802464,2
2019,12,45025,Florida,Miami Beach city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.0%:5.2%,3,33.0%:52.3%,2,3.2%:4.2%,3,58.8%:38.4%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,12,45025,Florida,Miami Beach city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4821104784332783,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7755966273524785,3,3.2,2,NA,NA,NA,NA,NA,NA,NA
2021,12,45025,Florida,Miami Beach city,0.5602742747219637,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9493465636419728,2,0.8216104182391067,1,23205.23542625824,2,64827.82723235209,2,162889.58129809756,2,2,NA,NA,2.6%:6.0%,3,35.1%:47.9%,2,5.5%:6.5%,2,56.7%:39.6%,2,NA,NA,NA,NA,NA,1.0580455042639625,0.6912766106393294,0.5898344322390686,2,NA,NA,0.05198337107189495,0.03518671602630917,0.5613341480070445,0.3514957648947514,0,1,0.9391235608384756,1,0.397020144233444,1,0.925706556735123,1,0.5773715070383241,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8077287272176419,2
2014,12,45060,Florida,Miami Gardens city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.1%:57.6%,2,30.7%:34.3%,2,2.9%:2.8%,3,9.3%:5.3%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,12,45060,Florida,Miami Gardens city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.2%:57.9%,2,31.7%:31.2%,2,1.6%:2.1%,3,14.4%:8.7%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,12,45060,Florida,Miami Gardens city,NA,NA,NA,NA,NA,NA,0.9424299,1,0.90191483,1,0.91379309,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.1%:57.6%,2,33.6%:34.0%,2,5.0%:2.3%,3,7.3%:6.1%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,12,45060,Florida,Miami Gardens city,NA,NA,NA,NA,NA,NA,0.96460176,1,0.93679655,1,0.9710145,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.8%:54.7%,2,34.4%:36.0%,2,1.8%:1.8%,3,8.9%:7.6%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,12,45060,Florida,Miami Gardens city,NA,NA,NA,NA,NA,NA,0.96333331,1,0.89713544,1,0.96190476,1,NA,NA,NA,NA,21034.97231565702,2,47424.060545497865,2,88078.27366348427,2,2,NA,NA,58.9%:55.9%,2,31.8%:36.4%,2,2.2%:2.5%,3,7.2%:5.1%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7795042902919911,2
2019,12,45060,Florida,Miami Gardens city,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.6%:52.6%,2,39.6%:39.0%,2,1.7%:2.6%,3,10.1%:5.8%,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
