year,state,county,state_name,county_name,subgroup,subgroup_type,index_air_hazard,index_air_hazard_quality,rate_learning,rate_learning_lb,rate_learning_ub,rate_learning_quality,share_digital_access,share_digital_access_quality,share_in_preschool,share_in_preschool_lb,share_in_preschool_ub,share_in_preschool_quality
2023,13,225,Georgia,Peach County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,225,Georgia,Peach County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,227,Georgia,Pickens County,All,all,NA,NA,NA,NA,NA,NA,0.6115,Weak,NA,NA,NA,NA
2023,13,227,Georgia,Pickens County,Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,227,Georgia,Pickens County,Not Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,227,Georgia,Pickens County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,0.4935,Weak,NA,NA,NA,NA
2023,13,227,Georgia,Pickens County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,0.6909,Weak,NA,NA,NA,NA
2023,13,227,Georgia,Pickens County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,227,Georgia,Pickens County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,229,Georgia,Pierce County,All,all,NA,NA,NA,NA,NA,NA,0.5321,Weak,NA,NA,NA,NA
2023,13,229,Georgia,Pierce County,Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,229,Georgia,Pierce County,Not Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,229,Georgia,Pierce County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,0.4269,Weak,NA,NA,NA,NA
2023,13,229,Georgia,Pierce County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,0.6504,Weak,NA,NA,NA,NA
2023,13,229,Georgia,Pierce County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,229,Georgia,Pierce County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,231,Georgia,Pike County,All,all,NA,NA,NA,NA,NA,NA,0.5931,Weak,NA,NA,NA,NA
2023,13,231,Georgia,Pike County,Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,231,Georgia,Pike County,Not Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,231,Georgia,Pike County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,0.4522,Weak,NA,NA,NA,NA
2023,13,231,Georgia,Pike County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,0.6966,Weak,NA,NA,NA,NA
2023,13,231,Georgia,Pike County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,231,Georgia,Pike County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,233,Georgia,Polk County,All,all,NA,NA,NA,NA,NA,NA,0.6064,Weak,0.3994,0.3091,0.4896,Weak
2023,13,233,Georgia,Polk County,Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,233,Georgia,Polk County,Not Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,233,Georgia,Polk County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,0.4534,Weak,NA,NA,NA,NA
2023,13,233,Georgia,Polk County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,0.7266,Weak,NA,NA,NA,NA
2023,13,233,Georgia,Polk County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,233,Georgia,Polk County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,235,Georgia,Pulaski County,All,all,NA,NA,NA,NA,NA,NA,0.7384,Weak,NA,NA,NA,NA
2023,13,235,Georgia,Pulaski County,Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,235,Georgia,Pulaski County,Not Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,235,Georgia,Pulaski County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,0.5438,Weak,NA,NA,NA,NA
2023,13,235,Georgia,Pulaski County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,0.8416,Weak,NA,NA,NA,NA
2023,13,235,Georgia,Pulaski County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,235,Georgia,Pulaski County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,237,Georgia,Putnam County,All,all,NA,NA,NA,NA,NA,NA,0.6168,Weak,NA,NA,NA,NA
2023,13,237,Georgia,Putnam County,Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,237,Georgia,Putnam County,Not Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,237,Georgia,Putnam County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,0.4695,Weak,NA,NA,NA,NA
2023,13,237,Georgia,Putnam County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,0.7226,Weak,NA,NA,NA,NA
2023,13,237,Georgia,Putnam County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,237,Georgia,Putnam County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,239,Georgia,Quitman County,All,all,NA,NA,NA,NA,NA,NA,0.4915,Weak,NA,NA,NA,NA
2023,13,239,Georgia,Quitman County,Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,239,Georgia,Quitman County,Not Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,239,Georgia,Quitman County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,0.3662,Weak,NA,NA,NA,NA
2023,13,239,Georgia,Quitman County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,0.6207,Weak,NA,NA,NA,NA
2023,13,239,Georgia,Quitman County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,239,Georgia,Quitman County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,241,Georgia,Rabun County,All,all,NA,NA,NA,NA,NA,NA,0.7062,Weak,NA,NA,NA,NA
2023,13,241,Georgia,Rabun County,Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,241,Georgia,Rabun County,Not Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,241,Georgia,Rabun County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,0.5408,Weak,NA,NA,NA,NA
2023,13,241,Georgia,Rabun County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,0.8095,Weak,NA,NA,NA,NA
2023,13,241,Georgia,Rabun County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,241,Georgia,Rabun County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,243,Georgia,Randolph County,All,all,NA,NA,NA,NA,NA,NA,0.4915,Weak,NA,NA,NA,NA
2023,13,243,Georgia,Randolph County,Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,243,Georgia,Randolph County,Not Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,243,Georgia,Randolph County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,0.3662,Weak,NA,NA,NA,NA
2023,13,243,Georgia,Randolph County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,0.6207,Weak,NA,NA,NA,NA
2023,13,243,Georgia,Randolph County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,243,Georgia,Randolph County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,245,Georgia,Richmond County,All,all,NA,NA,NA,NA,NA,NA,0.6227,Strong,0.4106,0.3081,0.513,Strong
2023,13,245,Georgia,Richmond County,Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,245,Georgia,Richmond County,Not Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,245,Georgia,Richmond County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,0.483,Strong,0.4514,0.2913,0.6115,Strong
2023,13,245,Georgia,Richmond County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,0.7607,Strong,0.3501,0.2343,0.4659,Strong
2023,13,245,Georgia,Richmond County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,245,Georgia,Richmond County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,247,Georgia,Rockdale County,All,all,NA,NA,NA,NA,NA,NA,0.7335,Marginal,0.4263,0.3341,0.5185,Marginal
2023,13,247,Georgia,Rockdale County,Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,247,Georgia,Rockdale County,Not Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,247,Georgia,Rockdale County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,0.5885,Marginal,NA,NA,NA,NA
2023,13,247,Georgia,Rockdale County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,0.8107,Marginal,0.4252,0.3055,0.545,Marginal
2023,13,247,Georgia,Rockdale County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,247,Georgia,Rockdale County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,249,Georgia,Schley County,All,all,NA,NA,NA,NA,NA,NA,0.4915,Weak,NA,NA,NA,NA
2023,13,249,Georgia,Schley County,Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,249,Georgia,Schley County,Not Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,249,Georgia,Schley County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,0.3662,Weak,NA,NA,NA,NA
2023,13,249,Georgia,Schley County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,0.6207,Weak,NA,NA,NA,NA
2023,13,249,Georgia,Schley County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,249,Georgia,Schley County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,251,Georgia,Screven County,All,all,NA,NA,NA,NA,NA,NA,0.6737,Weak,NA,NA,NA,NA
2023,13,251,Georgia,Screven County,Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,251,Georgia,Screven County,Not Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,251,Georgia,Screven County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,0.5154,Weak,NA,NA,NA,NA
2023,13,251,Georgia,Screven County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,0.7734,Weak,NA,NA,NA,NA
2023,13,251,Georgia,Screven County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,251,Georgia,Screven County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,253,Georgia,Seminole County,All,all,NA,NA,NA,NA,NA,NA,0.4101,Weak,NA,NA,NA,NA
2023,13,253,Georgia,Seminole County,Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,253,Georgia,Seminole County,Not Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,253,Georgia,Seminole County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,0.3204,Weak,NA,NA,NA,NA
2023,13,253,Georgia,Seminole County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,0.505,Weak,NA,NA,NA,NA
2023,13,253,Georgia,Seminole County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,253,Georgia,Seminole County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,255,Georgia,Spalding County,All,all,NA,NA,NA,NA,NA,NA,0.5931,Marginal,0.4201,0.3109,0.5294,Marginal
2023,13,255,Georgia,Spalding County,Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,255,Georgia,Spalding County,Not Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,255,Georgia,Spalding County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,0.4522,Marginal,NA,NA,NA,NA
2023,13,255,Georgia,Spalding County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,0.6966,Marginal,0.4733,0.3405,0.6061,Marginal
2023,13,255,Georgia,Spalding County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,255,Georgia,Spalding County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,257,Georgia,Stephens County,All,all,NA,NA,NA,NA,NA,NA,0.568,Weak,0.4223,0.3325,0.5121,Weak
2023,13,257,Georgia,Stephens County,Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,257,Georgia,Stephens County,Not Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,257,Georgia,Stephens County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,0.4074,Weak,NA,NA,NA,NA
2023,13,257,Georgia,Stephens County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,0.6949,Weak,NA,NA,NA,NA
2023,13,257,Georgia,Stephens County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,257,Georgia,Stephens County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,259,Georgia,Stewart County,All,all,NA,NA,NA,NA,NA,NA,0.4915,Weak,NA,NA,NA,NA
2023,13,259,Georgia,Stewart County,Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,259,Georgia,Stewart County,Not Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,259,Georgia,Stewart County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,0.3662,Weak,NA,NA,NA,NA
2023,13,259,Georgia,Stewart County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,0.6207,Weak,NA,NA,NA,NA
2023,13,259,Georgia,Stewart County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,259,Georgia,Stewart County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,261,Georgia,Sumter County,All,all,NA,NA,NA,NA,NA,NA,0.4915,Weak,0.5316,0.4114,0.6519,Weak
2023,13,261,Georgia,Sumter County,Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,261,Georgia,Sumter County,Not Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,261,Georgia,Sumter County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,0.3662,Weak,NA,NA,NA,NA
2023,13,261,Georgia,Sumter County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,0.6207,Weak,NA,NA,NA,NA
2023,13,261,Georgia,Sumter County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,261,Georgia,Sumter County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,263,Georgia,Talbot County,All,all,NA,NA,NA,NA,NA,NA,0.4915,Weak,NA,NA,NA,NA
2023,13,263,Georgia,Talbot County,Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,263,Georgia,Talbot County,Not Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,263,Georgia,Talbot County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,0.3662,Weak,NA,NA,NA,NA
2023,13,263,Georgia,Talbot County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,0.6207,Weak,NA,NA,NA,NA
2023,13,263,Georgia,Talbot County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,263,Georgia,Talbot County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,265,Georgia,Taliaferro County,All,all,NA,NA,NA,NA,NA,NA,0.4032,Weak,NA,NA,NA,NA
2023,13,265,Georgia,Taliaferro County,Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,265,Georgia,Taliaferro County,Not Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,265,Georgia,Taliaferro County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,0.3161,Weak,NA,NA,NA,NA
2023,13,265,Georgia,Taliaferro County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,0.5023,Weak,NA,NA,NA,NA
2023,13,265,Georgia,Taliaferro County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,265,Georgia,Taliaferro County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,267,Georgia,Tattnall County,All,all,NA,NA,NA,NA,NA,NA,0.4877,Weak,NA,NA,NA,NA
2023,13,267,Georgia,Tattnall County,Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,267,Georgia,Tattnall County,Not Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,267,Georgia,Tattnall County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,0.3726,Weak,NA,NA,NA,NA
2023,13,267,Georgia,Tattnall County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,0.6109,Weak,NA,NA,NA,NA
2023,13,267,Georgia,Tattnall County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,267,Georgia,Tattnall County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,269,Georgia,Taylor County,All,all,NA,NA,NA,NA,NA,NA,0.4915,Weak,NA,NA,NA,NA
2023,13,269,Georgia,Taylor County,Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,269,Georgia,Taylor County,Not Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,269,Georgia,Taylor County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,0.3662,Weak,NA,NA,NA,NA
2023,13,269,Georgia,Taylor County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,0.6207,Weak,NA,NA,NA,NA
2023,13,269,Georgia,Taylor County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,269,Georgia,Taylor County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,271,Georgia,Telfair County,All,all,NA,NA,NA,NA,NA,NA,0.4877,Weak,NA,NA,NA,NA
2023,13,271,Georgia,Telfair County,Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,271,Georgia,Telfair County,Not Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,271,Georgia,Telfair County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,0.3726,Weak,NA,NA,NA,NA
2023,13,271,Georgia,Telfair County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,0.6109,Weak,NA,NA,NA,NA
2023,13,271,Georgia,Telfair County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,271,Georgia,Telfair County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,273,Georgia,Terrell County,All,all,NA,NA,NA,NA,NA,NA,0.4101,Weak,NA,NA,NA,NA
2023,13,273,Georgia,Terrell County,Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,273,Georgia,Terrell County,Not Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,273,Georgia,Terrell County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,0.3204,Weak,NA,NA,NA,NA
2023,13,273,Georgia,Terrell County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,0.505,Weak,NA,NA,NA,NA
2023,13,273,Georgia,Terrell County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,273,Georgia,Terrell County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,275,Georgia,Thomas County,All,all,NA,NA,NA,NA,NA,NA,0.5413,Marginal,0.4534,0.34,0.5669,Marginal
2023,13,275,Georgia,Thomas County,Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,275,Georgia,Thomas County,Not Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,275,Georgia,Thomas County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,0.4125,Marginal,NA,NA,NA,NA
2023,13,275,Georgia,Thomas County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,0.6596,Marginal,NA,NA,NA,NA
2023,13,275,Georgia,Thomas County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,275,Georgia,Thomas County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,277,Georgia,Tift County,All,all,NA,NA,NA,NA,NA,NA,0.4615,Weak,0.3655,0.2784,0.4527,Weak
2023,13,277,Georgia,Tift County,Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,277,Georgia,Tift County,Not Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,277,Georgia,Tift County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,0.3541,Weak,NA,NA,NA,NA
2023,13,277,Georgia,Tift County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,0.585,Weak,NA,NA,NA,NA
2023,13,277,Georgia,Tift County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,277,Georgia,Tift County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,279,Georgia,Toombs County,All,all,NA,NA,NA,NA,NA,NA,0.4877,Weak,NA,NA,NA,NA
2023,13,279,Georgia,Toombs County,Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,279,Georgia,Toombs County,Not Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,279,Georgia,Toombs County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,0.3726,Weak,NA,NA,NA,NA
2023,13,279,Georgia,Toombs County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,0.6109,Weak,NA,NA,NA,NA
2023,13,279,Georgia,Toombs County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,279,Georgia,Toombs County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,281,Georgia,Towns County,All,all,NA,NA,NA,NA,NA,NA,0.7062,Weak,NA,NA,NA,NA
2023,13,281,Georgia,Towns County,Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,281,Georgia,Towns County,Not Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,281,Georgia,Towns County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,0.5408,Weak,NA,NA,NA,NA
2023,13,281,Georgia,Towns County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,0.8095,Weak,NA,NA,NA,NA
2023,13,281,Georgia,Towns County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,281,Georgia,Towns County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,283,Georgia,Treutlen County,All,all,NA,NA,NA,NA,NA,NA,0.4857,Weak,NA,NA,NA,NA
2023,13,283,Georgia,Treutlen County,Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,283,Georgia,Treutlen County,Not Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,283,Georgia,Treutlen County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,0.3602,Weak,NA,NA,NA,NA
2023,13,283,Georgia,Treutlen County,"$50,000 or More",income,NA,NA,NA,NA,NA,NA,0.6202,Weak,NA,NA,NA,NA
2023,13,283,Georgia,Treutlen County,High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,283,Georgia,Treutlen County,Not High-Poverty,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,285,Georgia,Troup County,All,all,NA,NA,NA,NA,NA,NA,0.5311,Marginal,0.2353,0.1331,0.3376,Marginal
2023,13,285,Georgia,Troup County,Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,285,Georgia,Troup County,Not Economically Disadvantaged,income,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,285,Georgia,Troup County,"Less than $50,000",income,NA,NA,NA,NA,NA,NA,0.4128,Marginal,NA,NA,NA,NA
