year,state,county,state_name,county_name,in_universe,subgroup,subgroup_type,share_affordable_30_ami,share_affordable_50_ami,share_affordable_80_ami,share_affordable_30_ami_quality,share_affordable_50_ami_quality,share_affordable_80_ami_quality,share_affordable_available_30_ami,share_affordable_available_50_ami,share_affordable_available_80_ami,share_affordable_available_30_ami_quality,share_affordable_available_50_ami_quality,share_affordable_available_80_ami_quality
2018,38,095,North Dakota,Towner County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,38,095,North Dakota,Towner County,TRUE,Renter,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,38,095,North Dakota,Towner County,TRUE,Owner,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,38,097,North Dakota,Traill County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,38,097,North Dakota,Traill County,TRUE,Renter,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,38,097,North Dakota,Traill County,TRUE,Owner,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,38,099,North Dakota,Walsh County,TRUE,All,all,NA,NA,2.1301,NA,NA,Weak,NA,NA,1.5981,NA,NA,Weak
2018,38,099,North Dakota,Walsh County,TRUE,Renter,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,38,099,North Dakota,Walsh County,TRUE,Owner,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,38,101,North Dakota,Ward County,TRUE,All,all,2.7292,2.7967,2.2178,Marginal,Marginal,Marginal,1.2204,1.5886,1.4487,Marginal,Marginal,Marginal
2018,38,101,North Dakota,Ward County,TRUE,Renter,tenure,NA,2.7519,2.1438,NA,Marginal,Marginal,NA,1.9658,1.6763,NA,Marginal,Marginal
2018,38,101,North Dakota,Ward County,TRUE,Owner,tenure,3.9719,2.8506,2.2967,Marginal,Marginal,Marginal,1.2347,1.1339,1.2059,Marginal,Marginal,Marginal
2018,38,103,North Dakota,Wells County,TRUE,All,all,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,38,103,North Dakota,Wells County,TRUE,Renter,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,38,103,North Dakota,Wells County,TRUE,Owner,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,38,105,North Dakota,Williams County,TRUE,All,all,NA,4.0053,2.9931,NA,Weak,Weak,NA,2.8449,2.3005,NA,Weak,Weak
2018,38,105,North Dakota,Williams County,TRUE,Renter,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,38,105,North Dakota,Williams County,TRUE,Owner,tenure,NA,NA,2.6752,NA,NA,Weak,NA,NA,1.6461,NA,NA,Weak
2018,39,001,Ohio,Adams County,TRUE,All,all,1.6065,1.752,1.8913,Weak,Weak,Weak,0.9287,1.0785,1.2473,Weak,Weak,Weak
2018,39,001,Ohio,Adams County,TRUE,Renter,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,39,001,Ohio,Adams County,TRUE,Owner,tenure,NA,NA,2.0698,NA,NA,Weak,NA,NA,1.1993,NA,NA,Weak
2018,39,003,Ohio,Allen County,TRUE,All,all,1.502,1.9243,1.6243,Strong,Strong,Strong,0.712,0.9052,1.0156,Strong,Strong,Strong
2018,39,003,Ohio,Allen County,TRUE,Renter,tenure,0.8501,1.4381,1.3288,Strong,Strong,Strong,0.5893,0.8778,1.0129,Strong,Strong,Strong
2018,39,003,Ohio,Allen County,TRUE,Owner,tenure,2.4392,2.5638,1.9067,Strong,Strong,Strong,0.8884,0.9413,1.0182,Strong,Strong,Strong
2018,39,005,Ohio,Ashland County,TRUE,All,all,2.0392,2.2548,1.9641,Marginal,Marginal,Marginal,0.7803,1.0118,1.1003,Marginal,Marginal,Marginal
2018,39,005,Ohio,Ashland County,TRUE,Renter,tenure,NA,NA,1.6805,NA,NA,Marginal,NA,NA,1.2231,NA,NA,Marginal
2018,39,005,Ohio,Ashland County,TRUE,Owner,tenure,NA,2.6498,2.1488,NA,Marginal,Marginal,NA,0.9661,1.0202,NA,Marginal,Marginal
2018,39,007,Ohio,Ashtabula County,TRUE,All,all,1.4114,1.6367,1.6818,Strong,Strong,Strong,0.6013,0.7821,1.0099,Strong,Strong,Strong
2018,39,007,Ohio,Ashtabula County,TRUE,Renter,tenure,0.5763,0.955,1.2489,Strong,Strong,Strong,0.4512,0.6969,1.0006,Strong,Strong,Strong
2018,39,007,Ohio,Ashtabula County,TRUE,Owner,tenure,2.2334,2.1488,1.9276,Strong,Strong,Strong,0.7491,0.846,1.0151,Strong,Strong,Strong
2018,39,009,Ohio,Athens County,TRUE,All,all,1.5649,1.68,1.4903,Marginal,Marginal,Marginal,0.5756,0.75,1.0287,Marginal,Marginal,Marginal
2018,39,009,Ohio,Athens County,TRUE,Renter,tenure,0.6399,0.9936,1.3688,Marginal,Marginal,Marginal,0.4664,0.681,1.0893,Marginal,Marginal,Marginal
2018,39,009,Ohio,Athens County,TRUE,Owner,tenure,2.7273,2.4387,1.5765,Marginal,Marginal,Marginal,0.7128,0.8262,0.9857,Marginal,Marginal,Marginal
2018,39,011,Ohio,Auglaize County,TRUE,All,all,2.3875,2.637,1.8864,Marginal,Marginal,Marginal,0.632,0.9971,1.0234,Marginal,Marginal,Marginal
2018,39,011,Ohio,Auglaize County,TRUE,Renter,tenure,NA,NA,1.3769,NA,NA,Marginal,NA,NA,1.044,NA,NA,Marginal
2018,39,011,Ohio,Auglaize County,TRUE,Owner,tenure,NA,3.3207,2.1581,NA,Marginal,Marginal,NA,0.9765,1.0124,NA,Marginal,Marginal
2018,39,013,Ohio,Belmont County,TRUE,All,all,2.4344,2.2948,1.986,Marginal,Marginal,Marginal,1.0391,1.159,1.2709,Marginal,Marginal,Marginal
2018,39,013,Ohio,Belmont County,TRUE,Renter,tenure,1.1397,1.5175,1.6994,Marginal,Marginal,Marginal,0.8218,1.1689,1.4417,Marginal,Marginal,Marginal
2018,39,013,Ohio,Belmont County,TRUE,Owner,tenure,3.6236,2.8715,2.1539,Marginal,Marginal,Marginal,1.2387,1.1517,1.1708,Marginal,Marginal,Marginal
2018,39,015,Ohio,Brown County,TRUE,All,all,1.9896,1.9489,1.9198,Marginal,Marginal,Marginal,0.8455,0.8345,0.9601,Marginal,Marginal,Marginal
2018,39,015,Ohio,Brown County,TRUE,Renter,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,39,015,Ohio,Brown County,TRUE,Owner,tenure,NA,NA,2.0837,NA,NA,Marginal,NA,NA,0.9967,NA,NA,Marginal
2018,39,017,Ohio,Butler County,TRUE,All,all,1.1753,1.4762,1.4936,Strong,Strong,Strong,0.4193,0.7715,0.9338,Strong,Strong,Strong
2018,39,017,Ohio,Butler County,TRUE,Renter,tenure,0.4814,1.0398,1.1459,Strong,Strong,Strong,0.3757,0.7562,0.9317,Strong,Strong,Strong
2018,39,017,Ohio,Butler County,TRUE,Owner,tenure,2.3171,2.083,1.8615,Strong,Strong,Strong,0.4909,0.7928,0.9361,Strong,Strong,Strong
2018,39,019,Ohio,Carroll County,TRUE,All,all,NA,2.3495,1.945,NA,Weak,Weak,NA,1.2202,1.2313,NA,Weak,Weak
2018,39,019,Ohio,Carroll County,TRUE,Renter,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,39,019,Ohio,Carroll County,TRUE,Owner,tenure,NA,NA,2.0737,NA,NA,Weak,NA,NA,1.122,NA,NA,Weak
2018,39,021,Ohio,Champaign County,TRUE,All,all,2.3719,2.2287,1.9952,Weak,Weak,Weak,0.7345,0.8759,0.9982,Weak,Weak,Weak
2018,39,021,Ohio,Champaign County,TRUE,Renter,tenure,NA,NA,1.7486,NA,NA,Weak,NA,NA,1.1498,NA,NA,Weak
2018,39,021,Ohio,Champaign County,TRUE,Owner,tenure,NA,2.4302,2.1553,NA,Weak,Weak,NA,0.7236,0.8997,NA,Weak,Weak
2018,39,023,Ohio,Clark County,TRUE,All,all,1.88,1.9358,1.6542,Strong,Strong,Strong,0.6714,0.8706,1.0023,Strong,Strong,Strong
2018,39,023,Ohio,Clark County,TRUE,Renter,tenure,0.9925,1.3043,1.3525,Strong,Strong,Strong,0.6718,0.8929,1.0012,Strong,Strong,Strong
2018,39,023,Ohio,Clark County,TRUE,Owner,tenure,3.1493,2.6421,1.9228,Strong,Strong,Strong,0.6708,0.8457,1.0033,Strong,Strong,Strong
2018,39,025,Ohio,Clermont County,TRUE,All,all,1.4955,1.7778,1.7195,Strong,Strong,Strong,0.5643,0.8075,0.9564,Strong,Strong,Strong
2018,39,025,Ohio,Clermont County,TRUE,Renter,tenure,0.6623,1.194,1.3578,Strong,Strong,Strong,0.4853,0.8159,1.0007,Strong,Strong,Strong
2018,39,025,Ohio,Clermont County,TRUE,Owner,tenure,2.4184,2.2923,1.9428,Strong,Strong,Strong,0.6517,0.8001,0.9291,Strong,Strong,Strong
2018,39,027,Ohio,Clinton County,TRUE,All,all,1.4948,1.6446,1.7792,Marginal,Marginal,Marginal,0.8171,0.9712,1.1352,Marginal,Marginal,Marginal
2018,39,027,Ohio,Clinton County,TRUE,Renter,tenure,NA,NA,1.4811,NA,NA,Marginal,NA,NA,1.1742,NA,NA,Marginal
2018,39,027,Ohio,Clinton County,TRUE,Owner,tenure,NA,2.0152,1.9794,NA,Marginal,Marginal,NA,0.9977,1.109,NA,Marginal,Marginal
2018,39,029,Ohio,Columbiana County,TRUE,All,all,2.0661,1.8017,1.6584,Strong,Strong,Strong,0.8189,0.8334,0.9916,Strong,Strong,Strong
2018,39,029,Ohio,Columbiana County,TRUE,Renter,tenure,1.071,1.1432,1.1592,Strong,Strong,Strong,0.7331,0.8399,0.9406,Strong,Strong,Strong
2018,39,029,Ohio,Columbiana County,TRUE,Owner,tenure,3.6869,2.55,2.034,Strong,Strong,Strong,0.9587,0.8261,1.03,Strong,Strong,Strong
2018,39,031,Ohio,Coshocton County,TRUE,All,all,1.9486,1.9868,1.9746,Weak,Weak,Weak,0.7521,1.0184,1.2395,Weak,Weak,Weak
2018,39,031,Ohio,Coshocton County,TRUE,Renter,tenure,NA,NA,1.5366,NA,NA,Weak,NA,NA,1.2611,NA,NA,Weak
2018,39,031,Ohio,Coshocton County,TRUE,Owner,tenure,NA,NA,2.3409,NA,NA,Weak,NA,NA,1.2215,NA,NA,Weak
2018,39,033,Ohio,Crawford County,TRUE,All,all,2.2945,1.9984,1.8428,Marginal,Marginal,Marginal,0.9717,1.0573,1.1502,Marginal,Marginal,Marginal
2018,39,033,Ohio,Crawford County,TRUE,Renter,tenure,NA,NA,1.4393,NA,NA,Marginal,NA,NA,1.2215,NA,NA,Marginal
2018,39,033,Ohio,Crawford County,TRUE,Owner,tenure,NA,2.5189,2.1808,NA,Marginal,Marginal,NA,0.913,1.0905,NA,Marginal,Marginal
2018,39,035,Ohio,Cuyahoga County,TRUE,All,all,0.9756,1.4198,1.5007,Strong,Strong,Strong,0.483,0.8107,0.9872,Strong,Strong,Strong
2018,39,035,Ohio,Cuyahoga County,TRUE,Renter,tenure,0.5585,1.1133,1.2381,Strong,Strong,Strong,0.4188,0.8155,1.013,Strong,Strong,Strong
2018,39,035,Ohio,Cuyahoga County,TRUE,Owner,tenure,1.9407,1.9963,1.8705,Strong,Strong,Strong,0.6315,0.8017,0.9509,Strong,Strong,Strong
2018,39,037,Ohio,Darke County,TRUE,All,all,2.2024,2.1137,1.8147,Marginal,Marginal,Marginal,0.8211,0.8234,1.0141,Marginal,Marginal,Marginal
2018,39,037,Ohio,Darke County,TRUE,Renter,tenure,NA,NA,1.5321,NA,NA,Marginal,NA,NA,1.1192,NA,NA,Marginal
2018,39,037,Ohio,Darke County,TRUE,Owner,tenure,2.8934,2.5905,1.9578,Marginal,Marginal,Marginal,0.9039,0.874,0.9609,Marginal,Marginal,Marginal
2018,39,039,Ohio,Defiance County,TRUE,All,all,2.4327,2.3753,2.0755,Weak,Weak,Weak,0.9228,0.9915,1.143,Weak,Weak,Weak
2018,39,039,Ohio,Defiance County,TRUE,Renter,tenure,NA,NA,1.4237,NA,NA,Weak,NA,NA,1.0891,NA,NA,Weak
2018,39,039,Ohio,Defiance County,TRUE,Owner,tenure,NA,3.2076,2.4939,NA,Weak,Weak,NA,1.1193,1.1776,NA,Weak,Weak
2018,39,041,Ohio,Delaware County,TRUE,All,all,1.2823,1.7897,1.8765,Strong,Strong,Strong,0.2863,0.4993,0.8297,Strong,Strong,Strong
2018,39,041,Ohio,Delaware County,TRUE,Renter,tenure,NA,1.1761,1.4989,NA,Strong,Strong,NA,0.4912,0.9202,NA,Strong,Strong
2018,39,041,Ohio,Delaware County,TRUE,Owner,tenure,NA,2.2568,2.1317,NA,Strong,Strong,NA,0.5054,0.7684,NA,Strong,Strong
2018,39,043,Ohio,Erie County,TRUE,All,all,1.9227,1.841,1.8308,Marginal,Marginal,Marginal,0.5991,0.7227,1.0736,Marginal,Marginal,Marginal
2018,39,043,Ohio,Erie County,TRUE,Renter,tenure,NA,1.3032,1.4839,NA,Marginal,Marginal,NA,0.7159,1.2323,NA,Marginal,Marginal
2018,39,043,Ohio,Erie County,TRUE,Owner,tenure,2.7862,2.2454,2.1042,Marginal,Marginal,Marginal,0.7012,0.7278,0.9485,Marginal,Marginal,Marginal
2018,39,045,Ohio,Fairfield County,TRUE,All,all,1.4819,1.5482,1.6252,Strong,Strong,Strong,0.4788,0.7275,0.9697,Strong,Strong,Strong
2018,39,045,Ohio,Fairfield County,TRUE,Renter,tenure,0.5506,1.0574,1.2883,Strong,Strong,Strong,0.4383,0.7551,1.0079,Strong,Strong,Strong
2018,39,045,Ohio,Fairfield County,TRUE,Owner,tenure,2.4584,1.9247,1.8201,Strong,Strong,Strong,0.5212,0.7064,0.9476,Strong,Strong,Strong
2018,39,047,Ohio,Fayette County,TRUE,All,all,1.6905,1.6889,1.6258,Weak,Weak,Weak,0.7568,0.8182,0.9551,Weak,Weak,Weak
2018,39,047,Ohio,Fayette County,TRUE,Renter,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,39,047,Ohio,Fayette County,TRUE,Owner,tenure,NA,NA,1.9954,NA,NA,Weak,NA,NA,0.9774,NA,NA,Weak
2018,39,049,Ohio,Franklin County,TRUE,All,all,0.7268,1.3187,1.5549,Strong,Strong,Strong,0.2877,0.6646,0.9635,Strong,Strong,Strong
2018,39,049,Ohio,Franklin County,TRUE,Renter,tenure,0.3546,1.0291,1.336,Strong,Strong,Strong,0.2378,0.6571,1,Strong,Strong,Strong
2018,39,049,Ohio,Franklin County,TRUE,Owner,tenure,1.6562,1.9301,1.9219,Strong,Strong,Strong,0.4122,0.6805,0.9022,Strong,Strong,Strong
2018,39,051,Ohio,Fulton County,TRUE,All,all,1.7324,1.6518,1.8729,Marginal,Marginal,Marginal,0.6601,0.8835,1.1083,Marginal,Marginal,Marginal
2018,39,051,Ohio,Fulton County,TRUE,Renter,tenure,NA,NA,1.492,NA,NA,Marginal,NA,NA,1.2383,NA,NA,Marginal
2018,39,051,Ohio,Fulton County,TRUE,Owner,tenure,NA,2.3587,2.2655,NA,Marginal,Marginal,NA,0.8401,0.9743,NA,Marginal,Marginal
2018,39,053,Ohio,Gallia County,TRUE,All,all,1.6181,1.8052,1.6293,Weak,Weak,Weak,0.6287,0.8751,1.1677,Weak,Weak,Weak
2018,39,053,Ohio,Gallia County,TRUE,Renter,tenure,NA,NA,1.6573,NA,NA,Weak,NA,NA,1.3778,NA,NA,Weak
2018,39,053,Ohio,Gallia County,TRUE,Owner,tenure,NA,NA,1.6095,NA,NA,Weak,NA,NA,1.0187,NA,NA,Weak
2018,39,055,Ohio,Geauga County,TRUE,All,all,NA,2.2833,1.9273,NA,Strong,Strong,NA,0.6418,0.7286,NA,Strong,Strong
2018,39,055,Ohio,Geauga County,TRUE,Renter,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,39,055,Ohio,Geauga County,TRUE,Owner,tenure,NA,2.5279,2.1485,NA,Strong,Strong,NA,0.662,0.7047,NA,Strong,Strong
2018,39,057,Ohio,Greene County,TRUE,All,all,1.0025,1.5373000000000001,1.9797,Strong,Strong,Strong,0.3845,0.7074,0.9377,Strong,Strong,Strong
2018,39,057,Ohio,Greene County,TRUE,Renter,tenure,0.483,0.9527,1.4276,Strong,Strong,Strong,0.33,0.6578,0.9699,Strong,Strong,Strong
2018,39,057,Ohio,Greene County,TRUE,Owner,tenure,2.4463,2.7697,2.8697,Strong,Strong,Strong,0.5363,0.8121,0.8859,Strong,Strong,Strong
2018,39,059,Ohio,Guernsey County,TRUE,All,all,1.9352,1.9637,1.9459,Weak,Weak,Weak,0.7388,0.9953,1.2107,Weak,Weak,Weak
2018,39,059,Ohio,Guernsey County,TRUE,Renter,tenure,NA,NA,1.5011,NA,NA,Weak,NA,NA,1.2256,NA,NA,Weak
2018,39,059,Ohio,Guernsey County,TRUE,Owner,tenure,NA,2.7062,2.3178,NA,Weak,Weak,NA,1.0074,1.1984,NA,Weak,Weak
2018,39,061,Ohio,Hamilton County,TRUE,All,all,1.03,1.442,1.5131,Strong,Strong,Strong,0.5066,0.8051,0.9707,Strong,Strong,Strong
2018,39,061,Ohio,Hamilton County,TRUE,Renter,tenure,0.688,1.1517,1.2306,Strong,Strong,Strong,0.4854,0.8192,0.9943,Strong,Strong,Strong
2018,39,061,Ohio,Hamilton County,TRUE,Owner,tenure,1.9169,2.0478,1.9294,Strong,Strong,Strong,0.5616,0.7758,0.9361,Strong,Strong,Strong
2018,39,063,Ohio,Hancock County,TRUE,All,all,2.3966,2.3485,1.8382,Marginal,Marginal,Marginal,0.7186,0.9547,1.0112,Marginal,Marginal,Marginal
2018,39,063,Ohio,Hancock County,TRUE,Renter,tenure,NA,1.5882,1.2184,NA,Marginal,Marginal,NA,1.0038,1.0355,NA,Marginal,Marginal
2018,39,063,Ohio,Hancock County,TRUE,Owner,tenure,NA,3.1414,2.2964,NA,Marginal,Marginal,NA,0.9034,0.9932,NA,Marginal,Marginal
2018,39,065,Ohio,Hardin County,TRUE,All,all,2.4013,2.2177,2.0397,Weak,Weak,Weak,0.7639,0.8439,1.0174,Weak,Weak,Weak
2018,39,065,Ohio,Hardin County,TRUE,Renter,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,39,065,Ohio,Hardin County,TRUE,Owner,tenure,NA,NA,2.2279,NA,NA,Weak,NA,NA,0.8849,NA,NA,Weak
2018,39,067,Ohio,Harrison County,TRUE,All,all,NA,NA,1.956,NA,NA,Weak,NA,NA,1.1665,NA,NA,Weak
2018,39,067,Ohio,Harrison County,TRUE,Renter,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,39,067,Ohio,Harrison County,TRUE,Owner,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,39,069,Ohio,Henry County,TRUE,All,all,2.5811,2.5119,2.0912,Weak,Weak,Weak,1.0712,1.1887,1.2098,Weak,Weak,Weak
2018,39,069,Ohio,Henry County,TRUE,Renter,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,39,069,Ohio,Henry County,TRUE,Owner,tenure,NA,NA,2.5073,NA,NA,Weak,NA,NA,1.2509,NA,NA,Weak
2018,39,071,Ohio,Highland County,TRUE,All,all,1.4864,1.6365,1.7708,Marginal,Marginal,Marginal,0.8086,0.9631,1.1267,Marginal,Marginal,Marginal
2018,39,071,Ohio,Highland County,TRUE,Renter,tenure,NA,1.21,1.4702,NA,Marginal,Marginal,NA,0.935,1.1633,NA,Marginal,Marginal
2018,39,071,Ohio,Highland County,TRUE,Owner,tenure,NA,2.0049,1.9726,NA,Marginal,Marginal,NA,0.9873,1.1021,NA,Marginal,Marginal
2018,39,073,Ohio,Hocking County,TRUE,All,all,1.6812,1.6616,1.8267,Weak,Weak,Weak,0.7598,0.8053,1.1564,Weak,Weak,Weak
2018,39,073,Ohio,Hocking County,TRUE,Renter,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,39,073,Ohio,Hocking County,TRUE,Owner,tenure,NA,NA,1.8959,NA,NA,Weak,NA,NA,0.9119,NA,NA,Weak
2018,39,075,Ohio,Holmes County,TRUE,All,all,1.9269,1.8768,1.9133,Marginal,Marginal,Marginal,0.7304,0.9655,1.2167,Marginal,Marginal,Marginal
2018,39,075,Ohio,Holmes County,TRUE,Renter,tenure,NA,NA,1.4901,NA,NA,Marginal,NA,NA,1.2589,NA,NA,Marginal
2018,39,075,Ohio,Holmes County,TRUE,Owner,tenure,NA,2.5186,2.275,NA,Marginal,Marginal,NA,0.9832,1.1806,NA,Marginal,Marginal
2018,39,077,Ohio,Huron County,TRUE,All,all,2.0278,2.229,1.9433,Marginal,Marginal,Marginal,0.7689,0.9859,1.0795,Marginal,Marginal,Marginal
2018,39,077,Ohio,Huron County,TRUE,Renter,tenure,NA,NA,1.6453,NA,NA,Marginal,NA,NA,1.1879,NA,NA,Marginal
2018,39,077,Ohio,Huron County,TRUE,Owner,tenure,NA,2.629,2.1375,NA,Marginal,Marginal,NA,0.9453,1.0089,NA,Marginal,Marginal
2018,39,079,Ohio,Jackson County,TRUE,All,all,1.6619,1.6445,1.7898,Weak,Weak,Weak,0.7404,0.7882,1.1196,Weak,Weak,Weak
2018,39,079,Ohio,Jackson County,TRUE,Renter,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,39,079,Ohio,Jackson County,TRUE,Owner,tenure,NA,NA,1.8861,NA,NA,Weak,NA,NA,0.9021,NA,NA,Weak
2018,39,081,Ohio,Jefferson County,TRUE,All,all,2.4385,2.2628,1.9981,Marginal,Marginal,Marginal,1.0432,1.1546,1.277,Marginal,Marginal,Marginal
2018,39,081,Ohio,Jefferson County,TRUE,Renter,tenure,1.1429,1.506,1.7219,Marginal,Marginal,Marginal,0.8249,1.1652,1.4517,Marginal,Marginal,Marginal
2018,39,081,Ohio,Jefferson County,TRUE,Owner,tenure,3.6285,2.8221,2.1598,Marginal,Marginal,Marginal,1.2436,1.1468,1.1747,Marginal,Marginal,Marginal
2018,39,083,Ohio,Knox County,TRUE,All,all,1.3787,1.5876,1.6844,Marginal,Marginal,Marginal,0.5559,0.7039,0.9532,Marginal,Marginal,Marginal
2018,39,083,Ohio,Knox County,TRUE,Renter,tenure,0.6046,0.9211,1.1923,Marginal,Marginal,Marginal,0.4108,0.6262,0.9208,Marginal,Marginal,Marginal
2018,39,083,Ohio,Knox County,TRUE,Owner,tenure,NA,2.3362,2.1069,NA,Marginal,Marginal,NA,0.7912,0.981,NA,Marginal,Marginal
2018,39,085,Ohio,Lake County,TRUE,All,all,1.4782,1.7538,1.776,Strong,Strong,Strong,0.3904,0.6918,0.8996,Strong,Strong,Strong
2018,39,085,Ohio,Lake County,TRUE,Renter,tenure,0.4221,1.0748,1.2286,Strong,Strong,Strong,0.2929,0.6515,0.8356,Strong,Strong,Strong
2018,39,085,Ohio,Lake County,TRUE,Owner,tenure,2.4696,2.3509,2.16,Strong,Strong,Strong,0.482,0.7273,0.9445,Strong,Strong,Strong
2018,39,087,Ohio,Lawrence County,TRUE,All,all,1.5458,1.6667,1.6386,Marginal,Marginal,Marginal,0.7994,0.8827,1.0331,Marginal,Marginal,Marginal
2018,39,087,Ohio,Lawrence County,TRUE,Renter,tenure,0.9124,1.1667,1.5212,Marginal,Marginal,Marginal,0.7169,0.848,1.1432,Marginal,Marginal,Marginal
2018,39,087,Ohio,Lawrence County,TRUE,Owner,tenure,2.2412,2.1611,1.7194,Marginal,Marginal,Marginal,0.8901,0.9171,0.9574,Marginal,Marginal,Marginal
2018,39,089,Ohio,Licking County,TRUE,All,all,1.5294,1.9389,1.859,Strong,Strong,Strong,0.5449,0.9202,1.0193,Strong,Strong,Strong
2018,39,089,Ohio,Licking County,TRUE,Renter,tenure,0.6061,1.2614,1.401,Strong,Strong,Strong,0.4171,0.9294,1.1299,Strong,Strong,Strong
2018,39,089,Ohio,Licking County,TRUE,Owner,tenure,3.2007,2.8939,2.2262,Strong,Strong,Strong,0.7762,0.9072,0.9306,Strong,Strong,Strong
2018,39,091,Ohio,Logan County,TRUE,All,all,2.3572,2.1859,2.0202,Marginal,Marginal,Marginal,0.7198,0.8128,0.9845,Marginal,Marginal,Marginal
2018,39,091,Ohio,Logan County,TRUE,Renter,tenure,NA,NA,1.7183,NA,NA,Marginal,NA,NA,1.1196,NA,NA,Marginal
2018,39,091,Ohio,Logan County,TRUE,Owner,tenure,NA,2.5339,2.2251,NA,Marginal,Marginal,NA,0.7565,0.8928,NA,Marginal,Marginal
2018,39,093,Ohio,Lorain County,TRUE,All,all,1.3031,1.745,1.6735,Strong,Strong,Strong,0.4882,0.8386,0.9894,Strong,Strong,Strong
2018,39,093,Ohio,Lorain County,TRUE,Renter,tenure,0.5779,1.2306,1.3181,Strong,Strong,Strong,0.4148,0.8755,1.0258,Strong,Strong,Strong
2018,39,093,Ohio,Lorain County,TRUE,Owner,tenure,2.4434,2.3426,1.9623,Strong,Strong,Strong,0.6037,0.7958,0.9598,Strong,Strong,Strong
2018,39,095,Ohio,Lucas County,TRUE,All,all,1.2948,1.4778,1.5349,Strong,Strong,Strong,0.589,0.7884,1.0323,Strong,Strong,Strong
2018,39,095,Ohio,Lucas County,TRUE,Renter,tenure,0.801,1.1328,1.2735,Strong,Strong,Strong,0.5359,0.8031,1.0723,Strong,Strong,Strong
2018,39,095,Ohio,Lucas County,TRUE,Owner,tenure,2.1469,2.0259,1.8786,Strong,Strong,Strong,0.6807,0.7652,0.9798,Strong,Strong,Strong
2018,39,097,Ohio,Madison County,TRUE,All,all,1.8914,1.752,1.7511,Weak,Weak,Weak,0.615,0.8144,1.0283,Weak,Weak,Weak
2018,39,097,Ohio,Madison County,TRUE,Renter,tenure,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,39,097,Ohio,Madison County,TRUE,Owner,tenure,NA,NA,2.0622,NA,NA,Weak,NA,NA,0.992,NA,NA,Weak
2018,39,099,Ohio,Mahoning County,TRUE,All,all,1.7249,1.8198,1.753,Strong,Strong,Strong,0.8198,0.9467,1.0608,Strong,Strong,Strong
2018,39,099,Ohio,Mahoning County,TRUE,Renter,tenure,0.9754,1.3103,1.3622,Strong,Strong,Strong,0.6443,0.8464,1.0367,Strong,Strong,Strong
2018,39,099,Ohio,Mahoning County,TRUE,Owner,tenure,2.6507,2.3624,2.1036,Strong,Strong,Strong,1.0365,1.0536,1.0823,Strong,Strong,Strong
2018,39,101,Ohio,Marion County,TRUE,All,all,1.3726,1.5721,1.6747,Marginal,Marginal,Marginal,0.54990000000000006,0.6978,0.9483,Marginal,Marginal,Marginal
2018,39,101,Ohio,Marion County,TRUE,Renter,tenure,0.6046,0.9211,1.19,Marginal,Marginal,Marginal,0.4108,0.6262,0.9185,Marginal,Marginal,Marginal
2018,39,101,Ohio,Marion County,TRUE,Owner,tenure,2.3898,2.3032,2.0908,Marginal,Marginal,Marginal,0.7341,0.7781,0.9739,Marginal,Marginal,Marginal
2018,39,103,Ohio,Medina County,TRUE,All,all,1.9332,2.0357,1.8845,Strong,Strong,Strong,0.4265,0.726,0.9053,Strong,Strong,Strong
2018,39,103,Ohio,Medina County,TRUE,Renter,tenure,0.6162,1.2246,1.3194,Strong,Strong,Strong,0.3738,0.765,0.9717,Strong,Strong,Strong
