state,place,subgroup_type,subgroup,rate_learning,rate_learning_lb,rate_learning_ub,rate_learning_quality,share_poverty_exposure,share_poverty_exposure_quality
41,05350,race-ethnicity,Hispanic,1.1992983,1.0220935,1.376503,2,0,2
41,05350,race-ethnicity,"White, Non-Hispanic",1.0345939,0.91876328,1.1504246,2,0,1
41,05800,all,All,0.83735704,0.57752025,1.0971938,3,0,1
41,05800,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA
41,05800,race-ethnicity,Hispanic,0.90603137,0.32141092,1.4906518,3,0,3
41,05800,race-ethnicity,"White, Non-Hispanic",0.84343266,0.65982687,1.0270385,3,0,1
41,23850,all,All,1.0696481,0.69498461,1.4443115,2,0.24190921609103216,1
41,23850,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA
41,23850,race-ethnicity,Hispanic,1.1311471,0.59832919,1.6639651,2,0.188192355707801,2
41,23850,race-ethnicity,"White, Non-Hispanic",1.0330937,0.77013493,1.2960525,2,0.254237026241084,1
41,31250,all,All,1.3100353,1.0753547,1.544716,2,0,1
41,31250,race-ethnicity,"Black, Non-Hispanic",1.3754504,-2.4313264,5.1822271,3,NA,NA
41,31250,race-ethnicity,Hispanic,1.4031271,1.1014003,1.7048539,2,0,2
41,31250,race-ethnicity,"White, Non-Hispanic",1.2808743,1.0757519,1.4859966,2,0,1
41,34100,all,All,1.2149788,1.0418235,1.3881341,2,0,1
41,34100,race-ethnicity,"Black, Non-Hispanic",1.7891433,0.97808349000000006,2.6002033,3,NA,NA
41,34100,race-ethnicity,Hispanic,1.2390002,1.0345446,1.4434558,2,0,2
41,34100,race-ethnicity,"White, Non-Hispanic",1.1240251,0.95857978,1.2894704,2,0,2
41,47000,all,All,1.1961207,0.98455441,1.4076871,2,0,1
41,47000,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA
41,47000,race-ethnicity,Hispanic,1.3530842,1.0403759,1.6657925,2,0,2
41,47000,race-ethnicity,"White, Non-Hispanic",1.1550132,0.98839492,1.3216314,2,0,1
41,59000,all,All,1.328994,0.94982463,1.7081634,2,0.07135055477979924,1
41,59000,race-ethnicity,"Black, Non-Hispanic",1.2067074,0.36578867,2.047626,3,NA,NA
41,59000,race-ethnicity,Hispanic,1.3272742,0.82947242,1.8250761,2,0.0751430504629117,1
41,59000,race-ethnicity,"White, Non-Hispanic",1.2904634,0.88275665,1.6981702,2,0.04586638087237919,1
41,64900,all,All,1.1754147,1.0526508,1.2981786,2,0.0367229056774645,1
41,64900,race-ethnicity,"Black, Non-Hispanic",0.7816717,-0.91667616,2.4800196,3,NA,NA
41,64900,race-ethnicity,Hispanic,1.348665,1.1997761,1.4975539,2,0.04829339065207344,1
41,64900,race-ethnicity,"White, Non-Hispanic",0.96996701,0.86005813,1.0798759,2,0.02824643168707636,1
42,02000,all,All,1.0484138,0.83148438,1.2653432,1,0.1831323576770315,1
42,02000,race-ethnicity,"Black, Non-Hispanic",0.91117662,0.30132708,1.5210261,3,NA,NA
42,02000,race-ethnicity,Hispanic,0.87061363,0.36185187,1.3793755,1,0.20368860811086203,1
42,02000,race-ethnicity,"White, Non-Hispanic",1.086928,0.91817755,1.2556784,1,0.17826672653794343,1
42,06088,all,All,0.93715662,0.79778278,1.0765305,1,0.13163633858639623,1
42,06088,race-ethnicity,"Black, Non-Hispanic",0.90999621,0.62338799,1.1966044,1,NA,NA
42,06088,race-ethnicity,Hispanic,1.01124,0.71891487,1.3035651,2,0.05910437385145824,1
42,06088,race-ethnicity,"White, Non-Hispanic",0.96184468,0.82109618,1.1025932,1,0.18599133482544208,1
42,24000,all,All,0.96303248,0.7491135,1.1769515,1,0.26431263460157933,1
42,24000,race-ethnicity,"Black, Non-Hispanic",0.85346693,0.60549265,1.1014411,1,NA,NA
42,24000,race-ethnicity,Hispanic,0.89940095,0.56824845,1.2305535,1,0.2288162488099016,2
42,24000,race-ethnicity,"White, Non-Hispanic",1.0172811,0.83481145,1.1997507,1,0.2567212280552964,1
42,60000,all,All,0.99887377,0.95897847,1.0387691,1,0.27498075529476124,1
42,60000,race-ethnicity,"Black, Non-Hispanic",0.96774024,0.93286127,1.0026191,1,NA,NA
42,60000,race-ethnicity,Hispanic,0.98992157,0.90332675,1.0765164,1,0.47393270303599744,1
42,60000,race-ethnicity,"White, Non-Hispanic",0.99579781,0.92604184,1.0655538,1,0.10217333060156655,1
42,61000,all,All,0.93088549,0.71429193,1.1474791,1,0.2881490004314684,1
42,61000,race-ethnicity,"Black, Non-Hispanic",0.84561676,0.72022796,0.97100556,1,NA,NA
42,61000,race-ethnicity,Hispanic,0.78909785,-0.77743918,2.3556349,3,0.2046936114732725,2
42,61000,race-ethnicity,"White, Non-Hispanic",0.95812637,0.7718302,1.1444225,1,0.22206483467562427,1
42,63624,all,All,0.82159668,0.61240876,1.0307846,1,0.32048900118906065,1
42,63624,race-ethnicity,"Black, Non-Hispanic",0.71767509,0.32437062,1.1109796,1,NA,NA
42,63624,race-ethnicity,Hispanic,0.79413384,0.60426158,0.98400605,1,0.3160601265822785,1
42,63624,race-ethnicity,"White, Non-Hispanic",0.91186029,0.61131418,1.2124064,1,0.28871989860583014,1
42,69000,all,All,0.99757159,0.76292163,1.2322215,1,0.06904074882116969,1
42,69000,race-ethnicity,"Black, Non-Hispanic",1.0165374,0.48426929,1.5488056,2,NA,NA
42,69000,race-ethnicity,Hispanic,1.0022614,0.65654367,1.3479792,1,0.00832755031228313,1
42,69000,race-ethnicity,"White, Non-Hispanic",1.0193152,0.81376731,1.2248632,1,0.11661546338965692,1
44,19180,all,All,0.90414524,0.73764998,1.0706404,1,0,1
44,19180,race-ethnicity,"Black, Non-Hispanic",0.67654133,0.17508721,1.1779954,1,NA,NA
44,19180,race-ethnicity,Hispanic,0.9878338,0.73446584,1.2412018,1,0,2
44,19180,race-ethnicity,"White, Non-Hispanic",0.90131211,0.76045996,1.0421642,1,0,2
44,54640,all,All,0.79425341,0.61554092,0.9729659,1,0.11366919465511016,1
44,54640,race-ethnicity,"Black, Non-Hispanic",0.70761317,0.38530704,1.0299193,2,NA,NA
44,54640,race-ethnicity,Hispanic,0.8629669,0.62585449,1.1000793,1,0.14364773820981713,2
44,54640,race-ethnicity,"White, Non-Hispanic",0.79603732,0.60256392,0.98951072,1,0.09584136601487192,1
44,59000,all,All,0.7977882,0.59423429,1.0013422,2,0.14881557135982032,1
44,59000,race-ethnicity,"Black, Non-Hispanic",0.77248925,0.54744637,0.99753213,2,NA,NA
44,59000,race-ethnicity,Hispanic,0.80549067,0.62138671,0.98959464,2,0.16433365292425697,1
44,59000,race-ethnicity,"White, Non-Hispanic",0.78475755,0.4319894,1.1375257,3,0.04072825354012138,1
44,74300,all,All,0.78451824,0.6061067,0.96292979,1,0,1
44,74300,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA
44,74300,race-ethnicity,Hispanic,0.71935481,0.24260783,1.1961018,1,0,3
44,74300,race-ethnicity,"White, Non-Hispanic",0.78778505,0.660016,0.91555411,1,0,1
45,13330,all,All,1.0577052,0.97745663,1.1379536,1,0.11735660132246364,1
45,13330,race-ethnicity,"Black, Non-Hispanic",0.98620176,0.90309274,1.0693108,1,NA,NA
45,13330,race-ethnicity,Hispanic,1.0636083,0.84579819,1.2814184,1,0.0204074098191922,3
45,13330,race-ethnicity,"White, Non-Hispanic",0.78342289,0.70774996,0.85909581,1,0.18363090097900295,1
45,16000,all,All,0.96731788,0.85835791,1.0762777,1,0.37912979826058646,1
45,16000,race-ethnicity,"Black, Non-Hispanic",0.95702249,0.86991638,1.0441287,1,NA,NA
45,16000,race-ethnicity,Hispanic,1.0341773,0.7238993,1.3444554,1,0.2703537701663556,3
45,16000,race-ethnicity,"White, Non-Hispanic",0.99592501,0.84493911,1.1469108,1,0.4014451309985439,1
45,48535,all,All,NA,NA,NA,NA,0,2
45,48535,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA
45,48535,race-ethnicity,Hispanic,NA,NA,NA,NA,0,3
45,48535,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,0,2
45,50875,all,All,NA,NA,NA,NA,0.05059846989144202,1
45,50875,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA
45,50875,race-ethnicity,Hispanic,NA,NA,NA,NA,0,2
45,50875,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,0.00266892683252742,1
46,59020,all,All,1.1163613,0.99053401,1.2421885,1,0,1
46,59020,race-ethnicity,"Black, Non-Hispanic",1.0678812,0.79636991,1.3393925,3,NA,NA
46,59020,race-ethnicity,Hispanic,1.1335151,0.82306498,1.4439653,1,0,2
46,59020,race-ethnicity,"White, Non-Hispanic",1.1508828,1.0519164,1.2498493,1,0,1
47,14000,all,All,0.98800927,0.90354156,1.072477,1,0.1914802747066397,1
47,14000,race-ethnicity,"Black, Non-Hispanic",1.0330657,0.93335479,1.1327765,1,NA,NA
47,14000,race-ethnicity,Hispanic,1.1189449,0.84908438,1.3888054,2,0.2379507737993038,2
47,14000,race-ethnicity,"White, Non-Hispanic",0.97783029,0.90463519,1.0510254,1,0.05934273203396892,1
47,15160,all,All,0.93534744,0.83501691,1.035678,1,0.08837458697339413,1
47,15160,race-ethnicity,"Black, Non-Hispanic",0.93597031,0.81493419,1.0570065,1,NA,NA
47,15160,race-ethnicity,Hispanic,0.95603263,0.73670095,1.1753643,1,0.22501636241029016,2
47,15160,race-ethnicity,"White, Non-Hispanic",0.92925096,0.84195286,1.016549,1,0.03403201925005116,1
47,27740,all,All,0.86373723,0.75126779,0.97620672,1,0,2
47,27740,race-ethnicity,"Black, Non-Hispanic",0.91195631,0.55026978,1.2736429,2,NA,NA
47,27740,race-ethnicity,Hispanic,0.99527657,0.53363669,1.4569165,1,0,3
47,27740,race-ethnicity,"White, Non-Hispanic",0.85727769,0.77750462,0.93705082,1,0,2
47,40000,all,All,0.97914833,0.90674561,1.051551,1,0.29087011632794746,1
47,40000,race-ethnicity,"Black, Non-Hispanic",0.98203468,0.86545217,1.0986172,1,NA,NA
47,40000,race-ethnicity,Hispanic,0.89836824,0.31020111,1.4865354,3,0.12792224556280327,2
47,40000,race-ethnicity,"White, Non-Hispanic",0.98040527,0.92562509,1.0351855,1,0.3280894489032702,1
47,48000,all,All,1.0119165,0.95958585,1.0642471,1,0.3418946410369996,1
47,48000,race-ethnicity,"Black, Non-Hispanic",1.0391008,1.000955,1.0772465,1,NA,NA
47,48000,race-ethnicity,Hispanic,1.1693746,1.0050751,1.3336741,3,0.2719616505244464,1
47,48000,race-ethnicity,"White, Non-Hispanic",0.98420501,0.86419219,1.1042179,1,0.1847747840298153,1
47,51560,all,All,1.0238899,0.86941922,1.1783606,2,0,1
47,51560,race-ethnicity,"Black, Non-Hispanic",0.78310198,0.49777105,1.0684328,2,NA,NA
47,51560,race-ethnicity,Hispanic,0.90133399,0.56152606,1.2411419,2,0,3
47,51560,race-ethnicity,"White, Non-Hispanic",0.99972039,0.8780784,1.1213624,2,0,1
47,52006,all,All,0.93836814,0.82929319,1.0474432,2,0.0734901324240132,1
47,52006,race-ethnicity,"Black, Non-Hispanic",0.98151225,0.86617625,1.0968482,2,NA,NA
47,52006,race-ethnicity,Hispanic,1.0886041,0.80166304,1.3755451,3,0.00921286848963617,1
47,52006,race-ethnicity,"White, Non-Hispanic",0.88205683,0.77855569,0.98555797,2,0.01594006874819296,1
48,01000,all,All,0.90415043,0.74258888,1.065712,1,0.06977217133480806,1
48,01000,race-ethnicity,"Black, Non-Hispanic",0.7373715,0.48438022,0.99036276,1,NA,NA
48,01000,race-ethnicity,Hispanic,0.94611233,0.77071595,1.1215087,1,0.0792717608934098,1
48,01000,race-ethnicity,"White, Non-Hispanic",0.9349975,0.76878136,1.1012136,1,0.07070769639961064,1
48,01924,all,All,0.99002916,0.84534919,1.1347091,1,0,2
48,01924,race-ethnicity,"Black, Non-Hispanic",0.86810887,0.63207042,1.1041473,1,NA,NA
48,01924,race-ethnicity,Hispanic,0.97896302,0.60698742000000006,1.3509387,1,0,3
48,01924,race-ethnicity,"White, Non-Hispanic",0.98282582,0.85485929,1.1107923,1,0,2
48,03000,all,All,0.89800262,0.77468348,1.0213218,1,0.10721323448939704,1
48,03000,race-ethnicity,"Black, Non-Hispanic",0.91970015,0.7195943,1.1198061,1,NA,NA
48,03000,race-ethnicity,Hispanic,0.9379608,0.81287694,1.0630447,1,0.17963917356373302,1
48,03000,race-ethnicity,"White, Non-Hispanic",0.82481456,0.68281269,0.96681637,1,0.01263863020570071,1
48,04000,all,All,1.0245886,0.95831388,1.0908633,1,0.11845927501746316,1
48,04000,race-ethnicity,"Black, Non-Hispanic",0.99979031,0.91267395,1.0869067,1,NA,NA
48,04000,race-ethnicity,Hispanic,1.0518295,0.98064822,1.1230108,1,0.1131052726375869,1
48,04000,race-ethnicity,"White, Non-Hispanic",1.008613,0.91513491,1.1020911,1,0.07669290891026548,1
48,05000,all,All,0.88090843,0.80117923,0.96063763,1,0.12481839293946788,1
48,05000,race-ethnicity,"Black, Non-Hispanic",0.77743125,0.63978565,0.91507685,1,NA,NA
48,05000,race-ethnicity,Hispanic,0.89145613,0.82268637,0.96022588,1,0.10188276067819942,1
48,05000,race-ethnicity,"White, Non-Hispanic",0.86384076,0.76445401,0.96322751,1,0.1249487768349453,1
48,06128,all,All,0.97775507,0.86217612,1.093334,1,0,1
48,06128,race-ethnicity,"Black, Non-Hispanic",1.0493302,0.86054146,1.238119,1,NA,NA
48,06128,race-ethnicity,Hispanic,0.9908343,0.88250148,1.0991671,1,0,2
48,06128,race-ethnicity,"White, Non-Hispanic",0.92754143,0.76622951,1.0888534,1,0,2
48,07000,all,All,0.81323647,0.68423641,0.94223654,1,0.18811705544752985,1
48,07000,race-ethnicity,"Black, Non-Hispanic",0.77904922,0.66856521,0.88953322,1,NA,NA
48,07000,race-ethnicity,Hispanic,0.92078668,0.72528851,1.1162848,1,0.11986917215612052,2
48,07000,race-ethnicity,"White, Non-Hispanic",0.88721186,0.66018653,1.1142372,1,0.05662637810306151,2
48,10768,all,All,1.0203154,0.94388306,1.0967478,1,0.3219262876736417,1
48,10768,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA
48,10768,race-ethnicity,Hispanic,1.0212203,0.96559817,1.0768424,1,0.32643383610069265,1
48,10768,race-ethnicity,"White, Non-Hispanic",0.79556996,0.26431456,1.3268254,3,0.1220628880626494,2
48,10912,all,All,0.84728944,0.7085529,0.98602599,1,0.3973458110098354,1
48,10912,race-ethnicity,"Black, Non-Hispanic",0.80076236,0.60398501,0.9975397,1,NA,NA
48,10912,race-ethnicity,Hispanic,0.89246845,0.75607491,1.028862,1,0.395331238664562,1
48,10912,race-ethnicity,"White, Non-Hispanic",0.9259268,0.73751009,1.1143435,1,0.4752576632456226,1
48,13024,all,All,0.81725454,0.71564651,0.91886258,1,0,1
48,13024,race-ethnicity,"Black, Non-Hispanic",0.81360751,0.64684993,0.9803651,1,NA,NA
48,13024,race-ethnicity,Hispanic,0.85651106,0.75487912,0.958143,1,0,2
48,13024,race-ethnicity,"White, Non-Hispanic",0.88101596,0.70103484,1.0609971,1,0,2
48,13552,all,All,NA,NA,NA,NA,0,2
48,13552,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA
48,13552,race-ethnicity,Hispanic,NA,NA,NA,NA,0,3
48,13552,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,0,2
48,15976,all,All,0.81745434,0.65926629,0.97564238,1,0.6090266053286691,1
48,15976,race-ethnicity,"Black, Non-Hispanic",0.82297492,0.54948634,1.0964636,1,NA,NA
48,15976,race-ethnicity,Hispanic,0.83237475,0.59790963,1.0668398,1,0.5642454949657385,1
48,15976,race-ethnicity,"White, Non-Hispanic",0.7475158,0.6045782,0.8904534,1,0.5817110258985653,1
48,16432,all,All,0.887595,0.81528527,0.95990473,1,0,1
48,16432,race-ethnicity,"Black, Non-Hispanic",0.87509346,0.69264531,1.0575416,1,NA,NA
48,16432,race-ethnicity,Hispanic,0.9768495,0.8882311,1.0654678,1,0,2
48,16432,race-ethnicity,"White, Non-Hispanic",0.84788036,0.78211105,0.91364968,1,0,2
48,17000,all,All,0.99535316,0.847251,1.1434554,1,0.11231951343042172,1
48,17000,race-ethnicity,"Black, Non-Hispanic",1.0442239,0.76550716,1.3229407,1,NA,NA
48,17000,race-ethnicity,Hispanic,1.0175421,0.89843279,1.1366516,1,0.12908160657457865,1
48,17000,race-ethnicity,"White, Non-Hispanic",0.91481185,0.68598372,1.1436399,1,0.05789339139368836,1
48,19000,all,All,0.94564545,0.89794004,0.99335086,1,0.11208883794547128,1
48,19000,race-ethnicity,"Black, Non-Hispanic",1.0126678,0.9578228,1.0675128,1,NA,NA
48,19000,race-ethnicity,Hispanic,0.93158245,0.89417654,0.96898836,1,0.09665635123787636,1
48,19000,race-ethnicity,"White, Non-Hispanic",0.84227526,0.70299423,0.98155624,1,0.02497056034058722,1
48,19972,all,All,0.96615261,0.86299205,1.0693132,1,0.17743502193714417,1
48,19972,race-ethnicity,"Black, Non-Hispanic",0.98974186,0.8000285,1.1794553,1,NA,NA
48,19972,race-ethnicity,Hispanic,1.0170137,0.88199395,1.1520334,1,0.14668172113633496,2
48,19972,race-ethnicity,"White, Non-Hispanic",0.96541929,0.87195373,1.0588849,1,0.09243228096884296,1
48,22660,all,All,0.92006391,0.82951182,1.0106161,1,0.11634030194106453,1
48,22660,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA
48,22660,race-ethnicity,Hispanic,0.92806286,0.86177433,0.99435139,1,0.11573198988182012,1
48,22660,race-ethnicity,"White, Non-Hispanic",0.75207925,0.26031232,1.2438462,1,0.13861125892693207,3
48,24000,all,All,0.91175169,0.82207865,1.0014248,1,0.15053571931435605,1
48,24000,race-ethnicity,"Black, Non-Hispanic",0.86863643,0.56565326,1.1716195,1,NA,NA
48,24000,race-ethnicity,Hispanic,0.92459965,0.85574579,0.99345356,1,0.15536446560777264,1
48,24000,race-ethnicity,"White, Non-Hispanic",0.85412002,0.62902087,1.0792191,1,0.05360171109682479,1
48,26232,all,All,1.0265706000000001,0.95163065,1.1015105,1,0,2
48,26232,race-ethnicity,"Black, Non-Hispanic",1.025335,0.86695898,1.1837109,1,NA,NA
48,26232,race-ethnicity,Hispanic,1.0781139,0.97645962,1.1797682,1,0,3
48,26232,race-ethnicity,"White, Non-Hispanic",0.99192864,0.91970545,1.0641518,1,0,2
48,27000,all,All,1.0036901,0.92546082,1.0819193,1,0.1307348685398189,1
48,27000,race-ethnicity,"Black, Non-Hispanic",0.98246646,0.88914949,1.0757835,1,NA,NA
48,27000,race-ethnicity,Hispanic,1.0319929,0.95925194,1.1047338,1,0.1216207355447017,1
48,27000,race-ethnicity,"White, Non-Hispanic",0.9514997,0.81993169,1.0830677,1,0.1137222717687967,1
48,27684,all,All,1.002353,0.93009734,1.0746086,1,0,1
48,27684,race-ethnicity,"Black, Non-Hispanic",0.92788869,0.78129184,1.0744855,1,NA,NA
48,27684,race-ethnicity,Hispanic,1.0385889,0.90047646,1.1767013,1,0,3
48,27684,race-ethnicity,"White, Non-Hispanic",0.98238564,0.91675478,1.0480164,1,0,1
48,29000,all,All,0.85490042,0.7832365,0.92656434,1,0,1
48,29000,race-ethnicity,"Black, Non-Hispanic",0.89794546,0.78762728,1.0082636,1,NA,NA
48,29000,race-ethnicity,Hispanic,0.88151354,0.80865794,0.95436913,1,0,1
48,29000,race-ethnicity,"White, Non-Hispanic",0.77875286,0.67443871,0.88306701,1,0,1
48,30464,all,All,1.0274138,0.93046707,1.1243606,1,0,1
48,30464,race-ethnicity,"Black, Non-Hispanic",1.0767504,0.92939383,1.2241069,1,NA,NA
48,30464,race-ethnicity,Hispanic,1.0176547,0.93028724,1.1050221,1,0,1
48,30464,race-ethnicity,"White, Non-Hispanic",1.0498931,0.85855538,1.2412308,1,0,2
48,35000,all,All,0.97281623,0.91331673,1.0323156,1,0.1662640272459872,1
48,35000,race-ethnicity,"Black, Non-Hispanic",1.0252324,0.94815105,1.1023138,1,NA,NA
48,35000,race-ethnicity,Hispanic,0.96297801,0.90694714,1.019009,1,0.15878554068905906,1
48,35000,race-ethnicity,"White, Non-Hispanic",0.93285632,0.8282631,1.0374496,1,0.06995432611494248,1
48,37000,all,All,0.96967924,0.87885696,1.0605016,1,0,1
48,37000,race-ethnicity,"Black, Non-Hispanic",0.92940795,0.76167607,1.0971398,1,NA,NA
48,37000,race-ethnicity,Hispanic,0.98670959,0.91029674,1.0631224,1,0,1
48,37000,race-ethnicity,"White, Non-Hispanic",0.84774369,0.64318162,1.0523058,1,0,1
48,39148,all,All,0.8731243,0.78508079,0.96116781,1,0,1
48,39148,race-ethnicity,"Black, Non-Hispanic",0.9111681,0.8143543,1.0079819,1,NA,NA
48,39148,race-ethnicity,Hispanic,0.87203425,0.75465208,0.98941642,1,0,2
48,39148,race-ethnicity,"White, Non-Hispanic",0.86915272,0.75247878,0.98582667,1,0,2
48,41464,all,All,1.1056602,1.0115769,1.1997434,1,0.1919116152311716,1
48,41464,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA
48,41464,race-ethnicity,Hispanic,1.1042004,1.0357385,1.1726623,1,0.1814899595504576,1
48,41464,race-ethnicity,"White, Non-Hispanic",1.3165903,0.71496266,1.918218,3,0.4755314588535915,2
48,41980,all,All,0.93356198,0.8478111,1.0193129,1,0,2
48,41980,race-ethnicity,"Black, Non-Hispanic",0.9520269,0.7548247,1.1492292,1,NA,NA
48,41980,race-ethnicity,Hispanic,0.94636172,0.83122855,1.0614948,1,0,3
48,41980,race-ethnicity,"White, Non-Hispanic",0.91307253,0.83264029,0.99350476,1,0,2
48,42508,all,All,1.0265706000000001,0.95163065,1.1015105,1,0.09064009543098916,1
48,42508,race-ethnicity,"Black, Non-Hispanic",1.025335,0.86695898,1.1837109,1,NA,NA
48,42508,race-ethnicity,Hispanic,1.0781139,0.97645962,1.1797682,1,0.22785674115260665,2
48,42508,race-ethnicity,"White, Non-Hispanic",0.99192864,0.91970545,1.0641518,1,0,2
48,43888,all,All,0.96281308,0.72207874,1.2035474,1,0,1
48,43888,race-ethnicity,"Black, Non-Hispanic",1.0289085,0.73835504,1.3194621,1,NA,NA
48,43888,race-ethnicity,Hispanic,0.98331177,0.69617498,1.2704486,1,0,2
48,43888,race-ethnicity,"White, Non-Hispanic",0.91161764,0.63099301,1.1922423,1,0,2
48,45000,all,All,0.97146219,0.83406943,1.108855,1,0.10728683231593718,1
48,45000,race-ethnicity,"Black, Non-Hispanic",0.98081344,0.80595398,1.1556729,1,NA,NA
48,45000,race-ethnicity,Hispanic,1.0037785,0.87289333,1.1346636,1,0.06048825304870516,1
48,45000,race-ethnicity,"White, Non-Hispanic",0.93188274,0.75908965,1.1046759,1,0.13421310480037132,1
48,45384,all,All,0.96549511,0.8543852,1.0766051,1,0.3260105191227575,1
48,45384,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA
48,45384,race-ethnicity,Hispanic,0.97799248,0.89475775,1.0612272,1,0.3373147247472351,1
48,45384,race-ethnicity,"White, Non-Hispanic",0.87276471,0.52055752,1.2249719,1,0.02468554414534848,2
48,45744,all,All,1.0013039,0.89495277,1.107655,1,0,1
48,45744,race-ethnicity,"Black, Non-Hispanic",0.93232363,0.74530995,1.1193373,1,NA,NA
48,45744,race-ethnicity,Hispanic,1.0377581,0.88741922,1.188097,1,0,2
48,45744,race-ethnicity,"White, Non-Hispanic",0.99702126,0.89976954,1.094273,1,0,2
48,47892,all,All,0.93390483,0.848005,1.0198046,1,0.01432616960874668,1
48,47892,race-ethnicity,"Black, Non-Hispanic",0.97582746,0.86413103,1.0875238,1,NA,NA
48,47892,race-ethnicity,Hispanic,0.95258397,0.8689149,1.036253,1,0.01141982624934076,2
48,47892,race-ethnicity,"White, Non-Hispanic",0.90357995,0.76041877,1.0467411,1,0.00509071988606331,2
48,48072,all,All,0.93823367,0.80520964,1.0712577,1,0,1
48,48072,race-ethnicity,"Black, Non-Hispanic",1.0894263,0.84741408,1.3314384,1,NA,NA
48,48072,race-ethnicity,Hispanic,0.96314418,0.84195685,1.0843315,1,0,2
48,48072,race-ethnicity,"White, Non-Hispanic",0.88800716,0.71867049,1.0573438,1,0,2
48,48768,all,All,1.0877233,0.93823767,1.237209,1,0.09566714324440773,1
48,48768,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA
48,48768,race-ethnicity,Hispanic,1.0942905,0.98477429,1.2038068,1,0.10038550913935763,1
48,48768,race-ethnicity,"White, Non-Hispanic",0.77478081,0.17182437,1.3777373,3,0,3
48,50820,all,All,0.91855252,0.78110337,1.0560017,1,0,1
48,50820,race-ethnicity,"Black, Non-Hispanic",0.9199512,0.38018143,1.459721,3,NA,NA
48,50820,race-ethnicity,Hispanic,0.95325893,0.79843622,1.1080816,1,0,2
48,50820,race-ethnicity,"White, Non-Hispanic",0.90460134,0.78073961,1.0284631,1,0,2
48,53388,all,All,0.99034381,0.8942644,1.0864233,1,0,1
48,53388,race-ethnicity,"Black, Non-Hispanic",0.98572904,0.68029523,1.2911628,1,NA,NA
48,53388,race-ethnicity,Hispanic,0.98480326,0.90356851,1.066038,1,0,1
48,53388,race-ethnicity,"White, Non-Hispanic",0.99265051,0.85428643,1.1310146,1,0,2
48,56000,all,All,0.8903628,0.8160758,0.9646498,1,0.05107389878727887,1
48,56000,race-ethnicity,"Black, Non-Hispanic",0.85760647,0.67607391,1.039139,1,NA,NA
48,56000,race-ethnicity,Hispanic,0.88971376,0.83079439,0.94863313,1,0.05746347872694833,1
48,56000,race-ethnicity,"White, Non-Hispanic",0.89959669,0.70571458,1.0934788,1,0.03810878325912535,2
48,56348,all,All,0.97743344,0.85781419,1.0970527,1,0,2
48,56348,race-ethnicity,"Black, Non-Hispanic",0.99369538,0.79580641,1.1915843,1,NA,NA
48,56348,race-ethnicity,Hispanic,1.083895,0.92755789,1.240232,1,0,3
48,56348,race-ethnicity,"White, Non-Hispanic",0.96867335,0.84448403,1.0928626,1,0,3
48,57200,all,All,0.82177496,0.70750159,0.93604827,1,0.4374928575981212,1
48,57200,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,NA,NA,NA
48,57200,race-ethnicity,Hispanic,0.82461607,0.74160564,0.90762651,1,0.43470422173473455,1
48,57200,race-ethnicity,"White, Non-Hispanic",NA,NA,NA,NA,0.5515334369823517,3
48,58016,all,All,0.92281508,0.84956849,0.99606168,1,0,1
48,58016,race-ethnicity,"Black, Non-Hispanic",0.92725527,0.79238313,1.0621275,1,NA,NA
48,58016,race-ethnicity,Hispanic,1.0049949,0.89647287,1.1135169,1,0,2
48,58016,race-ethnicity,"White, Non-Hispanic",0.85825861,0.77909142,0.93742579,1,0,1
48,61796,all,All,1.0467371,0.95721805,1.1362561,1,0.15555346706765633,1
48,61796,race-ethnicity,"Black, Non-Hispanic",0.99832296,0.87499458,1.1216513,1,NA,NA
48,61796,race-ethnicity,Hispanic,1.0788934,0.97879004,1.1789968,1,0.07785360803594635,2
48,61796,race-ethnicity,"White, Non-Hispanic",0.92931396,0.8171404,1.0414876,1,0.15369902209463887,2
48,63500,all,All,0.97356033,0.89705944,1.0500612,1,0,1
48,63500,race-ethnicity,"Black, Non-Hispanic",1.1077564,0.94145358,1.2740592,1,NA,NA
48,63500,race-ethnicity,Hispanic,0.9809019,0.87777996,1.0840238,1,0,2
48,63500,race-ethnicity,"White, Non-Hispanic",0.95086032,0.87403345,1.0276872,1,0,2
48,64472,all,All,0.83899641,0.67424381,1.003749,1,0,1
