year,state,county,share_employed,share_employed_ub,share_employed_lb,employed_quality
2018,5,71,0.7038823636,0.7433514152,0.664413312,2
2018,5,73,0.6648612417,0.7123228127,0.6173996708,2
2018,5,75,0.7665876017,0.7979464669,0.7352287364,2
2018,5,77,0.6246751127,0.676449768,0.5729004574,2
2018,5,79,0.6718946414,0.7206002768,0.6231890059,2
2018,5,81,0.6648612291,0.7123228005,0.6173996577,2
2018,5,83,0.7477424578,0.7900934403,0.7053914754,2
2018,5,85,0.7838935201,0.8139997436,0.7537872966,2
2018,5,87,0.7545309948,0.7914153419,0.7176466477,2
2018,5,89,0.7545309835,0.7914153312,0.7176466358,2
2018,5,91,0.6648612472,0.712322818,0.6173996764,2
2018,5,93,0.7209504166,0.7625780795,0.6793227536,2
2018,5,95,0.6246751162,0.6764497714,0.572900461,2
2018,5,97,0.7563086676,0.7967927013,0.7158246339,2
2018,5,99,0.6648612391,0.7123228102,0.617399668,2
2018,5,101,0.7545309835,0.7914153312,0.7176466358,2
2018,5,103,0.7030303077,0.7549965047,0.6510641107,2
2018,5,105,0.7038823771,0.7433514282,0.664413326,2
2018,5,107,0.624675125,0.6764497799,0.57290047,2
2018,5,109,0.6648612275,0.7123227989,0.617399656,2
2018,5,111,0.6246751347,0.6764497894,0.5729004801,2
2018,5,113,0.7477424663,0.7900934482,0.7053914843,2
2018,5,115,0.7038823792,0.7433514302,0.6644133283,2
2018,5,117,0.7699500379,0.810838542,0.7290615338,2
2018,5,119,0.7911080933,0.8158745922,0.7663415943,1
2018,5,121,0.7665876041,0.7979464693,0.735228739,2
2018,5,123,0.624675121,0.6764497761,0.572900466,2
2018,5,125,0.823223306,0.8630758521,0.78337076,1
2018,5,127,0.7477424707,0.7900934524,0.705391489,2
2018,5,129,0.7545309818,0.7914153296,0.7176466341,2
2018,5,131,0.7571013031,0.7921227769,0.7220798292,2
2018,5,133,0.7477424699,0.7900934517,0.7053914881,2
2018,5,135,0.739310888,0.7783823984,0.7002393777,2
2018,5,137,0.739310894,0.7783824041,0.700239384,2
2018,5,139,0.7030303063,0.7549965033,0.6510641093,2
2018,5,141,0.7393108838,0.7783823943,0.7002393732,2
2018,5,143,0.8124645529,0.8423582284,0.7825708773,1
2018,5,145,0.7699500329,0.8108385373,0.7290615285,2
2018,5,147,0.7699500351,0.8108385393,0.7290615308,2
2018,5,149,0.7038823725,0.7433514237,0.6644133212,2
2018,6,1,0.8297486437,0.8384424992,0.8210547883,1
2018,6,3,0.7302624939,0.7672207403,0.6933042476,2
2018,6,5,0.7302625064,0.7672207522,0.6933042606,2
2018,6,7,0.7630409386,0.7938242024,0.7322576748,1
2018,6,9,0.7302624992,0.7672207453,0.6933042531,2
2018,6,11,0.7241064629,0.7653123083,0.6829006174,2
2018,6,13,0.8118752749,0.824392203,0.7993583468,1
2018,6,15,0.7200355909,0.7584787281,0.6815924537,2
2018,6,17,0.8054088283,0.8380238458,0.7727938109,1
2018,6,19,0.7348517168,0.7504663271,0.7192371065,1
2018,6,21,0.7241064755,0.7653123204,0.6829006306,2
2018,6,23,0.7354186504,0.7757735863,0.6950637144,1
2018,6,25,0.6870091808,0.7346470634,0.6393712983,1
2018,6,27,0.7302624946,0.7672207409,0.6933042483,2
2018,6,29,0.7087598223,0.7272836736,0.6902359709,1
2018,6,31,0.7027221922,0.744000197,0.6614441874,1
2018,6,33,0.7581241074,0.7993242262,0.7169239885,2
2018,6,35,0.7200355918,0.758478729,0.6815924545,2
2018,6,37,0.7911905647,0.7951211909,0.7872599384,1
2018,6,39,0.7345142623,0.7798798032,0.6891487214,1
2018,6,41,0.8462612628,0.8717884095,0.820734116,1
2018,6,43,0.7302624852,0.7672207319,0.6933042385,2
2018,6,45,0.7581240933,0.799324213,0.7169239736,2
2018,6,47,0.7378923789,0.7676154999,0.7081692578,1
2018,6,49,0.7200355865,0.758478724,0.6815924491,2
2018,6,51,0.7302625032,0.7672207491,0.6933042573,2
2018,6,53,0.7610125062,0.7818055887,0.7402194236,1
2018,6,55,0.8354877763,0.8662217917,0.8047537609,1
2018,6,57,0.7947435791,0.8434645572,0.7460226011,1
2018,6,59,0.8091021149,0.8162926801,0.8019115497,1
2018,6,61,0.8052664861,0.826039692,0.7844932803,1
2018,6,63,0.7200355786,0.7584787164,0.6815924409,2
2018,6,65,0.7615490057,0.7708918009,0.7522062104,1
2018,6,67,0.7802671372,0.7910326918,0.7695015826,1
2018,6,69,0.8103905572,0.8481506513,0.7726304631,2
2018,6,71,0.7459731943,0.756384426,0.7355619626,1
2018,6,73,0.80415254,0.8114781745,0.7968269055,1
2018,6,75,0.8739510493,0.8846573244,0.8632447743,1
2018,6,77,0.754665965,0.7715466499,0.7377852801,1
2018,6,79,0.8008455399,0.8296786657,0.7720124142,1
2018,6,81,0.8565851373,0.8688917829,0.8442784916,1
2018,6,83,0.8072048724,0.8274753737,0.7869343711,1
2018,6,85,0.8343279304,0.842359914,0.8262959469,1
2018,6,87,0.7865760058,0.814333823,0.7588181886,1
2018,6,89,0.6682032169,0.7048266941,0.6315797398,1
2018,6,91,0.7947435921,0.843464569,0.7460226152,2
2018,6,93,0.7200355848,0.7584787223,0.6815924473,2
2018,6,95,0.8228245181,0.8415569883,0.8040920479,1
2018,6,97,0.8256745777,0.8447413106,0.8066078447,1
2018,6,99,0.7310907784,0.7523951099,0.7097864469,1
2018,6,101,0.7063810765,0.7413656937,0.6713964593,2
2018,6,103,0.724106467,0.7653123122,0.6829006217,2
2018,6,105,0.724106479,0.7653123237,0.6829006342,2
2018,6,107,0.711718583,0.7346799612,0.6887572048,1
2018,6,109,0.7302625035,0.7672207494,0.6933042576,2
2018,6,111,0.8046850779,0.8186050394,0.7907651164,1
2018,6,113,0.766375886,0.7988307079,0.7339210641,1
2018,6,115,0.7063810612,0.7413656789,0.6713964435,2
2018,8,1,0.8298221514,0.8411096386,0.8185346643,1
2018,8,3,0.7015792277,0.7451330254,0.6580254301,2
2018,8,5,0.831481448,0.8436303864,0.8193325096,1
2018,8,7,0.8397230312,0.8722064419,0.8072396204,2
2018,8,9,0.7015792429,0.7451330399,0.6580254459,2
2018,8,11,0.7881686921,0.8205418469,0.7557955373,2
2018,8,13,0.8457406935,0.8599565991,0.8315247878,2
2018,8,14,0.8712522343,0.8897675122,0.8527369563,2
2018,8,15,0.8277289572,0.8713413629,0.7841165516,2
2018,8,17,0.7881686967,0.8205418512,0.7557955422,2
2018,8,19,0.8633890646,0.8960793828,0.8306987465,2
2018,8,21,0.7015792322,0.7451330297,0.6580254348,2
2018,8,23,0.7015792324,0.7451330298,0.6580254349,2
2018,8,25,0.7881687072,0.8205418612,0.7557955533,2
2018,8,27,0.8277289677,0.8713413723,0.7841165631,2
2018,8,29,0.7893053808,0.8290716312,0.7495391304,2
2018,8,31,0.8624086477,0.8751885718,0.8496287236,1
2018,8,33,0.8397230391,0.8722064492,0.807239629,2
2018,8,35,0.8554561154,0.872464702,0.8384475289,1
2018,8,37,0.8550965289,0.8967006824,0.8134923753,2
2018,8,39,0.8577857756,0.877748203,0.8378233483,2
2018,8,41,0.8156637715,0.8312850968,0.8000424461,1
2018,8,43,0.8277289517,0.8713413579,0.7841165455,2
2018,8,45,0.8924209312,0.9241651244,0.8606767381,2
2018,8,47,0.8633890652,0.8960793833,0.8306987471,2
2018,8,49,0.8550965306,0.896700684,0.8134923773,2
2018,8,51,0.8397230251,0.8722064364,0.8072396138,2
2018,8,53,0.8397230236,0.872206435,0.8072396122,2
2018,8,55,0.8277289579,0.8713413635,0.7841165523,2
2018,8,57,0.8550965051,0.8967006615,0.8134923487,2
2018,8,59,0.8630032121,0.8731991328,0.8528072915,1
2018,8,61,0.7881687062,0.8205418603,0.7557955522,2
2018,8,63,0.7881686997,0.8205418541,0.7557955453,2
2018,8,65,0.8277289588,0.8713413643,0.7841165533,2
2018,8,67,0.8397230347,0.8722064452,0.8072396242,2
2018,8,69,0.8449387104,0.8647451786,0.8251322421,1
2018,8,71,0.701579232,0.7451330294,0.6580254345,2
2018,8,73,0.7881687072,0.8205418612,0.7557955533,2
2018,8,75,0.7881687057,0.8205418598,0.7557955517,2
2018,8,77,0.7951049072,0.8247112634,0.7654985509,1
2018,8,79,0.7015792222,0.7451330201,0.6580254243,2
2018,8,81,0.8924209372,0.9241651296,0.8606767449,2
2018,8,83,0.8397230324,0.872206443,0.8072396217,2
2018,8,85,0.7893053787,0.8290716292,0.7495391282,2
2018,8,87,0.7881687048,0.8205418589,0.7557955507,2
2018,8,89,0.7015792266,0.7451330243,0.6580254289,2
2018,8,91,0.7893053807,0.8290716311,0.7495391303,2
2018,8,93,0.8277289609,0.8713413662,0.7841165556,2
2018,8,95,0.7881686965,0.8205418511,0.755795542,2
2018,8,97,0.8550965091,0.896700665,0.8134923532,2
2018,8,99,0.701579234,0.7451330314,0.6580254366,2
2018,8,101,0.7507704649,0.7742850727,0.7272558572,1
2018,8,103,0.8924209477,0.9241651387,0.8606767567,2
2018,8,105,0.7015792307,0.7451330282,0.6580254331,2
2018,8,107,0.8924209415,0.9241651333,0.8606767497,2
2018,8,109,0.7015792275,0.7451330251,0.6580254298,2
2018,8,111,0.839723031,0.8722064418,0.8072396202,2
2018,8,113,0.7893053778,0.8290716284,0.7495391272,2
2018,8,115,0.7881687012,0.8205418555,0.755795547,2
2018,8,117,0.8550965182,0.8967006731,0.8134923634,2
2018,8,119,0.79096901,0.8321242852,0.7498137348,2
2018,8,121,0.7881687012,0.8205418555,0.755795547,2
2018,8,123,0.8185628028,0.8329588126,0.804166793,1
2018,8,125,0.7881687014,0.8205418557,0.7557955472,2
2018,9,1,0.8056484393,0.8188107765,0.792486102,1
2018,9,3,0.8316188873,0.8446087863,0.8186289883,1
2018,9,5,0.8405303568,0.8675752614,0.8134854521,1
2018,9,7,0.8873152812,0.914840044,0.8597905184,1
2018,9,9,0.8034919295,0.8181527583,0.7888311007,1
2018,9,11,0.8348875368,0.8583988688,0.8113762048,1
2018,9,13,0.8695733638,0.9005180893,0.8386286384,1
2018,9,15,0.8015942913,0.8390713788,0.7641172038,1
2018,10,1,0.8370635229,0.8702060219,0.803921024,1
2018,10,3,0.8210965522,0.8389471704,0.8032459341,1
2018,10,5,0.7968736604,0.8264469155,0.7673004054,1
2018,11,1,0.8343620945,0.8474870217,0.8212371673,1
2018,12,1,0.77610494,0.8036627127,0.7485471673,1
2018,12,3,0.7724627976,0.8177653964,0.7271601989,2
2018,12,5,0.7614470619,0.7863413161,0.7365528078,2
2018,12,7,0.7646123562,0.7974039912,0.7318207211,2
2018,12,9,0.752052132,0.772646355,0.7314579091,1
2018,12,11,0.810325887,0.8200253679,0.8006264061,1
2018,12,13,0.734605672,0.7681401781,0.7010711659,2
2018,12,15,0.7121759623,0.7563251355,0.6680267891,1
2018,12,17,0.7307366862,0.7817024604,0.679770912,1
2018,12,19,0.7687531783,0.8023508925,0.735155464,1
2018,12,21,0.8066957449,0.8332744449,0.7801170448,1
2018,12,23,0.7646123557,0.7974039907,0.7318207206,2
2018,12,27,0.7214993757,0.7653741557,0.6776245958,2
2018,12,29,0.7646123572,0.7974039922,0.7318207222,2
2018,12,31,0.8052671834,0.8188985418,0.7916358249,1
2018,12,33,0.787819978,0.8129481754,0.7626917807,1
2018,12,35,0.7159546112,0.7675913586,0.6643178638,1
2018,12,37,0.7346056809,0.7681401866,0.7010711752,2
2018,12,39,0.7346056747,0.7681401807,0.7010711688,2
2018,12,41,0.7646123557,0.7974039907,0.7318207206,2
2018,12,43,0.7285090488,0.7822584156,0.6747596821,2
2018,12,45,0.7346056715,0.7681401776,0.7010711655,2
2018,12,47,0.6551147634,0.7113977047,0.5988318221,2
2018,12,49,0.7214993859,0.7653741653,0.6776246064,2
2018,12,51,0.7285090653,0.7822584311,0.6747596996,2
2018,12,53,0.7100411955,0.7465311038,0.6735512871,1
2018,12,55,0.7223948472,0.75645708,0.6883326144,2
2018,12,57,0.8041412822,0.8142448844,0.79403768,1
2018,12,59,0.7614470592,0.7863413134,0.736552805,2
2018,12,61,0.787644956,0.8358078667,0.7394820453,1
2018,12,63,0.7346056654,0.7681401717,0.7010711591,2
2018,12,65,0.7346056729,0.7681401789,0.7010711668,2
2018,12,67,0.6551147608,0.7113977022,0.5988318194,2
2018,12,69,0.7468303548,0.7729213508,0.7207393587,1
2018,12,71,0.8102529879,0.8267469105,0.7937590652,1
2018,12,73,0.8455535301,0.8676447175,0.8234623426,1
2018,12,75,0.7646123579,0.7974039929,0.731820723,2
2018,12,77,0.7346056608,0.7681401673,0.7010711543,2
2018,12,79,0.6551147699,0.711397711,0.5988318288,2
2018,12,81,0.8027625048,0.826683416,0.7788415937,1
2018,12,83,0.704135895,0.7361678283,0.6721039617,1
2018,12,85,0.7825837198,0.8224145078,0.7427529319,1
2018,12,86,0.8113321695,0.8190784159,0.803585923,1
2018,12,87,0.8625213889,0.8959353909,0.8291073869,2
2018,12,89,0.7724627956,0.8177653945,0.7271601967,2
2018,12,91,0.7750988744,0.8039592789,0.7462384698,1
2018,12,93,0.728509056,0.7822584223,0.6747596897,2
2018,12,95,0.812133867,0.8235200164,0.8007477177,1
2018,12,97,0.7977459916,0.8238016209,0.7716903623,1
2018,12,99,0.8114188681,0.8225492389,0.8002884973,1
2018,12,101,0.7485141544,0.7673188452,0.7297094635,1
2018,12,103,0.8082968087,0.8213887419,0.7952048754,1
2018,12,105,0.7816123185,0.7984753708,0.7647492662,1
2018,12,107,0.7214803045,0.7722068911,0.6707537179,2
2018,12,109,0.7779801244,0.8047057816,0.7512544673,1
2018,12,111,0.7558423186,0.790187802,0.7214968352,1
2018,12,113,0.7636747778,0.8000842588,0.7272652968,1
2018,12,115,0.8258576096,0.8486233777,0.8030918415,1
2018,12,117,0.829151371,0.8468211061,0.8114816359,1
2018,12,119,0.7387873136,0.7702482764,0.7073263507,2
2018,12,121,0.6551147516,0.7113976933,0.5988318098,2
2018,12,123,0.6551147705,0.7113977115,0.5988318294,2
2018,12,125,0.7646123464,0.7974039819,0.7318207109,2
2018,12,127,0.7533905989,0.7726711911,0.7341100066,1
2018,12,129,0.7346056713,0.7681401774,0.7010711652,2
2018,12,131,0.7614470627,0.7863413168,0.7365528086,2
2018,12,133,0.7614470592,0.7863413134,0.736552805,2
2018,13,1,0.7051174362,0.7427840993,0.6674507731,2
2018,13,3,0.6643472179,0.7032508851,0.6254435506,2
2018,13,5,0.6643472279,0.7032508949,0.625443561,2
2018,13,7,0.7125216266,0.7517249338,0.6733183194,2
2018,13,9,0.7318277359,0.7681966225,0.6954588494,2
2018,13,11,0.7860771414,0.8207935552,0.7513607275,2
2018,13,13,0.7991176704,0.8282226043,0.7700127365,2
2018,13,15,0.8075045832,0.8503690165,0.76464015,1
2018,13,17,0.7436442567,0.7841210827,0.7031674308,2
2018,13,19,0.743644246,0.7841210725,0.7031674194,2
2018,13,21,0.7088159471,0.7483230104,0.6693088838,1
2018,13,23,0.6915235212,0.7287922493,0.6542547932,2
2018,13,25,0.6643472234,0.7032508905,0.6254435564,2
2018,13,27,0.7436442448,0.7841210714,0.7031674182,2
2018,13,29,0.7878417831,0.8245701847,0.7511133816,2
2018,13,31,0.7882934904,0.8242095723,0.7523774085,2
2018,13,33,0.7498735388,0.7873146169,0.7124324607,2
2018,13,35,0.7438690096,0.7813145512,0.7064234679,2
2018,13,37,0.7125216257,0.7517249329,0.6733183184,2
2018,13,39,0.7990837954,0.8366518752,0.7615157156,2
2018,13,43,0.6915235213,0.7287922494,0.6542547932,2
2018,13,45,0.7793304221,0.8221098052,0.736551039,1
2018,13,47,0.7442354245,0.7791750323,0.7092958167,2
2018,13,49,0.6643472225,0.7032508896,0.6254435554,2
2018,13,51,0.7929250793,0.8179527922,0.7678973663,1
2018,13,53,0.7104822665,0.7434058056,0.6775587274,2
2018,13,55,0.7442354218,0.7791750297,0.7092958139,2
2018,13,57,0.8482930665,0.8736483561,0.8229377769,1
2018,13,59,0.7689792311,0.806607598,0.7313508642,1
2018,13,61,0.7395813279,0.7742105327,0.7049521231,2
2018,13,63,0.8040438381,0.8308552295,0.7772324468,1
2018,13,65,0.6643472286,0.7032508955,0.6254435616,2
2018,13,67,0.8414354963,0.8549919225,0.8278790701,1
2018,13,69,0.6643472231,0.7032508902,0.625443556,2
2018,13,71,0.7530794021,0.7951292504,0.7110295538,2
2018,13,73,0.7594196865,0.7997738552,0.7190655178,1
2018,13,75,0.7436442507,0.784121077,0.7031674244,2
2018,13,77,0.7965668865,0.8311005591,0.7620332139,1
2018,13,79,0.731827719,0.7681966063,0.6954588317,2
2018,13,81,0.7395813273,0.7742105321,0.7049521225,2
2018,13,83,0.7442354151,0.7791750233,0.7092958069,2
2018,13,85,0.7597719869,0.8015874921,0.7179564817,2
2018,13,87,0.7125216234,0.7517249307,0.6733183161,2
2018,13,89,0.8430280996,0.8549695832,0.8310866159,1
2018,13,91,0.6915235237,0.7287922517,0.6542547957,2
2018,13,93,0.7395813418,0.7742105459,0.7049521376,2
2018,13,95,0.7271550687,0.769552994,0.6847571433,1
2018,13,97,0.7913462024,0.8316754552,0.7510169496,1
2018,13,99,0.7125216215,0.7517249289,0.6733183141,2
2018,13,101,0.6643472121,0.7032508795,0.6254435447,2
2018,13,103,0.788293485,0.8242095672,0.7523774028,2
2018,13,105,0.7946262665,0.8287945244,0.7604580087,2
2018,13,107,0.6915235328,0.7287922605,0.6542548052,2
2018,13,109,0.7051174346,0.7427840978,0.6674507715,2
2018,13,111,0.6967218028,0.7335957136,0.6598478919,2
2018,13,113,0.8158141658,0.8539457239,0.7776826077,1
2018,13,115,0.739089517,0.7748280202,0.7033510137,2
2018,13,117,0.836370383,0.8567568087,0.8159839573,1
2018,13,119,0.7860771494,0.8207935628,0.751360736,2
2018,13,121,0.8288386003,0.8407954708,0.8168817299,1
2018,13,123,0.6967218026,0.7335957135,0.6598478917,2
2018,13,125,0.7498735379,0.787314616,0.7124324597,2
2018,13,127,0.7990837989,0.8366518784,0.7615157194,2
2018,13,129,0.6967218049,0.7335957157,0.6598478941,2
2018,13,131,0.712521618,0.7517249255,0.6733183105,2
2018,13,133,0.7946262726,0.8287945301,0.7604580151,2
2018,13,135,0.8397610273,0.853324311,0.8261977437,1
2018,13,137,0.7860771446,0.8207935583,0.751360731,2
2018,13,139,0.784659658,0.8147901631,0.7545291529,1
2018,13,141,0.749873537,0.7873146152,0.7124324588,2
2018,13,143,0.7390895272,0.77482803,0.7033510244,2
2018,13,145,0.7395813299,0.7742105346,0.7049521252,2
2018,13,147,0.7860771368,0.8207935509,0.7513607226,2
2018,13,149,0.7816252924,0.8230021167,0.7402484682,2
2018,13,151,0.8458240041,0.8746713731,0.816976635,1
2018,13,153,0.7735643342,0.8124944075,0.7346342608,1
2018,13,155,0.743644252,0.7841210783,0.7031674258,2
2018,13,157,0.7991176661,0.8282226002,0.770012732,2
2018,13,159,0.7914745404,0.8278565206,0.7550925603,2
2018,13,161,0.7051174311,0.7427840945,0.6674507678,2
2018,13,163,0.7498735449,0.7873146227,0.7124324671,2
2018,13,165,0.7498735438,0.7873146216,0.7124324659,2
