year,state,county,share_employed,share_employed_ub,share_employed_lb,share_employed_quality
2021,01,107,0.81259,0.85051,0.77468,2
2021,01,109,0.69814,0.74119,0.65510,2
2021,01,111,0.69565,0.73575,0.65556,2
2021,01,113,0.69814,0.74119,0.65510,2
2021,01,115,0.76894,0.80878,0.72910,2
2021,01,117,0.85993,0.88403,0.83584,1
2021,01,119,0.65346,0.70593,0.60100,2
2021,01,121,0.69565,0.73575,0.65556,2
2021,01,123,0.74639,0.79115,0.70164,2
2021,01,125,0.79454,0.82525,0.76384,1
2021,01,127,0.70180,0.74860,0.65500,2
2021,01,129,0.56670,0.61194,0.52147,2
2021,01,131,0.56670,0.61194,0.52147,2
2021,01,133,0.75561,0.79536,0.71586,2
2021,02,013,0.72351,0.75866,0.68836,2
2021,02,016,0.72351,0.75866,0.68836,2
2021,02,020,0.81249,0.84415,0.78084,1
2021,02,050,0.72351,0.75866,0.68836,2
2021,02,060,0.72351,0.75866,0.68836,2
2021,02,068,0.82322,0.86019,0.78625,2
2021,02,070,0.72351,0.75866,0.68836,2
2021,02,090,0.82322,0.86019,0.78625,2
2021,02,100,0.82322,0.86019,0.78625,2
2021,02,105,0.72351,0.75866,0.68836,2
2021,02,110,0.82322,0.86019,0.78625,2
2021,02,122,0.74411,0.77938,0.70884,2
2021,02,130,0.82322,0.86019,0.78625,2
2021,02,150,0.72351,0.75866,0.68836,2
2021,02,158,0.72351,0.75866,0.68836,2
2021,02,164,0.72351,0.75866,0.68836,2
2021,02,170,0.74411,0.77938,0.70884,2
2021,02,180,0.72351,0.75866,0.68836,2
2021,02,185,0.72351,0.75866,0.68836,2
2021,02,188,0.72351,0.75866,0.68836,2
2021,02,195,0.72351,0.75866,0.68836,2
2021,02,198,0.72351,0.75866,0.68836,2
2021,02,220,0.72351,0.75866,0.68836,2
2021,02,230,0.82322,0.86019,0.78625,2
2021,02,240,0.82322,0.86019,0.78625,2
2021,02,261,0.82322,0.86019,0.78625,2
2021,02,275,0.72351,0.75866,0.68836,2
2021,02,282,0.72351,0.75866,0.68836,2
2021,02,290,0.72351,0.75866,0.68836,2
2021,04,001,0.57721,0.61040,0.54402,2
2021,04,003,0.69825,0.73832,0.65817,2
2021,04,005,0.77919,0.81399,0.74440,1
2021,04,007,0.66561,0.71747,0.61376,2
2021,04,009,0.66561,0.71747,0.61376,2
2021,04,011,0.66561,0.71747,0.61376,2
2021,04,012,0.72063,0.76073,0.68053,2
2021,04,013,0.79930,0.80552,0.79308,1
2021,04,015,0.72063,0.76073,0.68053,1
2021,04,017,0.57721,0.61040,0.54402,2
2021,04,019,0.79674,0.81013,0.78334,1
2021,04,021,0.74896,0.77206,0.72585,1
2021,04,023,0.69825,0.73832,0.65817,2
2021,04,025,0.77288,0.81100,0.73475,1
2021,04,027,0.74460,0.78006,0.70914,1
2021,05,001,0.74608,0.77978,0.71239,2
2021,05,003,0.71795,0.76695,0.66896,2
2021,05,005,0.73165,0.76903,0.69428,2
2021,05,007,0.84231,0.86436,0.82025,1
2021,05,009,0.73165,0.76903,0.69428,2
2021,05,011,0.71795,0.76695,0.66896,2
2021,05,013,0.74589,0.79404,0.69774,2
2021,05,015,0.73165,0.76903,0.69428,2
2021,05,017,0.71795,0.76695,0.66896,2
2021,05,019,0.78415,0.82167,0.74664,2
2021,05,021,0.72832,0.76276,0.69388,2
2021,05,023,0.67832,0.72115,0.63550,2
2021,05,025,0.71795,0.76695,0.66896,2
2021,05,027,0.74589,0.79404,0.69774,2
2021,05,029,0.76138,0.79812,0.72464,2
2021,05,031,0.72807,0.75512,0.70103,2
2021,05,033,0.72081,0.75978,0.68184,2
2021,05,035,0.72512,0.76893,0.68131,2
2021,05,037,0.70243,0.74966,0.65520,2
2021,05,039,0.74589,0.79404,0.69774,2
2021,05,041,0.71795,0.76695,0.66896,2
2021,05,043,0.71795,0.76695,0.66896,2
2021,05,045,0.83241,0.85964,0.80519,2
2021,05,047,0.77884,0.82068,0.73700,2
2021,05,049,0.67832,0.72115,0.63550,2
2021,05,051,0.78415,0.82167,0.74664,2
2021,05,053,0.76324,0.81003,0.71644,2
2021,05,055,0.72832,0.76276,0.69388,2
2021,05,057,0.68615,0.73395,0.63834,2
2021,05,059,0.78415,0.82167,0.74664,2
2021,05,061,0.77884,0.82068,0.73700,2
2021,05,063,0.67832,0.72115,0.63550,2
2021,05,065,0.67832,0.72115,0.63550,2
2021,05,067,0.71522,0.76171,0.66873,2
2021,05,069,0.76324,0.81003,0.71644,2
2021,05,071,0.76138,0.79812,0.72464,2
2021,05,073,0.68615,0.73395,0.63834,2
2021,05,075,0.72832,0.76276,0.69388,2
2021,05,077,0.70243,0.74966,0.65520,2
2021,05,079,0.71795,0.76695,0.66896,2
2021,05,081,0.68615,0.73395,0.63834,2
2021,05,083,0.77884,0.82068,0.73700,2
2021,05,085,0.83241,0.85964,0.80519,2
2021,05,087,0.73165,0.76903,0.69428,2
2021,05,089,0.73165,0.76903,0.69428,2
2021,05,091,0.68615,0.73395,0.63834,2
2021,05,093,0.72512,0.76893,0.68131,2
2021,05,095,0.70243,0.74966,0.65520,2
2021,05,097,0.78415,0.82167,0.74664,2
2021,05,099,0.68615,0.73395,0.63834,2
2021,05,101,0.73165,0.76903,0.69428,2
2021,05,103,0.74589,0.79404,0.69774,2
2021,05,105,0.76138,0.79812,0.72464,2
2021,05,107,0.70243,0.74966,0.65520,2
2021,05,109,0.68615,0.73395,0.63834,2
2021,05,111,0.70243,0.74966,0.65520,2
2021,05,113,0.77884,0.82068,0.73700,2
2021,05,115,0.76138,0.79812,0.72464,2
2021,05,117,0.71522,0.76171,0.66873,2
2021,05,119,0.79375,0.81809,0.76942,1
2021,05,121,0.72832,0.76276,0.69388,2
2021,05,123,0.70243,0.74966,0.65520,2
2021,05,125,0.83826,0.87848,0.79804,1
2021,05,127,0.77884,0.82068,0.73700,2
2021,05,129,0.73165,0.76903,0.69428,2
2021,05,131,0.72081,0.75978,0.68184,2
2021,05,133,0.77884,0.82068,0.73700,2
2021,05,135,0.67832,0.72115,0.63550,2
2021,05,137,0.67832,0.72115,0.63550,2
2021,05,139,0.74589,0.79404,0.69774,2
2021,05,141,0.67832,0.72115,0.63550,2
2021,05,143,0.81687,0.84587,0.78786,1
2021,05,145,0.71522,0.76171,0.66873,2
2021,05,147,0.71522,0.76171,0.66873,2
2021,05,149,0.76138,0.79812,0.72464,2
2021,06,001,0.80442,0.81348,0.79537,1
2021,06,003,0.79074,0.82527,0.75620,2
2021,06,005,0.79074,0.82527,0.75620,2
2021,06,007,0.76497,0.79582,0.73413,1
2021,06,009,0.79074,0.82527,0.75620,2
2021,06,011,0.70356,0.74936,0.65777,2
2021,06,013,0.78936,0.80210,0.77662,1
2021,06,015,0.69953,0.74152,0.65754,2
2021,06,017,0.79800,0.83042,0.76557,1
2021,06,019,0.74341,0.75865,0.72816,1
2021,06,021,0.70356,0.74936,0.65777,2
2021,06,023,0.72865,0.76942,0.68788,1
2021,06,025,0.67020,0.71500,0.62540,1
2021,06,027,0.79074,0.82527,0.75620,2
2021,06,029,0.70868,0.72707,0.69028,1
2021,06,031,0.66830,0.70995,0.62666,1
2021,06,033,0.68132,0.72906,0.63358,2
2021,06,035,0.69953,0.74152,0.65754,2
2021,06,037,0.75889,0.76302,0.75477,1
2021,06,039,0.67953,0.72856,0.63050,1
2021,06,041,0.80524,0.83289,0.77759,1
2021,06,043,0.79074,0.82527,0.75620,2
2021,06,045,0.68132,0.72906,0.63358,2
2021,06,047,0.68049,0.71194,0.64903,1
2021,06,049,0.69953,0.74152,0.65754,2
2021,06,051,0.79074,0.82527,0.75620,2
2021,06,053,0.77803,0.79707,0.75900,1
2021,06,055,0.83357,0.86305,0.80408,1
2021,06,057,0.81312,0.86097,0.76528,1
2021,06,059,0.79070,0.79796,0.78344,1
2021,06,061,0.78567,0.80662,0.76471,1
2021,06,063,0.69953,0.74152,0.65754,2
2021,06,065,0.74901,0.75859,0.73943,1
2021,06,067,0.77869,0.78928,0.76810,1
2021,06,069,0.78755,0.82396,0.75115,2
2021,06,071,0.73223,0.74282,0.72163,1
2021,06,073,0.78405,0.79161,0.77649,1
2021,06,075,0.82276,0.83555,0.80996,1
2021,06,077,0.72883,0.74677,0.71089,1
2021,06,079,0.79836,0.82685,0.76987,1
2021,06,081,0.82432,0.83753,0.81110,1
2021,06,083,0.79362,0.81412,0.77313,1
2021,06,085,0.80906,0.81741,0.80071,1
2021,06,087,0.81069,0.83739,0.78399,1
2021,06,089,0.69708,0.73328,0.66088,1
2021,06,091,0.81312,0.86097,0.76528,2
2021,06,093,0.69953,0.74152,0.65754,2
2021,06,095,0.77678,0.79809,0.75548,1
2021,06,097,0.79706,0.81693,0.77720,1
2021,06,099,0.73455,0.75489,0.71421,1
2021,06,101,0.70935,0.74675,0.67194,2
2021,06,103,0.70356,0.74936,0.65777,2
2021,06,105,0.70356,0.74936,0.65777,2
2021,06,107,0.68641,0.70973,0.66308,1
2021,06,109,0.79074,0.82527,0.75620,2
2021,06,111,0.78465,0.79915,0.77015,1
2021,06,113,0.81117,0.84052,0.78182,1
2021,06,115,0.70935,0.74675,0.67194,2
2021,08,001,0.81397,0.82516,0.80278,1
2021,08,003,0.79903,0.83695,0.76111,2
2021,08,005,0.83221,0.84392,0.82049,1
2021,08,007,0.82589,0.85839,0.79339,2
2021,08,009,0.79903,0.83695,0.76111,2
2021,08,011,0.79162,0.82359,0.75965,2
2021,08,013,0.84519,0.85891,0.83148,2
2021,08,014,0.85949,0.87762,0.84137,2
2021,08,015,0.80519,0.85054,0.75984,2
2021,08,017,0.79162,0.82359,0.75965,2
2021,08,019,0.84656,0.88124,0.81189,2
2021,08,021,0.79903,0.83695,0.76111,2
2021,08,023,0.79903,0.83695,0.76111,2
2021,08,025,0.79162,0.82359,0.75965,2
2021,08,027,0.80519,0.85054,0.75984,2
2021,08,029,0.76810,0.81087,0.72533,2
2021,08,031,0.84955,0.86218,0.83692,1
2021,08,033,0.82589,0.85839,0.79339,2
2021,08,035,0.85604,0.87316,0.83891,1
2021,08,037,0.82214,0.86646,0.77783,2
2021,08,039,0.86436,0.88361,0.84510,2
2021,08,041,0.80342,0.81930,0.78754,1
2021,08,043,0.80519,0.85054,0.75984,2
2021,08,045,0.83499,0.87136,0.79861,2
2021,08,047,0.84656,0.88124,0.81189,2
2021,08,049,0.82214,0.86646,0.77783,2
2021,08,051,0.82589,0.85839,0.79339,2
2021,08,053,0.82589,0.85839,0.79339,2
2021,08,055,0.80519,0.85054,0.75984,2
2021,08,057,0.82214,0.86646,0.77783,2
2021,08,059,0.84397,0.85450,0.83345,1
2021,08,061,0.79162,0.82359,0.75965,2
2021,08,063,0.79162,0.82359,0.75965,2
2021,08,065,0.80519,0.85054,0.75984,2
2021,08,067,0.82589,0.85839,0.79339,2
2021,08,069,0.82805,0.84943,0.80668,1
2021,08,071,0.79903,0.83695,0.76111,2
2021,08,073,0.79162,0.82359,0.75965,2
2021,08,075,0.79162,0.82359,0.75965,2
2021,08,077,0.76394,0.79542,0.73246,1
2021,08,079,0.79903,0.83695,0.76111,2
2021,08,081,0.83499,0.87136,0.79861,2
2021,08,083,0.82589,0.85839,0.79339,2
2021,08,085,0.76810,0.81087,0.72533,2
2021,08,087,0.79162,0.82359,0.75965,2
2021,08,089,0.79903,0.83695,0.76111,2
2021,08,091,0.76810,0.81087,0.72533,2
2021,08,093,0.80519,0.85054,0.75984,2
2021,08,095,0.79162,0.82359,0.75965,2
2021,08,097,0.82214,0.86646,0.77783,2
2021,08,099,0.79903,0.83695,0.76111,2
2021,08,101,0.75044,0.77409,0.72680,1
2021,08,103,0.83499,0.87136,0.79861,2
2021,08,105,0.79903,0.83695,0.76111,2
2021,08,107,0.83499,0.87136,0.79861,2
2021,08,109,0.79903,0.83695,0.76111,2
2021,08,111,0.82589,0.85839,0.79339,2
2021,08,113,0.76810,0.81087,0.72533,2
2021,08,115,0.79162,0.82359,0.75965,2
2021,08,117,0.82214,0.86646,0.77783,2
2021,08,119,0.73806,0.78002,0.69611,2
2021,08,121,0.79162,0.82359,0.75965,2
2021,08,123,0.81602,0.83028,0.80176,1
2021,08,125,0.79162,0.82359,0.75965,2
2021,09,001,0.81578,0.82876,0.80279,1
2021,09,003,0.82575,0.83883,0.81266,1
2021,09,005,0.78728,0.81728,0.75728,1
2021,09,007,0.83767,0.86898,0.80636,1
2021,09,009,0.78812,0.80371,0.77253,1
2021,09,011,0.80721,0.83199,0.78242,1
2021,09,013,0.81862,0.85579,0.78146,1
2021,09,015,0.82800,0.86371,0.79229,1
2021,10,001,0.81027,0.84440,0.77614,1
2021,10,003,0.81654,0.83492,0.79816,1
2021,10,005,0.77100,0.80193,0.74007,1
2021,11,001,0.82990,0.84278,0.81701,1
2021,12,001,0.80745,0.83438,0.78053,1
2021,12,003,0.85389,0.89610,0.81168,2
2021,12,005,0.76672,0.79383,0.73962,2
2021,12,007,0.73629,0.77001,0.70257,2
2021,12,009,0.77808,0.79772,0.75845,1
2021,12,011,0.81042,0.82026,0.80059,1
2021,12,013,0.73955,0.77446,0.70463,2
2021,12,015,0.79204,0.82974,0.75433,1
2021,12,017,0.64022,0.69373,0.58670,1
2021,12,019,0.82145,0.85430,0.78859,1
2021,12,021,0.80627,0.83325,0.77928,1
2021,12,023,0.73629,0.77001,0.70257,2
2021,12,027,0.69871,0.74806,0.64935,2
2021,12,029,0.73629,0.77001,0.70257,2
2021,12,031,0.79180,0.80652,0.77708,1
2021,12,033,0.76732,0.79237,0.74227,1
2021,12,035,0.75408,0.80225,0.70590,1
2021,12,037,0.73955,0.77446,0.70463,2
2021,12,039,0.73955,0.77446,0.70463,2
2021,12,041,0.73629,0.77001,0.70257,2
2021,12,043,0.72150,0.77547,0.66753,2
2021,12,045,0.73955,0.77446,0.70463,2
2021,12,047,0.67642,0.73233,0.62051,2
2021,12,049,0.69871,0.74806,0.64935,2
2021,12,051,0.72150,0.77547,0.66753,2
2021,12,053,0.72851,0.76502,0.69200,1
2021,12,055,0.70166,0.73836,0.66496,2
2021,12,057,0.81180,0.82203,0.80156,1
2021,12,059,0.76672,0.79383,0.73962,2
2021,12,061,0.76997,0.81438,0.72556,1
2021,12,063,0.73955,0.77446,0.70463,2
2021,12,065,0.73955,0.77446,0.70463,2
2021,12,067,0.67642,0.73233,0.62051,2
2021,12,069,0.77103,0.79735,0.74471,1
2021,12,071,0.80079,0.81732,0.78427,1
2021,12,073,0.84433,0.86689,0.82177,1
2021,12,075,0.73629,0.77001,0.70257,2
2021,12,077,0.73955,0.77446,0.70463,2
2021,12,079,0.67642,0.73233,0.62051,2
2021,12,081,0.79437,0.81949,0.76924,1
2021,12,083,0.75642,0.78739,0.72546,1
2021,12,085,0.77262,0.81374,0.73149,1
2021,12,086,0.79200,0.80019,0.78381,1
2021,12,087,0.84463,0.88081,0.80844,2
2021,12,089,0.85389,0.89610,0.81168,2
2021,12,091,0.79532,0.82360,0.76705,1
2021,12,093,0.72150,0.77547,0.66753,2
2021,12,095,0.78395,0.79643,0.77148,1
2021,12,097,0.78106,0.80722,0.75490,1
2021,12,099,0.80391,0.81538,0.79244,1
2021,12,101,0.77808,0.79627,0.75989,1
2021,12,103,0.80641,0.81964,0.79318,1
2021,12,105,0.74381,0.76107,0.72656,1
2021,12,107,0.68421,0.73771,0.63072,2
2021,12,109,0.78719,0.81296,0.76142,1
2021,12,111,0.78402,0.81523,0.75281,1
2021,12,113,0.76729,0.80317,0.73142,1
2021,12,115,0.86213,0.88224,0.84202,1
2021,12,117,0.82484,0.84258,0.80710,1
2021,12,119,0.74089,0.77342,0.70836,2
2021,12,121,0.67642,0.73233,0.62051,2
2021,12,123,0.67642,0.73233,0.62051,2
2021,12,125,0.73629,0.77001,0.70257,2
2021,12,127,0.77353,0.79261,0.75445,1
2021,12,129,0.73955,0.77446,0.70463,2
2021,12,131,0.76672,0.79383,0.73962,2
2021,12,133,0.76672,0.79383,0.73962,2
2021,13,001,0.74229,0.78432,0.70026,2
2021,13,003,0.65045,0.69168,0.60923,2
2021,13,005,0.65045,0.69168,0.60923,2
2021,13,007,0.66400,0.70774,0.62026,2
2021,13,009,0.71904,0.76029,0.67778,2
2021,13,011,0.76194,0.79796,0.72592,2
2021,13,013,0.79036,0.81999,0.76073,2
2021,13,015,0.78556,0.83060,0.74053,1
2021,13,017,0.72597,0.76848,0.68347,2
2021,13,019,0.72597,0.76848,0.68347,2
2021,13,021,0.72331,0.76451,0.68211,1
2021,13,023,0.68246,0.72217,0.64276,2
2021,13,025,0.65045,0.69168,0.60923,2
2021,13,027,0.72597,0.76848,0.68347,2
2021,13,029,0.70752,0.75156,0.66349,2
2021,13,031,0.75700,0.79569,0.71830,2
2021,13,033,0.75919,0.79924,0.71915,2
2021,13,035,0.72941,0.76979,0.68903,2
2021,13,037,0.66400,0.70774,0.62026,2
2021,13,039,0.80358,0.84374,0.76343,2
2021,13,043,0.68246,0.72217,0.64276,2
2021,13,045,0.76951,0.81208,0.72694,1
2021,13,047,0.77518,0.80732,0.74304,2
2021,13,049,0.65045,0.69168,0.60923,2
2021,13,051,0.79198,0.81742,0.76654,1
2021,13,053,0.73330,0.76737,0.69922,2
2021,13,055,0.77518,0.80732,0.74304,2
2021,13,057,0.86538,0.89105,0.83971,1
2021,13,059,0.83825,0.87317,0.80332,1
2021,13,061,0.71717,0.75408,0.68027,2
2021,13,063,0.73730,0.77058,0.70403,1
2021,13,065,0.65045,0.69168,0.60923,2
2021,13,067,0.83055,0.84472,0.81637,1
2021,13,069,0.65045,0.69168,0.60923,2
2021,13,071,0.74594,0.78807,0.70380,2
2021,13,073,0.74453,0.78675,0.70232,1
2021,13,075,0.72597,0.76848,0.68347,2
2021,13,077,0.82184,0.85554,0.78813,1
2021,13,079,0.71904,0.76029,0.67778,2
2021,13,081,0.71717,0.75408,0.68027,2
2021,13,083,0.77518,0.80732,0.74304,2
2021,13,085,0.76687,0.80438,0.72935,2
2021,13,087,0.66400,0.70774,0.62026,2
2021,13,089,0.81404,0.82753,0.80055,1
2021,13,091,0.68246,0.72217,0.64276,2
2021,13,093,0.71717,0.75408,0.68027,2
2021,13,095,0.78081,0.82599,0.73562,1
2021,13,097,0.82788,0.86843,0.78734,1
2021,13,099,0.66400,0.70774,0.62026,2
2021,13,101,0.65045,0.69168,0.60923,2
2021,13,103,0.75700,0.79569,0.71830,2
2021,13,105,0.83278,0.86655,0.79900,2
2021,13,107,0.68246,0.72217,0.64276,2
2021,13,109,0.74229,0.78432,0.70026,2
2021,13,111,0.75821,0.79330,0.72312,2
2021,13,113,0.78469,0.82533,0.74405,1
2021,13,115,0.76045,0.79645,0.72445,2
2021,13,117,0.82102,0.84273,0.79931,1
2021,13,119,0.76194,0.79796,0.72592,2
2021,13,121,0.83875,0.85086,0.82664,1
2021,13,123,0.75821,0.79330,0.72312,2
2021,13,125,0.75919,0.79924,0.71915,2
2021,13,127,0.80358,0.84374,0.76343,2
2021,13,129,0.75821,0.79330,0.72312,2
2021,13,131,0.66400,0.70774,0.62026,2
2021,13,133,0.83278,0.86655,0.79900,2
2021,13,135,0.78851,0.80447,0.77255,1
2021,13,137,0.76194,0.79796,0.72592,2
2021,13,139,0.77831,0.81046,0.74615,1
2021,13,141,0.75919,0.79924,0.71915,2
2021,13,143,0.76045,0.79645,0.72445,2
2021,13,145,0.71717,0.75408,0.68027,2
2021,13,147,0.76194,0.79796,0.72592,2
2021,13,149,0.81388,0.85483,0.77293,2
2021,13,151,0.74770,0.78525,0.71015,1
2021,13,153,0.81887,0.85610,0.78164,1
2021,13,155,0.72597,0.76848,0.68347,2
2021,13,157,0.79036,0.81999,0.76073,2
2021,13,159,0.77999,0.81674,0.74323,2
2021,13,161,0.74229,0.78432,0.70026,2
2021,13,163,0.75919,0.79924,0.71915,2
2021,13,165,0.75919,0.79924,0.71915,2
2021,13,167,0.68246,0.72217,0.64276,2
2021,13,169,0.71904,0.76029,0.67778,2
2021,13,171,0.72941,0.76979,0.68903,2
2021,13,173,0.65045,0.69168,0.60923,2
2021,13,175,0.68246,0.72217,0.64276,2
2021,13,177,0.78081,0.82599,0.73562,2
2021,13,179,0.70752,0.75156,0.66349,2
2021,13,181,0.75919,0.79924,0.71915,2
2021,13,183,0.70752,0.75156,0.66349,2
2021,13,185,0.71840,0.76657,0.67024,1
2021,13,187,0.76687,0.80438,0.72935,2
2021,13,189,0.75919,0.79924,0.71915,2
2021,13,191,0.80358,0.84374,0.76343,2
2021,13,193,0.71717,0.75408,0.68027,2
2021,13,195,0.83278,0.86655,0.79900,2
2021,13,197,0.71717,0.75408,0.68027,2
2021,13,199,0.81388,0.85483,0.77293,2
2021,13,201,0.66400,0.70774,0.62026,2
2021,13,205,0.66400,0.70774,0.62026,2
2021,13,207,0.71904,0.76029,0.67778,2
2021,13,209,0.74229,0.78432,0.70026,2
2021,13,211,0.77999,0.81674,0.74323,2
2021,13,213,0.75821,0.79330,0.72312,2
2021,13,215,0.73330,0.76737,0.69922,1
2021,13,217,0.81162,0.84635,0.77689,2
2021,13,219,0.83278,0.86655,0.79900,2
2021,13,221,0.83278,0.86655,0.79900,2
2021,13,223,0.77628,0.81483,0.73774,1
2021,13,225,0.71904,0.76029,0.67778,2
2021,13,227,0.75821,0.79330,0.72312,2
2021,13,229,0.65045,0.69168,0.60923,2
2021,13,231,0.72941,0.76979,0.68903,2
2021,13,233,0.76045,0.79645,0.72445,2
2021,13,235,0.81887,0.85610,0.78164,2
2021,13,237,0.71904,0.76029,0.67778,2
2021,13,239,0.71717,0.75408,0.68027,2
2021,13,241,0.76687,0.80438,0.72935,2
2021,13,243,0.71717,0.75408,0.68027,2
2021,13,245,0.74148,0.77743,0.70554,1
2021,13,247,0.81162,0.84635,0.77689,2
2021,13,249,0.71717,0.75408,0.68027,2
2021,13,251,0.75700,0.79569,0.71830,2
2021,13,253,0.66400,0.70774,0.62026,2
2021,13,255,0.72941,0.76979,0.68903,2
2021,13,257,0.76194,0.79796,0.72592,2
2021,13,259,0.71717,0.75408,0.68027,2
2021,13,261,0.71717,0.75408,0.68027,2
2021,13,263,0.71717,0.75408,0.68027,2
2021,13,265,0.75919,0.79924,0.71915,2
2021,13,267,0.74229,0.78432,0.70026,2
2021,13,269,0.71717,0.75408,0.68027,2
2021,13,271,0.74229,0.78432,0.70026,2
2021,13,273,0.66400,0.70774,0.62026,2
2021,13,275,0.74594,0.78807,0.70380,2
2021,13,277,0.72597,0.76848,0.68347,2
2021,13,279,0.74229,0.78432,0.70026,2
2021,13,281,0.76687,0.80438,0.72935,2
2021,13,283,0.68246,0.72217,0.64276,2
2021,13,285,0.81388,0.85483,0.77293,2
2021,13,287,0.72597,0.76848,0.68347,2
2021,13,289,0.71904,0.76029,0.67778,2
2021,13,291,0.76687,0.80438,0.72935,2
2021,13,293,0.72941,0.76979,0.68903,2
2021,13,295,0.77518,0.80732,0.74304,2
2021,13,297,0.77999,0.81674,0.74323,2
2021,13,299,0.65045,0.69168,0.60923,2
2021,13,301,0.75919,0.79924,0.71915,2
2021,13,303,0.75919,0.79924,0.71915,2
2021,13,305,0.74229,0.78432,0.70026,2
2021,13,307,0.71717,0.75408,0.68027,2
2021,13,309,0.74229,0.78432,0.70026,2
2021,13,311,0.76687,0.80438,0.72935,2
2021,13,313,0.76242,0.80891,0.71593,1
2021,13,315,0.68246,0.72217,0.64276,2
2021,13,317,0.75919,0.79924,0.71915,2
2021,13,319,0.71904,0.76029,0.67778,2
2021,13,321,0.74594,0.78807,0.70380,2
2021,15,001,0.72856,0.76420,0.69292,1
2021,15,003,0.79364,0.80677,0.78052,1
2021,15,005,NA,NA,NA,3
2021,15,007,0.76971,0.79812,0.74131,2
2021,15,009,0.76971,0.79812,0.74131,2
2021,16,001,0.82823,0.84625,0.81021,1
2021,16,003,0.76988,0.80777,0.73199,2
2021,16,005,0.77316,0.80707,0.73925,2
2021,16,007,0.77316,0.80707,0.73925,2
2021,16,009,0.79650,0.83049,0.76252,2
2021,16,011,0.81837,0.84119,0.79554,2
2021,16,013,0.81799,0.85333,0.78265,2
2021,16,015,0.76988,0.80777,0.73199,2
2021,16,017,0.79650,0.83049,0.76252,2
2021,16,019,0.75340,0.79220,0.71459,1
2021,16,021,0.79650,0.83049,0.76252,2
2021,16,023,0.76988,0.80777,0.73199,2
2021,16,025,0.81799,0.85333,0.78265,2
2021,16,027,0.82572,0.84873,0.80271,2
2021,16,029,0.77316,0.80707,0.73925,2
2021,16,031,0.76083,0.80327,0.71838,2
2021,16,033,0.76988,0.80777,0.73199,2
2021,16,035,0.76988,0.80777,0.73199,2
2021,16,037,0.76988,0.80777,0.73199,2
2021,16,039,0.81799,0.85333,0.78265,2
2021,16,041,0.77316,0.80707,0.73925,2
2021,16,043,0.82112,0.85438,0.78786,2
2021,16,045,0.76283,0.80390,0.72176,2
2021,16,047,0.81799,0.85333,0.78265,2
2021,16,049,0.76988,0.80777,0.73199,2
2021,16,051,0.82112,0.85438,0.78786,2
2021,16,053,0.81799,0.85333,0.78265,2
2021,16,055,0.84882,0.87127,0.82637,1
2021,16,057,0.79650,0.83049,0.76252,2
