state,county,subgroup_type,subgroup,average_to_living_wage_ratio,wage_ratio_quality
46,005,Year,2014,.70818442,1
46,005,Year,2018,.75066072,1
46,007,Year,2014,.53318506,1
46,007,Year,2018,.62136954,1
46,009,Year,2014,.60072869,1
46,009,Year,2018,.6416316,1
46,011,Year,2014,.75398761,1
46,011,Year,2018,.79605681,1
46,013,Year,2014,.73692524,1
46,013,Year,2018,.78735358,1
46,015,Year,2014,.56491011,1
46,015,Year,2018,.60014266,1
46,017,Year,2014,.67110544,3
46,017,Year,2018,.73161751,1
46,019,Year,2014,.61075449,1
46,019,Year,2018,.61791182,1
46,021,Year,2014,.60993916,1
46,021,Year,2018,.65031534,1
46,023,Year,2014,.5894714,1
46,023,Year,2018,.63777214,1
46,025,Year,2014,.58654135,1
46,025,Year,2018,.58519161,1
46,027,Year,2014,.65516919,1
46,027,Year,2018,.68182719,1
46,029,Year,2014,.70554519,1
46,029,Year,2018,.73868084,1
46,031,Year,2014,.65394485,1
46,031,Year,2018,.71689063,1
46,033,Year,2014,.59765035,1
46,033,Year,2018,.61234736,1
46,035,Year,2014,.68902719,1
46,035,Year,2018,.74079615,1
46,037,Year,2014,.55774641,1
46,037,Year,2018,.62426412,1
46,039,Year,2014,.71432477,1
46,039,Year,2018,.76030934,1
46,041,Year,2014,.67822903,1
46,041,Year,2018,.74106085,1
46,043,Year,2014,.6171025,1
46,043,Year,2018,.64084792,1
46,045,Year,2014,.7112546,1
46,045,Year,2018,.71978521,1
46,047,Year,2014,.63095194,1
46,047,Year,2018,.69513673,1
46,049,Year,2014,.61268997,1
46,049,Year,2018,.62363189,1
46,051,Year,2014,.76158375,1
46,051,Year,2018,.75551564,1
46,053,Year,2014,.5495593,1
46,053,Year,2018,.58952916,1
46,055,Year,2014,.61687428,1
46,055,Year,2018,.69810164,1
46,057,Year,2014,.68667543,1
46,057,Year,2018,.74085361,1
46,059,Year,2014,.60789239,1
46,059,Year,2018,.64259642,1
46,061,Year,2014,.68362314,1
46,061,Year,2018,.70241773,1
46,063,Year,2014,.8422482,1
46,063,Year,2018,.74294186,1
46,065,Year,2014,.77018696,1
46,065,Year,2018,.80904502,1
46,067,Year,2014,.62127775,1
46,067,Year,2018,.68208629,1
46,069,Year,2014,.72455865,1
46,069,Year,2018,.71592575,1
46,071,Year,2014,.51885766,1
46,071,Year,2018,.56540769,1
46,073,Year,2014,.65394485,1
46,073,Year,2018,.67154223,1
46,075,Year,2014,.51578748,1
46,075,Year,2018,.54900509,1
46,077,Year,2014,.63245374,1
46,077,Year,2018,.69083941,1
46,079,Year,2014,.71227795,1
46,079,Year,2018,.78153622,1
46,081,Year,2014,.62465584,1
46,081,Year,2018,.67553878,1
46,083,Year,2014,.80863333,1
46,083,Year,2018,.90209627,1
46,085,Year,2014,.53420848,1
46,085,Year,2018,.56154823,1
46,087,Year,2014,.58881068,1
46,087,Year,2018,.64303273,1
46,089,Year,2014,.51901925,1
46,089,Year,2018,.5785625,1
46,091,Year,2014,.69488037,1
46,091,Year,2018,.74776614,1
46,093,Year,2014,.68046886,1
46,093,Year,2018,.73754758,1
46,095,Year,2014,.4552111,1
46,095,Year,2018,.48486462,1
46,097,Year,2014,.61914968,1
46,097,Year,2018,.62040466,1
46,099,Year,2014,.82139093,1
46,099,Year,2018,.86693764,1
46,101,Year,2014,.68464649,1
46,101,Year,2018,.72267979,1
46,102,Year,2014,.73069894,1
46,102,Year,2018,.75452018,1
46,103,Year,2014,.70890266,1
46,103,Year,2018,.74671942,1
46,105,Year,2014,.55160606,1
46,105,Year,2018,.5943535,1
46,107,Year,2014,.59765851,1
46,107,Year,2018,.69083941,1
46,109,Year,2014,.6017521,1
46,109,Year,2018,.64838558,1
46,111,Year,2014,.58128434,1
46,111,Year,2018,.61847496,1
46,115,Year,2014,.6529215,1
46,115,Year,2018,.69180429,1
46,117,Year,2014,.61704522,1
46,117,Year,2018,.65388995,1
46,119,Year,2014,.66110855,1
46,119,Year,2018,.70820689,1
46,121,Year,2014,.65087467,1
46,121,Year,2018,.68890971,1
46,123,Year,2014,.61198598,1
46,123,Year,2018,.63873702,1
46,125,Year,2014,.59273612,1
46,125,Year,2018,.63840657,1
46,127,Year,2014,.936001,1
46,127,Year,2018,.97802454,1
46,129,Year,2014,.58435446,1
46,129,Year,2018,.64259642,1
46,135,Year,2014,.73609567,1
46,135,Year,2018,.80165398,1
46,137,Year,2014,.61914968,1
46,137,Year,2018,.65128016,1
47,001,Year,2014,1.0379536,1
47,001,Year,2018,1.0639794,1
47,003,Year,2014,.73369354,1
47,003,Year,2018,.7632916,1
47,005,Year,2014,.62034678,1
47,005,Year,2018,.66332662,1
47,007,Year,2014,.61818528,1
47,007,Year,2018,.67962962,1
47,009,Year,2014,.83646852,1
47,009,Year,2018,.87209851,1
47,011,Year,2014,.7461319,1
47,011,Year,2018,.78129792,1
47,013,Year,2014,.65276909,1
47,013,Year,2018,.67045921,1
47,015,Year,2014,.58384788,1
47,015,Year,2018,.59203517,1
47,017,Year,2014,.66898024,1
47,017,Year,2018,.72650063,1
47,019,Year,2014,.62929261,1
47,019,Year,2018,.68034732,1
47,021,Year,2014,.71710706,1
47,021,Year,2018,.74388546,1
47,023,Year,2014,.63314694,1
47,023,Year,2018,.65075898,1
47,025,Year,2014,.67978764,1
47,025,Year,2018,.71529233,1
47,027,Year,2014,.58468223,1
47,027,Year,2018,.59913373,1
47,029,Year,2014,.65384984,1
47,029,Year,2018,.68574321,1
47,031,Year,2014,.83362055,1
47,031,Year,2018,.88118088,1
47,033,Year,2014,.78429943,1
47,033,Year,2018,.78471684,1
47,035,Year,2014,.66982543,1
47,035,Year,2018,.65580678,1
47,037,Year,2014,.96828628,1
47,037,Year,2018,1.0548168,1
47,039,Year,2014,.72734034,1
47,039,Year,2018,.74789822,1
47,041,Year,2014,.70572549,1
47,041,Year,2018,.75604975,1
47,043,Year,2014,.64712203,1
47,043,Year,2018,.67699903,1
47,045,Year,2014,.7412619,1
47,045,Year,2018,.77483255,1
47,047,Year,2014,.78378302,1
47,047,Year,2018,.81342655,1
47,049,Year,2014,.61278158,1
47,049,Year,2018,.63377756,1
47,051,Year,2014,.7024833,1
47,051,Year,2018,.73668998,1
47,053,Year,2014,.69463992,1
47,053,Year,2018,.73639518,1
47,055,Year,2014,.7349056,1
47,055,Year,2018,.79069352,1
47,057,Year,2014,.67115974,1
47,057,Year,2018,.75040698,1
47,059,Year,2014,.7327441,1
47,059,Year,2018,.76216334,1
47,061,Year,2014,.51551467,1
47,061,Year,2018,.55226272,1
47,063,Year,2014,.747576,1
47,063,Year,2018,.76736212,1
47,065,Year,2014,.89616078,1
47,065,Year,2018,.92276716,1
47,067,Year,2014,.52091837,1
47,067,Year,2018,.53494084,1
47,069,Year,2014,.72842109,1
47,069,Year,2018,.78356099,1
47,071,Year,2014,.75489163,1
47,071,Year,2018,.81123883,1
47,073,Year,2014,.73762798,1
47,073,Year,2018,.80519664,1
47,075,Year,2014,.76123309,1
47,075,Year,2018,.77228302,1
47,077,Year,2014,.68989885,1
47,077,Year,2018,.76036286,1
47,079,Year,2014,.70788699,1
47,079,Year,2018,.75095505,1
47,081,Year,2014,.65868896,1
47,081,Year,2018,.68710452,1
47,083,Year,2014,.59440893,1
47,083,Year,2018,.61237991,1
47,085,Year,2014,.95037079,1
47,085,Year,2018,.92031711,1
47,087,Year,2014,.66357648,1
47,087,Year,2018,.64906156,1
47,089,Year,2014,.77284616,1
47,089,Year,2018,.81600475,1
47,091,Year,2014,.7802968,1
47,091,Year,2018,.82737517,1
47,093,Year,2014,.86496133,1
47,093,Year,2018,.9162311,1
47,095,Year,2014,.59332818,1
47,095,Year,2018,.6449858,1
47,097,Year,2014,.68275648,1
47,097,Year,2018,.75269163,1
47,099,Year,2014,.66357648,1
47,099,Year,2018,.6877811,1
47,101,Year,2014,.56926519,1
47,101,Year,2018,.62615991,1
47,103,Year,2014,.68866527,1
47,103,Year,2018,.7214222,1
47,105,Year,2014,.75811315,1
47,105,Year,2018,.81837183,1
47,107,Year,2014,.80839616,1
47,107,Year,2018,.84775388,1
47,109,Year,2014,.66033429,1
47,109,Year,2018,.6653645,1
47,111,Year,2014,.63660049,1
47,111,Year,2018,.63933587,1
47,113,Year,2014,.77742141,1
47,113,Year,2018,.80831116,1
47,115,Year,2014,.6545338,1
47,115,Year,2018,.69495898,1
47,117,Year,2014,.73321193,1
47,117,Year,2018,.80466872,1
47,119,Year,2014,.80198085,1
47,119,Year,2018,.85961354,1
47,121,Year,2014,.7024833,1
47,121,Year,2018,.76318228,1
47,123,Year,2014,.72322953,1
47,123,Year,2018,.7714262,1
47,125,Year,2014,.67162699,1
47,125,Year,2018,.71165073,1
47,127,Year,2014,.84622216,1
47,127,Year,2018,.91602254,1
47,129,Year,2014,.705845,1
47,129,Year,2018,.680556,1
47,131,Year,2014,.70464474,1
47,131,Year,2018,.71834916,1
47,133,Year,2014,.68411064,1
47,133,Year,2018,.70510298,1
47,135,Year,2014,.59548968,1
47,135,Year,2018,.63377756,1
47,137,Year,2014,.57927853,1
47,137,Year,2018,.61237991,1
47,139,Year,2014,.54489303,1
47,139,Year,2018,.5857302,1
47,141,Year,2014,.73734814,1
47,141,Year,2018,.76258379,1
47,143,Year,2014,.89346355,1
47,143,Year,2018,.8666355,1
47,145,Year,2014,1.1123127,1
47,145,Year,2018,1.2437371,1
47,147,Year,2014,.65287423,1
47,147,Year,2018,.67338353,1
47,149,Year,2014,.81777048,1
47,149,Year,2018,.8442151,1
47,151,Year,2014,.64520389,1
47,151,Year,2018,.62664497,1
47,153,Year,2014,.56175721,1
47,153,Year,2018,.59979868,1
47,155,Year,2014,.55634582,1
47,155,Year,2018,.59591931,1
47,157,Year,2014,1.0075763,1
47,157,Year,2018,1.0330136,1
47,159,Year,2014,.76831836,1
47,159,Year,2018,.82116085,1
47,161,Year,2014,.99024892,1
47,161,Year,2018,.93463397,1
47,163,Year,2014,.91224581,1
47,163,Year,2018,.9428882,1
47,165,Year,2014,.72861147,1
47,165,Year,2018,.75473189,1
47,167,Year,2014,.66024101,1
47,167,Year,2018,.66257989,1
47,169,Year,2014,.5464586,1
47,169,Year,2018,.64897901,1
47,171,Year,2014,.84683895,1
47,171,Year,2018,.86043924,1
47,173,Year,2014,.59020889,1
47,173,Year,2018,.65335429,1
47,175,Year,2014,.63115418,1
47,175,Year,2018,.63581538,1
47,177,Year,2014,.74136764,1
47,177,Year,2018,.76389414,1
47,179,Year,2014,.76512641,1
47,179,Year,2018,.80641168,1
47,181,Year,2014,.60413563,1
47,181,Year,2018,.66944027,1
47,183,Year,2014,.63871938,1
47,183,Year,2018,.66740239,1
47,185,Year,2014,.67438394,1
47,185,Year,2018,.68880004,1
47,187,Year,2014,1.0852476,1
47,187,Year,2018,1.1479156,1
47,189,Year,2014,.72957015,1
47,189,Year,2018,.73123127,1
48,001,Year,2014,.82173723,1
48,001,Year,2018,.83049929,1
48,003,Year,2014,1.1611704,1
48,003,Year,2018,1.2017691,1
48,005,Year,2014,.75800765,1
48,005,Year,2018,.75237197,1
48,007,Year,2014,.67989427,1
48,007,Year,2018,.69630241,1
48,009,Year,2014,.74606425,1
48,009,Year,2018,.71705449,1
48,011,Year,2014,.63229746,1
48,011,Year,2018,.70809078,1
48,013,Year,2014,.87185115,1
48,013,Year,2018,.95006675,1
48,015,Year,2014,.85824007,1
48,015,Year,2018,.84781945,1
48,017,Year,2014,.73235345,1
48,017,Year,2018,.76001328,1
48,019,Year,2014,.62464339,1
48,019,Year,2018,.62903178,1
48,021,Year,2014,.61894608,1
48,021,Year,2018,.64876819,1
48,023,Year,2014,.67334366,1
48,023,Year,2018,.67159343,1
48,025,Year,2014,.80291408,1
48,025,Year,2018,.68053067,1
48,027,Year,2014,.82797593,1
48,027,Year,2018,.87893134,1
48,029,Year,2014,.84897351,1
48,029,Year,2018,.8888492,1
48,031,Year,2014,.78266823,1
48,031,Year,2018,.89411306,1
48,033,Year,2014,.53557169,1
48,033,Year,2018,.72260618,1
48,035,Year,2014,.72412932,1
48,035,Year,2018,.74027038,1
48,037,Year,2014,.73198187,1
48,037,Year,2018,.75312167,1
48,039,Year,2014,.95842129,1
48,039,Year,2018,1.0284312,1
48,041,Year,2014,.73464543,1
48,041,Year,2018,.7538836,1
48,043,Year,2014,.7714892,1
48,043,Year,2018,.76135623,1
48,045,Year,2014,.57956028,1
48,045,Year,2018,.61595851,1
48,047,Year,2014,.81981432,1
48,047,Year,2018,.83253741,1
48,049,Year,2014,.68939632,1
48,049,Year,2018,.72340095,1
48,051,Year,2014,.79761499,1
48,051,Year,2018,.82644492,1
48,053,Year,2014,.76828116,1
48,053,Year,2018,.78783089,1
48,055,Year,2014,.63715041,1
48,055,Year,2018,.65391713,1
48,057,Year,2014,1.1795882,1
48,057,Year,2018,1.2313174,1
48,059,Year,2014,.72652709,1
48,059,Year,2018,.78131634,1
48,061,Year,2014,.62615353,1
48,061,Year,2018,.63879699,1
48,063,Year,2014,.72728682,1
48,063,Year,2018,.74820894,1
48,065,Year,2014,1.5183259,1
48,065,Year,2018,1.5166539,1
48,067,Year,2014,.7270847,1
48,067,Year,2018,.70338488,1
48,069,Year,2014,.68957382,1
48,069,Year,2018,.70143718,1
48,071,Year,2014,1.0033175,1
48,071,Year,2018,1.1070431,1
48,073,Year,2014,.67387462,1
48,073,Year,2018,.68778503,1
48,075,Year,2014,.65096861,1
48,075,Year,2018,.71979338,1
48,077,Year,2014,.75848138,1
48,077,Year,2018,.6985184,1
48,079,Year,2014,.76396579,1
48,079,Year,2018,.76597416,1
48,081,Year,2014,.63857001,1
48,081,Year,2018,.77193505,1
48,083,Year,2014,.59325898,1
48,083,Year,2018,.58516055,1
48,085,Year,2014,1.0739024,1
48,085,Year,2018,1.1322224,1
48,087,Year,2014,.77134204,1
48,087,Year,2018,.76994812,1
48,089,Year,2014,.79347068,1
48,089,Year,2018,.81167436,1
48,091,Year,2014,.72617215,1
48,091,Year,2018,.76121956,1
48,093,Year,2014,.63540882,1
48,093,Year,2018,.66165864,1
48,095,Year,2014,.66920674,1
48,095,Year,2018,.68624651,1
48,097,Year,2014,.92376906,1
48,097,Year,2018,.86997348,1
48,099,Year,2014,.64111352,1
48,099,Year,2018,.79133016,1
48,101,Year,2014,.76418108,1
48,101,Year,2018,.73687333,1
48,103,Year,2014,1.3487948,1
48,103,Year,2018,1.2736431,1
48,105,Year,2014,.83562052,1
48,105,Year,2018,.79379165,1
48,107,Year,2014,.67693901,1
48,107,Year,2018,.67431444,1
48,109,Year,2014,.63962376,1
48,109,Year,2018,.98652709,1
48,111,Year,2014,.82222718,1
48,111,Year,2018,.82456088,1
48,113,Year,2014,1.1149908,1
48,113,Year,2018,1.1595155,1
48,115,Year,2014,.78925568,1
48,115,Year,2018,.76796114,1
48,117,Year,2014,.74262184,1
48,117,Year,2018,.78138375,1
48,119,Year,2014,.40253094,1
48,119,Year,2018,.49376026,1
48,121,Year,2014,.82923943,1
48,121,Year,2018,.85929167,1
48,123,Year,2014,.88174748,1
48,123,Year,2018,.85304064,1
48,125,Year,2014,.64489251,1
48,125,Year,2018,.62688679,1
48,127,Year,2014,1.042025,1
48,127,Year,2018,1.0540049,1
48,129,Year,2014,.55532408,1
48,129,Year,2018,.67159343,1
48,131,Year,2014,.95364004,1
48,131,Year,2018,.73616976,1
48,133,Year,2014,.88936156,1
48,133,Year,2018,1.0342141,1
48,135,Year,2014,1.0528251,1
48,135,Year,2018,1.0612845,1
48,137,Year,2014,.66556484,1
48,137,Year,2018,.65201235,1
48,139,Year,2014,.72184914,1
48,139,Year,2018,.75099981,1
48,141,Year,2014,.70143187,1
48,141,Year,2018,.71802819,1
48,143,Year,2014,.62520379,1
48,143,Year,2018,.66445106,1
48,145,Year,2014,.68493485,1
48,145,Year,2018,.71232617,1
48,147,Year,2014,.73277497,1
48,147,Year,2018,.78226191,1
48,149,Year,2014,.79096758,1
48,149,Year,2018,.7751683,1
48,151,Year,2014,.74078339,1
48,151,Year,2018,.80968738,1
48,153,Year,2014,.7039023,1
48,153,Year,2018,.71033925,1
48,155,Year,2014,.48045459,1
48,155,Year,2018,.55102396,1
48,157,Year,2014,.9508127,1
48,157,Year,2018,.89733499,1
48,159,Year,2014,.70600975,1
48,159,Year,2018,.81167436,1
48,161,Year,2014,.9388876,1
48,161,Year,2018,.82856351,1
48,163,Year,2014,1.0347785,1
48,163,Year,2018,1.0004358,1
48,165,Year,2014,.96839249,1
48,165,Year,2018,1.0044097,1
48,167,Year,2014,.82957453,1
48,167,Year,2018,.8550334,1
48,169,Year,2014,.79873943,1
48,169,Year,2018,.75107199,1
48,171,Year,2014,.63800281,1
48,171,Year,2018,.68784344,1
48,173,Year,2014,.73316121,1
48,173,Year,2018,1.1030284,1
48,175,Year,2014,.75073904,1
48,175,Year,2018,.64074862,1
48,177,Year,2014,.78079993,1
48,177,Year,2018,.80252725,1
48,179,Year,2014,.95715594,1
48,179,Year,2018,.93070745,1
48,181,Year,2014,.76732469,1
48,181,Year,2018,.79635298,1
48,183,Year,2014,.88190109,1
48,183,Year,2018,.86163098,1
48,185,Year,2014,.98314494,1
48,185,Year,2018,.94778126,1
48,187,Year,2014,.73777539,1
48,187,Year,2018,.77945238,1
48,189,Year,2014,.6817736,1
48,189,Year,2018,.71928054,1
48,191,Year,2014,.66702116,1
48,191,Year,2018,.54442781,1
48,193,Year,2014,.65994936,1
48,193,Year,2018,.69750518,1
48,195,Year,2014,1.0932313,1
48,195,Year,2018,1.0916857,1
48,197,Year,2014,.66491365,1
48,197,Year,2018,.69941092,1
48,199,Year,2014,.76393348,1
48,199,Year,2018,.77571929,1
48,201,Year,2014,1.250567,1
48,201,Year,2018,1.2213477,1
48,203,Year,2014,.97937238,1
48,203,Year,2018,.92045468,1
48,205,Year,2014,.71136504,1
48,205,Year,2018,.76165426,1
48,207,Year,2014,.65964496,1
48,207,Year,2018,.69941092,1
48,209,Year,2014,.63624018,1
48,209,Year,2018,.66507322,1
48,211,Year,2014,1.1065015,1
48,211,Year,2018,1.114794,1
48,213,Year,2014,.65472007,1
48,213,Year,2018,.69057763,1
48,215,Year,2014,.63882792,1
48,215,Year,2018,.64734238,1
48,217,Year,2014,.76094657,1
48,217,Year,2018,.77329278,1
48,219,Year,2014,1.0336162,1
48,219,Year,2018,1.0157622,1
48,221,Year,2014,.8389889,1
48,221,Year,2018,.78174406,1
48,223,Year,2014,.74158347,1
48,223,Year,2018,.74041504,1
48,225,Year,2014,.9632771,1
48,225,Year,2018,.94185978,1
48,227,Year,2014,.85693485,1
48,227,Year,2018,.93419415,1
48,229,Year,2014,1.0177028,1
48,229,Year,2018,1.0607007,1
48,231,Year,2014,.78815097,1
48,231,Year,2018,.8839435,1
48,233,Year,2014,1.1820853,1
48,233,Year,2018,1.1466014,1
48,235,Year,2014,1.2757354,1
48,235,Year,2018,1.1245155,1
48,237,Year,2014,1.0762237,1
48,237,Year,2018,1.1190128,1
48,239,Year,2014,.79888999,1
48,239,Year,2018,.82823247,1
48,241,Year,2014,.75558531,1
48,241,Year,2018,.76874065,1
48,243,Year,2014,.55978733,1
48,243,Year,2018,.56774169,1
48,245,Year,2014,1.0042833,1
48,245,Year,2018,1.0399339,1
48,247,Year,2014,.87355536,1
48,247,Year,2018,.76001328,1
48,249,Year,2014,.97744137,1
48,249,Year,2018,.86863405,1
48,251,Year,2014,.77120453,1
48,251,Year,2018,.78337848,1
48,253,Year,2014,.78170639,1
48,253,Year,2018,.70713466,1
48,255,Year,2014,.93096584,1
48,255,Year,2018,1.0329601,1
48,257,Year,2014,.68076074,1
48,257,Year,2018,.72370672,1
48,259,Year,2014,.77213943,1
48,259,Year,2018,.84287828,1
48,261,Year,2014,1.2052963,1
48,261,Year,2018,1.2412747,1
48,263,Year,2014,.69020361,1
48,263,Year,2018,.74411762,1
48,265,Year,2014,.73517179,1
48,265,Year,2018,.77461469,1
48,267,Year,2014,.72198796,1
48,267,Year,2018,.57927501,1
48,269,Year,2014,1.1437575,3
48,269,Year,2018,.73393762,3
48,271,Year,2014,.82775664,1
48,271,Year,2018,.8481108,1
48,273,Year,2014,.72370464,1
48,273,Year,2018,.71248919,1
48,275,Year,2014,.96417755,1
48,275,Year,2018,.77988291,1
48,277,Year,2014,.79114681,1
48,277,Year,2018,.78815836,1
48,279,Year,2014,.69863355,1
48,279,Year,2018,.77888942,1
48,281,Year,2014,.63177723,1
48,281,Year,2018,.66171873,1
48,283,Year,2014,1.2287416,1
48,283,Year,2018,1.3123435,1
48,285,Year,2014,.72990263,1
48,285,Year,2018,.74542326,1
48,287,Year,2014,.93738061,1
48,287,Year,2018,.92906797,1
48,289,Year,2014,1.0073811,1
48,289,Year,2018,1.0232859,1
48,291,Year,2014,.77038741,1
48,291,Year,2018,.80283135,1
48,293,Year,2014,.73656124,1
48,293,Year,2018,.81356597,1
48,295,Year,2014,.87395728,1
48,295,Year,2018,1.0440983,1
48,297,Year,2014,.88093162,1
48,297,Year,2018,1.0570643,1
48,299,Year,2014,.648296,1
48,299,Year,2018,.69426036,1
48,301,Year,2014,.76331967,3
48,301,Year,2018,.96576267,3
48,303,Year,2014,.7665931,1
48,303,Year,2018,.80252916,1
48,305,Year,2014,.71376127,1
48,305,Year,2018,.90945965,1
48,307,Year,2014,.81500292,1
48,307,Year,2018,.7958349,1
48,309,Year,2014,.80490404,1
48,309,Year,2018,.85806346,1
48,311,Year,2014,1.0659436,1
48,311,Year,2018,1.0118448,1
48,313,Year,2014,.67082137,1
48,313,Year,2018,.70885432,1
48,315,Year,2014,.59747392,1
48,315,Year,2018,.64079553,1
48,317,Year,2014,.98314494,1
48,317,Year,2018,1.0401751,1
48,319,Year,2014,.58167005,1
48,319,Year,2018,.61150283,1
48,321,Year,2014,.96781594,1
48,321,Year,2018,1.0634,1
48,323,Year,2014,.63262659,1
48,323,Year,2018,.649948,1
48,325,Year,2014,.68005288,1
48,325,Year,2018,.69724959,1
48,327,Year,2014,.52859002,1
48,327,Year,2018,.54294437,1
48,329,Year,2014,1.1945323,1
48,329,Year,2018,1.2355077,1
48,331,Year,2014,.91465145,1
48,331,Year,2018,.79478514,1
48,333,Year,2014,.62276387,1
48,333,Year,2018,.63781506,1
48,335,Year,2014,.82508308,1
48,335,Year,2018,.86631578,1
48,337,Year,2014,.79170889,1
48,337,Year,2018,.76549637,1
48,339,Year,2014,.94890344,1
48,339,Year,2018,.97293794,1
48,341,Year,2014,.84365535,1
48,341,Year,2018,.88280255,1
48,343,Year,2014,.97260749,1
48,343,Year,2018,1.0063967,1
48,345,Year,2014,.5131743,1
48,345,Year,2018,.54840177,1
48,347,Year,2014,.68409997,1
48,347,Year,2018,.69592023,1
48,349,Year,2014,.69403076,1
48,349,Year,2018,.72152525,1
48,351,Year,2014,.58166778,1
48,351,Year,2018,.70040441,1
48,353,Year,2014,.79557818,1
48,353,Year,2018,.82558304,1
48,355,Year,2014,.8350758,1
48,355,Year,2018,.82596403,1
48,357,Year,2014,1.0829999,1
48,357,Year,2018,.92788178,1
48,359,Year,2014,.79705346,1
48,359,Year,2018,.74214596,1
48,361,Year,2014,.91552341,1
48,361,Year,2018,.96095163,1
48,363,Year,2014,.8366276,1
48,363,Year,2018,.84130073,1
48,365,Year,2014,.93720597,1
48,365,Year,2018,.90826076,1
48,367,Year,2014,.80586541,1
48,367,Year,2018,.81151837,1
48,369,Year,2014,.74289089,1
48,369,Year,2018,.81465477,1
48,371,Year,2014,.9043321,1
48,371,Year,2018,.88347638,1
48,373,Year,2014,.71208799,1
48,373,Year,2018,.75271082,1
48,375,Year,2014,.79874498,1
48,375,Year,2018,.83535576,1
48,377,Year,2014,.74605215,1
48,377,Year,2018,.79180467,1
48,379,Year,2014,.57534528,1
48,379,Year,2018,.62688679,1
48,381,Year,2014,.77540171,1
48,381,Year,2018,.81143379,1
48,383,Year,2014,1.1364955,1
48,383,Year,2018,1.1598088,1
48,385,Year,2014,.49397388,1
48,385,Year,2018,.50298095,1
48,387,Year,2014,.61538762,1
48,387,Year,2018,.66066515,1
48,389,Year,2014,.81294721,1
48,389,Year,2018,1.1575828,1
48,391,Year,2014,.84131551,1
48,391,Year,2018,.76672733,1
48,393,Year,2014,.7165221,1
48,393,Year,2018,.85398912,1
48,395,Year,2014,.8066107,1
48,395,Year,2018,.81890607,1
48,397,Year,2014,.69570196,1
48,397,Year,2018,.72898924,1
48,399,Year,2014,.7154935,1
48,399,Year,2018,.68450868,1
48,401,Year,2014,.90092868,1
48,401,Year,2018,.81736928,1
48,403,Year,2014,.67650491,1
48,403,Year,2018,.71331966,1
48,405,Year,2014,.67570758,1
48,405,Year,2018,.72666574,1
48,407,Year,2014,.66069871,1
48,407,Year,2018,.67059994,1
48,409,Year,2014,.80457073,1
48,409,Year,2018,.84034425,1
48,411,Year,2014,.59325898,1
48,411,Year,2018,.802733,1
48,413,Year,2014,.90306026,1
48,413,Year,2018,.86532235,1
48,415,Year,2014,1.1403456,1
48,415,Year,2018,1.0320848,1
48,417,Year,2014,1.1749268,1
48,417,Year,2018,1.124621,1
48,419,Year,2014,.7270847,1
48,419,Year,2018,.72424799,1
48,421,Year,2014,.75553584,1
48,421,Year,2018,.80372649,1
48,423,Year,2014,.82121205,1
48,423,Year,2018,.82422817,1
48,425,Year,2014,1.1605219,1
48,425,Year,2018,1.1115181,1
48,427,Year,2014,.57639903,1
48,427,Year,2018,.57919967,1
48,429,Year,2014,.80927688,1
48,429,Year,2018,.74610454,1
48,431,Year,2014,.84547532,1
48,431,Year,2018,.84810632,1
48,433,Year,2014,.69676316,1
48,433,Year,2018,.73437184,1
48,435,Year,2014,1.6406825,1
48,435,Year,2018,1.3064281,1
48,437,Year,2014,.64700001,1
48,437,Year,2018,.69345003,1
48,439,Year,2014,.94258326,1
48,439,Year,2018,.97128034,1
48,441,Year,2014,.75207311,1
48,441,Year,2018,.78709674,1
48,443,Year,2014,.9216243,1
48,443,Year,2018,.77770364,1
48,445,Year,2014,.79692376,1
48,445,Year,2018,.87772352,1
48,447,Year,2014,.75237459,1
48,447,Year,2018,.54740828,1
48,449,Year,2014,.7070635,1
48,449,Year,2018,.72623491,1
48,451,Year,2014,.74212027,1
48,451,Year,2018,.77234751,1
48,453,Year,2014,1.0030568,1
48,453,Year,2018,1.101018,1
48,455,Year,2014,.62308598,1
48,455,Year,2018,.62422746,1
48,457,Year,2014,.66467029,1
48,457,Year,2018,.67821771,1
48,459,Year,2014,.69892162,1
48,459,Year,2018,.67968923,1
48,461,Year,2014,1.3740847,1
48,461,Year,2018,1.3004671,1
48,463,Year,2014,.64594626,1
48,463,Year,2018,.65073031,1
48,465,Year,2014,.71663165,1
48,465,Year,2018,.70730239,1
48,467,Year,2014,.64569223,1
48,467,Year,2018,.66144615,1
48,469,Year,2014,.86828899,1
48,469,Year,2018,.82980675,1
48,471,Year,2014,.71371305,1
48,471,Year,2018,.7399016,1
48,473,Year,2014,.82098287,1
48,473,Year,2018,.80463141,1
48,475,Year,2014,1.1813791,1
48,475,Year,2018,1.2016181,1
48,477,Year,2014,.74033773,1
48,477,Year,2018,.73050666,1
48,479,Year,2014,.67061895,1
48,479,Year,2018,.67142421,1
48,481,Year,2014,.73882091,1
48,481,Year,2018,.7404685,1
48,483,Year,2014,.79030943,1
48,483,Year,2018,.80173951,1
48,485,Year,2014,.75020331,1
48,485,Year,2018,.74924874,1
48,487,Year,2014,.76501954,1
48,487,Year,2018,.71133268,1
48,489,Year,2014,.6817736,1
48,489,Year,2018,.6785478,1
48,491,Year,2014,.88381863,1
48,491,Year,2018,.91823006,1
48,493,Year,2014,.61884177,1
48,493,Year,2018,.68099523,1
48,495,Year,2014,1.1896791,1
48,495,Year,2018,1.2696693,1
