year,state,county,subgroup_type,subgroup,share_employed,share_employed_ub,share_employed_lb,share_employed_quality
2021,01,033,race-ethnicity,"White, Non-Hispanic",0.74413,0.76159,0.72667,2
2021,01,035,all,All,0.61289,0.63384,0.59193,2
2021,01,035,race-ethnicity,"Black, Non-Hispanic",0.51278,0.54994,0.47562,2
2021,01,035,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,035,race-ethnicity,Other Races and Ethnicities,0.72057,0.80560,0.63555,2
2021,01,035,race-ethnicity,"White, Non-Hispanic",0.68245,0.70823,0.65666,2
2021,01,037,all,All,0.71435,0.73470,0.69400,2
2021,01,037,race-ethnicity,"Black, Non-Hispanic",0.72589,0.77027,0.68150,2
2021,01,037,race-ethnicity,Hispanic,0.61833,0.74126,0.49541,3
2021,01,037,race-ethnicity,Other Races and Ethnicities,0.74875,0.86235,0.63515,3
2021,01,037,race-ethnicity,"White, Non-Hispanic",0.71623,0.73994,0.69252,2
2021,01,039,all,All,0.74325,0.75857,0.72794,2
2021,01,039,race-ethnicity,"Black, Non-Hispanic",0.71095,0.75395,0.66795,2
2021,01,039,race-ethnicity,Hispanic,0.78289,0.85295,0.71282,2
2021,01,039,race-ethnicity,Other Races and Ethnicities,0.69031,0.77235,0.60826,2
2021,01,039,race-ethnicity,"White, Non-Hispanic",0.75312,0.77022,0.73603,2
2021,01,041,all,All,0.74325,0.75857,0.72794,2
2021,01,041,race-ethnicity,"Black, Non-Hispanic",0.71095,0.75395,0.66795,2
2021,01,041,race-ethnicity,Hispanic,0.78289,0.85295,0.71282,2
2021,01,041,race-ethnicity,Other Races and Ethnicities,0.69031,0.77235,0.60826,2
2021,01,041,race-ethnicity,"White, Non-Hispanic",0.75312,0.77022,0.73603,2
2021,01,043,all,All,0.73282,0.75234,0.71330,1
2021,01,043,race-ethnicity,"Black, Non-Hispanic",0.62328,0.78861,0.45795,3
2021,01,043,race-ethnicity,Hispanic,0.69951,0.82294,0.57608,3
2021,01,043,race-ethnicity,Other Races and Ethnicities,0.70523,0.82359,0.58686,3
2021,01,043,race-ethnicity,"White, Non-Hispanic",0.73618,0.75636,0.71599,1
2021,01,045,all,All,0.71599,0.72642,0.70556,2
2021,01,045,race-ethnicity,"Black, Non-Hispanic",0.67055,0.69441,0.64670,2
2021,01,045,race-ethnicity,Hispanic,0.67468,0.73311,0.61626,2
2021,01,045,race-ethnicity,Other Races and Ethnicities,0.74235,0.79322,0.69149,2
2021,01,045,race-ethnicity,"White, Non-Hispanic",0.73316,0.74523,0.72109,2
2021,01,047,all,All,0.62647,0.65005,0.60288,2
2021,01,047,race-ethnicity,"Black, Non-Hispanic",0.58752,0.62222,0.55281,2
2021,01,047,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,047,race-ethnicity,Other Races and Ethnicities,0.32683,0.49468,0.15898,3
2021,01,047,race-ethnicity,"White, Non-Hispanic",0.70133,0.73304,0.66961,2
2021,01,049,all,All,0.69276,0.71160,0.67392,2
2021,01,049,race-ethnicity,"Black, Non-Hispanic",0.68723,0.84307,0.53139,3
2021,01,049,race-ethnicity,Hispanic,0.72081,0.79853,0.64310,2
2021,01,049,race-ethnicity,Other Races and Ethnicities,0.74020,0.81770,0.66270,2
2021,01,049,race-ethnicity,"White, Non-Hispanic",0.68715,0.70738,0.66692,2
2021,01,051,all,All,0.76306,0.77957,0.74654,2
2021,01,051,race-ethnicity,"Black, Non-Hispanic",0.70881,0.74321,0.67441,2
2021,01,051,race-ethnicity,Hispanic,0.81186,0.90408,0.71964,3
2021,01,051,race-ethnicity,Other Races and Ethnicities,0.74961,0.84832,0.65090,3
2021,01,051,race-ethnicity,"White, Non-Hispanic",0.78542,0.80474,0.76610,2
2021,01,053,all,All,0.61289,0.63384,0.59193,2
2021,01,053,race-ethnicity,"Black, Non-Hispanic",0.51278,0.54994,0.47562,2
2021,01,053,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,053,race-ethnicity,Other Races and Ethnicities,0.72057,0.80560,0.63555,2
2021,01,053,race-ethnicity,"White, Non-Hispanic",0.68245,0.70823,0.65666,2
2021,01,055,all,All,0.72047,0.74310,0.69783,1
2021,01,055,race-ethnicity,"Black, Non-Hispanic",0.76594,0.82307,0.70880,1
2021,01,055,race-ethnicity,Hispanic,0.66644,0.78196,0.55093,3
2021,01,055,race-ethnicity,Other Races and Ethnicities,0.68931,0.83096,0.54765,3
2021,01,055,race-ethnicity,"White, Non-Hispanic",0.71491,0.74052,0.68930,1
2021,01,057,all,All,0.70014,0.72081,0.67946,2
2021,01,057,race-ethnicity,"Black, Non-Hispanic",0.56602,0.66365,0.46839,3
2021,01,057,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,057,race-ethnicity,Other Races and Ethnicities,0.65376,0.79125,0.51627,3
2021,01,057,race-ethnicity,"White, Non-Hispanic",0.71118,0.73265,0.68972,2
2021,01,059,all,All,0.74225,0.75844,0.72606,2
2021,01,059,race-ethnicity,"Black, Non-Hispanic",0.73277,0.79276,0.67277,2
2021,01,059,race-ethnicity,Hispanic,0.71649,0.79996,0.63302,2
2021,01,059,race-ethnicity,Other Races and Ethnicities,0.78327,0.87086,0.69568,3
2021,01,059,race-ethnicity,"White, Non-Hispanic",0.74413,0.76159,0.72667,2
2021,01,061,all,All,0.71599,0.72642,0.70556,2
2021,01,061,race-ethnicity,"Black, Non-Hispanic",0.67055,0.69441,0.64670,2
2021,01,061,race-ethnicity,Hispanic,0.67468,0.73311,0.61626,2
2021,01,061,race-ethnicity,Other Races and Ethnicities,0.74235,0.79322,0.69149,2
2021,01,061,race-ethnicity,"White, Non-Hispanic",0.73316,0.74523,0.72109,2
2021,01,063,all,All,0.62647,0.65005,0.60288,2
2021,01,063,race-ethnicity,"Black, Non-Hispanic",0.58752,0.62222,0.55281,2
2021,01,063,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,063,race-ethnicity,Other Races and Ethnicities,0.32683,0.49468,0.15898,3
2021,01,063,race-ethnicity,"White, Non-Hispanic",0.70133,0.73304,0.66961,2
2021,01,065,all,All,0.62647,0.65005,0.60288,2
2021,01,065,race-ethnicity,"Black, Non-Hispanic",0.58752,0.62222,0.55281,2
2021,01,065,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,065,race-ethnicity,Other Races and Ethnicities,0.32683,0.49468,0.15898,3
2021,01,065,race-ethnicity,"White, Non-Hispanic",0.70133,0.73304,0.66961,2
2021,01,067,all,All,0.71599,0.72642,0.70556,2
2021,01,067,race-ethnicity,"Black, Non-Hispanic",0.67055,0.69441,0.64670,2
2021,01,067,race-ethnicity,Hispanic,0.67468,0.73311,0.61626,2
2021,01,067,race-ethnicity,Other Races and Ethnicities,0.74235,0.79322,0.69149,2
2021,01,067,race-ethnicity,"White, Non-Hispanic",0.73316,0.74523,0.72109,2
2021,01,069,all,All,0.71599,0.72642,0.70556,2
2021,01,069,race-ethnicity,"Black, Non-Hispanic",0.67055,0.69441,0.64670,2
2021,01,069,race-ethnicity,Hispanic,0.67468,0.73311,0.61626,2
2021,01,069,race-ethnicity,Other Races and Ethnicities,0.74235,0.79322,0.69149,2
2021,01,069,race-ethnicity,"White, Non-Hispanic",0.73316,0.74523,0.72109,2
2021,01,071,all,All,0.69276,0.71160,0.67392,2
2021,01,071,race-ethnicity,"Black, Non-Hispanic",0.68723,0.84307,0.53139,3
2021,01,071,race-ethnicity,Hispanic,0.72081,0.79853,0.64310,2
2021,01,071,race-ethnicity,Other Races and Ethnicities,0.74020,0.81770,0.66270,2
2021,01,071,race-ethnicity,"White, Non-Hispanic",0.68715,0.70738,0.66692,2
2021,01,073,all,All,0.77251,0.78105,0.76397,1
2021,01,073,race-ethnicity,"Black, Non-Hispanic",0.73296,0.74826,0.71766,1
2021,01,073,race-ethnicity,Hispanic,0.79680,0.83854,0.75506,1
2021,01,073,race-ethnicity,Other Races and Ethnicities,0.75082,0.79097,0.71068,1
2021,01,073,race-ethnicity,"White, Non-Hispanic",0.80730,0.81798,0.79662,1
2021,01,075,all,All,0.70014,0.72081,0.67946,2
2021,01,075,race-ethnicity,"Black, Non-Hispanic",0.56602,0.66365,0.46839,3
2021,01,075,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,075,race-ethnicity,Other Races and Ethnicities,0.65376,0.79125,0.51627,3
2021,01,075,race-ethnicity,"White, Non-Hispanic",0.71118,0.73265,0.68972,2
2021,01,077,all,All,0.74225,0.75844,0.72606,2
2021,01,077,race-ethnicity,"Black, Non-Hispanic",0.73277,0.79276,0.67277,2
2021,01,077,race-ethnicity,Hispanic,0.71649,0.79996,0.63302,2
2021,01,077,race-ethnicity,Other Races and Ethnicities,0.78327,0.87086,0.69568,3
2021,01,077,race-ethnicity,"White, Non-Hispanic",0.74413,0.76159,0.72667,2
2021,01,079,all,All,0.74108,0.75917,0.72300,2
2021,01,079,race-ethnicity,"Black, Non-Hispanic",0.81234,0.86313,0.76155,2
2021,01,079,race-ethnicity,Hispanic,0.76608,0.84413,0.68802,2
2021,01,079,race-ethnicity,Other Races and Ethnicities,0.64855,0.73697,0.56013,2
2021,01,079,race-ethnicity,"White, Non-Hispanic",0.73484,0.75522,0.71446,2
2021,01,081,all,All,0.80630,0.82481,0.78779,1
2021,01,081,race-ethnicity,"Black, Non-Hispanic",0.75858,0.80944,0.70772,1
2021,01,081,race-ethnicity,Hispanic,0.86011,0.94938,0.77084,3
2021,01,081,race-ethnicity,Other Races and Ethnicities,0.74007,0.80679,0.67335,1
2021,01,081,race-ethnicity,"White, Non-Hispanic",0.82847,0.84933,0.80761,1
2021,01,083,all,All,0.79162,0.80767,0.77558,2
2021,01,083,race-ethnicity,"Black, Non-Hispanic",0.82442,0.86604,0.78280,2
2021,01,083,race-ethnicity,Hispanic,0.71676,0.80058,0.63294,2
2021,01,083,race-ethnicity,Other Races and Ethnicities,0.81607,0.87786,0.75427,2
2021,01,083,race-ethnicity,"White, Non-Hispanic",0.78605,0.80459,0.76750,2
2021,01,085,all,All,0.76306,0.77957,0.74654,2
2021,01,085,race-ethnicity,"Black, Non-Hispanic",0.70881,0.74321,0.67441,2
2021,01,085,race-ethnicity,Hispanic,0.81186,0.90408,0.71964,3
2021,01,085,race-ethnicity,Other Races and Ethnicities,0.74961,0.84832,0.65090,3
2021,01,085,race-ethnicity,"White, Non-Hispanic",0.78542,0.80474,0.76610,2
2021,01,087,all,All,0.67761,0.69773,0.65749,2
2021,01,087,race-ethnicity,"Black, Non-Hispanic",0.64545,0.67716,0.61373,2
2021,01,087,race-ethnicity,Hispanic,0.63190,0.75497,0.50884,3
2021,01,087,race-ethnicity,Other Races and Ethnicities,0.70372,0.80316,0.60428,3
2021,01,087,race-ethnicity,"White, Non-Hispanic",0.72066,0.74769,0.69364,2
2021,01,089,all,All,0.79639,0.80460,0.78818,1
2021,01,089,race-ethnicity,"Black, Non-Hispanic",0.78788,0.81136,0.76441,1
2021,01,089,race-ethnicity,Hispanic,0.74735,0.78244,0.71225,1
2021,01,089,race-ethnicity,Other Races and Ethnicities,0.74986,0.78566,0.71405,1
2021,01,089,race-ethnicity,"White, Non-Hispanic",0.80890,0.81816,0.79964,1
2021,01,091,all,All,0.62647,0.65005,0.60288,2
2021,01,091,race-ethnicity,"Black, Non-Hispanic",0.58752,0.62222,0.55281,2
2021,01,091,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,091,race-ethnicity,Other Races and Ethnicities,0.32683,0.49468,0.15898,3
2021,01,091,race-ethnicity,"White, Non-Hispanic",0.70133,0.73304,0.66961,2
2021,01,093,all,All,0.71132,0.72429,0.69835,2
2021,01,093,race-ethnicity,"Black, Non-Hispanic",0.62355,0.67766,0.56944,2
2021,01,093,race-ethnicity,Hispanic,0.73803,0.81061,0.66546,2
2021,01,093,race-ethnicity,Other Races and Ethnicities,0.69128,0.77039,0.61217,2
2021,01,093,race-ethnicity,"White, Non-Hispanic",0.71937,0.73311,0.70564,2
2021,01,095,all,All,0.73224,0.74737,0.71710,1
2021,01,095,race-ethnicity,"Black, Non-Hispanic",0.69500,0.78569,0.60430,3
2021,01,095,race-ethnicity,Hispanic,0.71595,0.77087,0.66103,1
2021,01,095,race-ethnicity,Other Races and Ethnicities,0.79293,0.85958,0.72628,1
2021,01,095,race-ethnicity,"White, Non-Hispanic",0.73385,0.75025,0.71744,1
2021,01,097,all,All,0.72986,0.74155,0.71816,1
2021,01,097,race-ethnicity,"Black, Non-Hispanic",0.69115,0.71217,0.67013,1
2021,01,097,race-ethnicity,Hispanic,0.77074,0.84012,0.70136,1
2021,01,097,race-ethnicity,Other Races and Ethnicities,0.79905,0.84478,0.75332,1
2021,01,097,race-ethnicity,"White, Non-Hispanic",0.74620,0.76117,0.73124,1
2021,01,099,all,All,0.61289,0.63384,0.59193,2
2021,01,099,race-ethnicity,"Black, Non-Hispanic",0.51278,0.54994,0.47562,2
2021,01,099,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,099,race-ethnicity,Other Races and Ethnicities,0.72057,0.80560,0.63555,2
2021,01,099,race-ethnicity,"White, Non-Hispanic",0.68245,0.70823,0.65666,2
2021,01,101,all,All,0.74537,0.75705,0.73369,1
2021,01,101,race-ethnicity,"Black, Non-Hispanic",0.71622,0.73564,0.69680,1
2021,01,101,race-ethnicity,Hispanic,0.71286,0.77788,0.64784,1
2021,01,101,race-ethnicity,Other Races and Ethnicities,0.74494,0.79354,0.69634,1
2021,01,101,race-ethnicity,"White, Non-Hispanic",0.79904,0.81395,0.78414,1
2021,01,103,all,All,0.74108,0.75917,0.72300,1
2021,01,103,race-ethnicity,"Black, Non-Hispanic",0.81234,0.86313,0.76155,1
2021,01,103,race-ethnicity,Hispanic,0.76608,0.84413,0.68802,1
2021,01,103,race-ethnicity,Other Races and Ethnicities,0.64855,0.73697,0.56013,1
2021,01,103,race-ethnicity,"White, Non-Hispanic",0.73484,0.75522,0.71446,1
2021,01,105,all,All,0.62647,0.65005,0.60288,2
2021,01,105,race-ethnicity,"Black, Non-Hispanic",0.58752,0.62222,0.55281,2
2021,01,105,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,105,race-ethnicity,Other Races and Ethnicities,0.32683,0.49468,0.15898,3
2021,01,105,race-ethnicity,"White, Non-Hispanic",0.70133,0.73304,0.66961,2
2021,01,107,all,All,0.78570,0.80431,0.76709,2
2021,01,107,race-ethnicity,"Black, Non-Hispanic",0.81037,0.85174,0.76901,2
2021,01,107,race-ethnicity,Hispanic,0.95266,1.00000,0.89321,3
2021,01,107,race-ethnicity,Other Races and Ethnicities,0.86567,0.95835,0.77298,3
2021,01,107,race-ethnicity,"White, Non-Hispanic",0.77109,0.79292,0.74925,2
2021,01,109,all,All,0.67761,0.69773,0.65749,2
2021,01,109,race-ethnicity,"Black, Non-Hispanic",0.64545,0.67716,0.61373,2
2021,01,109,race-ethnicity,Hispanic,0.63190,0.75497,0.50884,3
2021,01,109,race-ethnicity,Other Races and Ethnicities,0.70372,0.80316,0.60428,3
2021,01,109,race-ethnicity,"White, Non-Hispanic",0.72066,0.74769,0.69364,2
2021,01,111,all,All,0.71272,0.73111,0.69433,2
2021,01,111,race-ethnicity,"Black, Non-Hispanic",0.72073,0.76426,0.67720,2
2021,01,111,race-ethnicity,Hispanic,0.62694,0.74542,0.50845,3
2021,01,111,race-ethnicity,Other Races and Ethnicities,0.69816,0.80205,0.59427,3
2021,01,111,race-ethnicity,"White, Non-Hispanic",0.71319,0.73421,0.69217,2
2021,01,113,all,All,0.67761,0.69773,0.65749,2
2021,01,113,race-ethnicity,"Black, Non-Hispanic",0.64545,0.67716,0.61373,2
2021,01,113,race-ethnicity,Hispanic,0.63190,0.75497,0.50884,3
2021,01,113,race-ethnicity,Other Races and Ethnicities,0.70372,0.80316,0.60428,3
2021,01,113,race-ethnicity,"White, Non-Hispanic",0.72066,0.74769,0.69364,2
2021,01,115,all,All,0.76142,0.77954,0.74330,2
2021,01,115,race-ethnicity,"Black, Non-Hispanic",0.84936,0.92246,0.77627,3
2021,01,115,race-ethnicity,Hispanic,0.65794,0.74177,0.57410,2
2021,01,115,race-ethnicity,Other Races and Ethnicities,0.69045,0.82405,0.55685,3
2021,01,115,race-ethnicity,"White, Non-Hispanic",0.76456,0.78382,0.74530,2
2021,01,117,all,All,0.80903,0.82192,0.79615,1
2021,01,117,race-ethnicity,"Black, Non-Hispanic",0.82324,0.86326,0.78322,1
2021,01,117,race-ethnicity,Hispanic,0.76555,0.82923,0.70186,1
2021,01,117,race-ethnicity,Other Races and Ethnicities,0.83135,0.88363,0.77906,1
2021,01,117,race-ethnicity,"White, Non-Hispanic",0.80819,0.82262,0.79376,1
2021,01,119,all,All,0.62647,0.65005,0.60288,2
2021,01,119,race-ethnicity,"Black, Non-Hispanic",0.58752,0.62222,0.55281,2
2021,01,119,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,119,race-ethnicity,Other Races and Ethnicities,0.32683,0.49468,0.15898,3
2021,01,119,race-ethnicity,"White, Non-Hispanic",0.70133,0.73304,0.66961,2
2021,01,121,all,All,0.71272,0.73111,0.69433,2
2021,01,121,race-ethnicity,"Black, Non-Hispanic",0.72073,0.76426,0.67720,2
2021,01,121,race-ethnicity,Hispanic,0.62694,0.74542,0.50845,3
2021,01,121,race-ethnicity,Other Races and Ethnicities,0.69816,0.80205,0.59427,3
2021,01,121,race-ethnicity,"White, Non-Hispanic",0.71319,0.73421,0.69217,2
2021,01,123,all,All,0.71435,0.73470,0.69400,2
2021,01,123,race-ethnicity,"Black, Non-Hispanic",0.72589,0.77027,0.68150,2
2021,01,123,race-ethnicity,Hispanic,0.61833,0.74126,0.49541,3
2021,01,123,race-ethnicity,Other Races and Ethnicities,0.74875,0.86235,0.63515,3
2021,01,123,race-ethnicity,"White, Non-Hispanic",0.71623,0.73994,0.69252,2
2021,01,125,all,All,0.77694,0.79153,0.76235,1
2021,01,125,race-ethnicity,"Black, Non-Hispanic",0.74739,0.77679,0.71799,1
2021,01,125,race-ethnicity,Hispanic,0.86627,0.92959,0.80295,1
2021,01,125,race-ethnicity,Other Races and Ethnicities,0.74311,0.82096,0.66525,1
2021,01,125,race-ethnicity,"White, Non-Hispanic",0.79123,0.80879,0.77367,1
2021,01,127,all,All,0.70014,0.72081,0.67946,2
2021,01,127,race-ethnicity,"Black, Non-Hispanic",0.56602,0.66365,0.46839,3
2021,01,127,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,127,race-ethnicity,Other Races and Ethnicities,0.65376,0.79125,0.51627,3
2021,01,127,race-ethnicity,"White, Non-Hispanic",0.71118,0.73265,0.68972,2
2021,01,129,all,All,0.61289,0.63384,0.59193,2
2021,01,129,race-ethnicity,"Black, Non-Hispanic",0.51278,0.54994,0.47562,2
2021,01,129,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,129,race-ethnicity,Other Races and Ethnicities,0.72057,0.80560,0.63555,2
2021,01,129,race-ethnicity,"White, Non-Hispanic",0.68245,0.70823,0.65666,2
2021,01,131,all,All,0.61289,0.63384,0.59193,2
2021,01,131,race-ethnicity,"Black, Non-Hispanic",0.51278,0.54994,0.47562,2
2021,01,131,race-ethnicity,Hispanic,NA,NA,NA,3
2021,01,131,race-ethnicity,Other Races and Ethnicities,0.72057,0.80560,0.63555,2
2021,01,131,race-ethnicity,"White, Non-Hispanic",0.68245,0.70823,0.65666,2
2021,01,133,all,All,0.73282,0.75234,0.71330,2
2021,01,133,race-ethnicity,"Black, Non-Hispanic",0.62328,0.78861,0.45795,3
2021,01,133,race-ethnicity,Hispanic,0.69951,0.82294,0.57608,3
2021,01,133,race-ethnicity,Other Races and Ethnicities,0.70523,0.82359,0.58686,3
2021,01,133,race-ethnicity,"White, Non-Hispanic",0.73618,0.75636,0.71599,2
2021,02,013,all,All,0.71344,0.72763,0.69925,2
2021,02,013,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,013,race-ethnicity,Hispanic,0.80615,0.88286,0.72943,2
2021,02,013,race-ethnicity,Other Races and Ethnicities,0.65086,0.66832,0.63341,2
2021,02,013,race-ethnicity,"White, Non-Hispanic",0.84256,0.86619,0.81894,2
2021,02,016,all,All,0.71344,0.72763,0.69925,2
2021,02,016,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
2021,02,016,race-ethnicity,Hispanic,0.80615,0.88286,0.72943,2
2021,02,016,race-ethnicity,Other Races and Ethnicities,0.65086,0.66832,0.63341,2
2021,02,016,race-ethnicity,"White, Non-Hispanic",0.84256,0.86619,0.81894,2
2021,02,020,all,All,0.81826,0.83338,0.80314,1
2021,02,020,race-ethnicity,"Black, Non-Hispanic",0.77819,0.86549,0.69089,3
2021,02,020,race-ethnicity,Hispanic,0.79103,0.84766,0.73440,1
2021,02,020,race-ethnicity,Other Races and Ethnicities,0.76787,0.80052,0.73521,1
2021,02,020,race-ethnicity,"White, Non-Hispanic",0.85026,0.86791,0.83262,1
2021,02,050,all,All,0.71344,0.72763,0.69925,2
2021,02,050,race-ethnicity,"Black, Non-Hispanic",NA,NA,NA,3
