year,state,county,ratio_living_wage,ratio_living_wage_quality
2020,04,027,.7117289,NA
2020,05,001,.7821453,NA
2020,05,003,.7972957,1
2020,05,005,.6809616,NA
2020,05,007,NA,NA
2020,05,009,.7648077,1
2020,05,011,.6872403,1
2020,05,013,NA,NA
2020,05,015,.6280077,1
2020,05,017,.6628349,1
2020,05,019,.7203201,1
2020,05,021,.6325339,1
2020,05,023,.6554878,1
2020,05,025,.659536,1
2020,05,027,.7613133,1
2020,05,029,.7510244,1
2020,05,031,.7838326,NA
2020,05,033,.7097222,NA
2020,05,035,.6908602,NA
2020,05,037,.6428065,1
2020,05,039,.6704102,1
2020,05,041,.7149149,1
2020,05,043,.6950298,1
2020,05,045,.7652203,NA
2020,05,047,.6957099,1
2020,05,049,.6277994,1
2020,05,051,.7167246,NA
2020,05,053,.7916732,1
2020,05,055,.731783,1
2020,05,057,.7203201,1
2020,05,059,.7250008,1
2020,05,061,.68272,1
2020,05,063,.7736231,1
2020,05,065,.6325339,1
2020,05,067,.7120741,1
2020,05,069,.8029944,NA
2020,05,071,.6432844,1
2020,05,073,.631587,1
2020,05,075,.6628349,1
2020,05,077,.6817731,1
2020,05,079,.6818932,1
2020,05,081,NA,NA
2020,05,083,.6372685,1
2020,05,085,.6474941,NA
2020,05,087,.6793752,1
2020,05,089,.6372685,1
2020,05,091,.7559239,1
2020,05,093,NA,NA
2020,05,095,.6334808,1
2020,05,097,.5634097,1
2020,05,099,.7224749,1
2020,05,101,.570985,1
2020,05,103,.6884015,1
2020,05,105,.6284769,1
2020,05,107,.6533659,1
2020,05,109,.6543128,1
2020,05,111,.7897205,1
2020,05,113,.6429499,1
2020,05,115,.7913733,NA
2020,05,117,.6628349,1
2020,05,119,NA,NA
2020,05,121,.6505252,1
2020,05,123,.7546849,1
2020,05,125,.6810008,NA
2020,05,127,.6069674,1
2020,05,129,.5444716,1
2020,05,131,.8387625,NA
2020,05,133,.6486313,1
2020,05,135,.5842417,1
2020,05,137,.5842417,1
2020,05,139,NA,NA
2020,05,141,.6770386,1
2020,05,143,.9033755,NA
2020,05,145,.7303594,NA
2020,05,147,.713021,1
2020,05,149,.6457906,1
2020,06,001,NA,NA
2020,06,003,.687088,1
2020,06,005,.727477,NA
2020,06,007,.6975584,NA
2020,06,009,.6789097,NA
2020,06,011,.7353412,1
2020,06,013,NA,NA
2020,06,015,.6691044,1
2020,06,017,NA,NA
2020,06,019,.729042,NA
2020,06,021,.7133334,NA
2020,06,023,.6847136,NA
2020,06,025,.6749752,NA
2020,06,027,.7444862,1
2020,06,029,NA,NA
2020,06,031,.7250777,NA
2020,06,033,.6493931,NA
2020,06,035,NA,NA
2020,06,037,NA,NA
2020,06,039,.7156423,NA
2020,06,041,NA,NA
2020,06,043,.6483482,1
2020,06,045,.6722161,NA
2020,06,047,.7175953,NA
2020,06,049,.6590821,1
2020,06,051,.6224499,1
2020,06,053,NA,NA
2020,06,055,NA,NA
2020,06,057,NA,NA
2020,06,059,NA,NA
2020,06,061,NA,NA
2020,06,063,.7157844,1
2020,06,065,.7110805,NA
2020,06,067,NA,NA
2020,06,069,NA,NA
2020,06,071,NA,NA
2020,06,073,NA,NA
2020,06,075,NA,NA
2020,06,077,NA,NA
2020,06,079,NA,NA
2020,06,081,NA,NA
2020,06,083,NA,NA
2020,06,085,NA,NA
2020,06,087,NA,NA
2020,06,089,.7338348,NA
2020,06,091,.5806024,1
2020,06,093,.695588,NA
2020,06,095,NA,NA
2020,06,097,NA,NA
2020,06,099,NA,NA
2020,06,101,.6994544,NA
2020,06,103,.7377142,NA
2020,06,105,.6745086,1
2020,06,107,.6749133,NA
2020,06,109,.7297389,NA
2020,06,111,NA,NA
2020,06,113,NA,NA
2020,06,115,NA,NA
2020,08,001,NA,NA
2020,08,003,.6688493,1
2020,08,005,NA,NA
2020,08,007,.6024227,1
2020,08,009,.5819598,1
2020,08,011,.618634,1
2020,08,013,NA,NA
2020,08,014,NA,NA
2020,08,015,.6720317,NA
2020,08,017,.743053,1
2020,08,019,.7025213,1
2020,08,021,.558344,1
2020,08,023,.5480381,1
2020,08,025,.7252069,1
2020,08,027,.5720767,1
2020,08,029,.6075646,1
2020,08,031,NA,NA
2020,08,033,.5760558,1
2020,08,035,NA,NA
2020,08,037,NA,NA
2020,08,039,.6411221,1
2020,08,041,NA,NA
2020,08,043,.7200407,1
2020,08,045,NA,NA
2020,08,047,NA,NA
2020,08,049,.6431403,1
2020,08,051,.669704,NA
2020,08,053,.5356108,1
2020,08,055,.626536,1
2020,08,057,.6346288,1
2020,08,059,NA,NA
2020,08,061,.608904,1
2020,08,063,.6501852,1
2020,08,065,.7184541,1
2020,08,067,.7760944,NA
2020,08,069,NA,NA
2020,08,071,.643729,1
2020,08,073,.6775705,1
2020,08,075,.6969591,1
2020,08,077,.7545116,NA
2020,08,079,.5410686,1
2020,08,081,NA,NA
2020,08,083,.6331077,1
2020,08,085,.6880978,NA
2020,08,087,.7846731,1
2020,08,089,.6310113,1
2020,08,091,.6280148,1
2020,08,093,.6082807,1
2020,08,095,.6757139,1
2020,08,097,NA,NA
2020,08,099,.6022019,1
2020,08,101,.7523029,NA
2020,08,103,NA,NA
2020,08,105,.6781096,1
2020,08,107,.7220815,NA
2020,08,109,.5794295,1
2020,08,111,.4553203,1
2020,08,113,.6750154,1
2020,08,115,.6443729,1
2020,08,117,.6580624,NA
2020,08,119,.6723052,1
2020,08,121,.6984965,1
2020,08,123,NA,NA
2020,08,125,.6902895,1
2020,10,001,.7906151,NA
2020,10,003,NA,NA
2020,10,005,.7253637,NA
2020,11,001,NA,NA
2020,12,001,NA,NA
2020,12,003,.6388616,1
2020,12,005,.7598566,NA
2020,12,007,.7091567,1
2020,12,009,NA,NA
2020,12,011,NA,NA
2020,12,013,.6275805,1
2020,12,015,.7224101,NA
2020,12,017,.6933278,NA
2020,12,019,.7205697,NA
2020,12,021,NA,NA
2020,12,023,.7129201,NA
2020,12,027,.7181434,1
2020,12,029,.6470475,1
2020,12,031,NA,NA
2020,12,033,.817663,NA
2020,12,035,.6211556,NA
2020,12,037,.6067428,1
2020,12,039,.6424095,1
2020,12,041,.7004718,1
2020,12,043,.8083431,1
2020,12,045,.7153495,1
2020,12,047,.9066082,1
2020,12,049,.6730036,1
2020,12,051,.7443919,1
2020,12,053,.658152,NA
2020,12,055,.6529372,NA
2020,12,057,NA,NA
2020,12,059,.6025514,1
2020,12,061,.787816,NA
2020,12,063,.6933976,1
2020,12,065,.5988858,1
2020,12,067,.6405585,1
2020,12,069,.6673523,NA
2020,12,071,.8183373,NA
2020,12,073,.8347842,NA
2020,12,075,.6340695,NA
2020,12,077,.7147187,1
2020,12,079,.6275805,1
2020,12,081,.7564188,NA
2020,12,083,.7165026,NA
2020,12,085,.7617342,NA
2020,12,086,NA,NA
2020,12,087,.6846456,NA
2020,12,089,.7517857,NA
2020,12,091,NA,NA
2020,12,093,.7107749,NA
2020,12,095,NA,NA
2020,12,097,.658267,NA
2020,12,099,NA,NA
2020,12,101,.7108377,NA
2020,12,103,NA,NA
2020,12,105,.7892686,NA
2020,12,107,.7695929,NA
2020,12,109,.8176862,NA
2020,12,111,.7280664,NA
2020,12,113,.698366,NA
2020,12,115,.8217986,NA
2020,12,117,NA,NA
2020,12,119,.7868569,NA
2020,12,121,.6730036,1
2020,12,123,.7453098,1
2020,12,125,.7100837,1
2020,12,127,.722254,NA
2020,12,129,.7221221,1
2020,12,131,.76117,NA
2020,12,133,.6757846,1
2020,13,001,NA,NA
2020,13,003,.6880939,1
2020,13,005,.693658,1
2020,13,007,.6817279,1
2020,13,009,.6445036,1
2020,13,011,.6420973,1
2020,13,013,.7059391,NA
2020,13,015,.7543941,NA
2020,13,017,.6370897,1
2020,13,019,.6472905,1
2020,13,021,.8147842,NA
2020,13,023,.5907221,1
2020,13,025,.6339967,1
2020,13,027,.6948148,1
2020,13,029,.6456409,1
2020,13,031,.6885759,NA
2020,13,033,NA,NA
2020,13,035,.6863221,1
2020,13,037,.6064871,1
2020,13,039,.80582,1
2020,13,043,.5629016,1
2020,13,045,.7543941,NA
2020,13,047,.6559422,NA
2020,13,049,.7344614,1
2020,13,051,.8297428,NA
2020,13,053,.83466,1
2020,13,055,.6129785,1
2020,13,057,.744369,NA
2020,13,059,.8753574,NA
2020,13,061,.6129785,1
2020,13,063,NA,NA
2020,13,065,.6955127,1
2020,13,067,NA,NA
2020,13,069,.6760383,1
2020,13,071,.6908759,NA
2020,13,073,.7197993,NA
2020,13,075,.6305982,1
2020,13,077,.7234832,NA
2020,13,079,.5836589,1
2020,13,081,.6880939,1
2020,13,083,.6461917,1
2020,13,085,.5789536,1
2020,13,087,.6682159,1
2020,13,089,NA,NA
2020,13,091,.6039521,1
2020,13,093,.6853119,1
2020,13,095,.8136454,NA
2020,13,097,.7176352,NA
2020,13,099,.8568717,1
2020,13,101,.7361729,1
2020,13,103,.7346948,1
2020,13,105,.6825298,1
2020,13,107,.675111,1
2020,13,109,.5972136,1
2020,13,111,.6342918,1
2020,13,113,.7970011,NA
2020,13,115,.7934538,NA
2020,13,117,NA,NA
2020,13,119,.6862392,1
2020,13,121,NA,NA
2020,13,123,.610579,1
2020,13,125,.5471367,1
2020,13,127,.7974349,NA
2020,13,129,.8281238,NA
2020,13,131,.7080934,1
2020,13,133,.7169316,1
2020,13,135,NA,NA
2020,13,137,.7230824,1
2020,13,139,NA,NA
2020,13,141,.6667649,1
2020,13,143,.7548521,1
2020,13,145,.6359314,1
2020,13,147,.7084956,1
2020,13,149,.8295829,1
2020,13,151,.6925722,NA
2020,13,153,.8433409,NA
2020,13,155,.6816025,1
2020,13,157,.6940756,NA
2020,13,159,.5772828,1
2020,13,161,.6658375,1
2020,13,163,.7483717,1
2020,13,165,.6370897,1
2020,13,167,.5860854,1
2020,13,169,.6951746,1
2020,13,171,.7317474,1
2020,13,173,.5918793,1
2020,13,175,.7697007,NA
2020,13,177,.6946429,1
2020,13,179,.7429678,1
2020,13,181,.6046324,1
2020,13,183,.5959673,1
2020,13,185,.7067627,NA
2020,13,187,.6878083,1
2020,13,189,.6558172,1
2020,13,191,.6196284,1
2020,13,193,.7743375,1
2020,13,195,.6315529,1
2020,13,197,.5723383,1
2020,13,199,.6884981,1
2020,13,201,.7567178,1
2020,13,205,.6519272,1
2020,13,207,.7741284,1
2020,13,209,.5935042,1
2020,13,211,.7038171,1
2020,13,213,.6792828,1
2020,13,215,.8125791,NA
2020,13,217,.7368501,NA
2020,13,219,.7790951,NA
2020,13,221,.6342518,1
2020,13,223,.647459,NA
2020,13,225,.7316801,1
2020,13,227,.7869759,1
2020,13,229,.6602734,1
2020,13,231,.6173834,1
2020,13,233,.7019441,1
2020,13,235,.6908759,1
2020,13,237,.6485007,1
2020,13,239,.6064871,1
2020,13,241,.6068729,1
2020,13,243,.6436697,1
2020,13,245,.8690911,NA
2020,13,247,.8304183,NA
2020,13,249,.6862392,1
2020,13,251,.6203973,1
2020,13,253,.7196238,1
2020,13,255,.6441172,NA
2020,13,257,.7224059,1
2020,13,259,.8754187,1
2020,13,261,.7338148,1
2020,13,263,.6813466,1
2020,13,265,.6237388,3
2020,13,267,.693658,1
2020,13,269,.7446623,1
2020,13,271,.6111239,1
2020,13,273,.6725029,1
2020,13,275,.8050861,NA
2020,13,277,.7530084,NA
2020,13,279,.6612008,1
2020,13,281,.6310827,1
2020,13,283,.6250341,1
2020,13,285,.8022395,NA
2020,13,287,.6630554,1
2020,13,289,.670893,1
2020,13,291,.7202421,1
2020,13,293,.6805223,1
2020,13,295,.6506237,1
2020,13,297,.7594067,NA
2020,13,299,.6686196,1
2020,13,301,.7956665,1
2020,13,303,.7390982,1
2020,13,305,.7984486,1
2020,13,307,.7299297,1
2020,13,309,.6723289,1
2020,13,311,.6000566,1
2020,13,313,.8149734,NA
2020,13,315,.6343076,1
2020,13,317,.6747662,1
2020,13,319,.765064,1
2020,13,321,.6558979,1
2020,15,001,.8311699,NA
2020,15,003,NA,NA
2020,15,005,NA,NA
2020,15,007,.8399138,NA
2020,15,009,.8058739,NA
2020,16,001,NA,NA
2020,16,003,.7033427,1
2020,16,005,.6778601,NA
2020,16,007,.5196728,1
2020,16,009,.7283179,1
2020,16,011,.6453576,NA
2020,16,013,.7593551,NA
2020,16,015,.5014409,1
2020,16,017,.667511,NA
2020,16,019,.7066959,NA
2020,16,021,.6746171,1
2020,16,023,NA,NA
2020,16,025,NA,NA
2020,16,027,.6571471,NA
2020,16,029,NA,NA
2020,16,031,.6633009,1
2020,16,033,.7520892,1
2020,16,035,.6742931,1
2020,16,037,.5714909,1
2020,16,039,.6178125,1
2020,16,041,.5640669,1
2020,16,043,.6175993,1
2020,16,045,.6033617,1
2020,16,047,.6554666,1
2020,16,049,.6589485,1
2020,16,051,.5835661,1
2020,16,053,.6911588,1
2020,16,055,.7174769,NA
2020,16,057,.6800291,NA
2020,16,059,.6502438,1
2020,16,061,.5840878,1
2020,16,063,.654617,1
2020,16,065,.5706906,NA
2020,16,067,.6920265,1
2020,16,069,.7515603,NA
2020,16,071,.5327299,1
2020,16,073,.598548,1
2020,16,075,.65791,1
2020,16,077,.743406,1
2020,16,079,.6943933,1
2020,16,081,.6508459,1
2020,16,083,.6468441,NA
2020,16,085,.669153,1
2020,16,087,.5814763,1
2020,17,001,.763264,NA
2020,17,003,.6556135,1
2020,17,005,.6951656,1
2020,17,007,.7700068,1
2020,17,009,.7588388,1
2020,17,011,.7245432,1
2020,17,013,.4706583,1
2020,17,015,.7035051,1
2020,17,017,.7163272,1
2020,17,019,NA,NA
2020,17,021,.7145958,1
2020,17,023,.6436687,1
2020,17,025,.6325563,1
2020,17,027,.6486794,1
2020,17,029,.6838188,NA
2020,17,031,NA,NA
2020,17,033,NA,NA
2020,17,035,.5975092,1
2020,17,037,.7705204,NA
2020,17,039,NA,NA
2020,17,041,.7188916,1
2020,17,043,NA,NA
2020,17,045,.7505195,1
2020,17,047,.6624745,1
2020,17,049,.7214561,NA
2020,17,051,.6120409,1
2020,17,053,.7505527,1
2020,17,055,.629137,1
2020,17,057,.6284081,1
2020,17,059,.7376974,1
2020,17,061,.5949448,1
2020,17,063,NA,NA
2020,17,065,.682135,1
2020,17,067,.6265726,1
2020,17,069,.5607526,1
2020,17,071,.5203508,1
2020,17,073,.6943231,NA
2020,17,075,.6188794,1
2020,17,077,.7919539,NA
2020,17,079,.7188916,1
2020,17,081,.760316,1
2020,17,083,.6047838,1
2020,17,085,.6564908,1
2020,17,087,.7505195,1
2020,17,089,NA,NA
2020,17,091,.7415968,NA
2020,17,093,.6548871,NA
2020,17,095,.6257178,NA
2020,17,097,NA,NA
2020,17,099,.7983263,NA
2020,17,101,.7385522,1
2020,17,103,.7945309,1
2020,17,105,.7979149,1
2020,17,107,.7682805,1
2020,17,109,.6957272,1
2020,17,111,.7153081,NA
2020,17,113,NA,NA
2020,17,115,NA,NA
2020,17,117,.6650389,1
2020,17,119,.7340319,NA
2020,17,121,.6735869,1
2020,17,123,.6641676,1
2020,17,125,.6061814,1
2020,17,127,.7356769,1
2020,17,129,.5762521,1
2020,17,131,.5864832,1
2020,17,133,.6251058,1
2020,17,135,.65991,1
2020,17,137,.7475713,1
2020,17,139,.7094887,1
2020,17,141,.8338357,NA
2020,17,143,NA,NA
2020,17,145,.6872638,1
2020,17,147,.6287743,1
2020,17,149,.6163149,1
2020,17,151,.4949325,1
2020,17,153,.633411,1
2020,17,155,.8189478,1
2020,17,157,.7662892,1
2020,17,159,.6624745,1
2020,17,161,NA,NA
2020,17,163,.7641085,NA
2020,17,165,.6103313,1
2020,17,167,NA,NA
2020,17,169,.6795706,1
2020,17,171,.6359755,1
2020,17,173,.6393947,1
2020,17,175,.701762,1
2020,17,177,.7633415,NA
2020,17,179,.7527233,NA
2020,17,181,.6265726,1
2020,17,183,.762076,NA
2020,17,185,.6958119,1
2020,17,187,.6804253,1
2020,17,189,.814709,1
2020,17,191,.5838323,1
2020,17,193,.6137505,1
2020,17,195,.7025617,NA
2020,17,197,NA,NA
2020,17,199,.713269,NA
2020,17,201,.8176103,NA
2020,17,203,.7243186,1
2020,18,001,.7310762,1
2020,18,003,.8633618,NA
2020,18,005,NA,NA
2020,18,007,.6997012,1
2020,18,009,.6821566,1
2020,18,011,.7902851,NA
2020,18,013,.5131276,1
2020,18,015,.745571,1
2020,18,017,.7211111,1
2020,18,019,.7656861,NA
2020,18,021,.6167226,1
2020,18,023,.7747203,1
2020,18,025,.6368607,1
2020,18,027,.7202052,1
2020,18,029,.7144781,NA
2020,18,031,.8234728,1
2020,18,033,.8819763,NA
2020,18,035,.7724013,NA
2020,18,037,.7836195,NA
2020,18,039,NA,NA
2020,18,041,.7317137,1
2020,18,043,.7717837,NA
2020,18,045,.65167,1
2020,18,047,.6408169,1
2020,18,049,.722017,1
2020,18,051,NA,NA
2020,18,053,.732888,NA
2020,18,055,.655885,1
2020,18,057,NA,NA
2020,18,059,.7962916,NA
2020,18,061,.6794484,1
2020,18,063,.7147747,NA
2020,18,065,.6903099,1
2020,18,067,.848368,NA
2020,18,069,.7138638,1
2020,18,071,.8410537,1
2020,18,073,.7270041,1
2020,18,075,.7011809,1
2020,18,077,.7451643,1
2020,18,079,.7262278,1
2020,18,081,.7164908,NA
2020,18,083,.7461642,1
2020,18,085,NA,NA
2020,18,087,.810797,1
2020,18,089,.8391953,NA
2020,18,091,.7542593,NA
2020,18,093,.7514798,1
2020,18,095,.7332534,NA
2020,18,097,NA,NA
2020,18,099,.7338922,NA
2020,18,101,NA,NA
2020,18,103,.7192993,1
2020,18,105,.8214718,NA
2020,18,107,.8156918,1
2020,18,109,.6873164,NA
2020,18,111,.6770195,1
2020,18,113,.7398639,1
2020,18,115,.5657006,1
2020,18,117,.6359548,1
2020,18,119,.7683193,1
2020,18,121,.6047469,1
2020,18,123,.7301703,1
2020,18,125,NA,NA
2020,18,127,.7868528,NA
2020,18,129,NA,NA
2020,18,131,.7917728,1
2020,18,133,.7151712,1
2020,18,135,.7202052,1
2020,18,137,.8615285,1
2020,18,139,.7265466,1
2020,18,141,.8419465,NA
2020,18,143,.6740685,1
2020,18,145,.7679752,1
2020,18,147,.7655011,1
2020,18,149,.6101414,1
2020,18,151,.6908975,1
2020,18,153,.7765165,1
2020,18,155,.5960944,1
2020,18,157,.8748454,NA
2020,18,159,.8211067,1
2020,18,161,.5884961,1
2020,18,163,.8402783,NA
2020,18,165,.8537204,1
2020,18,167,.7612119,NA
2020,18,169,.7147697,1
2020,18,171,.7864988,1
2020,18,173,.8597374,NA
2020,18,175,.6465458,1
2020,18,177,.7356058,NA
2020,18,179,.7064674,1
2020,18,181,.7347971,1
2020,18,183,.7862442,1
2020,19,001,.7306312,1
2020,19,003,.7196718,1
2020,19,005,.6858801,1
2020,19,007,.6995794,1
2020,19,009,.720585,1
2020,19,011,.755312,1
2020,19,013,.8749005,NA
2020,19,015,.7949375,1
2020,19,017,.767582,1
2020,19,019,.7310402,1
2020,19,021,.8091741,1
2020,19,023,.7196718,1
2020,19,025,.720585,1
2020,19,027,.7479838,1
2020,19,029,.7151053,1
2020,19,031,.7202432,1
2020,19,033,.7936188,NA
2020,19,035,.7744691,1
2020,19,037,.8046076,1
2020,19,039,.7410393,1
2020,19,041,.7909083,1
2020,19,043,.764423,1
2020,19,045,.7841648,NA
2020,19,047,.8301798,1
2020,19,049,NA,NA
2020,19,051,.7463924,1
2020,19,053,.6109903,1
2020,19,055,.8110006,1
2020,19,057,.7730714,NA
2020,19,059,.7089226,1
2020,19,061,.8571204,NA
2020,19,063,.7251515,1
2020,19,065,.6913598,1
2020,19,067,.831093,1
2020,19,069,.8046076,1
2020,19,071,.8155671,1
2020,19,073,.7726426,1
2020,19,075,.8424643,1
2020,19,077,.7324158,1
2020,19,079,.7697483,1
2020,19,081,.8000412,1
2020,19,083,.7735558,1
2020,19,085,.7004308,1
2020,19,087,.7870843,1
2020,19,089,.7050592,1
2020,19,091,.8082608,1
2020,19,093,.8703645,1
2020,19,095,.7498103,1
2020,19,097,.6940997,1
2020,19,099,.7431175,1
2020,19,101,.7682596,1
2020,19,103,NA,NA
2020,19,105,.7495332,1
2020,19,107,.714192,1
2020,19,109,.8137406,1
2020,19,111,.8416798,NA
2020,19,113,NA,NA
2020,19,115,.8102169,1
2020,19,117,.8008816,1
2020,19,119,.7251515,1
2020,19,121,.6858858,1
2020,19,123,.7884765,1
2020,19,125,NA,NA
2020,19,127,.8510669,NA
2020,19,129,.7811177,1
2020,19,131,.8347462,1
2020,19,133,.6685276,1
2020,19,135,NA,NA
2020,19,137,.770816,1
2020,19,139,NA,NA
2020,19,141,.7196718,1
2020,19,143,.742504,1
2020,19,145,.7607698,1
2020,19,147,.7105389,1
2020,19,149,NA,NA
2020,19,151,.818307,1
2020,19,153,NA,NA
2020,19,155,.7751091,NA
2020,19,157,.8770138,1
2020,19,159,.6986661,1
2020,19,161,.7397642,1
2020,19,163,.8503832,NA
2020,19,165,.7501345,1
2020,19,167,.8003625,NA
2020,19,169,NA,NA
2020,19,171,.787532,1
2020,19,173,.7214984,1
2020,19,175,.748897,1
2020,19,177,.6849668,1
2020,19,179,.7995217,1
2020,19,181,.7203525,NA
2020,19,183,.6797953,1
2020,19,185,.748897,1
2020,19,187,.865798,NA
2020,19,189,.729718,1
2020,19,191,.7799488,1
2020,19,193,.7882801,NA
2020,19,195,.6931864,1
2020,19,197,.8347462,1
2020,20,001,.681704,1
2020,20,003,.683582,1
2020,20,005,.7635813,1
2020,20,007,.6929719,1
2020,20,009,.7277144,1
2020,20,011,.6582294,1
2020,20,013,.7709078,1
2020,20,015,.7346543,NA
2020,20,017,.6450836,1
2020,20,019,.5405853,1
2020,20,021,.8319418,1
2020,20,023,.6140971,1
2020,20,025,.7564504,1
2020,20,027,.6037647,1
2020,20,029,.6140971,1
2020,20,031,NA,NA
2020,20,033,.5774766,1
2020,20,035,.7605789,1
2020,20,037,.698661,1
2020,20,039,.5671477,1
2020,20,041,.6834814,1
2020,20,043,.7080739,1
2020,20,045,.7597885,NA
2020,20,047,.7117516,1
2020,20,049,.4892119,1
2020,20,051,.730123,NA
2020,20,053,.7277144,1
2020,20,055,.7871353,NA
2020,20,057,.876763,1
2020,20,059,.7480938,1
2020,20,061,.74585,1
2020,20,063,.68546,1
2020,20,065,.6732532,1
2020,20,067,.7793586,1
2020,20,069,.7662128,1
2020,20,071,.6386564,1
2020,20,073,.5943784,1
2020,20,075,.7376773,1
2020,20,077,.7493111,1
2020,20,079,.7383048,1
2020,20,081,.7636058,1
2020,20,083,.6460226,1
2020,20,085,.6502618,1
2020,20,087,.707799,1
2020,20,089,.5267713,1
2020,20,091,NA,NA
2020,20,093,.7483721,1
2020,20,095,.8591725,1
2020,20,097,.615975,1
2020,20,099,.7061177,1
2020,20,101,.7399212,1
2020,20,103,.8377993,NA
2020,20,105,.7756027,1
2020,20,107,NA,NA
2020,20,109,.6591684,1
2020,20,111,.7295923,1
2020,20,113,.8821748,1
2020,20,115,.6225479,1
2020,20,117,.7258364,1
2020,20,119,.8094062,1
2020,20,121,.7044532,1
2020,20,123,.6976668,1
2020,20,125,.6948498,NA
2020,20,127,.6413276,1
2020,20,129,.6723142,1
2020,20,131,.7436771,1
2020,20,133,.7042397,1
2020,20,135,.7164465,1
2020,20,137,.7333483,1
2020,20,139,.5598462,1
2020,20,141,.6507175,1
2020,20,143,.5816168,1
2020,20,145,.7564759,1
2020,20,147,.6939109,1
2020,20,149,.7121119,1
2020,20,151,.7404898,1
2020,20,153,.6657413,1
2020,20,155,.7349361,NA
2020,20,157,.5774766,1
2020,20,159,.7183245,1
2020,20,161,.7376073,NA
2020,20,163,.6591684,1
2020,20,165,.6309988,1
2020,20,167,.6488395,1
2020,20,169,.7595742,NA
2020,20,171,.7940443,1
2020,20,173,.908051,NA
2020,20,175,.87536,1
2020,20,177,.8740176,NA
2020,20,179,.7361652,1
2020,20,181,.6354193,1
2020,20,183,.6075242,1
2020,20,185,.6291208,1
2020,20,187,.8047113,1
2020,20,189,.7974923,1
2020,20,191,.6838565,1
2020,20,193,.7136296,1
2020,20,195,.6525955,1
2020,20,197,.5936379,1
2020,20,199,.6347547,1
2020,20,201,.5906224,1
2020,20,203,.7962604,1
2020,20,205,.687338,1
2020,20,207,.551185,1
2020,20,209,NA,NA
2020,21,001,.5962763,1
2020,21,003,.6707268,1
2020,21,005,.6628297,1
2020,21,007,.8150507,1
2020,21,009,.6633262,NA
2020,21,011,.6669926,1
2020,21,013,.6015531,1
2020,21,015,.8179348,NA
2020,21,017,.6989559,1
2020,21,019,NA,NA
2020,21,021,.7292815,1
2020,21,023,.6366314,1
