year,state,county,transit_cost,transit_trips,transit_cost_quality,transit_trips_quality
2016,16,039,11.31,9.01,1,1
2016,16,041,18.95,14.16,1,1
2016,16,043,3.58,9.79,1,1
2016,16,045,26.97,24.73,1,1
2016,16,047,5.9,6.31,1,1
2016,16,049,4.21,17.71,1,1
2016,16,051,23.09,46.26,1,1
2016,16,053,14.1,18.8,1,1
2016,16,055,35.56,34.78,1,1
2016,16,057,18.75,28.59,1,1
2016,16,059,1.77,0,1,1
2016,16,061,4.19,11.37,1,1
2016,16,063,25,42,1,1
2016,16,065,15.13,42.79,1,1
2016,16,067,16.01,20,1,1
2016,16,069,29.97,38.87,1,1
2016,16,071,4,0,1,1
2016,16,073,27.08,29.72,1,1
2016,16,075,5.96,21.24,1,1
2016,16,077,10.78,45.22,1,1
2016,16,079,3.71,4.08,1,1
2016,16,081,60,47,1,1
2016,16,083,21.99,21.91,1,1
2016,16,085,25.89,18.09,1,1
2016,16,087,2.58,6.56,1,1
2016,17,001,31.68,26.45,1,1
2016,17,003,15.86,52.28,1,1
2016,17,005,36.23,29.16,1,1
2016,17,007,30.9,26.98,1,1
2016,17,009,28.97,25.6,1,1
2016,17,011,25.72,14.43,1,1
2016,17,013,28.85,23.92,1,1
2016,17,015,21.56,9.41,1,1
2016,17,017,25.69,24.84,1,1
2016,17,019,51.45,70.33,1,1
2016,17,021,21.26,9.55,1,1
2016,17,023,18.64,13.69,1,1
2016,17,025,15.28,11.54,1,1
2016,17,027,33.05,17.32,1,1
2016,17,029,11.89,8.01,1,1
2016,17,031,85.17,81.47,1,1
2016,17,033,17.49,11.71,1,1
2016,17,035,4.33,0,1,1
2016,17,037,62.85,40.1,1,1
2016,17,039,49.68,44.62,1,1
2016,17,041,27.36,30.84,1,1
2016,17,043,73.78,68.31,1,1
2016,17,045,15.71,15.67,1,1
2016,17,047,15.31,15.67,1,1
2016,17,049,29.43,30.88,1,1
2016,17,051,10.8,21.42,1,1
2016,17,053,22.85,6.76,1,1
2016,17,055,7.1,3.56,1,1
2016,17,057,14.74,3.72,1,1
2016,17,059,7,4.59,1,1
2016,17,061,10.33,0,1,1
2016,17,063,53.22,30.21,1,1
2016,17,065,12.89,27.14,1,1
2016,17,067,11.6,21.96,1,1
2016,17,069,6.56,5.32,1,1
2016,17,071,8.76,14.08,1,1
2016,17,073,28.73,17.26,1,1
2016,17,075,16.3,5.96,1,1
2016,17,077,16.96,43.63,1,1
2016,17,079,32.61,26.64,1,1
2016,17,081,16.66,42.03,1,1
2016,17,083,35.27,10.53,1,1
2016,17,085,27.94,32.52,1,1
2016,17,087,10.9,38.8,1,1
2016,17,089,64.91,55.17,1,1
2016,17,091,42.21,39.5,1,1
2016,17,093,51.57,36.4,1,1
2016,17,095,12.82,8.69,1,1
2016,17,097,65.28,51.97,1,1
2016,17,099,31.21,13.99,1,1
2016,17,101,12.14,4.82,1,1
2016,17,103,33.16,19.75,1,1
2016,17,105,31.74,23.4,1,1
2016,17,107,33.16,12.41,1,1
2016,17,109,12.84,12.05,1,1
2016,17,111,54.05,36.19,1,1
2016,17,113,68.1,70.05,1,1
2016,17,115,30.19,48.84,1,1
2016,17,117,37.56,17.92,1,1
2016,17,119,48.31,32.53,1,1
2016,17,121,17.86,27.98,1,1
2016,17,123,31.32,21.29,1,1
2016,17,125,10.96,1.78,1,1
2016,17,127,13.31,50.63,1,1
2016,17,129,31.73,15.14,1,1
2016,17,131,25.48,19.99,1,1
2016,17,133,35.36,20.63,1,1
2016,17,135,14.51,2.51,1,1
2016,17,137,23.57,8.8,1,1
2016,17,139,27.3,23.07,1,1
2016,17,141,33.83,20.03,1,1
2016,17,143,54.95,50.66,1,1
2016,17,145,12.31,10.78,1,1
2016,17,147,18.4,11.82,1,1
2016,17,149,5.04,2.7,1,1
2016,17,151,4.59,28.22,1,1
2016,17,153,0.55,5.86,1,1
2016,17,155,21.52,5.94,1,1
2016,17,157,18.09,17.94,1,1
2016,17,159,18.83,4.17,1,1
2016,17,161,47.22,68.55,1,1
2016,17,163,52.19,47.6,1,1
2016,17,165,9.59,7.59,1,1
2016,17,167,58.58,55.9,1,1
2016,17,169,20.68,17.09,1,1
2016,17,171,14.24,5.86,1,1
2016,17,173,18.51,22.07,1,1
2016,17,175,27.48,14.1,1,1
2016,17,177,18.63,18.53,1,1
2016,17,179,44.32,33.87,1,1
2016,17,181,12.74,25.41,1,1
2016,17,183,17.7,17.39,1,1
2016,17,185,18.92,12.67,1,1
2016,17,187,15.34,16.77,1,1
2016,17,189,28.38,15.05,1,1
2016,17,191,16.05,27.23,1,1
2016,17,193,13.92,7.45,1,1
2016,17,195,28.06,30.95,1,1
2016,17,197,61.11,49.74,1,1
2016,17,199,11.37,23.08,1,1
2016,17,201,44.69,47.39,1,1
2016,17,203,32.15,21.39,1,1
2016,18,001,18.26,19.18,1,1
2016,18,003,41.66,48.44,1,1
2016,18,005,46.38,32.21,1,1
2016,18,007,12.68,3.8,1,1
2016,18,009,6.87,8.46,1,1
2016,18,011,39.06,24.84,1,1
2016,18,013,26.22,17.16,1,1
2016,18,015,16.43,23.91,1,1
2016,18,017,17.42,28.17,1,1
2016,18,019,45.08,45.16,1,1
2016,18,021,13.84,6.23,1,1
2016,18,023,25.45,27.64,1,1
2016,18,025,7.14,7.11,1,1
2016,18,027,23.1,7.59,1,1
2016,18,029,39.17,19.58,1,1
2016,18,031,25.18,18.36,1,1
2016,18,033,24.94,29.33,1,1
2016,18,035,15.6,23.03,1,1
2016,18,037,34.53,23.51,1,1
2016,18,039,36.07,39.15,1,1
2016,18,041,13.3,3.46,1,1
2016,18,043,42.66,41.65,1,1
2016,18,045,13.3,7.17,1,1
2016,18,047,22.58,14.9,1,1
2016,18,049,16.9,16.97,1,1
2016,18,051,24.26,21.63,1,1
2016,18,053,10.78,8.88,1,1
2016,18,055,13.9,15.18,1,1
2016,18,057,40.49,33.28,1,1
2016,18,059,35.12,21.17,1,1
2016,18,061,25.64,18.64,1,1
2016,18,063,36.3,23.89,1,1
2016,18,065,16.84,16.25,1,1
2016,18,067,27.59,47,1,1
2016,18,069,17.11,11.07,1,1
2016,18,071,26.31,26.92,1,1
2016,18,073,47.13,24.28,1,1
2016,18,075,9.75,3.99,1,1
2016,18,077,19.9,9.39,1,1
2016,18,079,17.52,12.69,1,1
2016,18,081,43.72,27.65,1,1
2016,18,083,19.37,14.35,1,1
2016,18,085,35.2,32.51,1,1
2016,18,087,24.76,27.78,1,1
2016,18,089,68.54,50.95,1,1
2016,18,091,29.11,20.6,1,1
2016,18,093,18.68,5.94,1,1
2016,18,095,42.28,29.24,1,1
2016,18,097,59.03,57.96,1,1
2016,18,099,22.75,16.96,1,1
2016,18,101,15.49,16.09,1,1
2016,18,103,16.32,34.97,1,1
2016,18,105,36.76,47.77,1,1
2016,18,107,29.38,21.86,1,1
2016,18,109,35.79,18.37,1,1
2016,18,111,41.54,24.34,1,1
