STNAM,FIPST,LEAID,LEANM,SUBGRANT_STATUS,TOTAL,PREK_FLAG,HOTELS_MOTELS,UNSHELTERED,SHELTERED,DOUBLED_UP,CDW,LEP,MIG,UHY,DATE_CUR
ARIZONA,04,0400785,AZ Compass Schools  Inc.,No,7,,.,.,.,7,.,.,.,.,15OCT16
ARIZONA,04,0400787,Kaizen Education Foundation dba Vista Grove Preparatory Acad,No,139,,6,6,5,118,18,13,.,.,15OCT16
ARIZONA,04,0400789,Kaizen Education Foundation dba Liberty Arts Academy,No,14,,.,.,S,S,.,.,.,.,15OCT16
ARIZONA,04,0400790,Apache Junction Unified District,No,124,Y,8,.,14,100,29,6,.,.,15OCT16
ARIZONA,04,0400792,Vector School District  Inc.,No,10,,.,.,4,6,.,.,.,.,15OCT16
ARIZONA,04,0400796,CAFA  Inc. dba Learning Foundation and Performing Arts Alta,No,7,,S,.,S,3,.,.,.,.,15OCT16
ARIZONA,04,0400799,Kaizen Education Foundation dba Gilbert Arts Academy,No,3,,.,.,.,3,S,.,.,.,15OCT16
ARIZONA,04,0400802,Imagine Avondale Middle  Inc.,No,S,,.,.,S,.,.,.,.,.,15OCT16
ARIZONA,04,0400803,CAFA  Inc. dba Learning Foundation and Performing Arts Gilbe,No,16,,.,.,4,12,3,.,.,.,15OCT16
ARIZONA,04,0400811,Ombudsman Educational Services  LTD  a subsidiary of Educati,No,38,,.,S,S,34,7,3,.,.,15OCT16
ARIZONA,04,0400813,Camp Verde Unified School District dba South Verde Technolog,No,S,,.,.,.,S,.,.,.,.,15OCT16
ARIZONA,04,0400814,CPLC Community Schools dba Hiaki High School,No,S,,.,.,.,S,.,.,.,.,15OCT16
ARIZONA,04,0400821,Pima Prevention Partnership,No,31,,.,.,.,27,S,S,.,.,15OCT16
ARIZONA,04,0400823,Kaizen Education Foundation dba Mission Heights Preparatory,No,20,,.,.,3,14,S,.,.,.,15OCT16
ARIZONA,04,0400839,Pima Rose Academy  Inc.,No,9,,.,.,S,S,S,.,.,.,15OCT16
ARIZONA,04,0400842,Legacy Traditional School - Northwest Tucson,No,6,,.,.,3,3,S,.,.,.,15OCT16
ARIZONA,04,0400846,South Valley Academy  Inc.,No,7,,.,.,.,7,.,.,.,.,15OCT16
ARIZONA,04,0400853,South Phoenix Academy Inc.,No,15,,.,.,S,S,.,.,.,.,15OCT16
ARIZONA,04,0400857,ASU Preparatory Academy,No,S,,.,.,S,.,.,.,.,.,15OCT16
ARIZONA,04,0400863,The Paideia Academies  Inc,No,3,,.,.,3,.,.,.,.,.,15OCT16
ARIZONA,04,0400872,Institute for Transformative Education  Inc.,No,S,,.,.,.,S,.,.,.,.,15OCT16
ARIZONA,04,0400880,Southwest Leadership Academy,No,S,,.,.,S,.,.,.,.,.,15OCT16
ARIZONA,04,0400894,Kaizen Education Foundation dba Discover U Elementary School,No,S,,.,.,.,S,.,.,.,.,15OCT16
ARIZONA,04,0400895,Espiritu Community Development Corp.,No,S,,S,.,.,.,.,.,.,.,15OCT16
ARIZONA,04,0400917,Innovative Humanities Education Corporation,No,3,,.,.,.,3,S,.,.,.,15OCT16
ARIZONA,04,0400960,Avondale Elementary District,No,318,Y,S,S,85,226,41,31,S,.,15OCT16
ARIZONA,04,0401000,Bagdad Unified District,No,38,,.,.,6,32,8,S,.,.,15OCT16
ARIZONA,04,0401050,Balsz Elementary District,No,242,,21,.,185,36,32,11,.,.,15OCT16
ARIZONA,04,0401180,Bisbee Unified District,No,17,Y,.,.,.,16,3,3,.,.,15OCT16
ARIZONA,04,0401380,Buckeye Elementary District,No,7,,.,.,S,S,S,S,.,.,15OCT16
ARIZONA,04,0401410,Buckeye Union High School District,No,52,,.,.,8,38,6,S,.,.,15OCT16
ARIZONA,04,0401460,Sierra Vista Unified District,No,120,Y,S,S,39,70,27,3,.,.,15OCT16
ARIZONA,04,0401500,Bullhead City School District,Yes,94,,34,S,S,55,9,5,.,.,15OCT16
ARIZONA,04,0401600,Camp Verde Unified District,No,206,Y,S,S,23,175,31,6,.,.,15OCT16
ARIZONA,04,0401650,Canon Elementary District,No,7,,.,.,.,7,.,.,.,.,15OCT16
ARIZONA,04,0401680,Cartwright Elementary District,Yes,218,,.,.,.,.,25,21,.,.,15OCT16
ARIZONA,04,0401710,Casa Grande Elementary District,No,164,,45,.,35,84,22,7,.,.,15OCT16
ARIZONA,04,0401740,Casa Grande Union High School District,No,154,,8,4,12,121,41,5,S,.,15OCT16
ARIZONA,04,0401760,Catalina Foothills Unified District,No,13,,.,.,.,13,3,.,.,.,15OCT16
ARIZONA,04,0401810,Cedar Unified District,No,15,,.,.,7,7,3,3,.,.,15OCT16
ARIZONA,04,0401870,Chandler Unified District #80,No,639,Y,29,81,114,413,128,64,22,.,15OCT16
ARIZONA,04,0402190,Concho Elementary District,No,53,Y,4,14,8,27,16,.,.,.,15OCT16
ARIZONA,04,0402320,Coolidge Unified District,No,80,,.,.,7,73,18,5,.,.,15OCT16
ARIZONA,04,0402370,Cottonwood-Oak Creek Elementary District,No,45,Y,S,S,27,14,7,.,.,.,15OCT16
ARIZONA,04,0402400,Crane Elementary District,No,118,,S,S,15,96,18,43,26,27,15OCT16
ARIZONA,04,0402430,Creighton Elementary District,Yes,543,Y,3,3,107,425,61,131,.,.,15OCT16
ARIZONA,04,0402530,Douglas Unified District,No,144,Y,6,.,35,105,10,35,5,.,15OCT16
ARIZONA,04,0402690,Dysart Unified District,No,194,Y,27,.,5,160,44,.,.,.,15OCT16
ARIZONA,04,0402760,Elfrida Elementary District,No,S,,.,.,S,.,.,.,.,.,15OCT16
ARIZONA,04,0402790,Eloy Elementary District,No,S,,.,.,.,S,.,S,.,.,15OCT16
ARIZONA,04,0402860,Flagstaff Unified District,Yes,313,Y,72,23,96,121,81,16,.,7,15OCT16
ARIZONA,04,0402920,Florence Unified School District,No,25,,S,.,S,19,5,S,.,.,15OCT16
ARIZONA,04,0403010,Flowing Wells Unified District,No,283,Y,S,S,72,206,47,23,.,.,15OCT16
ARIZONA,04,0403040,Fountain Hills Unified District,No,S,,.,.,.,.,S,.,.,.,15OCT16
ARIZONA,04,0403060,Fowler Elementary District,No,242,,38,S,S,184,37,38,5,.,15OCT16
ARIZONA,04,0403080,Fredonia-Moccasin Unified District,No,S,,.,.,.,S,S,.,.,.,15OCT16
ARIZONA,04,0403200,Fort Thomas Unified District,No,S,,.,.,.,S,S,.,.,.,15OCT16
ARIZONA,04,0403240,Gadsden Elementary District,No,49,,9,.,9,31,3,20,11,.,15OCT16
ARIZONA,04,0403310,Gila Bend Unified District,No,7,,.,.,.,S,S,.,.,.,15OCT16
ARIZONA,04,0403400,Gilbert Unified District,No,237,Y,10,.,21,114,64,6,.,.,15OCT16
ARIZONA,04,0403420,Glendale Elementary District,No,528,,29,10,161,323,68,73,S,S,15OCT16
ARIZONA,04,0403450,Glendale Union High School District,Yes,471,,20,5,129,304,77,15,S,10,15OCT16
ARIZONA,04,0403500,Globe Unified District,No,3,,.,.,.,3,S,.,.,.,15OCT16
ARIZONA,04,0403780,Higley Unified School District,Yes,173,,5,3,58,107,33,6,.,.,15OCT16
ARIZONA,04,0403820,Holbrook Unified District,No,64,,S,S,13,40,11,3,.,.,15OCT16
ARIZONA,04,0403860,Maricopa County Regional District,No,2568,,.,.,2541,28,.,1687,.,.,15OCT16
ARIZONA,04,0403870,Humboldt Unified District,No,456,Y,S,S,83,362,105,16,.,.,15OCT16
ARIZONA,04,0403950,Baboquivari Unified School District #40,No,75,,.,.,5,69,10,S,.,.,15OCT16
ARIZONA,04,0403960,Isaac Elementary District,No,19,Y,4,.,4,11,S,S,.,.,15OCT16
ARIZONA,04,0403990,J O Combs Unified School District,No,71,Y,.,.,S,S,22,4,S,.,15OCT16
ARIZONA,04,0404010,Joseph City Unified District,No,7,,S,.,S,4,S,.,.,.,15OCT16
ARIZONA,04,0404060,Kayenta Unified District,No,32,,.,.,5,27,8,5,.,.,15OCT16
ARIZONA,04,0404170,Kirkland Elementary District,No,S,,.,S,.,.,S,.,.,.,15OCT16
ARIZONA,04,0404230,Kyrene Elementary District,No,208,Y,18,7,22,157,41,12,.,.,15OCT16
ARIZONA,04,0404290,Laveen Elementary District,No,74,,16,S,S,45,5,6,.,.,15OCT16
ARIZONA,04,0404320,Liberty Elementary District,No,3,,.,.,.,S,S,.,.,.,15OCT16
ARIZONA,04,0404380,Litchfield Elementary District,No,47,Y,.,.,.,47,7,3,.,.,15OCT16
ARIZONA,04,0404440,Littleton Elementary District,No,407,,S,.,S,261,36,50,.,.,15OCT16
ARIZONA,04,0404500,Madison Elementary District,No,21,,.,.,7,9,3,S,.,.,15OCT16
ARIZONA,04,0404630,Marana Unified District,Yes,418,Y,21,4,123,264,92,19,S,.,15OCT16
ARIZONA,04,0404720,Maricopa Unified School District,Yes,141,Y,8,5,5,49,25,12,.,73,15OCT16
ARIZONA,04,0404770,Altar Valley Elementary District,No,23,,.,S,S,21,S,S,.,.,15OCT16
ARIZONA,04,0404820,Mayer Unified School District,Yes,122,,.,17,4,101,30,.,.,.,15OCT16
ARIZONA,04,0404970,Mesa Unified District,No,1909,Y,209,32,379,1279,397,166,5,382,15OCT16
ARIZONA,04,0405030,Miami Unified District,No,83,,.,.,.,83,13,4,.,.,15OCT16
ARIZONA,04,0405100,Mobile Elementary District,No,S,,.,.,.,S,.,.,.,.,15OCT16
ARIZONA,04,0405190,Mohave Valley Elementary District,No,34,Y,S,.,.,S,12,S,.,.,15OCT16
ARIZONA,04,0405340,Morristown Elementary District,No,3,,.,.,.,.,.,.,.,.,15OCT16
ARIZONA,04,0405400,Murphy Elementary District,No,236,Y,.,164,S,S,31,100,.,.,15OCT16
ARIZONA,04,0405460,Nadaburg Unified School District,No,117,Y,.,.,.,109,25,11,.,.,15OCT16
ARIZONA,04,0405530,Nogales Unified District,No,179,,S,S,8,162,10,61,.,.,15OCT16
ARIZONA,04,0405670,Osborn Elementary District,Yes,333,Y,58,6,28,238,53,19,.,S,15OCT16
ARIZONA,04,0405820,Page Unified District,Yes,112,Y,8,9,5,89,28,9,.,.,15OCT16
ARIZONA,04,0405850,Palo Verde Elementary District,No,S,,.,.,S,.,S,.,S,.,15OCT16
ARIZONA,04,0405880,Palominas Elementary District,No,39,Y,.,.,.,.,S,S,.,.,15OCT16
ARIZONA,04,0405930,Paradise Valley Unified District,Yes,292,Y,22,.,60,211,59,17,.,.,15OCT16
ARIZONA,04,0405980,Parker Unified School District,No,17,,.,3,7,4,S,.,.,.,15OCT16
ARIZONA,04,0406070,Payson Unified District,Yes,409,Y,S,S,43,333,102,31,.,S,15OCT16
ARIZONA,04,0406210,Pendergast Elementary District,No,197,Y,4,.,13,174,31,26,.,.,15OCT16
ARIZONA,04,0406250,Peoria Unified School District,Yes,232,Y,6,.,36,172,53,17,.,17,15OCT16
ARIZONA,04,0406300,Phoenix Elementary District,Yes,341,Y,S,S,133,191,46,25,.,.,15OCT16
ARIZONA,04,0406330,Phoenix Union High School District,No,478,,S,S,105,350,62,46,.,.,15OCT16
ARIZONA,04,0406440,Pima Unified District,No,3,,.,.,.,3,.,.,.,.,15OCT16
ARIZONA,04,0406510,Pine Strawberry Elementary District,No,18,Y,.,.,17,.,5,.,.,.,15OCT16
ARIZONA,04,0406580,Blue Ridge Unified School District No. 32,No,58,,S,S,7,41,7,4,.,.,15OCT16
ARIZONA,04,0406730,Prescott Unified District,Yes,65,,5,.,12,48,10,S,.,.,15OCT16
ARIZONA,04,0406780,Quartzsite Elementary District,No,S,,.,.,.,S,.,.,.,.,15OCT16
ARIZONA,04,0406810,Queen Creek Unified District,No,27,,.,.,23,3,6,7,3,.,15OCT16
ARIZONA,04,0407020,Riverside Elementary District,No,25,,S,.,S,22,3,.,.,.,15OCT16
ARIZONA,04,0407080,Roosevelt Elementary District,Yes,842,Y,6,4,70,761,120,122,.,.,15OCT16
ARIZONA,04,0407170,Saddle Mountain Unified School District,No,21,,.,.,.,21,6,.,.,.,15OCT16
ARIZONA,04,0407240,Safford Unified District,No,28,,.,S,S,21,8,.,.,.,15OCT16
ARIZONA,04,0407300,Sahuarita Unified District,No,18,,.,.,5,12,4,.,.,.,15OCT16
ARIZONA,04,0407430,San Simon Unified District,No,S,,.,.,S,.,.,.,.,.,15OCT16
ARIZONA,04,0407520,Santa Cruz Valley Unified District,Yes,S,,.,.,.,S,.,.,.,.,15OCT16
ARIZONA,04,0407530,Santa Cruz Valley Union High School District,No,9,,S,.,.,S,S,.,.,.,15OCT16
ARIZONA,04,0407570,Scottsdale Unified District,Yes,250,Y,16,3,133,97,33,18,.,.,15OCT16
ARIZONA,04,0407700,Show Low Unified District,No,95,,S,11,S,72,18,S,.,.,15OCT16
ARIZONA,04,0407750,Deer Valley Unified District,Yes,555,Y,92,.,213,253,87,24,.,.,15OCT16
ARIZONA,04,0407820,Snowflake Unified District,No,55,,4,.,.,50,8,5,.,.,15OCT16
ARIZONA,04,0408130,Stanfield Elementary District,No,111,,S,S,4,98,10,18,10,.,15OCT16
ARIZONA,04,0408170,Sunnyside Unified District,Yes,1203,Y,9,20,208,959,184,172,.,.,15OCT16
ARIZONA,04,0408230,Superior Unified School District,No,S,,.,.,.,S,.,.,.,.,15OCT16
ARIZONA,04,0408280,Tanque Verde Unified District,No,14,,.,.,4,8,4,.,.,.,15OCT16
ARIZONA,04,0408310,Tempe School District,No,241,Y,45,.,39,150,55,21,.,4,15OCT16
ARIZONA,04,0408340,Tempe Union High School District,No,193,,15,3,31,144,32,5,.,.,15OCT16
ARIZONA,04,0408430,Paloma School District,No,S,,.,.,.,S,.,S,.,.,15OCT16
ARIZONA,04,0408490,Tolleson Elementary District,Yes,214,Y,S,S,36,154,30,34,.,.,15OCT16
ARIZONA,04,0408520,Tolleson Union High School District,Yes,261,,S,32,215,S,39,14,.,17,15OCT16
ARIZONA,04,0408550,Toltec School District,No,23,,S,.,S,19,S,.,.,.,15OCT16
ARIZONA,04,0408600,Tombstone Unified District,No,30,,.,S,S,24,7,.,.,.,15OCT16
ARIZONA,04,0408800,Tucson Unified District,No,2457,Y,43,4,780,1623,534,226,.,.,15OCT16
ARIZONA,04,0408820,Union Elementary District,No,83,,.,.,S,S,14,11,.,.,15OCT16
ARIZONA,04,0408850,Vail Unified District,No,55,,S,S,8,44,15,S,.,.,15OCT16
ARIZONA,04,0409060,Washington Elementary School District,Yes,820,Y,69,4,298,447,139,40,.,.,15OCT16
ARIZONA,04,0409090,Wellton Elementary District,No,S,,.,.,.,S,.,.,.,.,15OCT16
ARIZONA,04,0409190,Wickenburg Unified District,No,74,,S,.,S,53,11,5,.,.,15OCT16
ARIZONA,04,0409250,Willcox Unified District,No,4,,.,.,.,3,S,.,.,.,15OCT16
ARIZONA,04,0409310,Williams Unified District,Yes,S,Y,.,4,.,57,7,S,.,.,15OCT16
ARIZONA,04,0409390,Wilson Elementary District,No,178,,13,.,85,78,6,43,.,.,15OCT16
ARIZONA,04,0409430,Window Rock Unified District,No,3,,.,.,.,3,.,S,.,.,15OCT16
ARIZONA,04,0409460,Winslow Unified District,No,3,,S,.,.,.,.,.,.,.,15OCT16
ARIZONA,04,0409600,Yuma Elementary District,No,123,Y,6,.,41,74,28,17,26,.,15OCT16
ARIZONA,04,0409630,Yuma Union High School District,No,57,,4,3,10,40,11,4,11,.,15OCT16
ARKANSAS,05,0500001,DEWITT SCHOOL DISTRICT,No,14,,.,.,11,3,S,.,.,.,15OCT16
ARKANSAS,05,0500006,WARREN SCHOOL DISTRICT,No,9,,S,.,S,4,.,S,.,.,15OCT16
ARKANSAS,05,0500009,CORNING SCHOOL DISTRICT,No,13,,.,.,.,13,S,.,.,.,15OCT16
ARKANSAS,05,0500012,RIVERSIDE SCHOOL DISTRICT,No,S,,.,.,.,S,.,.,.,.,15OCT16
ARKANSAS,05,0500016,MARMADUKE SCHOOL DISTRICT,No,3,,.,.,.,3,.,.,.,.,15OCT16
ARKANSAS,05,0500017,PARAGOULD SCHOOL DISTRICT,No,53,,S,.,S,44,12,3,S,.,15OCT16
ARKANSAS,05,0500019,BATESVILLE SCHOOL DISTRICT,Yes,142,Y,S,S,13,123,27,19,8,7,15OCT16
ARKANSAS,05,0500020,MIDLAND SCHOOL DISTRICT,No,3,,.,.,.,3,.,.,.,.,15OCT16
ARKANSAS,05,0500021,IZARD CO. CONS. SCHOOL DIST.,No,42,,.,.,S,S,10,.,.,.,15OCT16
ARKANSAS,05,0500023,NEWPORT SCHOOL DISTRICT,No,102,,.,S,S,100,15,9,3,.,15OCT16
ARKANSAS,05,0500026,PINE BLUFF SCHOOL DISTRICT,No,64,Y,5,.,18,41,15,.,.,.,15OCT16
ARKANSAS,05,0500028,STAR CITY SCHOOL DISTRICT,No,28,Y,.,.,3,25,S,.,.,.,15OCT16
ARKANSAS,05,0500029,GOSNELL SCHOOL DISTRICT,No,3,,.,.,S,S,S,.,.,.,15OCT16
ARKANSAS,05,0500030,NEVADA SCHOOL DISTRICT,No,S,,.,.,.,S,S,.,.,.,15OCT16
ARKANSAS,05,0500032,BEARDEN SCHOOL DISTRICT,No,7,,.,.,.,7,.,.,.,S,15OCT16
ARKANSAS,05,0500041,WESTERN YELL CO. SCHOOL DIST.,No,17,,.,.,.,17,S,S,S,.,15OCT16
ARKANSAS,05,0500042,HAMBURG SCHOOL DISTRICT,No,21,,.,.,.,21,5,.,4,.,15OCT16
ARKANSAS,05,0500043,MOUNTAIN HOME SCHOOL DISTRICT,No,124,,S,S,9,109,24,.,S,.,15OCT16
ARKANSAS,05,0500044,MAGNOLIA SCHOOL DISTRICT,No,24,Y,.,.,.,24,S,S,.,10,15OCT16
ARKANSAS,05,0500045,RIVERCREST SCHOOL DISTRICT #57,No,10,,.,.,.,10,.,.,.,.,15OCT16
ARKANSAS,05,0500046,MANILA SCHOOL DISTRICT,No,129,Y,.,.,11,118,14,S,S,S,15OCT16
ARKANSAS,05,0500047,TRUMANN SCHOOL DISTRICT,No,106,,.,S,S,94,25,S,S,S,15OCT16
ARKANSAS,05,0500048,EAST POINSETT CO. SCHOOL DIST.,No,34,Y,.,.,.,34,S,.,.,.,15OCT16
ARKANSAS,05,0500049,DEQUEEN SCHOOL DISTRICT,No,25,,S,.,S,22,.,15,.,.,15OCT16
ARKANSAS,05,0500051,PALESTINE-WHEATLEY SCH. DIST.,No,20,,.,.,.,20,5,.,.,.,15OCT16
ARKANSAS,05,0500055,BENTON COUNTY SCHOOL OF ARTS,No,16,,.,.,.,16,S,.,.,.,15OCT16
ARKANSAS,05,0500059,ACADEMICS PLUS CHARTER SCHOOL,No,S,,S,.,.,.,.,.,.,.,15OCT16
ARKANSAS,05,0500061,IMBODEN CHARTER SCHOOL DISTRICT,No,S,,.,.,.,S,.,.,.,.,15OCT16
ARKANSAS,05,0500062,KIPP DELTA PUBLIC SCHOOLS,No,9,,S,.,S,6,.,.,.,.,15OCT16
ARKANSAS,05,0500065,LAFAYETTE COUNTY SCHOOL DISTRICT,No,5,,S,.,.,S,S,.,.,.,15OCT16
ARKANSAS,05,0500067,CLEVELAND COUNTY SCHOOL DIST.,No,18,,.,.,.,18,S,.,.,3,15OCT16
ARKANSAS,05,0500070,CEDAR RIDGE SCHOOL DISTRICT,Yes,87,,.,S,S,70,19,.,.,S,15OCT16
ARKANSAS,05,0500071,HILLCREST SCHOOL DISTRICT,No,32,,.,8,5,19,7,.,.,8,15OCT16
ARKANSAS,05,0500072,DEER/MT. JUDEA SCHOOL DISTRICT,No,3,,.,.,.,3,S,.,.,S,15OCT16
ARKANSAS,05,0500073,OUACHITA RIVER SCHOOL DISTRICT,No,13,,.,.,S,S,S,.,.,.,15OCT16
ARKANSAS,05,0500074,LISA ACADEMY CHARTER,No,8,,.,.,S,S,S,.,.,.,15OCT16
ARKANSAS,05,0500076,OZARK MOUNTAIN SCHOOL DISTRICT,No,31,,.,S,.,S,4,.,.,.,15OCT16
ARKANSAS,05,0500079,TWO RIVERS SCHOOL DISTRICT,No,25,Y,.,.,.,25,6,.,S,.,15OCT16
ARKANSAS,05,0500082,LAWRENCE COUNTY SCHOOL DISTRICT,No,27,Y,.,.,12,15,5,.,.,.,15OCT16
ARKANSAS,05,0500394,ARKANSAS VIRTUAL ACADEMY,No,S,,.,.,.,S,.,.,.,.,15OCT16
ARKANSAS,05,0500397,COVENANT KEEPERS MIDDLE CHARTER,No,S,,.,.,.,S,.,.,.,.,15OCT16
ARKANSAS,05,0500398,ESTEM HIGH CHARTER,No,S,,.,.,.,S,.,.,.,.,15OCT16
ARKANSAS,05,0500402,JACKSONVILLE LIGHTHOUSE CHARTER,No,S,,.,.,.,S,.,.,.,.,15OCT16
ARKANSAS,05,0500408,RESPONSIVE ED SOLUTIONS PREMIER HIGH SCHOOL OF LITTLE ROCK,No,3,,.,.,.,3,S,.,.,S,15OCT16
ARKANSAS,05,0500410,RESPONSIVE ED SOLUTIONS QUEST MIDDLE SCHOOL OF PINE BLUFF,No,S,,.,.,S,.,.,.,.,.,15OCT16
ARKANSAS,05,0500412,RESPONSIVE ED SOLUTIONS QUEST MIDDLE SCHOOL OF LITTLE ROCK,No,S,,S,.,.,.,.,.,.,.,15OCT16
ARKANSAS,05,0502250,ALMA SCHOOL DISTRICT,No,220,,S,14,S,198,36,S,14,15,15OCT16
ARKANSAS,05,0502280,ALPENA SCHOOL DISTRICT,No,51,Y,.,.,.,51,11,.,S,.,15OCT16
ARKANSAS,05,0502430,ARKADELPHIA SCHOOL DISTRICT,No,13,,S,.,S,10,S,S,.,.,15OCT16
ARKANSAS,05,0502550,ARMOREL SCHOOL DISTRICT,No,5,,.,.,.,5,.,.,.,S,15OCT16
ARKANSAS,05,0502580,ASHDOWN SCHOOL DISTRICT,Yes,24,,S,S,S,S,3,.,.,S,15OCT16
ARKANSAS,05,0502610,ATKINS SCHOOL DISTRICT,No,47,,.,.,3,44,10,.,.,.,15OCT16
ARKANSAS,05,0502670,AUGUSTA SCHOOL DISTRICT,No,3,,.,.,.,3,.,.,.,.,15OCT16
ARKANSAS,05,0502700,BALD KNOB SCHOOL DISTRICT,No,38,,.,.,6,32,3,.,S,12,15OCT16
ARKANSAS,05,0502730,BARTON-LEXA SCHOOL DISTRICT,No,S,,.,S,.,.,.,.,.,.,15OCT16
ARKANSAS,05,0502790,BAUXITE SCHOOL DISTRICT,No,26,,6,.,.,20,S,.,.,.,15OCT16
ARKANSAS,05,0502820,BAY SCHOOL DISTRICT,No,45,,.,.,8,37,11,.,S,13,15OCT16
ARKANSAS,05,0502880,BEEBE SCHOOL DISTRICT,No,12,,4,.,.,8,3,.,.,S,15OCT16
ARKANSAS,05,0502960,BENTON SCHOOL DISTRICT,No,23,,S,.,.,S,3,S,.,.,15OCT16
ARKANSAS,05,0503030,PEA RIDGE SCHOOL DISTRICT,No,30,,.,.,.,30,6,.,.,S,15OCT16
ARKANSAS,05,0503060,BENTONVILLE SCHOOL DISTRICT,No,407,,S,S,61,329,91,29,.,7,15OCT16
ARKANSAS,05,0503090,BERGMAN SCHOOL DISTRICT,No,5,,.,.,.,5,S,.,.,.,15OCT16
ARKANSAS,05,0503150,BERRYVILLE SCHOOL DISTRICT,No,11,,.,.,.,11,S,8,5,S,15OCT16
ARKANSAS,05,0503240,BISMARCK SCHOOL DISTRICT,No,68,,.,.,.,68,4,S,.,.,15OCT16
ARKANSAS,05,0503320,BLYTHEVILLE SCHOOL DISTRICT,No,204,Y,S,.,S,200,24,3,.,.,15OCT16
ARKANSAS,05,0503420,LEAD HILL SCHOOL DISTRICT,No,15,Y,.,8,.,7,S,.,4,.,15OCT16
ARKANSAS,05,0503450,BOONEVILLE SCHOOL DISTRICT,No,123,Y,.,.,3,120,19,.,S,4,15OCT16
ARKANSAS,05,0503480,BRADFORD SCHOOL DISTRICT,No,24,Y,.,.,.,24,S,.,S,.,15OCT16
ARKANSAS,05,0503630,BRINKLEY SCHOOL DISTRICT,No,38,,6,.,.,32,10,.,S,.,15OCT16
ARKANSAS,05,0503640,BROOKLAND SCHOOL DISTRICT,No,119,,.,.,.,119,16,.,4,.,15OCT16
ARKANSAS,05,0503690,BRYANT SCHOOL DISTRICT,No,131,,4,9,9,109,21,8,.,.,15OCT16
ARKANSAS,05,0503710,BUFFALO IS. CENTRAL SCH. DIST.,No,S,,.,.,.,S,.,.,.,.,15OCT16
ARKANSAS,05,0503750,CABOT SCHOOL DISTRICT,No,52,,S,.,S,40,15,.,.,.,15OCT16
ARKANSAS,05,0503770,CADDO HILLS SCHOOL DISTRICT,No,31,Y,.,.,.,31,5,.,4,.,15OCT16
ARKANSAS,05,0503840,CALICO ROCK SCHOOL DISTRICT,No,21,,S,.,.,S,8,.,.,.,15OCT16
ARKANSAS,05,0503960,CARLISLE SCHOOL DISTRICT,No,50,Y,.,.,S,S,7,.,.,S,15OCT16
ARKANSAS,05,0504020,WESTSIDE CONS. SCHOOL DISTRICT,No,57,Y,.,.,.,57,13,.,S,10,15OCT16
ARKANSAS,05,0504050,CAVE CITY SCHOOL DISTRICT,No,38,,.,.,.,38,4,.,.,.,15OCT16
ARKANSAS,05,0504080,CEDARVILLE SCHOOL DISTRICT,No,53,,.,.,S,S,6,.,S,S,15OCT16
ARKANSAS,05,0504110,GENOA CENTRAL SCHOOL DISTRICT,No,4,,.,.,.,4,.,.,.,.,15OCT16
ARKANSAS,05,0504170,WHITE CO. CENTRAL SCHOOL DIST.,No,7,,S,.,.,S,.,.,.,.,15OCT16
ARKANSAS,05,0504200,CHARLESTON SCHOOL DISTRICT,No,41,Y,.,.,.,41,6,.,.,S,15OCT16
ARKANSAS,05,0504350,CLARENDON SCHOOL DISTRICT,No,55,Y,.,.,.,55,10,S,3,.,15OCT16
ARKANSAS,05,0504370,RECTOR SCHOOL DISTRICT,No,3,,.,.,.,3,.,.,.,.,15OCT16
ARKANSAS,05,0504380,CLARKSVILLE SCHOOL DISTRICT,No,173,,6,.,8,159,24,40,18,.,15OCT16
ARKANSAS,05,0504410,CLINTON SCHOOL DISTRICT,Yes,183,Y,S,S,15,159,42,8,13,.,15OCT16
ARKANSAS,05,0504560,CONCORD SCHOOL DISTRICT,No,S,,.,.,.,S,S,.,.,S,15OCT16
ARKANSAS,05,0504590,CONWAY SCHOOL DISTRICT,No,47,,S,.,S,45,5,4,.,.,15OCT16
ARKANSAS,05,0504680,COTTER SCHOOL DISTRICT,No,9,,.,.,3,6,S,.,.,.,15OCT16
ARKANSAS,05,0504740,COUNTY LINE SCHOOL DISTRICT,No,60,Y,.,S,S,56,3,S,.,34,15OCT16
ARKANSAS,05,0504800,CROSSETT SCHOOL DISTRICT,No,10,,.,.,.,10,S,.,.,.,15OCT16
ARKANSAS,05,0504860,CUTTER-MORNING STAR SCH. DIST.,No,7,,.,S,S,4,S,.,.,S,15OCT16
ARKANSAS,05,0504890,DANVILLE SCHOOL DISTRICT,No,19,Y,.,.,.,19,4,8,.,.,15OCT16
ARKANSAS,05,0504930,DARDANELLE SCHOOL DISTRICT,No,42,,.,27,S,S,5,30,S,.,15OCT16
ARKANSAS,05,0504980,DECATUR SCHOOL DISTRICT,No,21,,S,.,S,16,4,7,.,.,15OCT16
ARKANSAS,05,0505190,DES ARC SCHOOL DISTRICT,No,28,,.,.,.,28,3,.,.,.,15OCT16
ARKANSAS,05,0505340,DIERKS SCHOOL DISTRICT,No,3,,.,.,.,3,S,.,.,.,15OCT16
ARKANSAS,05,0505410,DOLLARWAY SCHOOL DISTRICT,No,S,,.,.,.,S,S,.,.,.,15OCT16
ARKANSAS,05,0505430,DOVER SCHOOL DISTRICT,No,6,,.,.,.,6,S,.,.,.,15OCT16
ARKANSAS,05,0505470,DREW CENTRAL SCHOOL DISTRICT,No,6,,S,.,3,S,.,.,.,.,15OCT16
