crosswalk_period,statefip,place,puma,afact,afact2,population,products,sum_products,geographic_allocation_quality
2012,31,37000,00902,0.7241,0.0923,101737,0.06683442999999999,0.32401731,3
2012,31,37000,00903,0.9782,0.095,104698,0.092929,0.32401731,3
2012,31,37000,00904,0.9973,0.0978,107798,0.09753593999999999,0.32401731,3
2012,32,31900,00410,0.0233,0.0133,3439,3.0989e-4,0.8125076,1
2012,32,31900,00411,0.9641,0.7439,191929,0.71719399,0.8125076,1
2012,32,31900,00412,0.4204,0.2252,58102,0.09467408000000001,0.8125076,1
2012,32,31900,00413,0.0246,0.0134,3450,3.2964e-4,0.8125076,1
2012,32,40000,00401,0.8955,0.1411,108642,0.12635505,0.68111576,2
2012,32,40000,00402,0.6595,0.106,81652,0.069907,0.68111576,2
2012,32,40000,00405,0.9961,0.171,131653,0.17033310000000002,0.68111576,2
2012,32,40000,00406,0.9785,0.1742,134135,0.1704547,0.68111576,2
2012,32,40000,00407,0.8731,0.165,127050,0.1440615,0.68111576,2
2012,32,40000,00410,0.0049,9e-4,717,4.41e-6,0.68111576,2
2012,32,51800,00402,0.289,0.1567,35779,0.0452863,0.82997547,1
2012,32,51800,00403,0.9991,0.7853,179266,0.78459323,0.82997547,1
2012,32,51800,00404,0.0123,0.0078,1771,9.593999999999999e-5,0.82997547,1
2012,32,60600,00101,0.9685,0.7489,171726,0.72530965,0.83852419,1
2012,32,60600,00102,0.4911,0.2304,52826,0.11314943999999999,0.83852419,1
2012,32,60600,00103,0.0105,0.0062,1429,6.51e-5,0.83852419,1
2012,32,68400,00101,0.0118,0.0178,2099,2.1004e-4,0.48242890000000005,2
2012,32,68400,00103,0.6458,0.7467,88165,0.48221886,0.48242890000000005,2
2012,33,45140,00800,1,0.9851,109565,0.9851,0.9851,1
2012,33,50260,00900,0.6546,0.9497,86494,0.6216736199999999,0.6216736199999999,2
2012,34,13690,00501,0.4927,0.7237,67777,0.35656699000000003,0.38273705,2
2012,34,13690,00502,0.1498,0.1747,16359,0.02617006,0.38273705,2
2012,34,21000,01800,1,0.2195,124969,0.2195,0.2195,3
2012,34,36000,00601,1,0.1754,133314,0.1754,0.31799609,3
2012,34,36000,00602,1,0.1422,108122,0.1422,0.31799609,3
2012,34,36000,00703,0.0489,0.0081,6161,3.9609e-4,0.31799609,3
2012,34,51000,01301,1,0.0176,153788,0.0176,0.0317,3
2012,34,51000,01302,1,0.0141,123352,0.0141,0.0317,3
2012,34,57000,00400,1,0.3678,146199,0.3678,0.3678,2
2012,34,74000,02301,0.7035,0.9198,84913,0.6470793,0.6470793,2
2012,35,02000,00801,0.9217,0.0929,93073,0.08562592999999999,0.47738677,2
2012,35,02000,00802,1,0.1012,101467,0.1012,0.47738677,2
2012,35,02000,00803,0.9134,0.0948,94999,0.08659032,0.47738677,2
2012,35,02000,00804,0.8247,0.085,85162,0.07009950000000001,0.47738677,2
2012,35,02000,00805,0.901,0.1055,105692,0.0950555,0.47738677,2
2012,35,02000,00806,0.5917,0.0656,65760,0.038815520000000006,0.47738677,2
2012,35,39380,01001,0.0355,0.0367,3588,0.00130285,0.83620117,1
2012,35,39380,01002,0.8686,0.9612,94030,0.8348983200000001,0.83620117,1
2012,35,63460,00600,0.6643,0.9996,87391,0.66403428,0.6640344,2
2012,35,63460,00805,3e-4,4e-4,38,1.2e-7,0.6640344,2
2012,35,70500,00500,0.4728,0.7969,68157,0.37677432,0.37677432,2
2012,36,01000,02001,0.9197,0.1605,97856,0.14761185,0.14761185,3
2012,36,11000,01205,1,0.384,145598,0.384,0.6892,2
2012,36,11000,01206,1,0.3052,115712,0.3052,0.6892,2
2012,36,50617,03107,0.4075,1,77062,0.4075,0.4075,2
2012,36,51000,03701,1,0.0124,108121,0.0124,0.9370892,1
2012,36,51000,03702,1,0.0159,138360,0.0159,0.9370892,1
2012,36,51000,03703,1,0.0132,115014,0.0132,0.9370892,1
2012,36,51000,03704,1,0.0142,123764,0.0142,0.9370892,1
2012,36,51000,03705,1,0.0185,161372,0.0185,0.9370892,1
2012,36,51000,03706,1,0.0146,127405,0.0146,0.9370892,1
2012,36,51000,03707,1,0.0154,134257,0.0154,0.9370892,1
2012,36,51000,03708,1,0.016,139293,0.016,0.9370892,1
2012,36,51000,03709,1,0.0208,181404,0.0208,0.9370892,1
2012,36,51000,03710,1,0.0179,156118,0.0179,0.9370892,1
2012,36,51000,03801,1,0.0228,198483,0.0228,0.9370892,1
2012,36,51000,03802,1,0.0146,127399,0.0146,0.9370892,1
2012,36,51000,03803,1,0.0136,118665,0.0136,0.9370892,1
2012,36,51000,03804,1,0.0135,117569,0.0135,0.9370892,1
2012,36,51000,03805,1,0.0252,219920,0.0252,0.9370892,1
2012,36,51000,03806,1,0.0222,193892,0.0222,0.9370892,1
2012,36,51000,03807,1,0.0166,144664,0.0166,0.9370892,1
2012,36,51000,03808,1,0.0173,151010,0.0173,0.9370892,1
2012,36,51000,03809,1,0.0189,164937,0.0189,0.9370892,1
2012,36,51000,03810,1,0.0171,149334,0.0171,0.9370892,1
2012,36,51000,03901,1,0.0183,159958,0.0183,0.9370892,1
2012,36,51000,03902,1,0.0152,133016,0.0152,0.9370892,1
2012,36,51000,03903,1,0.0201,175756,0.0201,0.9370892,1
2012,36,51000,04001,1,0.0169,147577,0.0169,0.9370892,1
2012,36,51000,04002,1,0.0148,129253,0.0148,0.9370892,1
2012,36,51000,04003,1,0.0154,134217,0.0154,0.9370892,1
2012,36,51000,04004,1,0.0136,118579,0.0136,0.9370892,1
2012,36,51000,04005,1,0.0122,106002,0.0122,0.9370892,1
2012,36,51000,04006,1,0.0141,123018,0.0141,0.9370892,1
2012,36,51000,04007,1,0.0137,119578,0.0137,0.9370892,1
2012,36,51000,04008,1,0.0177,154541,0.0177,0.9370892,1
2012,36,51000,04009,1,0.0222,193723,0.0222,0.9370892,1
2012,36,51000,04010,1,0.0155,135648,0.0155,0.9370892,1
2012,36,51000,04011,1,0.0123,107129,0.0123,0.9370892,1
2012,36,51000,04012,1,0.0169,147374,0.0169,0.9370892,1
2012,36,51000,04013,1,0.014,121790,0.014,0.9370892,1
2012,36,51000,04014,1,0.0187,163547,0.0187,0.9370892,1
2012,36,51000,04015,1,0.0182,158639,0.0182,0.9370892,1
2012,36,51000,04016,1,0.0169,147751,0.0169,0.9370892,1
2012,36,51000,04017,1,0.0208,181636,0.0208,0.9370892,1
2012,36,51000,04018,1,0.0131,114698,0.0131,0.9370892,1
2012,36,51000,04101,1,0.02,174174,0.02,0.9370892,1
2012,36,51000,04102,1,0.021,183339,0.021,0.9370892,1
2012,36,51000,04103,1,0.0285,248328,0.0285,0.9370892,1
2012,36,51000,04104,1,0.0134,116852,0.0134,0.9370892,1
2012,36,51000,04105,0.9995,0.0216,188587,0.021589200000000003,0.9370892,1
2012,36,51000,04106,1,0.0177,154017,0.0177,0.9370892,1
2012,36,51000,04107,1,0.0168,146141,0.0168,0.9370892,1
2012,36,51000,04108,1,0.0128,111988,0.0128,0.9370892,1
2012,36,51000,04109,1,0.0154,133918,0.0154,0.9370892,1
2012,36,51000,04110,1,0.0195,170331,0.0195,0.9370892,1
2012,36,51000,04111,1,0.0164,143047,0.0164,0.9370892,1
2012,36,51000,04112,1,0.0254,221519,0.0254,0.9370892,1
2012,36,51000,04113,1,0.0141,123402,0.0141,0.9370892,1
2012,36,51000,04114,1,0.0132,114978,0.0132,0.9370892,1
2012,36,63000,00901,4e-4,0,47,0,0.19319999999999998,3
2012,36,63000,00902,1,0.0993,108205,0.0993,0.19319999999999998,3
2012,36,63000,00903,1,0.0939,102303,0.0939,0.19319999999999998,3
2012,36,63000,00905,1e-4,0,10,0,0.19319999999999998,3
2012,36,73000,00701,1,0.338,145168,0.338,0.338,3
2012,36,84000,03106,1,0.5934,195976,0.5934,0.5934,2
2012,37,02140,02201,0.6479,0.9279,77902,0.60118641,0.60421633,2
2012,37,02140,02202,0.0464,0.0653,5484,0.0030299199999999997,0.60421633,2
2012,37,10740,01206,0.0828,0.063,8524,0.0052164,0.64975143,2
2012,37,10740,01207,0.8054,0.7457,100895,0.60058678,0.64975143,2
2012,37,10740,01208,0.2428,0.1805,24424,0.043825399999999994,0.64975143,2
2012,37,10740,01500,0.0117,0.0105,1422,1.2285e-4,0.64975143,2
2012,37,12000,03101,1,0.0874,102680,0.0874,0.55391231,2
2012,37,12000,03102,0.9875,0.096,112838,0.09480000000000001,0.55391231,2
2012,37,12000,03103,0.9999,0.0934,109680,0.09339066,0.55391231,2
2012,37,12000,03104,0.9857,0.1193,140163,0.11759401,0.55391231,2
2012,37,12000,03105,0.9916,0.0848,99662,0.08408768,0.55391231,2
2012,37,12000,03106,0.3224,0.0377,44269,0.01215448,0.55391231,2
2012,37,12000,03107,0.5254,0.0485,57029,0.0254819,0.55391231,2
2012,37,12000,03108,0.6622,0.0589,69147,0.03900358,0.55391231,2
2012,37,14100,03200,0.5557,0.8364,74048,0.46478748,0.46815503999999997,2
2012,37,14100,03300,0.0532,0.0633,5608,0.0033675599999999995,0.46815503999999997,2
2012,37,19000,01301,0.9318,0.0766,131500,0.07137588,0.11468878,3
2012,37,19000,01302,0.7666,0.0565,96937,0.0433129,0.11468878,3
2012,37,19000,01400,2e-4,0,30,0,0.11468878,3
2012,37,22920,05001,0.9884,0.5309,107501,0.52474156,0.7820599800000001,1
2012,37,22920,05002,0.2155,0.1116,22598,0.0240498,0.7820599800000001,1
2012,37,22920,05003,0.6682,0.3491,70690,0.23326862,0.7820599800000001,1
2012,37,25580,03001,0.0634,0.0873,6462,0.00553482,0.5655964200000001,2
2012,37,25580,03002,0.6307,0.888,65724,0.5600616,0.5655964200000001,2
2012,37,28000,01701,0.9865,0.1926,129344,0.1899999,0.35562812,2
2012,37,28000,01702,0.9779,0.1597,107230,0.15617063,0.35562812,2
2012,37,28000,01703,0.2303,0.0393,26387,0.009050790000000001,0.35562812,2
2012,37,28000,01704,0.0452,0.009,6017,4.0679999999999997e-4,0.35562812,2
2012,37,28080,04200,0.5029,0.9769,84568,0.49128301,0.49128301,2
2012,37,31400,01703,0.0417,0.0446,4776,0.00185982,0.6279296,2
2012,37,31400,01704,0.7088,0.881,94299,0.6244528,0.6279296,2
2012,37,31400,01803,1e-4,1e-4,8,1e-8,0.6279296,2
2012,37,31400,03500,0.0326,0.0496,5311,0.0016169599999999998,0.6279296,2
2012,37,31400,03600,1e-4,1e-4,11,1e-8,0.6279296,2
2012,37,55000,01201,0.9925,0.0473,131552,0.04694525,0.11336127,3
2012,37,55000,01202,0.989,0.0449,124675,0.044406100000000004,0.11336127,3
2012,37,55000,01203,0.5122,0.0187,51840,0.00957814,0.11336127,3
2012,37,55000,01204,0.3832,0.0151,41878,0.00578632,0.11336127,3
2012,37,55000,01205,0.0365,0.0014,3767,5.1099999999999995e-5,0.11336127,3
2012,37,55000,01206,0.4182,0.0155,43032,0.0064821,0.11336127,3
2012,37,55000,01207,0.0495,0.0022,6205,1.0890000000000002e-4,0.11336127,3
2012,37,55000,01302,0.0084,4e-4,1060,3.36e-6,0.11336127,3
2012,37,74440,04600,9e-4,9e-4,95,8.1e-7,0.7009693699999999,2
2012,37,74440,04700,0.7016,0.9991,106423,0.70096856,0.7009693699999999,2
2012,37,75000,01801,0.9568,0.1089,100593,0.10419552,0.22405951999999998,3
2012,37,75000,01802,0.9556,0.1234,113976,0.11792103999999999,0.22405951999999998,3
2012,37,75000,01803,0.1192,0.0163,15048,0.0019429599999999999,0.22405951999999998,3
2012,38,25700,00500,0.7047,1,105549,0.7047,0.7047,2
2012,39,01000,01801,0.0114,0.0021,1293,2.3939999999999998e-5,0.2991707,3
2012,39,01000,01802,0.0014,2e-4,150,2.8e-7,0.2991707,3
2012,39,01000,01803,0.9583,0.1658,101080,0.15888614,0.2991707,3
2012,39,01000,01804,0.8866,0.1582,96471,0.14026012000000002,0.2991707,3
2012,39,01000,01805,0.0011,2e-4,116,2.2e-7,0.2991707,3
2012,39,15000,05501,0.0019,5e-4,207,9.5e-7,0.69342711,2
2012,39,15000,05502,0.0145,0.0056,2139,8.120000000000001e-5,0.69342711,2
2012,39,15000,05503,0.9732,0.2795,105918,0.2720094,0.69342711,2
2012,39,15000,05504,0.9369,0.2996,113548,0.28069523999999996,0.69342711,2
2012,39,15000,05505,0.7146,0.1968,74562,0.14063328,0.69342711,2
2012,39,15000,05506,4e-4,1e-4,45,4e-8,0.69342711,2
2012,39,15000,05507,0.005,0.0014,524,7e-6,0.69342711,2
2012,39,16000,00905,0.9982,0.0787,101673,0.07855834,0.30613504,3
2012,39,16000,00906,1,0.0966,124761,0.0966,0.30613504,3
2012,39,16000,00908,0.993,0.1319,170381,0.1309767,0.30613504,3
2012,39,18000,03900,0.0661,0.0122,9666,8.064200000000001e-4,0.70819074,2
2012,39,18000,04000,0.0416,0.0092,7241,3.8271999999999997e-4,0.70819074,2
2012,39,18000,04101,0.4658,0.0597,47182,0.02780826,0.70819074,2
2012,39,18000,04102,0.5113,0.0649,51283,0.03318337,0.70819074,2
2012,39,18000,04103,0.4893,0.0629,49727,0.03077697,0.70819074,2
2012,39,18000,04104,0.5085,0.0646,51076,0.0328491,0.70819074,2
2012,39,18000,04105,0.9938,0.1368,108085,0.13595184000000002,0.70819074,2
2012,39,18000,04106,0.9432,0.1508,119179,0.14223455999999998,0.70819074,2
2012,39,18000,04107,0.7497,0.0971,76712,0.07279587000000001,0.70819074,2
2012,39,18000,04108,0.6328,0.0894,70694,0.056572319999999995,0.70819074,2
2012,39,18000,04109,0.373,0.048,37937,0.017904,0.70819074,2
2012,39,18000,04110,0.8929,0.1211,95733,0.10813019,0.70819074,2
2012,39,18000,04111,0.6161,0.0792,62628,0.048795120000000004,0.70819074,2
2012,39,21000,04601,5e-4,1e-4,49,5.0000000000000004e-8,0.18738321,3
2012,39,21000,04602,0.0454,0.0103,5855,4.6762e-4,0.18738321,3
2012,39,21000,04603,0.7847,0.2382,135623,0.18691554,0.18738321,3
2012,39,61000,00904,0.6513,0.1959,81601,0.12758967,0.12758967,3
2012,39,77000,00300,0.0337,0.0054,5141,1.8198000000000002e-4,0.28640118,3
2012,39,77000,00400,0.968,0.1359,129240,0.13155119999999998,0.28640118,3
2012,39,77000,00500,1,0.1543,146764,0.1543,0.28640118,3
2012,39,77000,00600,0.0575,0.0064,6061,3.6800000000000005e-4,0.28640118,3
2012,40,09050,01202,0.4184,0.7921,80625,0.33141464,0.36027121,2
2012,40,09050,01301,0.1613,0.1789,18213,0.02885657,0.36027121,2
2012,40,23200,01003,0.6196,0.7571,81405,0.46909916,0.46909916,2
2012,40,41850,00601,0.9114,1,96867,0.9114,0.9114,1
2012,40,52500,00900,0.4337,0.9041,110925,0.39210817,0.39210817,2
2012,40,55000,00800,0.3855,0.016,44541,0.006168,0.15065537,3
2012,40,55000,00900,0.2492,0.0229,63723,0.0057066800000000004,0.15065537,3
2012,40,55000,01001,0.9663,0.0363,100918,0.03507669,0.15065537,3
2012,40,55000,01002,0.7953,0.0419,116558,0.03332307,0.15065537,3
2012,40,55000,01003,0.3248,0.0154,42677,0.00500192,0.15065537,3
2012,40,55000,01004,0.0929,0.0038,10476,3.5302e-4,0.15065537,3
2012,40,55000,01005,0.9045,0.0381,105906,0.03446145,0.15065537,3
2012,40,55000,01006,0.8937,0.0342,95136,0.03056454,0.15065537,3
2012,40,55000,01102,5e-4,0,64,0,0.15065537,3
2012,40,75000,01201,1,0.2137,197395,0.2137,0.31258917,3
2012,40,75000,01202,0.4958,0.1034,95554,0.05126572000000001,0.31258917,3
2012,40,75000,01203,0.5673,0.0709,65501,0.040221570000000005,0.31258917,3
2012,40,75000,01204,0.2056,0.036,33293,0.0074015999999999995,0.31258917,3
2012,40,75000,01301,0.0014,2e-4,157,2.8e-7,0.31258917,3
2012,41,05350,01321,2e-4,2e-4,20,4e-8,0.39758064,2
2012,41,05350,01323,0.347,0.3762,37363,0.13054139999999997,0.39758064,2
2012,41,05350,01324,0.5048,0.529,52535,0.26703920000000003,0.39758064,2
2012,41,05800,00400,0.4859,0.9615,76639,0.46719285,0.46719285,2
2012,41,23850,00703,0.8442,0.7654,119936,0.64615068,0.7240672,2
2012,41,23850,00704,0.3421,0.2277,35673,0.07789617000000001,0.7240672,2
2012,41,23850,00705,0.0055,0.0037,578,2.035e-5,0.7240672,2
2012,41,31250,01302,0.0065,0.0075,795,4.875e-5,0.6567193100000001,2
2012,41,31250,01316,0.6664,0.9854,104799,0.65667056,0.6567193100000001,2
2012,41,34100,01321,3e-4,4e-4,34,1.2e-7,0.8634517399999999,1
2012,41,34100,01322,0.8727,0.9894,91805,0.8634493799999999,0.8634517399999999,1
2012,41,34100,01323,0.0014,0.0016,151,2.24e-6,0.8634517399999999,1
2012,41,47000,00901,0.7042,0.7386,72660,0.52012212,0.52065108,2
2012,41,47000,00902,0.0228,0.0232,2278,5.2896e-4,0.52065108,2
2012,41,59000,01301,1,0.1254,109997,0.1254,0.63424331,2
2012,41,59000,01302,0.9847,0.1365,119698,0.13441155000000002,0.63424331,2
2012,41,59000,01303,0.9991,0.1228,107687,0.12268948,0.63424331,2
2012,41,59000,01305,1,0.1264,110888,0.1264,0.63424331,2
2012,41,59000,01314,0.9208,0.1342,117720,0.12357136,0.63424331,2
2012,41,59000,01316,0.0986,0.0177,15501,0.00174522,0.63424331,2
2012,41,59000,01318,0.0044,8e-4,730,3.52e-6,0.63424331,2
2012,41,59000,01319,1e-4,0,14,0,0.63424331,2
2012,41,59000,01320,0.001,1e-4,111,1.0000000000000001e-7,0.63424331,2
2012,41,59000,01324,0.0138,0.0016,1439,2.2080000000000002e-5,0.63424331,2
2012,41,64900,01103,0.3899,0.2484,40106,0.09685116,0.59074682,2
2012,41,64900,01104,0.8645,0.5468,88275,0.4727086,0.59074682,2
2012,41,64900,01105,0.0208,0.0142,2297,2.9536e-4,0.59074682,2
2012,41,64900,01200,0.139,0.1503,24262,0.0208917,0.59074682,2
2012,42,02000,02803,1,0.1178,118032,0.1178,0.1178,3
2012,42,06088,02901,0.4381,1,74982,0.4381,0.4381,2
2012,42,24000,00101,0.9329,0.1101,101786,0.10271229,0.10271229,3
2012,42,60000,03201,1,0.1043,159325,0.1043,0.9986,1
2012,42,60000,03202,1,0.0875,133758,0.0875,0.9986,1
2012,42,60000,03203,1,0.0863,131939,0.0863,0.9986,1
2012,42,60000,03204,1,0.1056,161305,0.1056,0.9986,1
2012,42,60000,03205,1,0.106,161983,0.106,0.9986,1
2012,42,60000,03206,1,0.0889,135892,0.0889,0.9986,1
2012,42,60000,03207,1,0.0744,113659,0.0744,0.9986,1
2012,42,60000,03208,1,0.0806,123237,0.0806,0.9986,1
2012,42,60000,03209,1,0.0842,128712,0.0842,0.9986,1
2012,42,60000,03210,1,0.098,149722,0.098,0.9986,1
2012,42,60000,03211,1,0.0828,126474,0.0828,0.9986,1
2012,42,61000,01701,1,0.4696,195592,0.4696,0.726068,2
2012,42,61000,01702,0.97,0.2644,110112,0.25646800000000003,0.726068,2
2012,42,63624,02702,0.6199,1,88082,0.6199,0.6199,2
2012,42,69000,00701,0.689,0.1415,76089,0.09749349999999998,0.09749349999999998,3
2012,44,19180,00104,0.6309,0.8829,80387,0.5570216100000001,0.5570216100000001,2
2012,44,54640,00102,0.4015,0.9907,71148,0.39776605000000004,0.39776605000000004,2
2012,44,59000,00103,1,0.203,178042,0.203,0.203,3
2012,44,74300,00201,0.4976,0.999,82672,0.4971024,0.4971024,2
2012,45,13330,01202,0.624,0.9799,120224,0.6114576,0.6114576,2
2012,45,16000,00602,0.0047,4e-4,559,1.8800000000000002e-6,0.060431139999999994,3
2012,45,16000,00603,0.0167,0.0023,2942,3.841e-5,0.060431139999999994,3
2012,45,16000,00604,0.62,0.0974,125823,0.060388,0.060431139999999994,3
2012,45,16000,00605,0.0057,5e-4,604,2.8500000000000002e-6,0.060431139999999994,3
2012,45,48535,01203,0.494,1,67852,0.494,0.494,2
2012,45,50875,01202,0.0094,0.0186,1811,1.7484e-4,0.48763622,2
2012,45,50875,01204,0.4967,0.9814,95766,0.48746138,0.48763622,2
2012,46,59020,00500,0.01,0.0078,1240,7.8e-5,0.9478539600000001,1
2012,46,59020,00600,0.9846,0.9626,152653,0.9477759600000001,0.9478539600000001,1
2012,47,14000,02001,0.7962,0.0317,90984,0.02523954,0.04404284,3
2012,47,14000,02002,0.714,0.0263,75417,0.0187782,0.04404284,3
2012,47,14000,02003,0.0251,0.001,2927,2.51e-5,0.04404284,3
2012,47,15160,00300,0.7161,0.9724,132945,0.69633564,0.69633564,2
2012,47,27740,02600,0.3413,0.9781,62516,0.33382553,0.33382553,3
2012,47,40000,01602,0.0623,0.0087,6705,5.4201e-4,0.20087576,3
2012,47,40000,01603,0.9434,0.2115,162822,0.1995291,0.20087576,3
2012,47,40000,01604,0.0665,0.0121,9342,8.046500000000001e-4,0.20087576,3
2012,47,48000,03201,1,0.1246,142945,0.1246,0.51888176,2
2012,47,48000,03202,1,0.111,127375,0.111,0.51888176,2
2012,47,48000,03203,0.8439,0.0842,96545,0.07105638,0.51888176,2
2012,47,48000,03204,0.1011,0.0092,10544,9.3012e-4,0.51888176,2
2012,47,48000,03205,0.6143,0.0574,65896,0.03526082,0.51888176,2
2012,47,48000,03206,0.0208,0.0022,2526,4.576e-5,0.51888176,2
2012,47,48000,03207,0.9674,0.0898,103055,0.08687252000000001,0.51888176,2
2012,47,48000,03208,0.9946,0.0896,102814,0.08911616,0.51888176,2
2012,47,51560,02401,0.0689,0.0605,8307,0.00416845,0.52415389,2
2012,47,51560,02402,0.7092,0.7332,100745,0.51998544,0.52415389,2
2012,47,52006,02501,1,0.245,147842,0.245,0.96521669,1
2012,47,52006,02502,0.9011,0.1565,94427,0.14102215,0.96521669,1
2012,47,52006,02503,1,0.1903,114864,0.1903,0.96521669,1
2012,47,52006,02504,0.9962,0.1955,117968,0.1947571,0.96521669,1
2012,47,52006,02505,0.9123,0.2128,128423,0.19413744,0.96521669,1
2012,48,01000,02600,0.0263,0.0084,5145,2.2092e-4,0.15646452000000002,3
2012,48,01000,02700,0.851,0.1836,111918,0.1562436,0.15646452000000002,3
2012,48,01924,01904,0.5993,0.8275,69750,0.4959207500000001,0.5165000000000001,2
2012,48,01924,01907,0.1193,0.1725,14540,0.02057925,0.5165000000000001,2
2012,48,03000,00200,0.8711,0.1308,105472,0.11393988,0.18854294,3
2012,48,03000,00300,0.7058,0.1057,85209,0.07460306,0.18854294,3
2012,48,04000,02502,0.3148,0.0206,35600,0.00648488,0.14490386,3
2012,48,04000,02503,0.8697,0.0647,112130,0.056269589999999994,0.14490386,3
2012,48,04000,02504,0.7911,0.0482,83499,0.03813102,0.14490386,3
2012,48,04000,02505,0.421,0.0246,42606,0.0103566,0.14490386,3
2012,48,04000,02506,0.0602,0.0037,6457,2.2274e-4,0.14490386,3
2012,48,04000,02507,0.7158,0.0466,80680,0.03335628,0.14490386,3
2012,48,04000,02509,0.0331,0.0025,4400,8.274999999999999e-5,0.14490386,3
2012,48,05000,05203,0.5219,0.0492,52252,0.025677480000000003,0.66964975,2
2012,48,05000,05204,3e-4,0,30,0,0.66964975,2
2012,48,05000,05301,0.0466,0.0047,5018,2.1902000000000003e-4,0.66964975,2
2012,48,05000,05302,0.9726,0.0942,99985,0.09161892,0.66964975,2
2012,48,05000,05303,0.8879,0.1046,110966,0.09287434,0.66964975,2
2012,48,05000,05304,0.9752,0.1111,117909,0.10834472,0.66964975,2
2012,48,05000,05305,0.6953,0.0695,73772,0.04832335000000001,0.66964975,2
2012,48,05000,05306,1,0.1258,133459,0.1258,0.66964975,2
2012,48,05000,05307,0.9968,0.1032,109486,0.10286976,0.66964975,2
2012,48,05000,05308,0.822,0.0874,92799,0.0718428,0.66964975,2
2012,48,05000,05309,0.1444,0.0144,15243,0.00207936,0.66964975,2
2012,48,06128,04400,0.0375,0.0576,4154,0.00216,0.62452096,2
2012,48,06128,04623,0.6604,0.9424,67941,0.62236096,0.62452096,2
2012,48,07000,04301,0.9997,0.1202,116076,0.12016394000000001,0.12020143000000001,3
2012,48,07000,04302,0.0163,0.0023,2216,3.7489999999999995e-5,0.12020143000000001,3
2012,48,10768,06701,0.2582,0.1654,30079,0.04270627999999999,0.83990628,1
2012,48,10768,06703,1,0.7972,144944,0.7972,0.83990628,1
2012,48,10912,03602,0.3911,0.9671,76213,0.37823281,0.37823281,2
2012,48,13024,02001,0.6069,0.5175,64183,0.31407074999999995,0.41796294999999994,2
2012,48,13024,02002,0.0544,0.0448,5560,0.0024371199999999997,0.41796294999999994,2
2012,48,13024,02310,0.2999,0.2468,30615,0.07401532,0.41796294999999994,2
2012,48,13024,02322,0.1816,0.1511,18737,0.027439760000000004,0.41796294999999994,2
2012,48,13552,05203,0.0712,0.0829,7125,0.00590248,0.19588541,3
2012,48,13552,05204,0.3894,0.486,41782,0.1892484,0.19588541,3
2012,48,13552,05305,0.0244,0.0301,2589,7.3444e-4,0.19588541,3
2012,48,13552,05309,3e-4,3e-4,30,8.999999999999999e-8,0.19588541,3
2012,48,15976,03602,0.4827,0.959,94062,0.4629093,0.4629093,2
2012,48,16432,04501,0.2731,0.6547,37387,0.17879857,0.22306462,3
2012,48,16432,04502,0.146,0.2928,16719,0.042748799999999997,0.22306462,3
2012,48,16432,04503,0.0289,0.0525,2997,0.00151725,0.22306462,3
2012,48,17000,06601,0.7011,0.2083,82117,0.14603913,0.71193913,2
2012,48,17000,06602,1,0.2979,117456,0.2979,0.71193913,2
2012,48,17000,06603,1,0.268,105642,0.268,0.71193913,2
2012,48,19000,00900,3e-4,0,52,0,0.56263369,2
2012,48,19000,01901,0.4239,0.0273,46883,0.011572470000000001,0.56263369,2
2012,48,19000,02001,0.2513,0.0155,26579,0.0038951500000000004,0.56263369,2
2012,48,19000,02301,1e-4,0,14,0,0.56263369,2
2012,48,19000,02302,0.0328,0.0019,3287,6.232e-5,0.56263369,2
2012,48,19000,02303,5e-4,0,54,0,0.56263369,2
2012,48,19000,02304,0.7182,0.042,72089,0.0301644,0.56263369,2
2012,48,19000,02305,0.6508,0.0471,80837,0.030652680000000005,0.56263369,2
2012,48,19000,02306,0.8749,0.0618,106158,0.054068820000000004,0.56263369,2
2012,48,19000,02307,1,0.0662,113626,0.0662,0.56263369,2
2012,48,19000,02308,0.0479,0.0029,5013,1.3890999999999998e-4,0.56263369,2
2012,48,19000,02309,0.4889,0.0309,53002,0.01510701,0.56263369,2
2012,48,19000,02310,0.3331,0.0198,34004,0.0065953800000000005,0.56263369,2
2012,48,19000,02311,1,0.0621,106677,0.0621,0.56263369,2
2012,48,19000,02312,0.6874,0.0435,74667,0.0299019,0.56263369,2
2012,48,19000,02313,1,0.0625,107302,0.0625,0.56263369,2
2012,48,19000,02314,1,0.0673,115618,0.0673,0.56263369,2
2012,48,19000,02315,0.9617,0.0613,105270,0.05895221,0.56263369,2
2012,48,19000,02316,1,0.0594,102064,0.0594,0.56263369,2
2012,48,19000,02317,0.0553,0.0032,5549,1.7696e-4,0.56263369,2
2012,48,19000,02318,0.1661,0.01,17235,0.001661,0.56263369,2
2012,48,19000,02319,0.1851,0.0117,20020,0.0021656699999999997,0.56263369,2
2012,48,19000,02321,0.0171,0.0011,1803,1.881e-5,0.56263369,2
2012,48,19000,02322,1e-4,0,7,0,0.56263369,2
2012,48,19972,02003,0.0245,0.02,2871,4.9e-4,0.5936842,2
2012,48,19972,02005,0.856,0.6748,96681,0.5776287999999999,0.5936842,2
2012,48,19972,02006,0.1396,0.1115,15975,0.0155654,0.5936842,2
2012,48,22660,06804,0.7174,0.6819,74561,0.48919506,0.48975186000000004,2
2012,48,22660,06807,0.024,0.0232,2539,5.568e-4,0.48975186000000004,2
