year,state,county
2018,51,185
2018,51,187
2018,51,191
2018,51,193
2018,51,195
2018,51,197
2018,51,199
2018,51,510
2018,51,520
2018,51,530
2018,51,540
2018,51,550
2018,51,570
2018,51,580
2018,51,590
2018,51,595
2018,51,600
2018,51,610
2018,51,620
2018,51,630
2018,51,640
2018,51,650
2018,51,660
2018,51,670
2018,51,678
2018,51,680
2018,51,683
2018,51,685
2018,51,690
2018,51,700
2018,51,710
2018,51,720
2018,51,730
2018,51,735
2018,51,740
2018,51,750
2018,51,760
2018,51,770
2018,51,775
2018,51,790
2018,51,800
2018,51,810
2018,51,820
2018,51,830
2018,51,840
2018,53,001
2018,53,003
2018,53,005
2018,53,007
2018,53,009
2018,53,011
2018,53,013
2018,53,015
2018,53,017
2018,53,019
2018,53,021
2018,53,023
2018,53,025
2018,53,027
2018,53,029
2018,53,031
2018,53,033
2018,53,035
2018,53,037
2018,53,039
2018,53,041
2018,53,043
2018,53,045
2018,53,047
2018,53,049
2018,53,051
2018,53,053
2018,53,055
2018,53,057
2018,53,059
2018,53,061
2018,53,063
2018,53,065
2018,53,067
2018,53,069
2018,53,071
2018,53,073
2018,53,075
2018,53,077
2018,54,001
2018,54,003
2018,54,005
2018,54,007
2018,54,009
2018,54,011
2018,54,013
2018,54,015
2018,54,017
2018,54,019
2018,54,021
2018,54,023
2018,54,025
2018,54,027
2018,54,029
2018,54,031
2018,54,033
2018,54,035
2018,54,037
2018,54,039
2018,54,041
2018,54,043
2018,54,045
2018,54,047
2018,54,049
2018,54,051
2018,54,053
2018,54,055
2018,54,057
2018,54,059
2018,54,061
2018,54,063
2018,54,065
2018,54,067
2018,54,069
2018,54,071
2018,54,073
2018,54,075
2018,54,077
2018,54,079
2018,54,081
2018,54,083
2018,54,085
2018,54,087
2018,54,089
2018,54,091
2018,54,093
2018,54,095
2018,54,097
2018,54,099
2018,54,101
2018,54,103
2018,54,105
2018,54,107
2018,54,109
2018,55,001
2018,55,003
2018,55,005
2018,55,007
2018,55,009
2018,55,011
2018,55,013
2018,55,015
2018,55,017
2018,55,019
2018,55,021
2018,55,023
2018,55,025
2018,55,027
2018,55,029
2018,55,031
2018,55,033
2018,55,035
2018,55,037
2018,55,039
2018,55,041
2018,55,043
2018,55,045
2018,55,047
2018,55,049
2018,55,051
2018,55,053
2018,55,055
2018,55,057
2018,55,059
2018,55,061
2018,55,063
2018,55,065
2018,55,067
2018,55,069
2018,55,071
2018,55,073
2018,55,075
2018,55,077
2018,55,078
2018,55,079
2018,55,081
2018,55,083
2018,55,085
2018,55,087
2018,55,089
2018,55,091
2018,55,093
2018,55,095
2018,55,097
2018,55,099
2018,55,101
2018,55,103
2018,55,105
2018,55,107
2018,55,109
2018,55,111
2018,55,113
2018,55,115
2018,55,117
2018,55,119
2018,55,121
2018,55,123
2018,55,125
2018,55,127
2018,55,129
2018,55,131
2018,55,133
2018,55,135
2018,55,137
2018,55,139
2018,55,141
2018,56,001
2018,56,003
2018,56,005
2018,56,007
2018,56,009
2018,56,011
2018,56,013
2018,56,015
2018,56,017
2018,56,019
2018,56,021
2018,56,023
2018,56,025
2018,56,027
2018,56,029
2018,56,031
2018,56,033
2018,56,035
2018,56,037
2018,56,039
2018,56,041
2018,56,043
2018,56,045
2019,01,001
2019,01,003
2019,01,005
2019,01,007
2019,01,009
2019,01,011
2019,01,013
2019,01,015
2019,01,017
2019,01,019
2019,01,021
2019,01,023
2019,01,025
2019,01,027
2019,01,029
2019,01,031
2019,01,033
2019,01,035
2019,01,037
2019,01,039
2019,01,041
2019,01,043
2019,01,045
2019,01,047
2019,01,049
2019,01,051
2019,01,053
2019,01,055
2019,01,057
2019,01,059
2019,01,061
2019,01,063
2019,01,065
2019,01,067
2019,01,069
2019,01,071
2019,01,073
2019,01,075
2019,01,077
2019,01,079
2019,01,081
2019,01,083
2019,01,085
2019,01,087
2019,01,089
2019,01,091
2019,01,093
2019,01,095
2019,01,097
2019,01,099
2019,01,101
2019,01,103
2019,01,105
2019,01,107
2019,01,109
2019,01,111
2019,01,113
2019,01,115
2019,01,117
2019,01,119
2019,01,121
2019,01,123
2019,01,125
2019,01,127
2019,01,129
2019,01,131
2019,01,133
2019,02,013
2019,02,016
2019,02,020
2019,02,050
2019,02,060
2019,02,068
2019,02,070
2019,02,090
2019,02,100
2019,02,105
2019,02,110
2019,02,122
2019,02,130
2019,02,150
2019,02,158
2019,02,164
2019,02,170
2019,02,180
2019,02,185
2019,02,188
2019,02,195
2019,02,198
2019,02,220
2019,02,230
2019,02,240
2019,02,261
2019,02,275
2019,02,282
2019,02,290
2019,04,001
2019,04,003
2019,04,005
2019,04,007
2019,04,009
2019,04,011
2019,04,012
2019,04,013
2019,04,015
2019,04,017
2019,04,019
2019,04,021
2019,04,023
2019,04,025
2019,04,027
2019,05,001
2019,05,003
2019,05,005
2019,05,007
2019,05,009
2019,05,011
2019,05,013
2019,05,015
2019,05,017
2019,05,019
2019,05,021
2019,05,023
2019,05,025
2019,05,027
2019,05,029
2019,05,031
2019,05,033
2019,05,035
2019,05,037
2019,05,039
2019,05,041
2019,05,043
2019,05,045
2019,05,047
2019,05,049
2019,05,051
2019,05,053
2019,05,055
2019,05,057
2019,05,059
2019,05,061
2019,05,063
2019,05,065
2019,05,067
2019,05,069
2019,05,071
2019,05,073
2019,05,075
2019,05,077
2019,05,079
2019,05,081
2019,05,083
2019,05,085
2019,05,087
2019,05,089
2019,05,091
2019,05,093
2019,05,095
2019,05,097
2019,05,099
2019,05,101
2019,05,103
2019,05,105
2019,05,107
2019,05,109
2019,05,111
2019,05,113
2019,05,115
2019,05,117
2019,05,119
2019,05,121
2019,05,123
2019,05,125
2019,05,127
2019,05,129
2019,05,131
2019,05,133
2019,05,135
2019,05,137
2019,05,139
2019,05,141
2019,05,143
2019,05,145
2019,05,147
2019,05,149
2019,06,001
2019,06,003
2019,06,005
2019,06,007
2019,06,009
2019,06,011
2019,06,013
2019,06,015
2019,06,017
2019,06,019
2019,06,021
2019,06,023
2019,06,025
2019,06,027
2019,06,029
2019,06,031
2019,06,033
2019,06,035
2019,06,037
2019,06,039
2019,06,041
2019,06,043
2019,06,045
2019,06,047
2019,06,049
2019,06,051
2019,06,053
2019,06,055
2019,06,057
2019,06,059
2019,06,061
2019,06,063
2019,06,065
2019,06,067
2019,06,069
2019,06,071
2019,06,073
2019,06,075
2019,06,077
2019,06,079
2019,06,081
2019,06,083
2019,06,085
2019,06,087
2019,06,089
2019,06,091
2019,06,093
2019,06,095
2019,06,097
2019,06,099
2019,06,101
2019,06,103
2019,06,105
2019,06,107
2019,06,109
2019,06,111
2019,06,113
2019,06,115
2019,08,001
2019,08,003
2019,08,005
2019,08,007
2019,08,009
2019,08,011
2019,08,013
2019,08,014
2019,08,015
2019,08,017
2019,08,019
2019,08,021
2019,08,023
2019,08,025
2019,08,027
2019,08,029
2019,08,031
2019,08,033
2019,08,035
2019,08,037
2019,08,039
2019,08,041
2019,08,043
2019,08,045
2019,08,047
2019,08,049
2019,08,051
2019,08,053
2019,08,055
2019,08,057
2019,08,059
2019,08,061
2019,08,063
2019,08,065
2019,08,067
2019,08,069
2019,08,071
2019,08,073
2019,08,075
2019,08,077
2019,08,079
2019,08,081
2019,08,083
2019,08,085
2019,08,087
2019,08,089
2019,08,091
2019,08,093
2019,08,095
2019,08,097
2019,08,099
2019,08,101
2019,08,103
2019,08,105
2019,08,107
2019,08,109
2019,08,111
2019,08,113
2019,08,115
2019,08,117
2019,08,119
2019,08,121
2019,08,123
2019,08,125
2019,09,001
2019,09,003
2019,09,005
2019,09,007
2019,09,009
2019,09,011
2019,09,013
2019,09,015
2019,10,001
2019,10,003
2019,10,005
2019,11,001
2019,12,001
2019,12,003
2019,12,005
2019,12,007
2019,12,009
2019,12,011
2019,12,013
2019,12,015
2019,12,017
2019,12,019
2019,12,021
2019,12,023
2019,12,027
2019,12,029
2019,12,031
2019,12,033
2019,12,035
2019,12,037
2019,12,039
2019,12,041
2019,12,043
2019,12,045
2019,12,047
2019,12,049
2019,12,051
2019,12,053
2019,12,055
2019,12,057
2019,12,059
2019,12,061
2019,12,063
2019,12,065
2019,12,067
2019,12,069
2019,12,071
2019,12,073
2019,12,075
2019,12,077
2019,12,079
2019,12,081
2019,12,083
2019,12,085
2019,12,086
2019,12,087
2019,12,089
2019,12,091
2019,12,093
2019,12,095
2019,12,097
2019,12,099
2019,12,101
2019,12,103
2019,12,105
2019,12,107
2019,12,109
2019,12,111
2019,12,113
2019,12,115
2019,12,117
2019,12,119
2019,12,121
2019,12,123
2019,12,125
2019,12,127
2019,12,129
2019,12,131
2019,12,133
2019,13,001
2019,13,003
2019,13,005
2019,13,007
2019,13,009
2019,13,011
2019,13,013
2019,13,015
2019,13,017
2019,13,019
2019,13,021
2019,13,023
2019,13,025
2019,13,027
2019,13,029
2019,13,031
2019,13,033
2019,13,035
2019,13,037
2019,13,039
2019,13,043
2019,13,045
2019,13,047
2019,13,049
2019,13,051
2019,13,053
2019,13,055
2019,13,057
2019,13,059
2019,13,061
2019,13,063
2019,13,065
2019,13,067
2019,13,069
2019,13,071
2019,13,073
2019,13,075
2019,13,077
2019,13,079
2019,13,081
2019,13,083
2019,13,085
2019,13,087
2019,13,089
2019,13,091
2019,13,093
2019,13,095
2019,13,097
2019,13,099
2019,13,101
2019,13,103
2019,13,105
2019,13,107
2019,13,109
2019,13,111
2019,13,113
2019,13,115
2019,13,117
2019,13,119
2019,13,121
2019,13,123
2019,13,125
2019,13,127
2019,13,129
2019,13,131
2019,13,133
2019,13,135
2019,13,137
2019,13,139
2019,13,141
2019,13,143
2019,13,145
2019,13,147
2019,13,149
2019,13,151
2019,13,153
2019,13,155
2019,13,157
2019,13,159
2019,13,161
2019,13,163
2019,13,165
2019,13,167
2019,13,169
2019,13,171
2019,13,173
2019,13,175
2019,13,177
2019,13,179
2019,13,181
2019,13,183
2019,13,185
2019,13,187
2019,13,189
2019,13,191
2019,13,193
2019,13,195
2019,13,197
2019,13,199
2019,13,201
2019,13,205
2019,13,207
2019,13,209
2019,13,211
2019,13,213
2019,13,215
2019,13,217
2019,13,219
2019,13,221
2019,13,223
2019,13,225
2019,13,227
2019,13,229
2019,13,231
2019,13,233
2019,13,235
2019,13,237
2019,13,239
2019,13,241
2019,13,243
2019,13,245
2019,13,247
2019,13,249
2019,13,251
2019,13,253
2019,13,255
2019,13,257
2019,13,259
2019,13,261
2019,13,263
2019,13,265
2019,13,267
2019,13,269
2019,13,271
2019,13,273
2019,13,275
2019,13,277
2019,13,279
2019,13,281
2019,13,283
2019,13,285
2019,13,287
2019,13,289
2019,13,291
2019,13,293
2019,13,295
2019,13,297
2019,13,299
2019,13,301
2019,13,303
2019,13,305
2019,13,307
2019,13,309
2019,13,311
2019,13,313
2019,13,315
2019,13,317
2019,13,319
2019,13,321
2019,15,001
2019,15,003
2019,15,005
2019,15,007
2019,15,009
2019,16,001
2019,16,003
2019,16,005
2019,16,007
2019,16,009
2019,16,011
2019,16,013
2019,16,015
2019,16,017
2019,16,019
2019,16,021
2019,16,023
2019,16,025
2019,16,027
2019,16,029
2019,16,031
2019,16,033
2019,16,035
2019,16,037
2019,16,039
2019,16,041
2019,16,043
2019,16,045
2019,16,047
2019,16,049
2019,16,051
2019,16,053
2019,16,055
2019,16,057
2019,16,059
2019,16,061
2019,16,063
2019,16,065
2019,16,067
2019,16,069
2019,16,071
2019,16,073
2019,16,075
2019,16,077
2019,16,079
2019,16,081
2019,16,083
2019,16,085
2019,16,087
2019,17,001
2019,17,003
2019,17,005
2019,17,007
2019,17,009
2019,17,011
2019,17,013
2019,17,015
2019,17,017
2019,17,019
2019,17,021
2019,17,023
2019,17,025
2019,17,027
2019,17,029
2019,17,031
2019,17,033
2019,17,035
2019,17,037
2019,17,039
2019,17,041
2019,17,043
2019,17,045
2019,17,047
2019,17,049
2019,17,051
2019,17,053
2019,17,055
2019,17,057
2019,17,059
2019,17,061
2019,17,063
2019,17,065
2019,17,067
2019,17,069
2019,17,071
2019,17,073
2019,17,075
2019,17,077
2019,17,079
2019,17,081
2019,17,083
2019,17,085
2019,17,087
2019,17,089
2019,17,091
2019,17,093
2019,17,095
2019,17,097
2019,17,099
2019,17,101
2019,17,103
2019,17,105
2019,17,107
2019,17,109
2019,17,111
2019,17,113
2019,17,115
2019,17,117
2019,17,119
2019,17,121
2019,17,123
2019,17,125
2019,17,127
2019,17,129
2019,17,131
2019,17,133
2019,17,135
2019,17,137
2019,17,139
2019,17,141
2019,17,143
2019,17,145
2019,17,147
2019,17,149
2019,17,151
2019,17,153
2019,17,155
2019,17,157
2019,17,159
2019,17,161
2019,17,163
2019,17,165
2019,17,167
2019,17,169
2019,17,171
2019,17,173
2019,17,175
2019,17,177
2019,17,179
2019,17,181
2019,17,183
2019,17,185
2019,17,187
2019,17,189
2019,17,191
2019,17,193
2019,17,195
2019,17,197
2019,17,199
2019,17,201
2019,17,203
2019,18,001
2019,18,003
2019,18,005
2019,18,007
2019,18,009
2019,18,011
2019,18,013
2019,18,015
2019,18,017
2019,18,019
2019,18,021
2019,18,023
2019,18,025
2019,18,027
2019,18,029
2019,18,031
2019,18,033
2019,18,035
2019,18,037
2019,18,039
2019,18,041
2019,18,043
2019,18,045
2019,18,047
2019,18,049
2019,18,051
2019,18,053
2019,18,055
2019,18,057
2019,18,059
2019,18,061
2019,18,063
2019,18,065
2019,18,067
2019,18,069
2019,18,071
2019,18,073
2019,18,075
2019,18,077
2019,18,079
2019,18,081
2019,18,083
2019,18,085
2019,18,087
2019,18,089
2019,18,091
2019,18,093
2019,18,095
2019,18,097
2019,18,099
2019,18,101
2019,18,103
2019,18,105
2019,18,107
2019,18,109
2019,18,111
2019,18,113
2019,18,115
2019,18,117
2019,18,119
2019,18,121
2019,18,123
2019,18,125
2019,18,127
2019,18,129
2019,18,131
2019,18,133
2019,18,135
2019,18,137
2019,18,139
2019,18,141
2019,18,143
2019,18,145
2019,18,147
2019,18,149
2019,18,151
2019,18,153
2019,18,155
2019,18,157
2019,18,159
2019,18,161
2019,18,163
2019,18,165
2019,18,167
2019,18,169
2019,18,171
2019,18,173
2019,18,175
2019,18,177
2019,18,179
2019,18,181
2019,18,183
2019,19,001
2019,19,003
2019,19,005
2019,19,007
2019,19,009
2019,19,011
2019,19,013
2019,19,015
2019,19,017
2019,19,019
2019,19,021
2019,19,023
2019,19,025
2019,19,027
2019,19,029
2019,19,031
2019,19,033
2019,19,035
2019,19,037
2019,19,039
2019,19,041
2019,19,043
2019,19,045
2019,19,047
2019,19,049
2019,19,051
2019,19,053
2019,19,055
2019,19,057
2019,19,059
2019,19,061
2019,19,063
2019,19,065
2019,19,067
2019,19,069
2019,19,071
2019,19,073
2019,19,075
2019,19,077
2019,19,079
2019,19,081
2019,19,083
2019,19,085
2019,19,087
2019,19,089
2019,19,091
2019,19,093
2019,19,095
2019,19,097
2019,19,099
2019,19,101
2019,19,103
2019,19,105
2019,19,107
2019,19,109
2019,19,111
2019,19,113
2019,19,115
2019,19,117
2019,19,119
2019,19,121
2019,19,123
2019,19,125
2019,19,127
2019,19,129
2019,19,131
2019,19,133
2019,19,135
2019,19,137
2019,19,139
2019,19,141
2019,19,143
2019,19,145
2019,19,147
2019,19,149
2019,19,151
2019,19,153
2019,19,155
2019,19,157
2019,19,159
2019,19,161
2019,19,163
2019,19,165
2019,19,167
2019,19,169
2019,19,171
2019,19,173
2019,19,175
2019,19,177
2019,19,179
2019,19,181
2019,19,183
2019,19,185
2019,19,187
2019,19,189
2019,19,191
2019,19,193
2019,19,195
2019,19,197
2019,20,001
2019,20,003
2019,20,005
2019,20,007
2019,20,009
2019,20,011
2019,20,013
2019,20,015
2019,20,017
2019,20,019
2019,20,021
2019,20,023
2019,20,025
2019,20,027
2019,20,029
2019,20,031
2019,20,033
2019,20,035
2019,20,037
2019,20,039
2019,20,041
2019,20,043
2019,20,045
2019,20,047
2019,20,049
2019,20,051
2019,20,053
2019,20,055
2019,20,057
2019,20,059
2019,20,061
2019,20,063
2019,20,065
2019,20,067
2019,20,069
2019,20,071
2019,20,073
2019,20,075
2019,20,077
2019,20,079
2019,20,081
2019,20,083
2019,20,085
2019,20,087
2019,20,089
2019,20,091
2019,20,093
2019,20,095
2019,20,097
2019,20,099
2019,20,101
2019,20,103
2019,20,105
2019,20,107
2019,20,109
2019,20,111
2019,20,113
2019,20,115
2019,20,117
2019,20,119
2019,20,121
2019,20,123
2019,20,125
2019,20,127
2019,20,129
2019,20,131
2019,20,133
2019,20,135
2019,20,137
2019,20,139
2019,20,141
2019,20,143
2019,20,145
2019,20,147
2019,20,149
2019,20,151
2019,20,153
2019,20,155
2019,20,157
2019,20,159
2019,20,161
2019,20,163
2019,20,165
2019,20,167
2019,20,169
2019,20,171
2019,20,173
2019,20,175
2019,20,177
2019,20,179
2019,20,181
2019,20,183
2019,20,185
2019,20,187
2019,20,189
2019,20,191
2019,20,193
2019,20,195
2019,20,197
2019,20,199
2019,20,201
2019,20,203
2019,20,205
2019,20,207
2019,20,209
2019,21,001
2019,21,003
2019,21,005
2019,21,007
2019,21,009
2019,21,011
2019,21,013
2019,21,015
2019,21,017
2019,21,019
2019,21,021
2019,21,023
2019,21,025
2019,21,027
2019,21,029
2019,21,031
2019,21,033
2019,21,035
2019,21,037
2019,21,039
2019,21,041
2019,21,043
2019,21,045
2019,21,047
2019,21,049
2019,21,051
2019,21,053
2019,21,055
2019,21,057
2019,21,059
2019,21,061
2019,21,063
2019,21,065
2019,21,067
2019,21,069
2019,21,071
2019,21,073
2019,21,075
2019,21,077
2019,21,079
2019,21,081
2019,21,083
2019,21,085
2019,21,087
2019,21,089
2019,21,091
2019,21,093
2019,21,095
2019,21,097
2019,21,099
2019,21,101
2019,21,103
2019,21,105
2019,21,107
2019,21,109
2019,21,111
2019,21,113
2019,21,115
2019,21,117
2019,21,119
2019,21,121
2019,21,123
2019,21,125
2019,21,127
2019,21,129
2019,21,131
2019,21,133
2019,21,135
2019,21,137
2019,21,139
2019,21,141
2019,21,143
2019,21,145
2019,21,147
2019,21,149
2019,21,151
2019,21,153
2019,21,155
2019,21,157
2019,21,159
2019,21,161
2019,21,163
2019,21,165
2019,21,167
2019,21,169
2019,21,171
2019,21,173
2019,21,175
2019,21,177
2019,21,179
2019,21,181
2019,21,183
2019,21,185
2019,21,187
2019,21,189
2019,21,191
2019,21,193
2019,21,195
2019,21,197
2019,21,199
2019,21,201
2019,21,203
2019,21,205
2019,21,207
2019,21,209
2019,21,211
2019,21,213
2019,21,215
2019,21,217
2019,21,219
2019,21,221
2019,21,223
2019,21,225
2019,21,227
2019,21,229
2019,21,231
2019,21,233
2019,21,235
2019,21,237
2019,21,239
2019,22,001
2019,22,003
2019,22,005
2019,22,007
2019,22,009
2019,22,011
2019,22,013
2019,22,015
2019,22,017
2019,22,019
2019,22,021
2019,22,023
2019,22,025
2019,22,027
2019,22,029
2019,22,031
2019,22,033
2019,22,035
2019,22,037
2019,22,039
2019,22,041
2019,22,043
2019,22,045
2019,22,047
2019,22,049
2019,22,051
2019,22,053
2019,22,055
2019,22,057
2019,22,059
2019,22,061
2019,22,063
2019,22,065
2019,22,067
2019,22,069
2019,22,071
2019,22,073
2019,22,075
2019,22,077
2019,22,079
2019,22,081
2019,22,083
2019,22,085
2019,22,087
2019,22,089
2019,22,091
2019,22,093
2019,22,095
2019,22,097
2019,22,099
2019,22,101
2019,22,103
2019,22,105
2019,22,107
2019,22,109
2019,22,111
2019,22,113
2019,22,115
2019,22,117
2019,22,119
2019,22,121
2019,22,123
2019,22,125
2019,22,127
2019,23,001
2019,23,003
2019,23,005
2019,23,007
2019,23,009
2019,23,011
2019,23,013
2019,23,015
2019,23,017
2019,23,019
2019,23,021
2019,23,023
2019,23,025
2019,23,027
2019,23,029
2019,23,031
2019,24,001
2019,24,003
2019,24,005
2019,24,009
2019,24,011
2019,24,013
2019,24,015
2019,24,017
2019,24,019
2019,24,021
2019,24,023
2019,24,025
2019,24,027
2019,24,029
2019,24,031
2019,24,033
2019,24,035
2019,24,037
2019,24,039
2019,24,041
2019,24,043
2019,24,045
2019,24,047
2019,24,510
2019,25,001
2019,25,003
2019,25,005
2019,25,007
2019,25,009
2019,25,011
2019,25,013
2019,25,015
2019,25,017
2019,25,019
2019,25,021
2019,25,023
2019,25,025
2019,25,027
2019,26,001
2019,26,003
2019,26,005
2019,26,007
2019,26,009
2019,26,011
2019,26,013
2019,26,015
2019,26,017
2019,26,019
2019,26,021
2019,26,023
2019,26,025
2019,26,027
2019,26,029
2019,26,031
2019,26,033
2019,26,035
2019,26,037
2019,26,039
2019,26,041
2019,26,043
2019,26,045
2019,26,047
2019,26,049
2019,26,051
2019,26,053
2019,26,055
2019,26,057
2019,26,059
2019,26,061
2019,26,063
2019,26,065
2019,26,067
2019,26,069
2019,26,071
2019,26,073
2019,26,075
2019,26,077
2019,26,079
2019,26,081
2019,26,083
2019,26,085
2019,26,087
2019,26,089
2019,26,091
2019,26,093
2019,26,095
2019,26,097
2019,26,099
2019,26,101
2019,26,103
2019,26,105
2019,26,107
2019,26,109
2019,26,111
2019,26,113
2019,26,115
2019,26,117
2019,26,119
2019,26,121
2019,26,123
2019,26,125
2019,26,127
2019,26,129
2019,26,131
2019,26,133
2019,26,135
2019,26,137
2019,26,139
2019,26,141
2019,26,143
2019,26,145
2019,26,147
2019,26,149
2019,26,151
2019,26,153
2019,26,155
2019,26,157
2019,26,159
2019,26,161
2019,26,163
2019,26,165
2019,27,001
2019,27,003
2019,27,005
2019,27,007
2019,27,009
2019,27,011
2019,27,013
2019,27,015
2019,27,017
2019,27,019
2019,27,021
2019,27,023
2019,27,025
2019,27,027
2019,27,029
2019,27,031
2019,27,033
2019,27,035
2019,27,037
2019,27,039
2019,27,041
2019,27,043
2019,27,045
2019,27,047
2019,27,049
2019,27,051
2019,27,053
2019,27,055
2019,27,057
2019,27,059
2019,27,061
2019,27,063
2019,27,065
2019,27,067
2019,27,069
2019,27,071
2019,27,073
2019,27,075
2019,27,077
2019,27,079
2019,27,081
2019,27,083
2019,27,085
2019,27,087
2019,27,089
2019,27,091
2019,27,093
2019,27,095
2019,27,097
2019,27,099
2019,27,101
2019,27,103
2019,27,105
2019,27,107
2019,27,109
2019,27,111
2019,27,113
2019,27,115
2019,27,117
2019,27,119
2019,27,121
2019,27,123
2019,27,125
2019,27,127
2019,27,129
2019,27,131
2019,27,133
2019,27,135
2019,27,137
2019,27,139
2019,27,141
2019,27,143
2019,27,145
2019,27,147
2019,27,149
2019,27,151
2019,27,153
2019,27,155
2019,27,157
2019,27,159
2019,27,161
2019,27,163
2019,27,165
2019,27,167
2019,27,169
2019,27,171
2019,27,173
2019,28,001
2019,28,003
2019,28,005
2019,28,007
2019,28,009
2019,28,011
2019,28,013
2019,28,015
2019,28,017
2019,28,019
2019,28,021
2019,28,023
2019,28,025
2019,28,027
2019,28,029
2019,28,031
2019,28,033
2019,28,035
2019,28,037
2019,28,039
2019,28,041
2019,28,043
2019,28,045
2019,28,047
2019,28,049
2019,28,051
2019,28,053
2019,28,055
2019,28,057
2019,28,059
2019,28,061
2019,28,063
2019,28,065
2019,28,067
2019,28,069
2019,28,071
2019,28,073
2019,28,075
2019,28,077
2019,28,079
2019,28,081
2019,28,083
2019,28,085
2019,28,087
2019,28,089
2019,28,091
2019,28,093
2019,28,095
2019,28,097
2019,28,099
2019,28,101
2019,28,103
2019,28,105
2019,28,107
2019,28,109
2019,28,111
2019,28,113
2019,28,115
2019,28,117
2019,28,119
2019,28,121
2019,28,123
2019,28,125
2019,28,127
2019,28,129
2019,28,131
2019,28,133
2019,28,135
2019,28,137
2019,28,139
2019,28,141
2019,28,143
2019,28,145
2019,28,147
2019,28,149
2019,28,151
2019,28,153
2019,28,155
2019,28,157
2019,28,159
2019,28,161
2019,28,163
2019,29,001
2019,29,003
2019,29,005
2019,29,007
2019,29,009
2019,29,011
2019,29,013
2019,29,015
2019,29,017
2019,29,019
2019,29,021
2019,29,023
2019,29,025
2019,29,027
2019,29,029
2019,29,031
2019,29,033
2019,29,035
2019,29,037
2019,29,039
2019,29,041
2019,29,043
2019,29,045
2019,29,047
2019,29,049
2019,29,051
2019,29,053
2019,29,055
2019,29,057
2019,29,059
2019,29,061
2019,29,063
2019,29,065
2019,29,067
2019,29,069
2019,29,071
2019,29,073
2019,29,075
2019,29,077
2019,29,079
2019,29,081
2019,29,083
2019,29,085
2019,29,087
2019,29,089
2019,29,091
2019,29,093
2019,29,095
2019,29,097
2019,29,099
2019,29,101
2019,29,103
2019,29,105
2019,29,107
2019,29,109
2019,29,111
2019,29,113
2019,29,115
2019,29,117
2019,29,119
2019,29,121
2019,29,123
2019,29,125
2019,29,127
2019,29,129
2019,29,131
2019,29,133
2019,29,135
2019,29,137
2019,29,139
2019,29,141
2019,29,143
2019,29,145
2019,29,147
2019,29,149
2019,29,151
2019,29,153
2019,29,155
2019,29,157
2019,29,159
2019,29,161
2019,29,163
2019,29,165
2019,29,167
2019,29,169
2019,29,171
2019,29,173
2019,29,175
2019,29,177
2019,29,179
2019,29,181
2019,29,183
2019,29,185
2019,29,186
2019,29,187
2019,29,189
2019,29,195
2019,29,197
2019,29,199
2019,29,201
2019,29,203
2019,29,205
2019,29,207
2019,29,209
2019,29,211
2019,29,213
2019,29,215
2019,29,217
2019,29,219
2019,29,221
2019,29,223
2019,29,225
2019,29,227
2019,29,229
2019,29,510
2019,30,001
2019,30,003
2019,30,005
2019,30,007
2019,30,009
2019,30,011
2019,30,013
2019,30,015
2019,30,017
2019,30,019
2019,30,021
2019,30,023
2019,30,025
2019,30,027
2019,30,029
2019,30,031
2019,30,033
2019,30,035
2019,30,037
2019,30,039
2019,30,041
2019,30,043
2019,30,045
2019,30,047
2019,30,049
2019,30,051
2019,30,053
2019,30,055
2019,30,057
2019,30,059
2019,30,061
2019,30,063
2019,30,065
2019,30,067
2019,30,069
2019,30,071
2019,30,073
2019,30,075
2019,30,077
2019,30,079
2019,30,081
2019,30,083
2019,30,085
2019,30,087
2019,30,089
2019,30,091
2019,30,093
2019,30,095
2019,30,097
2019,30,099
2019,30,101
2019,30,103
2019,30,105
2019,30,107
2019,30,109
2019,30,111
2019,31,001
2019,31,003
2019,31,005
2019,31,007
2019,31,009
2019,31,011
2019,31,013
2019,31,015
2019,31,017
2019,31,019
2019,31,021
2019,31,023
2019,31,025
2019,31,027
2019,31,029
2019,31,031
2019,31,033
2019,31,035
2019,31,037
2019,31,039
2019,31,041
2019,31,043
2019,31,045
2019,31,047
2019,31,049
2019,31,051
2019,31,053
2019,31,055
2019,31,057
2019,31,059
2019,31,061
2019,31,063
2019,31,065
2019,31,067
2019,31,069
2019,31,071
2019,31,073
2019,31,075
2019,31,077
2019,31,079
2019,31,081
2019,31,083
2019,31,085
2019,31,087
2019,31,089
2019,31,091
2019,31,093
2019,31,095
2019,31,097
2019,31,099
2019,31,101
2019,31,103
2019,31,105
2019,31,107
2019,31,109
2019,31,111
2019,31,113
2019,31,115
2019,31,117
2019,31,119
2019,31,121
2019,31,123
2019,31,125
2019,31,127
2019,31,129
2019,31,131
2019,31,133
2019,31,135
2019,31,137
2019,31,139
2019,31,141
2019,31,143
2019,31,145
2019,31,147
2019,31,149
2019,31,151
2019,31,153
2019,31,155
2019,31,157
2019,31,159
2019,31,161
2019,31,163
2019,31,165
2019,31,167
2019,31,169
2019,31,171
2019,31,173
2019,31,175
2019,31,177
2019,31,179
2019,31,181
2019,31,183
2019,31,185
2019,32,001
2019,32,003
2019,32,005
2019,32,007
2019,32,009
2019,32,011
2019,32,013
2019,32,015
2019,32,017
2019,32,019
2019,32,021
2019,32,023
2019,32,027
2019,32,029
2019,32,031
2019,32,033
2019,32,510
2019,33,001
