state,place,year
01,24664,2013
01,08104,2013
01,27376,2013
01,51648,2013
01,00676,2013
01,31720,2013
01,53784,2013
01,00124,2013
01,33856,2013
01,54600,2013
01,32656,2013
01,64152,2013
01,18088,2013
01,40072,2013
01,80376,2013
01,16744,2013
01,30760,2013
01,02836,2013
01,03364,2013
01,17824,2013
01,45904,2013
01,09328,2013
01,37264,2013
01,73080,2013
01,70896,2013
01,57696,2013
01,61038,2013
01,68736,2013
01,83664,2013
01,35632,2013
01,60720,2013
01,21952,2013
01,41368,2013
01,69000,2013
01,07000,2013
01,51696,2013
01,45208,2013
01,35800,2013
01,28552,2013
01,37864,2013
01,13264,2013
01,36448,2013
01,61008,2013
01,05980,2013
01,43336,2013
01,25120,2013
01,48376,2013
01,78552,2013
01,74976,2013
01,41968,2013
01,15256,2013
01,31348,2013
01,76944,2013
01,02320,2013
01,60648,2013
01,76680,2013
01,39856,2013
01,51456,2013
01,79944,2013
01,00460,2013
01,73848,2013
01,81336,2013
01,09736,2013
01,12040,2013
01,29056,2013
01,31384,2013
01,52344,2013
01,27088,2013
01,47728,2013
01,74424,2013
01,23032,2013
01,49072,2013
01,52776,2013
01,35896,2013
01,09400,2013
01,16936,2013
01,65412,2013
01,55152,2013
01,34024,2013
01,04948,2013
01,20392,2013
01,73728,2013
01,78480,2013
01,39520,2013
01,48808,2013
01,26896,2013
01,67536,2013
01,77580,2013
01,80064,2013
01,39784,2013
01,42640,2013
01,01756,2013
01,66216,2013
01,34816,2013
01,18040,2013
01,55044,2013
01,76584,2013
01,33544,2013
01,51600,2013
01,03076,2013
01,57048,2013
01,43744,2013
01,55440,2013
01,71190,2013
01,59472,2013
01,02956,2013
01,02260,2013
01,23488,2013
01,42352,2013
01,37000,2013
01,20104,2013
01,45784,2013
01,51264,2013
01,33712,2013
01,05692,2013
01,44536,2013
01,51520,2013
01,81912,2013
01,30808,2013
01,27520,2013
01,77304,2013
01,28024,2013
01,70128,2013
01,54312,2013
01,32440,2013
01,33808,2013
01,33472,2013
01,48112,2013
01,51216,2013
01,63912,2013
01,76824,2013
01,54168,2013
01,57504,2013
01,20296,2013
01,43240,2013
01,53112,2013
01,62688,2013
01,19912,2013
01,25816,2013
01,75936,2013
01,53208,2013
01,62952,2013
01,74304,2013
01,04852,2013
01,32704,2013
01,32560,2013
01,32848,2013
01,09424,2013
01,32224,2013
01,77352,2013
01,32536,2013
01,32416,2013
01,31096,2013
01,77784,2013
01,00988,2013
01,21328,2013
01,50000,2013
01,62496,2013
01,14392,2013
01,18304,2013
01,68160,2013
01,68352,2013
01,03508,2013
01,10456,2013
01,11488,2013
01,52608,2013
01,52680,2013
01,14968,2013
01,32248,2013
01,15064,2013
01,31024,2013
01,04684,2013
01,76320,2013
01,75768,2013
01,05212,2013
01,19744,2013
01,04900,2013
01,79272,2013
01,59232,2013
01,50192,2013
01,24880,2013
01,28312,2013
01,47848,2013
01,78120,2013
01,51000,2013
01,59760,2013
01,76872,2013
01,33448,2013
01,62472,2013
01,25648,2013
01,71496,2013
01,24688,2013
01,46768,2013
01,77904,2013
01,30736,2013
01,64104,2013
01,24472,2013
01,45316,2013
01,12304,2013
01,59592,2013
01,01228,2013
01,45640,2013
01,48052,2013
01,03940,2013
01,76920,2013
01,30880,2013
01,10240,2013
01,51468,2013
01,31000,2013
01,83400,2013
01,80496,2013
01,65040,2013
01,65592,2013
01,79344,2013
01,40648,2013
01,37096,2013
01,46696,2013
01,51096,2013
01,56400,2013
01,58896,2013
01,64920,2013
01,02908,2013
01,63216,2013
01,72888,2013
01,72600,2013
01,33256,2013
01,73056,2013
01,79008,2013
01,81504,2013
01,14104,2013
01,21890,2013
01,69978,2013
01,78312,2013
01,09500,2013
01,58848,2013
01,34490,2013
01,37465,2013
01,00820,2013
01,47740,2013
01,09064,2013
01,50312,2013
01,82872,2013
01,16768,2013
01,69672,2013
01,82848,2013
01,23872,2013
01,24256,2013
01,43720,2013
01,28768,2013
01,29392,2013
01,57912,2013
01,05188,2013
01,18952,2013
01,84096,2013
01,52848,2013
01,43120,2013
01,74592,2013
01,79488,2013
01,74352,2013
01,08248,2013
01,14464,2013
01,25864,2013
01,55752,2013
01,74616,2013
01,48616,2013
01,19816,2013
01,30448,2013
01,54432,2013
01,01132,2013
01,32584,2013
01,57384,2013
01,19336,2013
01,38248,2013
01,11680,2013
01,64040,2013
01,77256,2013
01,55200,2013
01,16312,2013
01,35704,2013
01,09808,2013
01,40928,2013
01,16000,2013
01,38416,2013
01,70704,2013
01,12016,2013
01,53400,2013
01,23344,2013
01,39280,2013
01,55992,2013
01,58272,2013
01,17368,2013
01,21136,2013
01,48832,2013
01,14008,2013
01,35130,2013
01,67584,2013
01,42304,2013
01,76200,2013
01,25216,2013
01,45472,2013
01,46192,2013
01,70632,2013
01,20152,2013
01,28408,2013
01,79032,2013
01,08680,2013
01,12544,2013
01,11512,2013
01,60240,2013
01,83976,2013
01,55848,2013
01,59880,2013
01,00484,2013
01,02500,2013
01,21280,2013
01,44800,2013
01,53376,2013
02,01090,2013
02,16530,2013
02,24660,2013
02,39410,2013
02,52940,2013
02,67020,2013
02,99999,2013
02,00065,2013
02,04210,2013
02,04670,2013
02,54260,2013
02,65800,2013
02,66470,2013
02,80770,2013
02,03000,2013
02,00760,2013
02,00870,2013
02,04430,2013
02,12680,2013
02,21040,2013
02,29290,2013
02,37975,2013
02,39740,2013
02,41610,2013
02,42380,2013
02,42490,2013
02,47990,2013
02,52390,2013
02,52720,2013
02,53820,2013
02,53930,2013
02,56680,2013
02,58330,2013
02,61080,2013
02,64600,2013
02,78240,2013
02,78790,2013
02,79120,2013
02,79230,2013
02,06520,2013
02,03550,2013
02,14330,2013
02,17850,2013
02,44030,2013
02,45460,2013
02,64930,2013
02,71090,2013
02,73400,2013
02,81320,2013
02,39630,2013
02,52060,2013
02,72190,2013
02,03220,2013
02,10150,2013
02,25220,2013
02,32150,2013
02,46560,2013
02,01420,2013
02,15430,2013
02,21810,2013
02,41500,2013
02,46890,2013
02,53710,2013
02,62285,2013
02,77690,2013
02,79780,2013
02,18950,2013
02,24230,2013
02,16750,2013
02,12920,2013
02,23460,2013
02,72230,2013
02,05000,2013
02,24980,2013
02,72985,2013
02,29130,2013
02,50080,2013
02,55910,2013
02,31765,2013
02,66550,2013
02,21370,2013
02,26870,2013
02,61120,2013
02,79830,2013
02,17670,2013
02,23900,2013
02,31050,2013
02,45700,2013
02,50800,2013
02,51455,2013
02,40510,2013
02,03440,2013
02,22140,2013
02,27700,2013
02,30940,2013
02,32550,2013
02,33360,2013
02,59650,2013
02,76260,2013
02,84200,2013
02,36400,2013
02,06245,2013
02,79890,2013
02,54050,2013
02,61825,2013
02,66510,2013
02,17190,2013
02,17960,2013
02,33580,2013
02,50190,2013
02,64240,2013
02,73950,2013
02,27145,2013
02,73070,2013
02,65345,2013
02,71640,2013
02,38420,2013
02,15320,2013
02,16420,2013
02,37250,2013
02,38090,2013
02,03110,2013
02,31710,2013
02,54085,2013
02,54480,2013
02,18925,2013
02,33140,2013
02,26910,2013
02,27090,2013
02,36550,2013
02,31270,2013
02,52210,2013
02,63280,2013
02,68340,2013
02,68370,2013
02,05585,2013
02,45295,2013
02,68560,2013
02,38970,2013
02,45020,2013
02,67570,2013
02,00650,2013
02,01560,2013
02,13860,2013
02,37540,2013
02,43040,2013
02,57340,2013
02,58550,2013
02,63610,2013
02,85680,2013
02,40950,2013
02,41210,2013
02,01200,2013
02,13230,2013
02,22910,2013
02,33470,2013
02,41720,2013
02,47000,2013
02,51180,2013
02,56600,2013
02,60750,2013
02,60860,2013
02,65700,2013
02,66140,2013
02,67680,2013
02,13550,2013
02,13670,2013
02,13780,2013
02,21150,2013
02,34790,2013
02,35120,2013
02,35890,2013
02,41280,2013
02,43810,2013
02,53270,2013
02,55030,2013
02,59540,2013
02,60200,2013
02,60640,2013
02,62125,2013
02,62620,2013
02,63390,2013
02,80100,2013
02,60460,2013
02,70870,2013
02,74340,2013
02,78680,2013
02,12350,2013
02,74350,2013
02,74830,2013
02,13340,2013
02,23720,2013
02,28590,2013
02,42805,2013
02,43260,2013
02,74525,2013
02,09657,2013
02,25000,2013
02,25550,2013
02,28200,2013
02,33800,2013
02,85280,2013
02,07070,2013
02,40645,2013
02,47735,2013
02,61788,2013
02,83080,2013
02,75077,2013
02,42832,2013
02,58660,2013
02,09710,2013
02,40670,2013
02,08740,2013
02,19060,2013
02,22250,2013
02,27640,2013
02,29180,2013
02,41940,2013
02,63170,2013
02,66360,2013
02,67460,2013
02,68890,2013
02,69770,2013
02,72960,2013
02,75930,2013
02,80660,2013
02,82860,2013
02,84070,2013
02,54920,2013
02,05200,2013
02,02080,2013
02,04500,2013
02,36990,2013
02,56320,2013
02,61630,2013
02,61700,2013
02,82750,2013
02,64380,2013
02,01970,2013
02,09600,2013
02,18510,2013
02,39300,2013
02,39960,2013
02,40840,2013
02,54700,2013
02,55140,2013
02,64980,2013
02,68230,2013
02,70100,2013
02,41830,2013
02,36770,2013
02,42160,2013
02,60310,2013
02,62510,2013
02,16360,2013
02,20970,2013
02,32810,2013
02,34460,2013
02,37650,2013
02,52845,2013
02,61190,2013
02,63870,2013
02,77140,2013
02,84000,2013
02,17740,2013
02,40400,2013
02,34570,2013
02,48870,2013
02,70540,2013
02,70760,2013
02,01390,2013
02,13450,2013
02,19720,2013
02,19750,2013
02,20020,2013
02,20380,2013
02,20600,2013
02,56220,2013
02,56250,2013
02,56260,2013
02,75050,2013
02,76590,2013
02,77800,2013
02,06850,2013
02,18620,2013
02,18675,2013
02,26100,2013
02,32310,2013
02,84120,2013
02,14000,2013
02,14110,2013
02,17300,2013
02,27420,2013
02,28740,2013
02,30500,2013
02,38910,2013
02,45790,2013
02,48200,2013
02,48540,2013
02,51960,2013
02,52915,2013
02,59320,2013
02,70320,2013
02,70930,2013
02,75480,2013
02,78297,2013
02,78350,2013
02,85290,2013
02,17410,2013
02,12970,2013
02,75380,2013
02,82200,2013
02,84510,2013
02,86380,2013
02,86490,2013
02,03990,2013
02,05750,2013
02,07620,2013
02,11690,2013
02,11800,2013
02,14880,2013
02,26760,2013
02,82420,2013
02,06630,2013
02,16630,2013
02,23790,2013
02,26835,2013
02,44580,2013
02,46780,2013
02,49530,2013
02,53050,2013
02,64820,2013
02,73290,2013
02,75160,2013
02,85610,2013
02,01305,2013
02,01860,2013
02,27530,2013
02,33910,2013
02,34350,2013
02,37430,2013
02,42050,2013
02,53162,2013
02,56350,2013
02,65590,2013
02,03880,2013
02,30060,2013
02,33030,2013
02,42820,2013
02,46010,2013
02,54150,2013
02,68670,2013
02,74610,2013
04,18580,2013
04,99999,2013
04,59550,2013
04,59760,2013
04,60880,2013
04,72560,2013
04,24460,2013
04,64590,2013
04,42660,2013
04,61440,2013
04,65400,2013
04,75660,2013
04,12770,2013
04,18490,2013
04,16360,2013
04,44200,2013
04,49010,2013
04,61370,2013
04,26210,2013
04,38250,2013
04,82810,2013
04,08535,2013
04,15850,2013
04,69585,2013
04,75310,2013
04,62420,2013
04,83720,2013
04,33980,2013
04,42940,2013
04,50480,2013
04,63050,2013
04,15150,2013
04,62350,2013
04,68990,2013
04,20960,2013
04,01920,2013
04,29850,2013
04,43430,2013
04,50340,2013
04,79870,2013
04,07380,2013
04,63820,2013
04,70460,2013
04,83090,2013
04,05770,2013
04,20330,2013
04,46070,2013
04,62280,2013
04,74400,2013
04,20050,2013
04,22080,2013
04,43570,2013
04,56400,2013
04,06260,2013
04,48310,2013
04,34120,2013
04,82155,2013
04,66820,2013
04,66845,2013
04,46840,2013
04,52230,2013
04,23620,2013
04,19740,2013
04,47820,2013
04,48170,2013
04,83960,2013
04,65350,2013
04,83160,2013
04,25720,2013
04,51810,2013
04,25045,2013
04,36475,2013
04,78855,2013
04,28981,2013
04,53350,2013
04,71230,2013
04,77490,2013
04,40415,2013
04,74470,2013
04,36640,2013
04,47330,2013
04,76010,2013
04,06470,2013
04,09340,2013
04,40630,2013
04,74120,2013
04,55700,2013
04,70040,2013
04,05450,2013
04,05495,2013
04,13140,2013
04,23955,2013
04,25735,2013
04,26780,2013
04,34700,2013
04,38600,2013
04,45275,2013
04,46005,2013
04,53700,2013
04,74665,2013
04,81175,2013
04,82270,2013
04,21545,2013
04,51775,2013
04,61690,2013
04,69480,2013
04,61448,2013
04,18448,2013
04,27540,2013
04,30840,2013
04,36010,2013
04,85330,2013
04,60770,2013
04,74610,2013
04,46350,2013
04,61300,2013
04,82120,2013
04,13960,2013
04,28030,2013
04,11720,2013
04,15600,2013
04,34980,2013
04,55630,2013
04,67295,2013
04,20560,2013
04,21900,2013
04,32020,2013
04,83790,2013
04,10040,2013
04,10320,2013
04,11370,2013
04,17810,2013
04,21410,2013
04,54190,2013
04,62910,2013
04,08710,2013
04,07915,2013
04,11580,2013
04,24950,2013
04,55560,2013
04,73420,2013
04,62000,2013
04,08920,2013
04,63260,2013
04,68010,2013
04,71650,2013
04,14380,2013
04,47610,2013
04,20750,2013
04,25650,2013
04,85260,2013
04,01170,2013
04,07310,2013
04,53070,2013
04,62700,2013
04,71220,2013
04,79940,2013
04,81550,2013
04,13540,2013
04,53210,2013
04,07590,2013
04,78400,2013
04,40160,2013
04,58010,2013
04,13470,2013
04,21800,2013
04,07025,2013
04,57170,2013
04,60250,2013
04,65000,2013
04,10180,2013
04,11300,2013
04,82740,2013
04,70355,2013
04,71510,2013
04,00730,2013
04,07940,2013
04,84140,2013
04,47740,2013
04,54050,2013
04,74540,2013
04,84000,2013
04,04020,2013
04,22220,2013
04,28380,2013
04,41330,2013
04,27820,2013
04,04720,2013
04,13820,2013
04,70320,2013
04,85400,2013
04,55000,2013
04,74190,2013
04,52930,2013
04,25300,2013
04,73000,2013
04,12000,2013
04,30270,2013
04,46000,2013
04,02830,2013
04,27400,2013
04,49360,2013
04,02430,2013
04,27050,2013
04,73480,2013
04,70530,2013
04,58150,2013
04,36780,2013
04,27260,2013
04,38655,2013
04,44450,2013
04,62362,2013
04,28985,2013
04,53770,2013
04,08220,2013
04,24895,2013
04,46087,2013
04,47400,2013
04,47495,2013
04,83570,2013
04,05490,2013
04,09900,2013
04,11500,2013
04,14870,2013
04,36500,2013
04,41470,2013
04,47190,2013
04,64650,2013
04,19630,2013
04,02410,2013
04,17460,2013
04,45285,2013
04,75590,2013
04,78820,2013
04,78865,2013
04,82425,2013
04,12910,2013
04,36920,2013
04,13850,2013
04,28195,2013
04,37620,2013
04,43150,2013
04,67920,2013
04,49270,2013
04,28190,2013
04,74750,2013
04,17500,2013
04,18740,2013
04,39370,2013
04,30830,2013
04,40400,2013
04,50620,2013
04,55845,2013
04,55983,2013
04,80825,2013
04,82880,2013
04,85470,2013
04,03915,2013
04,31182,2013
04,42590,2013
04,56120,2013
04,33945,2013
04,39100,2013
04,65280,2013
04,66190,2013
04,23512,2013
04,36150,2013
04,37130,2013
04,29430,2013
04,82390,2013
04,19280,2013
04,35310,2013
04,65167,2013
04,72630,2013
04,13400,2013
04,33440,2013
04,50000,2013
04,58620,2013
04,82530,2013
04,21310,2013
04,24250,2013
04,65780,2013
04,77415,2013
04,66260,2013
04,12630,2013
04,36990,2013
04,51142,2013
04,33280,2013
04,71160,2013
04,84350,2013
04,83930,2013
04,36430,2013
04,39790,2013
04,55980,2013
04,66470,2013
04,80380,2013
04,55880,2013
04,67800,2013
04,72420,2013
04,32310,2013
04,14030,2013
04,55840,2013
04,41085,2013
04,82450,2013
04,77000,2013
04,68850,2013
04,11230,2013
04,72000,2013
04,70175,2013
04,83475,2013
04,55575,2013
04,60120,2013
04,78540,2013
04,16030,2013
04,62140,2013
04,70240,2013
04,29710,2013
04,21980,2013
04,20540,2013
04,73700,2013
04,03320,2013
04,03380,2013
04,78760,2013
04,77035,2013
04,44270,2013
04,04880,2013
04,55300,2013
04,49100,2013
04,59900,2013
04,23960,2013
04,10670,2013
04,51600,2013
04,11160,2013
04,41540,2013
04,00870,2013
04,82660,2013
04,00940,2013
04,02270,2013
04,38940,2013
04,43920,2013
04,64310,2013
04,01560,2013
04,12150,2013
04,56470,2013
04,79590,2013
04,80430,2013
04,01570,2013
04,01620,2013
04,12560,2013
04,15080,2013
04,16830,2013
04,30550,2013
04,30850,2013
04,49710,2013
04,63610,2013
04,65490,2013
04,68670,2013
04,74680,2013
04,28120,2013
04,58290,2013
04,74820,2013
04,64210,2013
04,23760,2013
04,71300,2013
04,61940,2013
04,63540,2013
04,15500,2013
04,08990,2013
04,22360,2013
04,55210,2013
04,59770,2013
04,10530,2013
04,44410,2013
04,03530,2013
04,09580,2013
04,20680,2013
04,43990,2013
04,51180,2013
04,37200,2013
04,06820,2013
04,42460,2013
04,61720,2013
04,61800,2013
04,69872,2013
04,71642,2013
04,78300,2013
04,10460,2013
04,28465,2013
04,61715,2013
04,63960,2013
04,82060,2013
04,01090,2013
04,13190,2013
04,38530,2013
04,69130,2013
04,72280,2013
04,78680,2013
04,22150,2013
04,53490,2013
04,68220,2013
04,01990,2013
04,60180,2013
04,75940,2013
04,77367,2013
04,49640,2013
04,05970,2013
04,37935,2013
04,12840,2013
04,53560,2013
04,83388,2013
04,57380,2013
04,57450,2013
04,19145,2013
04,05140,2013
04,06610,2013
04,15765,2013
04,69060,2013
04,15220,2013
04,82950,2013
04,84980,2013
04,53910,2013
04,45180,2013
04,09690,2013
04,39720,2013
04,15920,2013
04,16410,2013
04,79830,2013
04,80095,2013
04,13890,2013
04,36290,2013
04,04440,2013
04,65420,2013
04,85540,2013
04,04710,2013
04,19790,2013
04,51800,2013
04,25030,2013
04,22400,2013
04,08020,2013
04,44830,2013
04,20570,2013
04,80790,2013
04,81480,2013
04,81490,2013
04,71790,2013
04,63470,2013
04,26070,2013
04,68080,2013
04,51465,2013
04,58870,2013
04,04930,2013
04,18160,2013
05,61940,2013
05,99999,2013
05,01030,2013
05,33850,2013
05,67490,2013
05,18790,2013
05,26980,2013
05,46670,2013
05,53510,2013
05,56750,2013
05,24670,2013
05,29500,2013
05,50240,2013
05,75890,2013
05,16240,2013
05,74270,2013
05,47390,2013
05,05980,2013
05,08665,2013
05,50000,2013
05,62240,2013
05,38050,2013
05,45530,2013
05,15490,2013
05,26050,2013
05,25750,2013
05,26110,2013
05,54200,2013
05,03040,2013
05,05320,2013
05,40120,2013
05,60410,2013
05,57125,2013
05,41720,2013
05,12340,2013
05,12820,2013
05,04840,2013
05,32535,2013
05,17740,2013
05,28360,2013
05,67760,2013
05,13420,2013
05,44810,2013
05,26290,2013
05,64370,2013
05,32200,2013
05,66200,2013
05,05740,2013
05,66080,2013
05,21430,2013
05,41555,2013
05,01060,2013
05,30460,2013
05,52160,2013
05,05440,2013
05,18850,2013
05,39040,2013
05,65480,2013
05,77600,2013
05,04900,2013
05,22450,2013
05,71390,2013
05,73310,2013
05,03430,2013
05,31540,2013
05,29650,2013
05,30310,2013
05,69350,2013
05,69050,2013
05,22240,2013
05,04540,2013
05,32650,2013
05,05560,2013
05,07150,2013
05,50810,2013
05,28600,2013
05,18520,2013
05,38170,2013
05,22180,2013
05,01870,2013
05,10360,2013
05,01360,2013
05,51530,2013
05,29140,2013
05,29200,2013
05,74930,2013
05,28720,2013
05,49820,2013
05,55130,2013
05,61970,2013
05,42560,2013
05,56600,2013
05,15460,2013
05,17410,2013
05,37240,2013
05,54140,2013
05,67550,2013
05,58490,2013
05,15100,2013
05,70310,2013
05,22660,2013
05,28810,2013
05,31090,2013
05,32080,2013
05,57950,2013
05,59480,2013
05,66800,2013
05,76690,2013
05,36880,2013
05,49220,2013
05,61730,2013
05,21580,2013
05,43460,2013
05,43100,2013
05,72350,2013
05,68660,2013
05,12790,2013
05,46970,2013
05,45200,2013
05,56480,2013
05,52430,2013
05,35710,2013
05,04180,2013
05,37780,2013
05,06610,2013
05,11410,2013
05,46400,2013
05,09100,2013
05,07630,2013
05,11920,2013
05,20920,2013
05,13570,2013
05,47300,2013
05,12520,2013
05,71480,2013
05,36670,2013
05,00970,2013
05,20200,2013
05,48200,2013
05,61460,2013
05,74540,2013
05,01457,2013
05,20830,2013
05,33375,2013
05,27040,2013
05,70430,2013
05,44180,2013
05,68060,2013
05,14050,2013
05,35140,2013
05,15940,2013
05,35040,2013
05,20320,2013
05,53600,2013
05,13540,2013
05,77090,2013
05,31900,2013
05,11830,2013
05,65900,2013
05,24220,2013
05,01990,2013
05,73550,2013
05,19990,2013
05,46190,2013
05,42770,2013
05,58880,2013
05,69230,2013
05,35170,2013
05,76010,2013
05,46580,2013
05,75860,2013
05,17290,2013
05,29230,2013
05,70540,2013
05,28510,2013
05,76820,2013
05,21820,2013
05,32710,2013
05,48020,2013
05,71960,2013
05,15190,2013
05,44750,2013
05,52970,2013
05,01210,2013
05,18370,2013
05,75570,2013
05,08440,2013
05,13300,2013
05,02470,2013
05,13450,2013
05,29920,2013
05,33370,2013
05,43670,2013
05,62150,2013
05,72140,2013
05,47450,2013
05,24700,2013
05,33400,2013
05,33482,2013
05,41450,2013
05,55610,2013
05,60110,2013
05,37930,2013
05,63710,2013
05,39310,2013
05,57080,2013
05,57230,2013
05,70220,2013
05,44240,2013
05,37660,2013
05,51060,2013
05,53390,2013
05,18010,2013
05,07030,2013
05,21610,2013
05,33190,2013
05,42410,2013
05,51080,2013
05,52940,2013
05,54680,2013
05,73370,2013
05,25360,2013
05,43070,2013
05,53900,2013
05,43430,2013
05,43610,2013
05,54620,2013
05,60020,2013
05,19450,2013
05,25180,2013
05,45560,2013
05,18970,2013
05,46040,2013
05,48560,2013
05,69500,2013
05,12280,2013
05,16930,2013
05,04030,2013
05,46730,2013
05,43370,2013
05,49010,2013
05,67730,2013
05,51410,2013
05,56270,2013
05,25030,2013
05,45080,2013
05,52880,2013
05,10570,2013
05,55580,2013
05,29080,2013
05,47900,2013
05,68360,2013
05,70100,2013
05,10900,2013
05,18940,2013
05,34720,2013
05,49580,2013
05,01270,2013
05,04720,2013
05,29020,2013
05,70340,2013
05,74000,2013
05,55310,2013
05,75170,2013
05,67790,2013
05,01150,2013
05,63740,2013
05,72230,2013
05,58580,2013
05,29320,2013
05,14500,2013
05,30520,2013
05,14140,2013
05,38290,2013
05,37300,2013
05,09550,2013
05,39640,2013
05,66320,2013
05,08290,2013
05,14770,2013
05,56720,2013
05,63110,2013
05,72890,2013
05,06700,2013
05,34150,2013
05,57050,2013
05,58250,2013
05,64910,2013
05,42260,2013
05,67250,2013
05,00700,2013
05,33580,2013
05,46100,2013
05,30880,2013
05,37720,2013
05,44120,2013
05,46910,2013
05,02680,2013
05,60590,2013
05,66440,2013
05,27730,2013
05,27790,2013
05,02380,2013
05,51350,2013
05,77203,2013
05,24250,2013
05,75980,2013
05,76250,2013
05,47030,2013
05,49070,2013
05,62960,2013
05,12190,2013
05,53480,2013
05,58160,2013
05,67520,2013
05,07210,2013
05,07720,2013
05,43310,2013
05,02860,2013
05,10300,2013
05,73130,2013
05,11500,2013
05,41420,2013
05,36550,2013
05,62900,2013
05,21730,2013
05,00940,2013
05,15790,2013
05,33820,2013
05,32470,2013
05,33970,2013
05,62060,2013
05,57890,2013
05,77330,2013
05,67940,2013
05,24010,2013
05,09790,2013
05,68810,2013
05,25780,2013
05,24640,2013
05,07330,2013
05,27700,2013
05,09880,2013
05,18160,2013
05,39010,2013
05,43820,2013
05,22120,2013
05,42170,2013
05,71900,2013
05,52580,2013
05,36310,2013
05,44150,2013
05,75920,2013
05,03940,2013
05,06340,2013
05,20230,2013
05,35650,2013
05,08950,2013
05,23140,2013
05,13990,2013
05,60380,2013
05,32800,2013
05,47690,2013
05,51290,2013
