year,state,place,subgroup_type,subgroup,share_hs_degree,share_hs_degree_lb,share_hs_degree_ub,share_hs_degree_quality
2014,06,21712,disability,With Disability,NA,NA,NA,NA
2014,06,21712,disability,Without Disability,0.8961247710587477,0.8239193825791611,0.9683301595383342,2
2014,06,22020,all,All,0.854278832722707,0.7788377263749414,0.9297199390704726,1
2014,06,22020,disability,With Disability,NA,NA,NA,NA
2014,06,22020,disability,Without Disability,0.9187457181425076,0.8506379969105903,0.9868534393744252,1
2014,06,22230,all,All,0.835188593995783,0.7609789216241999,0.9093982663673662,1
2014,06,22230,disability,With Disability,NA,NA,NA,NA
2014,06,22230,disability,Without Disability,0.8404291964313447,0.7651744111701646,0.9156839816925249,1
2014,06,22804,all,All,0.8043561159484394,0.7203105046367249,0.8884017272601539,1
2014,06,22804,disability,With Disability,NA,NA,NA,NA
2014,06,22804,disability,Without Disability,0.7900093768830296,0.7040193242513062,0.8759994295147531,1
2014,06,23182,all,All,0.807072515666965,0.7188097748245686,0.8953352565093614,1
2014,06,23182,disability,With Disability,NA,NA,NA,NA
2014,06,23182,disability,Without Disability,0.826515524889108,0.7395024208919105,0.9135286288863054,1
2014,06,24638,all,All,0.8835034013605443,0.7996979208277352,0.9673088818933534,2
2014,06,24638,disability,With Disability,NA,NA,NA,NA
2014,06,24638,disability,Without Disability,0.8741965105601469,0.7848168156378479,0.963576205482446,2
2014,06,24680,all,All,0.8760494667716539,0.8236171967497125,0.9284817367935952,1
2014,06,24680,disability,With Disability,NA,NA,NA,NA
2014,06,24680,disability,Without Disability,0.8746493302731337,0.8216067151017405,0.9276919454445268,1
2014,06,26000,all,All,0.9255746155564244,0.8640679745658616,0.987081256546987,2
2014,06,26000,disability,With Disability,NA,NA,NA,NA
2014,06,26000,disability,Without Disability,0.9310302133166688,0.8690622711456099,0.9929981554877276,2
2014,06,27000,all,All,0.8273072249581562,0.7884625834401845,0.866151866476128,3
2014,06,27000,disability,With Disability,0.5759449831170038,0.36053858467995425,0.7913513815540534,3
2014,06,27000,disability,Without Disability,0.8423019114758048,0.804900569959067,0.8797032529925426,3
2014,06,28000,all,All,0.9540229537824958,0.9161669638643414,0.9918789437006502,3
2014,06,28000,disability,With Disability,NA,NA,NA,NA
2014,06,28000,disability,Without Disability,0.9512196353962744,0.9101595077648996,0.9922797630276492,3
2014,06,29000,all,All,0.8782908958273219,0.815995969071043,0.9405858225836008,3
2014,06,29000,disability,With Disability,NA,NA,NA,NA
2014,06,29000,disability,Without Disability,0.8793310171730532,0.8167735233301353,0.941888511015971,3
2014,06,30000,all,All,0.9322799696143756,0.8808207395488075,0.9837391996799436,2
2014,06,30000,disability,With Disability,NA,NA,NA,NA
2014,06,30000,disability,Without Disability,0.936063957724106,0.8907464988691882,0.981381416579024,2
2014,06,32548,all,All,0.8760011678598898,0.7930323453570345,0.9589699903627452,2
2014,06,32548,disability,With Disability,NA,NA,NA,NA
2014,06,32548,disability,Without Disability,0.8690409058493633,0.7811093529635593,0.9569724587351672,2
2014,06,33000,all,All,0.862024446476783,0.7955961852031873,0.9284527077503788,1
2014,06,33000,disability,With Disability,NA,NA,NA,NA
2014,06,33000,disability,Without Disability,0.86744426667182,0.798783838386972,0.936104694956668,1
2014,06,33182,all,All,0.905135005182204,0.836514411935913,0.973755598428495,2
2014,06,33182,disability,With Disability,NA,NA,NA,NA
2014,06,33182,disability,Without Disability,0.8990832876810244,0.8240089966652104,0.9741575786968384,2
2014,06,33434,all,All,0.9001513163400385,0.8469390873105235,0.9533635453695536,2
2014,06,33434,disability,With Disability,NA,NA,NA,NA
2014,06,33434,disability,Without Disability,0.9014884024581004,0.8451009920697836,0.9578758128464172,2
2014,06,36000,all,All,0.8795018456393867,0.793681793915791,0.9653218973629824,3
2014,06,36000,disability,With Disability,NA,NA,NA,NA
2014,06,36000,disability,Without Disability,0.8896656850042519,0.7997755042531736,0.9795558657553304,3
2014,06,36448,all,All,0.7932064476776316,0.6987234237493928,0.8876894716058704,2
2014,06,36448,disability,With Disability,NA,NA,NA,NA
2014,06,36448,disability,Without Disability,0.8125782566434527,0.7146835609373441,0.9104729523495614,2
2014,06,36546,all,All,0.8839834429697119,0.8088908090347848,0.9590760769046388,1
2014,06,36546,disability,With Disability,NA,NA,NA,NA
2014,06,36546,disability,Without Disability,0.8767504592957838,0.797233089571407,0.9562678290201604,1
2014,06,36770,all,All,0.9834171714822576,0.9717462699354326,0.9950880730290824,2
2014,06,36770,disability,With Disability,NA,NA,NA,NA
2014,06,36770,disability,Without Disability,0.9876385453965236,0.9776759614763988,0.9976011293166483,2
2014,06,37692,all,All,0.8527990507691767,0.78229311957864,0.9233049819597134,2
2014,06,37692,disability,With Disability,NA,NA,NA,NA
2014,06,37692,disability,Without Disability,0.8503317660703654,0.7790392282609163,0.9216243038798144,2
2014,06,39496,all,All,0.9259931056859478,0.8770947831744904,0.9748914281974052,3
2014,06,39496,disability,With Disability,NA,NA,NA,NA
2014,06,39496,disability,Without Disability,0.9362151155901788,0.8842604531555533,0.9881697780248042,3
2014,06,39892,all,All,0.898409671505106,0.8394464362013955,0.9573729068088164,2
2014,06,39892,disability,With Disability,NA,NA,NA,NA
2014,06,39892,disability,Without Disability,0.903869009817898,0.8433887620997798,0.9643492575360164,2
2014,06,40130,all,All,0.7841139702742788,0.707653305673656,0.8605746348749015,1
2014,06,40130,disability,With Disability,NA,NA,NA,NA
2014,06,40130,disability,Without Disability,0.8026478891337657,0.7254021792300612,0.8798935990374702,1
2014,06,41992,all,All,0.9385997753650318,0.8822064256390278,0.9949931250910358,2
2014,06,41992,disability,With Disability,NA,NA,NA,NA
2014,06,41992,disability,Without Disability,0.9443363176333204,0.8897110512999973,0.9989615839666436,2
2014,06,43000,all,All,0.8688174167346289,0.8262407503801608,0.911394083089097,2
2014,06,43000,disability,With Disability,0.758182698019112,0.5507389823253741,0.96562641371285,2
2014,06,43000,disability,Without Disability,0.8763517407064463,0.8320752019038108,0.9206282795090818,2
2014,06,44000,all,All,0.8624100984755765,0.8489257631955202,0.8758944337556328,1
2014,06,44000,disability,With Disability,0.6709279739299134,0.5821885395664996,0.7596674082933272,1
2014,06,44000,disability,Without Disability,0.870085513907347,0.8565783956702039,0.8835926321444901,1
2014,06,45484,all,All,0.9057396720821752,0.855051780358661,0.9564275638056896,3
2014,06,45484,disability,With Disability,NA,NA,NA,NA
2014,06,45484,disability,Without Disability,0.9331752551997384,0.8906741873179082,0.9756763230815688,3
2014,06,46842,all,All,0.851319349867393,0.7744717975932842,0.9281669021415018,2
2014,06,46842,disability,With Disability,NA,NA,NA,NA
2014,06,46842,disability,Without Disability,0.8693696236887501,0.7887777068344254,0.9499615405430748,2
2014,06,46898,all,All,0.916351332104451,0.867266822268374,0.965435841940528,2
2014,06,46898,disability,With Disability,NA,NA,NA,NA
2014,06,46898,disability,Without Disability,0.9176760768459614,0.8668009532889271,0.9685512004029956,2
2014,06,47766,all,All,0.8953523034553565,0.8257808000989879,0.9649238068117252,2
2014,06,47766,disability,With Disability,NA,NA,NA,NA
2014,06,47766,disability,Without Disability,0.898796436070429,0.8274488073399118,0.9701440648009464,2
2014,06,48256,all,All,0.9914746909104872,0.9793268483226278,1,1
2014,06,48256,disability,With Disability,NA,NA,NA,NA
2014,06,48256,disability,Without Disability,0.9923397657056924,0.9798616383220654,1,1
2014,06,48354,all,All,0.9075193182042508,0.8566496328085408,0.9583890035999608,1
2014,06,48354,disability,With Disability,NA,NA,NA,NA
2014,06,48354,disability,Without Disability,0.91939172671327,0.8712693857622827,0.967514067664257,1
2014,06,49270,all,All,0.8629363921035341,0.8056685801105727,0.9202042040964956,1
2014,06,49270,disability,With Disability,NA,NA,NA,NA
2014,06,49270,disability,Without Disability,0.8667505654695733,0.811192128468704,0.9223090024704426,1
2014,06,49670,all,All,1,1,1,2
2014,06,49670,disability,With Disability,NA,NA,NA,NA
2014,06,49670,disability,Without Disability,1,1,1,2
2014,06,50076,all,All,0.9072233053397394,0.8260272554215747,0.988419355257904,2
2014,06,50076,disability,With Disability,NA,NA,NA,NA
2014,06,50076,disability,Without Disability,0.9147084665045268,0.8338079064905262,0.9956090265185272,2
2014,06,50258,all,All,0.8122723451947325,0.7384405615463803,0.8861041288430846,2
2014,06,50258,disability,With Disability,NA,NA,NA,NA
2014,06,50258,disability,Without Disability,0.8190751445086705,0.7428291976361272,0.8953210913812137,2
2014,06,51182,all,All,0.9199495860865666,0.8489055563038652,0.990993615869268,3
2014,06,51182,disability,With Disability,NA,NA,NA,NA
2014,06,51182,disability,Without Disability,0.9681781807238836,0.9408994440951304,0.9954569173526372,3
2014,06,52526,all,All,0.9142101284958428,0.8688901056401422,0.9595301513515432,1
2014,06,52526,disability,With Disability,NA,NA,NA,NA
2014,06,52526,disability,Without Disability,0.9158626013122348,0.8702894519662361,0.9614357506582334,1
2014,06,53000,all,All,0.7978073925294642,0.7359733505050864,0.859641434553842,3
2014,06,53000,disability,With Disability,NA,NA,NA,NA
2014,06,53000,disability,Without Disability,0.803375399067676,0.7393873694577456,0.8673634286776063,3
2014,06,53322,all,All,0.9558765695495832,0.9216994550421406,0.9900536840570257,2
2014,06,53322,disability,With Disability,NA,NA,NA,NA
2014,06,53322,disability,Without Disability,0.9560862062887,0.9213059365251072,0.9908664760522924,2
2014,06,53896,all,All,0.8292025208809597,0.7448213831669096,0.9135836585950098,1
2014,06,53896,disability,With Disability,NA,NA,NA,NA
2014,06,53896,disability,Without Disability,0.8392664411896534,0.7593827475346658,0.919150134844641,1
2014,06,53980,all,All,0.9193012799920564,0.8747263319206193,0.9638762280634936,2
2014,06,53980,disability,With Disability,NA,NA,NA,NA
2014,06,53980,disability,Without Disability,0.91779989458684,0.8718715421042986,0.9637282470693812,2
2014,06,54652,all,All,0.8796180386219465,0.8257288446941494,0.9335072325497435,1
2014,06,54652,disability,With Disability,NA,NA,NA,NA
2014,06,54652,disability,Without Disability,0.8776455998496009,0.8218473037559934,0.9334438959432084,1
2014,06,55156,all,All,0.7588355765822793,0.6769431826471728,0.8407279705173858,1
2014,06,55156,disability,With Disability,NA,NA,NA,NA
2014,06,55156,disability,Without Disability,0.763991516432298,0.6808478903199475,0.8471351425446485,1
2014,06,56000,all,All,0.7695601418769462,0.6637856612403735,0.8753346225135189,3
2014,06,56000,disability,With Disability,NA,NA,NA,NA
2014,06,56000,disability,Without Disability,0.767452942655889,0.6582689168432732,0.8766369684685049,3
2014,06,56700,all,All,0.9481403228787326,0.893842658512358,1,2
2014,06,56700,disability,With Disability,NA,NA,NA,NA
2014,06,56700,disability,Without Disability,0.9477897618369848,0.8921247222524457,1,2
2014,06,57456,all,All,0.7974424552429668,0.685575150048419,0.9093097604375144,2
2014,06,57456,disability,With Disability,NA,NA,NA,NA
2014,06,57456,disability,Without Disability,0.8079331941544886,0.6980980205347668,0.9177683677742104,2
2014,06,57792,all,All,0.9385997753650318,0.8822064256390278,0.9949931250910358,3
2014,06,57792,disability,With Disability,NA,NA,NA,NA
2014,06,57792,disability,Without Disability,0.9443363176333204,0.8897110512999973,0.9989615839666436,3
2014,06,58072,all,All,0.8669263094553006,0.7992850010070527,0.9345676179035484,1
2014,06,58072,disability,With Disability,NA,NA,NA,NA
2014,06,58072,disability,Without Disability,0.8753014610113022,0.8065609163410267,0.9440420056815778,1
2014,06,59444,all,All,0.9421148036253776,0.9151572632325364,0.9690723440182192,2
2014,06,59444,disability,With Disability,NA,NA,NA,NA
2014,06,59444,disability,Without Disability,0.9494760479041916,0.9243815727348564,0.9745705230735268,2
2014,06,59451,all,All,0.924951757537823,0.8641929085683335,0.9857106065073123,1
2014,06,59451,disability,With Disability,NA,NA,NA,NA
2014,06,59451,disability,Without Disability,0.9309256586160808,0.8689196581720313,0.99293165906013,1
2014,06,59920,all,All,0.8764680295780776,0.804627393303921,0.9483086658522342,2
2014,06,59920,disability,With Disability,NA,NA,NA,NA
2014,06,59920,disability,Without Disability,0.9122155132373432,0.8512285961553291,0.9732024303193572,2
2014,06,60102,all,All,0.8771480083953034,0.8270579965312445,0.9272380202593624,2
2014,06,60102,disability,With Disability,NA,NA,NA,NA
2014,06,60102,disability,Without Disability,0.8783450301122634,0.8268400273376552,0.9298500328868716,2
2014,06,60466,all,All,0.8137634991490733,0.7264227638624082,0.9011042344357384,2
2014,06,60466,disability,With Disability,NA,NA,NA,NA
2014,06,60466,disability,Without Disability,0.8389639957438321,0.7533484201576208,0.9245795713300432,2
2014,06,60620,all,All,0.8715821402368382,0.8137171705986835,0.9294471098749928,2
2014,06,60620,disability,With Disability,NA,NA,NA,NA
2014,06,60620,disability,Without Disability,0.8905272506587841,0.8346999518314713,0.946354549486097,2
2014,06,62000,all,All,0.8990924741171593,0.8625014436904267,0.935683504543892,2
2014,06,62000,disability,With Disability,NA,NA,NA,NA
2014,06,62000,disability,Without Disability,0.9119400524152664,0.8759733283478793,0.9479067764826538,2
2014,06,62938,all,All,0.9106379675710684,0.8681911159221328,0.953084819220004,1
2014,06,62938,disability,With Disability,NA,NA,NA,NA
2014,06,62938,disability,Without Disability,0.9255876653654592,0.8850262380434721,0.966149092687446,1
2014,06,64000,all,All,0.8808730804033671,0.8404511545678359,0.9212950062388984,2
2014,06,64000,disability,With Disability,NA,NA,NA,NA
2014,06,64000,disability,Without Disability,0.8925128088321692,0.852319726578718,0.9327058910856204,2
2014,06,64224,all,All,0.858167770419426,0.78106728839476,0.935268252444092,1
2014,06,64224,disability,With Disability,NA,NA,NA,NA
2014,06,64224,disability,Without Disability,0.8553335209681959,0.7765062491795245,0.9341607927568674,1
2014,06,65000,all,All,0.8107024954980082,0.755071903627349,0.8663330873686674,3
2014,06,65000,disability,With Disability,NA,NA,NA,NA
2014,06,65000,disability,Without Disability,0.826554856487246,0.7674190793973741,0.885690633577118,3
2014,06,65042,all,All,0.922488492276682,0.8669998914817267,0.9779770930716374,1
2014,06,65042,disability,With Disability,NA,NA,NA,NA
2014,06,65042,disability,Without Disability,0.9272308150219238,0.8690823675713634,0.9853792624724844,1
2014,06,66000,all,All,0.9123728317807138,0.8937427866497228,0.9310028769117048,1
2014,06,66000,disability,With Disability,0.6693794406568029,0.518012081370648,0.8207467999429577,1
2014,06,66000,disability,Without Disability,0.9206904979612192,0.9015606974319004,0.9398202984905384,1
2014,06,67000,all,All,0.8584806026895726,0.8250529344875552,0.89190827089159,2
2014,06,67000,disability,With Disability,0.6212121212121212,0.38648442780160885,0.8559398146226336,2
2014,06,67000,disability,Without Disability,0.8700435649412981,0.8363461118389977,0.9037410180435984,2
2014,06,68000,all,All,0.8865952631323064,0.855950414270434,0.9172401119941788,1
2014,06,68000,disability,With Disability,0.7195327192153581,0.5274046370916622,0.911660801339054,1
2014,06,68000,disability,Without Disability,0.8930508442626313,0.8629616890893554,0.9231399994359072,1
2014,06,68084,all,All,0.8910891446007774,0.8016659627715708,0.980512326429984,2
2014,06,68084,disability,With Disability,NA,NA,NA,NA
2014,06,68084,disability,Without Disability,0.9000894347749838,0.8100380346595392,0.9901408348904284,2
2014,06,68196,all,All,0.9685209958704136,0.9318858409586162,1,2
2014,06,68196,disability,With Disability,NA,NA,NA,NA
2014,06,68196,disability,Without Disability,0.9687198447640754,0.9319978812087488,1,2
2014,06,68252,all,All,0.8805201376773018,0.8357742570106931,0.9252660183439104,2
2014,06,68252,disability,With Disability,NA,NA,NA,NA
2014,06,68252,disability,Without Disability,0.9034241373186764,0.863370874639578,0.9434773999977748,2
2014,06,68378,all,All,NA,NA,NA,NA
2014,06,68378,disability,With Disability,NA,NA,NA,NA
2014,06,68378,disability,Without Disability,NA,NA,NA,NA
2014,06,69000,all,All,0.8297273938758668,0.7719250500145901,0.8875297377371435,2
2014,06,69000,disability,With Disability,NA,NA,NA,NA
2014,06,69000,disability,Without Disability,0.8254188476172458,0.7624425665010542,0.8883951287334374,2
2014,06,69070,all,All,0.9774389615741216,0.9618656866315916,0.9930122365166518,2
