year,state,county,state_name,county_name,population,rate_injury_death,rate_injury_death_lb,rate_injury_death_ub,rate_injury_death_se,rate_injury_death_quality
2014,05,083,Arkansas,Logan County,NA,99.6,80.2,118.9,9.9,1
2014,05,085,Arkansas,Lonoke County,NA,76.6,67.3,86,4.8,1
2014,05,087,Arkansas,Madison County,NA,84.1,64.7,107.4,10.5,1
2014,05,089,Arkansas,Marion County,NA,92.8,71.5,118.5,11.6,1
2014,05,091,Arkansas,Miller County,NA,66.3,55.4,77.3,5.6,1
2014,05,093,Arkansas,Mississippi County,NA,86.8,74.4,99.3,6.4,1
2014,05,095,Arkansas,Monroe County,NA,98.5,69.4,135.8,16.3,1
2014,05,097,Arkansas,Montgomery County,NA,89.4,62.6,123.7,14.8,1
2014,05,099,Arkansas,Nevada County,NA,100.6,71.9,137,16,1
2014,05,101,Arkansas,Newton County,NA,81.5,53.7,118.5,15.7,1
2014,05,103,Arkansas,Ouachita County,NA,82.5,66.2,98.8,8.3,1
2014,05,105,Arkansas,Perry County,NA,85.9,62.2,115.7,13.1,1
2014,05,107,Arkansas,Phillips County,NA,105.4,84.9,125.9,10.5,1
2014,05,109,Arkansas,Pike County,NA,74.2,53.3,100.7,11.6,1
2014,05,111,Arkansas,Poinsett County,NA,90.3,73,107.6,8.8,1
2014,05,113,Arkansas,Polk County,NA,88.8,70.8,110.1,9.7,1
2014,05,115,Arkansas,Pope County,NA,71.5,61.8,81.1,4.9,1
2014,05,117,Arkansas,Prairie County,NA,97.6,69.1,134,15.9,1
2014,05,119,Arkansas,Pulaski County,NA,76.9,72.9,80.8,2,1
2014,05,121,Arkansas,Randolph County,NA,83.6,65.6,105.2,9.8,1
2014,05,123,Arkansas,St. Francis County,NA,76.1,61.4,90.8,7.5,1
2014,05,125,Arkansas,Saline County,NA,59.8,53.3,66.3,3.3,1
2014,05,127,Arkansas,Scott County,NA,88.4,65,117.6,12.9,1
2014,05,129,Arkansas,Searcy County,NA,94.6,65.5,132.1,16.1,1
2014,05,131,Arkansas,Sebastian County,NA,58,52,64,3.1,1
2014,05,133,Arkansas,Sevier County,NA,68,51.4,88.3,9.1,1
2014,05,135,Arkansas,Sharp County,NA,83.2,63.6,106.8,10.7,1
2014,05,137,Arkansas,Stone County,NA,94.1,69.9,124.1,13.3,1
2014,05,139,Arkansas,Union County,NA,84.4,71.6,97.1,6.5,1
2014,05,141,Arkansas,Van Buren County,NA,87.8,68.8,110.4,10.3,1
2014,05,143,Arkansas,Washington County,NA,52.6,48,57.2,2.3,1
2014,05,145,Arkansas,White County,NA,75.6,66.8,84.4,4.5,1
2014,05,147,Arkansas,Woodruff County,NA,84,55.3,122.2,16.2,1
2014,05,149,Arkansas,Yell County,NA,89.2,72.1,109.1,9.2,1
2014,06,001,California,Alameda County,NA,40.2,38.8,41.6,0.7,1
2014,06,003,California,Alpine County,NA,NA,NA,NA,NA,NA
2014,06,005,California,Amador County,NA,83.7,70.4,96.9,6.8,1
2014,06,007,California,Butte County,NA,88.4,82.8,94.1,2.9,1
2014,06,009,California,Calaveras County,NA,82.5,69.9,95,6.4,1
2014,06,011,California,Colusa County,NA,66.9,52,84.6,8.1,1
2014,06,013,California,Contra Costa County,NA,43.3,41.5,45,0.9,1
2014,06,015,California,Del Norte County,NA,99.6,83.5,115.8,8.2,1
2014,06,017,California,El Dorado County,NA,63.7,58.5,69,2.7,1
2014,06,019,California,Fresno County,NA,56.3,54.1,58.5,1.1,1
2014,06,021,California,Glenn County,NA,72,57.9,86.2,7.2,1
2014,06,023,California,Humboldt County,NA,102,94.2,109.7,3.9,1
2014,06,025,California,Imperial County,NA,47,42.3,51.6,2.4,1
2014,06,027,California,Inyo County,NA,72.2,56.2,91.4,8.7,1
2014,06,029,California,Kern County,NA,67.2,64.7,69.8,1.3,1
2014,06,031,California,Kings County,NA,52,46.5,57.5,2.8,1
2014,06,033,California,Lake County,NA,125.9,113.4,138.4,6.4,1
2014,06,035,California,Lassen County,NA,90.6,76.2,105,7.3,1
2014,06,037,California,Los Angeles County,NA,35.2,34.7,35.7,0.3,1
2014,06,039,California,Madera County,NA,64.7,58.8,70.5,3,1
2014,06,041,California,Marin County,NA,43.6,40.1,47.2,1.8,1
2014,06,043,California,Mariposa County,NA,86.6,67.8,109.1,10.2,1
2014,06,045,California,Mendocino County,NA,84.8,76,93.6,4.5,1
2014,06,047,California,Merced County,NA,65.7,61.1,70.4,2.4,1
2014,06,049,California,Modoc County,NA,119.8,89.7,156.7,16.4,1
2014,06,051,California,Mono County,NA,47.8,30.9,70.6,9.5,1
2014,06,053,California,Monterey County,NA,50.1,47.1,53.2,1.6,1
2014,06,055,California,Napa County,NA,43.7,38.9,48.4,2.4,1
2014,06,057,California,Nevada County,NA,70.8,63.1,78.5,3.9,1
2014,06,059,California,Orange County,NA,35,34.1,36,0.5,1
2014,06,061,California,Placer County,NA,45.6,42.5,48.7,1.6,1
2014,06,063,California,Plumas County,NA,103.2,81.8,124.5,10.9,1
2014,06,065,California,Riverside County,NA,47.9,46.6,49.2,0.7,1
2014,06,067,California,Sacramento County,NA,55.5,53.8,57.2,0.9,1
2014,06,069,California,San Benito County,NA,49.2,40.8,57.7,4.3,1
2014,06,071,California,San Bernardino County,NA,44.1,42.8,45.4,0.7,1
2014,06,073,California,San Diego County,NA,46.7,45.7,47.8,0.5,1
2014,06,075,California,San Francisco County,NA,46,44,48,1,1
2014,06,077,California,San Joaquin County,NA,62.6,60,65.3,1.4,1
2014,06,079,California,San Luis Obispo County,NA,53,49.1,56.8,2,1
2014,06,081,California,San Mateo County,NA,32.5,30.7,34.3,0.9,1
2014,06,083,California,Santa Barbara County,NA,41.3,38.6,44,1.4,1
2014,06,085,California,Santa Clara County,NA,36,34.7,37.2,0.6,1
2014,06,087,California,Santa Cruz County,NA,55.7,51.6,59.7,2.1,1
2014,06,089,California,Shasta County,NA,90,83.7,96.4,3.2,1
2014,06,091,California,Sierra County,NA,NA,48.2,163,26.9,NA
2014,06,093,California,Siskiyou County,NA,94.9,81.4,108.4,6.9,1
2014,06,095,California,Solano County,NA,55.1,51.9,58.3,1.6,1
2014,06,097,California,Sonoma County,NA,44.1,41.5,46.7,1.3,1
2014,06,099,California,Stanislaus County,NA,56.5,53.6,59.5,1.5,1
2014,06,101,California,Sutter County,NA,64.5,57.1,71.8,3.7,1
2014,06,103,California,Tehama County,NA,79.5,69.6,89.5,5.1,1
2014,06,105,California,Trinity County,NA,122.4,96.1,153.6,14.2,1
2014,06,107,California,Tulare County,NA,54.5,51.3,57.7,1.6,1
2014,06,109,California,Tuolumne County,NA,78.2,67.5,88.9,5.4,1
2014,06,111,California,Ventura County,NA,44.2,42.2,46.2,1,1
2014,06,113,California,Yolo County,NA,46.9,42.5,51.3,2.3,1
2014,06,115,California,Yuba County,NA,81.6,71.9,91.3,5,1
2014,08,001,Colorado,Adams County,NA,73.4,69.6,77.2,1.9,1
2014,08,003,Colorado,Alamosa County,NA,114.5,90.8,142.5,12.8,1
2014,08,005,Colorado,Arapahoe County,NA,61.2,58.4,64.1,1.5,1
2014,08,007,Colorado,Archuleta County,NA,73,51.9,99.8,11.8,1
2014,08,009,Colorado,Baca County,NA,111.7,67.3,174.5,25.6,2
2014,08,011,Colorado,Bent County,NA,60.5,36.4,94.4,13.8,2
2014,08,013,Colorado,Boulder County,NA,66.5,62.3,70.7,2.2,1
2014,08,014,Colorado,Broomfield County,NA,52,43.5,60.4,4.3,1
2014,08,015,Colorado,Chaffee County,NA,57.7,43.5,75.2,7.8,1
2014,08,017,Colorado,Cheyenne County,NA,NA,80.2,257.5,41.6,NA
2014,08,019,Colorado,Clear Creek County,NA,80,54,114.2,14.6,1
2014,08,021,Colorado,Conejos County,NA,113.6,81.5,154.1,17.8,1
2014,08,023,Colorado,Costilla County,NA,143.1,88.6,218.7,30.9,2
2014,08,025,Colorado,Crowley County,NA,NA,45,123.6,18.8,NA
2014,08,027,Colorado,Custer County,NA,NA,30.4,108.8,18.7,NA
2014,08,029,Colorado,Delta County,NA,82.8,68.1,97.5,7.5,1
2014,08,031,Colorado,Denver County,NA,79.7,76.5,82.9,1.6,1
2014,08,033,Colorado,Dolores County,NA,NA,NA,NA,NA,NA
2014,08,035,Colorado,Douglas County,NA,49.3,45.1,53.4,2.1,1
2014,08,037,Colorado,Eagle County,NA,47,37.2,56.7,5,1
2014,08,039,Colorado,Elbert County,NA,66.8,51.2,85.7,8.5,1
2014,08,041,Colorado,El Paso County,NA,76.2,73.1,79.4,1.6,1
2014,08,043,Colorado,Fremont County,NA,82.7,71.5,94,5.7,1
2014,08,045,Colorado,Garfield County,NA,76.1,65.5,86.8,5.5,1
2014,08,047,Colorado,Gilpin County,NA,NA,34.4,110.3,17.7,NA
2014,08,049,Colorado,Grand County,NA,59.1,41.4,81.9,9.8,1
2014,08,051,Colorado,Gunnison County,NA,59.6,42.5,81.1,9.4,1
2014,08,053,Colorado,Hinsdale County,NA,NA,NA,NA,NA,NA
2014,08,055,Colorado,Huerfano County,NA,144.3,101.1,199.8,24.1,1
2014,08,057,Colorado,Jackson County,NA,NA,NA,NA,NA,NA
2014,08,059,Colorado,Jefferson County,NA,68,65,71.1,1.6,1
2014,08,061,Colorado,Kiowa County,NA,NA,43.7,181.6,32,NA
2014,08,063,Colorado,Kit Carson County,NA,94.3,67.4,128.4,14.8,1
2014,08,065,Colorado,Lake County,NA,106.5,72.3,151.1,19,1
2014,08,067,Colorado,La Plata County,NA,73.4,62.9,83.8,5.3,1
2014,08,069,Colorado,Larimer County,NA,60.1,56.2,64,2,1
2014,08,071,Colorado,Las Animas County,NA,131.4,104.3,158.6,13.9,1
2014,08,073,Colorado,Lincoln County,NA,75.5,48.8,111.4,15.2,2
2014,08,075,Colorado,Logan County,NA,70.9,56.2,88.3,7.9,1
2014,08,077,Colorado,Mesa County,NA,82.3,75.7,88.9,3.3,1
2014,08,079,Colorado,Mineral County,NA,NA,NA,NA,NA,NA
2014,08,081,Colorado,Moffat County,NA,92.8,70.3,120.3,12.3,1
2014,08,083,Colorado,Montezuma County,NA,110.6,92.2,129,9.4,1
2014,08,085,Colorado,Montrose County,NA,84.7,72.3,97,6.3,1
2014,08,087,Colorado,Morgan County,NA,76.2,61.7,90.6,7.4,1
2014,08,089,Colorado,Otero County,NA,88.9,70.2,111.2,10.1,1
2014,08,091,Colorado,Ouray County,NA,106,62.8,167.6,25.1,2
2014,08,093,Colorado,Park County,NA,84.2,62.9,110.5,11.6,1
2014,08,095,Colorado,Phillips County,NA,78.4,45.7,125.5,19.1,2
2014,08,097,Colorado,Pitkin County,NA,56.5,41.7,75,8.2,1
2014,08,099,Colorado,Prowers County,NA,73.1,53.7,97.2,10.7,1
2014,08,101,Colorado,Pueblo County,NA,89.6,82.9,96.2,3.4,1
2014,08,103,Colorado,Rio Blanco County,NA,101.1,70,141.3,17.4,1
2014,08,105,Colorado,Rio Grande County,NA,107.3,81.8,138.1,13.9,1
2014,08,107,Colorado,Routt County,NA,67.4,53.1,84.3,7.8,1
2014,08,109,Colorado,Saguache County,NA,108.2,71.9,156.3,20.6,1
2014,08,111,Colorado,San Juan County,NA,NA,NA,NA,NA,NA
2014,08,113,Colorado,San Miguel County,NA,79.1,47.6,123.6,18,2
2014,08,115,Colorado,Sedgwick County,NA,NA,59.2,200.2,32.9,NA
2014,08,117,Colorado,Summit County,NA,51.8,37.5,69.8,7.9,1
2014,08,119,Colorado,Teller County,NA,82.2,64.3,103.5,9.7,1
2014,08,121,Colorado,Washington County,NA,80.4,46.8,128.7,19.4,2
2014,08,123,Colorado,Weld County,NA,66,61.4,70.6,2.3,1
2014,08,125,Colorado,Yuma County,NA,62.5,42.8,88.3,11,1
2014,09,001,Connecticut,Fairfield County,NA,42.1,40.2,43.9,0.9,1
2014,09,003,Connecticut,Hartford County,NA,52,50,54.1,1.1,1
2014,09,005,Connecticut,Litchfield County,NA,57,52.1,61.8,2.5,1
2014,09,007,Connecticut,Middlesex County,NA,52.6,47.8,57.4,2.5,1
2014,09,009,Connecticut,New Haven County,NA,53.4,51.3,55.6,1.1,1
2014,09,011,Connecticut,New London County,NA,56.6,52.6,60.5,2,1
2014,09,013,Connecticut,Tolland County,NA,45.9,41,50.9,2.5,1
2014,09,015,Connecticut,Windham County,NA,57.3,51.2,63.4,3.1,1
2014,10,001,Delaware,Kent County,NA,65.5,59.9,71.1,2.9,1
2014,10,003,Delaware,New Castle County,NA,58.4,55.6,61.3,1.5,1
2014,10,005,Delaware,Sussex County,NA,66.3,61.1,71.6,2.7,1
2014,11,001,District of Columbia,District of Columbia,NA,56.3,53.6,58.9,1.3,1
2014,12,001,Florida,Alachua County,NA,62.1,57.4,66.7,2.4,1
2014,12,003,Florida,Baker County,NA,65.3,52,80.8,7.1,1
2014,12,005,Florida,Bay County,NA,75.6,69.8,81.4,2.9,1
2014,12,007,Florida,Bradford County,NA,86.4,71.1,101.7,7.8,1
2014,12,009,Florida,Brevard County,NA,77,73.6,80.4,1.7,1
2014,12,011,Florida,Broward County,NA,50.5,49.1,51.9,0.7,1
2014,12,013,Florida,Calhoun County,NA,63.9,47.2,84.4,9.1,1
2014,12,015,Florida,Charlotte County,NA,58.8,52.6,65.1,3.2,1
2014,12,017,Florida,Citrus County,NA,103.3,94.6,111.9,4.4,1
2014,12,019,Florida,Clay County,NA,64.2,59,69.3,2.6,1
2014,12,021,Florida,Collier County,NA,61,57.2,64.8,2,1
2014,12,023,Florida,Columbia County,NA,96.9,86.4,107.4,5.3,1
2014,12,027,Florida,DeSoto County,NA,55.9,44.8,67,5.6,1
2014,12,029,Florida,Dixie County,NA,128.6,103.8,153.4,12.7,1
2014,12,031,Florida,Duval County,NA,73.6,71,76.1,1.3,1
2014,12,033,Florida,Escambia County,NA,66.7,62.5,70.8,2.1,1
2014,12,035,Florida,Flagler County,NA,64.4,57,71.9,3.8,1
2014,12,037,Florida,Franklin County,NA,84.4,62,112.2,12.3,1
2014,12,039,Florida,Gadsden County,NA,69.4,58.6,80.2,5.5,1
2014,12,041,Florida,Gilchrist County,NA,94.6,74.5,118.4,10.8,1
2014,12,043,Florida,Glades County,NA,78.8,57.9,104.8,11.5,1
2014,12,045,Florida,Gulf County,NA,68.3,52.1,87.9,8.8,1
2014,12,047,Florida,Hamilton County,NA,85,64.9,109.5,10.9,1
2014,12,049,Florida,Hardee County,NA,74.6,59.9,89.2,7.5,1
2014,12,051,Florida,Hendry County,NA,75.7,63,88.3,6.4,1
2014,12,053,Florida,Hernando County,NA,95.4,88.7,102.2,3.4,1
2014,12,055,Florida,Highlands County,NA,80.3,71.5,89.1,4.5,1
2014,12,057,Florida,Hillsborough County,NA,66,64,67.9,1,1
2014,12,059,Florida,Holmes County,NA,85.7,68.3,106.1,9.3,1
2014,12,061,Florida,Indian River County,NA,66.5,60.3,72.8,3.2,1
2014,12,063,Florida,Jackson County,NA,69,58.8,79.1,5.2,1
2014,12,065,Florida,Jefferson County,NA,56.9,41,76.9,8.8,1
2014,12,067,Florida,Lafayette County,NA,69.7,47.7,98.4,12.4,1
2014,12,069,Florida,Lake County,NA,74.8,70.5,79.1,2.2,1
2014,12,071,Florida,Lee County,NA,68.5,65.5,71.4,1.5,1
2014,12,073,Florida,Leon County,NA,54.1,50,58.3,2.1,1
2014,12,075,Florida,Levy County,NA,112.6,97.4,127.9,7.8,1
2014,12,077,Florida,Liberty County,NA,84.9,57.3,121.1,15.6,1
2014,12,079,Florida,Madison County,NA,70.9,55.2,89.7,8.5,1
2014,12,081,Florida,Manatee County,NA,74.2,69.9,78.6,2.2,1
2014,12,083,Florida,Marion County,NA,90.6,86,95.2,2.4,1
2014,12,085,Florida,Martin County,NA,64.5,58.4,70.6,3.1,1
