year,state,county,state_name,county_name,population,rate_injury_death,rate_injury_death_lb,rate_injury_death_ub,rate_injury_death_se,rate_injury_death_quality
2017,28,089,Mississippi,Madison County,104618,58,51.3,64.7,3.4,1
2017,28,091,Mississippi,Marion County,25069,126.4,106.6,146.1,10.1,1
2017,28,093,Mississippi,Marshall County,35619,98.5,83.5,113.5,7.6,1
2017,28,095,Mississippi,Monroe County,35872,81.1,68,94.2,6.7,1
2017,28,097,Mississippi,Montgomery County,10173,118.6,90.1,153.3,15.6,1
2017,28,099,Mississippi,Neshoba County,29369,122.7,103.9,141.4,9.5,1
2017,28,101,Mississippi,Newton County,21185,117.8,96.9,138.6,10.6,1
2017,28,103,Mississippi,Noxubee County,10742,85.4,62.8,113.6,12.5,1
2017,28,105,Mississippi,Oktibbeha County,49799,52.1,41.9,62.3,5.2,1
2017,28,107,Mississippi,Panola County,33994,111.9,95.6,128.2,8.3,1
2017,28,109,Mississippi,Pearl River County,55270,108.1,95.5,120.7,6.4,1
2017,28,111,Mississippi,Perry County,12032,74.5,54.1,100,11.2,1
2017,28,113,Mississippi,Pike County,39468,88.5,74.8,102.2,7,1
2017,28,115,Mississippi,Pontotoc County,31640,86.7,71.8,101.5,7.6,1
2017,28,117,Mississippi,Prentiss County,25261,98.1,80.5,115.6,9,1
2017,28,119,Mississippi,Quitman County,7269,132.3,97.2,176,19.2,1
2017,28,121,Mississippi,Rankin County,152080,61.6,56,67.3,2.9,1
2017,28,123,Mississippi,Scott County,28420,109.4,91.8,127,9,1
2017,28,125,Mississippi,Sharkey County,4435,104.1,64.4,159.2,22.7,2
2017,28,127,Mississippi,Simpson County,26947,72.2,58.3,88.3,7.5,1
2017,28,129,Mississippi,Smith County,16078,81.3,62.8,103.4,10,1
2017,28,131,Mississippi,Stone County,18112,90.8,71.4,113.9,10.5,1
2017,28,133,Mississippi,Sunflower County,25981,74.9,60.2,89.7,7.5,1
2017,28,135,Mississippi,Tallahatchie County,14125,79.5,60.8,102.2,10.2,1
2017,28,137,Mississippi,Tate County,28441,87.3,71.6,103.1,8.1,1
2017,28,139,Mississippi,Tippah County,21969,96.9,78.3,115.4,9.5,1
2017,28,141,Mississippi,Tishomingo County,19542,121.8,99.7,143.9,11.3,1
2017,28,143,Mississippi,Tunica County,10024,76.5,53.9,105.5,12.6,1
2017,28,145,Mississippi,Union County,28556,74.1,60,88.3,7.2,1
2017,28,147,Mississippi,Walthall County,14499,106.8,84.3,133.4,12.2,1
2017,28,149,Mississippi,Warren County,46768,85.9,73.9,97.9,6.1,1
2017,28,151,Mississippi,Washington County,46221,98.9,85.9,111.8,6.6,1
2017,28,153,Mississippi,Wayne County,20446,103.9,83.8,124,10.3,1
2017,28,155,Mississippi,Webster County,9765,95.1,70.3,125.7,13.5,1
2017,28,157,Mississippi,Wilkinson County,8804,147.2,113.1,188.3,18.5,1
2017,28,159,Mississippi,Winston County,18246,115.5,93.5,137.5,11.2,1
2017,28,161,Mississippi,Yalobusha County,12497,95.2,71.9,123.6,12.7,1
2017,28,163,Mississippi,Yazoo County,27057,92.6,76.5,108.8,8.2,1
2017,29,001,Missouri,Adair County,25377,85.9,68.4,103.3,8.9,1
2017,29,003,Missouri,Andrew County,17555,61.4,46,80.3,8.5,1
2017,29,005,Missouri,Atchison County,5275,68.3,39.8,109.3,16.3,2
2017,29,007,Missouri,Audrain County,25641,57.8,45.5,72.3,6.6,1
2017,29,009,Missouri,Barry County,35668,81.5,67.7,95.2,7,1
2017,29,011,Missouri,Barton County,11850,66.3,47.3,90.2,10.4,1
2017,29,013,Missouri,Bates County,16334,80.3,62.1,102.1,9.9,1
2017,29,015,Missouri,Benton County,19074,93.5,72.6,114.4,10.7,1
2017,29,017,Missouri,Bollinger County,12306,88.5,65.9,116.4,12.3,1
2017,29,019,Missouri,Boone County,178271,49.1,44.1,54,2.5,1
2017,29,021,Missouri,Buchanan County,89065,65.6,58,73.1,3.8,1
2017,29,023,Missouri,Butler County,42666,93.4,80.2,106.6,6.7,1
2017,29,025,Missouri,Caldwell County,9100,68.3,45.4,98.7,12.9,1
2017,29,027,Missouri,Callaway County,45032,77,65.4,88.6,5.9,1
2017,29,029,Missouri,Camden County,45632,95.8,81.4,110.1,7.3,1
2017,29,031,Missouri,Cape Girardeau County,78161,66.8,58.6,75.1,4.2,1
2017,29,033,Missouri,Carroll County,8796,74.5,51.6,104.1,12.8,1
2017,29,035,Missouri,Carter County,6169,92.9,61.2,135.1,18,1
2017,29,037,Missouri,Cass County,103724,64.2,57.1,71.3,3.6,1
2017,29,039,Missouri,Cedar County,14073,85,63.5,111.5,11.7,1
2017,29,041,Missouri,Chariton County,7480,66.3,41.6,100.4,14.3,2
2017,29,043,Missouri,Christian County,85432,58.1,50.6,65.6,3.8,1
2017,29,045,Missouri,Clark County,6723,59.8,37,91.4,12.9,2
2017,29,047,Missouri,Clay County,242874,63,58.4,67.5,2.3,1
2017,29,049,Missouri,Clinton County,20554,71.7,55.9,90.6,8.6,1
2017,29,051,Missouri,Cole County,76708,58.7,51,66.4,3.9,1
2017,29,053,Missouri,Cooper County,17644,41.5,29.5,56.7,6.7,1
2017,29,055,Missouri,Crawford County,24102,100.2,81.9,118.6,9.4,1
2017,29,057,Missouri,Dade County,7588,65.6,41.6,98.5,13.6,2
2017,29,059,Missouri,Dallas County,16673,82.2,62.7,105.8,10.6,1
2017,29,061,Missouri,Daviess County,8361,63.9,41.8,93.7,12.6,1
2017,29,063,Missouri,DeKalb County,12588,57.9,41.5,78.5,9,1
2017,29,065,Missouri,Dent County,15480,98.9,77.4,124.5,11.6,1
2017,29,067,Missouri,Douglas County,13300,76.9,56.7,102,11.1,1
2017,29,069,Missouri,Dunklin County,30119,99,82.7,115.3,8.3,1
2017,29,071,Missouri,Franklin County,103330,112.6,103.3,122,4.8,1
2017,29,073,Missouri,Gasconade County,14726,112.9,89.1,141.1,12.9,1
2017,29,075,Missouri,Gentry County,6665,55.8,33.6,87.2,12.9,2
2017,29,077,Missouri,Greene County,289805,79.5,74.8,84.1,2.4,1
2017,29,079,Missouri,Grundy County,9949,101.5,74.8,134.6,14.6,1
2017,29,081,Missouri,Harrison County,8524,71.8,47.7,103.7,13.5,1
2017,29,083,Missouri,Henry County,21718,86.4,68.6,104.3,9.1,1
2017,29,085,Missouri,Hickory County,9475,120.6,86.5,163.6,18.9,1
2017,29,087,Missouri,Holt County,4413,NA,32,102.9,16.4,NA
2017,29,089,Missouri,Howard County,10139,62,42.1,88,11.1,1
2017,29,091,Missouri,Howell County,40103,87.4,74.5,100.4,6.6,1
2017,29,093,Missouri,Iron County,10226,110,82.4,143.8,15.1,1
2017,29,095,Missouri,Jackson County,698895,84.3,81.2,87.4,1.6,1
2017,29,097,Missouri,Jasper County,120217,73.5,66.5,80.5,3.6,1
2017,29,099,Missouri,Jefferson County,223810,104.7,98.5,110.9,3.2,1
2017,29,101,Missouri,Johnson County,53897,59.5,49.9,69.2,4.9,1
2017,29,103,Missouri,Knox County,3977,NA,36.4,123.1,20.6,NA
2017,29,105,Missouri,Laclede County,35443,70.8,58.1,83.4,6.5,1
2017,29,107,Missouri,Lafayette County,32641,65.4,52.8,77.9,6.4,1
2017,29,109,Missouri,Lawrence County,38434,82.5,69.4,95.6,6.7,1
2017,29,111,Missouri,Lewis County,9967,69,47.8,96.4,11.8,1
2017,29,113,Missouri,Lincoln County,56183,96.9,84.9,108.9,6.1,1
2017,29,115,Missouri,Linn County,12194,63.7,44.1,88.9,10.9,1
2017,29,117,Missouri,Livingston County,15173,78.7,60.4,100.9,10,1
2017,29,119,Missouri,McDonald County,22828,109.5,89.3,129.7,10.3,1
2017,29,121,Missouri,Macon County,15251,74.1,55.9,96.2,9.9,1
2017,29,123,Missouri,Madison County,12243,99.4,75.5,128.5,13,1
2017,29,125,Missouri,Maries County,8867,104.4,75.5,140.6,15.9,1
2017,29,127,Missouri,Marion County,28634,72,58.1,85.9,7.1,1
2017,29,129,Missouri,Mercer County,3678,NA,31.3,130,22.3,NA
2017,29,131,Missouri,Miller County,25228,78.6,63.4,96.4,8.2,1
2017,29,133,Missouri,Mississippi County,13586,100.3,78.6,126.1,11.8,1
2017,29,135,Missouri,Moniteau County,16063,50.7,36.2,69,8,1
2017,29,137,Missouri,Monroe County,8612,48.6,29.2,75.8,11,2
2017,29,139,Missouri,Montgomery County,11438,105.8,79.5,138,14.4,1
2017,29,141,Missouri,Morgan County,20145,84.7,66.7,106,9.7,1
2017,29,143,Missouri,New Madrid County,17582,97.4,77.9,120.2,10.5,1
2017,29,145,Missouri,Newton County,58290,79.6,69.2,90,5.3,1
2017,29,147,Missouri,Nodaway County,22472,45.5,33.3,60.8,6.7,1
2017,29,149,Missouri,Oregon County,10558,92.5,66.9,124.6,14.1,1
2017,29,151,Missouri,Osage County,13662,68.5,50.3,91.1,10,1
2017,29,153,Missouri,Ozark County,9186,75.9,50.8,109,14,1
2017,29,155,Missouri,Pemiscot County,16826,110.9,89.3,136.1,11.6,1
2017,29,157,Missouri,Perry County,19225,61.6,46.4,80.2,8.3,1
2017,29,159,Missouri,Pettis County,42558,81.5,69,94,6.4,1
2017,29,161,Missouri,Phelps County,44744,86.4,73.7,99.2,6.5,1
2017,29,163,Missouri,Pike County,18567,78.7,61.7,99,9.2,1
2017,29,165,Missouri,Platte County,101187,59.8,52.9,66.8,3.6,1
2017,29,167,Missouri,Polk County,31794,74.9,61.2,88.6,7,1
2017,29,169,Missouri,Pulaski County,52059,83,70.3,95.6,6.4,1
2017,29,171,Missouri,Putnam County,4811,62.6,36.5,100.3,15.2,2
2017,29,173,Missouri,Ralls County,10224,67.8,46.4,95.7,12,1
2017,29,175,Missouri,Randolph County,24945,70.9,57.2,87,7.4,1
2017,29,177,Missouri,Ray County,22855,77.2,61.6,95.4,8.4,1
2017,29,179,Missouri,Reynolds County,6275,154.3,112.1,207.2,23.3,1
2017,29,181,Missouri,Ripley County,13564,110.4,86.2,139.2,13.1,1
2017,29,183,Missouri,St. Charles County,395504,69.8,66.1,73.6,1.9,1
2017,29,185,Missouri,St. Clair County,9362,75.2,52.1,105.2,12.9,1
2017,29,186,Missouri,Ste. Genevieve County,17843,80.6,62.7,102,9.7,1
2017,29,187,Missouri,St. Francois County,66705,94.4,83.9,104.9,5.4,1
2017,29,189,Missouri,St. Louis County,996726,77,74.6,79.5,1.3,1
2017,29,195,Missouri,Saline County,22660,80.3,64.7,98.5,8.4,1
2017,29,197,Missouri,Schuyler County,4508,NA,38.6,109.5,17.1,NA
2017,29,199,Missouri,Scotland County,4963,108.6,70.3,160.4,21.6,1
2017,29,201,Missouri,Scott County,38541,92.9,78.9,106.9,7.1,1
2017,29,203,Missouri,Shannon County,8249,85.1,59.3,118.4,14.4,1
2017,29,205,Missouri,Shelby County,6021,84.2,53.9,125.2,17.1,2
2017,29,207,Missouri,Stoddard County,29369,73.3,59.4,87.3,7.1,1
2017,29,209,Missouri,Stone County,31699,102.2,84.6,119.7,8.9,1
2017,29,211,Missouri,Sullivan County,6229,65.8,40.2,101.6,14.7,2
2017,29,213,Missouri,Taney County,55355,77.6,66.9,88.3,5.5,1
2017,29,215,Missouri,Texas County,25735,85.6,69.4,101.9,8.3,1
2017,29,217,Missouri,Vernon County,20437,88.5,70.8,109.3,9.6,1
2017,29,219,Missouri,Warren County,34373,94.5,79.2,109.8,7.8,1
2017,29,221,Missouri,Washington County,25022,117.8,98,137.7,10.1,1
2017,29,223,Missouri,Wayne County,13296,129.9,103.1,161.4,14.5,1
2017,29,225,Missouri,Webster County,38665,94.2,80.2,108.3,7.2,1
2017,29,227,Missouri,Worth County,2057,NA,57.9,195.9,32.8,NA
2017,29,229,Missouri,Wright County,18331,71.6,54.9,91.8,9.1,1
2017,29,510,Missouri,St. Louis city,308626,124.8,119.2,130.4,2.8,1
2017,30,001,Montana,Beaverhead County,9434,75.6,54.5,102.2,11.7,1
2017,30,003,Montana,Big Horn County,13360,193.1,155.3,231,19.3,1
2017,30,005,Montana,Blaine County,6708,125,88.5,171.6,20.4,1
2017,30,007,Montana,Broadwater County,5936,85.7,53.1,131,18.9,2
2017,30,009,Montana,Carbon County,10696,96.3,70,129.3,14.5,1
2017,30,011,Montana,Carter County,1222,NA,NA,NA,NA,NA
2017,30,013,Montana,Cascade County,81654,89.6,80.4,98.8,4.7,1
2017,30,015,Montana,Chouteau County,5765,97.8,65.5,140.5,18.2,1
2017,30,017,Montana,Custer County,11721,87.2,64.5,115.3,12.5,1
2017,30,019,Montana,Daniels County,1737,NA,77.8,278.9,47.9,NA
2017,30,021,Montana,Dawson County,8950,53.5,34.9,78.3,10.6,1
2017,30,023,Montana,Deer Lodge County,9106,131.4,99.8,169.9,17.2,1
2017,30,025,Montana,Fallon County,3009,NA,40.7,137.4,23,NA
2017,30,027,Montana,Fergus County,11291,76.1,55.7,101.6,11.3,1
2017,30,029,Montana,Flathead County,100000,82.3,73.9,90.6,4.2,1
2017,30,031,Montana,Gallatin County,107810,54.5,47.9,61.1,3.4,1
2017,30,033,Montana,Garfield County,1293,NA,NA,NA,NA,NA
2017,30,035,Montana,Glacier County,13640,158.5,127,190,16.1,1
2017,30,037,Montana,Golden Valley County,822,NA,NA,NA,NA,NA
2017,30,039,Montana,Granite County,3358,NA,44.8,160.7,27.3,NA
2017,30,041,Montana,Hill County,16463,87.1,67.7,110.5,10.6,1
2017,30,043,Montana,Jefferson County,11891,107.3,79.9,141.1,15,1
2017,30,045,Montana,Judith Basin County,1961,NA,NA,NA,NA,NA
2017,30,047,Montana,Lake County,30273,119.6,101.2,138.1,9.4,1
2017,30,049,Montana,Lewis and Clark County,67773,83.3,73.6,93,4.9,1
2017,30,051,Montana,Liberty County,2427,NA,NA,NA,NA,NA
2017,30,053,Montana,Lincoln County,19440,100.5,79.6,125.2,11.3,1
2017,30,055,Montana,McCone County,1718,NA,42.1,192.3,33.9,NA
2017,30,057,Montana,Madison County,8175,86.2,57.7,123.8,16,1
2017,30,059,Montana,Meagher County,1851,NA,82.2,294.6,49.5,NA
2017,30,061,Montana,Mineral County,4255,138.7,87.9,208.2,28.7,2
2017,30,063,Montana,Missoula County,117441,77.4,70.2,84.7,3.7,1
2017,30,065,Montana,Musselshell County,4639,133.3,87.1,195.3,26.3,1
2017,30,067,Montana,Park County,16353,103.2,81.7,128.6,11.6,1
2017,30,069,Montana,Petroleum County,523,NA,NA,NA,NA,NA
2017,30,071,Montana,Phillips County,4119,95.9,58.6,148.1,21.6,2
2017,30,073,Montana,Pondera County,5960,64.4,39.4,99.5,14.3,2
2017,30,075,Montana,Powder River County,1752,NA,44.7,203.9,36.9,NA
2017,30,077,Montana,Powell County,6795,108.9,78.2,147.7,17,1
2017,30,079,Montana,Prairie County,1109,NA,70.5,321.6,57.2,NA
2017,30,081,Montana,Ravalli County,42563,76.5,64.2,88.8,6.3,1
2017,30,083,Montana,Richland County,11039,102.5,77.6,132.8,13.6,1
2017,30,085,Montana,Roosevelt County,11098,171.2,136.8,211.7,18.6,1
2017,30,087,Montana,Rosebud County,9248,153.9,117.7,197.7,19.7,1
2017,30,089,Montana,Sanders County,11711,99.9,73.2,133.3,14.7,1
2017,30,091,Montana,Sheridan County,3469,102,60.4,161.2,24.3,2
2017,30,093,Montana,Silver Bow County,34602,98.4,83.1,113.7,7.8,1
2017,30,095,Montana,Stillwater County,9419,103.9,75.2,140,15.9,1
2017,30,097,Montana,Sweet Grass County,3691,NA,48,141.6,22.3,NA
2017,30,099,Montana,Teton County,6085,92.3,60.8,134.3,17.7,1
2017,30,101,Montana,Toole County,4886,80.5,48.5,125.7,18.4,2
2017,30,103,Montana,Treasure County,679,NA,NA,NA,NA,NA
2017,30,105,Montana,Valley County,7433,91.7,62.7,129.4,16.1,1
2017,30,107,Montana,Wheatland County,2140,NA,NA,NA,NA,NA
2017,30,109,Montana,Wibaux County,1020,NA,NA,NA,NA,NA
2017,30,111,Montana,Yellowstone County,158980,81.1,74.8,87.4,3.2,1
2017,31,001,Nebraska,Adams County,31678,51.6,40.9,64.4,5.8,1
2017,31,003,Nebraska,Antelope County,6362,52.6,30.1,85.4,13.1,2
2017,31,005,Nebraska,Arthur County,457,NA,NA,NA,NA,NA
2017,31,007,Nebraska,Banner County,742,NA,NA,NA,NA,NA
2017,31,009,Nebraska,Blaine County,482,NA,NA,NA,NA,NA
2017,31,011,Nebraska,Boone County,5352,74.8,45.7,115.5,16.7,2
2017,31,013,Nebraska,Box Butte County,10886,89.1,65.2,118.9,13.1,1
2017,31,015,Nebraska,Boyd County,1977,NA,NA,NA,NA,NA
2017,31,017,Nebraska,Brown County,3014,NA,27,123.1,22.2,NA
2017,31,019,Nebraska,Buffalo County,49732,61.1,51,71.3,5.2,1
2017,31,021,Nebraska,Burt County,6535,77.4,49.6,115.1,15.8,2
2017,31,023,Nebraska,Butler County,8053,65.7,43.7,95,12.5,1
2017,31,025,Nebraska,Cass County,25889,65.9,52.1,82.2,7.4,1
2017,31,027,Nebraska,Cedar County,8530,64.1,43.3,91.5,11.6,1
2017,31,029,Nebraska,Chase County,3971,NA,38.6,118.4,18.6,NA
2017,31,031,Nebraska,Cherry County,5818,104.9,70.3,150.7,19.5,1
2017,31,033,Nebraska,Cheyenne County,9676,60.8,41,86.8,11.2,1
2017,31,035,Nebraska,Clay County,6205,NA,29.6,84,12.9,NA
2017,31,037,Nebraska,Colfax County,10585,82.6,59.8,111.3,12.6,1
2017,31,039,Nebraska,Cuming County,9042,50.5,31.6,76.4,10.8,2
2017,31,041,Nebraska,Custer County,10897,65.8,47,89.6,10.4,1
2017,31,043,Nebraska,Dakota County,20186,46.2,33.8,61.6,6.8,1
2017,31,045,Nebraska,Dawes County,8890,66.5,44.5,95.4,12.3,1
2017,31,047,Nebraska,Dawson County,23709,58.7,45.9,73.9,6.9,1
2017,31,049,Nebraska,Deuel County,1883,NA,NA,NA,NA,NA
2017,31,051,Nebraska,Dixon County,5754,NA,30.8,87.6,13.3,NA
2017,31,053,Nebraska,Dodge County,36707,66.9,55.4,78.4,5.9,1
2017,31,055,Nebraska,Douglas County,561620,53.7,50.9,56.5,1.4,1
2017,31,057,Nebraska,Dundy County,1801,NA,NA,NA,NA,NA
2017,31,059,Nebraska,Fillmore County,5582,89.4,57.3,133,18.2,2
2017,31,061,Nebraska,Franklin County,2990,NA,67.7,207.7,32.6,NA
2017,31,063,Nebraska,Frontier County,2631,NA,NA,NA,NA,NA
2017,31,065,Nebraska,Furnas County,4780,NA,31.5,96.6,15.4,NA
2017,31,067,Nebraska,Gage County,21601,72.1,57.4,89.4,7.9,1
2017,31,069,Nebraska,Garden County,1906,NA,NA,NA,NA,NA
2017,31,071,Nebraska,Garfield County,2016,NA,39.4,179.7,33,NA
2017,31,073,Nebraska,Gosper County,2028,NA,NA,NA,NA,NA
2017,31,075,Nebraska,Grant County,649,NA,NA,NA,NA,NA
2017,31,077,Nebraska,Greeley County,2374,NA,26.4,120.5,22.1,NA
2017,31,079,Nebraska,Hall County,61519,46.1,38.5,53.8,3.9,1
2017,31,081,Nebraska,Hamilton County,9207,57.1,36.9,84.2,11.4,1
2017,31,083,Nebraska,Harlan County,3443,NA,35,125.4,21.2,NA
2017,31,085,Nebraska,Hayes County,893,NA,NA,NA,NA,NA
2017,31,087,Nebraska,Hitchcock County,2834,101.9,57.1,168.1,26,2
2017,31,089,Nebraska,Holt County,10202,58.7,39.9,83.3,10.6,1
2017,31,091,Nebraska,Hooker County,674,NA,NA,NA,NA,NA
2017,31,093,Nebraska,Howard County,6437,NA,28.7,81.6,12.6,NA
2017,31,095,Nebraska,Jefferson County,7178,90.6,61.1,129.3,16.5,1
2017,31,097,Nebraska,Johnson County,5185,113.6,75.5,164.2,21.3,1
2017,31,099,Nebraska,Kearney County,6530,85.7,56.9,123.8,16.3,1
2017,31,101,Nebraska,Keith County,8072,78.8,51.9,114.6,15.2,1
2017,31,103,Nebraska,Keya Paha County,793,NA,NA,NA,NA,NA
2017,31,105,Nebraska,Kimball County,3619,NA,39.4,121.1,19.2,NA
2017,31,107,Nebraska,Knox County,8472,80.2,55.6,112.1,13.8,1
2017,31,109,Nebraska,Lancaster County,314358,45.5,42,48.9,1.8,1
2017,31,111,Nebraska,Lincoln County,35280,67.5,55.3,79.7,6.2,1
2017,31,113,Nebraska,Logan County,768,NA,NA,NA,NA,NA
2017,31,115,Nebraska,Loup County,609,NA,NA,NA,NA,NA
2017,31,117,Nebraska,McPherson County,499,NA,NA,NA,NA,NA
2017,31,119,Nebraska,Madison County,35144,63.7,51.8,75.6,6.1,1
2017,31,121,Nebraska,Merrick County,7882,55.6,34.8,84.2,11.9,2
2017,31,123,Nebraska,Morrill County,4836,79.6,49.3,121.7,17.3,2
2017,31,125,Nebraska,Nance County,3607,NA,48.8,138.7,21.2,NA
2017,31,127,Nebraska,Nemaha County,6949,89.4,58.4,131.1,17.7,1
2017,31,129,Nebraska,Nuckolls County,4275,NA,43.6,133.7,21.1,NA
2017,31,131,Nebraska,Otoe County,16027,53.1,38.6,71.3,8,1
2017,31,133,Nebraska,Pawnee County,2641,NA,48.1,154.4,24.6,NA
2017,31,135,Nebraska,Perkins County,2903,NA,NA,NA,NA,NA
2017,31,137,Nebraska,Phelps County,9060,58,38.2,84.4,11.2,1
2017,31,139,Nebraska,Pierce County,7138,53.5,32.2,83.5,12.4,2
2017,31,141,Nebraska,Platte County,33175,51.2,40.9,63.4,5.6,1
2017,31,143,Nebraska,Polk County,5328,73.8,44.4,115.2,17,2
2017,31,145,Nebraska,Red Willow County,10728,63.6,43.8,89.3,11.1,1
2017,31,147,Nebraska,Richardson County,7969,65.1,41.3,97.6,13.5,2
2017,31,149,Nebraska,Rock County,1436,NA,NA,NA,NA,NA
2017,31,151,Nebraska,Saline County,14441,64.1,46.9,85.5,9.5,1
2017,31,153,Nebraska,Sarpy County,181439,39.2,34.8,43.6,2.3,1
2017,31,155,Nebraska,Saunders County,21057,57.9,44.6,74,7.2,1
2017,31,157,Nebraska,Scotts Bluff County,36363,66.1,53.8,78.3,6.3,1
2017,31,159,Nebraska,Seward County,17161,44.7,31.5,61.6,7.4,1
2017,31,161,Nebraska,Sheridan County,5289,89.8,55.6,137.3,19.4,2
2017,31,163,Nebraska,Sherman County,3086,NA,29.2,133.3,23.5,NA
2017,31,165,Nebraska,Sioux County,1203,NA,NA,NA,NA,NA
2017,31,167,Nebraska,Stanton County,5988,NA,28.8,88.3,14,NA
2017,31,169,Nebraska,Thayer County,5045,66.1,36.2,110.9,17.8,2
2017,31,171,Nebraska,Thomas County,725,NA,NA,NA,NA,NA
2017,31,173,Nebraska,Thurston County,7223,143.7,104.8,192.3,21.3,1
2017,31,175,Nebraska,Valley County,4209,85.3,48.7,138.5,21.5,2
2017,31,177,Nebraska,Washington County,20721,45.2,33.5,59.8,6.4,1
2017,31,179,Nebraska,Wayne County,9318,NA,10.6,38.2,6.6,NA
2017,31,181,Nebraska,Webster County,3524,97.5,55.7,158.3,24,2
2017,31,183,Nebraska,Wheeler County,818,NA,NA,NA,NA,NA
2017,31,185,Nebraska,York County,13806,76.7,57.8,99.8,10.4,1
2017,32,001,Nevada,Churchill County,24230,89.2,72.4,106.1,8.6,1
2017,32,003,Nevada,Clark County,2204079,67.7,66.1,69.3,0.8,1
2017,32,005,Nevada,Douglas County,48309,71.4,60.3,82.6,5.7,1
2017,32,007,Nevada,Elko County,52649,80.5,68.9,92.1,5.9,1
2017,32,009,Nevada,Esmeralda County,850,NA,108.4,450.1,78,NA
2017,32,011,Nevada,Eureka County,1961,NA,NA,NA,NA,NA
2017,32,013,Nevada,Humboldt County,16826,85.2,66.1,108.3,10.4,1
2017,32,015,Nevada,Lander County,5693,106,71,152.2,19.5,1
2017,32,017,Nevada,Lincoln County,5223,90.4,56.7,136.9,19.4,2
2017,32,019,Nevada,Lyon County,54122,93.7,81.8,105.6,6.1,1
2017,32,021,Nevada,Mineral County,4457,107.8,65.9,166.5,24.2,2
2017,32,023,Nevada,Nye County,44202,114.3,98.5,130.2,8.1,1
2017,32,027,Nevada,Pershing County,6508,92.3,63.1,130.3,16.2,1
2017,32,029,Nevada,Storey County,4006,NA,27.7,114.8,19.9,NA
2017,32,031,Nevada,Washoe County,460587,79.6,75.9,83.3,1.9,1
2017,32,033,Nevada,White Pine County,9592,101.7,75.4,134,14.4,1
2017,32,510,Nevada,Carson City,54745,102.5,90.6,114.4,6.1,1
2017,33,001,New Hampshire,Belknap County,60785,83.6,73,94.3,5.4,1
2017,33,003,New Hampshire,Carroll County,48064,89.5,77,102.1,6.4,1
2017,33,005,New Hampshire,Cheshire County,75960,75.8,66.9,84.8,4.6,1
2017,33,007,New Hampshire,Coos County,31634,105.1,88.5,121.8,8.5,1
2017,33,009,New Hampshire,Grafton County,89386,63.8,56.5,71.1,3.7,1
2017,33,011,New Hampshire,Hillsborough County,409697,78.8,74.9,82.7,2,1
2017,33,013,New Hampshire,Merrimack County,149216,70.4,64.4,76.4,3.1,1
2017,33,015,New Hampshire,Rockingham County,306363,67.9,63.7,72.2,2.2,1
2017,33,017,New Hampshire,Strafford County,128613,87.2,79.8,94.7,3.8,1
2017,33,019,New Hampshire,Sullivan County,43077,69.6,58.2,81,5.8,1
2017,34,001,New Jersey,Atlantic County,269918,77.9,73.2,82.7,2.4,1
2017,34,003,New Jersey,Bergen County,948406,34.3,32.6,35.9,0.8,1
2017,34,005,New Jersey,Burlington County,448596,58,54.9,61.2,1.6,1
2017,34,007,New Jersey,Camden County,510719,75.8,72.4,79.2,1.7,1
2017,34,009,New Jersey,Cape May County,93553,83.3,74.5,92.1,4.5,1
2017,34,011,New Jersey,Cumberland County,152538,79.8,73.5,86.1,3.2,1
2017,34,013,New Jersey,Essex County,808285,58.4,56,60.8,1.2,1
2017,34,015,New Jersey,Gloucester County,292206,70.7,66.3,75.1,2.2,1
2017,34,017,New Jersey,Hudson County,691643,37.7,35.5,39.8,1.1,1
2017,34,019,New Jersey,Hunterdon County,125059,44.2,38.6,49.7,2.8,1
2017,34,021,New Jersey,Mercer County,374733,50.7,47.5,53.9,1.6,1
2017,34,023,New Jersey,Middlesex County,842798,40.1,38.2,42,1,1
2017,34,025,New Jersey,Monmouth County,626351,50,47.4,52.5,1.3,1
2017,34,027,New Jersey,Morris County,499693,37.7,35.3,40.1,1.2,1
2017,34,029,New Jersey,Ocean County,597943,64.8,61.7,67.9,1.6,1
2017,34,031,New Jersey,Passaic County,512607,44.7,42.1,47.3,1.3,1
2017,34,033,New Jersey,Salem County,62792,78.1,68.2,88.1,5.1,1
2017,34,035,New Jersey,Somerset County,335432,39.6,36.6,42.6,1.5,1
2017,34,037,New Jersey,Sussex County,141682,56.7,51,62.4,2.9,1
2017,34,039,New Jersey,Union County,563892,40.4,38.1,42.7,1.2,1
2017,34,041,New Jersey,Warren County,106798,63.9,56.9,71,3.6,1
2017,35,001,New Mexico,Bernalillo County,676773,94.1,90.8,97.4,1.7,1
2017,35,003,New Mexico,Catron County,3587,155.5,92.2,245.8,36.9,2
2017,35,005,New Mexico,Chaves County,64866,100.8,89.7,111.9,5.7,1
2017,35,006,New Mexico,Cibola County,26853,109,91.3,126.7,9,1
2017,35,007,New Mexico,Colfax County,12174,124.2,96.5,157.5,15.1,1
2017,35,009,New Mexico,Curry County,49812,86.1,74.2,98.1,6.1,1
2017,35,011,New Mexico,De Baca County,1829,NA,84.2,284.8,47.8,NA
2017,35,013,New Mexico,Doña Ana County,215579,73.2,67.9,78.5,2.7,1
2017,35,015,New Mexico,Eddy County,56997,110.3,97.7,122.9,6.4,1
2017,35,017,New Mexico,Grant County,27687,119.1,99.6,138.6,9.9,1
2017,35,019,New Mexico,Guadalupe County,4429,118.8,76.1,176.7,24.1,2
