year,state,county,rate_injury_death,rate_injury_death_lb,rate_injury_death_ub,rate_injury_death_quality
2014,01,129,104.2,83.1,129,1
2014,01,131,124.5,95.5,159.6,1
2014,01,133,97.7,79.5,115.8,1
2014,02,013,NA,NA,NA,NA
2014,02,016,NA,NA,NA,NA
2014,02,020,74.1,69.4,78.8,1
2014,02,050,151,122.8,179.1,1
2014,02,060,NA,NA,NA,NA
2014,02,068,NA,NA,NA,NA
2014,02,070,233.3,170.8,311.3,1
2014,02,090,73.6,65,82.2,1
2014,02,100,NA,NA,NA,NA
2014,02,105,NA,NA,NA,NA
2014,02,110,68.3,54.8,81.9,1
2014,02,122,89.4,77.8,100.9,1
2014,02,130,80.6,59.8,106.2,1
2014,02,150,84.1,59.8,115,1
2014,02,158,260.7,205.4,326.4,1
2014,02,164,NA,NA,NA,NA
2014,02,170,92.3,82.5,102.1,1
2014,02,180,179.8,139.9,227.5,1
2014,02,185,103,63.7,157.4,2
2014,02,188,127.9,91.4,174.1,1
2014,02,195,NA,NA,NA,NA
2014,02,198,NA,NA,NA,NA
2014,02,220,72.9,49.6,103.5,1
2014,02,230,NA,NA,NA,NA
2014,02,240,89,59.6,127.8,1
2014,02,261,76.9,51.9,109.7,1
2014,02,275,NA,NA,NA,NA
2014,02,282,NA,NA,NA,NA
2014,02,290,254.9,196.3,325.5,1
2014,04,001,192,176.8,207.3,1
2014,04,003,73,66.4,79.7,1
2014,04,005,104.4,96,112.7,1
2014,04,007,118.1,103.6,132.6,1
2014,04,009,81.3,67.9,94.7,1
2014,04,011,83.5,58.2,116.2,1
2014,04,012,134.8,107.4,162.3,1
2014,04,013,67,65.9,68.2,1
2014,04,015,106.7,99.9,113.5,1
2014,04,017,151.4,140.3,162.5,1
2014,04,019,74.2,71.8,76.7,1
2014,04,021,63.6,60,67.3,1
2014,04,023,44.8,36,53.6,1
2014,04,025,102.9,96.4,109.5,1
2014,04,027,55.3,50.6,60,1
2014,05,001,103.4,83.4,126.8,1
2014,05,003,94.9,75.7,114,1
2014,05,005,88.5,74.3,102.7,1
2014,05,007,60.4,55.8,64.9,1
2014,05,009,71,58.7,83.3,1
2014,05,011,87.7,64.7,116.3,1
2014,05,013,79.7,49.3,121.8,2
2014,05,015,98.3,80.8,115.7,1
2014,05,017,68,47.6,94.1,1
2014,05,019,79.6,63.3,98.8,1
2014,05,021,81.7,62.4,105.2,1
2014,05,023,92.3,74.9,109.6,1
2014,05,025,86.7,59.7,121.7,1
2014,05,027,87.6,70.7,104.5,1
2014,05,029,105.6,85.5,125.8,1
2014,05,031,67.6,60.2,75,1
2014,05,033,77.9,67.8,88,1
2014,05,035,74,62.7,85.2,1
2014,05,037,85.8,67.2,107.8,1
2014,05,039,70.4,46.4,102.5,1
2014,05,041,87.1,65,114.2,1
2014,05,043,64.1,48.8,82.7,1
2014,05,045,65.8,58.9,72.7,1
2014,05,047,109.6,88.1,134.7,1
2014,05,049,87,63.2,116.8,1
2014,05,051,112.8,103.1,122.5,1
2014,05,053,89.3,70.5,111.6,1
2014,05,055,87.8,75.2,100.4,1
2014,05,057,86.4,69.7,105.8,1
2014,05,059,92.4,77.6,107.2,1
2014,05,061,74.7,55.3,98.8,1
2014,05,063,77.4,64.7,90.2,1
2014,05,065,94.5,71.6,122.4,1
2014,05,067,93.8,75.2,115.7,1
2014,05,069,78.9,69.8,88,1
2014,05,071,74.9,60.3,91.9,1
2014,05,073,130.2,94.2,175.4,1
2014,05,075,84.2,65.4,106.8,1
2014,05,077,84.4,61.1,113.6,1
2014,05,079,54.5,38.6,74.9,1
2014,05,081,70.7,51.6,94.6,1
2014,05,083,99.6,80.2,118.9,1
2014,05,085,76.6,67.3,86,1
2014,05,087,84.1,64.7,107.4,1
2014,05,089,92.8,71.5,118.5,1
2014,05,091,66.3,55.4,77.3,1
2014,05,093,86.8,74.4,99.3,1
2014,05,095,98.5,69.4,135.8,1
2014,05,097,89.4,62.6,123.7,1
2014,05,099,100.6,71.9,137,1
2014,05,101,81.5,53.7,118.5,1
2014,05,103,82.5,66.2,98.8,1
2014,05,105,85.9,62.2,115.7,1
2014,05,107,105.4,84.9,125.9,1
2014,05,109,74.2,53.3,100.7,1
2014,05,111,90.3,73,107.6,1
2014,05,113,88.8,70.8,110.1,1
2014,05,115,71.5,61.8,81.1,1
2014,05,117,97.6,69.1,134,1
2014,05,119,76.9,72.9,80.8,1
2014,05,121,83.6,65.6,105.2,1
2014,05,123,76.1,61.4,90.8,1
2014,05,125,59.8,53.3,66.3,1
2014,05,127,88.4,65,117.6,1
2014,05,129,94.6,65.5,132.1,1
2014,05,131,58,52,64,1
2014,05,133,68,51.4,88.3,1
2014,05,135,83.2,63.6,106.8,1
2014,05,137,94.1,69.9,124.1,1
2014,05,139,84.4,71.6,97.1,1
2014,05,141,87.8,68.8,110.4,1
2014,05,143,52.6,48,57.2,1
2014,05,145,75.6,66.8,84.4,1
2014,05,147,84,55.3,122.2,1
2014,05,149,89.2,72.1,109.1,1
2014,06,001,40.2,38.8,41.6,1
2014,06,003,NA,NA,NA,NA
2014,06,005,83.7,70.4,96.9,1
2014,06,007,88.4,82.8,94.1,1
2014,06,009,82.5,69.9,95,1
2014,06,011,66.9,52,84.6,1
2014,06,013,43.3,41.5,45,1
2014,06,015,99.6,83.5,115.8,1
2014,06,017,63.7,58.5,69,1
2014,06,019,56.3,54.1,58.5,1
2014,06,021,72,57.9,86.2,1
2014,06,023,102,94.2,109.7,1
2014,06,025,47,42.3,51.6,1
2014,06,027,72.2,56.2,91.4,1
2014,06,029,67.2,64.7,69.8,1
2014,06,031,52,46.5,57.5,1
2014,06,033,125.9,113.4,138.4,1
2014,06,035,90.6,76.2,105,1
2014,06,037,35.2,34.7,35.7,1
2014,06,039,64.7,58.8,70.5,1
2014,06,041,43.6,40.1,47.2,1
2014,06,043,86.6,67.8,109.1,1
2014,06,045,84.8,76,93.6,1
2014,06,047,65.7,61.1,70.4,1
2014,06,049,119.8,89.7,156.7,1
2014,06,051,47.8,30.9,70.6,1
2014,06,053,50.1,47.1,53.2,1
2014,06,055,43.7,38.9,48.4,1
2014,06,057,70.8,63.1,78.5,1
2014,06,059,35,34.1,36,1
2014,06,061,45.6,42.5,48.7,1
2014,06,063,103.2,81.8,124.5,1
2014,06,065,47.9,46.6,49.2,1
2014,06,067,55.5,53.8,57.2,1
2014,06,069,49.2,40.8,57.7,1
2014,06,071,44.1,42.8,45.4,1
2014,06,073,46.7,45.7,47.8,1
2014,06,075,46,44,48,1
2014,06,077,62.6,60,65.3,1
2014,06,079,53,49.1,56.8,1
2014,06,081,32.5,30.7,34.3,1
2014,06,083,41.3,38.6,44,1
2014,06,085,36,34.7,37.2,1
2014,06,087,55.7,51.6,59.7,1
2014,06,089,90,83.7,96.4,1
2014,06,091,NA,NA,NA,NA
2014,06,093,94.9,81.4,108.4,1
2014,06,095,55.1,51.9,58.3,1
2014,06,097,44.1,41.5,46.7,1
2014,06,099,56.5,53.6,59.5,1
2014,06,101,64.5,57.1,71.8,1
2014,06,103,79.5,69.6,89.5,1
2014,06,105,122.4,96.1,153.6,1
2014,06,107,54.5,51.3,57.7,1
2014,06,109,78.2,67.5,88.9,1
2014,06,111,44.2,42.2,46.2,1
2014,06,113,46.9,42.5,51.3,1
2014,06,115,81.6,71.9,91.3,1
2014,08,001,73.4,69.6,77.2,1
2014,08,003,114.5,90.8,142.5,1
2014,08,005,61.2,58.4,64.1,1
2014,08,007,73,51.9,99.8,1
2014,08,009,111.7,67.3,174.5,2
2014,08,011,60.5,36.4,94.4,2
2014,08,013,66.5,62.3,70.7,1
2014,08,014,52,43.5,60.4,1
2014,08,015,57.7,43.5,75.2,1
2014,08,017,NA,NA,NA,NA
2014,08,019,80,54,114.2,1
2014,08,021,113.6,81.5,154.1,1
2014,08,023,143.1,88.6,218.7,2
2014,08,025,NA,NA,NA,NA
2014,08,027,NA,NA,NA,NA
2014,08,029,82.8,68.1,97.5,1
2014,08,031,79.7,76.5,82.9,1
2014,08,033,NA,NA,NA,NA
2014,08,035,49.3,45.1,53.4,1
2014,08,037,47,37.2,56.7,1
2014,08,039,66.8,51.2,85.7,1
2014,08,041,76.2,73.1,79.4,1
2014,08,043,82.7,71.5,94,1
2014,08,045,76.1,65.5,86.8,1
2014,08,047,NA,NA,NA,NA
2014,08,049,59.1,41.4,81.9,1
2014,08,051,59.6,42.5,81.1,1
2014,08,053,NA,NA,NA,NA
2014,08,055,144.3,101.1,199.8,1
2014,08,057,NA,NA,NA,NA
2014,08,059,68,65,71.1,1
2014,08,061,NA,NA,NA,NA
2014,08,063,94.3,67.4,128.4,1
2014,08,065,106.5,72.3,151.1,1
2014,08,067,73.4,62.9,83.8,1
2014,08,069,60.1,56.2,64,1
2014,08,071,131.4,104.3,158.6,1
2014,08,073,75.5,48.8,111.4,2
2014,08,075,70.9,56.2,88.3,1
2014,08,077,82.3,75.7,88.9,1
2014,08,079,NA,NA,NA,NA
2014,08,081,92.8,70.3,120.3,1
2014,08,083,110.6,92.2,129,1
2014,08,085,84.7,72.3,97,1
2014,08,087,76.2,61.7,90.6,1
2014,08,089,88.9,70.2,111.2,1
2014,08,091,106,62.8,167.6,2
2014,08,093,84.2,62.9,110.5,1
2014,08,095,78.4,45.7,125.5,2
2014,08,097,56.5,41.7,75,1
2014,08,099,73.1,53.7,97.2,1
2014,08,101,89.6,82.9,96.2,1
2014,08,103,101.1,70,141.3,1
2014,08,105,107.3,81.8,138.1,1
2014,08,107,67.4,53.1,84.3,1
2014,08,109,108.2,71.9,156.3,1
2014,08,111,NA,NA,NA,NA
2014,08,113,79.1,47.6,123.6,2
2014,08,115,NA,NA,NA,NA
2014,08,117,51.8,37.5,69.8,1
2014,08,119,82.2,64.3,103.5,1
2014,08,121,80.4,46.8,128.7,2
2014,08,123,66,61.4,70.6,1
2014,08,125,62.5,42.8,88.3,1
2014,09,001,42.1,40.2,43.9,1
2014,09,003,52,50,54.1,1
2014,09,005,57,52.1,61.8,1
2014,09,007,52.6,47.8,57.4,1
2014,09,009,53.4,51.3,55.6,1
2014,09,011,56.6,52.6,60.5,1
2014,09,013,45.9,41,50.9,1
2014,09,015,57.3,51.2,63.4,1
2014,10,001,65.5,59.9,71.1,1
2014,10,003,58.4,55.6,61.3,1
2014,10,005,66.3,61.1,71.6,1
2014,11,001,56.3,53.6,58.9,1
2014,12,001,62.1,57.4,66.7,1
2014,12,003,65.3,52,80.8,1
2014,12,005,75.6,69.8,81.4,1
2014,12,007,86.4,71.1,101.7,1
2014,12,009,77,73.6,80.4,1
2014,12,011,50.5,49.1,51.9,1
2014,12,013,63.9,47.2,84.4,1
2014,12,015,58.8,52.6,65.1,1
2014,12,017,103.3,94.6,111.9,1
2014,12,019,64.2,59,69.3,1
2014,12,021,61,57.2,64.8,1
2014,12,023,96.9,86.4,107.4,1
2014,12,027,55.9,44.8,67,1
2014,12,029,128.6,103.8,153.4,1
2014,12,031,73.6,71,76.1,1
2014,12,033,66.7,62.5,70.8,1
2014,12,035,64.4,57,71.9,1
2014,12,037,84.4,62,112.2,1
2014,12,039,69.4,58.6,80.2,1
2014,12,041,94.6,74.5,118.4,1
2014,12,043,78.8,57.9,104.8,1
2014,12,045,68.3,52.1,87.9,1
2014,12,047,85,64.9,109.5,1
2014,12,049,74.6,59.9,89.2,1
2014,12,051,75.7,63,88.3,1
2014,12,053,95.4,88.7,102.2,1
2014,12,055,80.3,71.5,89.1,1
2014,12,057,66,64,67.9,1
2014,12,059,85.7,68.3,106.1,1
2014,12,061,66.5,60.3,72.8,1
2014,12,063,69,58.8,79.1,1
2014,12,065,56.9,41,76.9,1
2014,12,067,69.7,47.7,98.4,1
2014,12,069,74.8,70.5,79.1,1
2014,12,071,68.5,65.5,71.4,1
2014,12,073,54.1,50,58.3,1
2014,12,075,112.6,97.4,127.9,1
2014,12,077,84.9,57.3,121.1,1
2014,12,079,70.9,55.2,89.7,1
2014,12,081,74.2,69.9,78.6,1
2014,12,083,90.6,86,95.2,1
2014,12,085,64.5,58.4,70.6,1
2014,12,086,41.7,40.6,42.8,1
2014,12,087,83.3,74.2,92.4,1
2014,12,089,79,69.9,88.1,1
2014,12,091,59.8,54.8,64.7,1
2014,12,093,85,72.1,97.9,1
2014,12,095,52.7,50.9,54.6,1
2014,12,097,51.6,47.8,55.4,1
2014,12,099,59.8,58,61.7,1
2014,12,101,83.5,79.7,87.2,1
2014,12,103,77,74.5,79.5,1
2014,12,105,64.2,61.3,67,1
2014,12,107,97,86.3,107.6,1
2014,12,109,57.5,52.8,62.2,1
2014,12,111,64.1,59.9,68.4,1
2014,12,113,64.3,58.6,70,1
2014,12,115,67.5,63.4,71.5,1
2014,12,117,50.7,47.7,53.7,1
2014,12,119,71.8,62.5,81,1
2014,12,121,90.8,78,103.5,1
2014,12,123,65.7,51.8,82.1,1
2014,12,125,99,75.9,126.9,1
2014,12,127,76.4,72.9,80,1
2014,12,129,74.2,60.1,88.3,1
2014,12,131,68.3,58.7,77.8,1
2014,12,133,87.6,71,104.2,1
2014,13,001,81.2,63.5,102.2,1
2014,13,003,113.1,81.5,152.8,1
2014,13,005,92.4,68.3,122.1,1
2014,13,007,NA,NA,NA,NA
2014,13,009,49,39.6,58.4,1
2014,13,011,83.9,65.8,105.5,1
2014,13,013,67.4,58.5,76.4,1
2014,13,015,74.2,66.5,81.9,1
2014,13,017,61.2,46.2,79.5,1
2014,13,019,64.6,49.3,83.2,1
2014,13,021,69.2,63.3,75.2,1
2014,13,023,67.1,48.6,90.4,1
2014,13,025,77.5,60.3,98.1,1
2014,13,027,62.8,46.1,83.5,1
2014,13,029,55.4,44,68.9,1
2014,13,031,64,54.6,73.4,1
2014,13,033,87.6,70.3,104.9,1
2014,13,035,84,67.6,100.5,1
2014,13,037,NA,NA,NA,NA
2014,13,039,63.3,52.9,73.8,1
2014,13,043,61.8,42.3,87.2,1
2014,13,045,76.5,69,84,1
2014,13,047,60.5,52,69,1
2014,13,049,62.5,44.9,84.8,1
2014,13,051,63.5,59.3,67.8,1
2014,13,053,65.6,36.7,108.1,2
2014,13,055,87.7,71.7,103.7,1
2014,13,057,51.3,46.8,55.8,1
2014,13,059,47.1,40.8,53.4,1
2014,13,061,NA,NA,NA,NA
2014,13,063,49.3,45,53.5,1
2014,13,065,65.9,41.3,99.8,2
2014,13,067,51,48.5,53.4,1
2014,13,069,71.5,60,83.1,1
2014,13,071,89.8,77.3,102.3,1
2014,13,073,51.3,45.6,56.9,1
2014,13,075,61.7,46.1,80.9,1
2014,13,077,51,45.4,56.6,1
2014,13,079,72.3,51.6,98.4,1
2014,13,081,61,47.5,77,1
2014,13,083,91.9,72.3,115.2,1
2014,13,085,91.7,73.6,112.8,1
2014,13,087,77.1,62.4,91.8,1
2014,13,089,47.9,45.5,50.2,1
2014,13,091,62.2,48.2,78.9,1
2014,13,093,51.9,36.7,71.2,1
2014,13,095,51.9,45.2,58.6,1
2014,13,097,56.5,50.4,62.6,1
2014,13,099,80.1,57.7,108.2,1
2014,13,101,NA,NA,NA,NA
2014,13,103,65.8,55.5,76.1,1
2014,13,105,90.5,72.2,112,1
2014,13,107,93.3,75.2,111.5,1
2014,13,109,64.5,45.2,89.3,1
2014,13,111,98.8,79.1,118.5,1
2014,13,113,47.3,41.1,53.6,1
2014,13,115,71.7,64.1,79.2,1
2014,13,117,46.4,41.7,51.1,1
2014,13,119,98.5,79.2,117.7,1
2014,13,121,56.3,54.1,58.5,1
2014,13,123,64.9,52.1,79.9,1
2014,13,125,NA,NA,NA,NA
2014,13,127,65.1,57.1,73,1
2014,13,129,67,57.1,76.9,1
2014,13,131,74.5,59.9,91.5,1
2014,13,133,72.8,54.2,95.7,1
2014,13,135,40.5,38.4,42.7,1
2014,13,137,62.1,51.7,72.5,1
2014,13,139,62.7,57.5,67.9,1
2014,13,141,55.4,35.9,81.9,2
2014,13,143,108.9,91.6,126.1,1
2014,13,145,53.1,42.2,65.9,1
2014,13,147,64.8,51.6,80.4,1
2014,13,149,77.5,57,103.1,1
2014,13,151,56.3,51.4,61.1,1
2014,13,153,53.7,48.1,59.2,1
2014,13,155,63.8,43.3,90.5,1
2014,13,157,72.3,62.5,82.1,1
2014,13,159,71.6,52.4,95.5,1
2014,13,161,91.8,70.7,117.2,1
2014,13,163,85.3,66.2,108.1,1
2014,13,165,79.7,55.5,110.8,1
2014,13,167,68.2,47.5,94.8,1
2014,13,169,56.2,44.6,70,1
2014,13,171,75.3,58.1,96,1
2014,13,173,40.6,24.4,63.3,2
2014,13,175,81.2,69.7,92.6,1
2014,13,177,55.6,43.6,69.9,1
2014,13,179,60.2,50.6,69.8,1
2014,13,181,94.9,65.7,132.6,1
2014,13,183,46.2,31.4,65.6,1
2014,13,185,59.9,53,66.8,1
2014,13,187,65.8,52.6,79,1
2014,13,189,84.1,67.3,103.9,1
2014,13,191,64.8,46.3,88.3,1
2014,13,193,55.1,39,75.7,1
2014,13,195,87.8,71.9,103.7,1
2014,13,197,66.8,44.4,96.6,1
2014,13,199,77.5,61.3,96.7,1
2014,13,201,79.1,50.7,117.8,2
2014,13,205,56,43.2,71.4,1
2014,13,207,74.5,59.6,89.4,1
2014,13,209,65.4,43.8,93.9,1
2014,13,211,67,51.2,86.1,1
2014,13,213,91.3,77.5,105.1,1
2014,13,215,62,57,67,1
2014,13,217,61.3,54.3,68.4,1
2014,13,219,50.9,40.1,63.7,1
2014,13,221,60.8,44,81.8,1
2014,13,223,59,52.8,65.1,1
2014,13,225,80.7,64.6,96.8,1
2014,13,227,74.3,59.9,88.8,1
2014,13,229,82.7,65.2,103.5,1
2014,13,231,65.2,49.1,84.9,1
2014,13,233,88.4,75.2,101.5,1
2014,13,235,53.5,36.3,75.9,1
2014,13,237,69,53.6,87.5,1
2014,13,239,NA,NA,NA,NA
2014,13,241,76.7,58.6,98.5,1
2014,13,243,79.2,52.6,114.5,1
2014,13,245,73.8,68.4,79.3,1
2014,13,247,61.2,53.5,68.8,1
2014,13,249,NA,NA,NA,NA
2014,13,251,75.3,56.7,98,1
2014,13,253,114.5,83.2,153.8,1
2014,13,255,70.6,61.2,80,1
2014,13,257,100.7,83.1,118.3,1
2014,13,259,79.2,51.3,117,1
2014,13,261,45.9,36,57.8,1
2014,13,263,95.9,63.7,138.6,1
2014,13,265,NA,NA,NA,NA
2014,13,267,76.4,61.7,93.5,1
2014,13,269,71.2,48.1,101.7,1
2014,13,271,52.6,38.3,70.3,1
2014,13,273,60.1,38.9,88.7,1
2014,13,275,58.9,48.9,69,1
2014,13,277,63.7,52.6,74.7,1
2014,13,279,76.5,61.6,91.5,1
2014,13,281,103.2,75,138.6,1
2014,13,283,66.3,40.5,102.3,2
2014,13,285,70.3,61.2,79.3,1
2014,13,287,68.3,45.7,98.1,1
2014,13,289,64.1,42.2,93.2,1
2014,13,291,80.7,62.6,102.2,1
2014,13,293,69.3,55.7,85.3,1
2014,13,295,64.5,55.9,73,1
2014,13,297,65.8,58,73.6,1
2014,13,299,78.8,65.8,91.7,1
2014,13,301,60.6,37.5,92.6,2
2014,13,303,46,34.3,60.5,1
2014,13,305,84.5,69.6,99.5,1
2014,13,307,NA,NA,NA,NA
2014,13,309,55.8,34.5,85.3,2
2014,13,311,74.2,59.2,89.3,1
2014,13,313,55.7,49.1,62.4,1
2014,13,315,86.4,61.2,118.7,1
2014,13,317,77.3,55,105.7,1
2014,13,319,71,48.2,100.8,1
2014,13,321,46.6,34.2,61.9,1
2014,15,001,62.5,57.3,67.7,1
2014,15,003,44.7,42.9,46.6,1
2014,15,005,NA,NA,NA,NA
2014,15,007,49.1,41.6,56.5,1
2014,15,009,60.5,55.1,65.8,1
2014,16,001,52.9,49.7,56.1,1
2014,16,003,NA,NA,NA,NA
2014,16,005,92.4,82.8,102,1
2014,16,007,106.3,70.6,153.6,1
2014,16,009,111.3,80.5,149.9,1
2014,16,011,80.8,68.6,93.1,1
2014,16,013,68.4,53.1,86.7,1
2014,16,015,97.2,62.9,143.5,1
2014,16,017,66.2,54.6,77.9,1
2014,16,019,79.8,71.8,87.8,1
2014,16,021,96.8,71.1,128.7,1
2014,16,023,NA,NA,NA,NA
2014,16,025,NA,NA,NA,NA
2014,16,027,58.4,53.4,63.4,1
2014,16,029,93.1,61.8,134.5,1
2014,16,031,95.7,77.9,113.6,1
2014,16,033,NA,NA,NA,NA
2014,16,035,96.1,67.3,133,1
2014,16,037,122.1,76.5,184.9,2
2014,16,039,71.5,56.9,88.6,1
2014,16,041,91.5,68.6,119.7,1
2014,16,043,70.8,51.3,95.4,1
2014,16,045,58.7,43.8,77,1
2014,16,047,80.8,61.7,104.1,1
2014,16,049,99,77.3,124.9,1
2014,16,051,64.5,50.7,80.9,1
2014,16,053,79.5,63.2,98.6,1
2014,16,055,62.5,56.7,68.3,1
2014,16,057,67.2,54.6,79.8,1
2014,16,059,120.2,84.6,165.7,1
2014,16,061,NA,NA,NA,NA
2014,16,063,76.3,45.9,119.1,2
2014,16,065,44.6,32.4,59.9,1
2014,16,067,77.2,60.8,96.8,1
2014,16,069,98.7,84.8,112.6,1
2014,16,071,90.7,55.4,140.1,2
2014,16,073,64.8,45.4,89.7,1
2014,16,075,58,44.6,74,1
2014,16,077,71.5,46.3,105.6,2
2014,16,079,134.2,106.2,167.3,1
2014,16,081,82.6,56.9,116.1,1
2014,16,083,80.7,71.9,89.6,1
2014,16,085,72.8,50.1,102.3,1
2014,16,087,93.4,67.6,125.8,1
2014,17,001,57,49.1,64.8,1
2014,17,003,63.5,41.5,93,1
2014,17,005,70.4,54.2,89.9,1
2014,17,007,49.2,40.7,57.8,1
2014,17,009,NA,NA,NA,NA
2014,17,011,67.8,55.5,80.2,1
2014,17,013,NA,NA,NA,NA
2014,17,015,81.3,61.7,105.1,1
2014,17,017,70.3,52,92.9,1
2014,17,019,50.2,45.5,54.8,1
2014,17,021,69.2,56.8,81.6,1
2014,17,023,87.3,67.6,110.8,1
2014,17,025,82.8,62.7,107.3,1
2014,17,027,45.8,36.9,56.3,1
2014,17,029,58.5,48.7,68.3,1
2014,17,031,45.5,44.7,46.3,1
2014,17,033,67.1,52.2,84.9,1
2014,17,035,56.2,39.2,78.2,1
2014,17,037,36,30.6,41.4,1
2014,17,039,51.9,38,69.2,1
2014,17,041,53.3,39.9,69.7,1
2014,17,043,33.4,31.7,35,1
2014,17,045,68.3,52.5,87.4,1
2014,17,047,102.9,70.8,144.5,1
2014,17,049,71.4,58.8,83.9,1
2014,17,051,78.6,63.3,96.5,1
2014,17,053,65.8,48,88,1
2014,17,055,95.7,81.9,109.6,1
2014,17,057,60.8,49.7,71.8,1
2014,17,059,111.6,73.5,162.4,1
2014,17,061,76,56.9,99.4,1
2014,17,063,66.5,56.2,76.8,1
2014,17,065,62.1,40.2,91.7,2
2014,17,067,51.2,37.6,68.1,1
2014,17,069,124.9,79.2,187.4,2
2014,17,071,45.1,25.8,73.2,2
2014,17,073,54.8,45.8,63.9,1
2014,17,075,78.9,64,93.8,1
2014,17,077,55.2,46.2,64.3,1
2014,17,079,51.1,33.1,75.4,1
2014,17,081,71.3,59.4,83.3,1
2014,17,083,63,49,79.7,1
2014,17,085,55,41.9,70.9,1
2014,17,087,60.2,42.4,83,1
2014,17,089,37,34.6,39.4,1
2014,17,091,60.1,53.6,66.5,1
2014,17,093,32.3,27.3,37.3,1
2014,17,095,63.9,54.1,73.6,1
2014,17,097,39.5,37.3,41.6,1
2014,17,099,69.2,62.3,76.1,1
2014,17,101,81.7,63.5,103.6,1
2014,17,103,59.7,48.4,70.9,1
2014,17,105,65.8,54.5,77,1
2014,17,107,48.8,38.7,60.7,1
2014,17,109,55.2,43.7,68.8,1
2014,17,111,46.6,43.1,50.2,1
2014,17,113,44.7,40.1,49.3,1
2014,17,115,49.6,43.7,55.5,1
2014,17,117,56.7,47.3,66.1,1
2014,17,119,78.4,73.8,83.1,1
2014,17,121,73.3,61.2,85.5,1
2014,17,123,60.3,41.8,84.2,1
2014,17,125,90.2,69.2,115.6,1
2014,17,127,89.8,69.4,114.2,1
2014,17,129,44,29.2,63.6,1
2014,17,131,63,45.9,84.3,1
2014,17,133,56.3,44.9,67.6,1
2014,17,135,66.3,53.7,79,1
2014,17,137,70.3,58.2,82.4,1
2014,17,139,57.5,41.6,77.5,1
2014,17,141,64.4,54.7,74.1,1
2014,17,143,62.6,57.5,67.6,1
2014,17,145,60.2,46.8,76.4,1
2014,17,147,59.2,44.1,77.8,1
2014,17,149,65.7,49.1,86.2,1
2014,17,151,NA,NA,NA,NA
2014,17,153,88.5,56.1,132.7,2
2014,17,155,71.4,44.8,108.2,2
2014,17,157,98.2,83.3,113.1,1
2014,17,159,53.2,39,71,1
2014,17,161,50.6,45.5,55.7,1
2014,17,163,74.1,69.4,78.7,1
2014,17,165,88.9,72.2,105.5,1
2014,17,167,65.8,60.8,70.8,1
2014,17,169,64.3,42,94.2,1
2014,17,171,72.7,44.4,112.3,2
2014,17,173,56,42.8,72.1,1
2014,17,175,83.6,52.4,126.6,2
2014,17,177,58.7,49,68.4,1
