year,state,county,haz_idx,haz_idx_quality
2014,16,081,99,1
2014,16,083,93.06619538089265,1
2014,16,085,97,1
2014,16,087,90.58760429082241,1
2014,17,001,71.5571349813002,1
2014,17,003,63.13975194987853,1
2014,17,005,77.04587103750498,1
2014,17,007,69.83838533469124,1
2014,17,009,86,1
2014,17,011,81.24818835307471,1
2014,17,013,72.45002980329824,1
2014,17,015,86.35922007053969,1
2014,17,017,80.21428571428571,1
2014,17,019,69.78930435719393,1
2014,17,021,81.30867354351301,1
2014,17,023,81.55997536945813,1
2014,17,025,81.99210237659963,1
2014,17,027,72.62518444350759,1
2014,17,029,81.259677569658,1
2014,17,031,8.496965038691908,1
2014,17,033,70.655406093957,1
2014,17,035,83.71698630136986,1
2014,17,037,70.37265890830069,1
2014,17,039,83.36729238806876,1
2014,17,041,64.63039210751498,1
2014,17,043,15.637497638925616,1
2014,17,045,83.23823675086676,1
2014,17,047,77.51099147599821,1
2014,17,049,74.79005250875146,1
2014,17,051,81.57542761217731,1
2014,17,053,87.61433913418668,1
2014,17,055,63.89867752803339,1
2014,17,057,84.0450076469303,1
2014,17,059,74.33259790402647,1
2014,17,061,79.0341449148205,1
2014,17,063,67.62830606102884,1
2014,17,065,77.90120654641022,1
2014,17,067,86.40663547426627,1
2014,17,069,68.36275437766209,1
2014,17,071,88.3466214305909,1
2014,17,073,82.52347544522397,1
2014,17,075,87.7703949166439,1
2014,17,077,56.900989604989604,1
2014,17,079,82.38703665355146,1
2014,17,081,67.36863312325653,1
2014,17,083,65.31532679882203,1
2014,17,085,87.1460739287466,1
2014,17,087,70.07541501976284,1
2014,17,089,36.12102538160552,1
2014,17,091,53.57703981114996,1
2014,17,093,50.517158231382304,1
2014,17,095,80.84431902682708,1
2014,17,097,42.56907575692934,1
2014,17,099,62.166409341780685,1
2014,17,101,78.1885089082865,1
2014,17,103,79.68568429414435,1
2014,17,105,84.65212080257822,1
2014,17,107,81.05321662728392,1
2014,17,109,82.74524515252563,1
2014,17,111,59.48307501429091,1
2014,17,113,73.00480886362318,1
2014,17,115,64.65811732357307,1
2014,17,117,75.74926422325267,1
2014,17,119,39.03786337833147,1
2014,17,121,66.84720723498279,1
2014,17,123,84.90218361880022,1
2014,17,125,83.82018310154449,1
2014,17,127,58.531753366781096,1
2014,17,129,83.31734871227683,1
2014,17,131,87.75598617625278,1
2014,17,133,55.44577952236838,1
2014,17,135,80.76919973100202,1
2014,17,137,81.19179519165344,1
2014,17,139,84.87003222341568,1
2014,17,141,81.79184191580462,1
2014,17,143,60.28431011180735,1
2014,17,145,70.85368067531996,1
2014,17,147,84.33077573707105,1
2014,17,149,81.93930066486087,1
2014,17,151,68.65405777166437,1
2014,17,153,68.52203787497905,1
2014,17,155,81.0676844783715,1
2014,17,157,62.952555075398145,1
2014,17,159,80.19741080277502,1
2014,17,161,60.36115647369424,1
2014,17,163,39.89692081292029,1
2014,17,165,66.37678887280913,1
2014,17,167,66.97864774053357,1
2014,17,169,85.61953313657096,1
2014,17,171,83,1
2014,17,173,84.36388188692834,1
2014,17,175,89.54330842391305,1
2014,17,177,85.63445476377701,1
2014,17,179,71.17135244936411,1
2014,17,181,67.50124858115778,1
2014,17,183,78.34752949624256,1
2014,17,185,77.39138959931799,1
2014,17,187,87.11324786324786,1
2014,17,189,76.53713774351208,1
2014,17,191,79.64184759728153,1
2014,17,193,76.95168052787133,1
2014,17,195,75.56017683772538,1
2014,17,197,38.7841119001683,1
2014,17,199,59.68903424739552,1
2014,17,201,55.869018512050296,1
2014,17,203,83.7175413832927,1
2014,18,001,86.82384965105841,1
2014,18,003,70.22557965594615,1
2014,18,005,62.87375998372081,1
2014,18,007,90,1
2014,18,009,85.56440839694656,1
2014,18,011,74.5433615771529,1
2014,18,013,80.10614302772987,1
2014,18,015,87.00009966115208,1
2014,18,017,84.16883552801445,1
2014,18,019,37.89759562257156,1
2014,18,021,80.91917005634959,1
2014,18,023,83.43777851881045,1
2014,18,025,63.48994927672365,1
2014,18,027,75.2768690135589,1
2014,18,029,68.84091091492778,1
2014,18,031,80.09160539215686,1
2014,18,033,83.17490134921198,1
2014,18,035,77.78982638090616,1
2014,18,037,67.16276974152241,1
2014,18,039,71.22128954015155,1
2014,18,041,82.51266958881236,1
2014,18,043,36.67437790828704,1
2014,18,045,80.6280437595577,1
2014,18,047,81.06031331592689,1
2014,18,049,88.50847950382789,1
2014,18,051,73.90180432322991,1
2014,18,053,82.86980797253041,1
2014,18,055,81.79604584874765,1
2014,18,057,64.51483836229212,1
2014,18,059,72.35786368576308,1
2014,18,061,14.095088739290086,1
2014,18,063,66.4357153738649,1
2014,18,065,83.21071769557356,1
2014,18,067,72.32493909351858,1
2014,18,069,85.70653967910387,1
2014,18,071,63.411343242052546,1
2014,18,073,84.49645665759651,1
2014,18,075,85.06626251233611,1
2014,18,077,66.99417511634357,1
2014,18,079,75.38202884172483,1
2014,18,081,64.7991014611688,1
2014,18,083,75.61365600691444,1
2014,18,085,82.5754981360072,1
2014,18,087,88.28528297889245,1
2014,18,089,54.08661232104473,1
2014,18,091,79.44571536394922,1
2014,18,093,73.80339351751142,1
2014,18,095,77.5999556194907,1
2014,18,097,43.48986224840537,1
2014,18,099,82.89539037251234,1
2014,18,101,78.65805323489411,1
2014,18,103,86.78889377369896,1
2014,18,105,61.270827279749966,1
2014,18,107,83.24377340701359,1
2014,18,109,71.85268880781045,1
2014,18,111,85.62503536067892,1
2014,18,113,87.00684253742341,1
2014,18,115,71.53103902519348,1
2014,18,117,76.21223931970034,1
2014,18,119,80.71830589559589,1
2014,18,121,85.38761627906976,1
2014,18,123,57.87918980053465,1
2014,18,125,76.09966229482447,1
2014,18,127,71.5825870376736,1
2014,18,129,70.43282243282243,1
2014,18,131,89.94402132520945,1
2014,18,133,81.4448155216285,1
2014,18,135,86.2684779659703,1
2014,18,137,76.9596167966155,1
2014,18,139,82.43704438094127,1
2014,18,141,77.38578054519024,1
2014,18,143,67.01644557894296,1
2014,18,145,73.82234176645359,1
2014,18,147,67.72804288517685,1
2014,18,149,87.29291406418264,1
2014,18,151,87.14273179292191,1
2014,18,153,81.18306873321713,1
2014,18,155,70.40232071523683,1
2014,18,157,68.01629662896119,1
2014,18,159,85.75529066802652,1
2014,18,161,84,1
2014,18,163,50.84414270471093,1
2014,18,165,83.38233450351053,1
2014,18,167,66.95827791324909,1
2014,18,169,83.15776191062416,1
2014,18,171,86.58472865455408,1
2014,18,173,63.835772572599026,1
2014,18,175,66.47017882000215,1
2014,18,177,78.39607957870099,1
2014,18,179,86.6212317899899,1
2014,18,181,86.61482540330815,1
2014,18,183,85.25066802774191,1
2014,19,001,94.22537451942198,1
2014,19,003,93.85242570485141,1
2014,19,005,95.3553561334087,1
2014,19,007,90.70103496942136,1
2014,19,009,96,1
2014,19,011,91.56045568642595,1
2014,19,013,81.47595625516306,1
2014,19,015,90.62223657220999,1
2014,19,017,92.69658102201707,1
2014,19,019,93.24242134911921,1
2014,19,021,96.26862170087976,1
2014,19,023,94.06788721101162,1
2014,19,025,96,1
2014,19,027,95.51342865423631,1
2014,19,029,94.30509712282752,1
2014,19,031,89.30232179668005,1
2014,19,033,92.18859679227583,1
2014,19,035,96.08913370055083,1
2014,19,037,95.08248844188499,1
2014,19,039,88.01820336062042,1
2014,19,041,96.30607067351254,1
2014,19,043,94.46329608938548,1
2014,19,045,83.13328401454905,1
2014,19,047,94.7354423778898,1
2014,19,049,87.52111641062615,1
2014,19,051,90.55436394751854,1
2014,19,053,90.54405020516533,1
2014,19,055,93.86528615314597,1
2014,19,057,80.66819818701106,1
2014,19,059,96.1201635361735,1
2014,19,061,87.01541516928314,1
2014,19,063,96.04261025029797,1
2014,19,065,95.00057990624849,1
2014,19,067,95.02055345756206,1
2014,19,069,95.55552402572835,1
2014,19,071,90.66777777777777,1
2014,19,073,94.9671793760832,1
2014,19,075,94.65024590824801,1
2014,19,077,93.81221048730777,1
2014,19,079,89.32161687170475,1
2014,19,081,95.50747203579418,1
2014,19,083,94.65948523497644,1
2014,19,085,90.91219178082191,1
2014,19,087,88.87631826508887,1
2014,19,089,95.16570469094344,1
2014,19,091,95.42143664577125,1
2014,19,093,96.35187014820042,1
2014,19,095,91.43650404510909,1
2014,19,097,90.74236874236874,1
2014,19,099,89.24733760043578,1
2014,19,101,68.8792538884341,1
2014,19,103,79.73536936594495,1
2014,19,105,71.74547483864706,1
2014,19,107,91.23906958787762,1
2014,19,109,96.15520948719619,1
2014,19,111,79.65838771377138,1
2014,19,113,66.099429108488,1
2014,19,115,89.74639540026537,1
2014,19,117,91.27649402390438,1
2014,19,119,96.71121575342465,1
