year,state,county,ratio_population_pc_physician,ratio_population_pc_physician_quality
2021,18,055,3425,1
2021,18,057,722,1
2021,18,059,1204,1
2021,18,061,2096,1
2021,18,063,2064,1
2021,18,065,2452,1
2021,18,067,1818,1
2021,18,069,1840,1
2021,18,071,1493,1
2021,18,073,4139,1
2021,18,075,3385,1
2021,18,077,1656,1
2021,18,079,2292,1
2021,18,081,1246,1
2021,18,083,1383,1
2021,18,085,2295,1
2021,18,087,4054,1
2021,18,089,1974,1
2021,18,091,2678,1
2021,18,093,2502,1
2021,18,095,2079,1
2021,18,097,1284,1
2021,18,099,1924,1
2021,18,101,3266,2
2021,18,103,4504,1
2021,18,105,1709,1
2021,18,107,3460,1
2021,18,109,2492,1
2021,18,111,13793,3
2021,18,113,2964,1
2021,18,115,5992,3
2021,18,117,2476,1
2021,18,119,7144,2
2021,18,121,3297,1
2021,18,123,2146,1
2021,18,125,3044,1
2021,18,127,1781,1
2021,18,129,3141,1
2021,18,131,3092,1
2021,18,133,3085,1
2021,18,135,6109,1
2021,18,137,29017,3
2021,18,139,2783,1
2021,18,141,1112,1
2021,18,143,2715,1
2021,18,145,2814,1
2021,18,147,2839,1
2021,18,149,7793,2
2021,18,151,3467,1
2021,18,153,2969,1
2021,18,155,NA,NA
2021,18,157,1432,1
2021,18,159,3848,1
2021,18,161,7014,3
2021,18,163,1288,1
2021,18,165,1716,1
2021,18,167,1206,1
2021,18,169,2377,1
2021,18,171,NA,NA
2021,18,173,653,1
2021,18,175,4022,1
2021,18,177,1662,1
2021,18,179,2167,1
2021,18,181,2740,1
2021,18,183,1725,1
2021,19,001,1884,1
2021,19,003,1821,2
2021,19,005,1746,1
2021,19,007,1533,1
2021,19,009,1888,2
2021,19,011,5144,1
2021,19,013,1053,1
2021,19,015,2231,1
2021,19,017,2094,1
2021,19,019,2587,1
2021,19,021,1888,1
2021,19,023,7181,2
2021,19,025,1412,1
2021,19,027,1153,1
2021,19,029,2178,1
2021,19,031,6148,2
2021,19,033,701,1
2021,19,035,1922,1
2021,19,037,2975,2
2021,19,039,1951,1
2021,19,041,1173,1
2021,19,043,2435,1
2021,19,045,2115,1
2021,19,047,5414,2
2021,19,049,2365,1
2021,19,051,4573,2
2021,19,053,3830,2
2021,19,055,2191,1
2021,19,057,1328,1
2021,19,059,1190,1
2021,19,061,1300,1
2021,19,063,1553,1
2021,19,065,3218,1
2021,19,067,2575,1
2021,19,069,9952,3
2021,19,071,6575,3
2021,19,073,1456,1
2021,19,075,4124,2
2021,19,077,3529,2
2021,19,079,3721,2
2021,19,081,10685,3
2021,19,083,2786,1
2021,19,085,2937,1
2021,19,087,1699,1
2021,19,089,1900,1
2021,19,091,9637,3
2021,19,093,3487,2
2021,19,095,1657,1
2021,19,097,2771,1
2021,19,099,2525,1
2021,19,101,1314,1
2021,19,103,522,1
2021,19,105,2977,1
2021,19,107,9924,3
2021,19,109,2075,1
2021,19,111,1581,1
2021,19,113,1605,1
2021,19,115,10747,3
2021,19,117,966,1
2021,19,119,3015,1
2021,19,121,1865,1
2021,19,123,1372,1
2021,19,125,1045,1
2021,19,127,2347,1
2021,19,129,1808,1
2021,19,131,3521,2
2021,19,133,1074,1
2021,19,135,1899,2
2021,19,137,2581,1
2021,19,139,2668,1
2021,19,141,1758,1
2021,19,143,3082,2
2021,19,145,1902,1
2021,19,147,2227,1
2021,19,149,1837,1
2021,19,151,3528,2
2021,19,153,1075,1
2021,19,155,2225,1
2021,19,157,1163,1
2021,19,159,925,1
2021,19,161,1624,1
2021,19,163,1002,1
2021,19,165,1962,1
2021,19,167,1241,1
2021,19,169,1557,1
2021,19,171,5625,2
2021,19,173,1958,2
2021,19,175,1003,1
2021,19,177,1210,1
2021,19,179,1764,1
2021,19,181,1621,1
2021,19,183,1250,1
2021,19,185,1302,1
2021,19,187,2324,1
2021,19,189,3555,2
2021,19,191,996,1
2021,19,193,1579,1
2021,19,195,7380,3
2021,19,197,2562,1
2021,20,001,1566,1
2021,20,003,2600,2
2021,20,005,2032,1
2021,20,007,2050,2
2021,20,009,1577,1
2021,20,011,2389,1
2021,20,013,1182,1
2021,20,015,1282,1
2021,20,017,NA,NA
2021,20,019,NA,NA
2021,20,021,4802,2
2021,20,023,NA,NA
2021,20,025,392,1
2021,20,027,736,1
2021,20,029,1791,1
2021,20,031,1390,1
2021,20,033,830,2
2021,20,035,2475,1
2021,20,037,1501,1
2021,20,039,NA,NA
2021,20,041,2054,1
2021,20,043,1860,1
2021,20,045,1160,1
2021,20,047,NA,NA
2021,20,049,2431,3
2021,20,051,1605,1
2021,20,053,3160,2
2021,20,055,1730,1
2021,20,057,1896,1
2021,20,059,2366,1
2021,20,061,2579,1
2021,20,063,456,1
2021,20,065,1204,2
2021,20,067,2439,2
2021,20,069,5672,3
2021,20,071,1280,3
2021,20,073,2961,2
2021,20,075,2468,3
2021,20,077,1776,2
2021,20,079,1353,1
2021,20,081,NA,NA
2021,20,083,875,2
2021,20,085,1474,1
2021,20,087,1842,1
2021,20,089,NA,NA
2021,20,091,845,1
2021,20,093,778,1
2021,20,095,3640,2
2021,20,097,2408,3
2021,20,099,1993,1
2021,20,101,0,3
2021,20,103,2058,1
2021,20,105,1454,2
2021,20,107,9730,3
2021,20,109,903,2
2021,20,111,1684,1
2021,20,113,1435,1
2021,20,115,5878,2
2021,20,117,1668,1
2021,20,119,NA,NA
2021,20,121,1733,1
2021,20,123,960,1
2021,20,125,4457,1
2021,20,127,1787,2
2021,20,129,890,2
2021,20,131,786,1
2021,20,133,1578,1
2021,20,135,1326,2
2021,20,137,1342,1
2021,20,139,15746,3
2021,20,141,3485,3
2021,20,143,2917,2
2021,20,145,1041,1
2021,20,147,4845,3
2021,20,149,1361,1
2021,20,151,1148,1
2021,20,153,2559,3
2021,20,155,1709,1
2021,20,157,1170,1
2021,20,159,1881,1
2021,20,161,1437,1
2021,20,163,974,1
2021,20,165,2925,3
2021,20,167,2226,2
2021,20,169,1037,1
2021,20,171,1024,1
2021,20,173,1125,1
2021,20,175,3107,1
2021,20,177,1372,1
2021,20,179,1226,2
2021,20,181,2956,2
2021,20,183,711,1
2021,20,185,4008,3
2021,20,187,NA,NA
2021,20,189,5299,3
2021,20,191,3731,1
2021,20,193,1986,2
2021,20,195,1396,2
2021,20,197,2323,2
2021,20,199,0,3
2021,20,201,1382,2
2021,20,203,1040,2
2021,20,205,2134,1
2021,20,207,NA,NA
2021,20,209,1799,1
2021,21,001,3791,1
2021,21,003,6943,2
2021,21,005,3435,1
2021,21,007,NA,NA
2021,21,009,1439,1
2021,21,011,6387,2
2021,21,013,1980,1
2021,21,015,1701,1
2021,21,017,1555,1
2021,21,019,995,1
2021,21,021,1703,1
2021,21,023,8446,3
2021,21,025,2254,1
2021,21,027,4130,1
2021,21,029,5538,1
2021,21,031,12279,3
2021,21,033,4215,2
2021,21,035,2083,1
2021,21,037,1857,1
2021,21,039,2380,2
2021,21,041,3628,2
2021,21,043,5286,1
2021,21,045,7976,2
2021,21,047,1664,1
2021,21,049,2172,1
2021,21,051,2523,1
2021,21,053,1858,1
2021,21,055,2235,2
2021,21,057,1964,2
2021,21,059,1809,1
2021,21,061,12213,3
2021,21,063,7375,3
2021,21,065,4697,2
2021,21,067,828,1
2021,21,069,3054,1
2021,21,071,1765,1
2021,21,073,2720,1
2021,21,075,6513,3
2021,21,077,2192,2
2021,21,079,4346,1
2021,21,081,2530,1
2021,21,083,3663,1
2021,21,085,1661,1
2021,21,087,5654,2
2021,21,089,1982,1
2021,21,091,NA,NA
2021,21,093,1668,1
2021,21,095,2909,1
2021,21,097,1896,1
2021,21,099,3897,1
2021,21,101,1931,1
2021,21,103,1745,1
2021,21,105,NA,NA
2021,21,107,1002,1
2021,21,109,4329,2
2021,21,111,1092,1
2021,21,113,1340,1
2021,21,115,1734,1
2021,21,117,1147,1
2021,21,119,4678,2
2021,21,121,3752,1
2021,21,123,7512,2
2021,21,125,2608,1
2021,21,127,2711,1
2021,21,129,NA,NA
2021,21,131,5149,2
2021,21,133,1770,1
2021,21,135,6503,2
2021,21,137,4038,1
2021,21,139,2995,2
2021,21,141,4636,1
2021,21,143,2812,2
2021,21,145,994,1
2021,21,147,16681,3
2021,21,149,NA,NA
2021,21,151,2077,1
2021,21,153,2869,2
2021,21,155,1976,1
2021,21,157,2448,1
2021,21,159,2789,1
2021,21,161,1885,1
2021,21,163,4305,1
2021,21,165,2070,2
2021,21,167,3812,1
2021,21,169,5182,2
2021,21,171,2254,1
2021,21,173,2016,1
2021,21,175,13682,3
2021,21,177,3007,1
2021,21,179,1886,1
2021,21,181,7750,3
2021,21,183,4746,1
2021,21,185,1664,1
2021,21,187,2827,2
2021,21,189,NA,NA
2021,21,191,3653,2
2021,21,193,872,1
2021,21,195,1334,1
2021,21,197,13110,3
2021,21,199,1395,1
2021,21,201,NA,NA
2021,21,203,2019,1
2021,21,205,1537,1
2021,21,207,2599,1
2021,21,209,1715,1
2021,21,211,2858,1
2021,21,213,3943,1
2021,21,215,3316,1
2021,21,217,1377,1
2021,21,219,6160,2
2021,21,221,NA,NA
2021,21,223,4276,2
2021,21,225,4389,2
2021,21,227,1524,1
2021,21,229,3023,2
2021,21,231,1957,1
2021,21,233,6428,2
2021,21,235,1147,1
2021,21,237,3246,2
2021,21,239,1290,1
2021,22,001,2727,1
2021,22,003,5651,1
2021,22,005,2254,1
2021,22,007,6909,2
2021,22,009,3570,1
2021,22,011,2289,1
2021,22,013,6400,2
2021,22,015,2121,1
2021,22,017,794,1
2021,22,019,1266,1
2021,22,021,3198,2
2021,22,023,2550,2
2021,22,025,8712,3
2021,22,027,1999,1
2021,22,029,4593,1
2021,22,031,5387,1
2021,22,033,1154,1
2021,22,035,2414,2
2021,22,037,3220,1
2021,22,039,1533,1
2021,22,041,1781,1
2021,22,043,22212,3
2021,22,045,2166,1
2021,22,047,3301,1
2021,22,049,4974,2
2021,22,051,1085,1
2021,22,053,2701,1
2021,22,055,931,1
2021,22,057,1991,1
2021,22,059,1849,1
2021,22,061,1505,1
2021,22,063,4874,1
2021,22,065,4902,2
2021,22,067,4167,1
2021,22,069,1850,1
2021,22,071,896,1
2021,22,073,1067,1
2021,22,075,4657,1
2021,22,077,3387,1
2021,22,079,1192,1
2021,22,081,2497,2
2021,22,083,1530,1
2021,22,085,7366,2
2021,22,087,4030,1
2021,22,089,2911,1
2021,22,091,5460,2
2021,22,093,3958,1
2021,22,095,3002,1
2021,22,097,1496,1
2021,22,099,4688,1
2021,22,101,2295,1
2021,22,103,1298,1
2021,22,105,2509,1
2021,22,107,4034,3
2021,22,109,2096,1
2021,22,111,5249,2
2021,22,113,2369,1
2021,22,115,3697,1
2021,22,117,5020,1
2021,22,119,1566,1
2021,22,121,5561,1
2021,22,123,1919,1
2021,22,125,1935,1
2021,22,127,2251,1
2021,23,001,1374,1
2021,23,003,894,1
2021,23,005,605,1
2021,23,007,977,1
2021,23,009,956,1
2021,23,011,905,1
2021,23,013,934,1
2021,23,015,923,1
2021,23,017,1506,1
2021,23,019,738,1
2021,23,021,1718,1
2021,23,023,1550,1
2021,23,025,1749,1
2021,23,027,1250,1
2021,23,029,2397,1
2021,23,031,1483,1
2021,24,001,1880,1
2021,24,003,1491,1
2021,24,005,1159,1
2021,24,009,2094,1
2021,24,011,3341,1
2021,24,013,2262,1
2021,24,015,2539,1
2021,24,017,2639,1
2021,24,019,2966,1
2021,24,021,1786,1
2021,24,023,2054,1
2021,24,025,1854,1
2021,24,027,546,1
2021,24,029,1375,1
2021,24,031,743,1
2021,24,033,2017,1
2021,24,035,3181,1
2021,24,037,2730,1
2021,24,039,2725,1
2021,24,041,859,1
2021,24,043,1826,1
2021,24,045,1555,1
2021,24,047,1186,1
2021,24,510,864,1
2021,25,001,1113,1
2021,25,003,912,1
2021,25,005,1979,1
2021,25,007,2111,1
2021,25,009,1350,1
2021,25,011,1577,1
2021,25,013,1503,1
2021,25,015,788,1
2021,25,017,804,1
2021,25,019,2416,1
2021,25,021,836,1
2021,25,023,1577,1
2021,25,025,636,1
2021,25,027,1071,1
2021,26,001,2060,1
2021,26,003,1256,1
2021,26,005,4840,1
2021,26,007,1314,1
2021,26,009,1493,1
2021,26,011,2500,1
2021,26,013,1382,1
2021,26,015,3325,1
2021,26,017,2245,1
2021,26,019,1658,1
2021,26,021,1257,1
2021,26,023,2825,1
2021,26,025,1739,1
2021,26,027,4682,1
2021,26,029,1192,1
2021,26,031,1838,1
2021,26,033,1380,1
2021,26,035,3459,1
2021,26,037,3312,1
2021,26,039,1329,1
2021,26,041,1228,1
2021,26,043,1358,1
2021,26,045,3029,1
2021,26,047,857,1
2021,26,049,1208,1
2021,26,051,6382,1
2021,26,053,1196,1
2021,26,055,756,1
2021,26,057,2063,1
2021,26,059,5068,1
2021,26,061,1440,1
2021,26,063,1742,1
2021,26,065,828,1
2021,26,067,3929,1
2021,26,069,3172,1
2021,26,071,1447,1
2021,26,073,2009,1
2021,26,075,2323,1
2021,26,077,1010,1
2021,26,079,4490,2
2021,26,081,1070,1
2021,26,083,NA,NA
2021,26,085,12261,3
2021,26,087,2771,1
2021,26,089,2263,1
2021,26,091,4509,1
2021,26,093,2034,1
2021,26,095,762,1
2021,26,097,1557,1
2021,26,099,1843,1
2021,26,101,1946,1
2021,26,103,866,1
2021,26,105,1277,1
2021,26,107,2108,1
2021,26,109,2915,1
2021,26,111,993,1
2021,26,113,5055,2
2021,26,115,2830,1
2021,26,117,3212,1
2021,26,119,1329,1
2021,26,121,1784,1
2021,26,123,2804,1
2021,26,125,727,1
2021,26,127,2068,1
2021,26,129,6928,2
2021,26,131,2928,2
2021,26,133,3311,1
2021,26,135,8328,3
2021,26,137,1152,1
2021,26,139,1507,1
2021,26,141,6586,2
2021,26,143,2152,1
2021,26,145,1156,1
2021,26,147,2291,1
2021,26,149,3579,1
2021,26,151,3123,1
2021,26,153,1343,1
2021,26,155,2720,1
2021,26,157,3315,1
2021,26,159,1992,1
2021,26,161,556,1
2021,26,163,1424,1
2021,26,165,1170,1
2021,27,001,1139,1
2021,27,003,2124,1
2021,27,005,1262,1
2021,27,007,928,1
2021,27,009,4611,1
2021,27,011,574,1
2021,27,013,1084,1
2021,27,015,1078,1
2021,27,017,1139,1
2021,27,019,1183,1
2021,27,021,3404,1
2021,27,023,1032,1
2021,27,025,2055,1
2021,27,027,5051,1
2021,27,029,2858,2
2021,27,031,625,1
2021,27,033,1654,1
2021,27,035,990,1
2021,27,037,1658,1
2021,27,039,2329,1
2021,27,041,893,1
2021,27,043,1987,1
2021,27,045,3550,1
2021,27,047,1540,1
2021,27,049,1231,1
2021,27,051,3080,2
2021,27,053,831,1
2021,27,055,1712,1
2021,27,057,1673,1
2021,27,059,1447,1
2021,27,061,980,1
2021,27,063,10015,3
2021,27,065,1012,1
2021,27,067,1186,1
2021,27,069,NA,NA
2021,27,071,2986,1
2021,27,073,1343,1
2021,27,075,1101,1
2021,27,077,3821,3
2021,27,079,7230,2
2021,27,081,1854,2
2021,27,083,1203,1
2021,27,085,1363,1
2021,27,087,5387,3
2021,27,089,8979,3
2021,27,091,1244,1
2021,27,093,1949,1
2021,27,095,1582,1
2021,27,097,1793,1
2021,27,099,2366,1
2021,27,101,2715,2
2021,27,103,1185,1
2021,27,105,1575,1
2021,27,107,NA,NA
2021,27,109,433,1
2021,27,111,1882,1
2021,27,113,1255,1
2021,27,115,5807,1
2021,27,117,1870,1
2021,27,119,1813,1
2021,27,121,878,1
2021,27,123,908,1
2021,27,125,NA,NA
2021,27,127,2200,1
2021,27,129,3657,2
2021,27,131,1162,1
2021,27,133,1075,1
2021,27,135,1908,1
2021,27,137,810,1
2021,27,139,2045,1
2021,27,141,2682,1
2021,27,143,7464,2
2021,27,145,1027,1
2021,27,147,1700,1
2021,27,149,1617,1
2021,27,151,2445,1
2021,27,153,1205,1
2021,27,155,NA,NA
2021,27,157,1266,1
2021,27,159,2026,1
2021,27,161,3798,1
2021,27,163,960,1
2021,27,165,1860,1
2021,27,167,3205,2
2021,27,169,2764,1
2021,27,171,2546,1
2021,27,173,1889,1
2021,28,001,1309,1
2021,28,003,2295,1
2021,28,005,6322,2
2021,28,007,1967,1
2021,28,009,7630,3
2021,28,011,2012,1
2021,28,013,6468,2
2021,28,015,4908,2
2021,28,017,1697,1
2021,28,019,8113,3
2021,28,021,2224,1
2021,28,023,5152,2
2021,28,025,2643,1
2021,28,027,2304,1
2021,28,029,3990,1
2021,28,031,2281,1
2021,28,033,3858,1
2021,28,035,1145,1
2021,28,037,7689,3
2021,28,039,2254,1
2021,28,041,13643,3
2021,28,043,2664,1
2021,28,045,2302,1
2021,28,047,1792,1
2021,28,049,1118,1
2021,28,051,1831,1
2021,28,053,1887,2
2021,28,055,0,3
2021,28,057,5966,1
2021,28,059,2188,1
2021,28,061,5422,2
2021,28,063,3578,2
2021,28,065,3719,2
2021,28,067,2025,1
2021,28,069,8781,3
2021,28,071,1421,1
2021,28,073,807,1
2021,28,075,985,1
2021,28,077,5887,2
2021,28,079,4249,1
2021,28,081,847,1
2021,28,083,1245,1
2021,28,085,2493,1
2021,28,087,2076,1
2021,28,089,774,1
2021,28,091,2697,1
2021,28,093,6764,1
2021,28,095,1995,1
2021,28,097,1941,1
2021,28,099,1804,1
2021,28,101,7039,2
2021,28,103,10114,3
2021,28,105,2467,1
2021,28,107,4703,1
2021,28,109,4036,1
2021,28,111,11490,3
2021,28,113,2664,1
2021,28,115,5223,1
2021,28,117,3115,1
2021,28,119,NA,NA
2021,28,121,1777,1
2021,28,123,5530,1
2021,28,125,3648,3
2021,28,127,3211,1
2021,28,129,14191,3
2021,28,131,3098,1
2021,28,133,2814,1
2021,28,135,12302,3
2021,28,137,4017,1
2021,28,139,10807,2
2021,28,141,3746,1
2021,28,143,9652,3
2021,28,145,2800,1
2021,28,147,1972,1
2021,28,149,1498,1
2021,28,151,2424,1
2021,28,153,3285,1
2021,28,155,2495,1
2021,28,157,2763,2
2021,28,159,3522,1
2021,28,161,12409,3
2021,28,163,4405,1
2021,29,001,572,1
2021,29,003,9004,2
2021,29,005,2614,2
2021,29,007,2482,1
2021,29,009,1336,1
2021,29,011,2912,1
2021,29,013,8042,2
2021,29,015,3983,1
2021,29,017,5289,2
2021,29,019,846,1
2021,29,021,1521,1
2021,29,023,1054,1
2021,29,025,8896,3
2021,29,027,2627,1
2021,29,029,1319,1
2021,29,031,1110,1
2021,29,033,2801,2
2021,29,035,5339,3
2021,29,037,4065,1
2021,29,039,2074,1
2021,29,041,7361,3
2021,29,043,2409,1
2021,29,045,3369,2
2021,29,047,1683,1
2021,29,049,1635,1
2021,29,051,1419,1
2021,29,053,4168,1
2021,29,055,22818,3
2021,29,057,1520,1
2021,29,059,17371,3
2021,29,061,8385,3
2021,29,063,3903,2
2021,29,065,3607,2
2021,29,067,5877,2
2021,29,069,3964,1
2021,29,071,1672,1
2021,29,073,2113,1
2021,29,075,3084,2
2021,29,077,1072,1
2021,29,079,4880,2
2021,29,081,4085,2
2021,29,083,1307,1
2021,29,085,8594,3
2021,29,087,NA,NA
2021,29,089,2532,2
2021,29,091,1142,1
2021,29,093,9421,3
2021,29,095,1186,1
2021,29,097,1221,1
2021,29,099,3930,1
2021,29,101,2851,1
2021,29,103,NA,NA
2021,29,105,1807,1
2021,29,107,4104,1
2021,29,109,2551,1
2021,29,111,4993,2
2021,29,113,20551,2
2021,29,115,2961,2
2021,29,117,1293,1
2021,29,119,11714,2
2021,29,121,2528,1
2021,29,123,3168,2
2021,29,125,NA,NA
2021,29,127,983,1
2021,29,129,3469,3
2021,29,131,3118,1
2021,29,133,6064,2
2021,29,135,15284,3
2021,29,137,2907,2
2021,29,139,5714,2
2021,29,141,3570,1
2021,29,143,16024,3
2021,29,145,8491,1
2021,29,147,2623,1
2021,29,149,NA,NA
2021,29,151,4470,2
2021,29,153,8774,3
2021,29,155,2538,1
2021,29,157,2708,1
2021,29,159,1800,1
2021,29,161,1215,1
2021,29,163,5867,2
2021,29,165,1235,1
2021,29,167,1234,1
2021,29,169,3590,1
2021,29,171,1565,2
2021,29,173,10378,3
2021,29,175,3510,1
2021,29,177,4612,1
2021,29,179,3041,2
2021,29,181,10619,3
2021,29,183,2138,1
2021,29,185,2351,2
2021,29,186,2321,1
2021,29,187,1490,1
2021,29,189,824,1
2021,29,195,1937,1
2021,29,197,4021,3
2021,29,199,585,1
2021,29,201,1992,1
2021,29,203,7085,3
2021,29,205,5957,3
2021,29,207,2034,1
2021,29,209,3951,1
2021,29,211,2958,2
2021,29,213,1252,1
2021,29,215,2489,1
2021,29,217,3921,1
2021,29,219,4566,1
2021,29,221,3349,1
2021,29,223,2181,1
2021,29,225,2639,1
2021,29,227,1969,3
2021,29,229,6213,2
2021,29,510,1034,1
2021,30,001,681,1
2021,30,003,1847,1
2021,30,005,1746,2
2021,30,007,7323,3
2021,30,009,1552,1
2021,30,011,0,3
2021,30,013,1341,1
2021,30,015,NA,NA
2021,30,017,1496,1
2021,30,019,0,3
2021,30,021,2216,1
2021,30,023,1188,1
2021,30,025,995,2
2021,30,027,1161,1
2021,30,029,1087,1
2021,30,031,1282,1
2021,30,033,0,3
2021,30,035,1249,1
2021,30,037,818,3
2021,30,039,3355,3
2021,30,041,1470,1
2021,30,043,1559,1
2021,30,045,NA,NA
2021,30,047,1336,1
2021,30,049,1066,1
2021,30,051,1934,3
2021,30,053,1371,1
2021,30,055,0,3
2021,30,057,1789,1
2021,30,059,980,2
2021,30,061,2434,2
2021,30,063,868,1
2021,30,065,4912,3
2021,30,067,923,1
2021,30,069,0,3
2021,30,071,4216,3
2021,30,073,2006,2
2021,30,075,0,3
2021,30,077,1402,1
2021,30,079,0,3
2021,30,081,1647,1
2021,30,083,3781,2
2021,30,085,1544,1
2021,30,087,2019,1
2021,30,089,1298,1
2021,30,091,3569,3
2021,30,093,1270,1
2021,30,095,3009,2
2021,30,097,1235,2
2021,30,099,3141,2
2021,30,101,1670,2
2021,30,103,0,3
2021,30,105,1079,1
2021,30,107,NA,NA
2021,30,109,0,3
2021,30,111,930,1
2021,31,001,1107,1
2021,31,003,3146,2
2021,31,005,0,3
2021,31,007,0,3
2021,31,009,0,3
2021,31,011,675,1
2021,31,013,2129,1
2021,31,015,1786,3
2021,31,017,971,2
2021,31,019,1143,1
2021,31,021,3353,2
2021,31,023,1404,1
2021,31,025,3384,1
2021,31,027,8325,3
2021,31,029,3829,3
2021,31,031,1362,2
2021,31,033,1900,1
2021,31,035,3024,2
2021,31,037,NA,NA
2021,31,039,2243,1
2021,31,041,1746,1
2021,31,043,7085,2
2021,31,045,1355,1
2021,31,047,1841,1
2021,31,049,0,3
2021,31,051,5546,3
2021,31,053,2062,1
2021,31,055,921,1
2021,31,057,815,2
2021,31,059,2778,2
2021,31,061,1446,2
2021,31,063,NA,NA
2021,31,065,922,1
2021,31,067,1351,1
2021,31,069,0,3
2021,31,071,1832,3
2021,31,073,1819,3
2021,31,075,0,3
2021,31,077,NA,NA
2021,31,079,1725,1
2021,31,081,938,1
2021,31,083,1548,2
2021,31,085,0,3
2021,31,087,2594,3
2021,31,089,1120,1
2021,31,091,366,2
2021,31,093,1304,1
2021,31,095,1790,2
2021,31,097,5335,3
2021,31,099,3331,2
2021,31,101,1383,1
2021,31,103,0,3
2021,31,105,NA,NA
2021,31,107,2109,1
2021,31,109,1437,1
2021,31,111,1893,1
2021,31,113,0,3
2021,31,115,0,3
2021,31,117,0,3
2021,31,119,1607,1
2021,31,121,2557,2
2021,31,123,2286,2
2021,31,125,NA,NA
2021,31,127,1167,1
2021,31,129,813,1
2021,31,131,1334,1
2021,31,133,2540,3
2021,31,135,941,2
2021,31,137,993,1
2021,31,139,2439,2
2021,31,141,1319,1
2021,31,143,1720,2
2021,31,145,1330,1
2021,31,147,1946,2
2021,31,149,1271,3
2021,31,151,2342,1
2021,31,153,2019,1
2021,31,155,2280,1
2021,31,157,1433,1
2021,31,159,1599,1
2021,31,161,2543,2
2021,31,163,NA,NA
2021,31,165,1151,3
2021,31,167,NA,NA
2021,31,169,1226,1
2021,31,171,0,3
2021,31,173,1099,1
2021,31,175,815,1
2021,31,177,2333,1
2021,31,179,1640,1
2021,31,181,3393,3
2021,31,183,0,3
2021,31,185,1295,1
2021,32,001,2139,1
2021,32,003,1833,1
2021,32,005,1922,1
2021,32,007,2832,1
2021,32,009,0,3
2021,32,011,0,3
2021,32,013,2199,1
2021,32,015,2881,2
2021,32,017,2216,2
2021,32,019,7616,1
2021,32,021,923,1
2021,32,023,4098,1
2021,32,027,3221,2
2021,32,029,NA,NA
2021,32,031,1271,1
2021,32,033,1264,1
2021,32,510,1547,1
2021,33,001,2084,1
2021,33,003,1232,1
2021,33,005,1477,1
2021,33,007,897,1
2021,33,009,520,1
2021,33,011,1199,1
2021,33,013,1010,1
2021,33,015,1278,1
2021,33,017,1495,1
2021,33,019,1407,1
2021,34,001,1397,1
2021,34,003,883,1
2021,34,005,1319,1
2021,34,007,1016,1
2021,34,009,1878,1
2021,34,011,2535,1
2021,34,013,1324,1
2021,34,015,1880,1
2021,34,017,2112,1
2021,34,019,907,1
2021,34,021,1095,1
2021,34,023,1108,1
2021,34,025,913,1
2021,34,027,1072,1
2021,34,029,2609,1
2021,34,031,1927,1
2021,34,033,4066,1
2021,34,035,909,1
2021,34,037,2207,1
2021,34,039,1627,1
2021,34,041,1842,1
2021,35,001,943,1
2021,35,003,NA,NA
2021,35,005,1616,1
2021,35,006,2095,1
2021,35,007,2471,1
2021,35,009,2398,1
2021,35,011,1679,3
2021,35,013,1618,1
2021,35,015,3383,1
2021,35,017,1550,1
2021,35,019,2216,2
2021,35,021,0,3
2021,35,023,4090,3
2021,35,025,3323,1
2021,35,027,1571,1
2021,35,028,645,1
2021,35,029,6372,2
2021,35,031,1212,1
2021,35,033,NA,NA
2021,35,035,2211,1
2021,35,037,8624,3
2021,35,039,2012,1
2021,35,041,2377,1
2021,35,043,1514,1
2021,35,045,1889,1
2021,35,047,2090,1
2021,35,049,909,1
2021,35,051,2300,1
2021,35,053,2329,1
2021,35,055,1157,1
2021,35,057,15318,3
2021,35,059,4097,3
2021,35,061,3358,1
2021,36,001,1047,1
2021,36,003,2933,1
2021,36,005,1725,1
2021,36,007,1282,1
2021,36,009,2323,1
2021,36,011,3445,1
2021,36,013,1585,1
2021,36,015,1274,1
2021,36,017,3331,1
2021,36,019,1250,1
2021,36,021,2482,1
2021,36,023,2735,1
2021,36,025,2633,1
2021,36,027,1413,1
2021,36,029,1371,1
2021,36,031,1963,1
2021,36,033,1882,1
2021,36,035,3121,1
2021,36,037,3222,1
2021,36,039,3464,1
2021,36,041,2557,2
2021,36,043,3755,1
2021,36,045,1995,1
2021,36,047,1580,1
2021,36,049,1486,1
2021,36,051,2201,1
2021,36,053,1348,1
2021,36,055,933,1
2021,36,057,1908,1
2021,36,059,734,1
2021,36,061,732,1
2021,36,063,2616,1
2021,36,065,1419,1
2021,36,067,1080,1
2021,36,069,1211,1
2021,36,071,1500,1
2021,36,073,13237,2
2021,36,075,2513,1
2021,36,077,759,1
2021,36,079,1888,1
2021,36,081,1694,1
2021,36,083,2088,1
2021,36,085,1231,1
2021,36,087,1178,1
2021,36,089,1837,1
2021,36,091,1442,1
2021,36,093,1272,1
2021,36,095,3350,1
2021,36,097,1618,1
2021,36,099,3731,1
2021,36,101,1790,1
2021,36,103,1409,1
2021,36,105,3065,1
2021,36,107,3699,1
2021,36,109,1262,1
2021,36,111,1685,1
2021,36,113,901,1
2021,36,115,2772,1
2021,36,117,4343,1
2021,36,119,761,1
2021,36,121,2858,1
2021,36,123,2053,1
2021,37,001,2595,1
2021,37,003,5210,1
2021,37,005,1006,1
2021,37,007,2225,1
2021,37,009,2059,1
