state_name,county_name,quality_good,quality_marginal,quality_poor,missing_values,total_metrics,shr_good,shr_poor,shr_missing,good_score,marginal_score,poor_score,missing_score,total_score
Louisiana,Jefferson Parish,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
Louisiana,Lafayette Parish,29,0,4,0,33,0.8787878787878788,0.12121212121212122,0,58,0,-4,-0,54
Louisiana,Orleans Parish,31,0,2,0,33,0.9393939393939394,0.06060606060606061,0,62,0,-2,-0,60
Louisiana,St. Tammany Parish,31,0,2,0,33,0.9393939393939394,0.06060606060606061,0,62,0,-2,-0,60
Maine,Cumberland County,22,9,2,0,33,0.6666666666666666,0.06060606060606061,0,44,9,-2,-0,51
Maine,York County,22,9,2,0,33,0.6666666666666666,0.06060606060606061,0,44,9,-2,-0,51
Maryland,Anne Arundel County,30,1,0,2,33,0.9090909090909091,0,0.06060606060606061,60,1,-0,-4,57
Maryland,Baltimore city,30,1,0,2,33,0.9090909090909091,0,0.06060606060606061,60,1,-0,-4,57
Maryland,Baltimore County,30,1,2,0,33,0.9090909090909091,0.06060606060606061,0,60,1,-2,-0,59
Maryland,Frederick County,30,1,0,2,33,0.9090909090909091,0,0.06060606060606061,60,1,-0,-4,57
Maryland,Harford County,29,1,1,2,33,0.8787878787878788,0.030303030303030304,0.06060606060606061,58,1,-1,-4,54
Maryland,Howard County,30,1,0,2,33,0.9090909090909091,0,0.06060606060606061,60,1,-0,-4,57
Maryland,Montgomery County,30,1,2,0,33,0.9090909090909091,0.06060606060606061,0,60,1,-2,-0,59
Maryland,Prince George's County,30,1,2,0,33,0.9090909090909091,0.06060606060606061,0,60,1,-2,-0,59
Massachusetts,Barnstable County,29,2,2,0,33,0.8787878787878788,0.06060606060606061,0,58,2,-2,-0,58
Massachusetts,Bristol County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
Massachusetts,Essex County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
Massachusetts,Hampden County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
Massachusetts,Middlesex County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
Massachusetts,Norfolk County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
Massachusetts,Plymouth County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
Massachusetts,Suffolk County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
Massachusetts,Worcester County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
Michigan,Genesee County,30,2,1,0,33,0.9090909090909091,0.030303030303030304,0,60,2,-1,-0,61
Michigan,Ingham County,29,2,2,0,33,0.8787878787878788,0.06060606060606061,0,58,2,-2,-0,58
Michigan,Kalamazoo County,28,2,3,0,33,0.8484848484848485,0.09090909090909091,0,56,2,-3,-0,55
Michigan,Kent County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
Michigan,Macomb County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
Michigan,Oakland County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
Michigan,Ottawa County,28,0,5,0,33,0.8484848484848485,0.15151515151515152,0,56,0,-5,-0,51
Michigan,Washtenaw County,30,2,1,0,33,0.9090909090909091,0.030303030303030304,0,60,2,-1,-0,61
Michigan,Wayne County,32,1,0,0,33,0.9696969696969697,0,0,64,1,-0,-0,65
Minnesota,Anoka County,29,0,4,0,33,0.8787878787878788,0.12121212121212122,0,58,0,-4,-0,54
Minnesota,Dakota County,31,0,2,0,33,0.9393939393939394,0.06060606060606061,0,62,0,-2,-0,60
Minnesota,Hennepin County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
Minnesota,Ramsey County,29,2,2,0,33,0.8787878787878788,0.06060606060606061,0,58,2,-2,-0,58
Minnesota,St. Louis County,29,2,2,0,33,0.8787878787878788,0.06060606060606061,0,58,2,-2,-0,58
Minnesota,Washington County,28,0,5,0,33,0.8484848484848485,0.15151515151515152,0,56,0,-5,-0,51
Mississippi,Hinds County,29,0,4,0,33,0.8787878787878788,0.12121212121212122,0,58,0,-4,-0,54
Missouri,Clay County,30,2,1,0,33,0.9090909090909091,0.030303030303030304,0,60,2,-1,-0,61
Missouri,Greene County,29,2,2,0,33,0.8787878787878788,0.06060606060606061,0,58,2,-2,-0,58
Missouri,Jackson County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
Missouri,Jefferson County,29,0,4,0,33,0.8787878787878788,0.12121212121212122,0,58,0,-4,-0,54
Missouri,St. Charles County,29,2,2,0,33,0.8787878787878788,0.06060606060606061,0,58,2,-2,-0,58
Missouri,St. Louis city,32,0,1,0,33,0.9696969696969697,0.030303030303030304,0,64,0,-1,-0,63
Missouri,St. Louis County,31,0,2,0,33,0.9393939393939394,0.06060606060606061,0,62,0,-2,-0,60
Nebraska,Douglas County,31,0,2,0,33,0.9393939393939394,0.06060606060606061,0,62,0,-2,-0,60
Nebraska,Lancaster County,30,0,3,0,33,0.9090909090909091,0.09090909090909091,0,60,0,-3,-0,57
Nevada,Clark County,30,3,0,0,33,0.9090909090909091,0,0,60,3,-0,-0,63
Nevada,Washoe County,29,3,1,0,33,0.8787878787878788,0.030303030303030304,0,58,3,-1,-0,60
New Hampshire,Hillsborough County,29,2,2,0,33,0.8787878787878788,0.06060606060606061,0,58,2,-2,-0,58
New Hampshire,Rockingham County,31,0,2,0,33,0.9393939393939394,0.06060606060606061,0,62,0,-2,-0,60
New Jersey,Atlantic County,30,1,2,0,33,0.9090909090909091,0.06060606060606061,0,60,1,-2,-0,59
New Jersey,Bergen County,30,1,2,0,33,0.9090909090909091,0.06060606060606061,0,60,1,-2,-0,59
New Jersey,Burlington County,30,0,3,0,33,0.9090909090909091,0.09090909090909091,0,60,0,-3,-0,57
New Jersey,Camden County,30,1,2,0,33,0.9090909090909091,0.06060606060606061,0,60,1,-2,-0,59
New Jersey,Essex County,30,3,0,0,33,0.9090909090909091,0,0,60,3,-0,-0,63
New Jersey,Gloucester County,30,1,2,0,33,0.9090909090909091,0.06060606060606061,0,60,1,-2,-0,59
New Jersey,Hudson County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
New Jersey,Mercer County,31,0,2,0,33,0.9393939393939394,0.06060606060606061,0,62,0,-2,-0,60
New Jersey,Middlesex County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
New Jersey,Monmouth County,30,1,2,0,33,0.9090909090909091,0.06060606060606061,0,60,1,-2,-0,59
New Jersey,Morris County,30,0,3,0,33,0.9090909090909091,0.09090909090909091,0,60,0,-3,-0,57
New Jersey,Ocean County,30,3,0,0,33,0.9090909090909091,0,0,60,3,-0,-0,63
New Jersey,Passaic County,31,0,2,0,33,0.9393939393939394,0.06060606060606061,0,62,0,-2,-0,60
New Jersey,Somerset County,30,1,2,0,33,0.9090909090909091,0.06060606060606061,0,60,1,-2,-0,59
New Jersey,Union County,31,0,2,0,33,0.9393939393939394,0.06060606060606061,0,62,0,-2,-0,60
New Mexico,Bernalillo County,29,2,2,0,33,0.8787878787878788,0.06060606060606061,0,58,2,-2,-0,58
New York,Albany County,29,0,4,0,33,0.8787878787878788,0.12121212121212122,0,58,0,-4,-0,54
New York,Bronx County,30,0,1,2,33,0.9090909090909091,0.030303030303030304,0.06060606060606061,60,0,-1,-4,55
New York,Broome County,28,2,3,0,33,0.8484848484848485,0.09090909090909091,0,56,2,-3,-0,55
New York,Dutchess County,30,0,2,1,33,0.9090909090909091,0.06060606060606061,0.030303030303030304,60,0,-2,-2,56
New York,Erie County,30,0,2,1,33,0.9090909090909091,0.06060606060606061,0.030303030303030304,60,0,-2,-2,56
New York,Kings County,30,0,1,2,33,0.9090909090909091,0.030303030303030304,0.06060606060606061,60,0,-1,-4,55
New York,Monroe County,30,0,3,0,33,0.9090909090909091,0.09090909090909091,0,60,0,-3,-0,57
New York,Nassau County,30,0,2,1,33,0.9090909090909091,0.06060606060606061,0.030303030303030304,60,0,-2,-2,56
New York,New York County,30,0,2,1,33,0.9090909090909091,0.06060606060606061,0.030303030303030304,60,0,-2,-2,56
New York,Niagara County,27,0,5,1,33,0.8181818181818182,0.15151515151515152,0.030303030303030304,54,0,-5,-2,47
New York,Oneida County,29,2,1,1,33,0.8787878787878788,0.030303030303030304,0.030303030303030304,58,2,-1,-2,57
New York,Onondaga County,30,0,1,2,33,0.9090909090909091,0.030303030303030304,0.06060606060606061,60,0,-1,-4,55
New York,Orange County,30,0,3,0,33,0.9090909090909091,0.09090909090909091,0,60,0,-3,-0,57
New York,Queens County,30,0,1,2,33,0.9090909090909091,0.030303030303030304,0.06060606060606061,60,0,-1,-4,55
New York,Richmond County,30,0,1,2,33,0.9090909090909091,0.030303030303030304,0.06060606060606061,60,0,-1,-4,55
New York,Rockland County,30,0,3,0,33,0.9090909090909091,0.09090909090909091,0,60,0,-3,-0,57
New York,Saratoga County,28,0,5,0,33,0.8484848484848485,0.15151515151515152,0,56,0,-5,-0,51
New York,Suffolk County,30,0,2,1,33,0.9090909090909091,0.06060606060606061,0.030303030303030304,60,0,-2,-2,56
New York,Westchester County,30,0,3,0,33,0.9090909090909091,0.09090909090909091,0,60,0,-3,-0,57
North Carolina,Buncombe County,29,2,2,0,33,0.8787878787878788,0.06060606060606061,0,58,2,-2,-0,58
North Carolina,Cumberland County,32,1,0,0,33,0.9696969696969697,0,0,64,1,-0,-0,65
North Carolina,Durham County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
North Carolina,Forsyth County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
North Carolina,Gaston County,30,2,1,0,33,0.9090909090909091,0.030303030303030304,0,60,2,-1,-0,61
North Carolina,Guilford County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
North Carolina,Mecklenburg County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
North Carolina,New Hanover County,30,2,1,0,33,0.9090909090909091,0.030303030303030304,0,60,2,-1,-0,61
North Carolina,Wake County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
Ohio,Butler County,30,0,3,0,33,0.9090909090909091,0.09090909090909091,0,60,0,-3,-0,57
Ohio,Clermont County,29,0,4,0,33,0.8787878787878788,0.12121212121212122,0,58,0,-4,-0,54
Ohio,Cuyahoga County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
Ohio,Franklin County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
Ohio,Hamilton County,30,2,1,0,33,0.9090909090909091,0.030303030303030304,0,60,2,-1,-0,61
Ohio,Lake County,29,0,4,0,33,0.8787878787878788,0.12121212121212122,0,58,0,-4,-0,54
Ohio,Lorain County,30,3,0,0,33,0.9090909090909091,0,0,60,3,-0,-0,63
Ohio,Lucas County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
Ohio,Mahoning County,30,2,1,0,33,0.9090909090909091,0.030303030303030304,0,60,2,-1,-0,61
Ohio,Montgomery County,31,0,2,0,33,0.9393939393939394,0.06060606060606061,0,62,0,-2,-0,60
Ohio,Stark County,30,2,1,0,33,0.9090909090909091,0.030303030303030304,0,60,2,-1,-0,61
Ohio,Summit County,30,2,1,0,33,0.9090909090909091,0.030303030303030304,0,60,2,-1,-0,61
Ohio,Trumbull County,28,3,2,0,33,0.8484848484848485,0.06060606060606061,0,56,3,-2,-0,57
Ohio,Warren County,28,0,5,0,33,0.8484848484848485,0.15151515151515152,0,56,0,-5,-0,51
Oklahoma,Cleveland County,29,2,2,0,33,0.8787878787878788,0.06060606060606061,0,58,2,-2,-0,58
Oklahoma,Oklahoma County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
Oklahoma,Tulsa County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
Oregon,Clackamas County,29,3,1,0,33,0.8787878787878788,0.030303030303030304,0,58,3,-1,-0,60
Oregon,Jackson County,30,1,2,0,33,0.9090909090909091,0.06060606060606061,0,60,1,-2,-0,59
Oregon,Lane County,29,2,2,0,33,0.8787878787878788,0.06060606060606061,0,58,2,-2,-0,58
Oregon,Marion County,29,3,1,0,33,0.8787878787878788,0.030303030303030304,0,58,3,-1,-0,60
Oregon,Multnomah County,32,0,1,0,33,0.9696969696969697,0.030303030303030304,0,64,0,-1,-0,63
Oregon,Washington County,29,3,1,0,33,0.8787878787878788,0.030303030303030304,0,58,3,-1,-0,60
Pennsylvania,Allegheny County,31,0,2,0,33,0.9393939393939394,0.06060606060606061,0,62,0,-2,-0,60
Pennsylvania,Berks County,30,0,1,2,33,0.9090909090909091,0.030303030303030304,0.06060606060606061,60,0,-1,-4,55
Pennsylvania,Bucks County,30,0,1,2,33,0.9090909090909091,0.030303030303030304,0.06060606060606061,60,0,-1,-4,55
Pennsylvania,Chester County,30,0,1,2,33,0.9090909090909091,0.030303030303030304,0.06060606060606061,60,0,-1,-4,55
Pennsylvania,Cumberland County,29,2,2,0,33,0.8787878787878788,0.06060606060606061,0,58,2,-2,-0,58
Pennsylvania,Dauphin County,30,0,3,0,33,0.9090909090909091,0.09090909090909091,0,60,0,-3,-0,57
Pennsylvania,Delaware County,30,0,1,2,33,0.9090909090909091,0.030303030303030304,0.06060606060606061,60,0,-1,-4,55
Pennsylvania,Erie County,29,2,2,0,33,0.8787878787878788,0.06060606060606061,0,58,2,-2,-0,58
Pennsylvania,Lackawanna County,29,2,2,0,33,0.8787878787878788,0.06060606060606061,0,58,2,-2,-0,58
Pennsylvania,Lancaster County,30,0,3,0,33,0.9090909090909091,0.09090909090909091,0,60,0,-3,-0,57
Pennsylvania,Lehigh County,30,0,1,2,33,0.9090909090909091,0.030303030303030304,0.06060606060606061,60,0,-1,-4,55
Pennsylvania,Luzerne County,30,0,1,2,33,0.9090909090909091,0.030303030303030304,0.06060606060606061,60,0,-1,-4,55
Pennsylvania,Montgomery County,31,0,0,2,33,0.9393939393939394,0,0.06060606060606061,62,0,-0,-4,58
Pennsylvania,Northampton County,30,0,1,2,33,0.9090909090909091,0.030303030303030304,0.06060606060606061,60,0,-1,-4,55
Pennsylvania,Philadelphia County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
Pennsylvania,Washington County,29,0,4,0,33,0.8787878787878788,0.12121212121212122,0,58,0,-4,-0,54
Pennsylvania,Westmoreland County,29,0,2,2,33,0.8787878787878788,0.06060606060606061,0.06060606060606061,58,0,-2,-4,52
Pennsylvania,York County,31,0,0,2,33,0.9393939393939394,0,0.06060606060606061,62,0,-0,-4,58
Rhode Island,Providence County,33,0,0,0,33,1,0,0,66,0,-0,-0,66
South Carolina,Berkeley County,22,7,4,0,33,0.6666666666666666,0.12121212121212122,0,44,7,-4,-0,47
South Carolina,Charleston County,22,11,0,0,33,0.6666666666666666,0,0,44,11,-0,-0,55
South Carolina,Greenville County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
South Carolina,Horry County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
South Carolina,Lexington County,31,2,0,0,33,0.9393939393939394,0,0,62,2,-0,-0,64
