year,state,county,share_meps20_black,share_meps20_black_quality,share_meps20_hispanic,share_meps20_hispanic_quality,share_meps20_white,share_meps20_white_quality
2021,05,133,1,1,1,1,1,1
2021,05,135,1,1,1,1,1,1
2021,05,137,.60000002,3,.47499999,1,.6533066,1
2021,05,139,.47394365,1,.33742332,1,.18234482,1
2021,05,141,1,2,1,1,1,1
2021,05,143,.29559749,1,.71096116,1,.25465572,1
2021,05,145,.28898427,1,.32446265,1,.33127147,1
2021,05,147,.86799997,1,.6875,2,.64999998,1
2021,05,149,1,1,1,1,1,1
2021,06,001,.30411124,1,.22828798,1,.02336337,1
2021,06,003,,,1,3,.69230771,2
2021,06,005,.095238097,2,.039874081,1,.028901733,1
2021,06,007,.497307,1,.34542382,1,.32219952,1
2021,06,009,.31707317,1,.24494949,1,.26505345,1
2021,06,011,.44444445,1,.56492323,1,.3943834,1
2021,06,013,.23523851,1,.20807615,1,.026161987,1
2021,06,015,.62962961,2,.74870735,1,.74748445,1
2021,06,017,.013850415,1,.0030241935,1,.0023058078,1
2021,06,019,.71175474,1,.74771965,1,.325627,1
2021,06,021,.69696969,1,.66079706,1,.63299817,1
2021,06,023,.41395348,1,.51004016,1,.37126923,1
2021,06,025,.59292036,1,.52650326,1,.34861767,1
2021,06,027,.0625,2,.16713353,1,.10365135,1
2021,06,029,.65581119,1,.69720787,1,.31430086,1
2021,06,031,.40709811,1,.5622471,1,.23909464,1
2021,06,033,.79562044,1,.75966716,1,.64915442,1
2021,06,035,.29824561,1,.14191853,1,.14955175,1
2021,06,037,.50195259,1,.55251908,1,.093253188,1
2021,06,039,.76861703,1,.85671407,1,.49396521,1
2021,06,041,0,1,0,1,0,1
2021,06,043,.75,3,.72749394,1,.70909089,1
2021,06,045,.57746476,1,.64341992,1,.61166877,1
2021,06,047,.59986639,1,.61897624,1,.40679908,1
2021,06,049,.5,3,.69230771,1,.70886075,1
2021,06,051,,,.010752688,1,.0048859934,1
2021,06,053,.19390243,1,.46793005,1,.095958345,1
2021,06,055,.0075187972,1,.080627702,1,.023662755,1
2021,06,057,.0092592593,1,.0050368076,1,.012319606,1
2021,06,059,.12772943,1,.34737623,1,.023018247,1
2021,06,061,.0085870409,1,.030717658,1,.004119196,1
2021,06,063,.13636364,2,.28650138,1,.14907749,1
2021,06,065,.28647423,1,.38301703,1,.1153988,1
2021,06,067,.49155039,1,.43942383,1,.23864409,1
2021,06,069,0,1,.00090600224,1,.001734104,1
2021,06,071,.54044706,1,.49498701,1,.29528964,1
2021,06,073,.3061935,1,.26400807,1,.065792128,1
2021,06,075,.1852552,1,.072408415,1,.024014618,1
2021,06,077,.58148569,1,.54170394,1,.22086151,1
2021,06,079,.028112451,1,.041167125,1,.0067118304,1
2021,06,081,.069523811,1,.041883226,1,.0011358795,1
2021,06,083,.21969697,1,.43625635,1,.058907945,1
2021,06,085,.021301227,1,.042209204,1,.0029545398,1
2021,06,087,.076642334,1,.38790476,1,.025519559,1
2021,06,089,.43175489,1,.39742452,1,.31461796,1
2021,06,091,0,3,0,1,0,1
2021,06,093,.42857143,1,.72385859,1,.54986072,1
2021,06,095,.29303566,1,.21655242,1,.04544447,1
2021,06,097,.0081775701,1,.023108702,1,.0018937105,1
2021,06,099,.35511363,1,.42298877,1,.23969346,1
2021,06,101,.4108108,1,.51162267,1,.23503378,1
2021,06,103,.63636363,1,.5822708,1,.39390498,1
2021,06,105,.5,3,.65986395,1,.64549178,1
2021,06,107,.58700001,1,.7339735,1,.44019642,1
2021,06,109,.2647059,1,.12366548,1,.081041619,1
2021,06,111,.022577422,1,.21708043,1,.026956651,1
2021,06,113,.16830467,1,.15799628,1,.09547627,1
2021,06,115,.54183269,1,.61102927,1,.43225124,1
2021,08,001,.28252032,1,.26282802,1,.081348993,1
2021,08,003,.83333331,3,.65023631,1,.54838711,1
2021,08,005,.1499339,1,.21360545,1,.020413633,1
2021,08,007,0,3,0,1,0,1
2021,08,009,1,3,.78431374,1,.83162218,1
2021,08,011,.75,3,.61623615,1,.60869563,1
2021,08,013,.048843186,1,.11483837,1,.01335445,1
2021,08,014,0,1,0,1,0,1
2021,08,015,0,3,0,1,0,1
2021,08,017,0,3,0,1,0,1
2021,08,019,0,3,0,1,0,1
2021,08,021,0,3,.13222079,1,.011019284,1
2021,08,023,1,3,1,1,1,1
2021,08,025,1,3,1,1,1,1
2021,08,027,0,3,0,3,0,1
2021,08,029,.60000002,3,.45511669,1,.44975185,1
2021,08,031,.24243432,1,.33227521,1,.054059923,1
2021,08,033,,,0,3,0,1
2021,08,035,0,1,0,1,0,1
2021,08,037,0,1,0,1,0,1
2021,08,039,0,2,0,1,0,1
2021,08,041,.25169301,1,.24357766,1,.071258835,1
2021,08,043,.20833333,2,.34243175,1,.30599532,1
2021,08,045,0,1,.015468608,1,.026835864,1
2021,08,047,0,3,0,1,0,1
2021,08,049,0,3,0,1,0,1
2021,08,051,0,3,0,1,0,1
2021,08,053,0,3,0,3,0,1
2021,08,055,1,3,.83526009,1,.57647061,1
2021,08,057,1,3,1,1,1,1
2021,08,059,.11315417,1,.16839632,1,.026860503,1
2021,08,061,.5,3,.13636364,2,.15111111,1
2021,08,063,0,3,.11252654,1,.05800464,1
2021,08,065,0,3,0,1,0,1
2021,08,067,0,1,0,1,0,1
2021,08,069,.0034364262,1,.018943571,1,.0030303905,1
2021,08,071,.36000001,2,.41176471,1,.17207792,1
2021,08,073,0,3,0,1,0,1
2021,08,075,.3548387,1,.34846029,1,.26838046,1
2021,08,077,.18965517,1,.27525678,1,.16416517,1
2021,08,079,,,0,2,0,1
2021,08,081,0,2,0,1,0,1
2021,08,083,.21428572,3,.29886687,1,.22813512,1
2021,08,085,.1,1,.07325241,1,.040162824,1
2021,08,087,.3859649,1,.21951219,1,.096598066,1
2021,08,089,.8125,2,.8826319,1,.4688701,1
2021,08,091,0,3,0,1,0,1
2021,08,093,0,3,0,1,0,1
2021,08,095,0,3,0,1,0,1
2021,08,097,0,3,0,1,0,1
2021,08,099,.40000001,3,.43150684,1,.33798283,1
2021,08,101,.38935107,1,.43194729,1,.25134635,1
2021,08,103,0,3,0,1,0,1
2021,08,105,.60000002,3,.44967073,1,.23688155,1
2021,08,107,0,1,0,1,0,1
2021,08,109,.71428573,3,.72577995,1,.48450705,1
2021,08,111,0,3,0,2,0,1
2021,08,113,0,3,0,1,0,1
2021,08,115,0,3,0,1,0,1
2021,08,117,0,2,0,1,0,1
2021,08,119,.086956523,2,.065292098,1,.066137567,1
2021,08,121,0,3,0,1,0,1
2021,08,123,.40651387,1,.20543832,1,.035599668,1
2021,08,125,.66666669,3,.40079364,1,.22802198,1
2021,09,001,.47010705,1,.31256053,1,.035548594,1
2021,09,003,.33906889,1,.41054392,1,.043238238,1
2021,09,005,0,1,0,1,0,1
2021,09,007,.044262294,1,.01754386,1,.0050048553,1
2021,09,009,.49257526,1,.4267005,1,.057717331,1
2021,09,011,.26234952,1,.24856909,1,.039331693,1
2021,09,013,.05652174,1,.045171339,1,.0064963503,1
2021,09,015,.15217391,1,.25627553,1,.015265771,1
2021,10,001,.18059325,1,.13341275,1,.092213698,1
2021,10,003,.23539202,1,.12861292,1,.035647742,1
2021,10,005,.21498895,1,.13264158,1,.097919449,1
2021,11,001,.70353222,1,.31205207,1,.056676686,1
2021,12,001,.44199881,1,.18003611,1,.17481494,1
2021,12,003,.38906753,1,.38405797,1,.37449494,1
2021,12,005,.65032041,1,.48647767,1,.31555712,1
2021,12,007,.70731705,1,.69841272,1,.70545071,1
2021,12,009,.59886259,1,.46423551,1,.28932828,1
2021,12,011,.57420194,1,.27656227,1,.1609723,1
2021,12,013,.9598214,1,.92241377,1,.96609122,1
2021,12,015,.55770612,1,.55117542,1,.47645986,1
2021,12,017,.7161572,1,.72979963,1,.76174605,1
2021,12,019,.29004797,1,.32458785,1,.36109534,1
2021,12,021,.53003931,1,.50588,1,.10989294,1
2021,12,023,.7105509,1,.68764299,1,.64268315,1
2021,12,027,.99233717,1,.9782986,1,.97784811,1
2021,12,029,1,1,1,1,.99440092,1
2021,12,031,.63567841,1,.45917222,1,.25622216,1
2021,12,033,.59813368,1,.44158879,1,.32356644,1
2021,12,035,.41209096,1,.317417,1,.28797224,1
2021,12,037,.93137252,1,.94392526,1,.94060475,1
2021,12,039,.98935199,1,1,1,.97297299,1
2021,12,041,.58778626,1,.78160918,1,.7573297,1
2021,12,043,.9765625,1,.93802816,1,.94889265,1
2021,12,045,.37128714,1,.17272727,1,.5040431,1
2021,12,047,.94336283,1,.98453611,1,.93378609,1
2021,12,049,.996337,1,.9964146,1,.98991257,1
2021,12,051,.35955057,1,.63940418,1,.39027938,1
2021,12,053,.73819977,1,.648036,1,.62025046,1
2021,12,055,.96685082,1,.96645933,1,.9686752,1
2021,12,057,.56859064,1,.48648489,1,.21400601,1
2021,12,059,.91346157,1,.94736844,1,.98415494,1
2021,12,061,.44954428,1,.3838886,1,.24609545,1
2021,12,063,.7610572,1,.84272999,1,.78944248,1
2021,12,065,1,1,1,1,.97241378,1
2021,12,067,.98823529,1,.99190283,1,.99870127,1
2021,12,069,.51989061,1,.36234894,1,.35772395,1
2021,12,071,.61013311,1,.53372049,1,.29474199,1
2021,12,073,.62623328,1,.40575838,1,.12777779,1
2021,12,075,1,1,1,1,.99920231,1
2021,12,077,.44915253,1,.65957445,1,.65565568,1
2021,12,079,.91093475,1,.75625002,1,.5685885,1
2021,12,081,.57379609,1,.58442783,1,.20970196,1
2021,12,083,.79842556,1,.77778745,1,.74861473,1
2021,12,085,.3364726,1,.42420402,1,.087880582,1
2021,12,086,.81758946,1,.46950576,1,.17508401,1
2021,12,087,.00097560976,1,.0017006802,1,.0020741508,1
2021,12,089,0,1,0,1,0,1
2021,12,091,.05360651,1,.033528067,1,.035426732,1
2021,12,093,.5704388,1,.70226538,1,.70939267,1
2021,12,095,.56916523,1,.33745489,1,.12879586,1
2021,12,097,.7228294,1,.61796594,1,.39661017,1
2021,12,099,.59466827,1,.48440072,1,.11156689,1
2021,12,101,.45810056,1,.44744232,1,.38952777,1
2021,12,103,.50553972,1,.33138961,1,.1750654,1
2021,12,105,.69025987,1,.70497227,1,.54383504,1
2021,12,107,.92832911,1,.94609571,1,.83807194,1
2021,12,109,.27194148,1,.059655171,1,.059167318,1
2021,12,111,.67586905,1,.62741768,1,.57644069,1
2021,12,113,.14074074,1,.049730625,1,.079686306,1
2021,12,115,.48974741,1,.352492,1,.15641063,1
2021,12,117,.50046533,1,.34353811,1,.20011424,1
2021,12,119,.020335985,1,.0075085326,1,.010683761,1
2021,12,121,.7109375,1,.75664788,1,.78690374,1
2021,12,123,.92826396,1,.92307693,1,.93019295,1
2021,12,125,0,1,0,1,0,1
2021,12,127,.61369318,1,.57542223,1,.39624631,1
2021,12,129,.075000003,1,.15217391,1,.12530652,1
2021,12,131,.55711424,1,.292366,1,.3131313,1
2021,12,133,.81057268,1,.76612902,1,.81082183,1
2021,13,001,1,1,1,1,1,1
2021,13,003,1,1,1,1,1,1
2021,13,005,.75957447,1,.69278997,1,.69689542,1
2021,13,007,1,1,1,1,1,1
2021,13,009,1,1,1,1,1,1
2021,13,011,.5714286,1,.66412216,1,.47954175,1
2021,13,013,.091816366,1,.098326363,1,.086485766,1
2021,13,015,.3114219,1,.33312422,1,.21133351,1
2021,13,017,1,1,1,1,1,1
2021,13,019,.46391752,1,.42745098,1,.46469247,1
2021,13,021,.9640972,1,.93792635,1,.64804918,1
2021,13,023,.74437296,1,.72727275,1,.75389755,1
2021,13,025,.6875,1,.68965518,1,.72483659,1
2021,13,027,.95958644,1,.93127149,1,.94542772,1
2021,13,029,.16848874,1,.079578139,1,.14342874,1
2021,13,031,.90061814,1,.77172655,1,.52265972,1
2021,13,033,1,1,1,1,1,1
2021,13,035,1,1,1,1,1,1
2021,13,037,1,1,1,1,1,1
2021,13,039,.10387597,1,.050000001,1,.081823178,1
2021,13,043,.75966388,1,.78173721,1,.81034482,1
2021,13,045,.43000445,1,.41035441,1,.40438029,1
2021,13,047,.24495678,1,.30068728,1,.17635293,1
2021,13,049,.69527894,1,.57692307,1,.7626459,1
2021,13,051,.77495271,1,.72812694,1,.40405387,1
2021,13,053,.56445992,1,.26428571,1,.54746139,1
2021,13,055,.97826087,1,.6708861,1,.83578014,1
2021,13,057,.039691944,1,.1129579,1,.02722699,1
2021,13,059,.94649333,1,.9832148,1,.88045591,1
2021,13,061,1,1,1,3,,
2021,13,063,.85452199,1,.91397607,1,.19331463,1
2021,13,065,1,1,1,1,1,1
2021,13,067,.38733518,1,.47797021,1,.055457,1
2021,13,069,1,1,1,1,1,1
2021,13,071,.99611735,1,.99331456,1,.94257826,1
2021,13,073,0,1,0,1,0,1
2021,13,075,.70536584,1,.74639767,1,.70234984,1
2021,13,077,.16156821,1,.11431624,1,.088496238,1
2021,13,079,1,1,1,1,1,1
2021,13,081,.94460094,1,.94690263,1,.93304348,1
2021,13,083,0,2,.080645159,1,.12398922,1
2021,13,085,0,1,0,1,0,1
2021,13,087,1,1,1,1,1,1
2021,13,089,.82644361,1,.64652628,1,.077038683,1
2021,13,091,1,1,1,1,1,1
2021,13,093,1,1,1,1,1,1
2021,13,095,.99914688,1,1,1,1,1
2021,13,097,.45610699,1,.62530172,1,.34112555,1
2021,13,099,1,1,1,2,1,1
2021,13,101,1,2,1,1,1,1
2021,13,103,0,1,0,1,0,1
2021,13,105,.68621975,1,.68181819,1,.67031461,1
2021,13,107,1,1,1,1,1,1
2021,13,109,1,1,1,1,1,1
2021,13,111,0,3,.11309524,1,.14601085,1
2021,13,113,0,1,0,1,0,1
2021,13,115,.90265489,1,.91772515,1,.55005985,1
2021,13,117,.017649418,1,.057636887,1,.01272168,1
2021,13,119,.75133687,1,.72079772,1,.69581604,1
2021,13,121,.75533158,1,.37239042,1,.030432014,1
2021,13,123,.78571427,3,.72897899,1,.69430053,1
2021,13,125,1,1,1,3,1,1
2021,13,127,.61788273,1,.58565152,1,.42267415,1
2021,13,129,.6599496,1,.63896954,1,.59388584,1
2021,13,131,.6840176,1,.77225339,1,.68655854,1
2021,13,133,.88512242,1,.65750003,1,.1474359,1
2021,13,135,.38580221,1,.55700839,1,.099218912,1
2021,13,137,.49704143,1,.47885889,1,.21648246,1
2021,13,139,.59512198,1,.64940989,1,.27861422,1
2021,13,141,1,1,1,3,1,2
2021,13,143,.28648648,1,.4528302,1,.42317528,1
2021,13,145,0,1,0,1,0,1
2021,13,147,.7027027,1,.66467065,1,.70677364,1
2021,13,149,.57894737,1,.69444442,1,.63188869,1
2021,13,151,.38432878,1,.38075313,1,.14033891,1
2021,13,153,.59243912,1,.52788103,1,.2629188,1
2021,13,155,1,1,1,1,1,1
2021,13,157,.064888887,1,.096596137,1,.071757302,1
2021,13,159,.69144142,1,.73708922,1,.72945637,1
2021,13,161,1,1,1,1,1,1
2021,13,163,1,1,1,1,1,1
2021,13,165,1,1,1,1,1,1
2021,13,167,1,1,1,1,1,1
2021,13,169,.33257404,1,.2905983,1,.17427745,1
2021,13,171,.72095805,1,.70175439,1,.69806761,1
2021,13,173,1,1,1,1,1,1
2021,13,175,.80000001,1,.6565097,1,.49492264,1
2021,13,177,0,1,0,1,0,1
2021,13,179,.90246981,1,.90786821,1,.86114943,1
2021,13,181,1,1,1,2,1,1
2021,13,183,1,1,1,1,1,1
2021,13,185,.7858873,1,.56348372,1,.37725681,1
2021,13,187,0,1,0,1,0,1
2021,13,189,1,1,1,1,1,1
2021,13,191,1,1,1,2,1,1
2021,13,193,1,1,1,1,1,1
2021,13,195,.37209302,1,.31727573,1,.23960164,1
2021,13,197,1,1,1,1,1,1
2021,13,199,1,1,1,1,1,1
2021,13,201,1,1,1,1,1,1
2021,13,205,1,1,1,1,1,1
2021,13,207,.37069812,1,.32163742,1,.29320779,1
2021,13,209,1,1,1,1,1,1
2021,13,211,0,1,0,1,0,1
2021,13,213,.87179488,1,.84693301,1,.85647678,1
2021,13,215,.79819018,1,.61884785,1,.32720125,1
2021,13,217,.90578294,1,.8869881,1,.66108418,1
2021,13,219,0,1,0,1,0,1
2021,13,221,.69689119,1,.69172931,1,.72766882,1
2021,13,223,.10259651,1,.10037675,1,.060957208,1
2021,13,225,1,1,1,1,1,1
2021,13,227,.19354838,1,.15087719,1,.12533912,1
2021,13,229,.70774651,1,.72997034,1,.70047426,1
2021,13,231,0,1,0,1,0,1
2021,13,233,1,1,1,1,1,1
2021,13,235,1,1,1,1,1,1
2021,13,237,1,1,1,1,1,1
2021,13,239,1,1,1,3,1,1
2021,13,241,.47058824,2,.48418492,1,.43289548,1
2021,13,243,1,1,1,1,1,1
2021,13,245,.95719284,1,.87295526,1,.70623022,1
2021,13,247,.63419932,1,.69059408,1,.51688921,1
2021,13,249,0,1,0,1,0,1
2021,13,251,1,1,1,1,1,1
2021,13,253,1,1,1,1,1,1
2021,13,255,1,1,1,1,1,1
2021,13,257,.3900415,1,.35135135,1,.36844024,1
2021,13,259,1,1,1,3,1,2
2021,13,261,.72586739,1,.77659577,1,.86183077,1
2021,13,263,1,1,,,1,1
2021,13,265,1,1,1,2,1,2
2021,13,267,1,1,1,1,1,1
2021,13,269,1,1,1,1,1,1
2021,13,271,1,1,1,1,1,1
2021,13,273,1,1,1,2,1,1
2021,13,275,.80999452,1,.73619634,1,.68000984,1
2021,13,277,.88018936,1,.90160769,1,.92103493,1
2021,13,279,.80235296,1,.945629,1,.86487567,1
2021,13,281,.2857143,3,.70149255,1,.70491803,1
2021,13,283,1,1,1,1,1,1
2021,13,285,.83072519,1,.72399586,1,.6021015,1
2021,13,287,1,1,1,1,1,1
2021,13,289,1,1,1,3,1,1
2021,13,291,.30000001,3,.46103895,1,.47316539,1
2021,13,293,1,1,1,1,1,1
2021,13,295,.65011287,1,.54255319,1,.53652364,1
2021,13,297,.31281373,1,.19599515,1,.10294418,1
2021,13,299,1,1,1,1,1,1
2021,13,301,1,1,1,3,1,1
2021,13,303,1,1,1,1,1,1
2021,13,305,.99143833,1,.95983934,1,.88803089,1
2021,13,307,1,1,1,2,1,1
2021,13,309,1,1,1,1,1,1
2021,13,311,.13068181,1,.13855422,1,.29724985,1
2021,13,313,.47467166,1,.57633656,1,.44086164,1
2021,13,315,1,1,1,1,1,1
2021,13,317,1,1,1,1,1,1
2021,13,319,1,1,1,1,1,1
2021,13,321,.75311005,1,.736,1,.71404302,1
2021,15,001,.42424244,1,.412047,1,.37660852,1
2021,15,003,.027493009,1,.14709134,1,.020164302,1
2021,15,005,,,,,,
2021,15,007,0,2,.006501182,1,0,1
2021,15,009,.058139537,1,.03348273,1,.020245843,1
2021,16,001,.031111112,1,.0023706045,1,.0022534658,1
2021,16,003,0,3,0,1,0,1
2021,16,005,0,1,.00057077623,1,0,1
2021,16,007,0,3,0,1,0,1
2021,16,009,0,3,.10227273,1,.084142394,1
2021,16,011,0,1,.0058087576,1,0,1
2021,16,013,0,3,0,1,0,1
