year,state,county,share_overall_debt_coll,share_debt_coll_quality,subgroup_type,subgroup
2023,36,113,.1933806,1,race-ethnicity,All
2023,36,113,NA,3,race-ethnicity,Majority Non-White
2023,36,113,.1933806,1,race-ethnicity,Majority White
2023,36,115,.2149945,1,race-ethnicity,All
2023,36,115,NA,3,race-ethnicity,Majority Non-White
2023,36,115,.2154696,1,race-ethnicity,Majority White
2023,36,117,.1920806,1,race-ethnicity,All
2023,36,117,NA,3,race-ethnicity,Majority Non-White
2023,36,117,.1905923,1,race-ethnicity,Majority White
2023,36,119,.1367099,1,race-ethnicity,All
2023,36,119,.2052693,1,race-ethnicity,Majority Non-White
2023,36,119,.0788297,1,race-ethnicity,Majority White
2023,36,121,.1290863,1,race-ethnicity,All
2023,36,121,NA,3,race-ethnicity,Majority Non-White
2023,36,121,.1291946,1,race-ethnicity,Majority White
2023,36,123,.1592649,1,race-ethnicity,All
2023,36,123,NA,3,race-ethnicity,Majority Non-White
2023,36,123,.1592649,1,race-ethnicity,Majority White
2023,37,1,.268047,1,race-ethnicity,All
2023,37,1,.3229079,1,race-ethnicity,Majority Non-White
2023,37,1,.2525132,1,race-ethnicity,Majority White
2023,37,3,.2402288,1,race-ethnicity,All
2023,37,3,NA,3,race-ethnicity,Majority Non-White
2023,37,3,.2402288,1,race-ethnicity,Majority White
2023,37,5,.2163743,1,race-ethnicity,All
2023,37,5,NA,3,race-ethnicity,Majority Non-White
2023,37,5,.2163743,1,race-ethnicity,Majority White
2023,37,7,.490313,1,race-ethnicity,All
2023,37,7,.5157546,1,race-ethnicity,Majority Non-White
2023,37,7,.2647059,1,race-ethnicity,Majority White
2023,37,9,.1977887,1,race-ethnicity,All
2023,37,9,NA,3,race-ethnicity,Majority Non-White
2023,37,9,.197026,1,race-ethnicity,Majority White
2023,37,11,.1972158,1,race-ethnicity,All
2023,37,11,NA,3,race-ethnicity,Majority Non-White
2023,37,11,.1995249,1,race-ethnicity,Majority White
2023,37,13,.3005284,1,race-ethnicity,All
2023,37,13,.4761905,1,race-ethnicity,Majority Non-White
2023,37,13,.2929015,1,race-ethnicity,Majority White
2023,37,15,.3892508,1,race-ethnicity,All
2023,37,15,.4118896,1,race-ethnicity,Majority Non-White
2023,37,15,.3146853,1,race-ethnicity,Majority White
2023,37,17,.4120763,1,race-ethnicity,All
2023,37,17,.4259928,1,race-ethnicity,Majority Non-White
2023,37,17,.4062968,1,race-ethnicity,Majority White
2023,37,19,.1869856,1,race-ethnicity,All
2023,37,19,NA,3,race-ethnicity,Majority Non-White
2023,37,19,.1855273,1,race-ethnicity,Majority White
2023,37,21,.1899558,1,race-ethnicity,All
2023,37,21,NA,3,race-ethnicity,Majority Non-White
2023,37,21,.1899721,1,race-ethnicity,Majority White
2023,37,23,.289241,1,race-ethnicity,All
2023,37,23,NA,3,race-ethnicity,Majority Non-White
2023,37,23,.289241,1,race-ethnicity,Majority White
2023,37,25,.2705934,1,race-ethnicity,All
2023,37,25,.2560976,1,race-ethnicity,Majority Non-White
2023,37,25,.2707711,1,race-ethnicity,Majority White
2023,37,27,.2995681,1,race-ethnicity,All
2023,37,27,NA,3,race-ethnicity,Majority Non-White
2023,37,27,.2995681,1,race-ethnicity,Majority White
2023,37,29,.2111111,1,race-ethnicity,All
2023,37,29,NA,3,race-ethnicity,Majority Non-White
2023,37,29,.2111111,1,race-ethnicity,Majority White
2023,37,31,.1910722,1,race-ethnicity,All
2023,37,31,NA,3,race-ethnicity,Majority Non-White
2023,37,31,.1912317,1,race-ethnicity,Majority White
2023,37,33,.2923323,1,race-ethnicity,All
2023,37,33,.3592233,1,race-ethnicity,Majority Non-White
2023,37,33,.2791587,1,race-ethnicity,Majority White
2023,37,35,.2733524,1,race-ethnicity,All
2023,37,35,NA,3,race-ethnicity,Majority Non-White
2023,37,35,.2733524,1,race-ethnicity,Majority White
2023,37,37,.1565342,1,race-ethnicity,All
2023,37,37,.2359081,1,race-ethnicity,Majority Non-White
2023,37,37,.1329193,1,race-ethnicity,Majority White
2023,37,39,.2492114,1,race-ethnicity,All
2023,37,39,NA,3,race-ethnicity,Majority Non-White
2023,37,39,.2492114,1,race-ethnicity,Majority White
2023,37,41,.2668214,1,race-ethnicity,All
2023,37,41,NA,3,race-ethnicity,Majority Non-White
2023,37,41,.2668214,1,race-ethnicity,Majority White
2023,37,43,.200495,1,race-ethnicity,All
2023,37,43,NA,3,race-ethnicity,Majority Non-White
2023,37,43,.200495,1,race-ethnicity,Majority White
2023,37,45,.3988954,1,race-ethnicity,All
2023,37,45,NA,3,race-ethnicity,Majority Non-White
2023,37,45,.3988954,1,race-ethnicity,Majority White
2023,37,47,.417737,1,race-ethnicity,All
2023,37,47,.406639,1,race-ethnicity,Majority Non-White
2023,37,47,.4196557,1,race-ethnicity,Majority White
2023,37,49,.2756216,1,race-ethnicity,All
2023,37,49,NA,3,race-ethnicity,Majority Non-White
2023,37,49,.2751371,1,race-ethnicity,Majority White
2023,37,51,.3350167,1,race-ethnicity,All
2023,37,51,.3474194,1,race-ethnicity,Majority Non-White
2023,37,51,.2549716,1,race-ethnicity,Majority White
2023,37,53,.1835373,1,race-ethnicity,All
2023,37,53,NA,3,race-ethnicity,Majority Non-White
2023,37,53,.1801596,1,race-ethnicity,Majority White
2023,37,55,.1595136,1,race-ethnicity,All
2023,37,55,NA,3,race-ethnicity,Majority Non-White
2023,37,55,.1595136,1,race-ethnicity,Majority White
2023,37,57,.2957854,1,race-ethnicity,All
2023,37,57,.232816,1,race-ethnicity,Majority Non-White
2023,37,57,.3017404,1,race-ethnicity,Majority White
2023,37,59,.2069219,1,race-ethnicity,All
2023,37,59,NA,3,race-ethnicity,Majority Non-White
2023,37,59,.2069219,1,race-ethnicity,Majority White
2023,37,61,.3700495,1,race-ethnicity,All
2023,37,61,.4076433,1,race-ethnicity,Majority Non-White
2023,37,61,.3461539,1,race-ethnicity,Majority White
2023,37,63,.2384334,1,race-ethnicity,All
2023,37,63,.2667562,1,race-ethnicity,Majority Non-White
2023,37,63,.1505646,1,race-ethnicity,Majority White
2023,37,65,.425346,1,race-ethnicity,All
2023,37,65,.4364736,1,race-ethnicity,Majority Non-White
2023,37,65,.3657407,1,race-ethnicity,Majority White
2023,37,67,.276414,1,race-ethnicity,All
2023,37,67,.4015133,1,race-ethnicity,Majority Non-White
2023,37,67,.2120337,1,race-ethnicity,Majority White
2023,37,69,.2661002,1,race-ethnicity,All
2023,37,69,.3756906,1,race-ethnicity,Majority Non-White
2023,37,69,.2564477,1,race-ethnicity,Majority White
2023,37,71,.348127,1,race-ethnicity,All
2023,37,71,.4664903,1,race-ethnicity,Majority Non-White
2023,37,71,.3265961,1,race-ethnicity,Majority White
2023,37,73,.3154762,1,race-ethnicity,All
2023,37,73,NA,3,race-ethnicity,Majority Non-White
2023,37,73,.3178808,1,race-ethnicity,Majority White
2023,37,75,.2711267,1,race-ethnicity,All
2023,37,75,NA,3,race-ethnicity,Majority Non-White
2023,37,75,.2711267,1,race-ethnicity,Majority White
2023,37,77,.2749541,1,race-ethnicity,All
2023,37,77,.307783,1,race-ethnicity,Majority Non-White
2023,37,77,.2394904,1,race-ethnicity,Majority White
2023,37,79,.4478936,1,race-ethnicity,All
2023,37,79,.4389671,1,race-ethnicity,Majority Non-White
2023,37,79,NA,3,race-ethnicity,Majority White
2023,37,81,.2873084,1,race-ethnicity,All
2023,37,81,.3951589,1,race-ethnicity,Majority Non-White
2023,37,81,.2090563,1,race-ethnicity,Majority White
2023,37,83,.3746736,1,race-ethnicity,All
2023,37,83,.3902261,1,race-ethnicity,Majority Non-White
2023,37,83,.242236,1,race-ethnicity,Majority White
2023,37,85,.3331532,1,race-ethnicity,All
2023,37,85,.4345992,1,race-ethnicity,Majority Non-White
2023,37,85,.3262125,1,race-ethnicity,Majority White
2023,37,87,.2037663,1,race-ethnicity,All
2023,37,87,NA,3,race-ethnicity,Majority Non-White
2023,37,87,.2037663,1,race-ethnicity,Majority White
2023,37,89,.1732875,1,race-ethnicity,All
2023,37,89,NA,3,race-ethnicity,Majority Non-White
2023,37,89,.1727301,1,race-ethnicity,Majority White
2023,37,91,.3916667,1,race-ethnicity,All
2023,37,91,.3913043,1,race-ethnicity,Majority Non-White
2023,37,91,NA,3,race-ethnicity,Majority White
2023,37,93,.3290156,1,race-ethnicity,All
2023,37,93,.3337748,1,race-ethnicity,Majority Non-White
2023,37,93,NA,3,race-ethnicity,Majority White
2023,37,95,.2434783,1,race-ethnicity,All
2023,37,95,NA,3,race-ethnicity,Majority Non-White
2023,37,95,.2117647,1,race-ethnicity,Majority White
2023,37,97,.2232201,1,race-ethnicity,All
2023,37,97,NA,3,race-ethnicity,Majority Non-White
2023,37,97,.2232201,1,race-ethnicity,Majority White
2023,37,99,.2241379,1,race-ethnicity,All
2023,37,99,.3355705,1,race-ethnicity,Majority Non-White
2023,37,99,.2094055,1,race-ethnicity,Majority White
2023,37,101,.2485114,1,race-ethnicity,All
2023,37,101,.1538462,1,race-ethnicity,Majority Non-White
2023,37,101,.249801,1,race-ethnicity,Majority White
2023,37,103,.3855932,1,race-ethnicity,All
2023,37,103,NA,3,race-ethnicity,Majority Non-White
2023,37,103,.3846154,1,race-ethnicity,Majority White
2023,37,105,.2885974,1,race-ethnicity,All
2023,37,105,NA,3,race-ethnicity,Majority Non-White
2023,37,105,.2886076,1,race-ethnicity,Majority White
2023,37,107,.4158473,1,race-ethnicity,All
2023,37,107,.4940653,1,race-ethnicity,Majority Non-White
2023,37,107,.3658768,1,race-ethnicity,Majority White
2023,37,109,.2478203,1,race-ethnicity,All
2023,37,109,NA,3,race-ethnicity,Majority Non-White
2023,37,109,.2478203,1,race-ethnicity,Majority White
2023,37,111,.2685921,1,race-ethnicity,All
2023,37,111,NA,3,race-ethnicity,Majority Non-White
2023,37,111,.2685921,1,race-ethnicity,Majority White
2023,37,113,.2274607,1,race-ethnicity,All
2023,37,113,NA,3,race-ethnicity,Majority Non-White
2023,37,113,.2252101,1,race-ethnicity,Majority White
2023,37,115,.1991815,1,race-ethnicity,All
2023,37,115,NA,3,race-ethnicity,Majority Non-White
2023,37,115,.1991815,1,race-ethnicity,Majority White
2023,37,117,.3496042,1,race-ethnicity,All
2023,37,117,.4324324,1,race-ethnicity,Majority Non-White
2023,37,117,.3228621,1,race-ethnicity,Majority White
2023,37,119,.269452,1,race-ethnicity,All
2023,37,119,.3518013,1,race-ethnicity,Majority Non-White
2023,37,119,.1477846,1,race-ethnicity,Majority White
2023,37,121,.2299652,1,race-ethnicity,All
2023,37,121,NA,3,race-ethnicity,Majority Non-White
2023,37,121,.2303665,1,race-ethnicity,Majority White
2023,37,123,.3026152,1,race-ethnicity,All
2023,37,123,.2692308,1,race-ethnicity,Majority Non-White
2023,37,123,.3075823,1,race-ethnicity,Majority White
2023,37,125,.1699029,1,race-ethnicity,All
2023,37,125,NA,3,race-ethnicity,Majority Non-White
2023,37,125,.1702128,1,race-ethnicity,Majority White
2023,37,127,.3463865,1,race-ethnicity,All
2023,37,127,.3660532,1,race-ethnicity,Majority Non-White
2023,37,127,.3291517,1,race-ethnicity,Majority White
2023,37,129,.234183,1,race-ethnicity,All
2023,37,129,NA,3,race-ethnicity,Majority Non-White
2023,37,129,.234183,1,race-ethnicity,Majority White
2023,37,131,.3036053,1,race-ethnicity,All
2023,37,131,.3595166,1,race-ethnicity,Majority Non-White
2023,37,131,.2091837,1,race-ethnicity,Majority White
2023,37,133,.2672857,1,race-ethnicity,All
2023,37,133,.3859649,1,race-ethnicity,Majority Non-White
2023,37,133,.2638225,1,race-ethnicity,Majority White
2023,37,135,.1187915,1,race-ethnicity,All
2023,37,135,NA,3,race-ethnicity,Majority Non-White
2023,37,135,.1188619,1,race-ethnicity,Majority White
2023,37,137,.3012346,1,race-ethnicity,All
2023,37,137,.4603175,1,race-ethnicity,Majority Non-White
2023,37,137,.2692308,1,race-ethnicity,Majority White
2023,37,139,.3106948,1,race-ethnicity,All
2023,37,139,NA,3,race-ethnicity,Majority Non-White
2023,37,139,.3106948,1,race-ethnicity,Majority White
2023,37,141,.2588981,1,race-ethnicity,All
2023,37,141,NA,3,race-ethnicity,Majority Non-White
2023,37,141,.2582253,1,race-ethnicity,Majority White
2023,37,143,.2517163,1,race-ethnicity,All
2023,37,143,NA,3,race-ethnicity,Majority Non-White
2023,37,143,.2523148,1,race-ethnicity,Majority White
2023,37,145,.269262,1,race-ethnicity,All
2023,37,145,.3468835,1,race-ethnicity,Majority Non-White
2023,37,145,.2361111,1,race-ethnicity,Majority White
2023,37,147,.3284758,1,race-ethnicity,All
2023,37,147,.4087933,1,race-ethnicity,Majority Non-White
2023,37,147,.270068,1,race-ethnicity,Majority White
2023,37,149,.1879589,1,race-ethnicity,All
2023,37,149,NA,3,race-ethnicity,Majority Non-White
2023,37,149,.1867647,1,race-ethnicity,Majority White
2023,37,151,.254245,1,race-ethnicity,All
2023,37,151,NA,3,race-ethnicity,Majority Non-White
2023,37,151,.253303,1,race-ethnicity,Majority White
2023,37,153,.3927273,1,race-ethnicity,All
2023,37,153,.4230769,1,race-ethnicity,Majority Non-White
2023,37,153,.3915344,1,race-ethnicity,Majority White
2023,37,155,.4539177,1,race-ethnicity,All
2023,37,155,.4516391,1,race-ethnicity,Majority Non-White
2023,37,155,.5675676,1,race-ethnicity,Majority White
2023,37,157,.2956376,1,race-ethnicity,All
2023,37,157,NA,3,race-ethnicity,Majority Non-White
2023,37,157,.2954012,1,race-ethnicity,Majority White
2023,37,159,.3159516,1,race-ethnicity,All
2023,37,159,NA,3,race-ethnicity,Majority Non-White
2023,37,159,.3151743,1,race-ethnicity,Majority White
2023,37,161,.2923604,1,race-ethnicity,All
2023,37,161,NA,3,race-ethnicity,Majority Non-White
2023,37,161,.2900839,1,race-ethnicity,Majority White
2023,37,163,.3122028,1,race-ethnicity,All
2023,37,163,.3264925,1,race-ethnicity,Majority Non-White
2023,37,163,.2935445,1,race-ethnicity,Majority White
2023,37,165,.466938,1,race-ethnicity,All
2023,37,165,.4705882,1,race-ethnicity,Majority Non-White
2023,37,165,.4466667,1,race-ethnicity,Majority White
2023,37,167,.3040507,1,race-ethnicity,All
2023,37,167,NA,3,race-ethnicity,Majority Non-White
2023,37,167,.3040507,1,race-ethnicity,Majority White
2023,37,169,.2371513,1,race-ethnicity,All
2023,37,169,NA,3,race-ethnicity,Majority Non-White
2023,37,169,.2371513,1,race-ethnicity,Majority White
2023,37,171,.2721698,1,race-ethnicity,All
2023,37,171,NA,3,race-ethnicity,Majority Non-White
2023,37,171,.2721698,1,race-ethnicity,Majority White
2023,37,173,.275,1,race-ethnicity,All
2023,37,173,.38,1,race-ethnicity,Majority Non-White
2023,37,173,.2555556,1,race-ethnicity,Majority White
2023,37,175,.1648016,1,race-ethnicity,All
2023,37,175,NA,3,race-ethnicity,Majority Non-White
2023,37,175,.1648016,1,race-ethnicity,Majority White
2023,37,177,.25,1,race-ethnicity,All
2023,37,177,NA,3,race-ethnicity,Majority Non-White
2023,37,177,.25,1,race-ethnicity,Majority White
2023,37,179,.2034281,1,race-ethnicity,All
2023,37,179,.404,1,race-ethnicity,Majority Non-White
2023,37,179,.1965366,1,race-ethnicity,Majority White
2023,37,181,.3908745,1,race-ethnicity,All
2023,37,181,.3932313,1,race-ethnicity,Majority Non-White
2023,37,181,.3513514,1,race-ethnicity,Majority White
2023,37,183,.1757411,1,race-ethnicity,All
2023,37,183,.2347422,1,race-ethnicity,Majority Non-White
2023,37,183,.1502285,1,race-ethnicity,Majority White
2023,37,185,.3236515,1,race-ethnicity,All
2023,37,185,.3649025,1,race-ethnicity,Majority Non-White
2023,37,185,.2066116,1,race-ethnicity,Majority White
2023,37,187,.3473389,1,race-ethnicity,All
2023,37,187,.3485342,1,race-ethnicity,Majority Non-White
2023,37,187,.34,1,race-ethnicity,Majority White
2023,37,189,.1281497,1,race-ethnicity,All
2023,37,189,NA,3,race-ethnicity,Majority Non-White
2023,37,189,.1281497,1,race-ethnicity,Majority White
2023,37,191,.3450373,1,race-ethnicity,All
2023,37,191,.3877054,1,race-ethnicity,Majority Non-White
2023,37,191,.3095238,1,race-ethnicity,Majority White
2023,37,193,.2970156,1,race-ethnicity,All
2023,37,193,NA,3,race-ethnicity,Majority Non-White
2023,37,193,.2970156,1,race-ethnicity,Majority White
2023,37,195,.3643892,1,race-ethnicity,All
2023,37,195,.4422278,1,race-ethnicity,Majority Non-White
2023,37,195,.2871287,1,race-ethnicity,Majority White
2023,37,197,.2672269,1,race-ethnicity,All
2023,37,197,NA,3,race-ethnicity,Majority Non-White
2023,37,197,.2672269,1,race-ethnicity,Majority White
2023,37,199,.2154696,1,race-ethnicity,All
2023,37,199,NA,3,race-ethnicity,Majority Non-White
2023,37,199,.2130841,1,race-ethnicity,Majority White
2023,38,1,.038961,1,race-ethnicity,All
2023,38,1,NA,3,race-ethnicity,Majority Non-White
2023,38,1,.038961,1,race-ethnicity,Majority White
2023,38,3,.1273713,1,race-ethnicity,All
2023,38,3,NA,3,race-ethnicity,Majority Non-White
2023,38,3,.1273713,1,race-ethnicity,Majority White
2023,38,5,.2733333,1,race-ethnicity,All
2023,38,5,.44,1,race-ethnicity,Majority Non-White
2023,38,5,.1066667,1,race-ethnicity,Majority White
2023,38,7,NA,3,race-ethnicity,All
2023,38,7,NA,3,race-ethnicity,Majority Non-White
2023,38,7,NA,3,race-ethnicity,Majority White
2023,38,9,.1286765,1,race-ethnicity,All
2023,38,9,.3333333,1,race-ethnicity,Majority Non-White
2023,38,9,.0631068,1,race-ethnicity,Majority White
2023,38,11,.0740741,1,race-ethnicity,All
2023,38,11,NA,3,race-ethnicity,Majority Non-White
2023,38,11,.0740741,1,race-ethnicity,Majority White
2023,38,13,.1060606,1,race-ethnicity,All
2023,38,13,NA,3,race-ethnicity,Majority Non-White
2023,38,13,.1060606,1,race-ethnicity,Majority White
2023,38,15,.1167064,1,race-ethnicity,All
2023,38,15,NA,3,race-ethnicity,Majority Non-White
2023,38,15,.1167064,1,race-ethnicity,Majority White
2023,38,17,.1382863,1,race-ethnicity,All
2023,38,17,NA,3,race-ethnicity,Majority Non-White
2023,38,17,.1383113,1,race-ethnicity,Majority White
2023,38,19,.1068702,1,race-ethnicity,All
2023,38,19,NA,3,race-ethnicity,Majority Non-White
2023,38,19,.1068702,1,race-ethnicity,Majority White
2023,38,21,.0890411,1,race-ethnicity,All
2023,38,21,NA,3,race-ethnicity,Majority Non-White
2023,38,21,.0890411,1,race-ethnicity,Majority White
2023,38,23,.075,1,race-ethnicity,All
2023,38,23,NA,3,race-ethnicity,Majority Non-White
2023,38,23,.075,1,race-ethnicity,Majority White
2023,38,25,.1726619,1,race-ethnicity,All
2023,38,25,NA,3,race-ethnicity,Majority Non-White
2023,38,25,.1726619,1,race-ethnicity,Majority White
2023,38,27,.0957447,1,race-ethnicity,All
2023,38,27,NA,3,race-ethnicity,Majority Non-White
2023,38,27,.0957447,1,race-ethnicity,Majority White
2023,38,29,.032967,1,race-ethnicity,All
2023,38,29,NA,3,race-ethnicity,Majority Non-White
2023,38,29,.032967,1,race-ethnicity,Majority White
2023,38,31,.0555556,1,race-ethnicity,All
2023,38,31,NA,3,race-ethnicity,Majority Non-White
2023,38,31,.0560748,1,race-ethnicity,Majority White
2023,38,33,.1470588,1,race-ethnicity,All
2023,38,33,NA,3,race-ethnicity,Majority Non-White
2023,38,33,.1470588,1,race-ethnicity,Majority White
2023,38,35,.1396917,1,race-ethnicity,All
2023,38,35,NA,3,race-ethnicity,Majority Non-White
2023,38,35,.1399516,1,race-ethnicity,Majority White
2023,38,37,.0967742,1,race-ethnicity,All
2023,38,37,NA,3,race-ethnicity,Majority Non-White
2023,38,37,.0967742,1,race-ethnicity,Majority White
2023,38,39,.1066667,1,race-ethnicity,All
2023,38,39,NA,3,race-ethnicity,Majority Non-White
2023,38,39,.1066667,1,race-ethnicity,Majority White
2023,38,41,NA,3,race-ethnicity,All
2023,38,41,NA,3,race-ethnicity,Majority Non-White
2023,38,41,NA,3,race-ethnicity,Majority White
2023,38,43,.1267606,1,race-ethnicity,All
2023,38,43,NA,3,race-ethnicity,Majority Non-White
2023,38,43,.1267606,1,race-ethnicity,Majority White
2023,38,45,.0606061,1,race-ethnicity,All
2023,38,45,NA,3,race-ethnicity,Majority Non-White
2023,38,45,.0606061,1,race-ethnicity,Majority White
2023,38,47,.0757576,1,race-ethnicity,All
2023,38,47,NA,3,race-ethnicity,Majority Non-White
2023,38,47,.0757576,1,race-ethnicity,Majority White
2023,38,49,.0952381,1,race-ethnicity,All
2023,38,49,NA,3,race-ethnicity,Majority Non-White
2023,38,49,.0952381,1,race-ethnicity,Majority White
2023,38,51,.0882353,1,race-ethnicity,All
2023,38,51,NA,3,race-ethnicity,Majority Non-White
2023,38,51,.0882353,1,race-ethnicity,Majority White
2023,38,53,.2225434,1,race-ethnicity,All
2023,38,53,NA,3,race-ethnicity,Majority Non-White
2023,38,53,.2098765,1,race-ethnicity,Majority White
2023,38,55,.0914826,1,race-ethnicity,All
2023,38,55,NA,3,race-ethnicity,Majority Non-White
2023,38,55,.0836013,1,race-ethnicity,Majority White
2023,38,57,.109375,1,race-ethnicity,All
2023,38,57,NA,3,race-ethnicity,Majority Non-White
2023,38,57,.109375,1,race-ethnicity,Majority White
2023,38,59,.1538462,1,race-ethnicity,All
2023,38,59,NA,3,race-ethnicity,Majority Non-White
2023,38,59,.1538462,1,race-ethnicity,Majority White
2023,38,61,.1815476,1,race-ethnicity,All
2023,38,61,.2242424,1,race-ethnicity,Majority Non-White
2023,38,61,.1403509,1,race-ethnicity,Majority White
2023,38,63,.0833333,1,race-ethnicity,All
2023,38,63,NA,3,race-ethnicity,Majority Non-White
2023,38,63,.0833333,1,race-ethnicity,Majority White
2023,38,65,NA,3,race-ethnicity,All
2023,38,65,NA,3,race-ethnicity,Majority Non-White
2023,38,65,NA,3,race-ethnicity,Majority White
2023,38,67,.1339286,1,race-ethnicity,All
2023,38,67,NA,3,race-ethnicity,Majority Non-White
2023,38,67,.1339286,1,race-ethnicity,Majority White
2023,38,69,.0955882,1,race-ethnicity,All
2023,38,69,NA,3,race-ethnicity,Majority Non-White
2023,38,69,.0955882,1,race-ethnicity,Majority White
2023,38,71,.1359773,1,race-ethnicity,All
2023,38,71,NA,3,race-ethnicity,Majority Non-White
2023,38,71,.1359773,1,race-ethnicity,Majority White
2023,38,73,.0860215,1,race-ethnicity,All
2023,38,73,NA,3,race-ethnicity,Majority Non-White
2023,38,73,.0860215,1,race-ethnicity,Majority White
2023,38,75,.0777778,1,race-ethnicity,All
2023,38,75,NA,3,race-ethnicity,Majority Non-White
2023,38,75,.0777778,1,race-ethnicity,Majority White
2023,38,77,.1094421,1,race-ethnicity,All
2023,38,77,NA,3,race-ethnicity,Majority Non-White
2023,38,77,.1094421,1,race-ethnicity,Majority White
2023,38,79,.3248945,1,race-ethnicity,All
2023,38,79,.3666667,1,race-ethnicity,Majority Non-White
2023,38,79,NA,3,race-ethnicity,Majority White
2023,38,81,.1079137,1,race-ethnicity,All
2023,38,81,NA,3,race-ethnicity,Majority Non-White
2023,38,81,.1079137,1,race-ethnicity,Majority White
2023,38,83,NA,3,race-ethnicity,All
2023,38,83,NA,3,race-ethnicity,Majority Non-White
2023,38,83,NA,3,race-ethnicity,Majority White
2023,38,85,.3733333,1,race-ethnicity,All
2023,38,85,.3888889,1,race-ethnicity,Majority Non-White
2023,38,85,NA,3,race-ethnicity,Majority White
2023,38,87,NA,3,race-ethnicity,All
2023,38,87,NA,3,race-ethnicity,Majority Non-White
2023,38,87,NA,3,race-ethnicity,Majority White
2023,38,89,.1708253,1,race-ethnicity,All
2023,38,89,NA,3,race-ethnicity,Majority Non-White
2023,38,89,.1708253,1,race-ethnicity,Majority White
2023,38,91,NA,3,race-ethnicity,All
2023,38,91,NA,3,race-ethnicity,Majority Non-White
2023,38,91,NA,3,race-ethnicity,Majority White
2023,38,93,.1462639,1,race-ethnicity,All
2023,38,93,NA,3,race-ethnicity,Majority Non-White
2023,38,93,.1462639,1,race-ethnicity,Majority White
2023,38,95,.1061947,1,race-ethnicity,All
2023,38,95,NA,3,race-ethnicity,Majority Non-White
2023,38,95,.0735294,1,race-ethnicity,Majority White
2023,38,97,.063745,1,race-ethnicity,All
2023,38,97,NA,3,race-ethnicity,Majority Non-White
2023,38,97,.063745,1,race-ethnicity,Majority White
2023,38,99,.1661808,1,race-ethnicity,All
2023,38,99,NA,3,race-ethnicity,Majority Non-White
2023,38,99,.1661808,1,race-ethnicity,Majority White
2023,38,101,.1554479,1,race-ethnicity,All
2023,38,101,NA,3,race-ethnicity,Majority Non-White
2023,38,101,.1554479,1,race-ethnicity,Majority White
2023,38,103,.0821918,1,race-ethnicity,All
2023,38,103,NA,3,race-ethnicity,Majority Non-White
2023,38,103,.0821918,1,race-ethnicity,Majority White
2023,38,105,.2334559,1,race-ethnicity,All
2023,38,105,NA,3,race-ethnicity,Majority Non-White
2023,38,105,.2332714,1,race-ethnicity,Majority White
2023,39,1,.3404018,1,race-ethnicity,All
2023,39,1,NA,3,race-ethnicity,Majority Non-White
2023,39,1,.338945,1,race-ethnicity,Majority White
2023,39,3,.2622739,1,race-ethnicity,All
2023,39,3,NA,3,race-ethnicity,Majority Non-White
2023,39,3,.2622739,1,race-ethnicity,Majority White
2023,39,5,.19124,1,race-ethnicity,All
2023,39,5,NA,3,race-ethnicity,Majority Non-White
2023,39,5,.19124,1,race-ethnicity,Majority White
2023,39,7,.2855385,1,race-ethnicity,All
2023,39,7,NA,3,race-ethnicity,Majority Non-White
2023,39,7,.2855385,1,race-ethnicity,Majority White
2023,39,9,.2427885,1,race-ethnicity,All
2023,39,9,NA,3,race-ethnicity,Majority Non-White
2023,39,9,.2426249,1,race-ethnicity,Majority White
2023,39,11,.1729874,1,race-ethnicity,All
2023,39,11,NA,3,race-ethnicity,Majority Non-White
2023,39,11,.1729874,1,race-ethnicity,Majority White
2023,39,13,.2414983,1,race-ethnicity,All
2023,39,13,NA,3,race-ethnicity,Majority Non-White
2023,39,13,.2412432,1,race-ethnicity,Majority White
2023,39,15,.2991632,1,race-ethnicity,All
2023,39,15,NA,3,race-ethnicity,Majority Non-White
2023,39,15,.2991632,1,race-ethnicity,Majority White
2023,39,17,.2434805,1,race-ethnicity,All
2023,39,17,NA,3,race-ethnicity,Majority Non-White
2023,39,17,.2428342,1,race-ethnicity,Majority White
2023,39,19,.2034632,1,race-ethnicity,All
2023,39,19,NA,3,race-ethnicity,Majority Non-White
2023,39,19,.2034632,1,race-ethnicity,Majority White
2023,39,21,.26094,1,race-ethnicity,All
2023,39,21,NA,3,race-ethnicity,Majority Non-White
2023,39,21,.26094,1,race-ethnicity,Majority White
2023,39,23,.3137346,1,race-ethnicity,All
2023,39,23,NA,3,race-ethnicity,Majority Non-White
2023,39,23,.3133737,1,race-ethnicity,Majority White
2023,39,25,.2266219,1,race-ethnicity,All
2023,39,25,NA,3,race-ethnicity,Majority Non-White
2023,39,25,.2266219,1,race-ethnicity,Majority White
2023,39,27,.2639517,1,race-ethnicity,All
2023,39,27,NA,3,race-ethnicity,Majority Non-White
2023,39,27,.2639517,1,race-ethnicity,Majority White
2023,39,29,.2434089,1,race-ethnicity,All
2023,39,29,NA,3,race-ethnicity,Majority Non-White
2023,39,29,.2434089,1,race-ethnicity,Majority White
2023,39,31,.2342657,1,race-ethnicity,All
2023,39,31,NA,3,race-ethnicity,Majority Non-White
2023,39,31,.2342657,1,race-ethnicity,Majority White
2023,39,33,.2655906,1,race-ethnicity,All
2023,39,33,NA,3,race-ethnicity,Majority Non-White
2023,39,33,.2655906,1,race-ethnicity,Majority White
2023,39,35,.2714595,1,race-ethnicity,All
