year,state,county,share_auto_debt_coll,share_debt_coll_quality,subgroup_type,subgroup
2023,29,175,.0756014,1,race-ethnicity,All
2023,29,175,NA,3,race-ethnicity,Majority Non-White
2023,29,175,.0756014,1,race-ethnicity,Majority White
2023,29,177,.0696203,1,race-ethnicity,All
2023,29,177,NA,3,race-ethnicity,Majority Non-White
2023,29,177,.0696203,1,race-ethnicity,Majority White
2023,29,179,.0344828,1,race-ethnicity,All
2023,29,179,NA,3,race-ethnicity,Majority Non-White
2023,29,179,.0344828,1,race-ethnicity,Majority White
2023,29,181,.0457516,1,race-ethnicity,All
2023,29,181,NA,3,race-ethnicity,Majority Non-White
2023,29,181,.0457516,1,race-ethnicity,Majority White
2023,29,183,.029103,1,race-ethnicity,All
2023,29,183,NA,3,race-ethnicity,Majority Non-White
2023,29,183,.029103,1,race-ethnicity,Majority White
2023,29,185,.0186916,1,race-ethnicity,All
2023,29,185,NA,3,race-ethnicity,Majority Non-White
2023,29,185,.0186916,1,race-ethnicity,Majority White
2023,29,186,.0444444,1,race-ethnicity,All
2023,29,186,NA,3,race-ethnicity,Majority Non-White
2023,29,186,.0444444,1,race-ethnicity,Majority White
2023,29,187,.0628707,1,race-ethnicity,All
2023,29,187,NA,3,race-ethnicity,Majority Non-White
2023,29,187,.0628707,1,race-ethnicity,Majority White
2023,29,189,.0579081,1,race-ethnicity,All
2023,29,189,.1291351,1,race-ethnicity,Majority Non-White
2023,29,189,.0358334,1,race-ethnicity,Majority White
2023,29,195,.0898876,1,race-ethnicity,All
2023,29,195,NA,3,race-ethnicity,Majority Non-White
2023,29,195,.0898876,1,race-ethnicity,Majority White
2023,29,197,NA,3,race-ethnicity,All
2023,29,197,NA,3,race-ethnicity,Majority Non-White
2023,29,197,NA,3,race-ethnicity,Majority White
2023,29,199,NA,3,race-ethnicity,All
2023,29,199,NA,3,race-ethnicity,Majority Non-White
2023,29,199,NA,3,race-ethnicity,Majority White
2023,29,201,.0975143,1,race-ethnicity,All
2023,29,201,NA,3,race-ethnicity,Majority Non-White
2023,29,201,.0977011,1,race-ethnicity,Majority White
2023,29,203,.0288462,1,race-ethnicity,All
2023,29,203,NA,3,race-ethnicity,Majority Non-White
2023,29,203,.0288462,1,race-ethnicity,Majority White
2023,29,205,.0666667,1,race-ethnicity,All
2023,29,205,NA,3,race-ethnicity,Majority Non-White
2023,29,205,.0666667,1,race-ethnicity,Majority White
2023,29,207,.0625,1,race-ethnicity,All
2023,29,207,NA,3,race-ethnicity,Majority Non-White
2023,29,207,.0628141,1,race-ethnicity,Majority White
2023,29,209,.0282486,1,race-ethnicity,All
2023,29,209,NA,3,race-ethnicity,Majority Non-White
2023,29,209,.0282486,1,race-ethnicity,Majority White
2023,29,211,.0606061,1,race-ethnicity,All
2023,29,211,NA,3,race-ethnicity,Majority Non-White
2023,29,211,.0606061,1,race-ethnicity,Majority White
2023,29,213,.0638298,1,race-ethnicity,All
2023,29,213,NA,3,race-ethnicity,Majority Non-White
2023,29,213,.0638298,1,race-ethnicity,Majority White
2023,29,215,.049505,1,race-ethnicity,All
2023,29,215,NA,3,race-ethnicity,Majority Non-White
2023,29,215,.049505,1,race-ethnicity,Majority White
2023,29,217,.0606061,1,race-ethnicity,All
2023,29,217,NA,3,race-ethnicity,Majority Non-White
2023,29,217,.0606061,1,race-ethnicity,Majority White
2023,29,219,.0284553,1,race-ethnicity,All
2023,29,219,NA,3,race-ethnicity,Majority Non-White
2023,29,219,.0284553,1,race-ethnicity,Majority White
2023,29,221,.077821,1,race-ethnicity,All
2023,29,221,NA,3,race-ethnicity,Majority Non-White
2023,29,221,.077821,1,race-ethnicity,Majority White
2023,29,223,.0564516,1,race-ethnicity,All
2023,29,223,NA,3,race-ethnicity,Majority Non-White
2023,29,223,.0564516,1,race-ethnicity,Majority White
2023,29,225,.042735,1,race-ethnicity,All
2023,29,225,NA,3,race-ethnicity,Majority Non-White
2023,29,225,.042735,1,race-ethnicity,Majority White
2023,29,227,NA,3,race-ethnicity,All
2023,29,227,NA,3,race-ethnicity,Majority Non-White
2023,29,227,NA,3,race-ethnicity,Majority White
2023,29,229,.0491071,1,race-ethnicity,All
2023,29,229,NA,3,race-ethnicity,Majority Non-White
2023,29,229,.0491071,1,race-ethnicity,Majority White
2023,29,510,.0913174,1,race-ethnicity,All
2023,29,510,.1349693,1,race-ethnicity,Majority Non-White
2023,29,510,.0498534,1,race-ethnicity,Majority White
2023,30,1,.0390625,1,race-ethnicity,All
2023,30,1,NA,3,race-ethnicity,Majority Non-White
2023,30,1,.0390625,1,race-ethnicity,Majority White
2023,30,3,.131579,1,race-ethnicity,All
2023,30,3,.1351351,1,race-ethnicity,Majority Non-White
2023,30,3,NA,3,race-ethnicity,Majority White
2023,30,5,.0508475,1,race-ethnicity,All
2023,30,5,NA,3,race-ethnicity,Majority Non-White
2023,30,5,NA,3,race-ethnicity,Majority White
2023,30,7,.0066667,1,race-ethnicity,All
2023,30,7,NA,3,race-ethnicity,Majority Non-White
2023,30,7,.0066667,1,race-ethnicity,Majority White
2023,30,9,.0296296,1,race-ethnicity,All
2023,30,9,NA,3,race-ethnicity,Majority Non-White
2023,30,9,.0296296,1,race-ethnicity,Majority White
2023,30,11,NA,3,race-ethnicity,All
2023,30,11,NA,3,race-ethnicity,Majority Non-White
2023,30,11,NA,3,race-ethnicity,Majority White
2023,30,13,.0267327,1,race-ethnicity,All
2023,30,13,NA,3,race-ethnicity,Majority Non-White
2023,30,13,.0267327,1,race-ethnicity,Majority White
2023,30,15,.0363636,1,race-ethnicity,All
2023,30,15,NA,3,race-ethnicity,Majority Non-White
2023,30,15,.0363636,1,race-ethnicity,Majority White
2023,30,17,.024,1,race-ethnicity,All
2023,30,17,NA,3,race-ethnicity,Majority Non-White
2023,30,17,.024,1,race-ethnicity,Majority White
2023,30,19,NA,3,race-ethnicity,All
2023,30,19,NA,3,race-ethnicity,Majority Non-White
2023,30,19,NA,3,race-ethnicity,Majority White
2023,30,21,.0183486,1,race-ethnicity,All
2023,30,21,NA,3,race-ethnicity,Majority Non-White
2023,30,21,.0183486,1,race-ethnicity,Majority White
2023,30,23,.0363636,1,race-ethnicity,All
2023,30,23,NA,3,race-ethnicity,Majority Non-White
2023,30,23,.0363636,1,race-ethnicity,Majority White
2023,30,25,NA,3,race-ethnicity,All
2023,30,25,NA,3,race-ethnicity,Majority Non-White
2023,30,25,NA,3,race-ethnicity,Majority White
2023,30,27,.024,1,race-ethnicity,All
2023,30,27,NA,3,race-ethnicity,Majority Non-White
2023,30,27,.024,1,race-ethnicity,Majority White
2023,30,29,.0204583,1,race-ethnicity,All
2023,30,29,NA,3,race-ethnicity,Majority Non-White
2023,30,29,.0204583,1,race-ethnicity,Majority White
2023,30,31,.0140515,1,race-ethnicity,All
2023,30,31,NA,3,race-ethnicity,Majority Non-White
2023,30,31,.0140515,1,race-ethnicity,Majority White
2023,30,33,NA,3,race-ethnicity,All
2023,30,33,NA,3,race-ethnicity,Majority Non-White
2023,30,33,NA,3,race-ethnicity,Majority White
2023,30,35,.0757576,1,race-ethnicity,All
2023,30,35,.1111111,1,race-ethnicity,Majority Non-White
2023,30,35,.0333333,1,race-ethnicity,Majority White
2023,30,37,NA,3,race-ethnicity,All
2023,30,37,NA,3,race-ethnicity,Majority Non-White
2023,30,37,NA,3,race-ethnicity,Majority White
2023,30,39,NA,3,race-ethnicity,All
2023,30,39,NA,3,race-ethnicity,Majority Non-White
2023,30,39,NA,3,race-ethnicity,Majority White
2023,30,41,.0601093,1,race-ethnicity,All
2023,30,41,NA,3,race-ethnicity,Majority Non-White
2023,30,41,.0316456,1,race-ethnicity,Majority White
2023,30,43,.0126582,1,race-ethnicity,All
2023,30,43,NA,3,race-ethnicity,Majority Non-White
2023,30,43,.0126582,1,race-ethnicity,Majority White
2023,30,45,NA,3,race-ethnicity,All
2023,30,45,NA,3,race-ethnicity,Majority Non-White
2023,30,45,NA,3,race-ethnicity,Majority White
2023,30,47,.0160428,1,race-ethnicity,All
2023,30,47,.0470588,1,race-ethnicity,Majority Non-White
2023,30,47,.0069204,1,race-ethnicity,Majority White
2023,30,49,.0220264,1,race-ethnicity,All
2023,30,49,NA,3,race-ethnicity,Majority Non-White
2023,30,49,.0220264,1,race-ethnicity,Majority White
2023,30,51,NA,3,race-ethnicity,All
2023,30,51,NA,3,race-ethnicity,Majority Non-White
2023,30,51,NA,3,race-ethnicity,Majority White
2023,30,53,.0357143,1,race-ethnicity,All
2023,30,53,NA,3,race-ethnicity,Majority Non-White
2023,30,53,.0357143,1,race-ethnicity,Majority White
2023,30,55,NA,3,race-ethnicity,All
2023,30,55,NA,3,race-ethnicity,Majority Non-White
2023,30,55,NA,3,race-ethnicity,Majority White
2023,30,57,.0173913,1,race-ethnicity,All
2023,30,57,NA,3,race-ethnicity,Majority Non-White
2023,30,57,.0173913,1,race-ethnicity,Majority White
2023,30,59,NA,3,race-ethnicity,All
2023,30,59,NA,3,race-ethnicity,Majority Non-White
2023,30,59,NA,3,race-ethnicity,Majority White
2023,30,61,NA,3,race-ethnicity,All
2023,30,61,NA,3,race-ethnicity,Majority Non-White
2023,30,61,NA,3,race-ethnicity,Majority White
2023,30,63,.0232,1,race-ethnicity,All
2023,30,63,NA,3,race-ethnicity,Majority Non-White
2023,30,63,.0232,1,race-ethnicity,Majority White
2023,30,65,.0277778,1,race-ethnicity,All
2023,30,65,NA,3,race-ethnicity,Majority Non-White
2023,30,65,.0277778,1,race-ethnicity,Majority White
2023,30,67,.0218579,1,race-ethnicity,All
2023,30,67,NA,3,race-ethnicity,Majority Non-White
2023,30,67,.0218579,1,race-ethnicity,Majority White
2023,30,69,NA,3,race-ethnicity,All
2023,30,69,NA,3,race-ethnicity,Majority Non-White
2023,30,69,NA,3,race-ethnicity,Majority White
2023,30,71,NA,3,race-ethnicity,All
2023,30,71,NA,3,race-ethnicity,Majority Non-White
2023,30,71,NA,3,race-ethnicity,Majority White
2023,30,73,0,1,race-ethnicity,All
2023,30,73,NA,3,race-ethnicity,Majority Non-White
2023,30,73,0,1,race-ethnicity,Majority White
2023,30,75,NA,3,race-ethnicity,All
2023,30,75,NA,3,race-ethnicity,Majority Non-White
2023,30,75,NA,3,race-ethnicity,Majority White
2023,30,77,.0125,1,race-ethnicity,All
2023,30,77,NA,3,race-ethnicity,Majority Non-White
2023,30,77,.0125,1,race-ethnicity,Majority White
2023,30,79,NA,3,race-ethnicity,All
2023,30,79,NA,3,race-ethnicity,Majority Non-White
2023,30,79,NA,3,race-ethnicity,Majority White
2023,30,81,.0353357,1,race-ethnicity,All
2023,30,81,NA,3,race-ethnicity,Majority Non-White
2023,30,81,.0353357,1,race-ethnicity,Majority White
2023,30,83,.015625,1,race-ethnicity,All
2023,30,83,NA,3,race-ethnicity,Majority Non-White
2023,30,83,.015625,1,race-ethnicity,Majority White
2023,30,85,.0638298,1,race-ethnicity,All
2023,30,85,.0819672,1,race-ethnicity,Majority Non-White
2023,30,85,NA,3,race-ethnicity,Majority White
2023,30,87,.1,1,race-ethnicity,All
2023,30,87,NA,3,race-ethnicity,Majority Non-White
2023,30,87,NA,3,race-ethnicity,Majority White
2023,30,89,.04,1,race-ethnicity,All
2023,30,89,NA,3,race-ethnicity,Majority Non-White
2023,30,89,.04,1,race-ethnicity,Majority White
2023,30,91,NA,3,race-ethnicity,All
2023,30,91,NA,3,race-ethnicity,Majority Non-White
2023,30,91,NA,3,race-ethnicity,Majority White
2023,30,93,.0366748,1,race-ethnicity,All
2023,30,93,NA,3,race-ethnicity,Majority Non-White
2023,30,93,.0366748,1,race-ethnicity,Majority White
2023,30,95,.015748,1,race-ethnicity,All
2023,30,95,NA,3,race-ethnicity,Majority Non-White
2023,30,95,.015748,1,race-ethnicity,Majority White
2023,30,97,NA,3,race-ethnicity,All
2023,30,97,NA,3,race-ethnicity,Majority Non-White
2023,30,97,NA,3,race-ethnicity,Majority White
2023,30,99,.0138889,1,race-ethnicity,All
2023,30,99,NA,3,race-ethnicity,Majority Non-White
2023,30,99,.0138889,1,race-ethnicity,Majority White
2023,30,101,.0384615,1,race-ethnicity,All
2023,30,101,NA,3,race-ethnicity,Majority Non-White
2023,30,101,.0384615,1,race-ethnicity,Majority White
2023,30,103,NA,3,race-ethnicity,All
2023,30,103,NA,3,race-ethnicity,Majority Non-White
2023,30,103,NA,3,race-ethnicity,Majority White
2023,30,105,.0512821,1,race-ethnicity,All
2023,30,105,NA,3,race-ethnicity,Majority Non-White
2023,30,105,.0410959,1,race-ethnicity,Majority White
2023,30,107,NA,3,race-ethnicity,All
2023,30,107,NA,3,race-ethnicity,Majority Non-White
2023,30,107,NA,3,race-ethnicity,Majority White
2023,30,109,NA,3,race-ethnicity,All
2023,30,109,NA,3,race-ethnicity,Majority Non-White
2023,30,109,NA,3,race-ethnicity,Majority White
2023,30,111,.0338555,1,race-ethnicity,All
2023,30,111,NA,3,race-ethnicity,Majority Non-White
2023,30,111,.0338555,1,race-ethnicity,Majority White
2023,31,1,.0194175,1,race-ethnicity,All
2023,31,1,NA,3,race-ethnicity,Majority Non-White
2023,31,1,.0194175,1,race-ethnicity,Majority White
2023,31,3,.0338983,1,race-ethnicity,All
2023,31,3,NA,3,race-ethnicity,Majority Non-White
2023,31,3,.0338983,1,race-ethnicity,Majority White
2023,31,5,NA,3,race-ethnicity,All
2023,31,5,NA,3,race-ethnicity,Majority Non-White
2023,31,5,NA,3,race-ethnicity,Majority White
2023,31,7,NA,3,race-ethnicity,All
2023,31,7,NA,3,race-ethnicity,Majority Non-White
2023,31,7,NA,3,race-ethnicity,Majority White
2023,31,9,NA,3,race-ethnicity,All
2023,31,9,NA,3,race-ethnicity,Majority Non-White
2023,31,9,NA,3,race-ethnicity,Majority White
2023,31,11,.0322581,1,race-ethnicity,All
2023,31,11,NA,3,race-ethnicity,Majority Non-White
2023,31,11,.0322581,1,race-ethnicity,Majority White
2023,31,13,.0331126,1,race-ethnicity,All
2023,31,13,NA,3,race-ethnicity,Majority Non-White
2023,31,13,.0331126,1,race-ethnicity,Majority White
2023,31,15,NA,3,race-ethnicity,All
2023,31,15,NA,3,race-ethnicity,Majority Non-White
2023,31,15,NA,3,race-ethnicity,Majority White
2023,31,17,NA,3,race-ethnicity,All
2023,31,17,NA,3,race-ethnicity,Majority Non-White
2023,31,17,NA,3,race-ethnicity,Majority White
2023,31,19,.0319716,1,race-ethnicity,All
2023,31,19,NA,3,race-ethnicity,Majority Non-White
2023,31,19,.0319716,1,race-ethnicity,Majority White
2023,31,21,.0379747,1,race-ethnicity,All
2023,31,21,NA,3,race-ethnicity,Majority Non-White
2023,31,21,.0379747,1,race-ethnicity,Majority White
2023,31,23,.0106383,1,race-ethnicity,All
2023,31,23,NA,3,race-ethnicity,Majority Non-White
2023,31,23,.0106383,1,race-ethnicity,Majority White
2023,31,25,.0254958,1,race-ethnicity,All
2023,31,25,NA,3,race-ethnicity,Majority Non-White
2023,31,25,.0254958,1,race-ethnicity,Majority White
2023,31,27,0,1,race-ethnicity,All
2023,31,27,NA,3,race-ethnicity,Majority Non-White
2023,31,27,0,1,race-ethnicity,Majority White
2023,31,29,0,1,race-ethnicity,All
2023,31,29,NA,3,race-ethnicity,Majority Non-White
2023,31,29,0,1,race-ethnicity,Majority White
2023,31,31,.0441176,1,race-ethnicity,All
2023,31,31,NA,3,race-ethnicity,Majority Non-White
2023,31,31,.0322581,1,race-ethnicity,Majority White
2023,31,33,.0330578,1,race-ethnicity,All
2023,31,33,NA,3,race-ethnicity,Majority Non-White
2023,31,33,.0330578,1,race-ethnicity,Majority White
2023,31,35,.0123457,1,race-ethnicity,All
2023,31,35,NA,3,race-ethnicity,Majority Non-White
2023,31,35,.0123457,1,race-ethnicity,Majority White
2023,31,37,.0446429,1,race-ethnicity,All
2023,31,37,.0277778,1,race-ethnicity,Majority Non-White
2023,31,37,NA,3,race-ethnicity,Majority White
2023,31,39,.009009,1,race-ethnicity,All
2023,31,39,NA,3,race-ethnicity,Majority Non-White
2023,31,39,.009009,1,race-ethnicity,Majority White
2023,31,41,.0090909,1,race-ethnicity,All
2023,31,41,NA,3,race-ethnicity,Majority Non-White
2023,31,41,.0090909,1,race-ethnicity,Majority White
2023,31,43,.0278884,1,race-ethnicity,All
2023,31,43,.0120482,1,race-ethnicity,Majority Non-White
2023,31,43,.0588235,1,race-ethnicity,Majority White
2023,31,45,.03,1,race-ethnicity,All
2023,31,45,NA,3,race-ethnicity,Majority Non-White
2023,31,45,.03,1,race-ethnicity,Majority White
2023,31,47,.0315789,1,race-ethnicity,All
2023,31,47,.0465116,1,race-ethnicity,Majority Non-White
2023,31,47,.0193548,1,race-ethnicity,Majority White
2023,31,49,NA,3,race-ethnicity,All
2023,31,49,NA,3,race-ethnicity,Majority Non-White
2023,31,49,NA,3,race-ethnicity,Majority White
2023,31,51,.0163934,1,race-ethnicity,All
2023,31,51,NA,3,race-ethnicity,Majority Non-White
2023,31,51,.0163934,1,race-ethnicity,Majority White
2023,31,53,.0287474,1,race-ethnicity,All
2023,31,53,NA,3,race-ethnicity,Majority Non-White
2023,31,53,.0287474,1,race-ethnicity,Majority White
2023,31,55,.0349248,1,race-ethnicity,All
2023,31,55,.0636943,1,race-ethnicity,Majority Non-White
2023,31,55,.0293652,1,race-ethnicity,Majority White
2023,31,57,NA,3,race-ethnicity,All
2023,31,57,NA,3,race-ethnicity,Majority Non-White
2023,31,57,NA,3,race-ethnicity,Majority White
2023,31,59,.0277778,1,race-ethnicity,All
2023,31,59,NA,3,race-ethnicity,Majority Non-White
2023,31,59,.0277778,1,race-ethnicity,Majority White
2023,31,61,NA,3,race-ethnicity,All
2023,31,61,NA,3,race-ethnicity,Majority Non-White
2023,31,61,NA,3,race-ethnicity,Majority White
2023,31,63,NA,3,race-ethnicity,All
2023,31,63,NA,3,race-ethnicity,Majority Non-White
2023,31,63,NA,3,race-ethnicity,Majority White
2023,31,65,.0192308,1,race-ethnicity,All
2023,31,65,NA,3,race-ethnicity,Majority Non-White
2023,31,65,.0192308,1,race-ethnicity,Majority White
2023,31,67,.0168919,1,race-ethnicity,All
2023,31,67,NA,3,race-ethnicity,Majority Non-White
2023,31,67,.0168919,1,race-ethnicity,Majority White
2023,31,69,NA,3,race-ethnicity,All
2023,31,69,NA,3,race-ethnicity,Majority Non-White
2023,31,69,NA,3,race-ethnicity,Majority White
2023,31,71,NA,3,race-ethnicity,All
2023,31,71,NA,3,race-ethnicity,Majority Non-White
2023,31,71,NA,3,race-ethnicity,Majority White
2023,31,73,NA,3,race-ethnicity,All
2023,31,73,NA,3,race-ethnicity,Majority Non-White
2023,31,73,NA,3,race-ethnicity,Majority White
2023,31,75,NA,3,race-ethnicity,All
2023,31,75,NA,3,race-ethnicity,Majority Non-White
2023,31,75,NA,3,race-ethnicity,Majority White
2023,31,77,NA,3,race-ethnicity,All
2023,31,77,NA,3,race-ethnicity,Majority Non-White
2023,31,77,NA,3,race-ethnicity,Majority White
2023,31,79,.0345324,1,race-ethnicity,All
2023,31,79,.0355987,1,race-ethnicity,Majority Non-White
2023,31,79,.0336788,1,race-ethnicity,Majority White
2023,31,81,.0234375,1,race-ethnicity,All
2023,31,81,NA,3,race-ethnicity,Majority Non-White
2023,31,81,.0234375,1,race-ethnicity,Majority White
2023,31,83,NA,3,race-ethnicity,All
2023,31,83,NA,3,race-ethnicity,Majority Non-White
2023,31,83,NA,3,race-ethnicity,Majority White
2023,31,85,NA,3,race-ethnicity,All
2023,31,85,NA,3,race-ethnicity,Majority Non-White
2023,31,85,NA,3,race-ethnicity,Majority White
2023,31,87,NA,3,race-ethnicity,All
2023,31,87,NA,3,race-ethnicity,Majority Non-White
2023,31,87,NA,3,race-ethnicity,Majority White
2023,31,89,.0392157,1,race-ethnicity,All
2023,31,89,NA,3,race-ethnicity,Majority Non-White
2023,31,89,.0392157,1,race-ethnicity,Majority White
2023,31,91,NA,3,race-ethnicity,All
2023,31,91,NA,3,race-ethnicity,Majority Non-White
2023,31,91,NA,3,race-ethnicity,Majority White
2023,31,93,0,1,race-ethnicity,All
2023,31,93,NA,3,race-ethnicity,Majority Non-White
2023,31,93,0,1,race-ethnicity,Majority White
2023,31,95,.0416667,1,race-ethnicity,All
2023,31,95,NA,3,race-ethnicity,Majority Non-White
2023,31,95,.0416667,1,race-ethnicity,Majority White
2023,31,97,NA,3,race-ethnicity,All
2023,31,97,NA,3,race-ethnicity,Majority Non-White
2023,31,97,NA,3,race-ethnicity,Majority White
2023,31,99,.0232558,1,race-ethnicity,All
2023,31,99,NA,3,race-ethnicity,Majority Non-White
2023,31,99,.0232558,1,race-ethnicity,Majority White
2023,31,101,.01,1,race-ethnicity,All
2023,31,101,NA,3,race-ethnicity,Majority Non-White
2023,31,101,.01,1,race-ethnicity,Majority White
2023,31,103,NA,3,race-ethnicity,All
2023,31,103,NA,3,race-ethnicity,Majority Non-White
2023,31,103,NA,3,race-ethnicity,Majority White
2023,31,105,NA,3,race-ethnicity,All
2023,31,105,NA,3,race-ethnicity,Majority Non-White
2023,31,105,NA,3,race-ethnicity,Majority White
2023,31,107,.0352941,1,race-ethnicity,All
2023,31,107,NA,3,race-ethnicity,Majority Non-White
2023,31,107,.0384615,1,race-ethnicity,Majority White
2023,31,109,.0284483,1,race-ethnicity,All
2023,31,109,NA,3,race-ethnicity,Majority Non-White
2023,31,109,.0284483,1,race-ethnicity,Majority White
2023,31,111,.0352423,1,race-ethnicity,All
2023,31,111,NA,3,race-ethnicity,Majority Non-White
2023,31,111,.0352423,1,race-ethnicity,Majority White
2023,31,113,NA,3,race-ethnicity,All
2023,31,113,NA,3,race-ethnicity,Majority Non-White
2023,31,113,NA,3,race-ethnicity,Majority White
2023,31,115,NA,3,race-ethnicity,All
2023,31,115,NA,3,race-ethnicity,Majority Non-White
2023,31,115,NA,3,race-ethnicity,Majority White
2023,31,117,NA,3,race-ethnicity,All
2023,31,117,NA,3,race-ethnicity,Majority Non-White
2023,31,117,NA,3,race-ethnicity,Majority White
2023,31,119,.0228833,1,race-ethnicity,All
2023,31,119,NA,3,race-ethnicity,Majority Non-White
2023,31,119,.0253165,1,race-ethnicity,Majority White
2023,31,121,0,1,race-ethnicity,All
2023,31,121,NA,3,race-ethnicity,Majority Non-White
2023,31,121,0,1,race-ethnicity,Majority White
2023,31,123,NA,3,race-ethnicity,All
2023,31,123,NA,3,race-ethnicity,Majority Non-White
2023,31,123,NA,3,race-ethnicity,Majority White
2023,31,125,.0192308,1,race-ethnicity,All
2023,31,125,NA,3,race-ethnicity,Majority Non-White
2023,31,125,.0192308,1,race-ethnicity,Majority White
2023,31,127,.0229885,1,race-ethnicity,All
2023,31,127,NA,3,race-ethnicity,Majority Non-White
2023,31,127,.0229885,1,race-ethnicity,Majority White
2023,31,129,NA,3,race-ethnicity,All
2023,31,129,NA,3,race-ethnicity,Majority Non-White
2023,31,129,NA,3,race-ethnicity,Majority White
2023,31,131,.0441176,1,race-ethnicity,All
2023,31,131,NA,3,race-ethnicity,Majority Non-White
2023,31,131,.0441176,1,race-ethnicity,Majority White
2023,31,133,NA,3,race-ethnicity,All
2023,31,133,NA,3,race-ethnicity,Majority Non-White
2023,31,133,NA,3,race-ethnicity,Majority White
2023,31,135,.0196078,1,race-ethnicity,All
2023,31,135,NA,3,race-ethnicity,Majority Non-White
2023,31,135,.0196078,1,race-ethnicity,Majority White
2023,31,137,.0243902,1,race-ethnicity,All
2023,31,137,NA,3,race-ethnicity,Majority Non-White
2023,31,137,.0243902,1,race-ethnicity,Majority White
2023,31,139,.019802,1,race-ethnicity,All
2023,31,139,NA,3,race-ethnicity,Majority Non-White
2023,31,139,.019802,1,race-ethnicity,Majority White
2023,31,141,.0215054,1,race-ethnicity,All
2023,31,141,NA,3,race-ethnicity,Majority Non-White
2023,31,141,.0215054,1,race-ethnicity,Majority White
2023,31,143,0,1,race-ethnicity,All
2023,31,143,NA,3,race-ethnicity,Majority Non-White
2023,31,143,0,1,race-ethnicity,Majority White
2023,31,145,.037037,1,race-ethnicity,All
2023,31,145,NA,3,race-ethnicity,Majority Non-White
2023,31,145,.0377358,1,race-ethnicity,Majority White
2023,31,147,.0681818,1,race-ethnicity,All
2023,31,147,NA,3,race-ethnicity,Majority Non-White
2023,31,147,.0681818,1,race-ethnicity,Majority White
2023,31,149,NA,3,race-ethnicity,All
2023,31,149,NA,3,race-ethnicity,Majority Non-White
2023,31,149,NA,3,race-ethnicity,Majority White
2023,31,151,.038961,1,race-ethnicity,All
2023,31,151,NA,3,race-ethnicity,Majority Non-White
2023,31,151,.038961,1,race-ethnicity,Majority White
2023,31,153,.0232897,1,race-ethnicity,All
2023,31,153,NA,3,race-ethnicity,Majority Non-White
2023,31,153,.0230011,1,race-ethnicity,Majority White
2023,31,155,.0318725,1,race-ethnicity,All
2023,31,155,NA,3,race-ethnicity,Majority Non-White
2023,31,155,.0318725,1,race-ethnicity,Majority White
2023,31,157,.0196507,1,race-ethnicity,All
2023,31,157,NA,3,race-ethnicity,Majority Non-White
2023,31,157,.0196507,1,race-ethnicity,Majority White
2023,31,159,.0378378,1,race-ethnicity,All
2023,31,159,NA,3,race-ethnicity,Majority Non-White
2023,31,159,.0378378,1,race-ethnicity,Majority White
2023,31,161,NA,3,race-ethnicity,All
2023,31,161,NA,3,race-ethnicity,Majority Non-White
2023,31,161,NA,3,race-ethnicity,Majority White
2023,31,163,NA,3,race-ethnicity,All
2023,31,163,NA,3,race-ethnicity,Majority Non-White
2023,31,163,NA,3,race-ethnicity,Majority White
2023,31,165,NA,3,race-ethnicity,All
2023,31,165,NA,3,race-ethnicity,Majority Non-White
2023,31,165,NA,3,race-ethnicity,Majority White
2023,31,167,0,1,race-ethnicity,All
2023,31,167,NA,3,race-ethnicity,Majority Non-White
2023,31,167,0,1,race-ethnicity,Majority White
2023,31,169,NA,3,race-ethnicity,All
2023,31,169,NA,3,race-ethnicity,Majority Non-White
2023,31,169,NA,3,race-ethnicity,Majority White
2023,31,171,NA,3,race-ethnicity,All
2023,31,171,NA,3,race-ethnicity,Majority Non-White
2023,31,171,NA,3,race-ethnicity,Majority White
2023,31,173,.0344828,1,race-ethnicity,All
2023,31,173,NA,3,race-ethnicity,Majority Non-White
2023,31,173,NA,3,race-ethnicity,Majority White
2023,31,175,NA,3,race-ethnicity,All
2023,31,175,NA,3,race-ethnicity,Majority Non-White
2023,31,175,NA,3,race-ethnicity,Majority White
2023,31,177,.0189394,1,race-ethnicity,All
2023,31,177,NA,3,race-ethnicity,Majority Non-White
2023,31,177,.0189394,1,race-ethnicity,Majority White
2023,31,179,.0222222,1,race-ethnicity,All
2023,31,179,NA,3,race-ethnicity,Majority Non-White
2023,31,179,.0222222,1,race-ethnicity,Majority White
2023,31,181,NA,3,race-ethnicity,All
2023,31,181,NA,3,race-ethnicity,Majority Non-White
2023,31,181,NA,3,race-ethnicity,Majority White
2023,31,183,NA,3,race-ethnicity,All
2023,31,183,NA,3,race-ethnicity,Majority Non-White
2023,31,183,NA,3,race-ethnicity,Majority White
2023,31,185,.0232558,1,race-ethnicity,All
2023,31,185,NA,3,race-ethnicity,Majority Non-White
2023,31,185,.0232558,1,race-ethnicity,Majority White
2023,32,1,.0570571,1,race-ethnicity,All
2023,32,1,NA,3,race-ethnicity,Majority Non-White
2023,32,1,.0570571,1,race-ethnicity,Majority White
2023,32,3,.065394,1,race-ethnicity,All
2023,32,3,.075494,1,race-ethnicity,Majority Non-White
2023,32,3,.0431544,1,race-ethnicity,Majority White
2023,32,5,.0099602,1,race-ethnicity,All
2023,32,5,NA,3,race-ethnicity,Majority Non-White
2023,32,5,.0099602,1,race-ethnicity,Majority White
2023,32,7,.0385126,1,race-ethnicity,All
2023,32,7,.028169,1,race-ethnicity,Majority Non-White
